date_obj,Sweetcorn%20seed price
2015-07-24,67
2015-07-25,67
2015-07-26,66
2015-07-27,65
2015-07-28,65
2015-07-29,68
2015-07-30,68
2015-07-31,71
2015-08-01,71
2015-08-02,73
2015-08-03,73
2015-08-04,74
2015-08-05,77
2015-08-06,77
2015-08-07,77
2015-08-08,73
2015-08-09,69
2015-08-10,65
2015-08-11,61
2015-08-12,61
2015-08-13,57
2015-08-14,54
2015-08-15,54
2015-08-16,51
2015-08-17,49
2015-08-18,49
2015-08-19,48
2015-08-20,48
2015-08-21,48
2015-08-22,48
2015-08-23,48
2015-08-24,48
2015-08-25,48
2015-08-26,48
2015-08-27,48
2015-08-28,48
2015-08-29,46
2015-08-30,46
2015-08-31,46
2015-09-02,44
2015-09-07,43
2015-09-08,42
2015-09-10,42
2015-09-14,37
2015-09-16,35
2015-09-22,34
2015-09-23,36
2015-09-24,36
2015-09-25,38
2015-09-27,40
2015-09-28,42
2015-09-29,42
2015-09-30,45
2015-10-05,51
2015-10-06,54
2015-10-07,54
2015-10-08,57
2015-10-09,60
2015-10-10,60
2015-10-11,63
2015-10-12,67
2015-10-13,67
2015-10-14,71
2015-10-15,75
2015-10-16,79
2015-10-17,79
2015-10-18,83
2015-10-19,88
2015-10-20,93
2015-10-22,98
2015-10-23,103
2015-10-24,103
2015-10-25,109
2015-10-26,114
2015-10-27,114
2015-10-29,120
2015-10-30,126
2015-10-31,133
2015-11-01,133
2015-11-02,139
2015-11-03,139
2015-11-04,146
2015-11-05,154
2015-11-06,154
2015-11-07,162
2015-11-08,162
2015-11-09,171
2015-11-10,171
2015-11-11,177
2015-11-12,177
2015-11-13,184
2015-11-14,184
2015-11-15,193
2015-11-16,193
2015-11-17,202
2015-11-18,202
2015-11-19,212
2015-11-20,223
2015-11-21,223
2015-11-22,235
2015-11-23,235
2015-11-24,247
2015-11-25,260
2015-11-26,260
2015-11-27,273
2015-11-28,287
2015-11-29,298
2015-11-30,285
2015-12-01,285
2015-12-02,288
2015-12-03,292
2015-12-04,292
2015-12-05,304
2015-12-06,310
2015-12-07,310
2015-12-08,308
2015-12-09,307
2015-12-10,312
2015-12-11,323
2015-12-13,323
2015-12-14,323
2015-12-15,326
2015-12-16,335
2015-12-17,335
2015-12-18,340
2015-12-19,325
2015-12-20,308
2015-12-21,293
2015-12-22,284
2015-12-23,275
2015-12-24,270
2015-12-25,264
2015-12-26,255
2015-12-27,247
2015-12-28,247
2015-12-29,234
2015-12-30,222
2015-12-31,210
2016-01-01,199
2016-01-02,189
2016-01-03,183
2016-01-04,173
2016-01-05,164
2016-01-06,155
2016-01-07,147
2016-01-08,140
2016-01-09,140
2016-01-10,134
2016-01-11,131
2016-01-12,127
2016-01-13,127
2016-01-14,125
2016-01-15,121
2016-01-16,118
2016-01-17,114
2016-01-18,114
2016-01-19,114
2016-01-20,110
2016-01-21,110
2016-01-22,112
2016-01-23,113
2016-01-24,112
2016-01-25,115
2016-01-26,115
2016-01-27,121
2016-01-28,121
2016-01-29,127
2016-01-30,127
2016-01-31,134
2016-02-01,140
2016-02-02,140
2016-02-03,147
2016-02-04,154
2016-02-05,154
2016-02-06,160
2016-02-07,160
2016-02-08,161
2016-02-09,170
2016-02-10,177
2016-02-11,177
2016-02-12,182
2016-02-13,187
2016-02-14,187
2016-02-15,194
2016-02-16,192
2016-02-17,194
2016-02-18,184
2016-02-19,174
2016-02-20,165
2016-02-21,157
2016-02-22,157
2016-02-23,149
2016-02-24,141
2016-02-25,134
2016-02-26,134
2016-02-27,127
2016-02-28,121
2016-02-29,117
2016-03-01,113
2016-03-02,111
2016-03-03,106
2016-03-04,106
2016-03-05,108
2016-03-06,109
2016-03-07,109
2016-03-08,109
2016-03-09,111
2016-03-10,110
2016-03-11,110
2016-03-12,110
2016-03-13,110
2016-03-14,108
2016-03-15,107
2016-03-16,108
2016-03-17,108
2016-03-18,107
2016-03-19,107
2016-03-20,107
2016-03-21,107
2016-03-22,106
2016-03-23,105
2016-03-24,105
2016-03-25,104
2016-03-26,100
2016-03-27,100
2016-03-28,101
2016-03-29,104
2016-03-30,104
2016-03-31,103
2016-04-01,100
2016-04-02,100
2016-04-03,97
2016-04-04,96
2016-04-05,96
2016-04-06,97
2016-04-07,97
2016-04-08,92
2016-04-09,88
2016-04-10,85
2016-04-11,85
2016-04-12,86
2016-04-13,86
2016-04-14,86
2016-04-15,86
2016-04-16,86
2016-04-17,82
2016-04-18,82
2016-04-19,82
2016-04-20,86
2016-04-21,86
2016-04-22,88
2016-04-23,89
2016-04-24,89
2016-04-25,89
2016-04-26,89
2016-04-27,88
2016-04-28,87
2016-04-29,87
2016-04-30,87
2016-05-01,87
2016-05-02,89
2016-05-03,91
2016-05-04,91
2016-05-05,93
2016-05-06,93
2016-05-07,91
2016-05-08,91
2016-05-09,92
2016-05-10,92
2016-05-11,92
2016-05-12,93
2016-05-13,93
2016-05-14,94
2016-05-15,95
2016-05-16,95
2016-05-17,96
2016-05-18,98
2016-05-19,98
2016-05-22,103
2016-05-23,106
2016-05-24,103
2016-05-25,103
2016-05-26,105
2016-05-27,104
2016-05-28,104
2016-05-29,109
2016-05-30,109
2016-05-31,113
2016-06-01,119
2016-06-02,125
2016-06-03,132
2016-06-04,137
2016-06-05,143
2016-06-06,149
2016-06-07,149
2016-06-08,154
2016-06-09,159
2016-06-10,160
2016-06-11,164
2016-06-12,156
2016-06-13,148
2016-06-14,140
2016-06-15,133
2016-06-16,129
2016-06-17,127
2016-06-18,127
2016-06-19,124
2016-06-20,124
2016-06-21,126
2016-06-22,126
2016-06-23,125
2016-06-24,125
2016-06-25,125
2016-06-26,125
2016-06-27,124
2016-06-28,124
2016-06-29,123
2016-06-30,121
2016-07-01,118
2016-07-02,118
2016-07-03,118
2016-07-04,121
2016-07-05,121
2016-07-06,118
2016-07-07,118
2016-07-08,119
2016-07-09,121
2016-07-10,124
2016-07-11,127
2016-07-12,132
2016-07-13,132
2016-07-14,136
2016-07-15,138
2016-07-16,136
2016-07-17,137
2016-07-18,139
2016-07-24,148
2016-07-25,152
2016-07-26,152
2016-07-27,156
2016-07-28,156
2016-07-29,158
2016-07-30,155
2016-07-31,155
2016-08-01,154
2016-08-02,154
2016-08-03,156
2016-08-04,156
2016-08-05,158
2016-08-06,159
2016-08-07,159
2016-08-08,159
2016-08-09,162
2016-08-10,165
2016-08-11,165
2016-08-12,165
2016-08-13,165
2016-08-14,167
2016-08-15,170
2016-08-16,171
2016-08-17,171
2016-08-18,169
2016-08-19,171
2016-08-20,171
2016-08-21,171
2016-08-22,168
2016-08-23,164
2016-08-24,158
2016-08-25,153
2016-08-26,153
2016-08-28,152
2016-08-31,142
2016-09-01,138
2016-09-02,138
2016-09-03,131
2016-09-04,124
2016-09-05,117
2016-09-06,111
2016-09-07,111
2016-09-08,105
2016-09-09,105
2016-09-10,99
2016-09-11,99
2016-09-12,94
2016-09-13,90
2016-09-14,90
2016-09-15,85
2016-09-16,85
2016-09-17,81
2016-09-18,81
2016-09-19,79
2016-09-20,79
2016-09-21,76
2016-09-22,73
2016-09-23,73
2016-09-24,72
2016-09-25,70
2016-09-26,70
2016-09-27,67
2016-09-28,67
2016-09-29,63
2016-09-30,61
2016-10-01,58
2016-10-02,58
2016-10-03,57
2016-10-04,56
2016-10-05,56
2016-10-06,57
2016-10-07,57
2016-10-08,57
2016-10-09,57
2016-10-10,59
2016-10-11,61
2016-10-12,61
2016-10-13,63
2016-10-14,63
2016-10-15,66
2016-10-16,68
2016-10-17,68
2016-10-18,68
2016-10-19,67
2016-10-20,68
2016-10-21,69
2016-10-22,69
2016-10-23,69
2016-10-24,70
2016-10-25,70
2016-10-26,70
2016-10-27,70
2016-10-28,71
2016-10-29,70
2016-10-30,70
2016-10-31,70
2016-11-01,70
2016-11-02,69
2016-11-03,69
2016-11-04,67
2016-11-05,67
2016-11-06,65
2016-11-07,65
2016-11-08,65
2016-11-09,62
2016-11-10,60
2016-11-11,60
2016-11-12,59
2016-11-13,59
2016-11-14,59
2016-12-08,91
2016-12-09,92
2016-12-10,92
2016-12-11,93
2016-12-12,93
2016-12-13,95
2016-12-14,97
2016-12-15,97
2016-12-16,97
2016-12-17,95
2016-12-18,95
2016-12-19,93
2016-12-20,88
2016-12-21,85
2016-12-22,85
2016-12-23,83
2016-12-24,83
2016-12-25,83
2016-12-26,82
2016-12-27,82
2016-12-28,81
2016-12-29,79
2016-12-30,79
2016-12-31,80
2017-01-01,81
2017-01-02,80
2017-01-03,78
2017-01-04,75
2017-01-05,72
2017-01-06,70
2017-01-07,68
2017-01-08,66
2017-01-09,67
2017-01-10,68
2017-01-11,67
2017-01-12,68
2017-01-13,68
2017-01-14,70
2017-01-15,70
2017-01-16,71
2017-01-17,73
2017-01-18,72
2017-01-19,71
2017-01-20,71
2017-01-21,71
2017-01-22,69
2017-01-27,73
2017-01-28,74
2017-01-29,74
2017-01-30,74
2017-01-31,73
2017-02-01,72
2017-02-02,71
2017-02-03,69
2017-02-04,68
2017-02-05,68
2017-02-06,68
2017-02-07,66
2017-02-08,66
2017-02-09,66
2017-02-10,66
2017-02-11,66
2017-02-12,66
2017-02-13,65
2017-02-14,64
2017-02-15,61
2017-02-16,60
2017-02-18,59
2017-02-19,58
2017-02-20,56
2017-02-21,54
2017-02-22,54
2017-02-23,52
2017-02-24,52
2017-02-25,51
2017-02-26,50
2017-02-27,49
2017-02-28,49
2017-03-01,48
2017-03-02,47
2017-03-03,47
2017-03-04,45
2017-03-05,43
2017-03-06,41
2017-03-07,39
2017-03-08,39
2017-03-09,39
2017-03-10,39
2017-03-11,37
2017-03-12,36
2017-03-13,35
2017-03-14,34
2017-03-15,32
2017-03-16,31
2017-03-17,30
2017-03-18,29
2017-03-19,28
2017-03-20,28
2017-03-21,28
2017-03-22,26
2017-03-23,26
2017-03-24,26
2017-03-25,26
2017-03-26,26
2017-03-27,26
2017-03-28,25
2017-03-29,25
2017-03-30,25
2017-03-31,24
2017-04-01,23
2017-04-02,22
2017-04-03,22
2017-04-04,23
2017-04-12,22
2017-04-13,21
2017-04-14,20
2017-04-15,20
2017-04-16,20
2017-04-17,20
2017-04-18,20
2017-04-19,21
2017-04-20,21
2017-04-21,21
2017-04-22,21
2017-04-23,22
2017-04-24,22
2017-04-25,22
2017-04-26,22
2017-04-27,21
2017-04-28,21
2017-04-29,20
2017-04-30,19
2017-05-01,19
2017-05-02,19
2017-05-03,19
2017-05-04,19
2017-05-05,19
2017-05-06,19
2017-05-07,19
2017-05-08,19
2017-05-09,19
2017-05-10,19
2017-05-11,19
2017-05-12,18
2017-05-13,18
2017-05-14,18
2017-05-15,18
2017-05-16,18
2017-05-17,17
2017-05-18,17
2017-05-19,17
2017-05-20,17
2017-05-21,17
2017-05-22,17
2017-05-23,17
2017-05-24,17
2017-05-25,16
2017-05-26,16
2017-05-27,16
2017-05-28,15
2017-05-29,15
2017-05-30,15
2017-05-31,15
2017-06-01,15
2017-06-02,15
2017-06-03,15
2017-06-06,13
2017-06-07,12
2017-06-08,12
2017-06-09,11
2017-06-10,10
2017-06-11,10
2017-06-12,10
2017-06-13,10
2017-06-14,10
2017-06-15,10
2017-06-16,10
2017-06-17,10
2017-06-18,10
2017-06-19,10
2017-06-20,10
2017-06-21,10
2017-06-22,10
2017-06-23,10
2017-06-24,10
2017-06-25,10
2017-06-26,10
2017-06-27,10
2017-06-28,10
2017-06-29,10
2017-06-30,10
2017-07-01,10
2017-07-02,10
2017-07-03,10
2017-07-04,10
2017-07-05,10
2017-07-06,10
2017-07-07,10
2017-07-08,10
2017-07-13,10
2017-07-14,10
2017-07-15,10
2017-07-16,10
2017-07-17,10
2017-07-18,9
2017-07-19,9
2017-07-20,9
2017-07-21,9
2017-07-22,9
2017-07-23,9
2017-07-24,9
2017-07-25,9
2017-07-26,9
2017-07-27,9
2017-07-28,9
2017-07-29,9
2017-07-30,9
2017-07-31,9
2017-08-01,9
2017-08-02,8
2017-08-03,8
2017-08-04,8
2017-08-05,8
2017-08-06,8
2017-08-09,8
2017-08-10,8
2017-08-11,8
2017-08-12,7
2017-08-13,7
2017-08-14,7
2017-08-15,7
2017-08-16,7
2017-08-17,7
2017-08-18,7
2017-08-19,6
2017-08-20,5
2017-08-21,5
2017-08-22,5
2017-08-23,6
2017-08-24,6
2017-08-25,6
2017-08-26,6
2017-08-27,6
2017-08-28,6
2017-08-29,6
2017-08-30,6
2017-08-31,6
2017-09-01,6
2017-09-02,6
2017-09-03,6
2017-09-04,6
2017-09-05,6
2017-09-06,6
2017-09-07,6
2017-09-08,6
2017-09-09,6
2017-09-10,6
2017-09-11,6
2017-09-12,6
2017-09-13,6
2017-09-14,6
2017-09-15,6
2017-09-16,5
2017-09-17,5
2017-09-19,4
2017-09-20,4
2017-09-21,5
2017-09-22,5
2017-09-23,5
2017-09-24,5
2017-09-25,5
2017-09-26,5
2017-09-27,5
2017-09-28,5
2017-09-29,5
2017-09-30,5
2017-10-01,5
2017-10-02,5
2017-10-03,5
2017-10-04,5
2017-10-05,5
2017-10-06,5
2017-10-07,5
2017-10-08,5
2017-10-09,5
2017-10-10,5
2017-10-11,5
2017-10-12,5
2017-10-13,5
2017-10-14,5
2017-10-15,5
2017-10-16,5
2017-10-17,5
2017-10-18,4
2017-10-19,4
2017-10-20,3
2017-10-21,3
2017-10-22,3
2017-10-23,3
2017-10-24,3
2017-10-25,3
2017-10-26,3
2017-10-27,3
2017-10-28,3
2017-10-29,3
2017-10-30,3
2017-10-31,3
2017-11-01,3
2017-11-02,3
2017-11-03,3
2017-11-04,3
2017-11-05,3
2017-11-06,4
2017-11-07,4
2017-11-08,4
2017-11-09,4
2017-11-10,4
2017-11-11,4
2017-11-12,4
2017-11-13,4
2017-11-14,5
2017-11-15,5
2017-11-16,5
2017-11-17,5
2017-11-18,5
2017-11-19,5
2017-11-20,5
2017-11-21,5
2017-11-22,5
2017-11-23,5
2017-11-24,5
2017-11-25,5
2017-11-26,5
2017-11-27,5
2017-11-28,5
2017-11-29,5
2017-11-30,4
2017-12-01,4
2017-12-02,4
2017-12-03,4
2017-12-04,4
2017-12-05,4
2017-12-06,4
2017-12-07,4
2017-12-08,4
2017-12-09,4
2017-12-10,4
2017-12-11,4
2017-12-12,5
2017-12-13,5
2017-12-14,5
2017-12-15,5
2017-12-16,5
2017-12-17,5
2017-12-18,5
2017-12-19,5
2017-12-20,5
2017-12-21,5
2017-12-22,5
2017-12-23,4
2017-12-24,4
2017-12-25,4
2017-12-26,4
2017-12-27,4
2017-12-28,4
2017-12-29,4
2017-12-30,4
2017-12-31,4
2018-01-01,4
2018-01-02,4
2018-01-03,4
2018-01-04,4
2018-01-05,4
2018-01-06,3
2018-01-07,2
2018-01-08,3
2018-01-09,3
2018-01-10,3
2018-01-11,3
2018-01-12,4
2018-01-13,4
2018-01-14,4
2018-01-15,4
2018-01-16,4
2018-01-17,4
2018-01-18,4
2018-01-19,4
2018-01-20,4
2018-01-21,4
2018-01-22,4
2018-01-23,4
2018-01-24,4
2018-01-25,4
2018-01-26,4
2018-01-27,3
2018-01-28,4
2018-01-29,4
2018-01-30,4
2018-02-01,4
2018-02-02,4
2018-02-03,4
2018-02-04,4
2018-02-05,4
2018-02-06,4
2018-02-07,4
2018-02-08,4
2018-02-09,4
2018-02-10,4
2018-02-11,4
2018-02-12,4
2018-02-13,4
2018-02-14,4
2018-02-15,4
2018-02-16,4
2018-02-17,5
2018-02-18,5
2018-02-19,5
2018-02-20,5
2018-02-21,5
2018-02-22,5
2018-02-23,5
2018-02-24,5
2018-02-25,5
2018-02-26,5
2018-02-27,5
2018-02-28,4
2018-03-01,4
2018-03-02,4
2018-03-03,4
2018-03-04,4
2018-03-05,5
2018-03-06,5
2018-03-07,5
2018-03-08,5
2018-03-09,5
2018-03-10,5
2018-03-11,5
2018-03-12,5
2018-03-13,5
2018-03-14,5
2018-03-15,5
2018-03-16,5
2018-03-17,5
2018-03-18,5
2018-03-19,5
2018-03-20,5
2018-03-21,5
2018-03-23,5
2018-03-24,5
2018-03-26,5
2018-03-27,5
2018-03-28,4
2018-03-29,4
2018-03-30,4
2018-03-31,4
2018-04-01,4
2018-04-02,4
2018-04-03,3
2018-04-04,2
2018-04-05,2
2018-04-06,2
2018-04-08,2
2018-04-09,2
2018-04-10,2
2018-04-11,2
2018-04-12,2
2018-04-13,2
2018-04-14,3
2018-04-16,3
2018-04-17,3
2018-04-18,3
2018-04-19,3
2018-04-20,3
2018-04-21,3
2018-04-22,3
2018-04-23,3
2018-04-24,3
2018-04-25,3
2018-04-26,3
2018-04-27,3
2018-04-28,2
2018-04-29,2
2018-04-30,2
2018-05-02,3
2018-05-03,3
2018-05-04,3
2018-05-05,3
2018-05-06,3
2018-05-07,3
2018-05-08,3
2018-05-09,3
2018-05-10,3
2018-05-11,3
2018-05-12,3
2018-05-13,3
2018-05-14,3
2018-05-15,3
2018-05-16,3
2018-05-17,3
2018-05-18,3
2018-05-19,3
2018-05-20,3
2018-05-21,3
2018-05-22,3
2018-05-23,3
2018-05-24,3
2018-05-25,3
2018-05-26,3
2018-05-27,3
2018-05-28,3
2018-05-29,3
2018-05-30,3
2018-05-31,3
2018-06-01,3
2018-06-02,3
2018-06-03,3
2018-06-04,3
2018-06-05,3
2018-06-06,3
2018-06-07,3
2018-06-08,2
2018-06-09,2
2018-06-10,2
2018-06-11,2
2018-06-12,2
2018-06-13,3
2018-06-14,3
2018-06-15,3
2018-06-16,3
2018-06-17,3
2018-06-18,3
2018-06-19,3
2018-06-20,3
2018-06-21,3
2018-06-22,3
2018-06-23,3
2018-06-24,3
2018-06-25,3
2018-06-26,3
2018-06-27,3
2018-06-28,3
2018-06-29,4
2018-06-30,4
2018-07-01,4
2018-07-02,3
2018-07-03,2
2018-07-04,2
2018-07-05,3
2018-07-06,3
2018-07-07,3
2018-07-08,3
2018-07-09,3
2018-07-10,3
2018-07-11,3
2018-07-12,3
2018-07-13,3
2018-07-14,3
2018-07-15,3
2018-07-16,4
2018-07-17,3
2018-07-18,3
2018-07-19,3
2018-07-20,3
2018-07-21,4
2018-07-22,4
2018-07-23,4
2018-07-24,4
2018-07-25,3
2018-07-26,3
2018-07-27,3
2018-07-28,2
2018-07-29,2
2018-07-30,3
2018-07-31,4
2018-08-01,3
2018-08-02,3
2018-08-03,4
2018-08-04,4
2018-08-05,4
2018-08-06,4
2018-08-07,4
2018-08-08,3
2018-08-09,4
2018-08-10,4
2018-08-11,4
2018-08-12,4
2018-08-14,3
2018-08-16,4
2018-08-17,4
2018-08-18,4
2018-08-19,4
2018-08-20,3
2018-08-21,3
2018-08-22,3
2018-08-23,3
2018-08-24,3
2018-08-25,3
2018-08-26,3
2018-08-27,3
2018-08-28,4
2018-08-29,4
2018-08-30,4
2018-08-31,4
2018-09-01,4
2018-09-02,4
2018-09-03,3
2018-09-04,2
2018-09-05,2
2018-09-06,3
2018-09-07,3
2018-09-08,3
2018-09-09,3
2018-09-10,3
2018-09-11,3
2018-09-12,3
2018-09-13,3
2018-09-14,3
2018-09-15,4
2018-09-16,4
2018-09-17,4
2018-09-18,4
2018-09-19,4
2018-09-20,4
2018-09-21,4
2018-09-22,4
2018-09-23,3
2018-09-24,2
2018-09-25,3
2018-09-26,3
2018-09-27,3
2018-09-28,3
2018-09-29,3
2018-09-30,3
2018-10-02,4
2018-10-03,4
2018-10-04,4
2018-10-05,4
2018-10-06,3
2018-10-07,3
2018-10-08,3
2018-10-09,2
2018-10-10,2
2018-10-11,2
2018-10-12,2
2018-10-13,2
2018-10-14,3
2018-10-15,3
2018-10-16,4
2018-10-17,3
2018-10-18,2
2018-10-19,1
2018-10-20,2
2018-10-21,2
2018-10-22,2
2018-10-23,2
2018-10-24,2
2018-10-25,3
2018-10-26,3
2018-10-27,3
2018-10-28,3
2018-10-29,3
2018-10-30,3
2018-10-31,3
2018-11-01,3
2018-11-03,3
2018-11-04,3
2018-11-05,3
2018-11-06,3
2018-11-07,3
2018-11-08,4
2018-11-09,4
2018-11-10,4
2018-11-11,4
2018-11-12,4
2018-11-13,4
2018-11-14,3
2018-11-15,3
2018-11-16,3
2018-11-17,3
2018-11-18,3
2018-11-19,3
2018-11-20,3
2018-11-21,3
2018-11-22,3
2018-11-23,3
2018-11-24,3
2018-11-25,3
2018-11-26,3
2018-11-27,4
2018-11-28,4
2018-11-29,4
2018-12-01,4
2018-12-02,4
2018-12-03,4
2018-12-05,4
2018-12-07,4
2018-12-09,4
2018-12-11,4
2018-12-12,4
2018-12-13,4
2018-12-14,4
2018-12-15,4
2018-12-16,4
2018-12-17,4
2018-12-18,4
2018-12-19,5
2018-12-20,5
2018-12-21,5
2018-12-22,5
2018-12-23,5
2018-12-24,5
2018-12-25,5
2018-12-26,5
2018-12-27,5
2018-12-28,5
2018-12-29,5
2018-12-30,6
2018-12-31,6
2019-01-01,6
2019-01-02,5
2019-01-03,5
2019-01-04,5
2019-01-05,4
2019-01-06,4
2019-01-08,5
2019-01-10,4
2019-01-11,4
2019-01-12,4
2019-01-13,4
2019-01-14,4
2019-01-15,4
2019-01-16,4
2019-01-17,4
2019-01-18,4
2019-01-19,4
2019-01-20,4
2019-01-21,4
2019-01-22,4
2019-01-23,4
2019-01-24,4
2019-01-25,4
2019-01-26,4
2019-01-27,4
2019-01-28,5
2019-01-29,5
2019-01-30,5
2019-01-31,5
2019-02-01,5
2019-02-02,5
2019-02-03,5
2019-02-04,5
2019-02-05,4
2019-02-06,4
2019-02-07,4
2019-02-08,4
2019-02-09,4
2019-02-10,4
2019-02-11,4
2019-02-12,4
2019-02-13,4
2019-02-14,4
2019-02-15,4
2019-02-16,3
2019-02-17,3
2019-02-18,3
2019-02-19,3
2019-02-20,3
2019-02-21,3
2019-02-22,3
2019-02-23,3
2019-02-24,3
2019-02-25,3
2019-02-26,3
2019-02-27,3
2019-02-28,3
2019-03-01,2
2019-03-02,1
2019-03-03,2
2019-03-04,2
2019-03-05,2
2019-03-06,2
2019-03-07,3
2019-03-08,3
2019-03-09,3
2019-03-10,3
2019-03-11,3
2019-03-12,3
2019-03-13,2
2019-03-14,2
2019-03-15,2
2019-03-16,2
2019-03-17,2
2019-03-18,2
2019-03-19,2
2019-03-20,2
2019-03-21,2
2019-03-22,2
2019-03-23,2
2019-03-24,2
2019-03-25,2
2019-03-26,2
2019-03-27,2
2019-03-28,2
2019-03-29,2
2019-03-30,3
2019-03-31,3
2019-04-01,3
2019-04-02,3
2019-04-03,3
2019-04-04,2
2019-04-05,2
2019-04-06,2
2019-04-07,2
2019-04-08,2
2019-04-09,2
2019-04-10,2
2019-04-11,2
2019-04-12,2
2019-04-13,2
2019-04-14,2
2019-04-15,2
2019-04-16,2
2019-04-17,2
2019-04-18,2
2019-04-19,2
2019-04-20,2
2019-04-21,2
2019-04-22,2
2019-04-23,2
2019-04-24,2
2019-04-25,2
2019-04-26,2
2019-04-27,2
2019-04-28,1
2019-04-29,2
2019-04-30,2
2019-05-01,2
2019-05-02,3
2019-05-03,3
2019-05-04,3
2019-05-05,3
2019-05-06,3
2019-05-07,3
2019-05-08,3
2019-05-09,3
2019-05-10,3
2019-05-11,3
2019-05-12,3
2019-05-13,3
2019-05-14,3
2019-05-15,3
2019-05-16,3
2019-05-17,3
2019-05-18,3
2019-05-19,3
2019-05-20,3
2019-05-21,3
2019-05-22,4
2019-05-23,4
2019-05-24,4
2019-05-25,4
2019-05-26,4
2019-05-27,4
2019-05-28,4
2019-05-29,5
2019-05-30,4
2019-05-31,4
2019-06-01,4
2019-06-02,4
2019-06-03,4
2019-06-04,4
2019-06-05,4
2019-06-06,5
2019-06-07,5
2019-06-08,5
2019-06-09,5
2019-06-10,5
2019-06-11,5
2019-06-12,5
2019-06-13,5
2019-06-14,5
2019-06-15,5
2019-06-16,5
2019-06-17,5
2019-06-18,5
2019-06-19,5
2019-06-20,5
2019-06-21,5
2019-06-22,5
2019-06-23,5
2019-06-24,4
2019-06-25,4
2019-06-26,4
2019-06-27,4
2019-06-28,4
2019-06-29,4
2019-06-30,4
2019-07-01,4
2019-07-02,4
2019-07-03,4
2019-07-04,4
2019-07-05,3
2019-07-06,2
2019-07-07,2
2019-07-08,1
2019-07-09,2
2019-07-10,2
2019-07-11,2
2019-07-12,2
2019-07-13,3
2019-07-14,3
2019-07-15,3
2019-07-16,3
2019-07-17,3
2019-07-18,3
2019-07-19,3
2019-07-20,3
2019-07-21,4
2019-07-22,4
2019-07-23,4
2019-07-24,3
2019-07-25,3
2019-07-26,3
2019-07-27,3
2019-07-28,3
2019-07-29,3
2019-07-30,3
2019-07-31,3
2019-08-01,4
2019-08-02,5
2019-08-03,5
2019-08-04,6
2019-08-05,6
2019-08-06,6
2019-08-07,5
2019-08-08,5
2019-08-09,5
2019-08-10,5
2019-08-11,5
2019-08-12,5
2019-08-13,6
2019-08-14,6
2019-08-15,6
2019-08-16,6
2019-08-17,5
2019-08-18,5
2019-08-19,6
2019-08-20,6
2019-08-21,6
2019-08-22,6
2019-08-23,5
2019-08-24,5
2019-08-24,5
2019-08-25,4
2019-08-25,4
2019-08-26,4
2019-08-26,4
2019-08-27,3
2019-08-27,3
2019-08-28,3
2019-08-29,3
2019-08-30,4
2019-08-31,4
