date_obj,Desert%20shirt price
2015-09-06,185
2015-09-07,185
2015-09-08,183
2015-09-09,183
2015-09-10,177
2015-09-11,177
2015-09-12,172
2015-09-13,172
2015-09-14,173
2015-09-15,173
2015-09-16,164
2015-09-17,156
2015-09-18,156
2015-09-19,152
2015-09-20,152
2015-09-21,155
2015-09-22,155
2015-09-23,162
2015-09-24,162
2015-09-25,162
2015-09-27,164
2015-09-28,167
2015-09-29,167
2015-09-30,167
2015-10-05,159
2015-10-06,158
2015-10-07,158
2015-10-08,159
2015-10-09,159
2015-10-10,153
2015-10-11,152
2015-10-12,152
2015-10-13,154
2015-10-14,154
2015-10-15,154
2015-10-16,154
2015-10-17,155
2015-10-18,155
2015-10-19,151
2015-10-20,151
2015-10-22,150
2015-10-23,153
2015-10-24,153
2015-10-25,154
2015-10-26,154
2015-10-27,156
2015-10-29,164
2015-10-30,164
2015-10-31,170
2015-11-01,170
2015-11-02,179
2015-11-03,179
2015-11-04,184
2015-11-05,184
2015-11-06,182
2015-11-07,173
2015-11-08,173
2015-11-09,168
2015-11-10,168
2015-11-11,164
2015-11-12,164
2015-11-13,162
2015-11-14,162
2015-11-15,161
2015-11-16,161
2015-11-17,167
2015-11-18,167
2015-11-19,167
2015-11-20,167
2015-11-21,166
2015-11-22,166
2015-11-23,166
2015-11-24,162
2015-11-25,158
2015-11-26,158
2015-11-27,157
2015-11-28,157
2015-11-29,158
2015-11-30,158
2015-12-01,158
2015-12-02,158
2015-12-03,155
2015-12-04,155
2015-12-05,156
2015-12-06,154
2015-12-07,154
2015-12-08,154
2015-12-09,153
2015-12-10,153
2015-12-11,157
2015-12-12,157
2015-12-13,155
2015-12-14,155
2015-12-15,158
2015-12-16,158
2015-12-17,165
2015-12-18,165
2015-12-19,174
2015-12-20,183
2015-12-21,183
2015-12-22,192
2015-12-23,192
2015-12-24,192
2015-12-25,192
2015-12-26,183
2015-12-27,175
2015-12-28,175
2015-12-29,169
2015-12-30,169
2015-12-31,168
2016-01-01,168
2016-01-02,167
2016-01-03,166
2016-01-04,165
2016-01-05,165
2016-01-06,164
2016-01-07,164
2016-01-08,164
2016-01-09,164
2016-01-10,167
2016-01-11,167
2016-01-12,165
2016-01-13,165
2016-01-14,158
2016-01-15,158
2016-01-16,155
2016-01-17,155
2016-01-18,152
2016-01-19,152
2016-01-20,153
2016-01-21,153
2016-01-22,149
2016-01-23,149
2016-01-24,149
2016-01-25,147
2016-01-26,147
2016-01-27,148
2016-01-28,148
2016-01-29,149
2016-01-30,149
2016-01-31,150
2016-02-01,152
2016-02-02,152
2016-02-03,145
2016-02-04,145
2016-02-05,137
2016-02-06,138
2016-02-07,138
2016-02-08,137
2016-02-09,137
2016-02-10,139
2016-02-11,139
2016-02-12,139
2016-02-13,139
2016-02-14,139
2016-02-15,137
2016-02-16,137
2016-02-17,135
2016-02-18,135
2016-02-19,133
2016-02-20,133
2016-02-21,128
2016-02-22,128
2016-02-23,126
2016-02-24,126
2016-02-25,120
2016-02-26,120
2016-02-27,118
2016-02-28,118
2016-03-01,111
2016-03-02,111
2016-03-03,105
2016-03-04,105
2016-03-05,99
2016-03-06,94
2016-03-07,94
2016-03-08,89
2016-03-09,84
2016-03-10,80
2016-03-11,80
2016-03-12,81
2016-03-13,81
2016-03-14,84
2016-03-15,84
2016-03-16,87
2016-03-17,87
2016-03-18,89
2016-03-19,89
2016-03-20,87
2016-03-21,87
2016-03-22,82
2016-03-23,77
2016-03-24,77
2016-03-25,74
2016-03-26,73
2016-03-27,73
2016-03-28,73
2016-03-29,72
2016-03-30,72
2016-03-31,73
2016-04-01,73
2016-04-02,75
2016-04-03,77
2016-04-04,78
2016-04-05,78
2016-04-06,79
2016-04-07,79
2016-04-08,82
2016-04-09,87
2016-04-10,91
2016-04-11,91
2016-04-12,96
2016-04-13,96
2016-04-14,101
2016-04-15,106
2016-04-16,108
2016-04-17,111
2016-04-18,112
2016-04-19,112
2016-04-20,114
2016-04-21,114
2016-04-22,115
2016-04-23,117
2016-04-24,120
2016-04-25,122
2016-04-26,124
2016-04-27,126
2016-04-28,126
2016-04-29,130
2016-04-30,125
2016-05-01,119
2016-05-02,115
2016-05-03,109
2016-05-04,109
2016-05-05,103
2016-05-06,103
2016-05-07,98
2016-05-08,98
2016-05-09,98
2016-05-10,100
2016-05-11,100
2016-05-12,101
2016-05-13,98
2016-05-14,100
2016-05-15,101
2016-05-16,101
2016-05-17,104
2016-05-18,106
2016-05-19,106
2016-05-22,108
2016-05-23,109
2016-05-24,109
2016-05-25,109
2016-05-26,110
2016-05-27,111
2016-05-28,111
2016-05-29,108
2016-05-30,108
2016-05-31,103
2016-06-01,101
2016-06-02,100
2016-06-03,100
2016-06-04,95
2016-06-05,95
2016-06-06,92
2016-06-07,92
2016-06-08,87
2016-06-09,82
2016-06-10,78
2016-06-11,78
2016-06-12,77
2016-06-13,77
2016-06-14,78
2016-06-15,78
2016-06-16,80
2016-06-17,82
2016-06-18,82
2016-06-19,82
2016-06-20,83
2016-06-21,79
2016-06-22,79
2016-06-23,78
2016-06-24,78
2016-06-25,80
2016-06-26,80
2016-06-27,81
2016-06-28,82
2016-06-29,82
2016-06-30,81
2016-07-01,76
2016-07-02,76
2016-07-03,74
2016-07-04,75
2016-07-05,75
2016-07-06,78
2016-07-07,78
2016-07-08,81
2016-07-09,86
2016-07-10,89
2016-07-11,94
2016-07-12,98
2016-07-13,102
2016-07-14,107
2016-07-15,111
2016-07-16,113
2016-07-17,115
2016-07-18,117
2016-07-23,123
2016-07-24,126
2016-07-25,124
2016-07-26,124
2016-07-27,123
2016-07-28,123
2016-07-29,119
2016-07-30,120
2016-07-31,120
2016-08-01,120
2016-08-02,118
2016-08-03,116
2016-08-04,116
2016-08-05,119
2016-08-06,119
2016-08-07,113
2016-08-08,113
2016-08-09,116
2016-08-10,117
2016-08-11,117
2016-08-12,121
2016-08-13,121
2016-08-14,125
2016-08-15,131
2016-08-16,131
2016-08-17,138
2016-08-18,138
2016-08-19,140
2016-08-20,138
2016-08-21,138
2016-08-22,139
2016-08-23,132
2016-08-24,132
2016-08-25,127
2016-08-26,127
2016-08-28,128
2016-08-31,127
2016-09-01,126
2016-09-02,126
2016-09-03,119
2016-09-04,114
2016-09-05,114
2016-09-06,114
2016-09-07,117
2016-09-08,117
2016-09-09,118
2016-09-10,121
2016-09-11,121
2016-09-12,125
2016-09-13,126
2016-09-14,126
2016-09-15,127
2016-09-16,127
2016-09-17,129
2016-09-18,129
2016-09-19,128
2016-09-20,128
2016-09-21,129
2016-09-22,130
2016-09-23,130
2016-09-24,129
2016-09-25,128
2016-09-26,128
2016-09-27,128
2016-09-28,128
2016-09-29,131
2016-09-30,132
2016-10-01,132
2016-10-02,134
2016-10-03,134
2016-10-04,137
2016-10-05,137
2016-10-06,139
2016-10-07,139
2016-10-08,142
2016-10-09,142
2016-10-10,146
2016-10-11,146
2016-10-12,147
2016-10-13,147
2016-10-14,142
2016-10-15,138
2016-10-16,138
2016-10-17,135
2016-10-18,135
2016-10-19,130
2016-10-20,130
2016-10-21,123
2016-10-22,123
2016-10-23,120
2016-10-24,116
2016-10-25,116
2016-10-26,114
2016-10-27,114
2016-10-28,113
2016-10-29,111
2016-10-30,111
2016-10-31,110
2016-11-01,110
2016-11-02,111
2016-11-03,111
2016-11-04,108
2016-11-05,108
2016-11-06,105
2016-11-07,105
2016-11-08,101
2016-11-09,101
2016-11-10,97
2016-11-11,97
2016-11-12,98
2016-11-13,98
2016-11-14,101
2016-11-15,100
2016-12-07,102
2016-12-08,102
2016-12-09,98
2016-12-10,98
2016-12-11,98
2016-12-12,98
2016-12-13,94
2016-12-14,94
2016-12-15,94
2016-12-16,94
2016-12-17,95
2016-12-18,95
2016-12-19,96
2016-12-20,100
2016-12-21,105
2016-12-22,105
2016-12-23,101
2016-12-24,101
2016-12-25,97
2016-12-26,92
2016-12-27,91
2016-12-28,92
2016-12-29,92
2016-12-30,94
2016-12-31,93
2017-01-01,94
2017-01-02,93
2017-01-03,93
2017-01-04,94
2017-01-05,94
2017-01-06,95
2017-01-07,96
2017-01-08,94
2017-01-09,93
2017-01-10,90
2017-01-11,91
2017-01-12,91
2017-01-13,91
2017-01-14,92
2017-01-15,91
2017-01-16,88
2017-01-17,84
2017-01-18,85
2017-01-19,85
2017-01-20,84
2017-01-21,83
2017-01-22,86
2017-01-23,85
2017-01-27,93
2017-01-28,94
2017-01-29,92
2017-01-30,92
2017-01-31,92
2017-02-01,93
2017-02-02,91
2017-02-03,94
2017-02-04,93
2017-02-05,93
2017-02-06,92
2017-02-07,92
2017-02-08,93
2017-02-09,93
2017-02-10,93
2017-02-11,95
2017-02-12,95
2017-02-13,94
2017-02-14,93
2017-02-15,93
2017-02-16,93
2017-02-18,95
2017-02-19,95
2017-02-20,97
2017-02-21,98
2017-02-22,98
2017-02-23,98
2017-02-24,98
2017-02-25,96
2017-02-26,91
2017-02-27,86
2017-02-28,83
2017-03-01,81
2017-03-02,81
2017-03-03,81
2017-03-04,81
2017-03-05,81
2017-03-06,82
2017-03-07,79
2017-03-08,79
2017-03-09,79
2017-03-10,79
2017-03-11,80
2017-03-12,78
2017-03-13,79
2017-03-14,80
2017-03-15,81
2017-03-16,82
2017-03-17,83
2017-03-18,84
2017-03-19,81
2017-03-20,83
2017-03-21,84
2017-03-22,82
2017-03-23,83
2017-03-24,79
2017-03-25,79
2017-03-26,77
2017-03-27,76
2017-03-28,78
2017-03-29,79
2017-03-30,81
2017-03-31,83
2017-04-01,85
2017-04-02,83
2017-04-03,85
2017-04-04,86
2017-04-12,80
2017-04-13,80
2017-04-14,81
2017-04-15,83
2017-04-16,84
2017-04-17,81
2017-04-18,79
2017-04-19,81
2017-04-20,84
2017-04-21,86
2017-04-22,86
2017-04-23,83
2017-04-24,80
2017-04-25,81
2017-04-26,81
2017-04-27,85
2017-04-28,84
2017-04-29,83
2017-04-30,86
2017-05-01,84
2017-05-02,85
2017-05-03,85
2017-05-04,89
2017-05-05,94
2017-05-06,93
2017-05-07,98
2017-05-08,103
2017-05-09,108
2017-05-10,111
2017-05-11,111
2017-05-12,114
2017-05-13,111
2017-05-14,111
2017-05-15,110
2017-05-16,105
2017-05-17,105
2017-05-18,101
2017-05-19,101
2017-05-20,103
2017-05-21,103
2017-05-22,103
2017-05-23,104
2017-05-24,107
2017-05-25,107
2017-05-26,112
2017-05-27,109
2017-05-28,106
2017-05-29,108
2017-05-30,109
2017-05-31,108
2017-06-01,108
2017-06-02,110
2017-06-03,110
2017-06-04,107
2017-06-05,101
2017-06-06,104
2017-06-07,108
2017-06-08,107
2017-06-09,101
2017-06-10,95
2017-06-11,90
2017-06-12,90
2017-06-13,89
2017-06-14,93
2017-06-15,93
2017-06-16,97
2017-06-17,97
2017-06-18,100
2017-06-19,100
2017-06-20,101
2017-06-21,101
2017-06-22,101
2017-06-23,100
2017-06-24,97
2017-06-25,101
2017-06-26,103
2017-06-27,105
2017-06-28,105
2017-06-29,106
2017-06-30,112
2017-07-01,112
2017-07-02,107
2017-07-03,106
2017-07-04,109
2017-07-05,109
2017-07-06,105
2017-07-07,105
2017-07-08,99
2017-07-13,107
2017-07-14,111
2017-07-15,111
2017-07-16,110
2017-07-17,108
2017-07-18,108
2017-07-19,107
2017-07-20,103
2017-07-21,102
2017-07-22,101
2017-07-23,100
2017-07-24,100
2017-07-25,101
2017-07-26,103
2017-07-27,99
2017-07-28,99
2017-07-29,99
2017-07-30,101
2017-07-31,101
2017-08-01,102
2017-08-02,106
2017-08-03,101
2017-08-04,101
2017-08-05,100
2017-08-06,96
2017-08-09,85
2017-08-10,82
2017-08-11,80
2017-08-12,82
2017-08-13,85
2017-08-14,86
2017-08-15,87
2017-08-16,88
2017-08-17,90
2017-08-18,90
2017-08-19,85
2017-08-20,87
2017-08-21,90
2017-08-22,91
2017-08-23,93
2017-08-24,93
2017-08-25,94
2017-08-26,93
2017-08-27,88
2017-08-28,88
2017-08-29,83
2017-08-30,78
2017-08-31,75
2017-09-01,75
2017-09-03,74
2017-09-04,74
2017-09-05,76
2017-09-06,77
2017-09-07,78
2017-09-08,78
2017-09-09,79
2017-09-10,80
2017-09-11,83
2017-09-12,83
2017-09-13,83
2017-09-14,81
2017-09-15,81
2017-09-16,81
2017-09-17,83
2017-09-18,82
2017-09-19,82
2017-09-20,79
2017-09-21,78
2017-09-22,77
2017-09-23,77
2017-09-24,75
2017-09-25,71
2017-09-26,73
2017-09-27,73
2017-09-28,72
2017-09-29,72
2017-09-30,72
2017-10-01,69
2017-10-02,69
2017-10-03,69
2017-10-04,66
2017-10-05,66
2017-10-06,64
2017-10-07,62
2017-10-08,60
2017-10-09,61
2017-10-10,61
2017-10-11,61
2017-10-12,63
2017-10-13,65
2017-10-14,65
2017-10-15,65
2017-10-16,67
2017-10-17,67
2017-10-18,67
2017-10-19,65
2017-10-20,65
2017-10-21,67
2017-10-22,68
2017-10-23,68
2017-10-24,68
2017-10-25,69
2017-10-26,69
2017-10-27,70
2017-10-28,70
2017-10-29,71
2017-10-30,72
2017-10-31,75
2017-11-01,75
2017-11-02,75
2017-11-03,75
2017-11-04,78
2017-11-05,78
2017-11-06,79
2017-11-07,79
2017-11-08,80
2017-11-09,81
2017-11-10,81
2017-11-11,79
2017-11-12,80
2017-11-13,78
2017-11-14,78
2017-11-15,78
2017-11-16,75
2017-11-17,72
2017-11-18,72
2017-11-19,71
2017-11-20,72
2017-11-21,70
2017-11-22,70
2017-11-23,71
2017-11-24,71
2017-11-25,72
2017-11-26,72
2017-11-27,72
2017-11-28,71
2017-11-29,71
2017-11-30,71
2017-12-01,68
2017-12-02,68
2017-12-03,65
2017-12-04,65
2017-12-05,64
2017-12-06,63
2017-12-07,64
2017-12-08,64
2017-12-09,65
2017-12-10,66
2017-12-11,68
2017-12-12,66
2017-12-13,65
2017-12-14,64
2017-12-15,67
2017-12-16,67
2017-12-17,68
2017-12-18,72
2017-12-19,76
2017-12-20,79
2017-12-21,76
2017-12-22,78
2017-12-23,78
2017-12-24,78
2017-12-25,79
2017-12-26,81
2017-12-27,82
2017-12-28,84
2017-12-29,86
2017-12-30,85
2017-12-31,89
2018-01-01,92
2018-01-02,95
2018-01-03,95
2018-01-04,99
2018-01-05,101
2018-01-06,102
2018-01-07,105
2018-01-08,108
2018-01-09,111
2018-01-10,114
2018-01-11,115
2018-01-12,116
2018-01-13,117
2018-01-14,116
2018-01-15,112
2018-01-16,113
2018-01-17,112
2018-01-18,113
2018-01-19,113
2018-01-20,111
2018-01-21,105
2018-01-22,100
2018-01-23,100
2018-01-25,96
2018-01-26,100
2018-01-27,96
2018-01-28,94
2018-01-29,95
2018-01-30,94
2018-01-31,96
2018-02-01,97
2018-02-02,92
2018-02-03,90
2018-02-04,92
2018-02-05,93
2018-02-06,92
2018-02-07,94
2018-02-08,93
2018-02-09,90
2018-02-10,90
2018-02-11,90
2018-02-12,90
2018-02-13,89
2018-02-14,92
2018-02-15,97
2018-02-16,100
2018-02-17,105
2018-02-18,107
2018-02-19,111
2018-02-20,115
2018-02-21,117
2018-02-22,119
2018-02-23,115
2018-02-24,116
2018-02-25,116
2018-02-26,112
2018-02-27,114
2018-02-28,115
2018-03-01,109
2018-03-02,103
2018-03-03,104
2018-03-04,101
2018-03-05,101
2018-03-06,98
2018-03-07,99
2018-03-08,99
2018-03-09,101
2018-03-10,103
2018-03-11,103
2018-03-12,104
2018-03-13,105
2018-03-14,106
2018-03-15,107
2018-03-16,109
2018-03-17,110
2018-03-18,109
2018-03-19,109
2018-03-20,108
2018-03-21,109
2018-03-23,101
2018-03-24,99
2018-03-25,101
2018-03-26,100
2018-03-27,102
2018-03-28,103
2018-03-29,103
2018-03-30,101
2018-03-31,104
2018-04-01,103
2018-04-02,105
2018-04-03,104
2018-04-04,104
2018-04-05,101
2018-04-06,101
2018-04-07,103
2018-04-08,99
2018-04-09,95
2018-04-10,91
2018-04-11,92
2018-04-12,93
2018-04-13,96
2018-04-14,101
2018-04-15,107
2018-04-16,113
2018-04-17,117
2018-04-18,115
2018-04-19,113
2018-04-20,108
2018-04-21,102
2018-04-22,101
2018-04-23,102
2018-04-24,97
2018-04-25,95
2018-04-26,96
2018-04-27,94
2018-04-28,96
2018-04-29,95
2018-04-30,95
2018-05-01,97
2018-05-03,96
2018-05-04,95
2018-05-05,95
2018-05-07,92
2018-05-08,95
2018-05-09,94
2018-05-10,95
2018-05-11,96
2018-05-12,95
2018-05-13,90
2018-05-14,85
2018-05-15,80
2018-05-16,79
2018-05-17,79
2018-05-18,79
2018-05-19,81
2018-05-20,84
2018-05-21,85
2018-05-22,82
2018-05-23,83
2018-05-24,83
2018-05-25,82
2018-05-26,82
2018-05-27,85
2018-05-28,87
2018-05-29,89
2018-05-30,91
2018-05-31,90
2018-06-01,90
2018-06-02,92
2018-06-03,96
2018-06-04,98
2018-06-05,102
2018-06-06,103
2018-06-07,100
2018-06-08,100
2018-06-09,103
2018-06-10,100
2018-06-11,99
2018-06-12,101
2018-06-13,101
2018-06-14,103
2018-06-15,106
2018-06-16,108
2018-06-17,107
2018-06-18,107
2018-06-19,107
2018-06-20,107
2018-06-21,101
2018-06-22,100
2018-06-23,99
2018-06-24,97
2018-06-25,96
2018-06-26,97
2018-06-27,99
2018-06-28,99
2018-06-29,100
2018-06-30,101
2018-07-01,100
2018-07-02,102
2018-07-03,102
2018-07-04,106
2018-07-05,109
2018-07-06,106
2018-07-07,109
2018-07-08,110
2018-07-09,109
2018-07-10,111
2018-07-11,112
2018-07-12,108
2018-07-13,102
2018-07-14,103
2018-07-15,100
2018-07-16,100
2018-07-17,101
2018-07-18,101
2018-07-19,101
2018-07-20,98
2018-07-21,98
2018-07-22,98
2018-07-23,98
2018-07-24,94
2018-07-25,93
2018-07-26,93
2018-07-27,95
2018-07-28,97
2018-07-29,98
2018-07-30,101
2018-07-31,105
2018-08-01,100
2018-08-02,104
2018-08-03,110
2018-08-04,113
2018-08-05,112
2018-08-06,110
2018-08-07,104
2018-08-08,98
2018-08-09,93
2018-08-10,92
2018-08-11,93
2018-08-12,94
2018-08-14,97
2018-08-16,103
2018-08-17,106
2018-08-18,102
2018-08-19,105
2018-08-20,106
2018-08-21,107
2018-08-22,108
2018-08-23,108
2018-08-24,110
2018-08-25,109
2018-08-26,107
2018-08-27,102
2018-08-28,98
2018-08-29,94
2018-08-30,93
2018-08-31,93
2018-09-01,91
2018-09-02,87
2018-09-03,87
2018-09-04,88
2018-09-05,90
2018-09-06,91
2018-09-07,91
2018-09-08,94
2018-09-09,96
2018-09-10,100
2018-09-11,105
2018-09-12,107
2018-09-13,109
2018-09-14,113
2018-09-15,117
2018-09-16,115
2018-09-17,115
2018-09-18,121
2018-09-19,124
2018-09-20,128
2018-09-21,134
2018-09-22,137
2018-09-23,138
2018-09-24,135
2018-09-25,135
2018-09-26,132
2018-09-27,134
2018-09-28,130
2018-09-29,134
2018-09-30,136
2018-10-01,137
2018-10-02,138
2018-10-03,138
2018-10-04,139
2018-10-05,139
2018-10-06,136
2018-10-07,131
2018-10-08,134
2018-10-09,134
2018-10-10,135
2018-10-11,137
2018-10-12,138
2018-10-13,139
2018-10-14,141
2018-10-15,143
2018-10-16,146
2018-10-17,152
2018-10-18,149
2018-10-19,144
2018-10-20,146
2018-10-21,147
2018-10-22,149
2018-10-23,149
2018-10-24,151
2018-10-25,152
2018-10-26,156
2018-10-27,159
2018-10-28,157
2018-10-29,153
2018-10-30,155
2018-10-31,155
2018-11-01,156
2018-11-03,169
2018-11-04,172
2018-11-05,165
2018-11-06,164
2018-11-07,157
2018-11-08,154
2018-11-09,153
2018-11-10,150
2018-11-11,145
2018-11-12,147
2018-11-13,143
2018-11-14,138
2018-11-15,136
2018-11-16,134
2018-11-17,128
2018-11-18,127
2018-11-19,124
2018-11-20,129
2018-11-21,133
2018-11-22,139
2018-11-23,143
2018-11-24,147
2018-11-25,153
2018-11-26,157
2018-11-27,158
2018-11-28,154
2018-11-29,148
2018-12-01,145
2018-12-02,147
2018-12-03,148
2018-12-04,148
2018-12-05,143
2018-12-07,135
2018-12-09,128
2018-12-10,130
2018-12-11,132
2018-12-12,127
2018-12-13,124
2018-12-14,121
2018-12-15,118
2018-12-16,118
2018-12-17,112
2018-12-18,110
2018-12-19,113
2018-12-20,116
2018-12-21,121
2018-12-22,125
2018-12-23,125
2018-12-24,130
2018-12-25,127
2018-12-26,127
2018-12-27,124
2018-12-28,118
2018-12-29,117
2018-12-30,116
2018-12-31,115
2019-01-01,114
2019-01-02,110
2019-01-03,110
2019-01-04,110
2019-01-05,106
2019-01-06,105
2019-01-08,101
2019-01-10,101
2019-01-11,97
2019-01-12,95
2019-01-13,99
2019-01-14,102
2019-01-15,107
2019-01-16,111
2019-01-17,113
2019-01-18,111
2019-01-19,110
2019-01-20,108
2019-01-21,111
2019-01-22,107
2019-01-23,104
2019-01-24,103
2019-01-25,104
2019-01-26,99
2019-01-27,100
2019-01-28,101
2019-01-29,100
2019-01-30,97
2019-01-31,93
2019-02-01,95
2019-02-02,96
2019-02-03,96
2019-02-04,97
2019-02-05,97
2019-02-06,96
2019-02-07,93
2019-02-08,90
2019-02-09,87
2019-02-10,85
2019-02-11,85
2019-02-12,84
2019-02-13,87
2019-02-14,90
2019-02-15,92
2019-02-16,94
2019-02-17,97
2019-02-18,98
2019-02-19,99
2019-02-20,101
2019-02-21,107
2019-02-22,108
2019-02-23,104
2019-02-24,99
2019-02-25,96
2019-02-26,95
2019-02-27,90
2019-02-28,90
2019-03-01,93
2019-03-02,98
2019-03-03,102
2019-03-04,108
2019-03-05,114
2019-03-06,117
2019-03-07,119
2019-03-08,123
2019-03-09,122
2019-03-10,127
2019-03-11,127
2019-03-12,127
2019-03-13,131
2019-03-14,130
2019-03-15,126
2019-03-16,128
2019-03-17,131
2019-03-18,135
2019-03-19,138
2019-03-20,140
2019-03-21,138
2019-03-22,139
2019-03-23,138
2019-03-24,140
2019-03-25,136
2019-03-26,137
2019-03-27,130
2019-03-28,130
2019-03-29,131
2019-03-30,129
2019-03-31,131
2019-04-01,131
2019-04-02,133
2019-04-03,132
2019-04-04,126
2019-04-05,119
2019-04-06,118
2019-04-07,119
2019-04-08,117
2019-04-09,119
2019-04-10,119
2019-04-11,116
2019-04-12,119
2019-04-13,119
2019-04-14,116
2019-04-15,116
2019-04-16,119
2019-04-17,122
2019-04-18,129
2019-04-19,136
2019-04-20,139
2019-04-21,138
2019-04-22,140
2019-04-23,133
2019-04-24,137
2019-04-25,141
2019-04-26,135
2019-04-27,134
2019-04-28,129
2019-04-29,133
2019-04-30,127
2019-05-01,127
2019-05-02,127
2019-05-03,125
2019-05-04,122
2019-05-05,120
2019-05-06,116
2019-05-07,114
2019-05-08,116
2019-05-09,120
2019-05-10,119
2019-05-11,116
2019-05-12,115
2019-05-13,113
2019-05-14,109
2019-05-15,106
2019-05-16,103
2019-05-17,104
2019-05-18,101
2019-05-19,102
2019-05-20,103
2019-05-21,105
2019-05-22,105
2019-05-23,105
2019-05-24,103
2019-05-25,101
2019-05-26,101
2019-05-27,101
2019-05-28,103
2019-05-29,99
2019-05-30,100
2019-05-31,101
2019-06-01,102
2019-06-02,99
2019-06-03,98
2019-06-04,101
2019-06-05,103
2019-06-06,101
2019-06-07,98
2019-06-08,98
2019-06-09,95
2019-06-10,92
2019-06-11,93
2019-06-12,96
2019-06-13,94
2019-06-14,93
2019-06-15,91
2019-06-16,87
2019-06-17,88
2019-06-18,85
2019-06-19,82
2019-06-20,83
2019-06-21,87
2019-06-22,87
2019-06-23,82
2019-06-24,79
2019-06-25,78
2019-06-26,77
2019-06-27,80
2019-06-28,80
2019-06-29,82
2019-06-30,81
2019-07-01,79
2019-07-02,75
2019-07-03,73
2019-07-04,74
2019-07-05,74
2019-07-06,76
2019-07-07,77
2019-07-08,78
2019-07-09,81
2019-07-10,83
2019-07-11,88
2019-07-12,93
2019-07-13,98
2019-07-14,102
2019-07-15,108
2019-07-16,114
2019-07-17,115
2019-07-18,114
2019-07-19,109
2019-07-20,104
2019-07-21,103
2019-07-22,105
2019-07-23,105
2019-07-24,102
2019-07-25,98
2019-07-26,95
2019-07-27,94
2019-07-28,95
2019-07-29,93
2019-07-30,92
2019-07-31,92
2019-08-01,89
2019-08-02,88
2019-08-03,89
2019-08-04,89
2019-08-05,89
2019-08-06,90
2019-08-07,90
2019-08-08,89
2019-08-09,91
2019-08-10,91
2019-08-11,92
2019-08-12,90
2019-08-13,90
2019-08-14,87
2019-08-15,85
2019-08-16,87
2019-08-17,88
2019-08-18,87
2019-08-19,89
2019-08-20,91
2019-08-21,88
2019-08-22,86
2019-08-23,90
2019-08-24,94
