date_obj,Torstol%20seed price
2019-04-01,48111
2019-04-02,49543
2019-04-03,50093
2019-04-04,49793
2019-04-05,49941
2019-04-06,49840
2019-04-07,48982
2019-04-08,49092
2019-04-09,49333
2019-04-10,49081
2019-04-11,50217
2019-04-12,49243
2019-04-13,48328
2019-04-14,47363
2019-04-15,47597
2019-04-16,47776
2019-04-17,47563
2019-04-18,47086
2019-04-19,46601
2019-04-20,46161
2019-04-21,45770
2019-04-22,44987
2019-04-23,44054
2019-04-24,43728
2019-04-25,43046
2019-04-26,42895
2019-04-27,42520
2019-04-28,42013
2019-04-29,42422
2019-04-30,42234
2019-05-01,40964
2019-05-02,41022
2019-05-03,41405
2019-05-04,41674
2019-05-05,42060
2019-05-06,43951
2019-05-07,46111
2019-05-08,48290
2019-05-09,49593
2019-05-10,50463
2019-05-11,51479
2019-05-12,51703
2019-05-13,52003
2019-05-14,51462
2019-05-15,49464
2019-05-16,48555
2019-05-17,48322
2019-05-18,47230
2019-05-19,47372
2019-05-20,48713
2019-05-21,49567
2019-05-22,50097
2019-05-23,51526
2019-05-24,51795
2019-05-25,50552
2019-05-26,49344
2019-05-27,49104
2019-05-28,48836
2019-05-29,49921
2019-05-30,51112
2019-05-31,51193
2019-06-01,50323
2019-06-02,48461
2019-06-03,47409
2019-06-04,47313
2019-06-05,48371
2019-06-06,49522
2019-06-07,50307
2019-06-08,51097
2019-06-09,50477
2019-06-10,49453
2019-06-11,50367
2019-06-12,50296
2019-06-13,50725
2019-06-14,51396
2019-06-15,50675
2019-06-16,49661
2019-06-17,49792
2019-06-18,49815
2019-06-19,50319
2019-06-20,50010
2019-06-21,48954
2019-06-22,47120
2019-06-23,47561
2019-06-24,47904
2019-06-25,48098
2019-06-26,48341
2019-06-27,48880
2019-06-28,48476
2019-06-29,48760
2019-06-30,48343
2019-07-01,48057
2019-07-02,48370
2019-07-03,49360
2019-07-04,50307
2019-07-05,50542
2019-07-06,50250
2019-07-07,50778
2019-07-08,51731
2019-07-09,52541
2019-07-10,53048
2019-07-11,53595
2019-07-12,53756
2019-07-13,54945
2019-07-14,55345
2019-07-15,55499
2019-07-16,56009
2019-07-17,56247
2019-07-18,55379
2019-07-19,55438
2019-07-20,53408
2019-07-21,53055
2019-07-22,51900
2019-07-23,51622
2019-07-24,51441
2019-07-25,51751
2019-07-26,52085
2019-07-27,52066
2019-07-28,51099
2019-07-29,50096
2019-07-30,50545
2019-07-31,51174
2019-08-01,51493
2019-08-02,51547
2019-08-03,50306
2019-08-04,49396
2019-08-05,51159
2019-08-06,51690
2019-08-07,52856
2019-08-08,53241
2019-08-09,54612
2019-08-10,54322
2019-08-11,53979
2019-08-12,53882
2019-08-13,54362
2019-08-14,55061
2019-08-15,54571
2019-08-16,54588
2019-08-17,52521
2019-08-18,51304
2019-08-19,51115
2019-08-20,51670
2019-08-21,52506
2019-08-22,53800
2019-08-23,53476
2019-08-24,52937
2019-08-24,52937
2019-08-25,52298
2019-08-25,52298
2019-08-26,52469
2019-08-26,52469
2019-08-27,52305
2019-08-27,52305
2019-08-28,53363
2019-08-29,53863
2019-08-30,53825
2019-08-31,54207
2019-09-01,53323
2019-09-02,51678
2019-09-03,51888
2019-09-04,51789
2019-09-05,53422
2019-09-06,54107
2019-09-07,55383
2019-09-08,55594
2019-09-09,55934
2019-09-10,57448
2019-09-11,58205
2019-09-12,59062
2019-09-13,59403
2019-09-14,59857
2019-09-15,59510
2019-09-16,57683
2019-09-17,57189
2019-09-18,55710
2019-09-19,53535
2019-09-20,52667
2019-09-21,52112
2019-09-22,51180
2019-09-23,52159
2019-09-24,52688
2019-09-25,53506
2019-09-26,53971
2019-09-27,53746
2019-09-28,52092
2019-09-29,51508
2019-09-30,52215
2019-10-01,53807
2019-10-02,53183
2019-10-03,53485
2019-10-04,54244
2019-10-05,54683
2019-10-06,53648
2019-10-07,53109
2019-10-08,53772
2019-10-09,54094
2019-10-10,54532
2019-10-11,54132
2019-10-12,53472
2019-10-13,53499
2019-10-14,53949
2019-10-15,54103
2019-10-16,54730
2019-10-17,54918
2019-10-18,55808
2019-10-19,55205
2019-10-20,55337
2019-10-21,55019
2019-10-22,54565
2019-10-23,54266
2019-10-24,53734
2019-10-25,53745
2019-10-26,53487
2019-10-27,53901
2019-10-28,53963
2019-10-29,54301
2019-10-30,53804
2019-10-31,54603
2019-11-01,54757
2019-11-02,54191
2019-11-03,54168
2019-11-04,55349
2019-11-05,56744
2019-11-06,56024
2019-11-07,56998
2019-11-08,57147
2019-11-09,56491
2019-11-10,55317
2019-11-11,54938
2019-11-12,54753
2019-11-13,54769
2019-11-14,54549
2019-11-15,55261
2019-11-16,54771
2019-11-17,54740
2019-11-18,54111
2019-11-19,53443
2019-11-20,52931
2019-11-21,52410
2019-11-22,52436
2019-11-23,52694
2019-11-24,51453
2019-11-25,50620
2019-11-26,52047
2019-11-27,53194
2019-11-28,52540
2019-11-29,52728
2019-11-30,52377
2019-12-01,52818
2019-12-02,52623
2019-12-03,52426
2019-12-04,53570
2019-12-05,54133
2019-12-06,55450
2019-12-07,55839
2019-12-08,57030
2019-12-09,56646
2019-12-10,57543
2019-12-11,58414
2019-12-12,59146
2019-12-13,59989
2019-12-14,59066
2019-12-15,57899
2019-12-16,56109
2019-12-17,55651
2019-12-18,55068
2019-12-19,54155
2019-12-20,53414
2019-12-21,52416
2019-12-22,51740
2019-12-23,51724
2019-12-24,51942
2019-12-25,51391
2019-12-26,50740
2019-12-27,48932
2019-12-28,49985
2019-12-29,51258
2019-12-30,51063
2019-12-31,51089
2020-01-01,51720
2020-01-02,52480
2020-01-03,53317
2020-01-04,54942
2020-01-05,54601
2020-01-06,54320
2020-01-07,55479
2020-01-08,56993
2020-01-09,57216
2020-01-10,57706
2020-01-11,57586
2020-01-12,57838
2020-01-13,57671
2020-01-14,58483
2020-01-15,58843
2020-01-16,58572
2020-01-17,59334
2020-01-18,59104
2020-01-19,59811
2020-01-20,61154
2020-01-21,62133
2020-01-22,61474
2020-01-23,61341
2020-01-24,60229
2020-01-25,57641
2020-01-26,55642
2020-01-27,54918
2020-01-28,55807
2020-01-29,56643
2020-01-30,58128
2020-01-31,58223
2020-02-01,57752
2020-02-02,56891
2020-02-03,57027
2020-02-04,56749
2020-02-05,56899
2020-02-06,55120
2020-02-07,53893
2020-02-08,52100
2020-02-09,51249
2020-02-10,52273
2020-02-11,53372
2020-02-12,55256
2020-02-13,55155
2020-02-14,55110
2020-02-15,54261
2020-02-16,53367
2020-02-17,53542
2020-02-18,53909
2020-02-19,53767
2020-02-20,54943
2020-02-21,54414
2020-02-22,54844
2020-02-23,54701
2020-02-24,54708
2020-02-25,55730
2020-02-26,55911
2020-02-27,55359
2020-02-28,55380
2020-02-29,54897
2020-03-01,54531
2020-03-02,55132
2020-03-03,55726
2020-03-04,55888
2020-03-05,55611
2020-03-06,56142
2020-03-07,55972
2020-03-08,54894
2020-03-09,55169
2020-03-10,55655
2020-03-11,55702
2020-03-12,56488
2020-03-13,56140
2020-03-14,54538
2020-03-15,53162
2020-03-16,52705
2020-03-17,52753
2020-03-18,53495
2020-03-19,54262
2020-03-20,54638
2020-03-21,54737
2020-03-22,53627
2020-03-23,53687
2020-03-24,53127
2020-03-25,53287
2020-03-26,53539
2020-03-27,53656
2020-03-28,52981
2020-03-29,52862
2020-03-30,53959
2020-03-31,54553
2020-04-01,55360
2020-04-02,56993
2020-04-03,56136
2020-04-04,56851
2020-04-05,57219
2020-04-06,58291
2020-04-07,60592
2020-04-08,62878
2020-04-09,63649
2020-04-10,62898
2020-04-11,61217
2020-04-12,58522
2020-04-13,55831
2020-04-14,55557
2020-04-15,56515
2020-04-16,59175
2020-04-17,60840
2020-04-18,61654
2020-04-19,62394
2020-04-20,63993
2020-04-21,66188
2020-04-22,66846
2020-04-23,67296
2020-04-24,66970
2020-04-25,64911
2020-04-26,61679
2020-04-27,59624
2020-04-28,60106
2020-04-29,60056
2020-04-30,59469
2020-05-01,58724
2020-05-02,58433
2020-05-03,57836
2020-05-04,58784
2020-05-05,60281
2020-05-06,62279
2020-05-07,62196
2020-05-08,62468
2020-05-09,61647
2020-05-10,61067
2020-05-11,60660
2020-05-12,61631
2020-05-13,63151
