date_obj,Papaya%20sapling price
2016-01-03,9573
2016-01-04,9518
2016-01-05,9518
2016-01-06,9671
2016-01-07,9671
2016-01-08,9930
2016-01-09,9930
2016-01-10,10221
2016-01-11,10221
2016-01-12,10532
2016-01-13,10532
2016-01-14,10978
2016-01-15,11321
2016-01-16,11321
2016-01-17,11281
2016-01-18,11619
2016-01-19,11619
2016-01-20,11507
2016-01-21,11507
2016-01-22,12001
2016-01-23,12001
2016-01-24,11547
2016-01-25,11212
2016-01-26,11212
2016-01-27,11164
2016-01-28,11164
2016-01-29,10797
2016-01-30,10797
2016-01-31,10445
2016-02-01,10772
2016-02-02,10772
2016-02-03,11163
2016-02-04,11163
2016-02-05,11085
2016-02-06,10970
2016-02-07,10970
2016-02-08,10887
2016-02-09,10887
2016-02-10,10896
2016-02-11,10896
2016-02-12,10845
2016-02-13,11240
2016-02-14,11240
2016-02-15,11141
2016-02-16,11141
2016-02-17,10979
2016-02-18,10979
2016-02-19,10720
2016-02-20,10720
2016-02-21,10887
2016-02-22,10887
2016-02-23,11161
2016-02-24,11161
2016-02-25,11134
2016-02-26,11134
2016-02-27,10807
2016-02-28,10807
2016-02-29,10547
2016-03-01,10654
2016-03-02,10654
2016-03-03,10858
2016-03-04,10858
2016-03-05,10809
2016-03-06,10750
2016-03-07,10750
2016-03-08,10708
2016-03-09,10878
2016-03-10,10979
2016-03-11,10979
2016-03-12,10990
2016-03-13,10990
2016-03-14,10879
2016-03-15,10667
2016-03-16,10690
2016-03-17,10690
2016-03-18,10601
2016-03-19,10601
2016-03-20,10774
2016-03-21,10774
2016-03-22,10678
2016-03-23,10887
2016-03-24,10887
2016-03-25,10957
2016-03-26,10935
2016-03-27,10935
2016-03-28,10942
2016-03-29,10903
2016-03-30,10903
2016-03-31,10871
2016-04-01,10871
2016-04-02,10685
2016-04-03,10467
2016-04-04,10574
2016-04-05,10574
2016-04-06,10606
2016-04-07,10606
2016-04-08,10482
2016-04-09,10169
2016-04-10,10196
2016-04-11,10196
2016-04-12,10119
2016-04-13,10119
2016-04-14,10203
2016-04-15,10198
2016-04-16,10198
2016-04-17,10090
2016-04-18,9999
2016-04-19,9999
2016-04-20,9992
2016-04-21,9992
2016-04-22,9700
2016-04-23,9894
2016-04-24,9894
2016-04-25,10128
2016-04-26,10128
2016-04-27,10119
2016-04-28,10119
2016-04-29,10095
2016-04-30,9776
2016-05-01,9776
2016-05-02,9407
2016-05-03,9200
2016-05-04,9200
2016-05-05,9108
2016-05-06,9108
2016-05-07,8752
2016-05-08,8752
2016-05-09,8558
2016-05-10,8327
2016-05-11,8327
2016-05-12,8372
2016-05-13,7998
2016-05-14,7998
2016-05-15,7928
2016-05-16,7928
2016-05-17,8049
2016-05-18,8439
2016-05-19,8439
2016-05-22,8676
2016-05-23,8743
2016-05-24,9073
2016-05-25,9073
2016-05-26,9451
2016-05-27,9404
2016-05-28,9404
2016-05-29,9080
2016-05-30,9080
2016-05-31,9098
2016-06-01,9394
2016-06-02,9597
2016-06-03,9597
2016-06-04,9569
2016-06-05,9569
2016-06-06,9432
2016-06-07,9432
2016-06-08,9786
2016-06-09,9902
2016-06-10,9992
2016-06-11,9992
2016-06-12,10427
2016-06-13,10427
2016-06-14,10785
2016-06-15,10785
2016-06-16,10842
2016-06-17,11105
2016-06-18,11105
2016-06-19,11338
2016-06-20,11368
2016-06-21,11401
2016-06-22,11615
2016-06-23,12165
2016-06-24,12247
2016-06-25,12249
2016-06-26,12249
2016-06-27,12771
2016-06-28,13249
2016-06-29,13786
2016-06-30,14471
2016-07-01,14959
2016-07-02,15630
2016-07-03,15630
2016-07-04,15636
2016-07-05,15636
2016-07-06,15697
2016-07-07,15697
2016-07-08,16006
2016-07-09,15482
2016-07-10,14707
2016-07-11,13971
2016-07-12,13272
2016-07-13,12724
2016-07-14,12629
2016-07-15,12853
2016-07-16,13328
2016-07-17,13880
2016-07-18,13885
2016-07-23,16139
2016-07-24,16801
2016-07-25,17589
2016-07-26,17589
2016-07-27,17813
2016-07-28,17576
2016-07-29,17296
2016-07-30,16583
2016-07-31,16583
2016-08-01,16333
2016-08-02,16277
2016-08-03,16005
2016-08-04,15954
2016-08-05,15954
2016-08-06,15802
2016-08-07,15185
2016-08-08,15185
2016-08-09,14579
2016-08-10,13864
2016-08-11,13864
2016-08-12,13200
2016-08-13,13200
2016-08-14,13511
2016-08-15,13146
2016-08-16,13749
2016-08-17,13749
2016-08-18,13486
2016-08-19,13432
2016-08-20,13889
2016-08-21,13889
2016-08-22,14217
2016-08-23,14406
2016-08-24,14151
2016-08-25,13999
2016-08-26,13999
2016-08-28,13538
2016-08-31,12508
2016-09-01,13094
2016-09-02,13094
2016-09-03,13553
2016-09-04,13713
2016-09-05,14107
2016-09-06,14622
2016-09-07,14814
2016-09-08,14315
2016-09-09,13758
2016-09-10,14278
2016-09-11,14278
2016-09-12,14982
2016-09-13,15732
2016-09-14,16462
2016-09-15,17275
2016-09-16,17275
2016-09-17,18098
2016-09-18,19003
2016-09-19,19954
2016-09-20,20799
2016-09-21,21839
2016-09-22,22931
2016-09-23,24029
2016-09-24,24029
2016-09-25,25091
2016-09-26,25091
2016-09-27,25940
2016-09-28,27028
2016-09-29,27028
2016-09-30,26342
2016-10-01,25024
2016-10-02,25024
2016-10-03,23814
2016-10-04,22862
2016-10-05,23064
2016-10-06,22483
2016-10-07,22483
2016-10-08,21495
2016-10-09,21495
2016-10-10,20420
2016-10-11,19589
2016-10-12,19589
2016-10-13,18895
2016-10-14,19051
2016-10-15,19687
2016-10-16,19687
2016-10-17,19429
2016-10-18,19429
2016-10-19,19440
2016-10-20,19690
2016-10-21,19598
2016-10-22,19598
2016-10-23,19171
2016-10-24,18710
2016-10-25,18710
2016-10-26,18054
2016-10-27,18054
2016-10-28,17169
2016-10-29,16573
2016-10-30,16573
2016-10-31,15786
2016-11-01,15786
2016-11-02,15213
2016-11-03,15213
2016-11-04,14634
2016-11-05,14634
2016-11-06,14714
2016-11-07,14714
2016-11-08,14677
2016-11-09,14659
2016-11-10,14964
2016-11-11,14964
2016-11-12,14747
2016-11-13,14747
2016-11-14,14465
2016-12-07,15600
2016-12-08,15359
2016-12-09,14995
2016-12-10,14995
2016-12-11,14437
2016-12-12,14178
2016-12-13,14013
2016-12-14,14257
2016-12-15,14257
2016-12-16,14192
2016-12-17,14381
2016-12-18,14381
2016-12-19,14265
2016-12-20,14340
2016-12-21,13896
2016-12-22,13896
2016-12-23,13351
2016-12-24,13351
2016-12-25,12706
2016-12-26,12091
2016-12-27,11625
2016-12-28,11335
2016-12-29,11215
2016-12-30,11065
2016-12-31,11016
2017-01-01,11096
2017-01-02,11415
2017-01-03,11959
2017-01-04,11928
2017-01-05,11928
2017-01-06,11463
2017-01-07,11377
2017-01-08,11282
2017-01-09,11339
2017-01-10,11199
2017-01-11,11189
2017-01-12,11250
2017-01-13,11250
2017-01-14,10829
2017-01-15,10287
2017-01-16,9773
2017-01-17,9677
2017-01-18,9891
2017-01-19,9938
2017-01-20,9800
2017-01-21,9970
2017-01-22,9975
2017-01-27,9409
2017-01-28,9624
2017-01-29,9949
2017-01-30,10160
2017-01-31,10342
2017-02-01,10540
2017-02-02,10884
2017-02-03,10777
2017-02-04,10815
2017-02-05,10930
2017-02-06,11072
2017-02-07,10919
2017-02-08,11222
2017-02-09,11222
2017-02-10,10944
2017-02-11,10644
2017-02-12,10644
2017-02-13,10442
2017-02-14,10555
2017-02-15,10432
2017-02-16,10119
2017-02-18,9877
2017-02-19,9984
2017-02-20,10010
2017-02-21,10204
2017-02-22,10102
2017-02-23,10218
2017-02-24,10218
2017-02-25,9841
2017-02-26,10020
2017-02-27,10247
2017-02-28,10337
2017-03-01,10437
2017-03-02,10370
2017-03-03,10370
2017-03-04,10050
2017-03-05,9729
2017-03-06,9504
2017-03-07,9669
2017-03-08,9669
2017-03-09,9438
2017-03-10,9041
2017-03-11,8683
2017-03-12,8462
2017-03-13,8312
2017-03-14,8444
2017-03-15,8774
2017-03-16,8759
2017-03-17,9024
2017-03-18,8808
2017-03-19,8531
2017-03-20,8587
2017-03-21,8297
2017-03-22,8238
2017-03-23,7983
2017-03-24,7625
2017-03-25,7625
2017-03-26,7863
2017-03-27,8130
2017-03-28,8188
2017-03-29,8355
2017-03-30,8579
2017-03-31,8454
2017-04-01,8336
2017-04-02,8359
2017-04-03,8223
2017-04-04,8185
2017-04-12,7622
2017-04-13,7680
2017-04-14,7710
2017-04-15,7459
2017-04-16,7515
2017-04-17,7540
2017-04-18,7347
2017-04-19,7289
2017-04-20,7293
2017-04-21,7295
2017-04-22,7295
2017-04-23,7164
2017-04-24,7180
2017-04-25,7123
2017-04-26,7123
2017-04-27,7313
2017-04-28,7234
2017-04-29,7156
2017-04-30,7164
2017-05-01,6960
2017-05-02,7011
2017-05-03,7018
2017-05-04,7049
2017-05-05,6939
2017-05-06,6885
2017-05-07,6822
2017-05-08,6661
2017-05-09,6610
2017-05-10,6563
2017-05-11,6492
2017-05-12,6666
2017-05-13,6490
2017-05-14,6560
2017-05-15,6521
2017-05-16,6424
2017-05-17,6381
2017-05-18,6365
2017-05-19,6365
2017-05-20,6578
2017-05-21,6578
2017-05-22,6532
2017-05-23,6492
2017-05-24,6450
2017-05-25,6295
2017-05-26,6312
2017-05-27,6576
2017-05-28,6587
2017-05-29,6598
2017-05-30,6871
2017-05-31,7155
2017-06-01,7512
2017-06-02,7848
2017-06-03,7848
2017-06-06,8210
2017-06-07,8610
2017-06-08,8610
2017-06-09,9026
2017-06-10,9462
2017-06-11,9797
2017-06-12,9978
2017-06-13,9602
2017-06-14,9561
2017-06-15,9570
2017-06-16,9564
2017-06-17,9582
2017-06-18,9570
2017-06-19,9570
2017-06-20,9790
2017-06-21,10160
2017-06-22,10387
2017-06-23,10382
2017-06-24,10402
2017-06-25,10831
2017-06-26,11149
2017-06-27,11639
2017-06-28,12180
2017-06-29,12616
2017-06-30,12985
2017-07-01,12985
2017-07-02,13374
2017-07-03,13351
2017-07-04,13469
2017-07-05,13469
2017-07-06,13509
2017-07-07,13509
2017-07-08,13627
2017-07-13,13456
2017-07-14,13238
2017-07-15,13238
2017-07-16,12642
2017-07-17,12290
2017-07-18,11907
2017-07-19,11934
2017-07-20,11838
2017-07-21,11804
2017-07-22,11757
2017-07-23,11715
2017-07-24,11679
2017-07-25,11700
2017-07-26,11756
2017-07-27,11805
2017-07-28,11744
2017-07-29,11718
2017-07-30,11625
2017-07-31,11625
2017-08-01,11683
2017-08-02,11634
2017-08-03,11665
2017-08-04,11536
2017-08-05,11486
2017-08-06,11470
2017-08-09,11313
2017-08-10,11266
2017-08-11,11228
2017-08-12,11347
2017-08-13,11139
2017-08-14,11034
2017-08-15,10826
2017-08-17,10776
2017-08-18,10776
2017-08-19,10768
2017-08-20,10740
2017-08-21,10522
2017-08-22,10345
2017-08-23,10248
2017-08-24,10268
2017-08-25,10241
2017-08-26,10190
2017-08-27,9934
2017-08-28,9935
2017-08-29,9940
2017-08-30,9813
2017-08-31,9787
2017-09-01,9548
2017-09-02,9594
2017-09-03,9594
2017-09-04,9554
2017-09-05,9604
2017-09-06,9490
2017-09-07,9494
2017-09-08,9494
2017-09-09,9385
2017-09-10,9376
2017-09-11,9362
2017-09-12,9297
2017-09-13,9272
2017-09-14,9238
2017-09-15,9238
2017-09-16,9212
2017-09-17,9234
2017-09-19,9171
2017-09-20,9086
2017-09-21,9015
2017-09-22,8964
2017-09-23,8964
2017-09-24,8879
2017-09-25,8877
2017-09-26,8856
2017-09-27,8822
2017-09-28,8793
2017-09-29,8704
2017-09-30,8636
2017-10-01,8627
2017-10-02,8736
2017-10-03,8693
2017-10-04,8814
2017-10-05,9060
2017-10-06,9136
2017-10-07,9157
2017-10-08,9329
2017-10-09,9626
2017-10-10,9953
2017-10-11,9953
2017-10-12,10293
2017-10-13,10443
2017-10-14,10213
2017-10-15,10213
2017-10-16,9880
2017-10-17,9880
2017-10-18,9725
2017-10-19,9587
2017-10-20,9510
2017-10-21,9490
2017-10-22,9410
2017-10-23,9205
2017-10-24,9180
2017-10-25,9109
2017-10-26,9009
2017-10-27,8820
2017-10-28,8820
2017-10-29,8665
2017-10-30,8587
2017-10-31,8698
2017-11-01,8698
2017-11-02,8757
2017-11-03,8786
2017-11-04,8882
2017-11-05,9021
2017-11-06,9006
2017-11-07,8978
2017-11-08,8970
2017-11-09,9252
2017-11-10,9523
2017-11-11,9797
2017-11-12,9969
2017-11-13,9821
2017-11-14,9617
2017-11-15,9495
2017-11-16,9341
2017-11-17,9192
2017-11-18,9122
2017-11-19,8934
2017-11-20,8869
2017-11-21,9081
2017-11-22,9160
2017-11-23,8989
2017-11-24,8764
2017-11-25,8598
2017-11-26,8496
2017-11-27,8496
2017-11-28,8280
2017-11-29,8194
2017-11-30,8082
2017-12-01,8073
2017-12-02,8102
2017-12-03,7892
2017-12-04,7734
2017-12-05,7585
2017-12-06,7474
2017-12-07,7420
2017-12-08,7420
2017-12-09,7334
2017-12-10,7259
2017-12-11,7185
2017-12-12,7069
2017-12-14,7209
2017-12-15,7154
2017-12-16,7078
2017-12-17,6831
2017-12-18,6645
2017-12-19,6510
2017-12-20,6460
2017-12-21,6501
2017-12-22,6434
2017-12-23,6377
2017-12-24,6322
2017-12-25,6348
2017-12-26,6342
2017-12-27,6538
2017-12-28,6379
2017-12-29,6489
2017-12-30,6542
2017-12-31,6477
2018-01-01,6422
2018-01-02,6417
2018-01-03,6457
2018-01-04,6374
2018-01-05,6364
2018-01-06,6393
2018-01-07,6398
2018-01-08,6318
2018-01-09,6309
2018-01-10,6321
2018-01-11,6220
2018-01-12,6175
2018-01-13,6220
2018-01-14,6148
2018-01-15,6087
2018-01-16,6074
2018-01-17,6118
2018-01-18,6129
2018-01-19,6129
2018-01-20,6147
2018-01-21,6137
2018-01-22,6124
2018-01-23,6157
2018-01-24,6293
2018-01-25,6380
2018-01-26,6587
2018-01-27,6649
2018-01-28,6845
2018-01-29,7020
2018-01-31,7022
2018-02-01,7099
2018-02-02,7337
2018-02-03,7614
2018-02-04,7416
2018-02-05,7181
2018-02-06,7083
2018-02-07,7085
2018-02-08,7107
2018-02-09,7173
2018-02-10,7189
2018-02-11,7408
2018-02-12,7728
2018-02-13,8066
2018-02-14,8467
2018-02-15,8891
2018-02-16,9291
2018-02-17,9667
2018-02-18,9650
2018-02-19,9680
2018-02-20,9921
2018-02-21,10287
2018-02-22,10470
2018-02-23,10892
2018-02-24,10935
2018-02-25,10813
2018-02-26,10989
2018-02-27,11326
2018-03-01,11731
2018-03-02,11749
2018-03-03,11475
2018-03-04,11585
2018-03-05,11424
2018-03-06,11236
2018-03-07,11081
2018-03-08,10858
2018-03-09,10924
2018-03-10,10859
2018-03-11,11017
2018-03-12,11100
2018-03-13,11017
2018-03-14,11305
2018-03-15,11292
2018-03-16,11327
2018-03-17,11241
2018-03-18,11367
2018-03-19,11308
2018-03-20,11349
2018-03-21,11741
2018-03-23,12363
2018-03-24,12471
2018-03-26,12421
2018-03-27,12503
2018-03-28,13053
2018-03-29,13313
2018-03-30,13352
2018-03-31,13853
2018-04-01,14147
2018-04-02,14355
2018-04-03,14300
2018-04-04,14818
2018-04-05,14894
2018-04-06,15455
2018-04-08,15730
2018-04-09,15873
2018-04-10,15861
2018-04-11,15463
2018-04-12,14854
2018-04-13,14410
2018-04-14,13846
2018-04-15,13417
2018-04-16,12948
2018-04-17,12926
2018-04-18,12935
2018-04-19,13026
2018-04-20,13227
2018-04-21,13507
2018-04-22,13712
2018-04-23,13850
2018-04-24,14018
2018-04-25,14059
2018-04-26,14430
2018-04-27,14331
2018-04-28,14780
2018-04-29,14294
2018-04-30,14378
2018-05-01,14543
2018-05-02,14419
2018-05-04,14471
2018-05-05,14627
2018-05-06,14407
2018-05-07,14322
2018-05-08,14071
2018-05-09,13649
2018-05-10,13126
2018-05-11,13209
2018-05-12,13207
2018-05-13,13373
2018-05-14,13221
2018-05-15,13309
2018-05-16,13395
2018-05-17,13425
2018-05-18,13723
2018-05-19,13562
2018-05-20,13533
2018-05-21,13610
2018-05-22,13664
2018-05-23,13570
2018-05-24,13793
2018-05-25,14277
2018-05-26,14217
2018-05-27,14015
2018-05-28,13393
2018-05-29,12753
2018-05-30,12238
2018-05-31,12101
2018-06-01,11929
2018-06-02,11571
2018-06-03,11023
2018-06-04,10757
2018-06-05,10554
2018-06-06,10366
2018-06-07,10219
2018-06-08,9867
2018-06-09,9665
2018-06-10,9473
2018-06-11,9406
2018-06-12,9476
2018-06-13,9306
2018-06-14,9344
2018-06-15,9250
2018-06-16,9145
2018-06-17,9010
2018-06-18,8904
2018-06-19,9138
2018-06-20,9239
2018-06-21,9478
2018-06-22,9524
2018-06-23,9531
2018-06-24,9895
2018-06-25,10385
2018-06-26,10905
2018-06-27,11445
2018-06-28,11953
2018-06-29,12365
2018-06-30,12370
2018-07-01,12108
2018-07-02,12045
2018-07-03,12019
2018-07-04,11831
2018-07-05,11796
2018-07-06,11792
2018-07-07,11711
2018-07-08,11345
2018-07-09,11095
2018-07-10,10893
2018-07-11,10855
2018-07-12,10689
2018-07-13,10710
2018-07-14,10544
2018-07-15,10274
2018-07-16,9940
2018-07-17,9813
2018-07-18,9764
2018-07-19,9571
2018-07-20,9486
2018-07-21,9339
2018-07-22,9191
2018-07-23,9001
2018-07-24,8923
2018-07-25,8825
2018-07-26,9133
2018-07-27,9108
2018-07-28,9217
2018-07-29,9321
2018-07-30,9356
2018-07-31,9632
2018-08-01,9764
2018-08-02,10001
2018-08-03,10250
2018-08-04,10192
2018-08-05,9975
2018-08-06,9840
2018-08-07,9693
2018-08-08,9517
2018-08-09,9314
2018-08-10,9297
2018-08-11,9511
2018-08-12,9435
2018-08-14,10081
2018-08-16,10375
2018-08-17,10501
2018-08-18,10501
2018-08-19,10588
2018-08-20,10988
2018-08-21,11199
2018-08-22,11627
2018-08-23,11943
2018-08-24,12318
2018-08-25,12661
2018-08-26,12717
2018-08-27,13101
2018-08-28,13345
2018-08-29,13708
2018-08-30,13725
2018-08-31,13796
2018-09-01,13814
2018-09-02,14065
2018-09-03,14203
2018-09-04,14080
2018-09-05,14182
2018-09-06,14064
2018-09-07,13995
2018-09-08,14055
2018-09-09,13899
2018-09-10,13819
2018-09-11,13677
2018-09-12,13867
2018-09-13,14263
2018-09-14,14102
2018-09-15,13987
2018-09-16,13459
2018-09-17,13572
2018-09-18,13455
2018-09-19,13356
2018-09-20,13612
2018-09-21,13744
2018-09-22,13590
2018-09-23,13902
2018-09-24,14440
2018-09-25,14270
2018-09-26,14579
2018-09-27,15062
2018-09-28,15112
2018-09-29,15263
2018-09-30,15016
2018-10-02,14965
2018-10-03,14719
2018-10-04,14232
2018-10-05,14003
2018-10-06,13757
2018-10-07,13242
2018-10-08,13479
2018-10-09,13864
2018-10-10,14220
2018-10-11,14453
2018-10-12,14573
2018-10-13,14394
2018-10-14,14004
2018-10-15,13990
2018-10-16,14200
2018-10-17,14021
2018-10-18,14356
2018-10-19,14308
2018-10-20,13969
2018-10-21,13845
2018-10-22,13604
2018-10-23,13327
2018-10-24,12953
2018-10-25,12966
2018-10-26,12870
2018-10-27,12725
2018-10-28,12369
2018-10-29,12173
2018-10-30,11907
2018-10-31,11620
2018-11-01,11276
2018-11-03,10946
2018-11-04,10797
2018-11-05,10596
2018-11-06,10505
2018-11-07,10576
2018-11-08,10566
2018-11-09,10473
2018-11-10,10290
2018-11-11,10220
2018-11-12,10147
2018-11-13,10015
2018-11-15,10075
2018-11-16,10327
2018-11-17,10138
2018-11-18,10083
2018-11-19,9907
2018-11-20,9586
2018-11-21,9206
2018-11-22,9123
2018-11-23,9232
2018-11-24,9423
2018-11-25,9853
2018-11-26,10239
2018-11-27,10510
2018-11-28,10943
2018-11-29,11420
2018-12-01,11304
2018-12-02,11207
2018-12-03,10921
2018-12-05,10219
2018-12-07,9329
2018-12-09,8970
2018-12-10,9084
2018-12-11,8864
2018-12-12,8919
2018-12-13,9144
2018-12-14,9346
2018-12-15,9081
2018-12-16,8853
2018-12-17,8691
2018-12-18,8574
2018-12-19,8283
2018-12-20,8177
2018-12-21,8008
2018-12-22,8067
2018-12-23,7799
2018-12-24,7834
2018-12-25,7867
2018-12-26,7805
2018-12-27,7661
2018-12-28,7586
2018-12-29,7344
2018-12-30,6977
2018-12-31,6633
2019-01-01,6725
2019-01-02,7001
2019-01-03,7274
2019-01-04,7638
2019-01-05,8020
2019-01-06,8416
2019-01-08,9245
2019-01-10,9361
2019-01-11,9165
2019-01-12,9269
2019-01-13,9242
2019-01-14,9467
2019-01-15,9438
2019-01-16,9710
2019-01-17,10126
2019-01-18,10450
2019-01-19,10689
2019-01-20,10962
2019-01-21,10819
2019-01-22,10734
2019-01-23,10307
2019-01-24,9945
2019-01-25,9665
2019-01-26,9564
2019-01-27,9398
2019-01-28,9246
2019-01-29,9448
2019-01-30,9831
2019-01-31,10077
2019-02-01,10016
2019-02-02,9670
2019-02-03,9236
2019-02-04,8884
2019-02-05,8483
2019-02-06,8130
2019-02-07,7751
2019-02-08,7411
2019-02-09,7245
2019-02-10,7132
2019-02-11,7131
2019-02-12,7275
2019-02-13,7132
2019-02-14,6863
2019-02-15,6765
2019-02-16,6462
2019-02-17,6149
2019-02-18,5841
2019-02-19,5670
2019-02-20,5777
2019-02-21,6055
2019-02-22,6293
2019-02-23,6506
2019-02-24,6578
2019-02-25,6513
2019-02-26,6439
2019-02-27,6445
2019-02-28,6467
2019-03-01,6441
2019-03-02,6337
2019-03-03,6177
2019-03-04,5952
2019-03-05,5895
2019-03-06,5920
2019-03-07,5992
2019-03-08,5956
2019-03-09,5962
2019-03-10,5880
2019-03-11,5873
2019-03-12,5836
2019-03-13,5760
2019-03-14,5693
2019-03-15,5539
2019-03-16,5430
2019-03-17,5205
2019-03-18,4985
2019-03-19,4800
2019-03-20,4682
2019-03-21,4555
2019-03-22,4449
2019-03-23,4374
2019-03-24,4187
2019-03-25,4081
2019-03-26,4037
2019-03-27,3987
2019-03-28,3982
2019-03-29,4056
2019-03-30,4075
2019-03-31,4066
2019-04-01,4096
2019-04-02,4116
2019-04-03,4239
2019-04-04,4206
2019-04-05,4126
2019-04-06,4066
2019-04-07,4051
