date_obj,Ruby%20necklace price
2015-03-26,1091
2015-03-27,1091
2015-03-28,1109
2015-03-29,1109
2015-03-30,1109
2015-03-31,1109
2015-04-01,1109
2015-04-02,1109
2015-04-03,1114
2015-04-04,1114
2015-04-05,1114
2015-04-06,1114
2015-04-07,1114
2015-04-08,1114
2015-04-09,1114
2015-04-10,1114
2015-04-11,1114
2015-04-12,1114
2015-04-13,1114
2015-04-14,1114
2015-04-15,1114
2015-04-16,1114
2015-04-17,1104
2015-04-18,1104
2015-04-19,1104
2015-04-20,1104
2015-04-21,1104
2015-04-22,1104
2015-04-23,1104
2015-04-24,1084
2015-04-25,1084
2015-04-26,1084
2015-04-27,1084
2015-04-28,1084
2015-04-29,1084
2015-04-30,1100
2015-05-01,1100
2015-05-02,1100
2015-05-03,1100
2015-05-04,1091
2015-05-05,1091
2015-05-06,1091
2015-05-07,1091
2015-05-08,1091
2015-05-09,1075
2015-05-10,1075
2015-05-11,1075
2015-05-12,1075
2015-05-13,1075
2015-05-14,1088
2015-05-15,1088
2015-05-16,1088
2015-05-17,1088
2015-05-18,1088
2015-05-19,1088
2015-05-20,1090
2015-05-21,1090
2015-05-22,1090
2015-05-23,1090
2015-05-24,1090
2015-05-25,1090
2015-05-26,1065
2015-05-27,1065
2015-05-28,1065
2015-05-29,1065
2015-05-30,1053
2015-05-31,1053
2015-06-01,1053
2015-06-02,1053
2015-06-03,1053
2015-06-04,1053
2015-06-05,1076
2015-06-06,1076
2015-06-07,1076
2015-06-08,1076
2015-06-09,1076
2015-06-10,1103
2015-06-11,1103
2015-06-12,1103
2015-06-13,1103
2015-06-14,1103
2015-06-15,1103
2015-06-16,1149
2015-06-17,1149
2015-06-18,1149
2015-06-19,1149
2015-06-20,1149
2015-06-21,1149
2015-06-22,1141
2015-06-23,1141
2015-06-24,1141
2015-06-25,1141
2015-06-26,1141
2015-06-27,1141
2015-06-28,1105
2015-06-29,1105
2015-06-30,1105
2015-07-01,1105
2015-07-02,1105
2015-07-03,1105
2015-07-04,1113
2015-07-05,1113
2015-07-06,1113
2015-07-07,1113
2015-07-08,1113
2015-07-09,1113
2015-07-10,1114
2015-07-11,1114
2015-07-12,1114
2015-07-13,1114
2015-07-14,1114
2015-07-15,1114
2015-07-16,1124
2015-07-17,1124
2015-07-18,1124
2015-07-19,1124
2015-07-20,1124
2015-07-21,1124
2015-07-22,1131
2015-07-23,1131
2015-07-24,1131
2015-07-25,1131
2015-07-26,1131
2015-07-27,1131
2015-07-28,1145
2015-07-29,1145
2015-07-30,1145
2015-07-31,1145
2015-08-01,1145
2015-08-02,1145
2015-08-03,1159
2015-08-04,1159
2015-08-05,1159
2015-08-06,1159
2015-08-07,1159
2015-08-08,1159
2015-08-09,1161
2015-08-10,1161
2015-08-11,1161
2015-08-12,1161
2015-08-13,1161
2015-08-14,1161
2015-08-15,1161
2015-08-16,1161
2015-08-17,1161
2015-08-18,1126
2015-08-19,1126
2015-08-20,1126
2015-08-21,1126
2015-08-22,1126
2015-08-23,1126
2015-08-24,1126
2015-08-25,1126
2015-08-26,1126
2015-08-27,1134
2015-08-28,1134
2015-08-29,1134
2015-08-30,1134
2015-08-31,1134
2015-09-01,1134
2015-09-02,1134
2015-09-03,1134
2015-09-04,1134
2015-09-05,1134
2015-09-06,1125
2015-09-07,1125
2015-09-08,1125
2015-09-09,1125
2015-09-10,1125
2015-09-11,1125
2015-09-12,1125
2015-09-13,1125
2015-09-14,1125
2015-09-15,1127
2015-09-16,1127
2015-09-17,1127
2015-09-18,1127
2015-09-19,1127
2015-09-20,1127
2015-09-21,1127
2015-09-22,1127
2015-09-23,1127
2015-09-24,1127
2015-09-25,1127
2015-09-27,1153
2015-09-28,1153
2015-09-29,1153
2015-09-30,1153
2015-10-05,1153
2015-10-06,1159
2015-10-07,1159
2015-10-08,1159
2015-10-09,1159
2015-10-10,1159
2015-10-11,1159
2015-10-12,1159
2015-10-13,1159
2015-10-14,1159
2015-10-15,1159
2015-10-16,1136
2015-10-17,1136
2015-10-18,1136
2015-10-19,1136
2015-10-20,1136
2015-10-22,1136
2015-10-23,1136
2015-10-24,1136
2015-10-25,1136
2015-10-26,1151
2015-10-27,1151
2015-10-29,1151
2015-10-30,1151
2015-10-31,1151
2015-11-01,1151
2015-11-02,1151
2015-11-03,1151
2015-11-04,1151
2015-11-05,1151
2015-11-06,1151
2015-11-07,1160
2015-11-08,1160
2015-11-09,1160
2015-11-10,1160
2015-11-11,1160
2015-11-12,1160
2015-11-13,1160
2015-11-14,1160
2015-11-15,1160
2015-11-16,1160
2015-11-17,1160
2015-11-18,1160
2015-11-19,1176
2015-11-20,1176
2015-11-21,1176
2015-11-22,1176
2015-11-23,1176
2015-11-24,1176
2015-11-25,1176
2015-11-26,1176
2015-11-27,1176
2015-11-28,1176
2015-11-29,1192
2015-11-30,1192
2015-12-01,1192
2015-12-02,1192
2015-12-03,1192
2015-12-04,1192
2015-12-05,1192
2015-12-06,1192
2015-12-07,1192
2015-12-08,1192
2015-12-09,1204
2015-12-10,1204
2015-12-11,1204
2015-12-12,1204
2015-12-13,1204
2015-12-14,1204
2015-12-15,1204
2015-12-16,1204
2015-12-17,1204
2015-12-18,1196
2015-12-19,1196
2015-12-20,1196
2015-12-21,1196
2015-12-22,1196
2015-12-23,1196
2015-12-24,1196
2015-12-25,1196
2015-12-26,1196
2015-12-27,1175
2015-12-28,1175
2015-12-29,1175
2015-12-30,1175
2015-12-31,1175
2016-01-01,1175
2016-01-02,1175
2016-01-03,1175
2016-01-04,1146
2016-01-05,1146
2016-01-06,1146
2016-01-07,1146
2016-01-08,1146
2016-01-09,1146
2016-01-10,1146
2016-01-11,1146
2016-01-12,1160
2016-01-13,1160
2016-01-14,1160
2016-01-15,1160
2016-01-16,1160
2016-01-17,1160
2016-01-18,1160
2016-01-19,1160
2016-01-20,1178
2016-01-21,1178
2016-01-22,1178
2016-01-23,1178
2016-01-24,1178
2016-01-25,1178
2016-01-26,1178
2016-01-27,1178
2016-01-28,1177
2016-01-29,1177
2016-01-30,1177
2016-01-31,1177
2016-02-01,1177
2016-02-02,1177
2016-02-03,1177
2016-02-04,1177
2016-02-05,1199
2016-02-06,1199
2016-02-07,1199
2016-02-08,1199
2016-02-09,1199
2016-02-10,1199
2016-02-11,1199
2016-02-12,1191
2016-02-13,1191
2016-02-14,1191
2016-02-15,1191
2016-02-16,1191
2016-02-17,1191
2016-02-18,1191
2016-02-19,1191
2016-02-20,1188
2016-02-21,1188
2016-02-22,1188
2016-02-23,1188
2016-02-24,1188
2016-02-25,1188
2016-02-26,1188
2016-02-27,1181
2016-02-28,1181
2016-02-29,1181
2016-03-01,1181
2016-03-02,1181
2016-03-03,1181
2016-03-04,1181
2016-03-05,1181
2016-03-06,1153
2016-03-07,1153
2016-03-08,1153
2016-03-09,1153
2016-03-10,1153
2016-03-11,1153
2016-03-12,1153
2016-03-13,1153
2016-03-14,1153
2016-03-15,1144
2016-03-16,1144
2016-03-17,1144
2016-03-18,1144
2016-03-19,1144
2016-03-20,1144
2016-03-21,1144
2016-03-22,1130
2016-03-23,1130
2016-03-24,1130
2016-03-25,1130
2016-03-26,1130
2016-03-27,1130
2016-03-28,1144
2016-03-29,1144
2016-03-30,1144
2016-03-31,1144
2016-04-01,1144
2016-04-02,1144
2016-04-03,1144
2016-04-04,1144
2016-04-05,1140
2016-04-06,1140
2016-04-07,1140
2016-04-08,1140
2016-04-09,1140
2016-04-10,1140
2016-04-11,1140
2016-04-12,1147
2016-04-13,1147
2016-04-14,1147
2016-04-15,1147
2016-04-16,1147
2016-04-17,1147
2016-04-18,1147
2016-04-19,1163
2016-04-20,1163
2016-04-21,1163
2016-04-22,1163
2016-04-23,1163
2016-04-24,1163
2016-04-25,1163
2016-04-26,1179
2016-04-27,1179
2016-04-28,1179
2016-04-29,1179
2016-04-30,1179
2016-05-01,1179
2016-05-02,1204
2016-05-03,1204
2016-05-04,1204
2016-05-05,1204
2016-05-06,1204
2016-05-07,1204
2016-05-08,1179
2016-05-09,1179
2016-05-10,1179
2016-05-11,1179
2016-05-12,1179
2016-05-13,1179
2016-05-14,1179
2016-05-15,1179
2016-05-16,1179
2016-05-17,1179
2016-05-18,1179
2016-05-19,1179
2016-05-22,1184
2016-05-23,1184
2016-05-24,1184
2016-05-25,1184
2016-05-26,1211
2016-05-27,1211
2016-05-28,1211
2016-05-29,1211
2016-05-30,1211
2016-05-31,1194
2016-06-01,1194
2016-06-02,1194
2016-06-03,1194
2016-06-04,1194
2016-06-05,1194
2016-06-06,1162
2016-06-07,1162
2016-06-08,1162
2016-06-09,1162
2016-06-10,1162
2016-06-11,1162
2016-06-12,1153
2016-06-13,1153
2016-06-14,1153
2016-06-15,1153
2016-06-16,1153
2016-06-17,1149
2016-06-18,1149
2016-06-19,1149
2016-06-20,1149
2016-06-21,1149
2016-06-22,1159
2016-06-23,1159
2016-06-24,1159
2016-06-25,1159
2016-06-26,1159
2016-06-27,1159
2016-06-28,1171
2016-06-29,1171
2016-06-30,1171
2016-07-01,1171
2016-07-02,1171
2016-07-03,1171
2016-07-04,1158
2016-07-05,1158
2016-07-06,1158
2016-07-07,1158
2016-07-08,1158
2016-07-09,1158
2016-07-10,1155
2016-07-11,1155
2016-07-12,1155
2016-07-13,1155
2016-07-14,1155
2016-07-15,1155
2016-07-16,1192
2016-07-17,1192
2016-07-18,1192
2016-07-23,1198
2016-07-24,1198
2016-07-25,1198
2016-07-26,1198
2016-07-27,1198
2016-07-28,1187
2016-07-29,1187
2016-07-30,1187
2016-07-31,1187
2016-08-01,1187
2016-08-02,1187
2016-08-03,1162
2016-08-04,1162
2016-08-05,1162
2016-08-06,1162
2016-08-07,1162
2016-08-08,1162
2016-08-09,1153
2016-08-10,1153
2016-08-11,1153
2016-08-12,1153
2016-08-13,1153
2016-08-14,1153
2016-08-15,1153
2016-08-16,1165
2016-08-17,1165
2016-08-18,1165
2016-08-19,1165
2016-08-20,1165
2016-08-21,1165
2016-08-22,1165
2016-08-23,1151
2016-08-24,1151
2016-08-25,1151
2016-08-26,1151
2016-08-28,1151
2016-08-31,1141
2016-09-01,1141
2016-09-02,1141
2016-09-03,1141
2016-09-04,1141
2016-09-05,1141
2016-09-06,1141
2016-09-07,1149
2016-09-08,1149
2016-09-09,1149
2016-09-10,1149
2016-09-11,1149
2016-09-12,1149
2016-09-13,1149
2016-09-14,1149
2016-09-15,1149
2016-09-16,1149
2016-09-17,1139
2016-09-18,1139
2016-09-19,1139
2016-09-20,1139
2016-09-21,1139
2016-09-22,1139
2016-09-23,1139
2016-09-24,1139
2016-09-25,1139
2016-09-26,1144
2016-09-27,1144
2016-09-28,1144
2016-09-29,1144
2016-09-30,1144
2016-10-01,1144
2016-10-02,1144
2016-10-03,1144
2016-10-04,1144
2016-10-05,1140
2016-10-06,1140
2016-10-07,1140
2016-10-08,1140
2016-10-09,1140
2016-10-10,1140
2016-10-11,1140
2016-10-12,1140
2016-10-13,1140
2016-10-14,1138
2016-10-15,1138
2016-10-16,1138
2016-10-17,1138
2016-10-18,1138
2016-10-19,1138
2016-10-20,1138
2016-10-21,1138
2016-10-22,1147
2016-10-23,1147
2016-10-24,1147
2016-10-25,1147
2016-10-26,1147
2016-10-27,1147
2016-10-28,1147
2016-10-29,1164
2016-10-30,1164
2016-10-31,1164
2016-11-01,1164
2016-11-02,1164
2016-11-03,1164
2016-11-04,1164
2016-11-05,1164
2016-11-06,1158
2016-11-07,1158
2016-11-08,1158
2016-11-09,1158
2016-11-10,1158
2016-11-11,1158
2016-11-12,1158
2016-11-13,1158
2016-11-14,1157
2016-12-08,1176
2016-12-09,1176
2016-12-10,1176
2016-12-11,1176
2016-12-12,1176
2016-12-13,1154
2016-12-14,1154
2016-12-15,1154
2016-12-16,1154
2016-12-17,1154
2016-12-18,1154
2016-12-19,1167
2016-12-20,1167
2016-12-21,1167
2016-12-22,1167
2016-12-23,1167
2016-12-24,1167
2016-12-25,1155
2016-12-26,1155
2016-12-27,1155
