date_obj,Gourmet%20impling%20jar price
2015-03-05,2300
2015-03-06,2300
2015-03-07,2300
2015-03-08,2300
2015-03-09,2300
2015-03-10,2300
2015-03-11,2300
2015-03-12,2300
2015-03-13,2300
2015-03-14,2300
2015-03-15,2300
2015-03-16,2300
2015-03-17,2300
2015-03-18,2300
2015-03-19,2300
2015-03-20,2300
2015-03-21,2300
2015-03-22,2300
2015-03-23,2300
2015-03-24,2300
2015-03-25,2300
2015-03-26,2300
2015-03-27,2300
2015-03-28,2300
2015-03-29,2300
2015-03-30,2300
2015-03-31,2300
2015-04-01,2300
2015-04-02,2300
2015-04-03,2300
2015-04-04,2300
2015-04-05,2300
2015-04-06,2300
2015-04-07,2300
2015-04-08,2300
2015-04-09,2300
2015-04-10,2300
2015-04-11,2300
2015-04-12,2274
2015-04-13,2274
2015-04-14,2274
2015-04-15,2274
2015-04-16,2274
2015-04-17,2274
2015-04-18,2274
2015-04-19,2274
2015-04-20,2274
2015-04-21,2274
2015-04-22,2274
2015-04-23,2274
2015-04-24,2274
2015-04-25,2274
2015-04-26,2274
2015-04-27,2274
2015-04-28,2274
2015-04-29,2274
2015-04-30,2274
2015-05-01,2274
2015-05-02,2274
2015-05-03,2274
2015-05-04,2274
2015-05-05,2274
2015-05-06,2274
2015-05-07,2274
2015-05-08,2274
2015-05-09,2274
2015-05-10,2274
2015-05-11,2274
2015-05-12,2274
2015-05-13,2274
2015-05-14,2274
2015-05-15,2274
2015-05-16,2274
2015-05-17,2274
2015-05-18,2274
2015-05-19,2274
2015-05-20,2274
2015-05-21,2274
2015-05-22,2274
2015-05-23,2274
2015-05-24,2274
2015-05-25,2274
2015-05-26,2300
2015-05-27,2300
2015-05-28,2300
2015-05-29,2300
2015-05-30,2300
2015-05-31,2300
2015-06-01,2300
2015-06-02,2300
2015-06-03,2300
2015-06-04,2300
2015-06-05,2300
2015-06-06,2300
2015-06-07,2300
2015-06-08,2300
2015-06-09,2300
2015-06-10,2300
2015-06-11,2300
2015-06-12,2300
2015-06-13,2300
2015-06-14,2300
2015-06-15,2300
2015-06-16,2300
2015-06-17,2300
2015-06-18,2300
2015-06-19,2300
2015-06-20,2300
2015-06-21,2300
2015-06-22,2300
2015-06-23,2300
2015-06-24,2300
2015-06-25,2300
2015-06-26,2300
2015-06-27,2300
2015-06-28,2300
2015-06-29,2247
2015-06-30,2247
2015-07-01,2247
2015-07-02,2247
2015-07-03,2247
2015-07-04,2247
2015-07-05,2247
2015-07-06,2247
2015-07-07,2247
2015-07-08,2247
2015-07-09,2247
2015-07-10,2247
2015-07-11,2247
2015-07-12,2247
2015-07-13,2247
2015-07-14,2247
2015-07-15,2247
2015-07-16,2247
2015-07-17,2247
2015-07-18,2247
2015-07-19,2247
2015-07-20,2247
2015-07-21,2247
2015-07-22,2247
2015-07-23,2247
2015-07-24,2247
2015-07-25,2247
2015-07-26,2247
2015-07-27,2247
2015-07-28,2247
2015-07-29,2247
2015-07-30,2247
2015-07-31,2247
2015-08-01,2282
2015-08-02,2282
2015-08-03,2282
2015-08-04,2282
2015-08-05,2282
2015-08-06,2282
2015-08-07,2282
2015-08-08,2282
2015-08-09,2282
2015-08-10,2282
2015-08-11,2282
2015-08-12,2282
2015-08-13,2282
2015-08-14,2282
2015-08-15,2282
2015-08-16,2282
2015-08-17,2282
2015-08-18,2282
2015-08-19,2282
2015-08-20,2282
2015-08-21,2282
2015-08-22,2282
2015-08-23,2282
2015-08-24,2282
2015-08-25,2282
2015-08-26,2282
2015-08-27,2282
2015-08-28,2282
2015-08-29,2282
2015-08-30,2282
2015-08-31,2282
2015-09-01,2320
2015-09-02,2320
2015-09-07,2320
2015-09-08,2320
2015-09-10,2320
2015-09-14,2320
2015-09-16,2320
2015-09-22,2320
2015-09-23,2320
2015-09-24,2320
2015-09-25,2320
2015-09-27,2320
2015-09-28,2320
2015-09-29,2320
2015-09-30,2320
2015-10-05,2320
2015-10-06,2320
2015-10-07,2320
2015-10-08,2320
2015-10-09,2320
2015-10-10,2320
2015-10-11,2320
2015-10-12,2320
2015-10-13,2320
2015-10-14,2320
2015-10-15,2320
2015-10-16,2320
2015-10-17,2320
2015-10-18,2320
2015-10-19,2320
2015-10-20,2320
2015-10-22,2320
2015-10-23,2320
2015-10-24,2320
2015-10-25,2320
2015-10-26,2320
2015-10-27,2320
2015-10-29,2320
2015-10-30,2320
2015-10-31,2320
2015-11-01,2320
2015-11-02,2320
2015-11-03,2320
2015-11-04,2320
2015-11-05,2320
2015-11-06,2320
2015-11-07,2320
2015-11-08,2320
2015-11-09,2320
2015-11-10,2320
2015-11-11,2320
2015-11-12,2320
2015-11-13,2320
2015-11-14,2320
2015-11-15,2320
2015-11-16,2320
2015-11-17,2320
2015-11-18,2320
2015-11-19,2368
2015-11-20,2368
2015-11-21,2368
2015-11-22,2368
2015-11-23,2368
2015-11-24,2368
2015-11-25,2368
2015-11-26,2368
2015-11-27,2368
2015-11-28,2368
2015-11-29,2368
2015-11-30,2368
2015-12-01,2368
2015-12-02,2368
2015-12-03,2368
2015-12-04,2368
2015-12-05,2368
2015-12-06,2368
2015-12-07,2368
2015-12-08,2368
2015-12-09,2368
2015-12-10,2368
2015-12-11,2368
2015-12-12,2368
2015-12-13,2368
2015-12-14,2368
2015-12-15,2368
2015-12-16,2368
2015-12-17,2368
2015-12-18,2368
2015-12-19,2368
2015-12-20,2368
2015-12-21,2368
2015-12-22,2368
2015-12-23,2333
2015-12-24,2333
2015-12-25,2333
2015-12-26,2333
2015-12-27,2333
2015-12-28,2333
2015-12-29,2333
2015-12-30,2333
2015-12-31,2333
2016-01-01,2333
2016-01-02,2333
2016-01-03,2333
2016-01-04,2333
2016-01-05,2333
2016-01-06,2333
2016-01-07,2333
2016-01-08,2333
2016-01-09,2333
2016-01-10,2333
2016-01-11,2333
2016-01-12,2333
2016-01-13,2333
2016-01-14,2333
2016-01-15,2333
2016-01-16,2333
2016-01-17,2333
2016-01-18,2333
2016-01-19,2333
2016-01-20,2333
2016-01-21,2333
2016-01-22,2333
2016-01-23,2333
2016-01-24,2360
2016-01-25,2360
2016-01-26,2360
2016-01-27,2360
2016-01-28,2360
2016-01-29,2360
2016-01-30,2360
2016-01-31,2360
2016-02-01,2360
2016-02-02,2360
2016-02-03,2360
2016-02-04,2360
2016-02-05,2360
2016-02-06,2360
2016-02-07,2360
2016-02-08,2360
2016-02-09,2360
2016-02-10,2360
2016-02-11,2360
2016-02-12,2360
2016-02-13,2360
2016-02-14,2360
2016-02-15,2360
2016-02-16,2360
2016-02-17,2360
2016-02-18,2360
2016-02-19,2360
2016-02-20,2360
2016-02-21,2360
2016-02-22,2360
2016-02-23,2369
2016-02-24,2369
2016-02-25,2369
2016-02-26,2369
2016-02-27,2369
2016-02-28,2369
2016-02-29,2369
2016-03-01,2369
2016-03-02,2369
2016-03-03,2369
2016-03-04,2369
2016-03-05,2369
2016-03-06,2369
2016-03-07,2369
2016-03-08,2369
2016-03-09,2369
2016-03-10,2369
2016-03-11,2369
2016-03-12,2369
2016-03-13,2369
2016-03-14,2369
2016-03-15,2369
2016-03-16,2369
2016-03-17,2369
2016-03-18,2369
2016-03-19,2369
2016-03-20,2369
2016-03-21,2369
2016-03-22,2369
2016-03-23,2369
2016-03-24,2369
2016-03-25,2369
2016-03-26,2369
2016-03-27,2369
2016-03-28,2369
2016-03-29,2369
2016-03-30,2369
2016-03-31,2369
2016-04-01,2369
2016-04-02,2369
2016-04-03,2369
2016-04-04,2369
2016-04-05,2369
2016-04-06,2369
2016-04-07,2369
2016-04-08,2369
2016-04-09,2369
2016-04-10,2369
2016-04-11,2369
2016-04-12,2369
2016-04-13,2405
2016-04-14,2405
2016-04-15,2405
2016-04-16,2405
2016-04-17,2405
2016-04-18,2405
2016-04-19,2405
2016-04-20,2405
2016-04-21,2517
2016-04-22,2517
2016-04-23,2643
2016-04-24,2643
2016-04-25,2773
2016-04-26,2773
2016-04-27,2873
2016-04-28,2873
2016-04-29,2873
2016-04-30,2873
2016-05-01,3004
2016-05-02,3004
2016-05-03,3004
2016-05-04,3004
2016-05-05,3004
2016-05-06,3136
2016-05-07,3136
2016-05-08,3136
2016-05-09,3136
2016-05-10,3136
2016-05-11,3219
2016-05-12,3219
2016-05-13,3219
2016-05-14,3219
2016-05-15,3219
2016-05-16,3219
2016-05-17,3315
2016-05-18,3315
2016-05-19,3315
2016-05-22,3315
2016-05-23,3468
2016-05-24,3468
2016-05-25,3468
2016-05-26,3468
2016-05-27,3468
2016-05-28,3468
2016-05-29,3640
2016-05-30,3640
2016-05-31,3640
2016-06-01,3640
2016-06-02,3640
2016-06-03,3640
2016-06-04,3640
2016-06-05,3640
2016-06-06,3819
2016-06-07,3819
2016-06-08,3819
2016-06-09,3819
2016-06-10,3819
2016-06-11,3819
2016-06-12,3819
2016-06-13,3819
2016-06-14,3912
2016-06-15,3912
2016-06-16,3912
2016-06-17,3966
2016-06-18,3966
2016-06-19,3966
2016-06-20,4070
2016-06-21,4070
2016-06-22,4070
2016-06-23,3946
2016-06-24,3946
2016-06-25,3946
2016-06-26,3946
2016-06-27,3946
2016-06-28,3986
2016-06-29,3986
2016-06-30,3986
2016-07-01,3986
2016-07-02,4028
2016-07-03,4028
2016-07-04,4028
2016-07-05,4214
2016-07-06,4421
2016-07-07,4642
2016-07-08,4874
2016-07-09,5110
2016-07-10,5336
2016-07-11,5527
2016-07-12,5586
2016-07-13,5454
2016-07-14,5354
2016-07-15,5137
2016-07-16,5244
2016-07-17,5384
2016-07-18,5160
2016-07-23,4627
2016-07-24,4657
2016-07-25,4657
2016-07-26,4678
2016-07-27,4794
2016-07-28,4794
2016-07-29,4581
2016-07-30,4593
2016-07-31,4593
2016-08-01,4401
2016-08-02,4401
2016-08-03,4401
2016-08-04,4284
2016-08-05,4284
2016-08-06,4302
2016-08-07,4302
2016-08-08,4106
2016-08-09,3926
2016-08-10,3926
2016-08-11,3752
2016-08-12,3752
2016-08-13,3714
2016-08-14,3714
2016-08-15,3772
2016-08-16,3772
2016-08-17,3772
2016-08-18,3620
2016-08-19,3620
2016-08-20,3443
2016-08-21,3443
2016-08-22,3443
2016-08-23,3445
