date_obj,Rune%20gold-trimmed%20set%20(sk) price
2016-01-21,279937
2016-01-22,279937
2016-01-23,279937
2016-01-24,279937
2016-01-25,279937
2016-01-26,279937
2016-01-27,279937
2016-01-28,279937
2016-01-29,279937
2016-01-30,279937
2016-01-31,279937
2016-02-01,279937
2016-02-02,279937
2016-02-03,279937
2016-02-04,274919
2016-02-05,274919
2016-02-06,274919
2016-02-07,274919
2016-02-08,274919
2016-02-09,274919
2016-02-10,274919
2016-02-11,274919
2016-02-12,274919
2016-02-13,274919
2016-02-14,274919
2016-02-15,274919
2016-02-16,274919
2016-02-17,274919
2016-02-18,274919
2016-02-19,274919
2016-02-20,274919
2016-02-21,274919
2016-02-22,274919
2016-02-23,262122
2016-02-24,262122
2016-02-25,262122
2016-02-26,262122
2016-02-27,262122
2016-02-28,262122
2016-02-29,262122
2016-03-01,262122
2016-03-02,262122
2016-03-03,262122
2016-03-04,262122
2016-03-05,262122
2016-03-06,262122
2016-03-07,262122
2016-03-08,262122
2016-03-09,254638
2016-03-10,254638
2016-03-11,254638
2016-03-12,254638
2016-03-13,254638
2016-03-14,254638
2016-03-15,254638
2016-03-16,254638
2016-03-17,254638
2016-03-18,254638
2016-03-19,254638
2016-03-20,254638
2016-03-21,254638
2016-03-22,254638
2016-03-23,254638
2016-03-24,254638
2016-03-25,254638
2016-03-26,254638
2016-03-27,254523
2016-03-28,254523
2016-03-29,254523
2016-03-30,254523
2016-03-31,254523
2016-04-01,254523
2016-04-02,254523
2016-04-03,254523
2016-04-04,254523
2016-04-05,254523
2016-04-06,254523
2016-04-07,254523
2016-04-08,254523
2016-04-09,254523
2016-04-10,254523
2016-04-11,254523
2016-04-12,258514
2016-04-13,258514
2016-04-14,258514
2016-04-15,258514
2016-04-16,258514
2016-04-17,258514
2016-04-18,258514
2016-04-19,258514
2016-04-20,258514
2016-04-21,258514
2016-04-22,258514
2016-04-23,258514
2016-04-24,258514
2016-04-25,258514
2016-04-26,258514
2016-04-27,258514
2016-04-28,258514
2016-04-29,258514
2016-04-30,261112
2016-05-01,261112
2016-05-02,261112
2016-05-03,261112
2016-05-04,261112
2016-05-05,261112
2016-05-06,261112
2016-05-07,261112
2016-05-08,261112
2016-05-09,261112
2016-05-10,261112
2016-05-11,261112
2016-05-12,261112
2016-05-13,261112
2016-05-14,261112
2016-05-15,261112
2016-05-16,258114
2016-05-17,258114
2016-05-18,258114
2016-05-19,258114
2016-05-22,258114
2016-05-23,258114
2016-05-24,258114
2016-05-25,258114
2016-05-26,258114
2016-05-27,258114
2016-05-28,258114
2016-05-29,258114
2016-05-30,258114
2016-05-31,258114
2016-06-01,256328
2016-06-02,256328
2016-06-03,256328
2016-06-04,256328
2016-06-05,256328
2016-06-06,256328
2016-06-07,256328
2016-06-08,256328
2016-06-09,256328
2016-06-10,256328
2016-06-11,256328
2016-06-12,256328
2016-06-13,256328
2016-06-14,256328
2016-06-15,256328
2016-06-16,256328
2016-06-17,256328
2016-06-18,256328
2016-06-19,249680
2016-06-20,249680
2016-06-21,249680
2016-06-22,249680
2016-06-23,249680
2016-06-24,249680
2016-06-25,249680
2016-06-26,249680
2016-06-27,249680
2016-06-28,249680
2016-06-29,249680
2016-06-30,249680
2016-07-01,249680
2016-07-02,249680
2016-07-03,249680
2016-07-04,245048
2016-07-05,245048
2016-07-06,245048
2016-07-07,245048
2016-07-08,245048
2016-07-09,245048
2016-07-10,245048
2016-07-11,245048
2016-07-12,245048
2016-07-13,245048
2016-07-14,245048
2016-07-15,245048
2016-07-16,245048
2016-07-17,245048
2016-07-18,245048
2016-07-23,238360
2016-07-24,238360
2016-07-25,238360
2016-07-26,238360
2016-07-27,238360
2016-07-28,238360
2016-07-29,238360
2016-07-30,238360
2016-07-31,238360
2016-08-01,238360
2016-08-02,238360
2016-08-03,238360
2016-08-04,238360
2016-08-05,238360
2016-08-06,238360
2016-08-07,238360
2016-08-08,238360
2016-08-09,238360
2016-08-10,238360
2016-08-11,238360
2016-08-12,241040
2016-08-13,241040
2016-08-14,241040
2016-08-15,241040
2016-08-16,241040
2016-08-17,241040
2016-08-18,241040
2016-08-19,241040
2016-08-20,241040
2016-08-21,241040
2016-08-22,241040
2016-08-23,241040
2016-08-24,241040
2016-08-25,241040
2016-08-26,241040
2016-08-28,241040
2016-08-31,234076
2016-09-01,234076
2016-09-02,234076
2016-09-03,234076
2016-09-04,234076
2016-09-05,234076
2016-09-06,234076
2016-09-07,234076
2016-09-08,234076
2016-09-09,234076
2016-09-10,234076
2016-09-11,234076
2016-09-12,234076
2016-09-13,234076
2016-09-14,234076
2016-09-15,234076
2016-09-16,234076
2016-09-17,234076
2016-09-18,227914
2016-09-19,227914
2016-09-20,227914
2016-09-21,227914
2016-09-22,227914
2016-09-23,227914
2016-09-24,227914
2016-09-25,227914
2016-09-26,227914
2016-09-27,227914
2016-09-28,227914
2016-09-29,227914
2016-09-30,227914
2016-10-01,227914
2016-10-02,227914
2016-10-03,227914
2016-10-04,227914
2016-10-05,227914
2016-10-06,227914
2016-10-07,227914
2016-10-08,226590
2016-10-09,226590
2016-10-10,226590
2016-10-11,226590
2016-10-12,226590
2016-10-13,226590
2016-10-14,226590
2016-10-15,226590
2016-10-16,226590
2016-10-17,226590
2016-10-18,226590
2016-10-19,226590
2016-10-20,226590
2016-10-21,226590
2016-10-22,226590
2016-10-23,226590
2016-10-24,226590
2016-10-25,226590
2016-10-26,226590
2016-10-27,229793
2016-10-28,229793
2016-10-29,229793
2016-10-30,229793
2016-10-31,229793
2016-11-01,229793
2016-11-02,229793
2016-11-03,229793
2016-11-04,229793
2016-11-05,229793
2016-11-06,229793
2016-11-07,229793
2016-11-08,229793
2016-11-09,229793
2016-11-10,229793
2016-11-11,229793
2016-11-12,229793
2016-11-13,229793
2016-11-14,232747
2016-12-08,236692
2016-12-09,236692
2016-12-10,236692
2016-12-11,236692
2016-12-12,236692
2016-12-13,236692
2016-12-14,236692
2016-12-15,236692
2016-12-16,236692
2016-12-17,238673
2016-12-18,238673
2016-12-19,238673
2016-12-20,238673
2016-12-21,238673
2016-12-22,238673
2016-12-23,238673
2016-12-24,238673
2016-12-25,238673
2016-12-26,238673
2016-12-27,238673
2016-12-28,238673
2016-12-29,238673
2016-12-30,238673
2016-12-31,238673
2017-01-01,238673
2017-01-02,238673
2017-01-03,238673
2017-01-04,239101
2017-01-05,239101
2017-01-06,239101
2017-01-07,239101
2017-01-08,239101
2017-01-09,239101
2017-01-10,239101
2017-01-11,239101
2017-01-12,239101
2017-01-13,239101
2017-01-14,239101
2017-01-15,239101
2017-01-16,239101
2017-01-17,239101
2017-01-18,239101
2017-01-19,239101
2017-01-20,239101
2017-01-21,232157
2017-01-22,232157
2017-01-27,232157
2017-01-28,232157
2017-01-29,232157
2017-01-30,232157
2017-01-31,232157
2017-02-01,232157
2017-02-02,232157
2017-02-03,232157
2017-02-04,232157
2017-02-05,228618
2017-02-06,228618
2017-02-07,228618
2017-02-08,228618
2017-02-09,228618
2017-02-10,228618
2017-02-11,228618
2017-02-12,228618
2017-02-13,228618
2017-02-14,228618
2017-02-15,228618
2017-02-16,228618
2017-02-18,228618
2017-02-19,228618
2017-02-20,228618
2017-02-21,221869
2017-02-22,221869
2017-02-23,221869
2017-02-24,221869
2017-02-25,221869
2017-02-26,221869
2017-02-27,221869
2017-02-28,221869
2017-03-01,221869
2017-03-02,221869
2017-03-03,221869
2017-03-04,221869
2017-03-05,221869
2017-03-06,221869
2017-03-07,221869
2017-03-08,221869
2017-03-09,221869
2017-03-10,221869
2017-03-11,220791
2017-03-12,220791
2017-03-13,220791
2017-03-14,220791
2017-03-15,220791
2017-03-16,220791
2017-03-17,220791
2017-03-18,220791
2017-03-19,220791
2017-03-20,220791
2017-03-21,220791
2017-03-22,220791
2017-03-23,219502
2017-03-24,219502
2017-03-25,219502
2017-03-26,219502
2017-03-27,219502
2017-03-28,219502
2017-03-29,219502
2017-03-30,219502
2017-03-31,219502
2017-04-01,219502
2017-04-02,219502
2017-04-03,219502
2017-04-04,219502
2017-04-12,218763
2017-04-13,218763
2017-04-14,218763
2017-04-15,218763
2017-04-16,218763
2017-04-17,218763
2017-04-18,217749
2017-04-19,217749
2017-04-20,217749
2017-04-21,217749
2017-04-22,217749
2017-04-23,217749
2017-04-24,217749
2017-04-25,217749
2017-04-26,217749
2017-04-27,217749
2017-04-28,217749
2017-04-29,217749
2017-04-30,217749
2017-05-01,217749
2017-05-02,217749
2017-05-03,217749
2017-05-04,217749
2017-05-05,216912
2017-05-06,216912
2017-05-07,216912
2017-05-08,216912
2017-05-09,216912
2017-05-10,216912
2017-05-11,216912
2017-05-12,216912
2017-05-13,216912
2017-05-14,216912
2017-05-15,216912
2017-05-16,216912
2017-05-17,216912
2017-05-18,216912
2017-05-19,216912
2017-05-20,216912
2017-05-21,216912
2017-05-22,220549
2017-05-23,220549
2017-05-24,220549
2017-05-25,220549
2017-05-26,220549
2017-05-27,220549
2017-05-28,220549
2017-05-29,220549
2017-05-30,220549
2017-05-31,220549
2017-06-01,220549
2017-06-02,220549
2017-06-03,220549
2017-06-06,220549
2017-06-07,220549
2017-06-08,220549
2017-06-09,224656
2017-06-10,224656
2017-06-11,224656
2017-06-12,224656
2017-06-13,224656
2017-06-14,224656
2017-06-15,224656
2017-06-16,224656
2017-06-17,224656
2017-06-18,224656
2017-06-19,224656
2017-06-20,224656
2017-06-21,224656
2017-06-22,224656
2017-06-23,224656
2017-06-24,224656
2017-06-25,221144
2017-06-26,221144
2017-06-27,221144
2017-06-28,221144
2017-06-29,221144
2017-06-30,221144
2017-07-01,221144
2017-07-02,221144
2017-07-03,221144
2017-07-04,221144
2017-07-05,221144
2017-07-06,221144
2017-07-07,221144
2017-07-08,221144
2017-07-13,217241
2017-07-14,217241
2017-07-15,217241
2017-07-16,217241
2017-07-17,217241
2017-07-18,217241
2017-07-19,217241
2017-07-20,217241
2017-07-21,217241
2017-07-22,217241
2017-07-23,217241
2017-07-24,217241
2017-07-25,214926
2017-07-26,214926
2017-07-27,214926
2017-07-28,214926
2017-07-29,214926
2017-07-30,214926
2017-07-31,214926
2017-08-01,214926
2017-08-02,214926
2017-08-03,214926
2017-08-04,214926
2017-08-05,214926
2017-08-06,214926
2017-08-09,218324
2017-08-10,218324
2017-08-11,218324
2017-08-12,218324
2017-08-13,218324
2017-08-14,218324
2017-08-15,218324
2017-08-17,218324
2017-08-18,218324
2017-08-19,218324
2017-08-20,218324
2017-08-21,218324
2017-08-22,216077
2017-08-23,216077
2017-08-24,216077
2017-08-25,216077
2017-08-26,216077
2017-08-27,216077
2017-08-28,216077
2017-08-29,216077
2017-08-30,216077
2017-08-31,216077
2017-09-01,216077
2017-09-02,216077
2017-09-03,216077
2017-09-04,216077
2017-09-05,210436
2017-09-06,210436
2017-09-07,210436
2017-09-08,210436
2017-09-09,210436
2017-09-10,210436
2017-09-11,210436
2017-09-12,210436
2017-09-13,210436
2017-09-14,210436
2017-09-15,210436
2017-09-16,210436
2017-09-17,210436
2017-09-19,207445
2017-09-20,207445
2017-09-21,207445
2017-09-22,207445
2017-09-23,207445
2017-09-24,207445
2017-09-25,207445
2017-09-26,207445
2017-09-27,207445
2017-09-28,207445
2017-09-29,207445
2017-09-30,207445
2017-10-01,207445
2017-10-02,205600
2017-10-03,205600
2017-10-04,205600
2017-10-05,205600
2017-10-06,205600
2017-10-07,205600
2017-10-08,205600
2017-10-09,205600
2017-10-10,205600
2017-10-11,205600
2017-10-12,205600
2017-10-13,205600
2017-10-14,205600
2017-10-15,205600
2017-10-16,205600
2017-10-17,205600
2017-10-18,204989
2017-10-19,204989
2017-10-20,204989
2017-10-21,204989
2017-10-22,204989
2017-10-23,204989
2017-10-24,204989
2017-10-25,204989
2017-10-26,204989
2017-10-27,204989
2017-10-28,204989
2017-10-29,204989
2017-10-30,204989
2017-10-31,204989
2017-11-01,204989
2017-11-02,204989
2017-11-03,205211
2017-11-04,205211
2017-11-05,205211
2017-11-06,205211
2017-11-07,205211
2017-11-08,205211
2017-11-09,205211
2017-11-10,205211
2017-11-11,205211
2017-11-12,205211
2017-11-13,205211
2017-11-14,205211
2017-11-15,205211
2017-11-16,205211
2017-11-17,205211
2017-11-18,205211
2017-11-19,209415
2017-11-20,209415
2017-11-21,209415
2017-11-22,209415
2017-11-23,209415
2017-11-24,209415
2017-11-25,209415
2017-11-26,209415
2017-11-27,209415
2017-11-28,209415
2017-11-29,209415
2017-11-30,209415
2017-12-01,209415
2017-12-02,209415
2017-12-03,209415
2017-12-04,209415
2017-12-05,211322
2017-12-06,211322
2017-12-07,211322
2017-12-08,211322
2017-12-09,211322
2017-12-10,211322
2017-12-11,211322
2017-12-12,211322
2017-12-13,211322
2017-12-14,211322
2017-12-15,211322
2017-12-16,211322
2017-12-17,211322
2017-12-18,215966
2017-12-19,215966
2017-12-20,215966
2017-12-21,215966
2017-12-22,215966
2017-12-23,215966
2017-12-24,215966
2017-12-25,215966
2017-12-26,215966
2017-12-27,215966
2017-12-28,219900
2017-12-29,219900
2017-12-30,219900
2017-12-31,219900
2018-01-01,219900
2018-01-02,219900
2018-01-03,219900
2018-01-04,219900
2018-01-05,219900
2018-01-06,219900
2018-01-07,219900
2018-01-08,219900
2018-01-09,219900
2018-01-10,225457
2018-01-11,225457
2018-01-12,225457
2018-01-13,225457
2018-01-14,225457
2018-01-15,225457
2018-01-16,225457
2018-01-17,225457
2018-01-18,225457
2018-01-19,225457
2018-01-20,225457
2018-01-21,225457
2018-01-22,225457
2018-01-23,229370
2018-01-24,229370
2018-01-25,229370
2018-01-26,229370
2018-01-27,229370
2018-01-28,229370
2018-01-29,236911
2018-01-30,236911
2018-01-31,236911
2018-02-01,236911
2018-02-02,236911
2018-02-03,236911
2018-02-04,243194
2018-02-05,243194
2018-02-06,243194
2018-02-07,243194
2018-02-08,243194
2018-02-09,243194
2018-02-10,243194
2018-02-11,239889
2018-02-12,239889
2018-02-13,239889
2018-02-14,239889
2018-02-15,239889
2018-02-16,239889
2018-02-17,239889
2018-02-18,239889
2018-02-19,241868
2018-02-20,241868
2018-02-21,241868
2018-02-22,241868
2018-02-23,241868
2018-02-24,241868
2018-02-25,241023
2018-02-26,241023
2018-02-27,241023
2018-02-28,241023
2018-03-01,241023
2018-03-02,241023
2018-03-03,241023
2018-03-04,241023
2018-03-05,238255
2018-03-06,238255
2018-03-07,238255
2018-03-08,238255
2018-03-09,238255
2018-03-10,238255
2018-03-11,238255
2018-03-12,239520
2018-03-13,239520
2018-03-14,239520
2018-03-15,239520
2018-03-16,239520
2018-03-17,239520
2018-03-18,239520
2018-03-19,243347
2018-03-20,243347
2018-03-21,243347
2018-03-23,243347
2018-03-24,243347
2018-03-26,243428
2018-03-27,243428
2018-03-28,243428
2018-03-29,243428
2018-03-30,243428
2018-03-31,242900
2018-04-01,242900
2018-04-02,242900
2018-04-03,242900
2018-04-04,242900
2018-04-05,247948
2018-04-06,247948
2018-04-08,247948
2018-04-09,247948
2018-04-10,247948
2018-04-11,254443
2018-04-12,254443
2018-04-13,254443
2018-04-14,254443
2018-04-15,254443
2018-04-16,254443
2018-04-17,261445
2018-04-18,261445
2018-04-19,261445
2018-04-20,261445
2018-04-21,261445
2018-04-22,261445
2018-04-23,261445
2018-04-24,269702
2018-04-25,269702
2018-04-26,269702
2018-04-27,269702
2018-04-28,269702
2018-04-29,269702
2018-04-30,267840
2018-05-01,267840
2018-05-02,267840
2018-05-03,267840
2018-05-04,267840
2018-05-05,267840
2018-05-06,267840
2018-05-07,260189
2018-05-08,260189
2018-05-09,260189
2018-05-10,260189
2018-05-11,260189
2018-05-12,260472
2018-05-13,260472
2018-05-14,260472
2018-05-15,260472
2018-05-16,260472
2018-05-17,260472
2018-05-18,268077
2018-05-19,268077
2018-05-20,268077
2018-05-21,268077
2018-05-22,268077
2018-05-23,268077
2018-05-24,268077
2018-05-25,274220
2018-05-26,274220
2018-05-27,274220
2018-05-28,274220
2018-05-29,274220
2018-05-30,274220
2018-05-31,276109
2018-06-01,276109
2018-06-02,276109
2018-06-03,276109
2018-06-04,276109
2018-06-05,276109
2018-06-06,274482
2018-06-07,274482
2018-06-08,274482
2018-06-09,274482
2018-06-10,274482
2018-06-11,274482
2018-06-12,274482
2018-06-13,274482
2018-06-14,267750
2018-06-15,267750
2018-06-16,267750
2018-06-17,267750
2018-06-18,267750
2018-06-19,267750
2018-06-20,264940
2018-06-21,264940
2018-06-22,264940
2018-06-23,264940
2018-06-24,264940
2018-06-25,264940
2018-06-26,264940
2018-06-27,267374
2018-06-28,267374
2018-06-29,267374
2018-06-30,267374
2018-07-01,267374
2018-07-02,267374
2018-07-03,270337
2018-07-04,270337
2018-07-05,270337
2018-07-06,270337
2018-07-07,270337
2018-07-08,270337
2018-07-09,270337
2018-07-10,266395
2018-07-11,266395
2018-07-12,266395
2018-07-13,266395
2018-07-14,261619
2018-07-15,261619
2018-07-16,261619
2018-07-17,261619
2018-07-18,261619
2018-07-19,257096
2018-07-20,257096
2018-07-21,257096
2018-07-22,257096
2018-07-23,250645
2018-07-24,250645
2018-07-25,250645
2018-07-26,250645
2018-07-27,250645
2018-07-28,250645
2018-07-29,250413
2018-07-30,250413
2018-07-31,250413
2018-08-01,250413
2018-08-02,250413
2018-08-03,250413
2018-08-04,257483
2018-08-05,257483
2018-08-06,257483
2018-08-07,257483
2018-08-08,257483
2018-08-09,263957
2018-08-10,263957
2018-08-11,263957
2018-08-12,263957
2018-08-14,267859
2018-08-16,267859
2018-08-17,267859
2018-08-18,267859
2018-08-19,267859
2018-08-20,270168
2018-08-21,270168
2018-08-22,270168
2018-08-23,270168
2018-08-24,265936
2018-08-25,265936
2018-08-26,265936
2018-08-27,265936
2018-08-28,270068
2018-08-29,270068
2018-08-30,270068
2018-08-31,270068
2018-09-01,270068
2018-09-02,270068
2018-09-03,277535
2018-09-04,277535
2018-09-05,277535
2018-09-06,277535
2018-09-07,277535
2018-09-08,286363
2018-09-09,286363
2018-09-10,286363
2018-09-11,286363
2018-09-12,286363
2018-09-13,286363
2018-09-14,296323
2018-09-15,296323
2018-09-16,296323
2018-09-17,296323
2018-09-18,296323
2018-09-19,296323
2018-09-20,296323
2018-09-21,306890
2018-09-22,306890
2018-09-23,306890
2018-09-24,306890
2018-09-25,306890
2018-09-26,318942
2018-09-27,318942
2018-09-28,318942
2018-09-29,318942
2018-09-30,318942
2018-10-02,331212
2018-10-03,331212
2018-10-04,331212
2018-10-05,331212
2018-10-06,331212
2018-10-07,343328
2018-10-08,343328
2018-10-09,343328
2018-10-10,343328
2018-10-11,343328
2018-10-12,343328
2018-10-13,357394
2018-10-14,357394
2018-10-15,357394
2018-10-16,357394
2018-10-17,357394
2018-10-18,368970
2018-10-19,368970
2018-10-20,368970
2018-10-21,368970
2018-10-22,368970
2018-10-23,368970
2018-10-24,379221
2018-10-25,379221
2018-10-26,379221
2018-10-27,379221
2018-10-28,379221
2018-10-29,375772
2018-10-30,375772
2018-10-31,375772
2018-11-01,376333
2018-11-03,386436
2018-11-04,386436
2018-11-05,400921
2018-11-06,400921
2018-11-07,415630
2018-11-08,415630
2018-11-09,431553
2018-11-10,431553
2018-11-11,450846
2018-11-12,450846
2018-11-13,469181
2018-11-14,469181
2018-11-15,486720
2018-11-16,505494
2018-11-17,505494
2018-11-18,525052
2018-11-19,525052
2018-11-20,547064
2018-11-21,547064
2018-11-22,547064
2018-11-23,567466
2018-11-24,567466
2018-11-25,589783
2018-11-26,589783
2018-11-27,589783
2018-11-28,613379
2018-11-29,613379
2018-12-01,638041
2018-12-02,638041
2018-12-03,638041
2018-12-04,638041
2018-12-05,663122
2018-12-07,663122
2018-12-09,663122
2018-12-10,683674
2018-12-11,683674
2018-12-13,683674
2018-12-14,683674
2018-12-15,697687
2018-12-16,697687
2018-12-17,697687
2018-12-18,697687
2018-12-19,697687
2018-12-20,705327
2018-12-21,705327
2018-12-22,705327
2018-12-23,705327
2018-12-24,694497
2018-12-25,694497
2018-12-26,694497
2018-12-27,694497
2018-12-28,694497
2018-12-29,693951
2018-12-30,693951
2018-12-31,693951
2019-01-01,693951
2019-01-02,693951
2019-01-03,679547
2019-01-04,679547
2019-01-05,679547
2019-01-06,653467
2019-01-08,653467
2019-01-10,626618
2019-01-11,626618
2019-01-12,626618
2019-01-13,598796
2019-01-14,598796
2019-01-15,598796
2019-01-16,571661
2019-01-17,571661
2019-01-18,571661
2019-01-19,546738
2019-01-20,546738
2019-01-21,546738
2019-01-22,523051
2019-01-23,523051
2019-01-24,523051
2019-01-25,500730
2019-01-26,500730
2019-01-27,500730
2019-01-29,479930
2019-01-30,479930
2019-01-31,461461
2019-02-01,461461
2019-02-02,448286
2019-02-03,448286
2019-02-04,448286
2019-02-05,435845
2019-02-06,435845
2019-02-07,435845
2019-02-08,435845
2019-02-09,422740
2019-02-10,422740
2019-02-11,422740
2019-02-12,422740
2019-02-13,422740
2019-02-14,412669
2019-02-15,412669
2019-02-16,412669
2019-02-17,412669
2019-02-18,400362
2019-02-19,400362
2019-02-20,400362
2019-02-21,400362
2019-02-22,386914
2019-02-23,386914
2019-02-24,386914
2019-02-25,386914
2019-02-26,379674
2019-02-27,379674
2019-02-28,379674
2019-03-01,379674
2019-03-02,379674
2019-03-03,372660
2019-03-04,372660
2019-03-05,372660
2019-03-06,372660
2019-03-07,372660
2019-03-08,368038
2019-03-09,368038
2019-03-10,368038
2019-03-11,368038
2019-03-12,363043
2019-03-13,363043
2019-03-14,363043
2019-03-15,363043
2019-03-16,363043
2019-03-17,366270
2019-03-18,366270
2019-03-19,366270
2019-03-20,366270
2019-03-21,366270
2019-03-22,366270
2019-03-23,367761
2019-03-24,367761
2019-03-25,367761
2019-03-26,367761
2019-03-27,367761
2019-03-28,367761
2019-03-29,374440
2019-03-30,374440
2019-03-31,374440
2019-04-01,374440
2019-04-02,374440
