date_obj,Rune%20sword price
2016-03-21,12970
2016-03-22,13056
2016-03-23,13056
2016-03-24,12870
2016-03-25,12870
2016-03-26,12778
2016-03-27,12778
2016-03-28,12717
2016-03-29,12717
2016-03-30,12717
2016-03-31,12717
2016-04-01,12882
2016-04-02,12882
2016-04-03,12753
2016-04-04,12753
2016-04-05,12828
2016-04-06,12828
2016-04-07,12975
2016-04-08,12975
2016-04-09,12822
2016-04-10,12916
2016-04-11,12916
2016-04-12,12693
2016-04-13,12693
2016-04-14,12545
2016-04-15,12412
2016-04-16,12412
2016-04-17,12438
2016-04-18,12570
2016-04-19,12570
2016-04-20,12795
2016-04-21,12795
2016-04-22,12466
2016-04-23,12558
2016-04-24,12558
2016-04-25,12548
2016-04-26,12548
2016-04-27,12681
2016-04-28,12681
2016-04-29,12409
2016-04-30,12121
2016-05-01,12121
2016-05-02,12281
2016-05-03,12389
2016-05-04,12389
2016-05-05,12499
2016-05-06,12499
2016-05-07,12443
2016-05-08,12443
2016-05-09,12367
2016-05-10,12349
2016-05-11,12349
2016-05-12,12371
2016-05-13,12338
2016-05-14,12338
2016-05-15,12443
2016-05-16,12443
2016-05-17,12616
2016-05-18,12668
2016-05-19,12668
2016-05-22,12422
2016-05-23,12405
2016-05-24,12452
2016-05-25,12452
2016-05-26,12388
2016-05-27,12404
2016-05-28,12404
2016-05-29,12600
2016-05-30,12600
2016-05-31,12827
2016-06-01,13162
2016-06-02,13293
2016-06-03,13293
2016-06-04,13023
2016-06-05,13023
2016-06-06,13073
2016-06-07,13073
2016-06-08,13073
2016-06-09,12903
2016-06-10,12782
2016-06-11,12782
2016-06-12,12674
2016-06-13,12674
2016-06-14,12537
2016-06-15,12537
2016-06-16,12663
2016-06-17,12658
2016-06-18,12658
2016-06-19,12849
2016-06-20,12849
2016-06-21,12561
2016-06-22,12425
2016-06-23,12508
2016-06-24,12508
2016-06-25,12567
2016-06-26,12567
2016-06-27,12469
2016-06-28,12549
2016-06-29,12549
2016-06-30,12778
2016-07-01,12987
2016-07-02,12987
2016-07-03,13033
2016-07-04,12865
2016-07-05,12865
2016-07-06,13047
2016-07-07,13047
2016-07-08,13040
2016-07-09,13040
2016-07-10,12774
2016-07-11,12774
2016-07-12,13082
2016-07-13,13082
2016-07-14,13163
2016-07-15,13163
2016-07-16,12937
2016-07-17,12937
2016-07-18,13100
2016-07-23,13063
2016-07-24,12757
2016-07-25,12757
2016-07-26,12752
2016-07-27,12752
2016-07-28,12951
2016-07-29,12960
2016-07-30,12960
2016-07-31,13014
2016-08-01,13014
2016-08-02,13235
2016-08-03,13235
2016-08-04,13417
2016-08-05,13417
2016-08-06,13256
2016-08-07,13256
2016-08-08,12945
2016-08-09,12835
2016-08-10,12835
2016-08-11,12859
2016-08-12,12859
2016-08-13,12790
2016-08-14,12790
2016-08-15,12889
2016-08-16,12889
2016-08-17,12764
2016-08-18,12764
2016-08-19,12494
2016-08-20,12494
2016-08-21,12555
2016-08-22,12555
2016-08-23,12638
2016-08-24,12638
2016-08-25,12396
2016-08-26,12396
2016-08-28,12466
2016-08-31,12833
2016-09-01,12833
2016-09-02,12938
2016-09-03,12938
2016-09-04,12969
2016-09-05,12969
2016-09-06,13023
2016-09-07,13023
2016-09-08,13049
2016-09-09,13049
2016-09-10,13194
2016-09-11,13194
2016-09-12,13328
2016-09-13,13328
2016-09-14,13258
2016-09-15,13258
2016-09-16,13402
2016-09-17,13402
2016-09-18,13270
2016-09-19,13270
2016-09-20,13151
2016-09-21,13151
2016-09-22,13188
2016-09-23,13188
2016-09-24,12942
2016-09-25,12942
2016-09-26,13275
2016-09-27,13275
2016-09-28,13199
2016-09-29,13199
2016-09-30,13057
2016-10-01,13057
2016-10-02,13056
2016-10-03,13056
2016-10-04,13127
2016-10-05,13127
2016-10-06,12685
2016-10-07,12685
2016-10-08,12711
2016-10-09,12711
2016-10-10,12851
2016-10-11,12851
2016-10-12,13061
2016-10-13,13061
2016-10-14,13288
2016-10-15,13288
2016-10-16,13414
2016-10-17,13534
2016-10-18,13534
2016-10-19,13312
2016-10-20,13312
2016-10-21,13305
2016-10-22,13305
2016-10-23,12993
2016-10-24,12993
2016-10-25,12791
2016-10-26,12824
2016-10-27,12824
2016-10-28,12824
2016-10-29,13053
2016-10-30,13053
2016-10-31,13196
2016-11-01,13196
2016-11-02,13206
2016-11-03,13206
2016-11-04,13346
2016-11-05,13346
2016-11-06,13507
2016-11-07,13507
2016-11-08,13297
2016-11-09,13297
2016-11-10,13288
2016-11-11,13288
2016-11-12,13127
2016-11-13,13127
2016-11-14,12964
2016-12-08,12867
2016-12-09,12867
2016-12-10,12848
2016-12-11,12907
2016-12-12,12907
2016-12-13,12920
2016-12-14,12938
2016-12-15,12938
2016-12-16,12977
2016-12-17,13006
2016-12-18,13006
2016-12-19,12825
2016-12-20,12538
2016-12-21,12449
2016-12-22,12449
2016-12-23,12665
2016-12-24,12665
2016-12-25,12782
2016-12-26,12782
2016-12-27,12849
2016-12-28,12849
2016-12-29,12897
2016-12-30,12897
2016-12-31,13012
2017-01-01,13012
2017-01-02,13004
2017-01-03,13004
2017-01-04,12711
2017-01-05,12711
2017-01-06,12716
2017-01-07,12713
2017-01-08,12713
2017-01-09,12886
2017-01-10,12886
2017-01-11,13009
2017-01-12,13103
2017-01-13,13103
2017-01-14,12927
2017-01-15,12967
2017-01-16,12967
2017-01-17,12942
2017-01-18,13088
2017-01-19,13088
2017-01-20,13045
2017-01-21,13070
2017-01-22,13070
2017-01-27,12722
2017-01-28,12755
2017-01-29,12701
2017-01-30,12701
2017-01-31,12732
2017-02-01,12784
2017-02-02,12784
2017-02-03,12964
2017-02-04,12858
2017-02-05,12858
2017-02-06,12739
2017-02-07,12739
2017-02-08,12764
2017-02-09,12764
2017-02-10,12810
2017-02-11,12696
2017-02-12,12696
2017-02-13,12752
2017-02-14,12816
2017-02-15,12816
2017-02-16,12860
2017-02-18,12959
2017-02-19,13094
2017-02-20,13094
2017-02-21,12567
2017-02-22,12567
2017-02-23,12630
2017-02-24,12630
2017-02-25,12763
2017-02-26,12763
2017-02-27,12854
2017-02-28,13006
2017-03-01,13059
2017-03-02,13124
2017-03-03,13124
2017-03-04,13219
2017-03-05,13219
2017-03-06,13300
2017-03-07,13354
2017-03-08,13354
2017-03-09,13169
2017-03-10,13202
2017-03-11,13318
2017-03-12,13318
2017-03-13,13205
2017-03-14,13138
2017-03-15,12704
2017-03-16,12646
2017-03-17,12770
2017-03-18,12860
2017-03-19,13009
2017-03-20,12939
2017-03-21,12890
2017-03-22,12890
2017-03-23,12840
2017-03-24,12888
2017-03-25,12888
2017-03-26,13216
2017-03-27,13201
2017-03-28,13201
2017-03-29,13208
2017-03-30,13208
2017-03-31,13141
2017-04-01,13141
2017-04-02,13209
2017-04-03,13231
2017-04-04,13231
2017-04-12,13322
2017-04-13,13405
2017-04-14,13405
2017-04-15,13376
2017-04-16,13491
2017-04-17,13487
2017-04-18,13487
2017-04-19,13391
2017-04-20,12881
2017-04-21,12366
2017-04-22,12366
2017-04-23,12430
2017-04-24,12314
2017-04-25,12280
2017-04-26,12280
2017-04-27,12259
2017-04-28,12388
2017-04-29,12542
2017-04-30,12391
2017-05-01,12391
2017-05-02,12381
2017-05-03,12381
2017-05-04,12480
2017-05-05,12542
2017-05-06,12542
2017-05-07,12430
2017-05-08,12430
2017-05-09,12427
2017-05-10,12427
2017-05-11,12358
2017-05-12,12342
2017-05-13,12377
2017-05-14,12377
2017-05-15,12274
2017-05-16,12437
2017-05-17,12437
2017-05-18,12635
2017-05-19,12635
2017-05-20,12652
2017-05-21,12652
2017-05-22,12661
2017-05-23,12549
2017-05-24,12614
2017-05-25,12614
2017-05-26,12164
2017-05-27,11928
2017-05-28,12103
2017-05-29,12190
2017-05-30,12191
2017-05-31,12182
2017-06-01,12246
2017-06-02,12124
2017-06-03,12124
2017-06-06,12259
2017-06-07,12279
2017-06-08,12279
2017-06-09,12218
2017-06-10,12156
2017-06-11,12213
2017-06-12,12213
2017-06-13,12231
2017-06-14,12194
2017-06-15,12203
2017-06-16,12280
2017-06-17,12280
2017-06-18,12218
2017-06-19,12218
2017-06-20,12274
2017-06-21,12271
2017-06-22,12271
2017-06-23,12294
2017-06-24,12288
2017-06-25,12288
2017-06-26,12177
2017-06-27,12113
2017-06-28,12113
2017-06-29,12207
2017-06-30,12210
2017-07-01,12210
2017-07-02,12189
2017-07-03,12236
2017-07-04,12182
2017-07-05,12182
2017-07-06,12256
2017-07-07,12256
2017-07-08,12132
2017-07-13,12222
2017-07-14,12219
2017-07-15,12219
2017-07-16,12268
2017-07-17,12182
2017-07-18,12220
2017-07-19,12225
2017-07-20,12176
2017-07-21,12211
2017-07-22,12167
2017-07-23,12102
2017-07-24,12102
2017-07-25,12203
2017-07-26,12211
2017-07-27,12195
2017-07-28,12154
2017-07-29,12154
2017-07-30,12159
2017-07-31,12159
2017-08-01,12179
2017-08-02,12193
2017-08-03,12193
2017-08-04,12228
2017-08-05,12177
2017-08-06,12177
2017-08-09,12202
2017-08-10,12211
2017-08-11,12211
2017-08-12,12233
2017-08-13,12248
2017-08-14,12197
2017-08-15,12156
2017-08-17,12169
2017-08-18,12169
2017-08-19,12167
2017-08-20,12166
2017-08-21,12171
2017-08-22,12182
2017-08-23,12185
2017-08-24,12185
2017-08-25,12210
2017-08-26,12245
2017-08-27,12196
2017-08-28,12264
2017-08-29,12264
2017-08-30,12227
2017-08-31,12227
2017-09-01,12222
2017-09-02,12210
2017-09-03,12210
2017-09-04,12206
2017-09-05,12220
2017-09-06,12144
2017-09-07,12135
2017-09-08,12135
2017-09-09,12208
2017-09-10,12173
2017-09-11,12162
2017-09-12,12162
2017-09-13,12126
2017-09-14,12182
2017-09-15,12182
2017-09-16,12200
2017-09-17,12228
2017-09-19,12224
2017-09-20,12241
2017-09-21,12241
2017-09-22,12203
2017-09-23,12203
2017-09-24,12226
2017-09-25,12173
2017-09-26,12282
2017-09-27,12282
2017-09-28,12241
2017-09-29,12184
2017-09-30,12184
2017-10-01,12281
2017-10-02,12165
2017-10-03,12165
2017-10-04,12229
2017-10-05,12247
2017-10-06,12217
2017-10-07,12232
2017-10-08,12251
2017-10-09,12216
2017-10-10,12273
2017-10-11,12273
2017-10-12,12212
2017-10-13,12133
2017-10-14,12209
2017-10-15,12209
2017-10-16,12260
2017-10-17,12260
2017-10-18,12219
2017-10-19,12155
2017-10-20,12155
2017-10-21,12235
2017-10-22,12250
2017-10-23,12237
2017-10-24,12237
2017-10-25,12187
2017-10-26,12180
2017-10-27,12174
2017-10-28,12174
2017-10-29,12125
2017-10-30,12225
2017-10-31,12277
2017-11-01,12277
2017-11-02,12244
2017-11-03,12286
2017-11-04,12170
2017-11-05,12170
2017-11-06,12222
2017-11-07,12222
2017-11-08,12226
2017-11-09,12226
2017-11-10,12226
2017-11-11,12191
2017-11-12,12239
2017-11-13,12239
2017-11-14,12266
2017-11-15,12266
2017-11-16,12158
2017-11-17,12237
2017-11-18,12237
2017-11-19,12208
2017-11-20,12231
2017-11-21,12276
2017-11-22,12276
2017-11-23,12264
2017-11-24,12241
2017-11-25,11979
2017-11-26,12154
2017-11-27,12154
2017-11-28,12215
2017-11-29,12215
2017-11-30,12195
2017-12-01,12259
2017-12-02,12259
2017-12-03,12193
2017-12-04,12193
2017-12-05,12236
2017-12-06,12246
2017-12-07,12230
2017-12-08,12230
2017-12-09,12206
2017-12-10,12270
2017-12-11,12253
2017-12-12,12154
2017-12-13,12154
2017-12-14,12224
2017-12-15,12256
2017-12-16,12256
2017-12-17,12211
2017-12-18,12230
2017-12-19,12230
2017-12-20,12234
2017-12-21,12243
2017-12-22,12193
2017-12-23,12235
2017-12-24,12248
2017-12-25,12278
2017-12-26,12262
2017-12-27,12152
2017-12-28,12152
2017-12-29,12177
2017-12-30,12221
2017-12-31,12221
2018-01-01,12177
2018-01-02,12163
2018-01-03,12138
2018-01-04,12138
2018-01-05,12151
2018-01-06,12170
2018-01-07,12206
2018-01-08,12157
2018-01-09,12207
2018-01-10,12207
2018-01-11,12233
2018-01-12,12305
2018-01-13,12211
2018-01-14,12110
2018-01-15,12199
2018-01-16,12182
2018-01-17,12223
2018-01-18,12190
2018-01-19,12190
2018-01-20,12190
2018-01-21,12180
2018-01-22,12150
2018-01-23,12230
2018-01-24,12251
2018-01-25,12267
2018-01-26,12202
2018-01-27,12208
2018-01-28,12225
2018-01-29,12125
2018-01-30,12183
2018-02-01,12176
2018-02-02,12127
2018-02-03,12191
2018-02-04,12235
2018-02-05,12244
2018-02-06,12251
2018-02-07,12262
2018-02-08,12262
2018-02-09,12265
2018-02-10,12208
2018-02-11,12154
2018-02-12,12218
2018-02-13,12200
2018-02-14,12216
2018-02-15,12210
2018-02-16,12167
2018-02-17,12172
2018-02-18,12174
2018-02-19,12123
2018-02-20,12187
2018-02-21,12103
2018-02-22,12218
2018-02-23,12208
2018-02-24,12188
2018-02-25,12229
2018-02-26,12228
2018-02-27,12196
2018-02-28,12266
2018-03-01,12178
2018-03-02,12210
2018-03-03,12242
2018-03-04,12242
2018-03-05,12235
2018-03-06,12229
2018-03-07,12172
2018-03-08,12101
2018-03-09,12149
2018-03-10,12143
2018-03-11,12163
2018-03-12,12331
2018-03-13,12229
2018-03-14,12213
2018-03-15,12237
2018-03-16,12117
2018-03-17,12198
2018-03-18,12205
2018-03-19,12231
2018-03-20,12234
2018-03-21,12209
2018-03-23,12186
2018-03-24,12246
2018-03-26,12234
2018-03-27,12208
2018-03-28,12279
2018-03-29,12287
2018-03-30,12203
2018-03-31,12290
2018-04-01,12244
2018-04-02,12233
2018-04-03,12209
2018-04-04,12248
2018-04-05,12248
2018-04-06,12294
2018-04-08,12270
2018-04-09,12317
2018-04-10,12284
2018-04-11,12327
2018-04-12,12097
2018-04-13,12127
2018-04-14,12213
2018-04-15,12214
2018-04-16,12244
2018-04-17,12220
2018-04-18,12272
2018-04-19,12184
2018-04-20,12239
2018-04-21,12225
2018-04-22,12189
2018-04-23,12267
2018-04-24,12382
2018-04-25,12353
2018-04-26,12291
2018-04-27,12205
2018-04-28,12191
2018-04-29,12242
2018-04-30,12194
2018-05-01,12207
2018-05-02,12323
2018-05-03,12170
2018-05-04,12181
2018-05-05,12181
2018-05-06,12181
2018-05-07,12199
2018-05-08,12247
2018-05-09,12322
2018-05-10,12189
2018-05-11,12193
2018-05-12,12255
2018-05-13,12294
2018-05-14,12236
2018-05-15,12185
2018-05-16,12275
2018-05-17,12312
2018-05-18,12279
2018-05-19,12238
2018-05-20,12240
2018-05-21,12254
2018-05-22,12211
2018-05-23,12218
2018-05-24,12234
2018-05-25,12184
2018-05-26,12222
2018-05-27,12223
2018-05-28,12296
2018-05-29,12171
2018-05-30,12282
2018-05-31,12212
2018-06-01,12241
2018-06-02,12170
2018-06-03,12177
2018-06-04,12072
2018-06-05,12183
2018-06-06,12240
2018-06-07,12283
2018-06-08,12170
2018-06-09,12220
2018-06-10,12204
2018-06-11,12302
2018-06-12,12193
2018-06-13,12188
2018-06-14,12237
2018-06-15,12132
2018-06-16,12233
2018-06-17,12215
2018-06-18,12225
2018-06-19,12221
2018-06-20,12221
2018-06-21,12238
2018-06-22,12236
2018-06-23,12252
2018-06-24,12242
2018-06-25,12169
2018-06-26,12225
2018-06-27,12254
2018-06-28,12258
2018-06-29,12230
2018-06-30,12211
2018-07-01,12241
2018-07-02,12291
2018-07-03,12188
2018-07-04,12168
2018-07-05,12284
2018-07-06,12246
2018-07-07,12148
2018-07-08,12177
2018-07-09,12241
2018-07-10,12195
2018-07-11,12220
2018-07-12,12317
2018-07-13,12281
2018-07-14,12269
2018-07-15,12209
2018-07-16,12183
2018-07-17,12242
2018-07-18,12250
2018-07-19,12251
2018-07-20,12203
2018-07-21,12173
2018-07-22,12160
2018-07-23,12213
2018-07-24,12251
2018-07-25,12189
2018-07-26,12153
2018-07-27,12113
2018-07-28,12243
2018-07-29,12168
2018-07-30,12162
2018-07-31,12197
2018-08-01,12197
2018-08-02,12206
2018-08-03,12115
2018-08-04,12182
2018-08-05,12157
2018-08-06,12148
2018-08-07,12248
2018-08-08,12096
2018-08-09,12138
2018-08-10,12246
2018-08-11,12172
2018-08-12,12157
2018-08-14,12002
2018-08-16,12229
2018-08-17,12177
2018-08-18,12122
2018-08-19,12310
2018-08-20,12243
2018-08-21,12198
2018-08-22,12173
2018-08-23,12162
2018-08-24,12207
2018-08-25,12205
2018-08-26,12248
2018-08-27,12252
2018-08-28,12313
2018-08-29,12315
2018-08-30,12242
2018-08-31,12101
2018-09-01,12095
2018-09-02,12240
2018-09-03,12141
2018-09-04,12228
2018-09-05,12193
2018-09-06,12193
2018-09-07,12198
2018-09-08,12167
2018-09-09,12076
2018-09-10,12206
2018-09-11,12318
2018-09-12,12253
2018-09-13,12083
2018-09-14,12169
2018-09-15,12282
2018-09-16,12255
2018-09-17,12372
2018-09-18,12331
2018-09-19,12176
2018-09-20,12213
2018-09-21,12296
2018-09-22,12085
2018-09-23,12108
2018-09-24,12184
2018-09-25,12196
2018-09-26,12165
2018-09-27,12170
2018-09-28,12157
2018-09-29,12165
2018-09-30,12138
2018-10-02,12187
2018-10-03,12171
2018-10-04,12273
2018-10-05,12193
2018-10-06,12271
2018-10-07,12211
2018-10-08,12188
2018-10-09,12190
2018-10-10,12213
2018-10-11,12269
2018-10-12,12237
2018-10-13,12224
2018-10-14,12261
2018-10-15,12243
2018-10-16,12192
2018-10-17,12159
2018-10-18,12231
2018-10-19,12264
2018-10-20,12274
2018-10-21,12298
2018-10-22,12259
2018-10-23,12347
2018-10-24,12394
2018-10-25,12354
2018-10-26,12251
2018-10-27,12146
2018-10-28,12255
2018-10-29,12261
2018-10-30,12340
2018-10-31,12399
2018-11-01,12402
2018-11-03,12314
2018-11-04,12346
2018-11-05,12360
2018-11-06,12363
2018-11-07,12450
2018-11-08,12398
2018-11-09,12448
2018-11-10,12340
2018-11-11,12178
2018-11-12,12277
2018-11-13,12289
2018-11-14,12225
2018-11-15,12235
2018-11-16,12262
2018-11-17,12247
2018-11-18,12450
2018-11-19,12324
2018-11-20,12245
2018-11-21,12184
2018-11-22,12234
2018-11-23,12225
2018-11-24,12237
2018-11-25,12265
2018-11-26,12217
2018-11-27,12184
2018-11-28,12209
2018-11-29,12197
2018-12-01,12198
2018-12-02,12218
2018-12-03,12208
2018-12-04,12229
2018-12-05,12208
2018-12-07,11885
2018-12-09,12273
2018-12-10,12243
2018-12-11,12256
2018-12-12,12258
2018-12-13,12262
2018-12-14,12267
2018-12-15,12245
2018-12-16,12194
2018-12-17,12235
2018-12-18,12224
2018-12-19,12368
2018-12-20,12270
2018-12-21,12235
2018-12-22,12239
2018-12-23,12246
2018-12-24,12111
2018-12-25,12190
2018-12-26,12196
2018-12-27,12140
2018-12-28,12140
2018-12-29,12216
2018-12-30,12204
2018-12-31,12181
2019-01-01,12146
2019-01-02,12194
2019-01-03,12225
2019-01-04,12264
2019-01-05,12209
2019-01-06,12210
2019-01-08,12221
2019-01-10,12216
2019-01-11,12263
2019-01-12,12262
2019-01-13,12186
2019-01-14,12159
2019-01-15,12191
2019-01-16,12188
2019-01-17,12177
2019-01-18,12206
2019-01-19,12207
2019-01-20,12224
2019-01-21,12281
2019-01-22,12269
2019-01-23,12213
2019-01-24,12254
2019-01-25,12232
2019-01-26,12220
2019-01-27,12212
2019-01-28,12292
2019-01-29,12262
2019-01-30,12255
2019-01-31,12380
2019-02-01,12321
2019-02-02,12321
2019-02-03,12245
2019-02-04,12204
2019-02-05,12191
2019-02-06,12256
2019-02-07,12178
2019-02-08,12246
2019-02-09,12255
2019-02-10,12257
2019-02-11,12321
2019-02-12,12386
2019-02-13,12442
2019-02-14,12307
2019-02-15,12196
2019-02-16,12209
2019-02-17,12246
2019-02-18,12296
2019-02-19,12231
2019-02-20,12215
2019-02-21,12277
2019-02-22,12323
2019-02-23,12307
2019-02-24,12352
2019-02-25,12240
2019-02-26,12223
2019-02-27,12299
2019-02-28,12296
2019-03-01,12227
2019-03-02,12306
2019-03-03,12255
2019-03-04,12315
2019-03-05,12347
2019-03-06,12373
2019-03-07,12107
2019-03-08,12240
2019-03-09,12281
2019-03-10,12046
2019-03-11,12182
2019-03-12,12204
2019-03-13,12254
2019-03-14,12221
2019-03-15,12243
2019-03-16,12231
2019-03-17,12198
2019-03-18,12217
2019-03-19,12207
2019-03-20,12218
2019-03-21,12236
2019-03-22,12264
2019-03-23,12228
2019-03-24,12187
2019-03-25,12177
2019-03-26,12187
2019-03-27,12200
2019-03-28,12238
2019-03-29,12227
2019-03-30,12150
2019-03-31,12133
2019-04-01,12147
2019-04-02,12197
2019-04-03,12153
2019-04-04,12247
