date_obj,Mystic%20boots%20(dark) price
2019-04-02,99369
2019-04-03,98780
2019-04-04,97606
2019-04-05,98160
2019-04-06,99598
2019-04-07,102487
2019-04-08,104857
2019-04-09,105607
2019-04-10,108669
2019-04-11,106781
2019-04-12,103424
2019-04-13,98255
2019-04-14,94889
2019-04-15,97441
2019-04-16,102128
2019-04-17,107235
2019-04-18,108480
2019-04-19,103205
2019-04-20,98305
2019-04-21,94055
2019-04-22,91993
2019-04-23,92662
2019-04-24,88903
2019-04-25,85532
2019-04-26,84971
2019-04-27,86029
2019-04-28,84488
2019-04-29,85885
2019-04-30,88117
2019-05-01,88363
2019-05-02,88914
2019-05-03,90813
2019-05-04,92169
2019-05-05,93134
2019-05-06,93856
2019-05-07,95072
2019-05-08,97799
2019-05-09,97479
2019-05-10,98454
2019-05-11,99410
2019-05-12,100367
2019-05-13,98658
2019-05-14,93725
2019-05-15,89672
2019-05-16,87994
2019-05-17,86469
2019-05-18,89226
2019-05-19,93447
2019-05-20,94260
2019-05-21,95539
2019-05-22,96222
2019-05-23,93476
2019-05-24,90958
2019-05-25,90099
2019-05-26,91111
2019-05-27,93052
2019-05-28,93823
2019-05-29,90831
2019-05-30,89578
2019-05-31,90054
2019-06-01,89428
2019-06-02,90663
2019-06-03,90403
2019-06-04,92759
2019-06-05,94364
2019-06-06,94204
2019-06-07,93860
2019-06-08,94371
2019-06-09,96090
2019-06-10,96090
2019-06-11,98109
2019-06-12,97827
2019-06-13,99751
2019-06-14,99578
2019-06-15,100425
2019-06-16,99842
2019-06-17,98277
2019-06-18,98026
2019-06-19,97585
2019-06-20,95569
2019-06-21,97671
2019-06-22,97198
2019-06-23,96683
2019-06-24,99219
2019-06-25,100061
2019-06-26,99370
2019-06-27,97507
2019-06-28,97507
2019-06-29,94791
2019-06-30,94883
2019-07-01,95864
2019-07-02,96198
2019-07-03,95954
2019-07-04,95654
2019-07-05,97060
2019-07-06,96672
2019-07-07,97102
2019-07-08,100079
2019-07-09,99244
2019-07-10,99106
2019-07-11,98500
2019-07-12,97059
2019-07-13,97059
2019-07-14,96429
2019-07-15,96429
2019-07-16,95785
2019-07-17,95831
2019-07-18,94748
2019-07-19,94665
2019-07-20,95040
2019-07-21,96220
2019-07-22,97264
2019-07-23,96244
2019-07-24,97999
2019-07-25,99029
2019-07-26,97914
2019-07-27,98006
2019-07-28,97909
2019-07-29,96411
2019-07-30,94900
2019-07-31,93226
2019-08-01,92602
2019-08-02,90738
2019-08-03,86799
2019-08-04,87197
2019-08-05,87923
2019-08-06,90437
2019-08-07,89337
2019-08-08,87058
2019-08-09,88267
2019-08-10,85608
2019-08-11,85400
2019-08-12,84355
2019-08-13,85272
2019-08-14,85548
2019-08-15,85904
2019-08-16,86284
2019-08-17,86284
2019-08-18,89038
2019-08-19,93490
2019-08-20,97146
2019-08-21,96850
2019-08-22,96846
2019-08-23,96456
2019-08-24,95736
2019-08-24,95736
2019-08-25,95736
2019-08-25,95736
2019-08-26,92681
2019-08-26,92681
2019-08-27,89400
2019-08-27,89400
2019-08-28,88635
2019-08-29,85146
2019-08-30,86127
2019-08-31,86127
2019-09-01,85425
2019-09-02,85425
2019-09-03,86745
2019-09-04,86895
2019-09-05,87053
2019-09-06,87053
2019-09-07,88701
2019-09-08,88953
2019-09-09,88953
2019-09-10,89050
2019-09-11,89175
2019-09-12,89928
2019-09-13,91248
2019-09-14,89703
2019-09-15,86948
2019-09-16,86707
2019-09-17,88749
2019-09-18,93187
2019-09-19,97254
2019-09-20,97254
2019-09-21,100083
2019-09-22,101649
2019-09-23,102229
2019-09-24,102229
2019-09-25,101209
2019-09-26,96532
2019-09-27,96532
2019-09-28,93167
2019-09-29,93167
2019-09-30,92347
2019-10-01,89252
2019-10-02,89252
2019-10-03,88338
2019-10-04,90165
2019-10-05,90284
2019-10-06,91391
2019-10-07,91237
2019-10-08,87016
2019-10-09,87016
2019-10-10,88288
2019-10-11,88528
2019-10-12,89604
2019-10-13,90531
2019-10-14,88661
2019-10-15,86736
2019-10-16,86292
2019-10-17,86292
2019-10-18,83015
2019-10-19,79673
2019-10-20,78767
2019-10-21,78466
2019-10-22,78525
2019-10-23,78140
2019-10-24,77643
2019-10-25,77775
2019-10-26,78114
2019-10-27,77882
2019-10-28,77626
2019-10-29,77626
2019-10-30,77034
2019-10-31,77116
2019-11-01,76849
2019-11-02,75096
2019-11-03,74707
2019-11-04,74733
2019-11-05,74733
2019-11-06,75748
2019-11-07,75521
2019-11-08,75560
2019-11-09,77121
2019-11-10,79179
2019-11-11,83053
2019-11-12,86364
2019-11-13,89789
2019-11-14,93399
2019-11-15,95413
2019-11-16,95235
2019-11-17,95235
2019-11-18,96315
2019-11-19,96315
2019-11-20,97455
2019-11-21,97455
2019-11-22,99213
2019-11-23,99354
2019-11-24,96149
2019-11-25,95034
2019-11-26,95808
2019-11-27,95808
2019-11-28,94593
2019-11-29,94593
2019-11-30,90350
2019-12-01,87587
2019-12-02,88143
2019-12-03,89424
2019-12-04,90072
2019-12-05,90072
2019-12-06,90925
2019-12-07,91456
2019-12-08,91446
2019-12-09,91720
2019-12-10,92054
2019-12-11,91704
2019-12-12,91704
2019-12-13,91873
2019-12-14,92014
2019-12-15,92801
2019-12-16,92980
2019-12-17,93176
2019-12-18,93176
2019-12-19,91144
2019-12-20,88041
2019-12-21,88089
2019-12-22,87994
2019-12-23,87994
2019-12-24,88320
2019-12-25,90156
2019-12-26,90156
2019-12-27,89987
2019-12-28,88742
2019-12-29,88552
2019-12-30,87600
2019-12-31,86688
2020-01-01,86474
2020-01-02,83901
2020-01-03,83842
2020-01-04,84270
2020-01-05,83731
2020-01-06,82527
2020-01-07,82575
2020-01-08,82575
2020-01-09,81130
2020-01-10,79252
2020-01-11,79203
2020-01-12,79135
2020-01-13,79135
2020-01-14,79158
2020-01-15,79487
2020-01-16,81610
2020-01-17,84042
2020-01-18,84798
2020-01-19,85861
2020-01-20,86796
2020-01-21,86796
2020-01-22,86214
2020-01-23,82382
2020-01-24,79033
2020-01-25,76431
2020-01-26,74857
2020-01-27,73490
2020-01-28,72369
2020-01-29,73736
2020-01-30,74962
2020-01-31,75024
2020-02-01,75634
2020-02-02,76759
2020-02-03,79907
2020-02-04,82715
2020-02-05,85229
2020-02-06,85108
2020-02-07,85262
2020-02-08,84469
2020-02-09,82681
2020-02-10,80013
2020-02-11,78167
2020-02-12,78501
2020-02-13,77695
2020-02-14,76881
2020-02-15,74121
2020-02-16,72693
2020-02-17,71657
2020-02-18,70529
2020-02-19,67903
2020-02-20,68423
2020-02-21,68423
2020-02-22,70581
2020-02-23,74111
2020-02-24,76461
2020-02-25,75782
2020-02-26,73711
2020-02-27,72765
2020-02-28,72978
2020-02-29,72978
2020-03-01,73335
2020-03-02,74227
2020-03-03,74860
2020-03-04,74860
2020-03-05,77643
2020-03-06,80054
2020-03-07,83744
2020-03-08,85004
2020-03-09,89142
2020-03-10,92219
2020-03-11,94027
2020-03-12,96226
2020-03-13,98015
2020-03-14,94654
2020-03-15,94012
2020-03-16,97029
2020-03-17,100482
2020-03-18,104831
2020-03-19,109444
2020-03-20,109212
2020-03-21,108603
2020-03-22,107434
2020-03-23,102413
2020-03-24,101004
2020-03-25,97033
2020-03-26,97068
2020-03-27,97613
2020-03-28,96324
2020-03-29,94946
2020-03-30,94821
2020-03-31,96472
2020-04-01,98653
2020-04-02,95477
2020-04-03,95477
2020-04-04,96494
2020-04-05,100860
2020-04-06,101018
2020-04-07,103865
2020-04-08,105742
2020-04-09,103992
2020-04-10,99863
2020-04-11,95535
2020-04-12,94008
2020-04-13,95227
2020-04-14,92717
2020-04-15,95541
2020-04-16,92629
2020-04-17,93560
2020-04-18,96590
2020-04-19,95731
2020-04-20,93188
2020-04-21,92912
2020-04-22,94292
2020-04-23,96188
2020-04-24,96209
2020-04-25,96942
2020-04-26,94784
2020-04-27,95094
2020-04-28,92469
2020-04-29,92336
2020-04-30,93546
2020-05-01,94405
2020-05-02,92386
2020-05-03,90068
2020-05-04,88973
2020-05-05,89399
2020-05-06,91891
2020-05-07,95108
2020-05-08,94872
2020-05-09,92443
2020-05-10,92009
2020-05-11,92119
2020-05-12,89435
2020-05-13,89897
