date_obj,Bandos%20stole price
2015-07-16,17533
2015-07-17,17533
2015-07-18,17897
2015-07-19,17897
2015-07-20,18119
2015-07-21,18119
2015-07-22,18490
2015-07-23,18490
2015-07-24,18624
2015-07-25,18624
2015-07-26,19217
2015-07-27,19882
2015-07-28,20799
2015-07-29,21230
2015-07-30,21609
2015-07-31,22653
2015-08-01,22653
2015-08-02,23786
2015-08-03,24910
2015-08-04,24910
2015-08-05,26044
2015-08-06,26682
2015-08-07,27994
2015-08-08,29394
2015-08-09,30354
2015-08-10,31670
2015-08-11,33035
2015-08-12,33035
2015-08-13,34065
2015-08-14,35217
2015-08-15,35217
2015-08-16,35574
2015-08-17,34564
2015-08-18,33033
2015-08-19,31381
2015-08-20,31381
2015-08-21,30000
2015-08-22,29891
2015-08-23,29891
2015-08-24,29155
2015-08-25,29155
2015-08-26,28495
2015-08-27,28379
2015-08-28,28677
2015-08-29,29200
2015-08-30,29200
2015-08-31,28612
2015-09-01,27925
2015-09-02,27925
2015-09-03,27343
2015-09-04,26999
2015-09-05,26999
2015-09-06,26704
2015-09-07,26105
2015-09-08,26105
2015-09-09,26673
2015-09-10,27387
2015-09-11,27836
2015-09-12,27836
2015-09-13,28283
2015-09-14,28283
2015-09-15,28267
2015-09-16,28267
2015-09-17,28511
2015-09-18,28511
2015-09-19,29087
2015-09-20,29087
2015-09-21,29527
2015-09-22,30389
2015-09-23,31415
2015-09-24,31415
2015-09-25,32281
2015-09-27,33617
2015-09-28,34470
2015-09-29,34470
2015-09-30,35119
2015-10-05,36214
2015-10-06,36956
2015-10-07,36956
2015-10-08,36971
2015-10-09,35666
2015-10-10,35666
2015-10-11,34224
2015-10-12,33148
2015-10-13,33148
2015-10-14,32137
2015-10-15,30530
2015-10-16,29257
2015-10-17,29257
2015-10-18,28601
2015-10-19,27381
2015-10-20,26360
2015-10-22,25120
2015-10-23,23864
2015-10-24,22804
2015-10-25,22277
2015-10-26,22303
2015-10-27,22303
2015-10-28,22358
2015-10-29,22358
2015-10-30,22015
2015-10-31,21758
2015-11-01,21758
2015-11-02,21687
2015-11-03,21687
2015-11-04,21180
2015-11-05,20838
2015-11-06,20838
2015-11-07,20567
2015-11-08,20567
2015-11-09,21180
2015-11-10,21180
2015-11-11,21941
2015-11-12,21941
2015-11-13,22615
2015-11-14,22615
2015-11-15,22938
2015-11-16,22938
2015-11-17,22624
2015-11-18,22624
2015-11-19,22381
2015-11-20,23374
2015-11-21,23374
2015-11-22,24433
2015-11-23,24433
2015-11-24,25119
2015-11-25,24539
2015-11-26,24539
2015-11-27,24014
2015-11-28,23184
2015-11-29,23184
2015-11-30,22561
2015-12-01,22561
2015-12-02,21931
2015-12-03,21456
2015-12-04,21456
2015-12-05,21280
2015-12-06,20505
2015-12-07,20505
2015-12-08,20595
2015-12-09,20606
2015-12-10,21222
2015-12-11,22207
2015-12-12,23135
2015-12-13,24259
2015-12-14,24259
2015-12-15,25207
2015-12-16,26002
2015-12-17,26002
2015-12-18,27303
2015-12-19,27303
2015-12-20,28631
2015-12-21,30003
2015-12-22,30907
2015-12-23,32294
2015-12-24,32294
2015-12-25,33373
2015-12-26,33373
2015-12-27,34799
2015-12-28,34799
2015-12-29,35344
2015-12-30,35973
2015-12-31,36514
2016-01-01,36514
2016-01-02,36670
2016-01-03,35812
2016-01-04,35560
2016-01-05,35219
2016-01-06,35067
2016-01-07,34848
2016-01-08,35038
2016-01-09,35525
2016-01-10,35490
2016-01-11,35603
2016-01-12,35606
2016-01-13,35606
2016-01-14,35396
2016-01-15,35315
2016-01-16,35060
2016-01-17,34891
2016-01-18,34587
2016-01-19,34811
2016-01-20,34649
2016-01-21,35993
2016-01-22,36749
2016-01-23,37868
2016-01-24,38971
2016-01-25,39076
2016-01-26,38402
2016-01-27,38660
2016-01-28,38660
2016-01-29,39148
2016-01-30,39148
2016-01-31,38753
2016-02-01,39860
2016-02-02,40546
2016-02-03,40819
2016-02-04,40819
2016-02-05,40901
2016-02-06,39807
2016-02-07,39807
2016-02-08,39308
2016-02-09,38032
2016-02-10,36488
2016-02-11,34804
2016-02-12,33385
2016-02-13,33383
2016-02-14,33383
2016-02-15,31859
2016-02-16,31859
2016-02-17,30266
2016-02-18,30266
2016-02-19,28761
2016-02-20,28664
2016-02-21,27614
2016-02-22,27614
2016-02-23,27384
2016-02-24,27384
2016-02-25,28457
2016-02-26,28457
2016-02-27,28792
2016-02-28,28792
2016-02-29,27974
2016-03-01,26595
2016-03-02,26595
2016-03-03,25892
2016-03-04,25892
2016-03-05,24883
2016-03-06,24473
2016-03-07,24473
2016-03-08,23735
2016-03-09,23158
2016-03-10,22189
2016-03-11,22189
2016-03-12,21348
2016-03-13,21348
2016-03-14,20280
2016-03-15,19266
2016-03-16,18604
2016-03-17,18245
2016-03-18,17697
2016-03-19,17502
2016-03-20,17372
2016-03-21,17372
2016-03-22,17096
2016-03-23,17234
2016-03-24,17234
2016-03-25,16963
2016-03-26,16899
2016-03-27,16899
2016-03-28,17102
2016-03-29,16870
2016-03-30,16870
2016-03-31,16419
2016-04-01,16419
2016-04-02,16586
2016-04-03,16353
2016-04-04,16029
2016-04-05,15667
2016-04-06,15040
2016-04-07,15040
2016-04-08,14923
2016-04-09,14684
2016-04-10,14403
2016-04-11,14403
2016-04-12,14166
2016-04-13,14261
2016-04-14,14202
2016-04-15,14220
2016-04-16,14701
2016-04-17,14701
2016-04-18,14494
2016-04-19,14494
2016-04-20,14328
2016-04-21,14147
2016-04-22,14147
2016-04-23,14258
2016-04-24,14388
2016-04-25,14403
2016-04-26,14484
2016-04-27,14282
2016-04-28,14231
2016-04-29,14649
2016-04-30,15171
2016-05-01,15115
2016-05-02,15320
2016-05-03,15436
2016-05-04,15890
2016-05-05,15994
2016-05-06,15994
2016-05-07,15506
2016-05-08,15506
2016-05-09,15210
2016-05-10,15197
2016-05-11,15197
2016-05-12,14571
2016-05-13,14628
2016-05-14,14279
2016-05-15,13860
2016-05-16,13875
2016-05-17,14094
2016-05-18,14380
2016-05-19,15053
2016-05-22,15065
2016-05-23,14994
2016-05-24,15025
2016-05-25,15025
2016-05-26,15112
2016-05-27,15357
2016-05-28,15357
2016-05-29,15503
2016-05-30,15503
2016-05-31,15572
2016-06-01,15383
2016-06-02,15503
2016-06-03,15744
2016-06-04,15651
2016-06-05,15651
2016-06-06,15586
2016-06-07,15586
2016-06-08,15572
2016-06-09,15445
2016-06-10,15420
2016-06-11,15420
2016-06-12,15523
2016-06-13,15523
2016-06-14,15846
2016-06-15,16268
2016-06-16,16268
2016-06-17,16203
2016-06-18,16203
2016-06-19,16102
2016-06-20,16020
2016-06-21,16081
2016-06-22,16171
2016-06-23,16023
2016-06-24,16109
2016-06-25,15863
2016-06-26,15863
2016-06-27,15690
2016-06-28,15705
2016-06-29,15705
2016-06-30,15631
2016-07-01,15641
2016-07-02,15641
2016-07-03,15722
2016-07-04,15371
2016-07-05,15371
2016-07-06,15020
2016-07-07,14915
2016-07-08,14937
2016-07-09,14740
2016-07-10,14650
2016-07-11,14535
2016-07-12,14614
2016-07-13,14449
2016-07-14,14436
2016-07-15,14760
2016-07-16,14922
2016-07-17,14852
2016-07-18,14906
2016-07-23,15989
2016-07-24,15651
2016-07-25,15947
2016-07-26,15947
2016-07-27,16057
2016-07-28,16331
2016-07-29,16300
2016-07-30,16748
2016-07-31,16748
2016-08-01,17125
2016-08-02,17331
2016-08-03,17414
2016-08-04,17414
2016-08-05,17576
2016-08-06,17765
2016-08-07,18062
2016-08-08,18062
2016-08-09,18223
2016-08-10,18011
2016-08-11,18011
2016-08-12,17823
2016-08-13,17823
2016-08-14,17868
2016-08-15,17608
2016-08-16,17591
2016-08-17,17591
2016-08-18,17569
2016-08-19,17732
2016-08-20,17060
2016-08-21,16564
2016-08-22,16516
2016-08-23,16764
2016-08-24,16764
2016-08-25,17040
2016-08-26,17040
2016-08-28,17710
2016-08-31,18403
2016-09-01,18534
2016-09-02,18534
2016-09-03,18808
2016-09-04,18564
2016-09-05,17983
2016-09-06,18020
2016-09-07,18020
2016-09-08,17847
2016-09-09,17847
2016-09-10,18648
2016-09-11,18648
2016-09-12,19356
2016-09-13,19921
2016-09-14,19921
2016-09-15,19627
2016-09-16,19627
2016-09-17,19729
2016-09-18,19606
2016-09-19,19515
2016-09-20,19515
2016-09-21,19506
2016-09-22,19444
2016-09-23,19444
2016-09-24,19766
2016-09-25,20243
2016-09-26,20243
2016-09-27,20350
2016-09-28,20350
2016-09-29,20442
2016-09-30,19744
2016-10-01,19766
2016-10-02,19766
2016-10-03,19219
2016-10-04,19114
2016-10-05,18631
2016-10-06,18442
2016-10-07,18442
2016-10-08,18372
2016-10-09,18372
2016-10-10,18165
2016-10-11,18284
2016-10-12,18431
2016-10-13,18169
2016-10-14,18171
2016-10-15,18363
2016-10-16,18332
2016-10-17,18913
2016-10-18,18913
2016-10-19,19688
2016-10-20,19990
2016-10-21,20301
2016-10-22,20301
2016-10-23,20668
2016-10-24,21277
2016-10-25,21277
2016-10-26,21636
2016-10-27,21636
2016-10-28,22398
2016-10-29,22731
2016-10-30,22038
2016-10-31,21598
2016-11-01,21598
2016-11-02,21629
2016-11-03,21629
2016-11-04,21538
2016-11-05,21538
2016-11-06,21192
2016-11-07,20857
2016-11-08,20961
2016-11-09,20090
2016-11-10,19085
2016-11-11,18130
2016-11-12,17310
2016-11-13,17092
2016-11-14,17060
2016-11-15,17060
2016-12-07,15981
2016-12-08,15837
2016-12-09,15929
2016-12-10,15929
2016-12-11,15878
2016-12-12,15892
2016-12-13,15686
2016-12-14,15707
2016-12-15,15707
2016-12-16,15545
2016-12-17,14971
2016-12-18,14971
2016-12-19,14596
2016-12-20,14410
2016-12-21,14222
2016-12-22,14099
2016-12-23,13979
2016-12-24,13979
2016-12-25,13934
2016-12-26,13934
2016-12-27,14202
2016-12-28,14555
2016-12-29,14734
2016-12-30,15018
2016-12-31,15572
2017-01-01,16264
2017-01-02,16723
2017-01-03,17553
2017-01-04,17674
2017-01-05,17674
2017-01-06,17497
2017-01-07,17243
2017-01-08,17236
2017-01-09,16937
2017-01-10,16993
2017-01-11,17199
2017-01-12,17241
2017-01-13,17241
2017-01-14,17174
2017-01-15,16885
2017-01-16,16789
2017-01-17,16563
2017-01-18,16656
2017-01-19,16275
2017-01-20,15604
2017-01-21,15379
2017-01-22,15342
2017-01-23,15104
2017-01-27,16267
2017-01-28,16856
2017-01-29,17699
2017-01-30,17699
2017-01-31,18584
2017-02-01,19514
2017-02-02,20366
2017-02-03,21385
2017-02-04,22455
2017-02-05,23578
2017-02-06,24704
2017-02-07,25427
2017-02-08,26178
2017-02-09,26178
2017-02-10,25710
2017-02-11,26070
2017-02-12,26070
2017-02-13,26016
2017-02-14,26393
2017-02-15,27250
2017-02-16,27630
2017-02-18,28146
2017-02-19,28646
2017-02-20,27926
2017-02-21,27224
2017-02-22,27224
2017-02-23,26586
2017-02-24,25709
2017-02-25,24846
2017-02-26,24678
2017-02-27,23924
2017-02-28,23656
2017-03-01,23254
2017-03-02,22599
2017-03-03,22230
2017-03-04,21619
2017-03-05,21477
2017-03-06,20705
2017-03-07,19911
2017-03-08,19525
2017-03-09,19137
2017-03-10,18753
2017-03-11,18289
2017-03-12,17911
2017-03-13,17657
2017-03-14,17137
2017-03-15,16692
2017-03-16,16405
2017-03-17,16495
2017-03-18,16458
2017-03-19,16219
2017-03-20,15805
2017-03-21,15412
2017-03-22,15221
2017-03-23,14796
2017-03-24,14368
2017-03-25,14368
2017-03-26,14245
2017-03-27,14236
2017-03-28,14320
2017-03-29,13901
2017-03-30,13217
2017-03-31,13066
2017-04-01,13023
2017-04-02,13016
2017-04-03,13227
2017-04-04,13693
2017-04-12,12981
2017-04-13,12990
2017-04-14,13052
2017-04-15,12795
2017-04-16,12663
2017-04-17,12747
2017-04-18,13000
2017-04-19,13036
2017-04-20,12927
2017-04-21,13140
2017-04-22,13098
2017-04-23,12971
2017-04-24,12933
2017-04-25,13273
2017-04-26,13273
2017-04-27,13186
2017-04-28,12731
2017-04-29,12704
2017-04-30,12635
2017-05-01,12644
2017-05-02,12388
2017-05-03,12325
2017-05-04,12741
2017-05-05,13152
2017-05-06,13093
2017-05-07,13066
2017-05-08,13148
2017-05-09,12991
2017-05-10,12745
2017-05-11,12803
2017-05-12,12820
2017-05-13,12775
2017-05-14,12686
2017-05-15,12363
2017-05-16,12223
2017-05-17,12295
2017-05-18,12581
2017-05-19,12708
2017-05-20,12799
2017-05-21,12799
2017-05-22,12736
2017-05-23,13035
2017-05-24,13264
2017-05-25,13300
2017-05-26,13241
2017-05-27,13303
2017-05-28,13558
2017-05-29,13650
2017-05-30,13731
2017-05-31,13890
2017-06-01,14045
2017-06-02,14013
2017-06-03,13976
2017-06-04,13944
2017-06-05,13711
2017-06-06,13393
2017-06-07,12925
2017-06-08,12925
2017-06-09,12733
2017-06-10,12544
2017-06-11,12276
2017-06-12,11809
2017-06-13,11640
2017-06-14,11244
2017-06-15,11070
2017-06-16,10778
2017-06-17,10643
2017-06-18,10668
2017-06-19,10668
2017-06-20,10431
2017-06-21,10199
2017-06-22,10199
2017-06-23,9960
2017-06-24,9726
2017-06-25,9374
2017-06-26,9009
2017-06-27,8782
2017-06-28,8666
2017-06-29,8529
2017-06-30,8460
2017-07-01,8460
2017-07-02,8403
2017-07-03,8185
2017-07-04,8000
2017-07-05,8000
2017-07-06,7648
2017-07-07,7648
2017-07-08,7316
2017-07-09,7139
2017-07-13,7040
2017-07-14,7015
2017-07-15,7119
2017-07-16,7148
2017-07-17,7277
2017-07-18,7420
2017-07-19,7634
2017-07-20,7830
2017-07-21,7915
2017-07-22,8082
2017-07-23,8378
2017-07-24,8774
2017-07-25,9077
2017-07-26,9399
2017-07-27,9663
2017-07-28,9959
2017-07-29,10443
2017-07-30,10648
2017-07-31,10648
2017-08-01,10909
2017-08-02,11406
2017-08-03,11960
2017-08-04,12345
2017-08-05,12598
2017-08-06,12887
2017-08-07,12934
2017-08-08,13023
2017-08-09,13141
2017-08-10,13391
2017-08-11,13663
2017-08-12,13773
2017-08-13,13754
2017-08-14,13794
2017-08-15,14163
2017-08-16,14347
2017-08-17,14610
2017-08-18,14610
2017-08-19,14738
2017-08-20,15003
2017-08-21,15345
2017-08-22,15605
2017-08-23,15869
2017-08-24,16101
2017-08-25,16098
2017-08-26,16461
2017-08-27,16469
2017-08-28,16490
2017-08-29,16751
2017-08-30,16559
2017-08-31,16720
2017-09-01,16426
2017-09-02,16733
2017-09-03,16733
2017-09-04,17067
2017-09-05,17367
2017-09-06,17382
2017-09-07,17776
2017-09-08,18273
2017-09-09,18455
2017-09-10,18321
2017-09-11,18049
2017-09-12,17920
2017-09-13,18056
2017-09-14,17708
2017-09-15,17708
2017-09-16,17527
2017-09-17,17522
2017-09-18,17487
2017-09-19,16930
2017-09-20,16795
2017-09-22,16478
2017-09-23,16478
2017-09-24,16547
2017-09-25,16891
2017-09-26,17071
2017-09-27,16840
2017-09-28,16924
2017-09-29,16815
2017-09-30,16460
2017-10-01,16329
2017-10-02,16054
2017-10-03,16057
2017-10-04,16057
2017-10-05,16088
2017-10-06,16229
2017-10-07,16281
2017-10-08,16410
2017-10-09,16518
2017-10-10,16765
2017-10-11,16765
2017-10-12,16671
2017-10-13,16590
2017-10-14,16383
2017-10-15,16383
2017-10-16,16309
2017-10-17,16309
2017-10-18,15907
2017-10-19,15653
2017-10-20,15362
2017-10-21,15137
2017-10-22,14783
2017-10-23,14557
2017-10-24,14514
2017-10-25,14346
2017-10-26,14239
2017-10-27,14130
2017-10-28,14130
2017-10-29,13997
2017-10-30,13964
2017-10-31,14089
2017-11-01,14089
2017-11-02,14320
2017-11-03,14538
2017-11-04,14627
2017-11-05,14564
2017-11-06,14840
2017-11-07,14682
2017-11-08,14898
2017-11-09,15019
2017-11-10,14998
2017-11-11,14788
2017-11-12,14584
2017-11-13,14701
2017-11-14,14519
2017-11-15,14535
2017-11-16,14443
2017-11-17,14286
2017-11-18,14647
2017-11-19,14714
2017-11-20,14632
2017-11-21,14426
2017-11-22,14266
2017-11-23,14139
2017-11-24,14284
2017-11-25,14213
2017-11-26,14251
2017-11-27,14251
2017-11-28,14116
2017-11-29,13770
2017-11-30,13691
2017-12-01,13193
2017-12-02,13193
2017-12-03,12863
2017-12-04,12312
2017-12-05,12582
2017-12-06,13029
2017-12-07,13084
2017-12-08,13084
2017-12-09,12854
2017-12-10,12706
2017-12-11,12640
2017-12-12,12315
2017-12-13,12245
2017-12-14,11925
2017-12-15,11969
2017-12-16,12333
2017-12-17,12157
2017-12-18,11792
2017-12-19,11776
2017-12-20,11570
2017-12-21,11462
2017-12-22,11197
2017-12-23,11091
2017-12-24,11061
2017-12-25,10947
2017-12-26,11304
2017-12-27,11156
2017-12-28,11170
2017-12-29,10960
2017-12-30,10765
2017-12-31,10436
2018-01-01,10118
2018-01-02,10125
2018-01-03,9975
2018-01-04,9947
2018-01-05,10284
2018-01-06,10519
2018-01-07,10759
2018-01-08,10849
2018-01-09,10960
2018-01-10,10885
2018-01-11,10753
2018-01-12,10960
2018-01-13,10834
2018-01-14,10633
2018-01-15,10647
2018-01-16,10802
2018-01-17,10788
2018-01-18,10905
2018-01-19,10905
2018-01-20,10950
2018-01-21,10862
2018-01-22,10960
2018-01-23,11011
2018-01-24,11186
2018-01-25,11194
2018-01-26,11481
2018-01-27,11725
2018-01-28,11947
2018-01-29,12148
2018-01-30,12210
2018-01-31,12339
2018-02-01,11860
2018-02-02,11529
2018-02-03,11097
2018-02-04,10950
2018-02-05,10978
2018-02-06,10876
2018-02-07,10942
2018-02-08,10457
2018-02-09,10154
2018-02-10,10090
2018-02-11,9817
2018-02-12,9890
2018-02-13,10205
2018-02-14,10216
2018-02-15,10474
2018-02-16,10462
2018-02-17,10510
2018-02-18,10493
2018-02-19,10453
2018-02-20,10313
2018-02-21,10214
2018-02-22,10221
2018-02-23,9861
2018-02-24,9804
2018-02-25,9565
2018-02-26,9569
2018-02-27,9596
2018-02-28,9643
2018-03-01,9787
2018-03-02,10007
2018-03-03,9831
2018-03-04,9831
2018-03-05,9696
2018-03-06,9413
2018-03-07,9032
2018-03-08,8931
2018-03-09,8643
2018-03-10,8540
2018-03-11,8286
2018-03-12,7997
2018-03-13,7807
2018-03-14,7593
2018-03-15,7218
2018-03-16,7129
2018-03-17,7099
2018-03-18,7258
2018-03-20,7686
2018-03-21,7752
2018-03-22,7921
2018-03-23,7890
2018-03-24,8049
2018-03-25,8366
2018-03-26,8750
2018-03-27,9090
2018-03-28,9424
2018-03-29,9835
2018-03-30,10111
2018-03-31,10464
2018-04-01,10955
2018-04-02,11340
2018-04-03,11404
2018-04-04,11397
2018-04-05,11397
2018-04-06,11323
2018-04-07,11323
2018-04-08,11200
2018-04-09,10771
2018-04-10,10357
2018-04-11,10218
2018-04-12,10014
2018-04-13,9867
2018-04-14,9621
2018-04-15,9453
2018-04-16,9295
2018-04-17,9172
2018-04-18,9103
2018-04-19,8852
2018-04-20,8908
2018-04-21,8908
2018-04-22,8909
2018-04-23,9024
2018-04-24,9235
2018-04-25,9301
2018-04-26,9301
2018-04-27,9723
2018-04-28,10072
2018-04-29,10192
2018-04-30,10364
2018-05-01,10492
2018-05-02,10866
2018-05-03,11098
2018-05-04,11168
2018-05-05,10943
2018-05-06,10943
2018-05-07,10685
2018-05-08,10497
2018-05-09,10266
2018-05-10,10193
2018-05-11,9945
2018-05-12,9856
2018-05-13,9724
2018-05-14,9553
2018-05-15,9147
2018-05-16,8689
2018-05-17,8434
2018-05-18,8207
2018-05-19,8095
2018-05-20,7764
2018-05-21,7628
2018-05-22,7628
2018-05-23,7470
2018-05-24,7486
2018-05-25,7568
2018-05-26,7617
2018-05-27,7657
2018-05-28,7695
2018-05-29,7629
2018-05-30,7518
2018-05-31,7324
2018-06-01,7012
2018-06-02,6892
2018-06-03,6803
2018-06-04,6662
2018-06-05,6328
2018-06-06,6162
2018-06-07,6162
2018-06-08,5964
2018-06-09,5869
2018-06-10,5802
2018-06-11,5780
2018-06-12,5828
2018-06-13,5775
2018-06-14,5796
2018-06-15,5779
2018-06-16,5595
2018-06-17,5457
2018-06-18,5377
2018-06-19,5303
2018-06-20,5303
2018-06-21,5227
2018-06-22,5083
2018-06-23,5083
2018-06-24,4858
2018-06-25,4615
2018-06-26,4386
2018-06-27,4257
2018-06-28,4228
2018-06-29,4274
2018-06-30,4347
2018-07-01,4523
2018-07-02,4527
2018-07-03,4536
2018-07-04,4621
2018-07-05,4711
2018-07-06,4714
2018-07-07,4871
2018-07-08,4959
2018-07-09,4954
2018-07-10,4884
2018-07-11,4909
2018-07-12,4986
2018-07-13,4976
2018-07-14,4958
2018-07-15,4947
2018-07-16,4784
2018-07-17,4813
2018-07-18,4807
2018-07-19,4660
2018-07-20,4825
2018-07-21,5060
2018-07-22,5256
2018-07-23,5299
2018-07-24,5286
2018-07-25,5494
2018-07-26,5700
2018-07-27,5753
2018-07-28,5802
2018-07-29,5793
2018-07-30,5776
2018-07-31,5657
2018-08-01,5657
2018-08-02,5778
2018-08-03,5676
2018-08-04,5764
2018-08-05,5729
2018-08-06,5797
2018-08-07,5600
2018-08-08,5671
2018-08-09,5711
2018-08-10,5697
2018-08-11,5699
2018-08-12,5669
2018-08-14,5767
2018-08-16,5903
2018-08-17,5960
2018-08-18,5974
2018-08-19,6032
2018-08-20,5914
2018-08-21,6068
2018-08-22,6228
2018-08-23,6366
2018-08-24,6490
2018-08-25,6747
2018-08-26,6880
2018-08-27,6840
2018-08-28,6947
2018-08-29,6940
2018-08-30,6802
2018-08-31,6750
2018-09-01,6892
2018-09-02,7025
2018-09-03,6983
2018-09-04,6884
2018-09-05,6854
2018-09-06,6854
2018-09-07,6844
2018-09-08,6724
2018-09-09,6620
2018-09-10,6569
2018-09-11,6539
2018-09-12,6725
2018-09-13,6563
2018-09-14,6490
2018-09-15,6646
2018-09-16,6646
2018-09-17,6564
2018-09-18,6499
2018-09-19,6485
2018-09-20,6518
2018-09-21,6270
2018-09-22,6129
2018-09-23,5879
2018-09-24,5745
2018-09-25,5600
2018-09-26,5438
2018-09-27,5280
2018-09-28,5206
2018-09-29,5220
2018-09-30,5301
2018-10-01,5337
2018-10-02,5338
2018-10-03,5354
2018-10-04,5416
2018-10-05,5520
2018-10-06,5614
2018-10-07,5614
2018-10-08,5826
2018-10-09,5895
2018-10-10,5827
2018-10-11,5808
2018-10-12,5927
2018-10-13,5881
2018-10-14,5866
2018-10-15,5839
2018-10-16,5719
2018-10-17,5703
2018-10-18,5619
2018-10-19,5754
2018-10-20,5898
2018-10-21,5947
2018-10-22,6053
2018-10-23,6220
2018-10-24,6343
2018-10-25,6483
2018-10-26,6563
2018-10-27,6682
2018-10-28,6769
2018-10-29,6921
2018-10-30,7069
2018-10-31,6946
2018-11-01,6913
2018-11-03,7005
2018-11-04,7276
2018-11-05,7560
2018-11-06,7938
2018-11-07,8295
2018-11-08,8519
2018-11-09,8933
2018-11-10,9380
2018-11-11,9849
2018-11-12,10291
2018-11-13,10665
2018-11-14,10695
2018-11-15,10880
2018-11-16,11199
2018-11-17,11378
2018-11-18,11609
2018-11-19,11926
2018-11-20,11938
2018-11-21,11591
2018-11-22,11373
2018-11-23,11357
2018-11-24,11104
2018-11-25,11204
2018-11-26,11277
2018-11-27,11339
2018-11-28,11332
2018-11-29,11187
2018-12-01,10769
2018-12-02,10866
2018-12-03,10615
2018-12-04,10599
2018-12-05,10571
2018-12-07,10588
2018-12-09,10423
2018-12-10,10485
2018-12-11,10179
2018-12-12,9793
2018-12-13,9352
2018-12-14,8884
2018-12-15,8444
2018-12-16,8021
2018-12-17,7682
2018-12-18,7481
2018-12-19,7607
2018-12-20,7596
2018-12-21,7324
2018-12-22,7015
2018-12-23,6698
2018-12-24,6363
2018-12-25,6044
2018-12-26,5741
2018-12-27,5453
2018-12-28,5224
2018-12-29,5001
2018-12-30,4898
2018-12-31,4871
2019-01-01,4821
2019-01-02,4759
2019-01-03,4736
2019-01-04,4704
2019-01-05,4710
2019-01-06,4611
2019-01-08,4673
2019-01-10,4487
2019-01-11,4699
2019-01-12,4877
2019-01-13,4892
2019-01-14,4997
2019-01-15,5075
2019-01-16,5317
2019-01-17,5571
2019-01-18,5778
2019-01-19,6007
2019-01-20,6236
2019-01-21,6431
2019-01-22,6593
2019-01-23,6915
2019-01-24,7149
2019-01-25,7430
2019-01-26,7697
2019-01-27,7879
2019-01-28,8034
2019-01-29,8188
2019-01-30,8340
2019-01-31,8500
2019-02-01,8683
2019-02-02,9018
2019-02-03,8997
2019-02-04,9150
2019-02-05,9204
2019-02-06,9331
2019-02-07,9507
2019-02-08,9567
2019-02-09,9730
2019-02-10,9831
2019-02-11,9783
2019-02-12,10015
2019-02-13,10016
2019-02-14,9971
2019-02-15,10024
2019-02-16,10110
2019-02-17,9916
2019-02-18,10028
2019-02-19,10206
2019-02-20,10209
2019-02-21,10033
2019-02-22,10097
2019-02-23,10062
2019-02-24,10004
2019-02-25,9917
2019-02-26,9687
2019-02-27,9835
2019-02-28,9870
2019-03-01,9918
2019-03-02,9873
2019-03-03,9883
2019-03-04,9968
2019-03-05,10077
2019-03-06,9777
2019-03-07,9485
2019-03-08,9457
2019-03-09,9235
2019-03-10,9085
2019-03-11,9025
2019-03-12,9124
2019-03-13,8895
2019-03-14,8665
2019-03-15,8579
2019-03-16,8402
2019-03-17,8244
2019-03-18,8092
2019-03-19,7962
2019-03-20,7801
2019-03-21,7664
