date_obj,Magic%20sapling price
2016-02-27,119982
2016-02-28,119982
2016-02-29,119982
2016-03-01,118855
2016-03-02,118855
2016-03-03,118855
2016-03-04,118524
2016-03-05,118524
2016-03-06,117488
2016-03-07,117488
2016-03-08,117488
2016-03-09,118326
2016-03-10,118326
2016-03-11,118326
2016-03-12,116126
2016-03-13,116126
2016-03-14,116126
2016-03-15,114721
2016-03-16,114721
2016-03-17,114721
2016-03-18,112644
2016-03-19,112644
2016-03-20,108724
2016-03-21,108724
2016-03-22,108724
2016-03-23,106495
2016-03-24,106495
2016-03-25,106495
2016-03-26,107857
2016-03-27,107857
2016-03-28,108413
2016-03-29,108413
2016-03-30,108413
2016-03-31,110810
2016-04-01,110810
2016-04-02,110810
2016-04-03,114800
2016-04-04,114800
2016-04-05,114800
2016-04-06,114950
2016-04-07,114950
2016-04-08,114950
2016-04-09,115133
2016-04-10,115133
2016-04-11,115133
2016-04-12,115041
2016-04-13,115041
2016-04-14,115041
2016-04-15,116855
2016-04-16,116855
2016-04-17,114948
2016-04-18,114948
2016-04-19,112403
2016-04-20,112403
2016-04-21,107706
2016-04-22,107706
2016-04-23,107706
2016-04-24,105344
2016-04-25,105344
2016-04-26,107997
2016-04-27,107997
2016-04-28,107978
2016-04-29,107978
2016-04-30,107978
2016-05-01,108941
2016-05-02,108941
2016-05-03,108040
2016-05-04,108040
2016-05-05,105748
2016-05-06,105748
2016-05-07,105748
2016-05-08,104252
2016-05-09,104252
2016-05-10,104156
2016-05-11,104156
2016-05-12,104156
2016-05-13,100468
2016-05-14,100468
2016-05-15,100746
2016-05-16,100746
2016-05-17,99968
2016-05-18,99968
2016-05-19,99966
2016-05-22,101354
2016-05-23,101040
2016-05-24,101040
2016-05-25,102864
2016-05-26,102864
2016-05-27,103055
2016-05-28,103055
2016-05-29,102370
2016-05-30,102370
2016-05-31,101490
2016-06-01,104510
2016-06-02,104510
2016-06-03,108007
2016-06-04,108007
2016-06-05,108101
2016-06-06,108939
2016-06-07,108939
2016-06-08,110594
2016-06-09,110594
2016-06-10,111906
2016-06-11,111906
2016-06-12,112330
2016-06-13,112330
2016-06-14,113166
2016-06-15,113166
2016-06-16,112015
2016-06-17,113079
2016-06-18,113079
2016-06-19,115289
2016-06-20,115289
2016-06-21,113613
2016-06-22,113613
2016-06-23,113938
2016-06-24,113938
2016-06-25,116379
2016-06-26,116379
2016-06-27,118105
2016-06-28,118105
2016-06-29,117506
2016-06-30,117506
2016-07-01,118496
2016-07-02,118496
2016-07-03,116666
2016-07-04,117834
2016-07-05,117834
2016-07-06,118157
2016-07-07,118157
2016-07-08,121145
2016-07-09,121145
2016-07-10,126955
2016-07-11,126955
2016-07-12,130782
2016-07-13,130782
2016-07-14,136268
2016-07-15,136268
2016-07-16,138171
2016-07-17,138171
2016-07-18,139874
2016-07-23,148170
2016-07-24,148170
2016-07-25,146181
2016-07-26,146181
2016-07-27,144014
2016-07-28,144014
2016-07-29,140664
2016-07-30,140664
2016-07-31,142744
2016-08-01,142744
2016-08-02,144290
2016-08-03,144290
2016-08-04,147664
2016-08-05,147664
2016-08-06,143400
2016-08-07,143400
2016-08-08,142232
2016-08-09,142232
2016-08-10,137556
2016-08-11,137556
2016-08-12,137556
2016-08-13,131175
2016-08-14,131175
2016-08-15,125515
2016-08-16,125515
2016-08-17,125333
2016-08-18,125333
2016-08-19,130000
2016-08-20,130000
2016-08-21,136085
2016-08-22,136085
2016-08-23,138015
2016-08-24,138015
2016-08-25,132174
2016-08-26,132174
2016-08-28,131759
2016-08-31,131297
2016-09-01,136322
2016-09-02,136322
2016-09-03,136160
2016-09-04,136160
2016-09-05,141651
2016-09-06,141651
2016-09-07,145400
2016-09-08,145400
2016-09-09,139055
2016-09-10,134371
2016-09-11,134371
2016-09-12,129113
2016-09-13,132306
2016-09-14,132306
2016-09-15,131010
2016-09-16,131010
2016-09-17,127699
2016-09-18,127699
2016-09-19,121631
2016-09-20,121631
2016-09-21,117857
2016-09-22,117810
2016-09-23,117810
2016-09-24,118016
2016-09-25,118496
2016-09-26,118496
2016-09-27,118129
2016-09-28,118129
2016-09-29,118375
2016-09-30,117800
2016-10-01,117800
2016-10-02,113876
2016-10-03,113876
2016-10-04,112668
2016-10-05,112668
2016-10-06,118090
2016-10-07,118090
2016-10-08,122089
2016-10-09,122089
2016-10-10,122089
2016-10-11,120970
2016-10-12,120970
2016-10-13,120944
2016-10-14,120944
2016-10-15,121401
2016-10-16,121401
2016-10-17,121637
2016-10-18,121637
2016-10-19,120975
2016-10-20,120975
2016-10-21,121274
2016-10-22,121274
2016-10-23,123067
2016-10-24,127243
2016-10-25,127243
2016-10-26,131518
2016-10-27,131518
2016-10-28,134021
2016-10-29,133349
2016-10-30,133349
2016-10-31,132456
2016-11-01,132456
2016-11-02,131886
2016-11-03,131886
2016-11-04,134774
2016-11-05,134774
2016-11-06,132340
2016-11-07,132340
2016-11-08,128151
2016-11-09,128151
2016-11-10,124919
2016-11-11,124919
2016-11-12,124220
2016-11-13,124220
2016-11-14,123146
2016-12-07,154733
2016-12-08,159861
2016-12-09,158621
2016-12-10,158621
2016-12-11,160358
2016-12-12,160358
2016-12-13,162737
2016-12-14,162276
2016-12-15,162276
2016-12-16,161394
2016-12-17,160368
2016-12-18,160368
2016-12-19,159490
2016-12-20,158074
2016-12-21,158074
2016-12-22,155195
2016-12-23,149561
2016-12-24,149561
2016-12-25,142886
2016-12-26,142886
2016-12-27,139757
2016-12-28,141276
2016-12-29,141080
2016-12-30,141080
2016-12-31,138970
2017-01-01,138970
2017-01-02,137443
2017-01-03,137443
2017-01-04,133610
2017-01-05,133610
2017-01-06,126929
2017-01-07,124783
2017-01-08,124783
2017-01-09,124275
2017-01-10,124275
2017-01-11,128476
2017-01-12,133335
2017-01-13,133335
2017-01-14,134209
2017-01-15,129438
2017-01-16,126755
2017-01-17,127094
2017-01-18,127212
2017-01-19,127212
2017-01-20,130497
2017-01-21,132839
2017-01-22,132839
2017-01-27,141086
2017-01-28,143803
2017-01-29,143958
2017-01-30,143958
2017-01-31,147681
2017-02-01,153168
2017-02-02,153492
2017-02-03,152360
2017-02-04,149167
2017-02-05,147635
2017-02-06,147635
2017-02-07,149696
2017-02-08,148397
2017-02-09,148397
2017-02-10,144267
2017-02-11,140834
2017-02-12,140834
2017-02-13,140515
2017-02-14,143250
2017-02-15,143250
2017-02-16,141586
2017-02-18,138671
2017-02-19,138101
2017-02-20,137516
2017-02-21,141069
2017-02-22,141069
2017-02-23,146848
2017-02-24,146848
2017-02-25,149293
2017-02-26,149293
2017-02-27,147542
2017-02-28,146583
2017-03-01,146253
2017-03-02,148301
2017-03-03,148301
2017-03-04,150290
2017-03-05,150290
2017-03-06,148467
2017-03-07,146598
2017-03-08,146598
2017-03-09,144704
2017-03-10,142026
2017-03-11,139651
2017-03-12,138593
2017-03-13,139314
2017-03-14,138231
2017-03-15,136990
2017-03-16,136695
2017-03-17,136027
2017-03-18,136027
2017-03-19,135369
2017-03-20,134585
2017-03-21,134951
2017-03-22,136207
2017-03-23,139308
2017-03-24,139951
2017-03-25,139951
2017-03-26,141712
2017-03-27,139595
2017-03-28,139383
2017-03-29,144105
2017-03-30,143075
2017-03-31,141396
2017-04-01,142938
2017-04-02,142938
2017-04-03,141242
2017-04-04,139234
2017-04-12,140983
2017-04-13,145756
2017-04-14,145756
2017-04-15,146109
2017-04-16,146581
2017-04-17,148225
2017-04-18,148550
2017-04-19,148343
2017-04-20,147948
2017-04-21,147517
2017-04-22,147517
2017-04-23,146160
2017-04-24,144783
2017-04-25,142465
2017-04-26,142465
2017-04-27,139923
2017-04-28,137375
2017-04-29,137323
2017-04-30,137323
2017-05-01,137861
2017-05-02,138710
2017-05-03,138710
2017-05-04,138003
2017-05-05,137696
2017-05-06,137696
2017-05-07,137452
2017-05-08,137220
2017-05-09,136519
2017-05-10,136650
2017-05-11,136650
2017-05-12,136922
2017-05-13,136416
2017-05-14,136416
2017-05-15,136536
2017-05-16,136477
2017-05-17,136477
2017-05-18,136164
2017-05-19,136164
2017-05-20,135546
2017-05-21,135546
2017-05-22,135729
2017-05-23,135906
2017-05-24,139028
2017-05-25,145980
2017-05-26,153279
2017-05-27,160943
2017-05-28,168607
2017-05-29,176562
2017-05-30,178857
2017-05-31,178895
2017-06-01,174281
2017-06-02,173610
2017-06-03,173610
2017-06-06,180019
2017-06-07,187741
2017-06-08,187741
2017-06-09,188844
2017-06-10,197112
2017-06-11,206501
2017-06-12,206501
2017-06-13,201523
2017-06-14,191446
2017-06-15,191446
2017-06-16,184131
2017-06-17,184131
2017-06-18,189643
2017-06-19,189643
2017-06-20,195356
2017-06-21,195356
2017-06-22,200231
2017-06-23,200231
2017-06-24,207070
2017-06-25,207070
2017-06-26,204139
2017-06-27,199502
2017-06-28,199502
2017-06-29,199489
2017-06-30,199489
2017-07-01,200891
2017-07-02,200891
2017-07-03,199938
2017-07-04,197069
2017-07-05,197069
2017-07-06,198748
2017-07-07,198748
2017-07-08,201315
2017-07-13,198834
2017-07-14,199480
2017-07-15,199480
2017-07-16,196294
2017-07-17,194018
2017-07-18,194018
2017-07-19,191967
2017-07-20,191967
2017-07-21,185842
2017-07-22,180904
2017-07-23,180904
2017-07-24,180211
2017-07-25,180211
2017-07-26,176753
2017-07-27,176753
2017-07-28,178809
2017-07-29,178809
2017-07-30,186284
2017-07-31,186284
2017-08-01,188918
2017-08-02,191641
2017-08-03,191641
2017-08-04,199388
2017-08-05,201590
2017-08-06,201590
2017-08-09,209488
2017-08-10,206191
2017-08-11,206191
2017-08-12,201117
2017-08-13,201117
2017-08-14,199590
2017-08-15,199186
2017-08-16,199186
2017-08-17,202882
2017-08-18,202882
2017-08-19,203348
2017-08-20,203363
2017-08-21,203363
2017-08-22,203259
2017-08-23,203259
2017-08-24,203289
2017-08-25,203289
2017-08-26,209029
2017-08-27,212530
2017-08-28,212530
2017-08-29,220119
2017-08-30,218667
2017-08-31,218667
2017-09-01,215157
2017-09-02,212525
2017-09-03,212525
2017-09-04,210204
2017-09-05,204254
2017-09-06,204254
2017-09-07,198431
2017-09-08,198431
2017-09-09,198866
2017-09-10,202544
2017-09-11,202544
2017-09-12,205744
2017-09-13,206268
2017-09-14,205956
2017-09-15,205956
2017-09-16,205701
2017-09-17,205467
2017-09-19,205299
2017-09-20,210150
2017-09-21,210150
2017-09-22,214653
2017-09-23,214653
2017-09-24,214607
2017-09-25,214607
2017-09-26,215795
2017-09-27,215795
2017-09-28,216920
2017-09-29,216920
2017-09-30,218688
2017-10-01,218688
2017-10-02,219174
2017-10-03,219174
2017-10-04,219174
2017-10-05,218230
2017-10-06,218230
2017-10-07,218451
2017-10-08,218451
2017-10-09,220704
2017-10-10,221909
2017-10-11,221909
2017-10-12,221033
2017-10-13,218604
2017-10-14,218604
2017-10-15,213432
2017-10-16,208546
2017-10-17,208546
2017-10-18,205594
2017-10-19,205594
2017-10-20,201528
2017-10-21,201528
2017-10-22,200793
2017-10-23,200793
2017-10-24,204383
2017-10-25,206909
2017-10-26,206909
2017-10-27,203339
2017-10-28,203339
2017-10-29,204917
2017-10-30,204917
2017-10-31,203464
2017-11-01,203464
2017-11-02,200887
2017-11-03,200887
2017-11-04,194355
2017-11-05,194355
2017-11-06,189495
2017-11-07,189495
2017-11-08,191478
2017-11-09,193226
2017-11-10,193226
2017-11-11,198466
2017-11-12,198466
2017-11-13,202877
2017-11-14,202877
2017-11-15,204970
2017-11-16,205074
2017-11-17,205074
2017-11-18,205260
2017-11-19,205260
2017-11-20,203489
2017-11-21,203838
2017-11-22,203838
2017-11-23,201212
2017-11-24,201212
2017-11-25,197971
2017-11-26,197971
2017-11-27,192940
2017-11-28,192971
2017-11-29,192971
2017-11-30,187433
2017-12-01,183896
2017-12-02,183896
2017-12-03,182901
2017-12-04,182901
2017-12-05,182922
2017-12-06,182922
2017-12-07,181338
2017-12-08,181338
2017-12-09,177318
2017-12-10,178848
2017-12-11,178848
2017-12-12,180583
2017-12-14,181240
2017-12-15,179464
2017-12-16,179464
2017-12-17,179218
2017-12-18,177789
2017-12-19,177789
2017-12-20,176630
2017-12-21,177093
2017-12-22,177093
2017-12-23,177154
2017-12-24,177154
2017-12-25,183174
2017-12-26,184077
2017-12-27,188437
2017-12-28,188437
2017-12-29,186695
2017-12-30,183535
2017-12-31,183535
2018-01-01,180082
2018-01-02,180082
2018-01-03,178837
2018-01-04,178837
2018-01-05,173129
2018-01-06,166854
2018-01-07,169231
2018-01-08,168906
2018-01-09,172247
2018-01-10,172247
2018-01-11,178233
2018-01-12,178233
2018-01-13,178199
2018-01-14,179209
2018-01-15,178421
2018-01-16,181842
2018-01-17,185590
2018-01-18,186937
2018-01-19,186937
2018-01-20,189329
2018-01-21,192998
2018-01-22,194756
2018-01-23,193213
2018-01-25,190918
2018-01-26,189778
2018-01-27,189751
2018-01-28,190278
2018-01-29,192777
2018-01-31,196241
2018-02-01,195528
2018-02-02,197952
2018-02-03,199343
2018-02-04,200717
2018-02-05,199423
2018-02-06,201638
2018-02-07,203648
2018-02-08,203648
2018-02-09,201535
2018-02-10,196496
2018-02-11,191943
2018-02-12,189397
2018-02-13,192431
2018-02-14,192932
2018-02-15,196706
2018-02-16,198670
2018-02-17,199129
2018-02-18,195510
2018-02-19,193025
2018-02-20,191576
2018-02-21,189962
2018-02-22,189623
2018-02-23,193076
2018-02-24,192620
2018-02-25,192770
2018-02-26,191766
2018-02-27,193443
2018-02-28,193330
2018-03-01,192924
2018-03-02,193873
2018-03-03,197650
2018-03-04,197650
2018-03-05,200442
2018-03-06,198904
2018-03-07,198300
2018-03-08,197067
2018-03-09,197173
2018-03-10,195599
2018-03-11,194262
2018-03-12,192878
2018-03-13,193617
2018-03-14,196995
2018-03-15,203644
2018-03-16,203270
2018-03-17,198138
2018-03-18,195960
2018-03-19,196567
2018-03-20,197332
2018-03-21,196628
2018-03-23,202857
2018-03-24,202475
2018-03-26,206251
2018-03-27,210652
2018-03-28,213945
2018-03-29,213962
2018-03-30,213410
2018-03-31,210909
2018-04-01,211226
2018-04-02,208543
2018-04-03,207537
2018-04-04,207036
2018-04-05,206359
2018-04-06,208217
2018-04-07,207174
2018-04-08,209295
2018-04-09,208291
2018-04-10,209472
2018-04-11,210214
2018-04-12,215779
2018-04-13,212122
2018-04-14,210933
2018-04-15,211978
2018-04-16,208429
2018-04-17,208567
2018-04-18,210566
2018-04-19,217665
2018-04-20,219703
2018-04-21,220036
2018-04-22,224127
2018-04-23,222317
2018-04-24,222741
2018-04-25,227264
2018-04-26,227231
2018-04-27,233703
2018-04-28,238440
2018-04-29,237100
2018-04-30,232829
2018-05-01,227797
2018-05-04,215141
2018-05-05,213578
2018-05-06,213578
2018-05-07,209151
2018-05-08,204185
2018-05-09,200930
2018-05-10,199135
2018-05-11,198170
2018-05-12,203615
2018-05-13,204706
2018-05-14,212897
2018-05-15,213540
2018-05-16,210416
2018-05-17,207614
2018-05-18,205690
2018-05-19,206960
2018-05-20,207046
2018-05-21,204949
2018-05-22,206396
2018-05-23,204648
2018-05-24,201603
2018-05-25,200236
2018-05-26,198777
2018-05-27,198210
2018-05-28,200007
2018-05-29,199874
2018-05-30,199608
2018-05-31,199487
2018-06-01,201452
2018-06-02,199359
2018-06-03,197633
2018-06-04,196972
2018-06-05,195412
2018-06-06,194741
2018-06-07,190999
2018-06-08,190585
2018-06-09,190724
2018-06-10,190310
2018-06-11,186800
2018-06-12,186706
2018-06-13,184969
2018-06-14,184210
2018-06-15,185466
2018-06-16,187174
2018-06-17,188998
2018-06-18,185940
2018-06-19,187032
2018-06-20,187032
2018-06-21,186356
2018-06-22,188528
2018-06-23,187506
2018-06-24,190536
2018-06-25,194015
2018-06-26,199329
2018-06-27,196973
2018-06-28,195500
2018-06-29,194374
2018-06-30,191791
2018-07-01,192651
2018-07-02,192668
2018-07-03,192798
2018-07-04,193252
2018-07-05,192012
2018-07-06,191884
2018-07-07,189290
2018-07-08,188243
2018-07-09,186685
2018-07-10,183599
2018-07-11,182734
2018-07-12,180797
2018-07-13,184273
2018-07-14,184258
2018-07-15,184151
2018-07-16,183770
2018-07-17,187141
2018-07-18,187501
2018-07-19,186472
2018-07-20,185745
2018-07-21,184813
2018-07-22,184164
2018-07-23,182261
2018-07-24,180854
2018-07-25,180055
2018-07-26,178697
2018-07-27,175054
2018-07-28,172561
2018-07-29,174116
2018-07-30,174363
2018-07-31,176517
2018-08-01,177413
2018-08-02,178422
2018-08-03,180783
2018-08-04,178949
2018-08-05,178228
2018-08-06,176710
2018-08-07,174693
2018-08-08,173551
2018-08-09,172623
2018-08-10,173179
2018-08-11,175271
2018-08-12,177890
2018-08-14,175864
2018-08-16,175252
2018-08-17,175139
2018-08-18,173904
2018-08-19,174509
2018-08-20,176131
2018-08-21,177778
2018-08-22,177913
2018-08-23,180189
2018-08-24,181077
2018-08-25,182429
2018-08-26,181744
2018-08-27,182836
2018-08-28,186695
2018-08-29,188050
2018-08-30,190291
2018-08-31,188970
2018-09-01,189464
2018-09-02,191243
2018-09-03,188985
2018-09-04,187371
2018-09-05,185681
2018-09-06,185681
2018-09-07,183403
2018-09-08,179625
2018-09-09,178459
2018-09-10,179465
2018-09-11,178634
2018-09-12,180240
2018-09-13,179862
2018-09-14,179240
2018-09-15,178826
2018-09-16,178149
2018-09-17,180046
2018-09-18,178173
2018-09-19,180054
2018-09-20,187148
2018-09-21,185929
2018-09-22,184038
2018-09-23,181839
2018-09-24,180816
2018-09-25,180268
2018-09-26,180093
2018-09-27,180760
2018-09-28,182145
2018-09-29,182584
2018-09-30,182142
2018-10-02,184818
2018-10-03,183133
2018-10-04,181583
2018-10-05,179038
2018-10-06,179145
2018-10-07,178278
2018-10-08,179956
2018-10-09,179714
2018-10-10,179725
2018-10-11,179292
2018-10-12,178057
2018-10-13,176820
2018-10-14,175355
2018-10-15,175499
2018-10-16,174726
2018-10-17,174340
2018-10-18,173881
2018-10-19,175422
2018-10-20,174404
2018-10-21,173897
2018-10-22,174509
2018-10-23,173884
2018-10-24,173113
2018-10-25,173456
2018-10-26,172667
2018-10-27,172551
2018-10-28,173061
2018-10-29,175012
2018-10-30,173633
2018-10-31,172760
2018-11-01,172584
2018-11-03,172391
2018-11-04,171165
2018-11-05,171334
2018-11-06,170140
2018-11-07,169043
2018-11-08,167513
2018-11-09,164879
2018-11-10,162487
2018-11-11,161760
2018-11-12,162397
2018-11-13,166540
2018-11-14,166509
2018-11-15,167013
2018-11-16,165429
2018-11-17,163856
2018-11-18,163248
2018-11-19,162427
2018-11-20,160614
2018-11-21,159009
2018-11-22,154808
2018-11-23,153446
2018-11-24,152351
2018-11-25,157411
2018-11-26,160826
2018-11-27,164309
2018-11-28,164181
2018-11-29,165095
2018-12-01,165817
2018-12-02,167394
2018-12-03,166703
2018-12-04,168042
2018-12-05,166495
2018-12-07,160213
2018-12-09,149208
2018-12-10,148690
2018-12-11,149495
2018-12-12,148518
2018-12-13,149056
2018-12-14,148085
2018-12-15,147604
2018-12-16,146329
2018-12-17,143494
2018-12-18,140441
2018-12-19,140721
2018-12-20,141431
2018-12-21,143343
2018-12-22,143465
2018-12-23,141313
2018-12-24,139093
2018-12-25,137907
2018-12-26,136428
2018-12-27,134168
2018-12-28,132072
2018-12-29,130861
2018-12-30,128741
2018-12-31,130604
2019-01-01,135372
2019-01-02,140905
2019-01-03,146608
2019-01-04,152970
2019-01-05,157358
2019-01-06,153957
2019-01-08,152744
2019-01-10,146721
2019-01-11,143191
2019-01-12,147647
2019-01-13,154516
2019-01-14,161206
2019-01-15,169263
2019-01-16,173737
2019-01-17,179014
2019-01-18,186558
2019-01-19,189539
2019-01-20,188904
2019-01-21,191820
2019-01-22,198613
2019-01-23,197621
2019-01-24,202317
2019-01-25,204246
2019-01-26,201496
2019-01-27,193821
2019-01-28,185050
2019-01-29,181138
2019-01-30,179011
2019-01-31,178213
2019-02-01,179160
2019-02-02,175544
2019-02-03,173339
2019-02-04,169700
2019-02-05,168816
2019-02-06,164609
2019-02-07,161483
2019-02-08,161944
2019-02-09,159073
2019-02-10,155865
2019-02-11,155204
2019-02-12,156320
2019-02-13,159717
2019-02-14,159965
2019-02-15,160962
2019-02-16,158263
2019-02-17,157211
2019-02-18,155839
2019-02-19,156172
2019-02-20,156650
2019-02-21,158799
2019-02-22,161743
2019-02-23,160180
2019-02-24,158946
2019-02-25,158596
2019-02-26,156131
2019-02-27,156123
2019-02-28,155789
2019-03-01,153441
2019-03-02,151975
2019-03-03,148616
2019-03-04,143583
2019-03-05,141117
2019-03-06,141019
2019-03-07,143086
2019-03-08,142489
2019-03-09,142935
2019-03-10,146881
2019-03-11,146129
2019-03-12,144631
2019-03-13,143004
2019-03-14,141427
2019-03-15,138240
2019-03-16,137145
2019-03-17,138908
2019-03-18,141567
2019-03-19,140896
2019-03-20,141647
2019-03-21,139781
2019-03-22,137888
2019-03-23,137761
2019-03-24,136434
2019-03-25,136125
2019-03-26,135508
2019-03-27,136118
2019-03-28,140288
2019-03-29,141039
2019-03-30,140977
2019-03-31,140252
2019-04-01,139754
2019-04-02,139282
2019-04-03,138927
2019-04-04,138994
