date_obj,Kebbit%20claws price
2015-08-26,9921
2015-08-27,9921
2015-08-28,9921
2015-08-29,9921
2015-08-30,9921
2015-08-31,9921
2015-09-01,9921
2015-09-02,9921
2015-09-03,9921
2015-09-04,9921
2015-09-05,9921
2015-09-06,9921
2015-09-07,9921
2015-09-08,9454
2015-09-09,9454
2015-09-10,9454
2015-09-11,9454
2015-09-12,9454
2015-09-13,9454
2015-09-14,9454
2015-09-15,9454
2015-09-16,9454
2015-09-17,9454
2015-09-18,9454
2015-09-19,9454
2015-09-20,9454
2015-09-21,9454
2015-09-22,9009
2015-09-23,9009
2015-09-24,9009
2015-09-25,9009
2015-09-27,9009
2015-09-28,9009
2015-09-29,9009
2015-09-30,9009
2015-10-05,9009
2015-10-06,9009
2015-10-07,9009
2015-10-08,8621
2015-10-09,8621
2015-10-10,8621
2015-10-11,8621
2015-10-12,8621
2015-10-13,8621
2015-10-14,8621
2015-10-15,8621
2015-10-16,8621
2015-10-17,8621
2015-10-18,8621
2015-10-19,8621
2015-10-20,8212
2015-10-22,8212
2015-10-23,8212
2015-10-24,8212
2015-10-25,8212
2015-10-26,8212
2015-10-27,8212
2015-10-29,8212
2015-10-30,8212
2015-10-31,8212
2015-11-01,8212
2015-11-02,8212
2015-11-03,8212
2015-11-04,7808
2015-11-05,7808
2015-11-06,7808
2015-11-07,7808
2015-11-08,7808
2015-11-09,7808
2015-11-10,7808
2015-11-11,7808
2015-11-12,7808
2015-11-13,7808
2015-11-14,7808
2015-11-15,7808
2015-11-16,7808
2015-11-17,7808
2015-11-18,7443
2015-11-19,7443
2015-11-20,7443
2015-11-21,7443
2015-11-22,7443
2015-11-23,7443
2015-11-24,7443
2015-11-25,7443
2015-11-26,7443
2015-11-27,7443
2015-11-28,7443
2015-11-29,7443
2015-11-30,7443
2015-12-01,7166
2015-12-02,7166
2015-12-03,7166
2015-12-04,7166
2015-12-05,7166
2015-12-06,7166
2015-12-07,7166
2015-12-08,7166
2015-12-09,7166
2015-12-10,7166
2015-12-11,7166
2015-12-12,7166
2015-12-13,7166
2015-12-14,6841
2015-12-15,6841
2015-12-16,6841
2015-12-17,6841
2015-12-18,6841
2015-12-19,6841
2015-12-20,6841
2015-12-21,6841
2015-12-22,6841
2015-12-23,6509
2015-12-24,6509
2015-12-25,6509
2015-12-26,6509
2015-12-27,6509
2015-12-28,6509
2015-12-29,6509
2015-12-30,6509
2015-12-31,6509
2016-01-01,6197
2016-01-02,6197
2016-01-03,6197
2016-01-04,6197
2016-01-05,6197
2016-01-06,6197
2016-01-07,6197
2016-01-08,6197
2016-01-09,6197
2016-01-10,6197
2016-01-11,6197
2016-01-12,5900
2016-01-13,5900
2016-01-14,5900
2016-01-15,5900
2016-01-16,5900
2016-01-17,5900
2016-01-18,5900
2016-01-19,5900
2016-01-20,5900
2016-01-21,5900
2016-01-22,5628
2016-01-23,5628
2016-01-24,5628
2016-01-25,5628
2016-01-26,5628
2016-01-27,5628
2016-01-28,5628
2016-01-29,5409
2016-01-30,5409
2016-01-31,5409
2016-02-01,5409
2016-02-02,5340
2016-02-03,5340
2016-02-04,5340
2016-02-05,5340
2016-02-06,5128
2016-02-07,5128
2016-02-08,5128
2016-02-09,5128
2016-02-10,5128
2016-02-11,4965
2016-02-12,4965
2016-02-13,4965
2016-02-14,4965
2016-02-15,4965
2016-02-16,4965
2016-02-17,4965
2016-02-18,4716
2016-02-19,4716
2016-02-20,4716
2016-02-21,4716
2016-02-22,4716
2016-02-23,4716
2016-02-24,4482
2016-02-25,4482
2016-02-26,4482
2016-02-27,4482
2016-02-28,4482
2016-02-29,4482
2016-03-01,4281
2016-03-02,4281
2016-03-03,4281
2016-03-04,4281
2016-03-05,4281
2016-03-06,4281
2016-03-07,4281
2016-03-08,4081
2016-03-09,4081
2016-03-10,4081
2016-03-11,4081
2016-03-12,4081
2016-03-13,4081
2016-03-14,4081
2016-03-15,4081
2016-03-16,3897
2016-03-17,3897
2016-03-18,3897
2016-03-19,3897
2016-03-20,3897
2016-03-21,3897
2016-03-22,3897
2016-03-23,3897
2016-03-24,3715
2016-03-25,3715
2016-03-26,3715
2016-03-27,3715
2016-03-28,3715
2016-03-29,3715
2016-03-30,3715
2016-03-31,3715
2016-04-01,3715
2016-04-02,3715
2016-04-03,3529
2016-04-04,3529
2016-04-05,3529
2016-04-06,3529
2016-04-07,3529
2016-04-08,3529
2016-04-09,3529
2016-04-10,3529
2016-04-11,3529
2016-04-12,3352
2016-04-13,3352
2016-04-14,3352
2016-04-15,3352
2016-04-16,3352
2016-04-17,3352
2016-04-18,3352
2016-04-19,3352
2016-04-20,3191
2016-04-21,3191
2016-04-22,3191
2016-04-23,3191
2016-04-24,3191
2016-04-25,3191
2016-04-26,3191
2016-04-27,3191
2016-04-28,3037
2016-04-29,3037
2016-04-30,3037
2016-05-01,3037
2016-05-02,3037
2016-05-03,3037
2016-05-04,3037
2016-05-05,2895
2016-05-06,2895
2016-05-07,2895
2016-05-08,2895
2016-05-09,2895
2016-05-10,2895
2016-05-11,2895
2016-05-12,2895
2016-05-13,2895
2016-05-14,2895
2016-05-15,2766
2016-05-16,2766
2016-05-17,2766
2016-05-18,2766
2016-05-19,2766
2016-05-22,2766
2016-05-23,2633
2016-05-24,2633
2016-05-25,2633
2016-05-26,2633
2016-05-27,2633
2016-05-28,2633
2016-05-29,2509
2016-05-30,2509
2016-05-31,2509
2016-06-01,2509
2016-06-02,2509
2016-06-03,2509
2016-06-04,2509
2016-06-05,2509
2016-06-06,2392
2016-06-07,2392
2016-06-08,2392
2016-06-09,2392
2016-06-10,2392
2016-06-11,2392
2016-06-12,2392
2016-06-13,2294
2016-06-14,2294
2016-06-15,2294
2016-06-16,2294
2016-06-17,2294
2016-06-18,2294
2016-06-19,2184
2016-06-20,2184
2016-06-21,2184
2016-06-22,2184
2016-06-23,2184
2016-06-24,2184
2016-06-25,2075
2016-06-26,2075
2016-06-27,2075
2016-06-28,2075
2016-06-29,2075
2016-06-30,2075
2016-07-01,2075
2016-07-02,2075
2016-07-03,2075
2016-07-04,1971
2016-07-05,1971
2016-07-06,1971
2016-07-07,1971
2016-07-08,1971
2016-07-09,1971
2016-07-10,1876
2016-07-11,1876
2016-07-12,1876
2016-07-13,1876
2016-07-14,1876
2016-07-15,1876
2016-07-16,1787
2016-07-17,1787
2016-07-18,1787
2016-07-23,1787
2016-07-24,1708
2016-07-25,1708
2016-07-26,1708
2016-07-27,1708
2016-07-28,1708
2016-07-29,1622
2016-07-30,1622
2016-07-31,1622
2016-08-01,1622
2016-08-02,1622
2016-08-03,1541
2016-08-04,1541
2016-08-05,1541
2016-08-06,1541
2016-08-07,1541
2016-08-08,1541
2016-08-09,1541
2016-08-10,1479
2016-08-11,1479
2016-08-12,1479
2016-08-13,1479
2016-08-14,1479
2016-08-15,1479
2016-08-16,1479
2016-08-17,1479
2016-08-18,1479
2016-08-19,1427
2016-08-20,1427
2016-08-21,1427
2016-08-22,1427
2016-08-23,1427
2016-08-24,1427
2016-08-25,1427
2016-08-26,1427
2016-08-28,1427
2016-08-31,1372
2016-09-01,1372
2016-09-02,1372
2016-09-03,1372
2016-09-04,1372
2016-09-05,1372
2016-09-06,1372
2016-09-07,1372
2016-09-08,1372
2016-09-09,1372
2016-09-10,1307
2016-09-11,1307
2016-09-12,1307
2016-09-13,1307
2016-09-14,1307
2016-09-15,1307
2016-09-16,1307
2016-09-17,1307
2016-09-18,1307
2016-09-19,1307
2016-09-20,1307
2016-09-21,1307
2016-09-22,1250
2016-09-23,1250
2016-09-24,1250
2016-09-25,1250
2016-09-26,1250
2016-09-27,1250
2016-09-28,1250
2016-09-29,1250
2016-09-30,1250
2016-10-01,1250
2016-10-02,1250
2016-10-03,1250
2016-10-04,1250
2016-10-05,1188
2016-10-06,1188
2016-10-07,1188
2016-10-08,1188
2016-10-09,1188
2016-10-10,1188
2016-10-11,1188
2016-10-12,1188
2016-10-13,1188
2016-10-14,1188
2016-10-15,1130
2016-10-16,1130
2016-10-17,1130
2016-10-18,1130
2016-10-19,1130
2016-10-20,1130
2016-10-21,1130
2016-10-22,1130
2016-10-23,1130
2016-10-24,1130
2016-10-25,1130
2016-10-26,1130
2016-10-27,1098
2016-10-28,1098
2016-10-29,1098
2016-10-30,1098
2016-10-31,1098
2016-11-01,1098
2016-11-02,1098
2016-11-03,1098
2016-11-04,1098
2016-11-05,1098
2016-11-06,1098
2016-11-07,1098
2016-11-08,1112
2016-11-09,1112
2016-11-10,1112
2016-11-11,1112
2016-11-12,1112
2016-11-13,1112
2016-11-14,1112
2016-12-07,1026
2016-12-08,1026
2016-12-09,1026
2016-12-10,1026
2016-12-11,1026
2016-12-12,1026
2016-12-13,1026
2016-12-14,1026
2016-12-15,1026
2016-12-16,1026
2016-12-17,1015
2016-12-18,1015
2016-12-19,1015
2016-12-20,1015
2016-12-21,1015
2016-12-22,1015
2016-12-23,1015
2016-12-24,1015
2016-12-25,1015
2016-12-26,1015
2016-12-27,1015
2016-12-28,987
2016-12-29,987
2016-12-30,987
2016-12-31,987
2017-01-01,987
2017-01-02,987
2017-01-03,987
2017-01-04,987
2017-01-05,987
2017-01-06,972
2017-01-07,972
2017-01-08,972
2017-01-09,972
2017-01-10,972
2017-01-11,972
2017-01-12,972
2017-01-13,972
2017-01-14,972
2017-01-15,938
2017-01-16,938
2017-01-17,938
2017-01-18,938
2017-01-19,938
2017-01-20,938
2017-01-21,938
2017-01-22,938
2017-01-27,929
2017-01-28,929
2017-01-29,929
2017-01-30,929
2017-01-31,929
2017-02-01,929
2017-02-02,929
2017-02-03,926
2017-02-04,926
2017-02-05,926
2017-02-06,926
2017-02-07,926
2017-02-08,926
2017-02-09,926
2017-02-10,926
2017-02-11,926
2017-02-12,926
2017-02-13,892
2017-02-14,892
2017-02-15,892
2017-02-16,892
2017-02-18,892
2017-02-19,892
2017-02-20,892
2017-02-21,892
2017-02-22,892
2017-02-23,899
2017-02-24,899
2017-02-25,899
2017-02-26,899
2017-02-27,899
2017-02-28,899
2017-03-01,899
2017-03-02,899
2017-03-03,917
2017-03-04,917
2017-03-05,917
2017-03-06,917
2017-03-07,917
2017-03-08,917
2017-03-09,917
2017-03-10,917
2017-03-11,926
2017-03-12,926
2017-03-13,926
2017-03-14,926
2017-03-15,926
2017-03-16,926
2017-03-17,926
2017-03-18,926
2017-03-19,957
2017-03-20,957
2017-03-21,957
2017-03-22,957
2017-03-23,957
2017-03-24,957
2017-03-25,957
2017-03-26,957
2017-03-27,957
2017-03-28,935
2017-03-29,935
2017-03-30,935
2017-03-31,935
2017-04-01,935
2017-04-02,935
2017-04-03,935
2017-04-04,935
2017-04-12,893
2017-04-13,893
2017-04-14,893
2017-04-15,893
2017-04-16,879
2017-04-17,879
2017-04-18,879
2017-04-19,879
2017-04-20,879
2017-04-21,879
2017-04-22,879
2017-04-23,879
2017-04-24,879
2017-04-25,878
2017-04-26,878
2017-04-27,878
2017-04-28,878
2017-04-29,878
2017-04-30,878
2017-05-01,878
2017-05-02,878
2017-05-03,878
2017-05-04,878
2017-05-05,837
2017-05-06,837
2017-05-07,837
2017-05-08,837
2017-05-09,837
2017-05-10,837
2017-05-11,837
2017-05-12,837
2017-05-13,837
2017-05-14,815
2017-05-15,815
2017-05-16,815
2017-05-17,815
2017-05-18,815
2017-05-19,815
2017-05-20,815
2017-05-21,815
2017-05-22,815
2017-05-23,815
2017-05-24,806
2017-05-25,806
2017-05-26,806
2017-05-27,806
2017-05-28,806
2017-05-29,806
2017-05-30,806
2017-05-31,806
2017-06-01,806
2017-06-02,810
2017-06-03,810
2017-06-04,810
2017-06-06,810
2017-06-07,810
2017-06-08,810
2017-06-09,810
2017-06-10,800
2017-06-11,800
2017-06-12,800
2017-06-13,800
2017-06-14,800
2017-06-15,800
2017-06-16,800
2017-06-17,800
2017-06-18,800
2017-06-19,785
2017-06-20,785
2017-06-21,785
2017-06-22,785
2017-06-23,785
2017-06-24,785
2017-06-25,785
2017-06-26,785
2017-06-27,785
2017-06-28,785
2017-06-29,790
2017-06-30,790
2017-07-01,790
2017-07-02,790
2017-07-03,790
2017-07-04,790
2017-07-05,790
2017-07-06,790
2017-07-07,790
2017-07-08,790
2017-07-13,782
2017-07-14,782
2017-07-15,782
2017-07-16,782
2017-07-17,782
2017-07-18,782
2017-07-19,760
2017-07-20,760
2017-07-21,760
2017-07-22,760
2017-07-23,760
2017-07-24,760
2017-07-25,760
2017-07-26,760
2017-07-27,760
2017-07-28,760
2017-07-29,760
2017-07-30,748
2017-07-31,748
2017-08-01,748
2017-08-02,748
2017-08-03,748
2017-08-04,748
2017-08-05,748
2017-08-06,748
2017-08-09,725
2017-08-10,725
2017-08-11,725
2017-08-12,725
2017-08-13,725
2017-08-14,725
2017-08-15,725
2017-08-17,725
2017-08-18,725
2017-08-19,725
2017-08-20,711
2017-08-21,711
2017-08-22,711
2017-08-23,711
2017-08-24,711
2017-08-25,711
2017-08-26,711
2017-08-27,711
2017-08-28,711
2017-08-29,684
2017-08-30,684
2017-08-31,684
2017-09-01,684
2017-09-02,684
2017-09-03,684
2017-09-04,684
2017-09-05,684
2017-09-06,684
2017-09-07,666
2017-09-08,666
2017-09-09,666
2017-09-10,666
2017-09-11,666
2017-09-12,666
2017-09-13,666
2017-09-14,666
2017-09-15,666
2017-09-16,635
2017-09-17,635
2017-09-19,635
2017-09-20,635
2017-09-21,635
2017-09-22,635
2017-09-23,635
2017-09-24,635
2017-09-25,635
2017-09-26,612
2017-09-27,612
2017-09-28,612
2017-09-29,612
2017-09-30,612
2017-10-01,612
2017-10-02,612
2017-10-03,612
2017-10-04,612
2017-10-05,589
2017-10-06,589
2017-10-07,589
2017-10-08,589
2017-10-09,589
2017-10-10,589
2017-10-11,589
2017-10-12,589
2017-10-13,589
2017-10-14,562
2017-10-15,562
2017-10-16,562
2017-10-17,562
2017-10-18,562
2017-10-19,562
2017-10-20,562
2017-10-21,562
2017-10-22,562
2017-10-23,539
2017-10-24,539
2017-10-25,539
2017-10-26,539
2017-10-27,539
2017-10-28,539
2017-10-29,539
2017-10-30,539
2017-10-31,525
2017-11-01,525
2017-11-02,525
2017-11-03,525
2017-11-04,525
2017-11-05,525
2017-11-06,525
2017-11-07,525
2017-11-08,525
2017-11-09,546
2017-11-10,546
2017-11-11,546
2017-11-12,546
2017-11-13,546
2017-11-14,546
2017-11-15,546
2017-11-16,546
2017-11-17,546
2017-11-18,568
2017-11-19,568
2017-11-20,568
2017-11-21,568
2017-11-22,568
2017-11-23,568
2017-11-24,568
2017-11-25,568
2017-11-26,592
2017-11-27,592
2017-11-28,592
2017-11-29,592
2017-11-30,592
2017-12-01,592
2017-12-02,592
2017-12-03,592
2017-12-04,592
2017-12-05,586
2017-12-06,586
2017-12-07,586
2017-12-08,586
2017-12-09,586
2017-12-10,586
2017-12-11,586
2017-12-12,586
2017-12-14,561
2017-12-15,561
2017-12-16,561
2017-12-17,561
2017-12-18,561
2017-12-19,561
2017-12-20,561
2017-12-21,533
2017-12-22,533
2017-12-23,533
2017-12-24,533
2017-12-25,533
2017-12-26,533
2017-12-27,533
2017-12-28,533
2017-12-29,533
2017-12-30,533
2017-12-31,521
2018-01-01,521
2018-01-02,521
2018-01-03,521
2018-01-04,521
2018-01-05,521
2018-01-06,521
2018-01-07,530
2018-01-08,530
2018-01-09,530
2018-01-10,530
2018-01-11,530
2018-01-12,530
2018-01-13,530
2018-01-14,530
2018-01-15,533
2018-01-16,533
2018-01-17,533
2018-01-18,533
2018-01-19,533
2018-01-20,533
2018-01-21,533
2018-01-22,524
2018-01-23,524
2018-01-25,524
2018-01-26,504
2018-01-27,504
2018-01-28,504
2018-01-29,514
2018-01-31,514
2018-02-01,501
2018-02-02,501
2018-02-03,501
2018-02-04,518
2018-02-05,518
2018-02-06,518
2018-02-07,520
2018-02-08,520
2018-02-09,520
2018-02-10,520
2018-02-11,546
2018-02-12,546
2018-02-13,546
2018-02-14,539
2018-02-15,539
2018-02-16,539
2018-02-17,522
2018-02-18,522
2018-02-19,522
2018-02-20,534
2018-02-21,534
2018-02-22,534
2018-02-23,512
2018-02-24,512
2018-02-25,512
2018-02-26,512
2018-02-27,493
2018-02-28,493
2018-03-01,493
2018-03-02,476
2018-03-03,476
2018-03-04,476
2018-03-05,476
2018-03-06,499
2018-03-07,499
2018-03-08,499
2018-03-09,499
2018-03-10,505
2018-03-11,505
2018-03-12,505
2018-03-13,505
2018-03-14,496
2018-03-15,496
2018-03-16,496
2018-03-17,496
2018-03-18,475
2018-03-19,475
2018-03-20,475
2018-03-21,475
2018-03-23,456
2018-03-24,456
2018-03-25,456
2018-03-26,453
2018-03-27,453
2018-03-28,453
2018-03-29,443
2018-03-30,443
2018-03-31,443
2018-04-01,443
2018-04-02,440
2018-04-03,440
2018-04-04,440
2018-04-05,440
2018-04-06,425
2018-04-07,425
2018-04-08,425
2018-04-09,425
2018-04-10,410
2018-04-11,410
2018-04-12,410
2018-04-13,410
2018-04-14,393
2018-04-15,393
2018-04-16,393
2018-04-17,395
2018-04-18,395
2018-04-19,395
2018-04-20,395
2018-04-21,381
2018-04-22,381
2018-04-23,381
2018-04-24,381
2018-04-25,392
2018-04-26,392
2018-04-27,392
2018-04-28,394
2018-04-29,394
2018-04-30,391
2018-05-01,391
2018-05-04,398
2018-05-05,398
2018-05-06,398
2018-05-07,405
2018-05-08,405
2018-05-09,423
2018-05-10,423
2018-05-11,440
2018-05-12,440
2018-05-13,460
2018-05-14,460
2018-05-15,460
2018-05-16,483
2018-05-17,483
2018-05-18,500
2018-05-19,500
2018-05-20,500
2018-05-21,481
2018-05-22,481
2018-05-23,481
2018-05-24,464
2018-05-25,464
2018-05-26,461
2018-05-27,461
2018-05-28,461
2018-05-29,463
2018-05-30,463
2018-05-31,463
2018-06-01,463
2018-06-02,472
2018-06-03,472
2018-06-04,472
2018-06-05,472
2018-06-06,468
2018-06-07,468
2018-06-08,468
2018-06-09,468
2018-06-10,447
2018-06-11,447
2018-06-12,447
2018-06-13,430
2018-06-14,430
2018-06-15,430
2018-06-16,409
2018-06-17,409
2018-06-18,409
2018-06-19,391
2018-06-20,391
2018-06-21,391
2018-06-22,379
2018-06-23,379
2018-06-24,379
2018-06-25,361
2018-06-26,361
2018-06-27,361
2018-06-28,345
2018-06-29,345
2018-06-30,345
2018-07-01,341
2018-07-02,341
2018-07-03,341
2018-07-04,341
2018-07-05,351
2018-07-06,351
2018-07-07,351
2018-07-08,351
2018-07-09,343
2018-07-10,343
2018-07-11,343
2018-07-12,343
2018-07-13,343
2018-07-14,339
2018-07-15,339
2018-07-16,339
2018-07-17,339
2018-07-18,345
2018-07-19,345
2018-07-20,345
2018-07-21,345
2018-07-22,345
2018-07-23,345
2018-07-24,345
2018-07-25,345
2018-07-26,361
2018-07-27,361
2018-07-28,361
2018-07-29,380
2018-07-30,380
2018-07-31,374
2018-08-01,374
2018-08-02,375
2018-08-03,375
2018-08-04,366
2018-08-05,366
2018-08-06,366
2018-08-07,366
2018-08-08,362
2018-08-09,362
2018-08-10,351
2018-08-11,351
2018-08-12,342
2018-08-14,327
2018-08-16,314
2018-08-17,309
2018-08-18,309
2018-08-19,304
2018-08-20,294
2018-08-21,294
2018-08-22,284
2018-08-23,284
2018-08-24,283
2018-08-25,285
2018-08-26,285
2018-08-27,290
2018-08-28,290
2018-08-29,296
2018-08-30,296
2018-08-31,299
2018-09-01,299
2018-09-02,309
2018-09-03,309
2018-09-04,323
2018-09-05,323
2018-09-06,309
2018-09-07,306
2018-09-08,306
2018-09-09,304
2018-09-10,304
2018-09-11,302
2018-09-12,302
2018-09-13,291
2018-09-14,291
2018-09-15,282
2018-09-16,282
2018-09-17,282
2018-09-18,275
2018-09-19,275
2018-09-20,275
2018-09-21,276
2018-09-22,276
2018-09-23,282
2018-09-24,282
2018-09-25,292
2018-09-26,292
2018-09-27,292
2018-09-28,292
2018-09-29,292
2018-09-30,288
2018-10-02,289
2018-10-03,289
2018-10-04,295
2018-10-05,295
2018-10-06,291
2018-10-07,291
2018-10-08,291
2018-10-09,287
2018-10-10,287
2018-10-11,289
2018-10-12,289
2018-10-13,289
2018-10-14,297
2018-10-15,297
2018-10-16,297
2018-10-17,297
2018-10-18,297
2018-10-19,305
2018-10-20,305
2018-10-21,305
2018-10-22,311
2018-10-23,311
2018-10-24,311
2018-10-25,310
2018-10-26,310
2018-10-27,310
2018-10-28,309
2018-10-29,309
2018-10-30,309
2018-10-31,321
2018-11-01,321
2018-11-03,338
2018-11-04,355
2018-11-05,361
2018-11-06,361
2018-11-07,380
2018-11-08,380
2018-11-09,399
2018-11-10,399
2018-11-11,411
2018-11-12,425
2018-11-13,425
2018-11-14,442
2018-11-15,442
2018-11-16,446
2018-11-17,446
2018-11-18,445
2018-11-19,445
2018-11-20,459
2018-11-21,459
2018-11-22,469
2018-11-23,469
2018-11-24,484
2018-11-25,503
2018-11-26,503
2018-11-27,524
2018-11-28,524
2018-11-29,542
2018-12-01,535
2018-12-02,535
2018-12-03,538
2018-12-04,538
2018-12-05,545
2018-12-07,533
2018-12-09,531
2018-12-10,523
2018-12-11,523
2018-12-12,527
2018-12-13,527
2018-12-14,514
2018-12-15,514
2018-12-16,530
2018-12-17,530
2018-12-18,538
2018-12-19,538
2018-12-20,550
2018-12-21,550
2018-12-22,560
2018-12-23,580
2018-12-24,580
2018-12-25,586
2018-12-26,586
2018-12-27,572
2018-12-28,572
2018-12-29,592
2018-12-30,592
2018-12-31,613
2019-01-01,613
2019-01-02,611
2019-01-03,611
2019-01-04,623
2019-01-05,637
2019-01-06,633
2019-01-08,605
2019-01-10,605
2019-01-11,605
2019-01-12,582
2019-01-13,558
2019-01-14,541
2019-01-15,541
2019-01-16,513
2019-01-17,492
2019-01-18,492
2019-01-19,482
2019-01-20,482
2019-01-21,468
2019-01-22,444
2019-01-23,444
2019-01-24,423
2019-01-25,423
2019-01-26,412
2019-01-27,412
2019-01-28,408
2019-01-29,392
2019-01-30,392
2019-01-31,390
2019-02-01,382
2019-02-02,382
2019-02-03,372
2019-02-04,372
2019-02-05,370
2019-02-06,370
2019-02-07,367
2019-02-08,367
2019-02-09,365
2019-02-10,365
2019-02-11,364
2019-02-12,364
2019-02-13,345
2019-02-14,345
2019-02-15,336
2019-02-16,336
2019-02-17,338
2019-02-18,338
2019-02-19,350
2019-02-20,350
2019-02-21,368
2019-02-22,368
2019-02-23,381
2019-02-24,395
2019-02-25,404
2019-02-26,404
2019-02-27,425
2019-02-28,425
2019-03-01,447
2019-03-02,447
2019-03-03,470
2019-03-04,485
2019-03-05,485
2019-03-06,480
2019-03-07,480
2019-03-08,480
2019-03-09,492
2019-03-10,492
2019-03-11,500
2019-03-12,513
2019-03-13,513
2019-03-14,531
2019-03-15,531
2019-03-16,558
2019-03-17,586
2019-03-18,586
2019-03-19,616
2019-03-20,616
2019-03-21,647
2019-03-22,647
2019-03-23,680
2019-03-24,680
2019-03-25,714
2019-03-26,714
2019-03-27,750
2019-03-28,750
2019-03-29,763
2019-03-30,763
2019-03-31,763
2019-04-01,733
2019-04-02,733
2019-04-03,713
2019-04-04,713
2019-04-05,730
2019-04-06,730
2019-04-07,706
2019-04-08,706
2019-04-09,682
2019-04-10,682
2019-04-11,664
2019-04-12,664
2019-04-13,669
2019-04-14,669
2019-04-15,665
2019-04-16,665
2019-04-17,635
2019-04-18,635
2019-04-19,608
2019-04-20,608
2019-04-21,613
2019-04-22,613
2019-04-23,608
2019-04-24,608
2019-04-25,602
2019-04-26,602
2019-04-27,623
2019-04-28,623
2019-04-29,623
2019-04-30,648
2019-05-01,648
2019-05-02,648
2019-05-03,671
2019-05-04,671
2019-05-05,702
2019-05-06,702
2019-05-07,704
2019-05-08,704
2019-05-09,704
2019-05-10,712
2019-05-11,712
2019-05-12,744
2019-05-13,744
2019-05-14,782
2019-05-15,782
2019-05-16,782
2019-05-17,822
2019-05-18,822
2019-05-19,863
2019-05-20,863
2019-05-21,826
2019-05-22,826
2019-05-23,788
2019-05-24,788
2019-05-25,757
2019-05-26,757
2019-05-27,738
2019-05-28,738
2019-05-29,732
2019-05-30,732
2019-05-31,732
2019-06-01,698
2019-06-02,698
2019-06-03,667
2019-06-04,667
2019-06-05,638
2019-06-06,638
2019-06-07,612
2019-06-08,612
2019-06-09,581
2019-06-10,581
2019-06-11,555
2019-06-12,555
2019-06-13,534
2019-06-14,534
2019-06-15,534
2019-06-16,524
2019-06-17,524
2019-06-18,524
2019-06-19,508
2019-06-20,508
2019-06-21,484
2019-06-22,484
2019-06-23,468
2019-06-24,468
2019-06-25,468
2019-06-26,450
2019-06-27,450
2019-06-28,450
2019-06-29,432
2019-06-30,432
