date_obj,Zamorak%20platelegs price
2019-04-09,53019
2019-04-10,53390
2019-04-11,52422
2019-04-12,51501
2019-04-13,50554
2019-04-14,48719
2019-04-15,48432
2019-04-16,47425
2019-04-17,48219
2019-04-18,48397
2019-04-19,48551
2019-04-20,47594
2019-04-21,47510
2019-04-22,48068
2019-04-23,47899
2019-04-24,46979
2019-04-25,46122
2019-04-26,45587
2019-04-27,44956
2019-04-28,45153
2019-04-29,45469
2019-04-30,44902
2019-05-01,44213
2019-05-02,43480
2019-05-03,42737
2019-05-04,42631
2019-05-05,42874
2019-05-06,42717
2019-05-07,42594
2019-05-08,42628
2019-05-09,42386
2019-05-10,43023
2019-05-11,43110
2019-05-12,43962
2019-05-13,45412
2019-05-14,46073
2019-05-15,46445
2019-05-16,46847
2019-05-17,47821
2019-05-18,48740
2019-05-19,48990
2019-05-20,50180
2019-05-21,51027
2019-05-22,52439
2019-05-23,54441
2019-05-24,56050
2019-05-25,57327
2019-05-26,58270
2019-05-27,59205
2019-05-28,60282
2019-05-29,60094
2019-05-30,61001
2019-05-31,61380
2019-06-01,59984
2019-06-02,58733
2019-06-03,59126
2019-06-04,59355
2019-06-05,59256
2019-06-06,59906
2019-06-07,61090
2019-06-08,62039
2019-06-09,62671
2019-06-10,62671
2019-06-11,62115
2019-06-12,62017
2019-06-13,60834
2019-06-14,60296
2019-06-15,59307
2019-06-16,59878
2019-06-17,60278
2019-06-18,60458
2019-06-19,60188
2019-06-20,60069
2019-06-21,58994
2019-06-22,58740
2019-06-23,58310
2019-06-24,58974
2019-06-25,58233
2019-06-26,58179
2019-06-27,58463
2019-06-28,57355
2019-06-29,57176
2019-06-30,57150
2019-07-01,57694
2019-07-02,57665
2019-07-03,58230
2019-07-04,57918
2019-07-05,57479
2019-07-06,57678
2019-07-07,57387
2019-07-08,57367
2019-07-09,55888
2019-07-10,55638
2019-07-11,56645
2019-07-12,57118
2019-07-13,57437
2019-07-14,58273
2019-07-15,58447
2019-07-16,58157
2019-07-17,58183
2019-07-18,58550
2019-07-19,58868
2019-07-20,58977
2019-07-21,58732
2019-07-22,58287
2019-07-23,57673
2019-07-24,56188
2019-07-25,55325
2019-07-26,56546
2019-07-27,56721
2019-07-28,56472
2019-07-29,55043
2019-07-30,55154
2019-07-31,54700
2019-08-01,54922
2019-08-02,55056
2019-08-03,54889
2019-08-04,55172
2019-08-05,55029
2019-08-06,54469
2019-08-07,55433
2019-08-08,55833
2019-08-09,56452
2019-08-10,57405
2019-08-11,57911
2019-08-12,57252
2019-08-13,57646
2019-08-14,58362
2019-08-15,58769
2019-08-16,59251
2019-08-17,60783
2019-08-18,63003
2019-08-19,65599
2019-08-20,67254
2019-08-21,69970
2019-08-22,70952
2019-08-23,69084
2019-08-24,68957
2019-08-24,68957
2019-08-25,68970
2019-08-25,68970
2019-08-26,67918
2019-08-26,67918
2019-08-27,67313
2019-08-27,67313
2019-08-28,68386
2019-08-29,69446
2019-08-30,68045
2019-08-31,66723
2019-09-01,66897
2019-09-02,66133
2019-09-03,65703
2019-09-04,64119
2019-09-05,64528
2019-09-06,64820
2019-09-07,63798
2019-09-08,64077
2019-09-09,63601
2019-09-10,63882
2019-09-11,63847
2019-09-12,63264
2019-09-13,63427
2019-09-14,62634
2019-09-15,62962
2019-09-16,62775
2019-09-17,64602
2019-09-18,64085
2019-09-19,64263
2019-09-20,63748
2019-09-21,63291
2019-09-22,63844
2019-09-23,64401
2019-09-24,64401
2019-09-25,63529
2019-09-26,63506
2019-09-27,63156
2019-09-28,61961
2019-09-29,60706
2019-09-30,60680
2019-10-01,60268
2019-10-02,58423
2019-10-03,56847
2019-10-04,54813
2019-10-05,53750
2019-10-06,53052
2019-10-07,53037
2019-10-08,53942
2019-10-09,53942
2019-10-10,54419
2019-10-11,55498
2019-10-12,54547
2019-10-13,53045
2019-10-14,51435
2019-10-15,49374
2019-10-16,47168
2019-10-17,46134
2019-10-18,46168
2019-10-19,46339
2019-10-20,47279
2019-10-21,48108
2019-10-22,48838
2019-10-23,48682
2019-10-24,48180
2019-10-25,47147
2019-10-26,47183
2019-10-27,46263
2019-10-28,46696
2019-10-29,47447
2019-10-30,48668
2019-10-31,50320
2019-11-01,51086
2019-11-02,52221
2019-11-03,53622
2019-11-04,54686
2019-11-05,55153
2019-11-06,54860
2019-11-07,55519
2019-11-08,54271
2019-11-09,53776
2019-11-10,53037
2019-11-11,53087
2019-11-12,53501
2019-11-13,52738
2019-11-14,52221
2019-11-15,52101
2019-11-16,53119
2019-11-17,53848
2019-11-18,54202
2019-11-19,53787
2019-11-20,54705
2019-11-21,54804
2019-11-22,54210
2019-11-23,53653
2019-11-24,53388
2019-11-25,53015
2019-11-26,53178
2019-11-27,53253
2019-11-28,53341
2019-11-29,53864
2019-11-30,53092
2019-12-01,53392
2019-12-02,53826
2019-12-03,54861
2019-12-04,55784
2019-12-05,56273
2019-12-06,56355
2019-12-07,56159
2019-12-08,55550
2019-12-09,54872
2019-12-10,54714
2019-12-11,54339
2019-12-12,54603
2019-12-13,54833
2019-12-14,54807
2019-12-15,54245
2019-12-16,54558
2019-12-17,54710
2019-12-18,54912
2019-12-19,54677
2019-12-20,55299
2019-12-21,54367
2019-12-22,53658
2019-12-23,53676
2019-12-24,54228
2019-12-25,55478
2019-12-26,56569
2019-12-27,57212
2019-12-28,58945
2019-12-29,60107
2019-12-30,60016
2019-12-31,59058
2020-01-01,57790
2020-01-02,56342
2020-01-03,56264
2020-01-04,55402
2020-01-05,55800
2020-01-06,56312
2020-01-07,56388
2020-01-08,57308
2020-01-09,57279
2020-01-10,56534
2020-01-11,54503
2020-01-12,53853
2020-01-13,54417
2020-01-14,54761
2020-01-15,54900
2020-01-16,54678
2020-01-17,54785
2020-01-18,54773
2020-01-19,54276
2020-01-20,53840
2020-01-21,53197
2020-01-22,52959
2020-01-23,52889
2020-01-24,53059
2020-01-25,52735
2020-01-26,52597
2020-01-27,53125
2020-01-28,53689
2020-01-29,52714
2020-01-30,52589
2020-01-31,52865
2020-02-01,52925
2020-02-02,52128
2020-02-03,52603
2020-02-04,52630
2020-02-05,52897
2020-02-06,52218
2020-02-07,52694
2020-02-08,52714
2020-02-09,52233
2020-02-10,52767
2020-02-11,52632
2020-02-12,52609
2020-02-13,52565
2020-02-14,52717
2020-02-15,51166
2020-02-16,50364
2020-02-17,50256
2020-02-18,49850
2020-02-19,49718
2020-02-20,50216
2020-02-21,50216
2020-02-22,50360
2020-02-23,50455
2020-02-24,50094
2020-02-25,49754
2020-02-26,50228
2020-02-27,49922
2020-02-28,50307
2020-02-29,50983
2020-03-01,51628
2020-03-02,51682
2020-03-03,52507
2020-03-04,52324
2020-03-05,52055
2020-03-06,52013
2020-03-07,50762
2020-03-08,50928
2020-03-09,51000
2020-03-10,51299
2020-03-11,51134
2020-03-12,50783
2020-03-13,50802
2020-03-14,51558
2020-03-15,52253
2020-03-16,52622
2020-03-17,52558
2020-03-18,53020
2020-03-19,52709
2020-03-20,51960
2020-03-21,51910
2020-03-22,52256
2020-03-23,52285
2020-03-24,53224
2020-03-25,53276
2020-03-26,52693
2020-03-27,52461
2020-03-28,52840
2020-03-29,52534
2020-03-30,50805
2020-03-31,50840
2020-04-01,50481
2020-04-02,50362
2020-04-03,50199
2020-04-04,49796
2020-04-05,49871
2020-04-06,49804
2020-04-07,49558
2020-04-08,49990
2020-04-09,50048
2020-04-10,49613
2020-04-11,49676
2020-04-12,49900
2020-04-13,50325
2020-04-14,50176
2020-04-15,49823
2020-04-16,49088
2020-04-17,48684
2020-04-18,48536
2020-04-19,47454
2020-04-20,47301
2020-04-21,46621
2020-04-22,46906
2020-04-23,46574
2020-04-24,46322
2020-04-25,46888
2020-04-26,47757
2020-04-27,48552
2020-04-28,48797
2020-04-29,49196
2020-04-30,49283
2020-05-01,49245
2020-05-02,48821
2020-05-03,48151
2020-05-04,47639
2020-05-05,47485
2020-05-06,46797
2020-05-07,46893
2020-05-08,46094
2020-05-09,46612
2020-05-10,47070
2020-05-11,47222
2020-05-12,47600
2020-05-13,47734
