date_obj,Steel%20warhammer price
2016-01-09,220
2016-01-10,220
2016-01-11,222
2016-01-12,222
2016-01-13,225
2016-01-14,225
2016-01-15,224
2016-01-16,224
2016-01-17,224
2016-01-18,215
2016-01-19,215
2016-01-20,215
2016-01-21,216
2016-01-22,216
2016-01-23,217
2016-01-24,217
2016-01-25,219
2016-01-26,219
2016-01-27,214
2016-01-28,214
2016-01-29,214
2016-01-30,211
2016-01-31,211
2016-02-01,215
2016-02-02,215
2016-02-03,214
2016-02-04,214
2016-02-05,214
2016-02-06,220
2016-02-07,220
2016-02-08,220
2016-02-09,223
2016-02-10,223
2016-02-11,223
2016-02-12,229
2016-02-13,229
2016-02-14,234
2016-02-15,234
2016-02-16,232
2016-02-17,232
2016-02-18,232
2016-02-19,242
2016-02-20,242
2016-02-21,240
2016-02-22,240
2016-02-23,240
2016-02-24,238
2016-02-25,238
2016-02-26,238
2016-02-27,241
2016-02-28,241
2016-02-29,241
2016-03-01,247
2016-03-02,247
2016-03-03,253
2016-03-04,253
2016-03-05,251
2016-03-06,251
2016-03-07,246
2016-03-08,246
2016-03-09,245
2016-03-10,245
2016-03-11,258
2016-03-12,258
2016-03-13,254
2016-03-14,254
2016-03-15,251
2016-03-16,251
2016-03-17,251
2016-03-18,250
2016-03-19,250
2016-03-20,244
2016-03-21,244
2016-03-22,244
2016-03-23,237
2016-03-24,237
2016-03-25,234
2016-03-26,234
2016-03-27,231
2016-03-28,231
2016-03-29,232
2016-03-30,232
2016-03-31,232
2016-04-01,227
2016-04-02,227
2016-04-03,227
2016-04-04,227
2016-04-05,227
2016-04-06,224
2016-04-07,224
2016-04-08,224
2016-04-09,224
2016-04-10,220
2016-04-11,220
2016-04-12,220
2016-04-13,222
2016-04-14,222
2016-04-15,216
2016-04-16,216
2016-04-17,219
2016-04-18,219
2016-04-19,216
2016-04-20,216
2016-04-21,216
2016-04-22,217
2016-04-23,217
2016-04-24,209
2016-04-25,209
2016-04-26,208
2016-04-27,208
2016-04-28,206
2016-04-29,206
2016-04-30,206
2016-05-01,202
2016-05-02,202
2016-05-03,207
2016-05-04,207
2016-05-05,211
2016-05-06,211
2016-05-07,211
2016-05-08,211
2016-05-09,209
2016-05-10,209
2016-05-11,212
2016-05-12,212
2016-05-13,208
2016-05-14,208
2016-05-15,201
2016-05-16,201
2016-05-17,191
2016-05-18,191
2016-05-19,191
2016-05-22,196
2016-05-23,196
2016-05-24,201
2016-05-25,201
2016-05-26,199
2016-05-27,199
2016-05-28,200
2016-05-29,193
2016-05-30,193
2016-05-31,193
2016-06-01,194
2016-06-02,194
2016-06-03,194
2016-06-04,191
2016-06-05,191
2016-06-06,187
2016-06-07,187
2016-06-08,187
2016-06-09,182
2016-06-10,182
2016-06-11,188
2016-06-12,188
2016-06-13,189
2016-06-14,189
2016-06-15,188
2016-06-16,188
2016-06-17,187
2016-06-18,187
2016-06-19,186
2016-06-20,186
2016-06-21,180
2016-06-22,180
2016-06-23,181
2016-06-24,181
2016-06-25,185
2016-06-26,185
2016-06-27,185
2016-06-28,185
2016-06-29,185
2016-06-30,193
2016-07-01,193
2016-07-02,189
2016-07-03,189
2016-07-04,194
2016-07-05,194
2016-07-06,196
2016-07-07,196
2016-07-08,202
2016-07-09,199
2016-07-10,194
2016-07-11,200
2016-07-12,200
2016-07-13,207
2016-07-14,207
2016-07-15,209
2016-07-16,209
2016-07-17,206
2016-07-18,198
2016-07-24,186
2016-07-25,186
2016-07-26,188
2016-07-27,188
2016-07-28,187
2016-07-29,187
2016-07-30,187
2016-07-31,187
2016-08-01,187
2016-08-02,187
2016-08-03,187
2016-08-04,183
2016-08-05,183
2016-08-06,189
2016-08-07,189
2016-08-08,185
2016-08-09,185
2016-08-10,186
2016-08-11,186
2016-08-12,186
2016-08-13,183
2016-08-14,183
2016-08-15,180
2016-08-16,180
2016-08-17,180
2016-08-18,179
2016-08-19,179
2016-08-20,172
2016-08-21,172
2016-08-22,179
2016-08-23,179
2016-08-24,187
2016-08-25,187
2016-08-26,187
2016-08-28,186
2016-08-31,189
2016-09-01,187
2016-09-02,187
2016-09-03,187
2016-09-04,191
2016-09-05,191
2016-09-06,188
2016-09-07,188
2016-09-08,188
2016-09-09,190
2016-09-10,190
2016-09-11,190
2016-09-12,189
2016-09-13,189
2016-09-14,189
2016-09-15,188
2016-09-16,188
2016-09-17,188
2016-09-18,186
2016-09-19,186
2016-09-20,186
2016-09-21,185
2016-09-22,185
2016-09-23,188
2016-09-24,188
2016-09-25,188
2016-09-26,191
2016-09-27,191
2016-09-28,191
2016-09-29,189
2016-09-30,189
2016-10-01,196
2016-10-02,196
2016-10-03,196
2016-10-04,194
2016-10-05,194
2016-10-06,194
2016-10-07,191
2016-10-08,191
2016-10-09,189
2016-10-10,189
2016-10-11,189
2016-10-12,191
2016-10-13,191
2016-10-14,193
2016-10-15,193
2016-10-16,193
2016-10-17,189
2016-10-18,189
2016-10-19,189
2016-10-20,196
2016-10-21,196
2016-10-22,196
2016-10-23,198
2016-10-24,198
2016-10-25,198
2016-10-26,203
2016-10-27,203
2016-10-28,203
2016-10-29,204
2016-10-30,204
2016-10-31,205
2016-11-01,205
2016-11-02,205
2016-11-03,203
2016-11-04,203
2016-11-05,197
2016-11-06,197
2016-11-07,199
2016-11-08,199
2016-11-09,208
2016-11-10,208
2016-11-11,208
2016-11-12,206
2016-11-13,206
2016-11-14,209
2016-12-08,210
2016-12-09,207
2016-12-10,207
2016-12-11,206
2016-12-12,206
2016-12-13,213
2016-12-14,213
2016-12-15,213
2016-12-16,213
2016-12-17,215
2016-12-18,215
2016-12-19,219
2016-12-20,219
2016-12-21,220
2016-12-22,220
2016-12-23,215
2016-12-24,215
2016-12-25,211
2016-12-26,211
2016-12-27,216
2016-12-28,216
2016-12-29,221
2016-12-30,221
2016-12-31,221
2017-01-01,221
2017-01-02,219
2017-01-03,219
2017-01-04,219
2017-01-05,219
2017-01-06,223
2017-01-07,227
2017-01-08,227
2017-01-09,233
2017-01-10,233
2017-01-11,234
2017-01-12,233
2017-01-13,233
2017-01-14,231
2017-01-15,231
2017-01-16,226
2017-01-17,223
2017-01-18,223
2017-01-19,223
2017-01-20,223
2017-01-21,225
2017-01-22,225
2017-01-27,223
2017-01-28,221
2017-01-29,221
2017-01-30,213
2017-01-31,213
2017-02-01,220
2017-02-02,220
2017-02-03,220
2017-02-04,220
2017-02-05,221
2017-02-06,221
2017-02-07,221
2017-02-08,218
2017-02-09,218
2017-02-10,213
2017-02-11,213
2017-02-12,214
2017-02-13,214
2017-02-14,209
2017-02-15,209
2017-02-16,201
2017-02-18,198
2017-02-19,191
2017-02-20,191
2017-02-21,189
2017-02-22,189
2017-02-23,198
2017-02-24,198
2017-02-25,193
2017-02-26,193
2017-02-27,200
2017-02-28,200
2017-03-01,199
2017-03-02,199
2017-03-03,205
2017-03-04,205
2017-03-05,207
2017-03-06,210
2017-03-07,210
2017-03-08,213
2017-03-09,213
2017-03-10,210
2017-03-11,210
2017-03-12,207
2017-03-13,208
2017-03-14,208
2017-03-15,207
2017-03-16,207
2017-03-17,209
2017-03-18,209
2017-03-19,205
2017-03-20,205
2017-03-21,211
2017-03-22,211
2017-03-23,212
2017-03-24,212
2017-03-25,212
2017-03-26,212
2017-03-27,206
2017-03-28,206
2017-03-29,203
2017-03-30,203
2017-03-31,205
2017-04-01,205
2017-04-02,202
2017-04-03,201
2017-04-04,201
2017-04-12,209
2017-04-13,211
2017-04-14,211
2017-04-15,211
2017-04-16,206
2017-04-17,206
2017-04-18,207
2017-04-19,207
2017-04-20,205
2017-04-21,205
2017-04-22,203
2017-04-23,203
2017-04-24,207
2017-04-25,213
2017-04-26,213
2017-04-27,214
2017-04-28,214
2017-04-29,214
2017-04-30,214
2017-05-01,214
2017-05-02,214
2017-05-03,215
2017-05-04,215
2017-05-05,224
2017-05-06,224
2017-05-07,226
2017-05-08,226
2017-05-09,223
2017-05-10,223
2017-05-11,220
2017-05-12,220
2017-05-13,219
2017-05-14,219
2017-05-15,220
2017-05-16,220
2017-05-17,214
2017-05-18,214
2017-05-19,215
2017-05-20,219
2017-05-21,219
2017-05-22,215
2017-05-23,215
2017-05-24,216
2017-05-25,216
2017-05-26,207
2017-05-27,207
2017-05-28,203
2017-05-29,203
2017-05-30,201
2017-05-31,201
2017-06-01,192
2017-06-02,192
2017-06-03,191
2017-06-06,195
2017-06-07,195
2017-06-08,195
2017-06-09,195
2017-06-10,192
2017-06-11,192
2017-06-12,194
2017-06-13,194
2017-06-14,194
2017-06-15,194
2017-06-16,194
2017-06-17,194
2017-06-18,197
2017-06-19,197
2017-06-20,192
2017-06-21,192
2017-06-22,196
2017-06-23,196
2017-06-24,195
2017-06-25,195
2017-06-26,194
2017-06-27,194
2017-06-28,200
2017-06-29,200
2017-06-30,201
2017-07-01,201
2017-07-02,201
2017-07-03,201
2017-07-04,201
2017-07-05,200
2017-07-06,200
2017-07-07,204
2017-07-08,204
2017-07-13,204
2017-07-14,208
2017-07-15,208
2017-07-16,206
2017-07-17,206
2017-07-18,203
2017-07-19,203
2017-07-20,208
2017-07-21,208
2017-07-22,209
2017-07-23,209
2017-07-24,213
2017-07-25,213
2017-07-26,212
2017-07-27,212
2017-07-28,210
2017-07-29,210
2017-07-30,215
2017-07-31,215
2017-08-01,219
2017-08-02,221
2017-08-03,221
2017-08-04,215
2017-08-05,212
2017-08-06,212
2017-08-09,203
2017-08-10,203
2017-08-11,205
2017-08-12,205
2017-08-13,209
2017-08-14,209
2017-08-15,209
2017-08-17,211
2017-08-18,211
2017-08-19,209
2017-08-20,209
2017-08-21,211
2017-08-22,210
2017-08-23,210
2017-08-24,209
2017-08-25,209
2017-08-26,204
2017-08-27,204
2017-08-28,202
2017-08-29,202
2017-08-30,202
2017-08-31,202
2017-09-01,202
2017-09-02,196
2017-09-03,196
2017-09-04,198
2017-09-05,198
2017-09-06,200
2017-09-07,200
2017-09-08,201
2017-09-09,198
2017-09-10,198
2017-09-11,197
2017-09-12,197
2017-09-13,201
2017-09-14,201
2017-09-15,199
2017-09-16,199
2017-09-17,194
2017-09-19,197
2017-09-20,197
2017-09-21,201
2017-09-22,201
2017-09-23,203
2017-09-24,203
2017-09-25,201
2017-09-26,201
2017-09-27,202
2017-09-28,202
2017-09-29,205
2017-09-30,205
2017-10-01,209
2017-10-02,209
2017-10-03,215
2017-10-04,215
2017-10-05,212
2017-10-06,212
2017-10-07,207
2017-10-08,207
2017-10-09,209
2017-10-10,209
2017-10-11,220
2017-10-12,220
2017-10-13,228
2017-10-14,228
2017-10-15,229
2017-10-16,228
2017-10-17,228
2017-10-18,233
2017-10-19,233
2017-10-20,230
2017-10-21,230
2017-10-22,229
2017-10-23,229
2017-10-24,228
2017-10-25,228
2017-10-26,222
2017-10-27,222
2017-10-28,222
2017-10-29,213
2017-10-30,213
2017-10-31,208
2017-11-01,208
2017-11-02,205
2017-11-03,205
2017-11-04,198
2017-11-05,198
2017-11-06,197
2017-11-07,197
2017-11-08,195
2017-11-09,195
2017-11-10,192
2017-11-11,192
2017-11-12,195
2017-11-13,195
2017-11-14,199
2017-11-15,199
2017-11-16,202
2017-11-17,202
2017-11-18,200
2017-11-19,200
2017-11-20,195
2017-11-21,195
2017-11-22,191
2017-11-23,191
2017-11-24,190
2017-11-25,190
2017-11-26,196
2017-11-27,196
2017-11-28,198
2017-11-29,198
2017-11-30,198
2017-12-01,201
2017-12-02,201
2017-12-03,200
2017-12-04,200
2017-12-05,198
2017-12-06,198
2017-12-07,202
2017-12-08,202
2017-12-09,207
2017-12-10,209
2017-12-11,209
2017-12-12,215
2017-12-13,215
2017-12-14,218
2017-12-15,218
2017-12-16,220
2017-12-17,220
2017-12-18,222
2017-12-19,222
2017-12-20,218
2017-12-21,218
2017-12-22,214
2017-12-23,214
2017-12-24,208
2017-12-25,208
2017-12-26,200
2017-12-27,200
2017-12-28,195
2017-12-29,195
2017-12-30,194
2017-12-31,194
2018-01-01,199
2018-01-02,199
2018-01-03,199
2018-01-04,199
2018-01-05,202
2018-01-06,206
2018-01-07,206
2018-01-08,203
2018-01-09,202
2018-01-10,202
2018-01-11,205
2018-01-12,205
2018-01-13,209
2018-01-14,209
2018-01-15,209
2018-01-16,209
2018-01-17,214
2018-01-18,214
2018-01-19,212
2018-01-20,210
2018-01-21,210
2018-01-22,210
2018-01-23,211
2018-01-24,209
2018-01-25,209
2018-01-26,208
2018-01-27,206
2018-01-28,205
2018-01-29,200
2018-01-30,202
2018-02-01,200
2018-02-02,198
2018-02-03,195
2018-02-04,197
2018-02-05,197
2018-02-06,197
2018-02-07,191
2018-02-08,191
2018-02-09,192
2018-02-10,192
2018-02-11,194
2018-02-12,197
2018-02-13,197
2018-02-14,195
2018-02-15,196
2018-02-16,199
2018-02-17,202
2018-02-18,207
2018-02-19,206
2018-02-20,209
2018-02-21,202
2018-02-22,202
2018-02-23,196
2018-02-24,196
2018-02-25,191
2018-02-26,189
2018-02-27,194
2018-02-28,194
2018-03-01,203
2018-03-02,203
2018-03-03,197
2018-03-04,197
2018-03-05,194
2018-03-06,194
2018-03-07,195
2018-03-08,195
2018-03-09,191
2018-03-10,189
2018-03-11,189
2018-03-12,184
2018-03-13,193
2018-03-14,197
2018-03-15,197
2018-03-16,195
2018-03-17,196
2018-03-18,198
2018-03-19,198
2018-03-20,200
2018-03-21,197
2018-03-23,196
2018-03-24,195
2018-03-26,191
2018-03-27,190
2018-03-28,190
2018-03-29,192
2018-03-30,194
2018-03-31,196
2018-04-01,198
2018-04-02,200
2018-04-03,203
2018-04-04,207
2018-04-05,207
2018-04-06,214
2018-04-08,215
2018-04-09,215
2018-04-10,215
2018-04-11,214
2018-04-12,213
2018-04-13,213
2018-04-14,209
2018-04-16,202
2018-04-17,200
2018-04-18,200
2018-04-19,196
2018-04-20,197
2018-04-21,196
2018-04-22,196
2018-04-23,191
2018-04-24,197
2018-04-25,191
2018-04-26,191
2018-04-27,194
2018-04-28,199
2018-04-29,200
2018-04-30,204
2018-05-01,201
2018-05-02,201
2018-05-03,195
2018-05-04,195
2018-05-05,192
2018-05-06,192
2018-05-07,189
2018-05-08,189
2018-05-09,186
2018-05-10,189
2018-05-11,189
2018-05-12,190
2018-05-13,190
2018-05-14,192
2018-05-15,192
2018-05-16,197
2018-05-17,196
2018-05-18,197
2018-05-19,204
2018-05-20,204
2018-05-21,209
2018-05-22,209
2018-05-23,213
2018-05-24,223
2018-05-25,223
2018-05-26,225
2018-05-27,225
2018-05-28,222
2018-05-29,221
2018-05-30,231
2018-05-31,238
2018-06-01,242
2018-06-02,248
2018-06-03,248
2018-06-04,239
2018-06-05,238
2018-06-06,238
2018-06-07,238
2018-06-08,237
2018-06-09,237
2018-06-10,231
2018-06-11,224
2018-06-12,225
2018-06-13,223
2018-06-14,229
2018-06-15,229
2018-06-16,226
2018-06-17,229
2018-06-18,237
2018-06-19,236
2018-06-20,236
2018-06-21,237
2018-06-22,237
2018-06-23,237
2018-06-24,233
2018-06-25,231
2018-06-26,231
2018-06-27,225
2018-06-28,224
2018-06-29,219
2018-06-30,215
2018-07-01,208
2018-07-02,208
2018-07-03,201
2018-07-04,201
2018-07-05,201
2018-07-06,202
2018-07-07,200
2018-07-08,204
2018-07-09,195
2018-07-10,193
2018-07-11,202
2018-07-12,202
2018-07-13,201
2018-07-14,202
2018-07-15,202
2018-07-16,204
2018-07-17,208
2018-07-18,207
2018-07-19,207
2018-07-20,209
2018-07-21,208
2018-07-22,204
2018-07-23,203
2018-07-24,209
2018-07-25,206
2018-07-26,205
2018-07-27,206
2018-07-28,206
2018-07-29,203
2018-07-30,208
2018-07-31,206
2018-08-01,206
2018-08-02,210
2018-08-03,206
2018-08-04,203
2018-08-05,200
2018-08-06,196
2018-08-07,201
2018-08-08,203
2018-08-09,199
2018-08-10,200
2018-08-11,202
2018-08-12,207
2018-08-14,202
2018-08-16,202
2018-08-17,206
2018-08-18,206
2018-08-19,209
2018-08-20,209
2018-08-21,209
2018-08-22,200
2018-08-23,201
2018-08-24,201
2018-08-25,203
2018-08-26,201
2018-08-27,194
2018-08-28,193
2018-08-29,196
2018-08-30,198
2018-08-31,201
2018-09-01,200
2018-09-02,202
2018-09-03,204
2018-09-04,200
2018-09-05,197
2018-09-06,197
2018-09-07,201
2018-09-08,198
2018-09-09,197
2018-09-10,199
2018-09-11,199
2018-09-12,203
2018-09-13,200
2018-09-14,193
2018-09-15,189
2018-09-16,189
2018-09-17,183
2018-09-18,179
2018-09-19,175
2018-09-20,179
2018-09-21,186
2018-09-22,193
2018-09-23,200
2018-09-24,201
2018-09-25,201
2018-09-26,196
2018-09-27,196
2018-09-28,192
2018-09-29,192
2018-09-30,186
2018-10-02,180
2018-10-03,183
2018-10-04,183
2018-10-05,182
2018-10-06,180
2018-10-07,180
2018-10-08,181
2018-10-09,180
2018-10-10,183
2018-10-11,183
2018-10-12,191
2018-10-13,192
2018-10-14,193
2018-10-15,197
2018-10-16,193
2018-10-17,193
2018-10-18,195
2018-10-19,191
2018-10-20,191
2018-10-21,186
2018-10-22,190
2018-10-23,196
2018-10-24,202
2018-10-25,207
2018-10-26,205
2018-10-27,199
2018-10-28,194
2018-10-29,194
2018-10-30,189
2018-10-31,184
2018-11-01,180
2018-11-03,171
2018-11-04,169
2018-11-05,172
2018-11-06,173
2018-11-07,178
2018-11-08,179
2018-11-09,183
2018-11-10,184
2018-11-11,183
2018-11-12,184
2018-11-13,183
2018-11-14,183
2018-11-15,187
2018-11-16,187
2018-11-17,184
2018-11-18,182
2018-11-19,184
2018-11-20,185
2018-11-21,183
2018-11-22,179
2018-11-23,178
2018-11-24,174
2018-11-25,171
2018-11-26,175
2018-11-27,173
2018-11-28,174
2018-11-29,174
2018-12-01,177
2018-12-02,179
2018-12-03,180
2018-12-04,182
2018-12-05,181
2018-12-09,175
2018-12-10,177
2018-12-11,181
2018-12-13,183
2018-12-14,179
2018-12-15,177
2018-12-16,176
2018-12-17,174
2018-12-18,175
2018-12-19,177
2018-12-20,182
2018-12-21,185
2018-12-22,182
2018-12-23,181
2018-12-24,179
2018-12-25,181
2018-12-26,179
2018-12-27,178
2018-12-28,171
2018-12-29,168
2018-12-30,166
2018-12-31,169
2019-01-01,170
2019-01-02,174
2019-01-03,169
2019-01-04,178
2019-01-05,186
2019-01-06,193
2019-01-08,212
2019-01-10,231
2019-01-11,243
2019-01-12,249
2019-01-13,248
2019-01-14,242
2019-01-15,239
2019-01-16,249
2019-01-17,248
2019-01-18,236
2019-01-19,244
2019-01-20,254
2019-01-21,248
2019-01-22,235
2019-01-23,223
2019-01-24,214
2019-01-25,205
2019-01-26,199
2019-01-28,186
2019-01-29,184
2019-01-30,187
2019-01-31,179
2019-02-01,174
2019-02-02,171
2019-02-03,169
2019-02-04,169
2019-02-05,166
2019-02-06,163
2019-02-07,163
2019-02-08,164
2019-02-09,165
2019-02-10,165
2019-02-11,166
2019-02-12,167
2019-02-13,168
2019-02-14,173
2019-02-15,178
2019-02-16,181
2019-02-17,177
2019-02-18,183
2019-02-19,185
2019-02-20,184
2019-02-21,184
2019-02-22,187
2019-02-23,181
2019-02-24,177
2019-02-25,182
2019-02-26,185
2019-02-27,190
2019-02-28,188
2019-03-01,193
2019-03-02,198
2019-03-03,198
2019-03-04,201
2019-03-05,201
2019-03-06,198
2019-03-07,202
2019-03-08,202
2019-03-09,201
2019-03-10,198
2019-03-11,193
2019-03-12,195
2019-03-13,190
2019-03-14,189
2019-03-15,189
2019-03-16,190
2019-03-17,195
2019-03-18,200
2019-03-19,201
2019-03-20,207
2019-03-21,214
2019-03-22,214
2019-03-23,209
2019-03-24,200
2019-03-25,192
2019-03-26,188
2019-03-27,178
2019-03-28,173
2019-03-29,179
2019-03-30,185
2019-03-31,188
2019-04-01,188
2019-04-02,192
2019-04-03,192
2019-04-04,197
2019-04-05,199
2019-04-06,207
2019-04-07,213
2019-04-08,211
2019-04-09,208
2019-04-10,203
2019-04-11,192
2019-04-12,188
2019-04-13,193
2019-04-14,195
2019-04-15,200
2019-04-16,202
2019-04-17,209
2019-04-18,211
2019-04-19,211
2019-04-20,209
2019-04-21,199
2019-04-22,199
2019-04-23,198
2019-04-24,198
2019-04-25,197
2019-04-26,189
2019-04-27,187
2019-04-28,181
2019-04-29,179
2019-04-30,175
2019-05-01,176
2019-05-02,174
2019-05-03,175
2019-05-04,170
2019-05-05,174
2019-05-06,177
2019-05-07,176
2019-05-08,177
2019-05-09,181
2019-05-10,183
2019-05-11,181
2019-05-12,184
2019-05-13,188
2019-05-14,183
2019-05-15,182
2019-05-16,181
2019-05-17,183
2019-05-18,179
2019-05-19,175
2019-05-20,181
2019-05-21,184
2019-05-22,184
2019-05-23,181
2019-05-24,179
2019-05-25,179
2019-05-26,176
2019-05-27,176
2019-05-28,181
2019-05-29,180
2019-05-30,181
2019-05-31,182
2019-06-01,182
2019-06-02,184
2019-06-03,185
2019-06-04,185
2019-06-05,185
2019-06-06,189
2019-06-07,187
2019-06-08,185
2019-06-09,185
2019-06-10,185
2019-06-11,178
2019-06-12,173
2019-06-13,169
2019-06-14,168
2019-06-15,167
2019-06-16,168
2019-06-17,170
2019-06-18,171
2019-06-19,171
2019-06-20,172
2019-06-21,171
2019-06-22,163
2019-06-23,158
2019-06-24,158
2019-06-25,163
2019-06-26,166
2019-06-27,172
2019-06-28,177
2019-06-29,179
2019-06-30,178
2019-07-01,179
2019-07-02,183
2019-07-03,189
2019-07-04,193
2019-07-05,196
2019-07-06,189
2019-07-07,184
2019-07-08,183
2019-07-09,182
2019-07-10,184
2019-07-11,191
2019-07-12,193
2019-07-13,198
2019-07-14,203
2019-07-15,197
2019-07-16,194
2019-07-17,190
2019-07-18,183
2019-07-19,182
2019-07-20,182
2019-07-21,181
2019-07-22,182
2019-07-23,177
2019-07-24,174
2019-07-25,168
2019-07-26,167
2019-07-27,166
2019-07-28,162
2019-07-29,163
2019-07-30,166
2019-07-31,170
2019-08-01,174
2019-08-02,175
2019-08-03,177
2019-08-04,172
2019-08-05,172
2019-08-06,170
2019-08-07,164
2019-08-08,158
2019-08-09,156
2019-08-10,154
2019-08-11,155
2019-08-12,154
2019-08-13,156
2019-08-14,156
2019-08-15,151
2019-08-16,150
2019-08-17,150
2019-08-18,148
2019-08-19,152
2019-08-20,150
2019-08-21,156
2019-08-22,153
2019-08-23,151
2019-08-24,145
2019-08-24,145
2019-08-25,144
2019-08-25,144
2019-08-26,147
2019-08-26,147
2019-08-27,154
