date_obj,Blue%20dragonhide%20set price
2019-03-26,9785
2019-03-27,9785
2019-03-28,9651
2019-03-29,9513
2019-03-30,9513
2019-03-31,9436
2019-04-01,9567
2019-04-02,9505
2019-04-03,9439
2019-04-04,9348
2019-04-05,9198
2019-04-06,9080
2019-04-07,8917
2019-04-08,9074
2019-04-09,9201
2019-04-10,9146
2019-04-11,9116
2019-04-12,9063
2019-04-13,9046
2019-04-14,8998
2019-04-15,9093
2019-04-16,9068
2019-04-17,9180
2019-04-18,9386
2019-04-19,9382
2019-04-20,9533
2019-04-21,9376
2019-04-22,9329
2019-04-23,9270
2019-04-24,9015
2019-04-25,9125
2019-04-26,9156
2019-04-27,9295
2019-04-28,9667
2019-04-29,9646
2019-04-30,9665
2019-05-01,9577
2019-05-02,9374
2019-05-03,9688
2019-05-04,9916
2019-05-05,9641
2019-05-06,9567
2019-05-07,9539
2019-05-08,9462
2019-05-09,9462
2019-05-10,9238
2019-05-11,9319
2019-05-12,9339
2019-05-13,9214
2019-05-14,9384
2019-05-15,9492
2019-05-16,9857
2019-05-17,9857
2019-05-18,9775
2019-05-19,9912
2019-05-20,9736
2019-05-21,9801
2019-05-22,9789
2019-05-23,9735
2019-05-24,9596
2019-05-25,9514
2019-05-26,9517
2019-05-27,9475
2019-05-28,9452
2019-05-29,9616
2019-05-30,9368
2019-05-31,9228
2019-06-01,9246
2019-06-02,9180
2019-06-03,9103
2019-06-04,9012
2019-06-05,8929
2019-06-06,8784
2019-06-07,8867
2019-06-08,8686
2019-06-09,8869
2019-06-10,8869
2019-06-11,9016
2019-06-12,9310
2019-06-13,9430
2019-06-14,9169
2019-06-15,9372
2019-06-16,9585
2019-06-17,9581
2019-06-18,9407
2019-06-19,9251
2019-06-20,9264
2019-06-21,9191
2019-06-22,9292
2019-06-23,9552
2019-06-24,9633
2019-06-25,10067
2019-06-26,10077
2019-06-27,9779
2019-06-28,9779
2019-06-29,10166
2019-06-30,10029
2019-07-01,9942
2019-07-02,9811
2019-07-03,9581
2019-07-04,9582
2019-07-05,9633
2019-07-06,10052
2019-07-07,10205
2019-07-08,9940
2019-07-09,9996
2019-07-10,10286
2019-07-11,10628
2019-07-12,10649
2019-07-13,10649
2019-07-14,10116
2019-07-15,10116
2019-07-16,9767
2019-07-17,9482
2019-07-18,9794
2019-07-19,10012
2019-07-20,10199
2019-07-21,10035
2019-07-22,9905
2019-07-23,9724
2019-07-24,9724
2019-07-25,9697
2019-07-26,9430
2019-07-27,9492
2019-07-28,9441
2019-07-29,9595
2019-07-30,9447
2019-07-31,9335
2019-08-01,9125
2019-08-02,9101
2019-08-03,8946
2019-08-04,9172
2019-08-05,9572
2019-08-06,9572
2019-08-07,9682
2019-08-08,9682
2019-08-09,9946
2019-08-10,9977
2019-08-11,9977
2019-08-12,9857
2019-08-13,9614
2019-08-14,9326
2019-08-15,9323
2019-08-16,9250
2019-08-17,9250
2019-08-18,9117
2019-08-19,9118
2019-08-20,9118
2019-08-21,9064
2019-08-22,8901
2019-08-23,8901
2019-08-24,8730
2019-08-24,8730
2019-08-25,8730
2019-08-25,8730
2019-08-26,9091
2019-08-27,9399
2019-08-27,9399
2019-08-28,9604
2019-08-29,9604
2019-08-30,9617
2019-08-31,9617
2019-09-01,9697
2019-09-02,9697
2019-09-03,9985
2019-09-04,10322
2019-09-05,10322
2019-09-06,10115
2019-09-07,9931
2019-09-08,9618
2019-09-09,9618
2019-09-10,9644
2019-09-11,9809
2019-09-12,9809
2019-09-13,9769
2019-09-14,9622
2019-09-15,9504
2019-09-16,9452
2019-09-17,9711
2019-09-18,9830
2019-09-19,9830
2019-09-20,9714
2019-09-21,9688
2019-09-22,9630
2019-09-23,9677
2019-09-24,9677
2019-09-25,9554
2019-09-26,9614
2019-09-27,9614
2019-09-28,9742
2019-09-29,9742
2019-09-30,9707
2019-10-01,9551
2019-10-02,9551
2019-10-03,9278
2019-10-04,9278
2019-10-05,9179
2019-10-06,9416
2019-10-07,9416
2019-10-08,9404
2019-10-09,9404
2019-10-10,9344
2019-10-11,9344
2019-10-12,9210
2019-10-13,8756
2019-10-14,8523
2019-10-15,8523
2019-10-16,8796
2019-10-17,8796
2019-10-18,8754
2019-10-19,8698
2019-10-20,8698
2019-10-21,8660
2019-10-22,8660
2019-10-23,8758
2019-10-24,8758
2019-10-25,8713
2019-10-26,8612
2019-10-27,8612
2019-10-28,8424
2019-10-29,8424
2019-10-30,8500
2019-10-31,8731
2019-11-01,8731
2019-11-02,8747
2019-11-03,9097
2019-11-04,9097
2019-11-05,8796
2019-11-06,8796
2019-11-07,8856
2019-11-08,8856
2019-11-09,8866
2019-11-10,8774
2019-11-11,8774
2019-11-12,8597
2019-11-13,8597
2019-11-14,8663
2019-11-15,8663
2019-11-16,8923
2019-11-17,8923
2019-11-18,8924
2019-11-19,8924
2019-11-20,8778
2019-11-21,8778
2019-11-22,8863
2019-11-23,8863
2019-11-24,8840
2019-11-25,8840
2019-11-26,8782
2019-11-27,8782
2019-11-28,8788
2019-11-29,8788
2019-11-30,8736
2019-12-01,8736
2019-12-02,8715
2019-12-03,9096
2019-12-04,9096
2019-12-05,9439
2019-12-06,9439
2019-12-07,9766
2019-12-08,9766
2019-12-09,9801
2019-12-10,10212
2019-12-11,10212
2019-12-12,10094
2019-12-13,10094
2019-12-14,9702
2019-12-15,9747
2019-12-16,9747
2019-12-17,9839
2019-12-18,9839
2019-12-19,9787
2019-12-20,9787
2019-12-21,9866
2019-12-22,9802
2019-12-23,9802
2019-12-24,9693
2019-12-25,9814
2019-12-26,9814
2019-12-27,9664
2019-12-28,9248
2019-12-29,9248
2019-12-30,9364
2019-12-31,9364
2020-01-01,9672
2020-01-02,9761
2020-01-03,9761
2020-01-04,9498
2020-01-05,9025
2020-01-06,9025
2020-01-07,9045
2020-01-08,9045
2020-01-09,9221
2020-01-10,9138
2020-01-11,9487
2020-01-12,9853
2020-01-13,9853
2020-01-14,10218
2020-01-15,10367
2020-01-16,10334
2020-01-17,10164
2020-01-18,10164
2020-01-19,9757
2020-01-20,9757
2020-01-21,9723
2020-01-22,9383
2020-01-23,9525
2020-01-24,9295
2020-01-25,9295
2020-01-26,9581
2020-01-27,9817
2020-01-28,9817
2020-01-29,9676
2020-01-30,9676
2020-01-31,9800
2020-02-01,9923
2020-02-02,9794
2020-02-03,9794
2020-02-04,9925
2020-02-05,9856
2020-02-06,9698
2020-02-07,9698
2020-02-08,9404
2020-02-09,9247
2020-02-10,9406
2020-02-11,9406
2020-02-12,9478
2020-02-13,9478
2020-02-14,9358
2020-02-15,9358
2020-02-16,9477
2020-02-17,9685
2020-02-18,9481
2020-02-19,9481
2020-02-20,9712
2020-02-21,9712
2020-02-22,10022
2020-02-23,9993
2020-02-24,9826
2020-02-25,9477
2020-02-26,9228
2020-02-27,9228
2020-02-28,9020
2020-02-29,9020
2020-03-01,8972
2020-03-02,9023
2020-03-03,8856
2020-03-04,8856
2020-03-05,8742
2020-03-06,8868
2020-03-07,8868
2020-03-08,8907
2020-03-09,8980
2020-03-10,9094
2020-03-11,9094
2020-03-12,9204
2020-03-13,9204
2020-03-14,9292
2020-03-15,9292
2020-03-16,9420
2020-03-17,9795
2020-03-18,9765
2020-03-19,9627
2020-03-20,9517
2020-03-21,9675
2020-03-22,9751
2020-03-23,9570
2020-03-24,9522
2020-03-25,9397
2020-03-26,9293
2020-03-27,9451
2020-03-28,9447
2020-03-29,9395
2020-03-30,9453
2020-03-31,9681
2020-04-01,9702
2020-04-02,9872
2020-04-03,9872
2020-04-04,9946
2020-04-05,9741
2020-04-06,9826
2020-04-07,9957
2020-04-08,9752
2020-04-09,9568
2020-04-10,9535
2020-04-11,9438
2020-04-12,9106
2020-04-13,9080
2020-04-14,9275
2020-04-15,9573
2020-04-16,9779
2020-04-17,9705
2020-04-18,9509
2020-04-19,9516
2020-04-20,9823
2020-04-21,9816
2020-04-22,9732
2020-04-23,9582
2020-04-24,9471
2020-04-25,9601
2020-04-26,9347
2020-04-27,9583
2020-04-28,9592
2020-04-29,9423
2020-04-30,9369
2020-05-01,9368
2020-05-02,9404
2020-05-03,9315
2020-05-04,9218
2020-05-05,9050
2020-05-06,9007
2020-05-07,9055
2020-05-08,9260
2020-05-09,9313
2020-05-10,9259
2020-05-11,9223
2020-05-12,9217
2020-05-13,9276
