date_obj,Yew%20pyre%20logs price
2016-06-19,19273
2016-06-20,19273
2016-06-21,19273
2016-06-22,18322
2016-06-23,18322
2016-06-24,18322
2016-06-25,18322
2016-06-26,18322
2016-06-27,18322
2016-06-28,18322
2016-06-29,18322
2016-06-30,18322
2016-07-01,18322
2016-07-02,18322
2016-07-03,18322
2016-07-04,18322
2016-07-05,18322
2016-07-06,18322
2016-07-07,18322
2016-07-08,18322
2016-07-09,17416
2016-07-10,17416
2016-07-11,17416
2016-07-12,17416
2016-07-13,17416
2016-07-14,17416
2016-07-15,17416
2016-07-16,17416
2016-07-17,17416
2016-07-18,16545
2016-07-24,16545
2016-07-25,16545
2016-07-26,16545
2016-07-27,16545
2016-07-28,15732
2016-07-29,15732
2016-07-30,15732
2016-07-31,15732
2016-08-01,15732
2016-08-02,15732
2016-08-03,15732
2016-08-04,15732
2016-08-05,15732
2016-08-06,15732
2016-08-07,14945
2016-08-08,14945
2016-08-09,14945
2016-08-10,14945
2016-08-11,14945
2016-08-12,14945
2016-08-13,14945
2016-08-14,14945
2016-08-15,14945
2016-08-16,14945
2016-08-17,14945
2016-08-18,14221
2016-08-19,14221
2016-08-20,14221
2016-08-21,14221
2016-08-22,14221
2016-08-23,14221
2016-08-24,14221
2016-08-25,14221
2016-08-26,14221
2016-08-28,14221
2016-08-31,13575
2016-09-01,13575
2016-09-02,13575
2016-09-03,13575
2016-09-04,13575
2016-09-05,13575
2016-09-06,13575
2016-09-07,13575
2016-09-08,13575
2016-09-09,13575
2016-09-10,13575
2016-09-11,13575
2016-09-12,13575
2016-09-13,13575
2016-09-14,13575
2016-09-15,12903
2016-09-16,12903
2016-09-17,12903
2016-09-18,12903
2016-09-19,12903
2016-09-20,12903
2016-09-21,12903
2016-09-22,12903
2016-09-23,12903
2016-09-24,12903
2016-09-25,12903
2016-09-26,12903
2016-09-27,12903
2016-09-28,12903
2016-09-29,12903
2016-09-30,12903
2016-10-01,12903
2016-10-02,12903
2016-10-03,12263
2016-10-04,12263
2016-10-05,12263
2016-10-06,12263
2016-10-07,12263
2016-10-08,12263
2016-10-09,12263
2016-10-10,12263
2016-10-11,12263
2016-10-12,12263
2016-10-13,12263
2016-10-14,12263
2016-10-15,12263
2016-10-16,12263
2016-10-17,12263
2016-10-18,12263
2016-10-19,12263
2016-10-20,12263
2016-10-21,12263
2016-10-22,12263
2016-10-23,11656
2016-10-24,11656
2016-10-25,11656
2016-10-26,11656
2016-10-27,11656
2016-10-28,11656
2016-10-29,11656
2016-10-30,11656
2016-10-31,11656
2016-11-01,11656
2016-11-02,11656
2016-11-03,11656
2016-11-04,11656
2016-11-05,11656
2016-11-06,11656
2016-11-07,11656
2016-11-08,11656
2016-11-09,11656
2016-11-10,11656
2016-11-11,11656
2016-11-12,11656
2016-11-13,11656
2016-11-14,11074
2016-12-08,10525
2016-12-09,10525
2016-12-10,10525
2016-12-11,10525
2016-12-12,10525
2016-12-13,10525
2016-12-14,10525
2016-12-15,10525
2016-12-16,10525
2016-12-17,10525
2016-12-18,10525
2016-12-19,10525
2016-12-20,10002
2016-12-21,10002
2016-12-22,10002
2016-12-23,10002
2016-12-24,10002
2016-12-25,10002
2016-12-26,10002
2016-12-27,10002
2016-12-28,10002
2016-12-29,10002
2016-12-30,10002
2016-12-31,10002
2017-01-01,10002
2017-01-02,10002
2017-01-03,10002
2017-01-04,10002
2017-01-05,10002
2017-01-06,10002
2017-01-07,9502
2017-01-08,9502
2017-01-09,9502
2017-01-10,9502
2017-01-11,9502
2017-01-12,9502
2017-01-13,9502
2017-01-14,9502
2017-01-15,9502
2017-01-16,9502
2017-01-17,9502
2017-01-18,9502
2017-01-19,9502
2017-01-20,9502
2017-01-21,9029
2017-01-22,9029
2017-01-27,9029
2017-01-28,9029
2017-01-29,9029
2017-01-30,9029
2017-01-31,9029
2017-02-01,9029
2017-02-02,9029
2017-02-03,9029
2017-02-04,8602
2017-02-05,8602
2017-02-06,8602
2017-02-07,8602
2017-02-08,8602
2017-02-09,8602
2017-02-10,8602
2017-02-11,8602
2017-02-12,8602
2017-02-13,8602
2017-02-14,8602
2017-02-15,8602
2017-02-16,8602
2017-02-18,8181
2017-02-19,8181
2017-02-20,8181
2017-02-21,8181
2017-02-22,8181
2017-02-23,8181
2017-02-24,8181
2017-02-25,8181
2017-02-26,8181
2017-02-27,8181
2017-02-28,8181
2017-03-01,8181
2017-03-02,7778
2017-03-03,7778
2017-03-04,7778
2017-03-05,7778
2017-03-06,7778
2017-03-07,7778
2017-03-08,7778
2017-03-09,7778
2017-03-10,7778
2017-03-11,7778
2017-03-12,7778
2017-03-13,7778
2017-03-14,7778
2017-03-15,7394
2017-03-16,7394
2017-03-17,7394
2017-03-18,7394
2017-03-19,7394
2017-03-20,7394
2017-03-21,7394
2017-03-22,7394
2017-03-23,7394
2017-03-24,7394
2017-03-25,7394
2017-03-26,7394
2017-03-27,7394
2017-03-28,7394
2017-03-29,7033
2017-03-30,7033
2017-03-31,7033
2017-04-01,7033
2017-04-02,7033
2017-04-03,7033
2017-04-04,7033
2017-04-12,7033
2017-04-13,6696
2017-04-14,6696
2017-04-15,6696
2017-04-16,6696
2017-04-17,6696
2017-04-18,6696
2017-04-19,6696
2017-04-20,6696
2017-04-21,6696
2017-04-22,6696
2017-04-23,6696
2017-04-24,6696
2017-04-25,6696
2017-04-26,6696
2017-04-27,6696
2017-04-28,6696
2017-04-29,6696
2017-04-30,6363
2017-05-01,6363
2017-05-02,6363
2017-05-03,6363
2017-05-04,6363
2017-05-05,6363
2017-05-06,6363
2017-05-07,6363
2017-05-08,6363
2017-05-09,6363
2017-05-10,6363
2017-05-11,6363
2017-05-12,6363
2017-05-13,6363
2017-05-14,6363
2017-05-15,6045
2017-05-16,6045
2017-05-17,6045
2017-05-18,6045
2017-05-19,6045
2017-05-20,6045
2017-05-21,6045
2017-05-22,6045
2017-05-23,6045
2017-05-24,6045
2017-05-25,6045
2017-05-26,6045
2017-05-27,6045
2017-05-28,6045
2017-05-29,6045
2017-05-30,5747
2017-05-31,5747
2017-06-01,5747
2017-06-02,5747
2017-06-03,5747
2017-06-06,5747
2017-06-07,5747
2017-06-08,5747
2017-06-09,5747
2017-06-10,5747
2017-06-11,5747
2017-06-12,5461
2017-06-13,5461
2017-06-14,5461
2017-06-15,5461
2017-06-16,5461
2017-06-17,5461
2017-06-18,5461
2017-06-19,5461
2017-06-20,5461
2017-06-21,5461
2017-06-22,5461
2017-06-23,5461
2017-06-24,5461
2017-06-25,5461
2017-06-26,5461
2017-06-27,5461
2017-06-28,5461
2017-06-29,5461
2017-06-30,5461
2017-07-01,5196
2017-07-02,5196
2017-07-03,5196
2017-07-04,5196
2017-07-05,5196
2017-07-06,5196
2017-07-07,5196
2017-07-08,5196
2017-07-13,5196
2017-07-14,5196
2017-07-15,5196
2017-07-16,5196
2017-07-17,5196
2017-07-18,5196
2017-07-19,4940
2017-07-20,4940
2017-07-21,4940
2017-07-22,4940
2017-07-23,4940
2017-07-24,4940
2017-07-25,4940
2017-07-26,4940
2017-07-27,4940
2017-07-28,4940
2017-07-29,4940
2017-07-30,4940
2017-07-31,4940
2017-08-01,4940
2017-08-02,4940
2017-08-03,4940
2017-08-04,4940
2017-08-05,4709
2017-08-06,4709
2017-08-09,4709
2017-08-10,4709
2017-08-11,4709
2017-08-12,4709
2017-08-13,4709
2017-08-14,4709
2017-08-15,4709
2017-08-16,4709
2017-08-17,4709
2017-08-18,4709
2017-08-19,4709
2017-08-20,4709
2017-08-21,4709
2017-08-22,4475
2017-08-23,4475
2017-08-24,4475
2017-08-25,4475
2017-08-26,4475
2017-08-27,4475
2017-08-28,4475
2017-08-29,4475
2017-08-30,4475
2017-08-31,4475
2017-09-01,4475
2017-09-02,4475
2017-09-03,4475
2017-09-04,4475
2017-09-05,4475
2017-09-06,4475
2017-09-07,4475
2017-09-08,4475
2017-09-09,4279
2017-09-10,4279
2017-09-11,4279
2017-09-12,4279
2017-09-13,4279
2017-09-14,4279
2017-09-15,4279
2017-09-16,4279
2017-09-17,4279
2017-09-18,4279
2017-09-19,4279
2017-09-20,4279
2017-09-21,4279
2017-09-22,4279
2017-09-23,4279
2017-09-24,4279
2017-09-25,4279
2017-09-26,4279
2017-09-27,4279
2017-09-28,4083
2017-09-29,4083
2017-09-30,4083
2017-10-01,4083
2017-10-02,4083
2017-10-03,4083
2017-10-04,4083
2017-10-05,4083
2017-10-06,4083
2017-10-07,4083
2017-10-08,4083
2017-10-09,4083
2017-10-10,4083
2017-10-11,4083
2017-10-12,4083
2017-10-13,4083
2017-10-14,4083
2017-10-15,4083
2017-10-16,4083
2017-10-17,3890
2017-10-18,3890
2017-10-19,3890
2017-10-20,3890
2017-10-21,3890
2017-10-22,3890
2017-10-23,3890
2017-10-24,3890
2017-10-25,3890
2017-10-26,3890
2017-10-27,3890
2017-10-28,3890
2017-10-29,3890
2017-10-30,3890
2017-10-31,3890
2017-11-01,3890
2017-11-02,3890
2017-11-03,3890
2017-11-04,3697
2017-11-05,3697
2017-11-06,3697
2017-11-07,3697
2017-11-08,3697
2017-11-09,3697
2017-11-10,3697
2017-11-11,3697
2017-11-12,3697
2017-11-13,3697
2017-11-14,3697
2017-11-15,3697
2017-11-16,3697
2017-11-17,3697
2017-11-18,3697
2017-11-19,3697
2017-11-20,3697
2017-11-21,3697
2017-11-22,3697
2017-11-23,3532
2017-11-24,3532
2017-11-25,3532
2017-11-26,3532
2017-11-27,3532
2017-11-28,3532
2017-11-29,3532
2017-11-30,3532
2017-12-01,3532
2017-12-02,3532
2017-12-03,3532
2017-12-04,3532
2017-12-05,3532
2017-12-06,3532
2017-12-07,3532
2017-12-08,3532
2017-12-09,3362
2017-12-10,3362
2017-12-11,3362
2017-12-12,3362
2017-12-13,3362
2017-12-14,3362
2017-12-15,3362
2017-12-16,3362
2017-12-17,3362
2017-12-18,3362
2017-12-19,3362
2017-12-20,3362
2017-12-21,3362
2017-12-22,3362
2017-12-23,3362
2017-12-24,3362
2017-12-25,3362
2017-12-26,3362
2017-12-27,3362
2017-12-28,3195
2017-12-29,3195
2017-12-30,3195
2017-12-31,3195
2018-01-01,3195
2018-01-02,3195
2018-01-03,3195
2018-01-04,3195
2018-01-05,3195
2018-01-06,3195
2018-01-07,3195
2018-01-08,3195
2018-01-09,3195
2018-01-10,3195
2018-01-11,3195
2018-01-12,3195
2018-01-13,3036
2018-01-14,3036
2018-01-15,3036
2018-01-16,3036
2018-01-17,3036
2018-01-18,3036
2018-01-19,3036
2018-01-20,3036
2018-01-21,3036
2018-01-22,3036
2018-01-23,3036
2018-01-24,2905
2018-01-25,2905
2018-01-26,2905
2018-01-27,2905
2018-01-28,2905
2018-01-29,2905
2018-01-30,2905
2018-02-01,2905
2018-02-02,2790
2018-02-03,2790
2018-02-04,2790
2018-02-05,2790
2018-02-06,2790
2018-02-07,2790
2018-02-08,2790
2018-02-09,2790
2018-02-10,2790
2018-02-11,2659
2018-02-12,2659
2018-02-13,2659
2018-02-14,2659
2018-02-15,2659
2018-02-16,2659
2018-02-17,2659
2018-02-18,2659
2018-02-19,2576
2018-02-20,2576
2018-02-21,2576
2018-02-22,2576
2018-02-23,2576
2018-02-24,2576
2018-02-25,2576
2018-02-26,2576
2018-02-27,2453
2018-02-28,2453
2018-03-01,2453
2018-03-02,2453
2018-03-03,2453
2018-03-04,2453
2018-03-05,2453
2018-03-06,2453
2018-03-07,2453
2018-03-08,2453
2018-03-09,2332
2018-03-10,2332
2018-03-11,2332
2018-03-12,2332
2018-03-13,2332
2018-03-14,2332
2018-03-15,2332
2018-03-16,2332
2018-03-17,2215
2018-03-18,2215
2018-03-20,2215
2018-03-21,2215
2018-03-23,2215
2018-03-24,2215
2018-03-26,2215
2018-03-27,2112
2018-03-28,2112
2018-03-29,2112
2018-03-30,2112
2018-03-31,2112
2018-04-01,2112
2018-04-02,2112
2018-04-03,2112
2018-04-04,2112
2018-04-05,2112
2018-04-06,2112
2018-04-08,2007
2018-04-09,2007
2018-04-10,2007
2018-04-11,2007
2018-04-12,2007
2018-04-13,2007
2018-04-14,2007
2018-04-16,2007
2018-04-17,1967
2018-04-18,1967
2018-04-19,1967
2018-04-20,1967
2018-04-21,1967
2018-04-22,1967
2018-04-23,1967
2018-04-24,1967
2018-04-25,1967
2018-04-26,1967
2018-04-27,1967
2018-04-28,1967
2018-04-29,1967
2018-04-30,1967
2018-05-02,1967
2018-05-03,1967
2018-05-04,1967
2018-05-05,1967
2018-05-06,1967
2018-05-07,1967
2018-05-08,1967
2018-05-09,1967
2018-05-10,1967
2018-05-11,1967
2018-05-12,2050
2018-05-13,2050
2018-05-14,2050
2018-05-15,2050
2018-05-16,2050
2018-05-17,2050
2018-05-18,2050
2018-05-19,2050
2018-05-20,2050
2018-05-21,2050
2018-05-22,2050
2018-05-23,2017
2018-05-24,2017
2018-05-25,2017
2018-05-26,2017
2018-05-27,2017
2018-05-28,2017
2018-05-29,2017
2018-05-30,2017
2018-05-31,2017
2018-06-01,2017
2018-06-02,2107
2018-06-03,2107
2018-06-04,2107
2018-06-05,2107
2018-06-06,2107
2018-06-07,2107
2018-06-08,2107
2018-06-09,2107
2018-06-10,2211
2018-06-11,2211
2018-06-12,2211
2018-06-13,2211
2018-06-14,2211
2018-06-15,2211
2018-06-16,2211
2018-06-17,2211
2018-06-18,2211
2018-06-19,2212
2018-06-20,2212
2018-06-21,2212
2018-06-22,2212
2018-06-23,2212
2018-06-24,2212
2018-06-25,2212
2018-06-26,2212
2018-06-27,2212
2018-06-28,2134
2018-06-29,2134
2018-06-30,2134
2018-07-01,2134
2018-07-02,2134
2018-07-03,2134
2018-07-04,2134
2018-07-05,2134
2018-07-06,2064
2018-07-07,2064
2018-07-08,2064
2018-07-09,2064
2018-07-10,2064
2018-07-11,2064
2018-07-12,2064
2018-07-13,2064
2018-07-14,2064
2018-07-15,2064
2018-07-16,2064
2018-07-17,2064
2018-07-18,2064
2018-07-19,1975
2018-07-20,1975
2018-07-21,1975
2018-07-22,1975
2018-07-23,1975
2018-07-24,1975
2018-07-25,1975
2018-07-26,2031
2018-07-27,2031
2018-07-28,2031
2018-07-29,2031
2018-07-30,2031
2018-07-31,2031
2018-08-01,2031
2018-08-02,1972
2018-08-03,1972
2018-08-04,1972
2018-08-05,1972
2018-08-06,1972
2018-08-07,1972
2018-08-08,1972
2018-08-09,1972
2018-08-10,1895
2018-08-11,1895
2018-08-12,1895
2018-08-14,1895
2018-08-16,1895
2018-08-17,1857
2018-08-18,1857
2018-08-19,1857
2018-08-20,1857
2018-08-21,1857
2018-08-22,1857
2018-08-23,1857
2018-08-24,1857
2018-08-25,1792
2018-08-26,1792
2018-08-27,1792
2018-08-28,1792
2018-08-29,1792
2018-08-30,1792
2018-08-31,1792
2018-09-01,1792
2018-09-02,1792
2018-09-03,1756
2018-09-04,1756
2018-09-05,1756
2018-09-06,1756
2018-09-07,1756
2018-09-08,1756
2018-09-09,1756
2018-09-10,1756
2018-09-11,1784
2018-09-12,1784
2018-09-13,1784
2018-09-14,1784
2018-09-15,1784
2018-09-16,1784
2018-09-17,1784
2018-09-18,1784
2018-09-19,1723
2018-09-20,1723
2018-09-21,1723
2018-09-22,1723
2018-09-23,1723
2018-09-24,1723
2018-09-25,1723
2018-09-26,1723
2018-09-27,1706
2018-09-28,1706
2018-09-29,1706
2018-09-30,1706
2018-10-02,1706
2018-10-03,1706
2018-10-04,1706
2018-10-05,1672
2018-10-06,1672
2018-10-07,1672
2018-10-08,1672
2018-10-09,1672
2018-10-10,1672
2018-10-11,1672
2018-10-12,1694
2018-10-13,1694
2018-10-14,1694
2018-10-15,1694
2018-10-16,1694
2018-10-17,1694
2018-10-18,1694
2018-10-19,1694
2018-10-20,1638
2018-10-21,1638
2018-10-22,1638
2018-10-23,1638
2018-10-24,1638
2018-10-25,1638
2018-10-26,1638
2018-10-27,1603
2018-10-28,1603
2018-10-29,1603
2018-10-30,1603
2018-10-31,1603
2018-11-01,1603
2018-11-03,1607
2018-11-04,1607
2018-11-05,1607
2018-11-06,1607
2018-11-07,1607
2018-11-08,1607
2018-11-09,1607
2018-11-10,1558
2018-11-11,1558
2018-11-12,1558
2018-11-13,1558
2018-11-14,1558
2018-11-15,1558
2018-11-16,1605
2018-11-17,1605
2018-11-18,1605
2018-11-19,1605
2018-11-20,1605
2018-11-21,1605
2018-11-22,1605
2018-11-23,1612
2018-11-24,1612
2018-11-25,1612
2018-11-26,1612
2018-11-27,1612
2018-11-28,1612
2018-11-29,1639
2018-12-01,1639
2018-12-02,1639
2018-12-03,1639
2018-12-04,1639
2018-12-05,1714
2018-12-07,1714
2018-12-09,1714
2018-12-10,1714
2018-12-11,1714
2018-12-12,1752
2018-12-13,1752
2018-12-14,1752
2018-12-15,1752
2018-12-16,1752
2018-12-17,1752
2018-12-18,1799
2018-12-19,1799
2018-12-20,1799
2018-12-21,1799
2018-12-22,1799
2018-12-23,1799
2018-12-24,1827
2018-12-25,1827
2018-12-26,1827
2018-12-27,1827
2018-12-28,1827
2018-12-29,1827
2018-12-30,1832
2018-12-31,1832
2019-01-01,1832
2019-01-02,1832
2019-01-03,1832
2019-01-04,1832
2019-01-05,1855
2019-01-06,1855
2019-01-08,1855
2019-01-10,1870
2019-01-11,1870
2019-01-12,1870
2019-01-13,1870
2019-01-14,1870
2019-01-15,1863
2019-01-16,1863
2019-01-17,1863
2019-01-18,1863
2019-01-19,1863
2019-01-20,1875
2019-01-21,1875
2019-01-22,1875
2019-01-23,1875
2019-01-25,1901
2019-01-26,1901
2019-01-27,1901
2019-01-29,1901
2019-01-30,1939
2019-01-31,1939
2019-02-01,1939
2019-02-02,1939
2019-02-03,1939
2019-02-04,1939
2019-02-05,1912
2019-02-06,1912
2019-02-07,1912
2019-02-08,1912
2019-02-09,1912
2019-02-10,1884
2019-02-11,1884
2019-02-12,1884
2019-02-13,1884
2019-02-14,1884
2019-02-15,1884
2019-02-16,1892
2019-02-17,1892
2019-02-18,1892
2019-02-19,1892
2019-02-20,1892
2019-02-21,1892
2019-02-22,1892
2019-02-23,1957
2019-02-24,1957
2019-02-25,1957
2019-02-26,1957
2019-02-27,1957
2019-02-28,1957
2019-03-01,1957
2019-03-02,1957
2019-03-03,1957
2019-03-04,1957
2019-03-05,1932
2019-03-06,1932
2019-03-07,1932
2019-03-08,1932
2019-03-09,1932
2019-03-10,1932
2019-03-11,1960
2019-03-12,1960
2019-03-13,1960
2019-03-14,1960
2019-03-15,1960
2019-03-16,1960
2019-03-17,1913
2019-03-18,1913
2019-03-19,1913
2019-03-20,1913
2019-03-21,1913
2019-03-22,1913
2019-03-23,2006
2019-03-24,2006
2019-03-25,2006
2019-03-26,2006
2019-03-27,2006
2019-03-28,2006
2019-03-29,2084
2019-03-30,2084
2019-03-31,2084
2019-04-01,2084
2019-04-02,2084
2019-04-03,2084
2019-04-04,2151
2019-04-05,2151
2019-04-06,2151
2019-04-07,2151
2019-04-08,2151
2019-04-09,2151
2019-04-10,2089
