date_obj,Purple%20elegant%20skirt price
2019-06-25,957
2019-06-26,957
2019-06-27,988
2019-06-28,988
2019-06-29,988
2019-06-30,1032
2019-07-01,1032
2019-07-02,1032
2019-07-03,1065
2019-07-04,1065
2019-07-05,1065
2019-07-06,1065
2019-07-07,1091
2019-07-08,1091
2019-07-09,1091
2019-07-10,1128
2019-07-11,1128
2019-07-12,1128
2019-07-13,1128
2019-07-14,1138
2019-07-15,1138
2019-07-16,1138
2019-07-17,1184
2019-07-18,1184
2019-07-19,1184
2019-07-20,1184
2019-07-21,1244
2019-07-22,1244
2019-07-23,1244
2019-07-24,1293
2019-07-25,1293
2019-07-26,1293
2019-07-27,1324
2019-07-28,1324
2019-07-29,1324
2019-07-30,1339
2019-07-31,1339
2019-08-01,1339
2019-08-02,1348
2019-08-03,1348
2019-08-04,1348
2019-08-05,1300
2019-08-06,1300
2019-08-07,1300
2019-08-08,1254
2019-08-09,1254
2019-08-10,1254
2019-08-11,1194
2019-08-12,1194
2019-08-13,1194
2019-08-14,1141
2019-08-15,1141
2019-08-16,1088
2019-08-17,1088
2019-08-18,1039
2019-08-19,1039
2019-08-20,995
2019-08-21,995
2019-08-22,955
2019-08-23,955
2019-08-24,912
2019-08-24,912
2019-08-25,912
2019-08-25,912
2019-08-26,912
2019-08-26,912
2019-08-27,916
2019-08-27,916
2019-08-28,916
2019-08-29,916
2019-08-30,927
2019-08-31,927
2019-09-01,927
2019-09-02,907
2019-09-03,907
2019-09-04,907
2019-09-05,871
2019-09-06,871
2019-09-07,871
2019-09-08,856
2019-09-09,856
2019-09-10,856
2019-09-11,860
2019-09-12,860
2019-09-13,860
2019-09-14,825
2019-09-15,825
2019-09-16,841
2019-09-17,841
2019-09-18,841
2019-09-19,844
2019-09-20,844
2019-09-21,844
2019-09-22,826
2019-09-23,826
2019-09-24,826
2019-09-25,855
2019-09-26,855
2019-09-27,855
2019-09-28,844
2019-09-29,844
2019-09-30,844
2019-10-01,844
2019-10-02,848
2019-10-03,848
2019-10-04,848
2019-10-05,848
2019-10-06,860
2019-10-07,860
2019-10-08,860
2019-10-09,860
2019-10-10,854
2019-10-11,854
2019-10-12,854
2019-10-13,854
2019-10-14,854
2019-10-15,854
2019-10-16,873
2019-10-17,873
2019-10-18,873
2019-10-19,873
2019-10-20,881
2019-10-21,881
2019-10-22,881
2019-10-23,881
2019-10-24,891
2019-10-25,891
2019-10-26,891
2019-10-27,867
2019-10-28,867
2019-10-29,867
2019-10-30,867
2019-10-31,871
2019-11-01,871
2019-11-02,871
2019-11-03,871
2019-11-04,874
2019-11-05,874
2019-11-06,874
2019-11-07,858
2019-11-08,858
2019-11-09,858
2019-11-10,865
2019-11-11,865
2019-11-12,865
2019-11-13,865
2019-11-14,865
2019-11-15,909
2019-11-16,909
2019-11-17,909
2019-11-18,937
2019-11-19,937
2019-11-20,937
2019-11-21,937
2019-11-22,961
2019-11-23,961
2019-11-24,961
2019-11-25,958
2019-11-26,958
2019-11-27,958
2019-11-28,958
2019-11-29,938
2019-11-30,938
2019-12-01,938
2019-12-02,938
2019-12-03,896
2019-12-04,896
2019-12-05,896
2019-12-06,896
2019-12-07,896
2019-12-08,900
2019-12-09,900
2019-12-10,900
2019-12-11,903
2019-12-12,903
2019-12-13,903
2019-12-14,903
2019-12-15,914
2019-12-16,914
2019-12-17,914
2019-12-18,914
2019-12-19,914
2019-12-20,914
2019-12-21,914
2019-12-22,872
2019-12-23,872
2019-12-24,872
2019-12-25,872
2019-12-26,855
2019-12-27,855
2019-12-28,835
2019-12-29,835
2019-12-30,835
2019-12-31,835
2020-01-01,796
2020-01-02,796
2020-01-03,796
2020-01-04,781
2020-01-05,781
2020-01-06,781
2020-01-07,766
2020-01-08,766
2020-01-09,766
2020-01-10,747
2020-01-11,747
2020-01-12,747
2020-01-13,748
2020-01-14,748
2020-01-15,748
2020-01-16,748
2020-01-17,767
2020-01-18,767
2020-01-19,767
2020-01-20,766
2020-01-21,766
2020-01-22,766
2020-01-23,758
2020-01-24,758
2020-01-25,758
2020-01-26,753
2020-01-27,753
2020-01-28,753
2020-01-29,780
2020-01-30,780
2020-01-31,780
2020-02-01,789
2020-02-02,789
2020-02-03,789
2020-02-04,820
2020-02-05,820
2020-02-06,820
2020-02-07,854
2020-02-08,854
2020-02-09,854
2020-02-10,876
2020-02-11,876
2020-02-12,876
2020-02-13,876
2020-02-14,900
2020-02-15,900
2020-02-16,900
2020-02-17,900
2020-02-18,926
2020-02-19,926
2020-02-20,926
2020-02-21,926
2020-02-22,933
2020-02-23,933
2020-02-24,933
2020-02-25,906
2020-02-26,906
2020-02-27,906
2020-02-28,867
2020-02-29,867
2020-03-01,867
2020-03-02,831
2020-03-03,831
2020-03-04,831
2020-03-05,806
2020-03-06,806
2020-03-07,806
2020-03-08,815
2020-03-09,815
2020-03-10,838
2020-03-11,838
2020-03-12,838
2020-03-13,838
2020-03-14,856
2020-03-15,856
2020-03-16,856
2020-03-17,872
2020-03-18,872
2020-03-19,872
2020-03-20,874
2020-03-21,874
2020-03-22,908
2020-03-23,908
2020-03-24,908
2020-03-25,939
2020-03-26,939
2020-03-27,961
2020-03-28,961
2020-03-29,936
2020-03-30,936
2020-03-31,912
2020-04-01,912
2020-04-02,908
2020-04-03,908
2020-04-04,904
2020-04-05,904
2020-04-06,917
2020-04-07,917
2020-04-08,909
2020-04-09,909
2020-04-10,909
2020-04-11,915
2020-04-12,915
2020-04-13,900
2020-04-14,900
2020-04-15,878
2020-04-16,878
2020-04-17,853
2020-04-18,853
2020-04-19,844
2020-04-20,844
2020-04-21,838
2020-04-22,838
2020-04-23,826
2020-04-24,826
2020-04-25,803
2020-04-26,803
2020-04-27,778
2020-04-28,778
2020-04-29,750
2020-04-30,750
2020-05-01,765
2020-05-02,765
2020-05-03,751
2020-05-04,751
2020-05-05,739
2020-05-06,739
2020-05-07,755
2020-05-08,755
2020-05-09,777
2020-05-10,777
2020-05-11,777
2020-05-12,795
2020-05-13,795
