date_obj,Villager%20sandals%20(pink) price
2016-04-21,11830
2016-04-22,11438
2016-04-23,11438
2016-04-24,11438
2016-04-25,11438
2016-04-26,11438
2016-04-27,11438
2016-04-28,11438
2016-04-29,11438
2016-04-30,11438
2016-05-01,11438
2016-05-02,11438
2016-05-03,11438
2016-05-04,11438
2016-05-05,10879
2016-05-06,10879
2016-05-07,10879
2016-05-08,10879
2016-05-09,10879
2016-05-10,10879
2016-05-11,10879
2016-05-12,10879
2016-05-13,10879
2016-05-14,10879
2016-05-15,10879
2016-05-16,10879
2016-05-17,10791
2016-05-18,10791
2016-05-19,10791
2016-05-20,10791
2016-05-21,10791
2016-05-22,10791
2016-05-23,10791
2016-05-24,10791
2016-05-25,10791
2016-05-26,10791
2016-05-27,10791
2016-05-28,10791
2016-05-29,10543
2016-05-30,10543
2016-05-31,10543
2016-06-01,10543
2016-06-02,10543
2016-06-03,10543
2016-06-04,10543
2016-06-05,10543
2016-06-06,10543
2016-06-07,10543
2016-06-08,10543
2016-06-09,10543
2016-06-10,10412
2016-06-11,10412
2016-06-12,10412
2016-06-13,10412
2016-06-14,10412
2016-06-15,10412
2016-06-16,10412
2016-06-17,10412
2016-06-18,10412
2016-06-19,10412
2016-06-20,10412
2016-06-21,10412
2016-06-22,10412
2016-06-23,10087
2016-06-24,10087
2016-06-25,10087
2016-06-26,10087
2016-06-27,10087
2016-06-28,10087
2016-06-29,10087
2016-06-30,10087
2016-07-01,10087
2016-07-02,10087
2016-07-03,9730
2016-07-04,9730
2016-07-05,9730
2016-07-06,9730
2016-07-07,9730
2016-07-08,9730
2016-07-09,9730
2016-07-10,9730
2016-07-11,9730
2016-07-13,9730
2016-07-14,9473
2016-07-15,9473
2016-07-16,9473
2016-07-17,9473
2016-07-18,9473
2016-07-19,9473
2016-07-20,9473
2016-07-21,9473
2016-07-22,9473
2016-07-23,9473
2016-07-24,9473
2016-07-25,9473
2016-07-26,9473
2016-07-27,9340
2016-07-28,9340
2016-07-29,9340
2016-07-30,9340
2016-07-31,9340
2016-08-01,9340
2016-08-02,9340
2016-08-03,9340
2016-08-04,9340
2016-08-05,9340
2016-08-06,9340
2016-08-07,9340
2016-08-08,9340
2016-08-09,9340
2016-08-10,9340
2016-08-11,9172
2016-08-12,9172
2016-08-13,9172
2016-08-14,9172
2016-08-15,9172
2016-08-16,9172
2016-08-17,9172
2016-08-18,9172
2016-08-19,9172
2016-08-20,9172
2016-08-21,9172
2016-08-22,9172
2016-08-23,9172
2016-08-24,9172
2016-08-25,9081
2016-08-26,9081
2016-08-27,9081
2016-08-28,9081
2016-08-29,9081
2016-08-30,9081
2016-08-31,9081
2016-09-01,9081
2016-09-02,9081
2016-09-03,9081
2016-09-04,9081
2016-09-05,9081
2016-09-06,9081
2016-09-07,9081
2016-09-08,8941
2016-09-09,8941
2016-09-10,8941
2016-09-11,8941
2016-09-12,8941
2016-09-13,8941
2016-09-14,8941
2016-09-15,8941
2016-09-16,8941
2016-09-17,8941
2016-09-18,8941
2016-09-19,8941
2016-09-20,8941
2016-09-21,8941
2016-09-22,8834
2016-09-23,8834
2016-09-24,8834
2016-09-25,8834
2016-09-26,8834
2016-09-27,8834
2016-09-28,8834
2016-09-29,8834
2016-09-30,8834
2016-10-01,8834
2016-10-02,8834
2016-10-03,8834
2016-10-04,8834
2016-10-05,8834
2016-10-06,8834
2016-10-07,8834
2016-10-08,8834
2016-10-09,8834
2016-10-10,8845
2016-10-11,8845
2016-10-12,8845
2016-10-13,8845
2016-10-14,8845
2016-10-15,8845
2016-10-16,8845
2016-10-17,8845
2016-10-18,8845
2016-10-19,8845
2016-10-20,8845
2016-10-21,8845
2016-10-22,8845
2016-10-23,8946
2016-10-24,8946
2016-10-25,8946
2016-10-26,8946
2016-10-27,8946
2016-10-28,8946
2016-10-29,8946
2016-10-30,8946
2016-10-31,8946
2016-11-01,8946
2016-11-02,8946
2016-11-03,8946
2016-11-04,8946
2016-11-05,8946
2016-11-06,9094
2016-11-07,9094
2016-11-08,9094
2016-11-09,9094
2016-11-10,9094
2016-11-11,9094
2016-11-12,9094
2016-11-13,9094
2016-11-14,9094
2016-11-15,9094
2016-11-16,9094
2016-11-17,9094
2016-11-18,9094
2016-11-19,9094
2016-11-20,9094
2016-11-21,8854
2016-11-22,8854
2016-11-23,8854
2016-11-24,8854
2016-11-25,8854
2016-11-26,8854
2016-11-27,8854
2016-11-28,8854
2016-11-29,8854
2016-11-30,8854
2016-12-01,8854
2016-12-02,8854
2016-12-03,8854
2016-12-04,8670
2016-12-05,8670
2016-12-06,8670
2016-12-07,8670
2016-12-08,8670
2016-12-09,8670
2016-12-10,8670
2016-12-11,8670
2016-12-12,8670
2016-12-13,8670
2016-12-14,8670
2016-12-15,8670
2016-12-16,8670
2016-12-17,8670
2016-12-18,8670
2016-12-19,8587
2016-12-20,8587
2016-12-21,8587
2016-12-22,8587
2016-12-23,8587
2016-12-24,8587
2016-12-25,8587
2016-12-26,8587
2016-12-27,8587
2016-12-28,8587
2016-12-29,8587
2016-12-30,8587
2016-12-31,8587
2017-01-01,8587
2017-01-02,8544
2017-01-03,8544
2017-01-04,8544
2017-01-05,8544
2017-01-06,8544
2017-01-07,8544
2017-01-08,8544
2017-01-09,8544
2017-01-10,8544
2017-01-11,8544
2017-01-12,8544
2017-01-13,8544
2017-01-14,8544
2017-01-15,8205
2017-01-16,8205
2017-01-17,8205
2017-01-18,8205
2017-01-19,8205
2017-01-20,8205
2017-01-21,8205
2017-01-22,8205
2017-01-23,8205
2017-01-24,8205
2017-01-25,8051
2017-01-26,8051
2017-01-27,8051
2017-01-28,8051
2017-01-29,8051
2017-01-30,8051
2017-01-31,8051
2017-02-01,8051
2017-02-02,8051
2017-02-03,8051
2017-02-04,8051
2017-02-05,8051
2017-02-06,7861
2017-02-07,7861
2017-02-08,7861
2017-02-09,7861
2017-02-10,7861
2017-02-11,7861
2017-02-12,7861
2017-02-13,7861
2017-02-14,7861
2017-02-15,7861
2017-02-16,7861
2017-02-17,7861
2017-02-18,7638
2017-02-19,7638
2017-02-20,7638
2017-02-21,7638
2017-02-22,7638
2017-02-23,7638
2017-02-24,7638
2017-02-25,7638
2017-02-26,7638
2017-02-27,7638
2017-02-28,7638
2017-03-01,7638
2017-03-02,7638
2017-03-03,7675
2017-03-04,7675
2017-03-05,7675
2017-03-06,7675
2017-03-07,7675
2017-03-08,7675
2017-03-09,7675
2017-03-10,7675
2017-03-11,7675
2017-03-12,7675
2017-03-13,7675
2017-03-14,7486
2017-03-15,7486
2017-03-16,7486
2017-03-17,7486
2017-03-18,7486
2017-03-19,7486
2017-03-20,7486
2017-03-21,7486
2017-03-22,7486
2017-03-23,7486
2017-03-24,7486
2017-03-25,7117
2017-03-26,7117
2017-03-27,7117
2017-03-28,7117
2017-03-29,7117
2017-03-30,7117
2017-03-31,7117
2017-04-01,7117
2017-04-02,7117
2017-04-03,7117
2017-04-04,6764
2017-04-05,6764
2017-04-06,6764
2017-04-07,6764
2017-04-08,6764
2017-04-09,6764
2017-04-10,6764
2017-04-11,6764
2017-04-12,6764
2017-04-13,6764
2017-04-14,6764
2017-04-15,6604
2017-04-16,6604
2017-04-17,6604
2017-04-18,6604
2017-04-19,6604
2017-04-20,6604
2017-04-21,6604
2017-04-22,6604
2017-04-23,6604
2017-04-24,6604
2017-04-25,6604
2017-04-26,6496
2017-04-27,6496
2017-04-28,6496
2017-04-29,6496
2017-04-30,6496
2017-05-01,6496
2017-05-02,6496
2017-05-03,6496
2017-05-04,6270
2017-05-05,6270
2017-05-06,6270
2017-05-07,6270
2017-05-08,6270
2017-05-09,6270
2017-05-10,6270
2017-05-11,6270
2017-05-12,6270
2017-05-13,6183
2017-05-14,6183
2017-05-15,6183
2017-05-16,6183
2017-05-17,6183
2017-05-18,6183
2017-05-19,6183
2017-05-20,6183
2017-05-21,6183
2017-05-22,6183
2017-05-23,6183
2017-05-24,5874
2017-05-25,5874
2017-05-26,5874
2017-05-27,5874
2017-05-28,5874
2017-05-29,5874
2017-05-30,5874
2017-05-31,5874
2017-06-01,5874
2017-06-02,5874
2017-06-03,5874
2017-06-04,5586
2017-06-05,5586
2017-06-06,5586
2017-06-07,5586
2017-06-08,5586
2017-06-09,5586
2017-06-10,5313
2017-06-11,5313
2017-06-12,5313
2017-06-13,5313
2017-06-14,5313
2017-06-15,5313
2017-06-16,5313
2017-06-17,5313
2017-06-18,5098
2017-06-19,5098
2017-06-20,5098
2017-06-21,5098
2017-06-22,5098
2017-06-23,5098
2017-06-24,5098
2017-06-25,5098
2017-06-26,5098
2017-06-27,5098
2017-06-28,5098
2017-06-29,5064
2017-06-30,5064
2017-07-01,5064
2017-07-02,5064
2017-07-03,5064
2017-07-04,5064
2017-07-05,5064
2017-07-06,5064
2017-07-07,5064
2017-07-08,5064
2017-07-09,5064
2017-07-10,4946
2017-07-11,4946
2017-07-12,4946
2017-07-13,4946
2017-07-14,4946
2017-07-15,4946
2017-07-16,4946
2017-07-17,4946
2017-07-18,4946
2017-07-19,4946
2017-07-20,4946
2017-07-21,4899
2017-07-22,4899
2017-07-23,4899
2017-07-24,4899
2017-07-25,4899
2017-07-26,4899
2017-07-27,4899
2017-07-28,4899
2017-07-29,4899
2017-07-30,4899
2017-07-31,4899
2017-08-01,4899
2017-08-02,4987
2017-08-03,4987
2017-08-04,4987
2017-08-05,4987
2017-08-06,4987
2017-08-07,4987
2017-08-08,4987
2017-08-09,4987
2017-08-10,4987
2017-08-11,4987
2017-08-12,4987
2017-08-13,4861
2017-08-14,4861
2017-08-15,4861
2017-08-16,4861
2017-08-17,4861
2017-08-18,4861
2017-08-19,4861
2017-08-20,4861
2017-08-21,4861
2017-08-22,4861
2017-08-23,4861
2017-08-24,4943
2017-08-25,4943
2017-08-26,4943
2017-08-27,4943
2017-08-28,4943
2017-08-29,4943
2017-08-30,4943
2017-08-31,4943
2017-09-01,4943
2017-09-02,4943
2017-09-03,4943
2017-09-04,4916
2017-09-05,4916
2017-09-06,4916
2017-09-07,4916
2017-09-08,4916
2017-09-09,4916
2017-09-10,4916
2017-09-11,4916
2017-09-12,4916
2017-09-13,4916
2017-09-14,4916
2017-09-15,4716
2017-09-16,4716
2017-09-17,4716
2017-09-18,4716
2017-09-19,4716
2017-09-20,4716
2017-09-21,4716
2017-09-22,4716
2017-09-23,4716
2017-09-24,4716
2017-09-25,4716
2017-09-26,4716
2017-09-27,4716
2017-09-28,4532
2017-09-29,4532
2017-09-30,4532
2017-10-01,4532
2017-10-02,4532
2017-10-03,4532
2017-10-04,4532
2017-10-05,4532
2017-10-06,4532
2017-10-07,4532
2017-10-08,4532
2017-10-09,4532
2017-10-10,4532
2017-10-11,4532
2017-10-12,4309
2017-10-13,4309
2017-10-14,4309
2017-10-15,4309
2017-10-16,4309
2017-10-17,4309
2017-10-18,4309
2017-10-19,4309
2017-10-20,4309
2017-10-21,4149
2017-10-22,4149
2017-10-23,4149
2017-10-24,4149
2017-10-25,4149
2017-10-26,4149
2017-10-27,4149
2017-10-28,3993
2017-10-29,3993
2017-10-30,3993
2017-10-31,3993
2017-11-01,3993
2017-11-02,3993
2017-11-03,3993
2017-11-04,3993
2017-11-05,3970
2017-11-06,3970
2017-11-07,3970
2017-11-08,3970
2017-11-09,3970
2017-11-10,3970
2017-11-11,3970
2017-11-12,3970
2017-11-13,3970
2017-11-14,3970
2017-11-15,3970
2017-11-16,3895
2017-11-17,3895
2017-11-18,3895
2017-11-19,3895
2017-11-20,3895
2017-11-21,3895
2017-11-22,3895
2017-11-23,3895
2017-11-24,3895
2017-11-25,3895
2017-11-26,3895
2017-11-27,3895
2017-11-28,3864
2017-11-29,3864
2017-11-30,3864
2017-12-01,3864
2017-12-02,3864
2017-12-03,3864
2017-12-04,3864
2017-12-05,3864
2017-12-06,3864
2017-12-07,3864
2017-12-08,3864
2017-12-09,3864
2017-12-10,3864
2017-12-11,3864
2017-12-12,3864
2017-12-13,3864
2017-12-14,3864
2017-12-15,3864
2017-12-16,3864
2017-12-17,3864
2017-12-18,3864
2017-12-19,3962
2017-12-20,3962
2017-12-21,3962
2017-12-22,3962
2017-12-23,3962
2017-12-24,3962
2017-12-25,3962
2017-12-26,3962
2017-12-27,3962
2017-12-28,3962
2017-12-29,3962
2017-12-30,3803
2017-12-31,3803
2018-01-01,3803
2018-01-02,3803
2018-01-03,3803
2018-01-04,3803
2018-01-05,3803
2018-01-06,3803
2018-01-07,3803
2018-01-08,3803
2018-01-09,3617
2018-01-10,3617
2018-01-11,3617
2018-01-12,3617
2018-01-13,3617
2018-01-14,3617
2018-01-15,3617
2018-01-16,3617
2018-01-17,3617
2018-01-18,3617
2018-01-19,3617
2018-01-20,3438
2018-01-21,3438
2018-01-22,3438
2018-01-23,3438
2018-01-24,3270
2018-01-25,3270
2018-01-26,3270
2018-01-27,3270
2018-01-28,3271
2018-01-29,3271
2018-01-30,3271
2018-02-01,3271
2018-02-02,3271
2018-02-03,3233
2018-02-04,3233
2018-02-05,3233
2018-02-06,3233
2018-02-07,3233
2018-02-08,3233
2018-02-09,3164
2018-02-10,3164
2018-02-11,3164
2018-02-12,3164
2018-02-13,3164
2018-02-14,3164
2018-02-15,3164
2018-02-16,3273
2018-02-17,3273
2018-02-18,3273
2018-02-19,3273
2018-02-20,3273
2018-02-21,3356
2018-02-22,3356
2018-02-23,3356
2018-02-24,3356
2018-02-25,3356
2018-02-26,3255
2018-02-27,3255
2018-02-28,3255
2018-03-01,3255
2018-03-02,3255
2018-03-03,3144
2018-03-04,3144
2018-03-05,3144
2018-03-06,3144
2018-03-07,3144
2018-03-08,3144
2018-03-09,3025
2018-03-10,3025
2018-03-11,3025
2018-03-12,3025
2018-03-13,3025
2018-03-14,3025
2018-03-15,2875
2018-03-16,2875
2018-03-17,2875
2018-03-18,2875
2018-03-19,2875
2018-03-20,2832
2018-03-21,2832
2018-03-23,2832
2018-03-24,2832
2018-03-26,2859
2018-03-27,2859
2018-03-28,2859
2018-03-29,2859
2018-03-30,2934
2018-03-31,2934
2018-04-01,2934
2018-04-02,2934
2018-04-03,2934
2018-04-04,2925
2018-04-05,2925
2018-04-06,2925
2018-04-08,2925
2018-04-09,2925
2018-04-10,2918
2018-04-11,2918
2018-04-12,2918
2018-04-13,2918
2018-04-14,2918
2018-04-16,2945
2018-04-17,2945
2018-04-18,2945
2018-04-19,2945
2018-04-20,2945
2018-04-21,2891
2018-04-22,2891
2018-04-23,2891
2018-04-24,2891
2018-04-25,2891
2018-04-26,2891
2018-04-27,2891
2018-04-28,2960
2018-04-29,2960
2018-04-30,2960
2018-05-02,2960
2018-05-03,2960
2018-05-04,2958
2018-05-05,2958
2018-05-06,2958
2018-05-07,2958
2018-05-08,2958
2018-05-09,2958
2018-05-10,2943
2018-05-11,2943
2018-05-12,2943
2018-05-13,2943
2018-05-14,2943
2018-05-15,2943
2018-05-16,2943
2018-05-17,3007
2018-05-18,3007
2018-05-19,3007
2018-05-20,3007
2018-05-21,3089
2018-05-22,3089
2018-05-23,3089
2018-05-24,3089
2018-05-25,3089
2018-05-26,3161
2018-05-27,3161
2018-05-28,3161
2018-05-29,3161
2018-05-30,3161
2018-05-31,3212
2018-06-01,3212
2018-06-02,3212
2018-06-03,3212
2018-06-04,3212
2018-06-05,3159
2018-06-06,3159
2018-06-07,3159
2018-06-08,3159
2018-06-09,3159
2018-06-10,3187
2018-06-11,3187
2018-06-12,3187
2018-06-13,3187
2018-06-14,3187
2018-06-15,3187
2018-06-16,3283
2018-06-17,3283
2018-06-18,3283
2018-06-19,3283
2018-06-20,3283
2018-06-21,3228
2018-06-22,3228
2018-06-23,3228
2018-06-24,3228
2018-06-25,3228
2018-06-26,3228
2018-06-27,3177
2018-06-28,3177
2018-06-29,3177
2018-06-30,3177
2018-07-01,3177
2018-07-02,3159
2018-07-03,3159
2018-07-04,3159
2018-07-05,3159
2018-07-06,3159
2018-07-07,3159
2018-07-08,3165
2018-07-09,3165
2018-07-10,3165
2018-07-11,3165
2018-07-12,3165
2018-07-13,3165
2018-07-14,3165
2018-07-15,3165
2018-07-16,3249
2018-07-17,3249
2018-07-18,3249
2018-07-19,3249
2018-07-20,3249
2018-07-21,3173
2018-07-22,3173
2018-07-23,3173
2018-07-24,3173
2018-07-25,3173
2018-07-26,3211
2018-07-27,3211
2018-07-28,3211
2018-07-29,3211
2018-07-30,3211
2018-07-31,3300
2018-08-01,3300
2018-08-02,3300
2018-08-03,3300
2018-08-04,3300
2018-08-05,3403
2018-08-06,3403
2018-08-07,3403
2018-08-08,3403
2018-08-09,3403
2018-08-10,3429
2018-08-11,3429
2018-08-12,3429
2018-08-14,3429
2018-08-16,3387
2018-08-17,3387
2018-08-18,3387
2018-08-19,3387
2018-08-20,3433
2018-08-21,3433
2018-08-22,3433
2018-08-23,3433
2018-08-24,3433
2018-08-25,3533
2018-08-26,3533
2018-08-27,3533
2018-08-28,3533
2018-08-29,3533
2018-08-30,3633
2018-08-31,3633
2018-09-01,3633
2018-09-02,3633
2018-09-03,3633
2018-09-04,3713
2018-09-05,3713
2018-09-06,3713
2018-09-07,3713
2018-09-08,3713
2018-09-09,3791
2018-09-10,3791
2018-09-11,3791
2018-09-12,3791
2018-09-13,3791
2018-09-14,3859
2018-09-15,3859
2018-09-16,3859
2018-09-17,3859
2018-09-18,3983
2018-09-19,3983
2018-09-20,3983
2018-09-21,3983
2018-09-22,4168
2018-09-23,4168
2018-09-24,4168
2018-09-25,4168
2018-09-26,4237
2018-09-27,4237
2018-09-28,4237
2018-09-29,4237
2018-09-30,4237
2018-10-02,4299
2018-10-03,4299
2018-10-04,4299
2018-10-05,4386
2018-10-06,4386
2018-10-07,4386
2018-10-08,4551
2018-10-09,4551
2018-10-10,4551
2018-10-11,4551
2018-10-12,4567
2018-10-13,4567
2018-10-14,4567
2018-10-15,4567
2018-10-16,4664
2018-10-17,4664
2018-10-18,4664
2018-10-19,4664
2018-10-20,4664
2018-10-21,4757
2018-10-22,4757
2018-10-23,4757
2018-10-24,4757
2018-10-25,4757
2018-10-26,4793
2018-10-27,4793
2018-10-28,4793
2018-10-29,4793
2018-10-30,4856
2018-10-31,4856
2018-11-01,4856
2018-11-03,4965
2018-11-04,4965
2018-11-05,4965
2018-11-06,5024
2018-11-07,5024
2018-11-08,5024
2018-11-09,5024
2018-11-10,4873
2018-11-11,4873
2018-11-12,4873
2018-11-13,4694
2018-11-14,4694
2018-11-15,4694
2018-11-16,4634
2018-11-17,4634
2018-11-18,4634
2018-11-19,4558
2018-11-20,4558
2018-11-21,4558
2018-11-22,4417
2018-11-23,4417
2018-11-24,4417
2018-11-25,4375
2018-11-26,4375
2018-11-27,4375
2018-11-28,4220
2018-11-29,4220
2018-12-01,4009
2018-12-02,4009
2018-12-03,4009
2018-12-04,3925
2018-12-05,3925
2018-12-07,3886
2018-12-09,3886
2018-12-10,3862
2018-12-11,3862
2018-12-12,3862
2018-12-13,3862
2018-12-14,3767
2018-12-15,3767
2018-12-16,3767
2018-12-17,3767
2018-12-18,3736
2018-12-19,3736
2018-12-20,3736
2018-12-21,3680
2018-12-22,3680
2018-12-23,3680
2018-12-24,3579
2018-12-25,3579
2018-12-26,3579
2018-12-27,3579
2018-12-28,3579
2018-12-29,3516
2018-12-30,3516
2018-12-31,3516
2019-01-01,3516
2019-01-02,3341
2019-01-03,3341
