date_obj,Kebbit%20teeth price
2015-07-31,18944
2015-08-01,18944
2015-08-02,18030
2015-08-03,18030
2015-08-04,18030
2015-08-05,18030
2015-08-06,18030
2015-08-07,18030
2015-08-08,18030
2015-08-09,18030
2015-08-10,18030
2015-08-11,18030
2015-08-12,18030
2015-08-13,18030
2015-08-14,18030
2015-08-15,18030
2015-08-16,18030
2015-08-17,18030
2015-08-18,18030
2015-08-19,18030
2015-08-20,18030
2015-08-21,18030
2015-08-22,18030
2015-08-23,18030
2015-08-24,18030
2015-08-25,18030
2015-08-26,18030
2015-08-27,18030
2015-08-28,18030
2015-08-29,18030
2015-08-30,17158
2015-08-31,17158
2015-09-01,17158
2015-09-02,17158
2015-09-03,17158
2015-09-04,17158
2015-09-05,17158
2015-09-06,17158
2015-09-07,17158
2015-09-08,17158
2015-09-09,17158
2015-09-10,17158
2015-09-11,17158
2015-09-12,17158
2015-09-13,17158
2015-09-14,17158
2015-09-15,17158
2015-09-16,17158
2015-09-17,17158
2015-09-18,17158
2015-09-19,17158
2015-09-20,17158
2015-09-21,17158
2015-09-22,17158
2015-09-23,17158
2015-09-24,17158
2015-09-25,17158
2015-09-27,17158
2015-09-28,16325
2015-09-29,16325
2015-09-30,16325
2015-10-05,16325
2015-10-06,16325
2015-10-07,16325
2015-10-08,16325
2015-10-09,16325
2015-10-10,16325
2015-10-11,16325
2015-10-12,16325
2015-10-13,16325
2015-10-14,16325
2015-10-15,16325
2015-10-16,16325
2015-10-17,16325
2015-10-18,16325
2015-10-19,16325
2015-10-20,16325
2015-10-22,16325
2015-10-23,16325
2015-10-24,16325
2015-10-25,16325
2015-10-26,16325
2015-10-27,15547
2015-10-29,15547
2015-10-30,15547
2015-10-31,15547
2015-11-01,15547
2015-11-02,15547
2015-11-03,15547
2015-11-04,15547
2015-11-05,15547
2015-11-06,15547
2015-11-07,15547
2015-11-08,15547
2015-11-09,15547
2015-11-10,15547
2015-11-11,15547
2015-11-12,15547
2015-11-13,15547
2015-11-14,15547
2015-11-15,15547
2015-11-16,15547
2015-11-17,15547
2015-11-18,15547
2015-11-19,15547
2015-11-20,15547
2015-11-21,15547
2015-11-22,15547
2015-11-23,15547
2015-11-24,15547
2015-11-25,15547
2015-11-26,15547
2015-11-27,15547
2015-11-28,15547
2015-11-29,15547
2015-11-30,15547
2015-12-01,14783
2015-12-02,14783
2015-12-03,14783
2015-12-04,14783
2015-12-05,14783
2015-12-06,14783
2015-12-07,14783
2015-12-08,14783
2015-12-09,14783
2015-12-10,14783
2015-12-11,14783
2015-12-12,14783
2015-12-13,14783
2015-12-14,14783
2015-12-15,14783
2015-12-16,14783
2015-12-17,14783
2015-12-18,14783
2015-12-19,14783
2015-12-20,14783
2015-12-21,14783
2015-12-22,14783
2015-12-23,14783
2015-12-24,14783
2015-12-25,14783
2015-12-26,14783
2015-12-27,14783
2015-12-28,14783
2015-12-29,14783
2015-12-30,14783
2015-12-31,14051
2016-01-01,14051
2016-01-02,14051
2016-01-03,14051
2016-01-04,14051
2016-01-05,14051
2016-01-06,14051
2016-01-07,14051
2016-01-08,14051
2016-01-09,14051
2016-01-10,14051
2016-01-11,14051
2016-01-12,14051
2016-01-13,14051
2016-01-14,14051
2016-01-15,14051
2016-01-16,14051
2016-01-17,14051
2016-01-18,14051
2016-01-19,14051
2016-01-20,14051
2016-01-21,14051
2016-01-22,14051
2016-01-23,14051
2016-01-24,14051
2016-01-25,14051
2016-01-26,14051
2016-01-27,14051
2016-01-28,14051
2016-01-29,14051
2016-01-30,14051
2016-01-31,14051
2016-02-01,13354
2016-02-02,13354
2016-02-03,13354
2016-02-04,13354
2016-02-05,13354
2016-02-06,13354
2016-02-07,13354
2016-02-08,13354
2016-02-09,13354
2016-02-10,13354
2016-02-11,13354
2016-02-12,13354
2016-02-13,13354
2016-02-14,13354
2016-02-15,13354
2016-02-16,13354
2016-02-17,13354
2016-02-18,13354
2016-02-19,13354
2016-02-20,13354
2016-02-21,13354
2016-02-22,13354
2016-02-23,13354
2016-02-24,13354
2016-02-25,13354
2016-02-26,13354
2016-02-27,13354
2016-02-28,13354
2016-02-29,13354
2016-03-01,13354
2016-03-02,13354
2016-03-03,12703
2016-03-04,12703
2016-03-05,12703
2016-03-06,12703
2016-03-07,12703
2016-03-08,12703
2016-03-09,12703
2016-03-10,12703
2016-03-11,12703
2016-03-12,12703
2016-03-13,12703
2016-03-14,12703
2016-03-15,12703
2016-03-16,12703
2016-03-17,12703
2016-03-18,12703
2016-03-19,12703
2016-03-20,12703
2016-03-21,12703
2016-03-22,12703
2016-03-23,12069
2016-03-24,12069
2016-03-25,12069
2016-03-26,12069
2016-03-27,12069
2016-03-28,12069
2016-03-29,12069
2016-03-30,12069
2016-03-31,12069
2016-04-01,12069
2016-04-02,12069
2016-04-03,12069
2016-04-04,12069
2016-04-05,12069
2016-04-06,12069
2016-04-07,12069
2016-04-08,12069
2016-04-09,12069
2016-04-10,12069
2016-04-11,12069
2016-04-12,12069
2016-04-13,12069
2016-04-14,12069
2016-04-15,12069
2016-04-16,12069
2016-04-17,12069
2016-04-18,11484
2016-04-19,11484
2016-04-20,11484
2016-04-21,11484
2016-04-22,11484
2016-04-23,11484
2016-04-24,11484
2016-04-25,11484
2016-04-26,11484
2016-04-27,11484
2016-04-28,11484
2016-04-29,11484
2016-04-30,11484
2016-05-01,11484
2016-05-02,11484
2016-05-03,11484
2016-05-04,11484
2016-05-05,11484
2016-05-06,11484
2016-05-07,11484
2016-05-08,11484
2016-05-09,11484
2016-05-10,10926
2016-05-11,10926
2016-05-12,10926
2016-05-13,10926
2016-05-14,10926
2016-05-15,10926
2016-05-16,10926
2016-05-17,10926
2016-05-18,10926
2016-05-19,10926
2016-05-22,10926
2016-05-23,10926
2016-05-24,10926
2016-05-25,10926
2016-05-26,10926
2016-05-27,10926
2016-05-28,10926
2016-05-29,10926
2016-05-30,10926
2016-05-31,10926
2016-06-01,10926
2016-06-02,10926
2016-06-03,10926
2016-06-04,10926
2016-06-05,10926
2016-06-06,10470
2016-06-07,10470
2016-06-08,10470
2016-06-09,10470
2016-06-10,10470
2016-06-11,10470
2016-06-12,10470
2016-06-13,10470
2016-06-14,10470
2016-06-15,10470
2016-06-16,10470
2016-06-17,10470
2016-06-18,10470
2016-06-19,10470
2016-06-20,10470
2016-06-21,10470
2016-06-22,10470
2016-06-23,10470
2016-06-24,10470
2016-06-25,10470
2016-06-26,10470
2016-06-27,10470
2016-06-28,10470
2016-06-29,10470
2016-06-30,10470
2016-07-01,9952
2016-07-02,9952
2016-07-03,9952
2016-07-04,9952
2016-07-05,9952
2016-07-06,9952
2016-07-07,9952
2016-07-08,9952
2016-07-09,9952
2016-07-10,9952
2016-07-11,9952
2016-07-12,9952
2016-07-13,9952
2016-07-14,9952
2016-07-15,9952
2016-07-16,9952
2016-07-17,9952
2016-07-18,9952
2016-07-23,9474
2016-07-24,9474
2016-07-25,9474
2016-07-26,9474
2016-07-27,9474
2016-07-28,9474
2016-07-29,9474
2016-07-30,9474
2016-07-31,9474
2016-08-01,9474
2016-08-02,9474
2016-08-03,9474
2016-08-04,9474
2016-08-05,9474
2016-08-06,9474
2016-08-07,9474
2016-08-08,9474
2016-08-09,9474
2016-08-10,9474
2016-08-11,9474
2016-08-12,9474
2016-08-13,9474
2016-08-14,9474
2016-08-15,9019
2016-08-16,9019
2016-08-17,9019
2016-08-18,9019
2016-08-19,9019
2016-08-20,9019
2016-08-21,9019
2016-08-22,9019
2016-08-23,9019
2016-08-24,9019
2016-08-25,9019
2016-08-26,9019
2016-08-28,9019
2016-08-31,9019
2016-09-01,9019
2016-09-02,9019
2016-09-03,9019
2016-09-04,9019
2016-09-05,9019
2016-09-06,9019
2016-09-07,8597
2016-09-08,8597
2016-09-09,8597
2016-09-10,8597
2016-09-11,8597
2016-09-12,8597
2016-09-13,8597
2016-09-14,8597
2016-09-15,8597
2016-09-16,8597
2016-09-17,8597
2016-09-18,8597
2016-09-19,8597
2016-09-20,8597
2016-09-21,8597
2016-09-22,8597
2016-09-23,8597
2016-09-24,8597
2016-09-25,8597
2016-09-26,8173
2016-09-27,8173
2016-09-28,8173
2016-09-29,8173
2016-09-30,8173
2016-10-01,8173
2016-10-02,8173
2016-10-03,8173
2016-10-04,8173
2016-10-05,8173
2016-10-06,8173
2016-10-07,8173
2016-10-08,8173
2016-10-09,8173
2016-10-10,8173
2016-10-11,8173
2016-10-12,8173
2016-10-13,8173
2016-10-14,8173
2016-10-15,8173
2016-10-16,8173
2016-10-17,8173
2016-10-18,8173
2016-10-19,8173
2016-10-20,8173
2016-10-21,8173
2016-10-22,8173
2016-10-23,8173
2016-10-24,8173
2016-10-25,8173
2016-10-26,7780
2016-10-27,7780
2016-10-28,7780
2016-10-29,7780
2016-10-30,7780
2016-10-31,7780
2016-11-01,7780
2016-11-02,7780
2016-11-03,7780
2016-11-04,7780
2016-11-05,7780
2016-11-06,7780
2016-11-07,7780
2016-11-08,7780
2016-11-09,7780
2016-11-10,7780
2016-11-11,7780
2016-11-12,7780
2016-11-13,7780
2016-11-14,7780
2016-12-07,7417
2016-12-08,7417
2016-12-09,7417
2016-12-10,7417
2016-12-11,7417
2016-12-12,7417
2016-12-13,7417
2016-12-14,7417
2016-12-15,7417
2016-12-16,7417
2016-12-17,7417
2016-12-18,7417
2016-12-19,7417
2016-12-20,7417
2016-12-21,7066
2016-12-22,7066
2016-12-23,7066
2016-12-24,7066
2016-12-25,7066
2016-12-26,7066
2016-12-27,7066
2016-12-28,7066
2016-12-29,7066
2016-12-30,7066
2016-12-31,7066
2017-01-01,7066
2017-01-02,7066
2017-01-03,7066
2017-01-04,7066
2017-01-05,7066
2017-01-06,7066
2017-01-07,7066
2017-01-08,7066
2017-01-09,6730
2017-01-10,6730
2017-01-11,6730
2017-01-12,6730
2017-01-13,6730
2017-01-14,6730
2017-01-15,6730
2017-01-16,6730
2017-01-17,6730
2017-01-18,6730
2017-01-19,6730
2017-01-20,6730
2017-01-21,6730
2017-01-22,6730
2017-01-27,6730
2017-01-28,6730
2017-01-29,6730
2017-01-30,6730
2017-01-31,6730
2017-02-01,6399
2017-02-02,6399
2017-02-03,6399
2017-02-04,6399
2017-02-05,6399
2017-02-06,6399
2017-02-07,6399
2017-02-08,6399
2017-02-09,6399
2017-02-10,6399
2017-02-11,6399
2017-02-12,6399
2017-02-13,6399
2017-02-14,6399
2017-02-15,6399
2017-02-16,6399
2017-02-18,6399
2017-02-19,6399
2017-02-20,6399
2017-02-21,6399
2017-02-22,6399
2017-02-23,6399
2017-02-24,6399
2017-02-25,6399
2017-02-26,6091
2017-02-27,6091
2017-02-28,6091
2017-03-01,6091
2017-03-02,6091
2017-03-03,6091
2017-03-04,6091
2017-03-05,6091
2017-03-06,6091
2017-03-07,6091
2017-03-08,6091
2017-03-09,6091
2017-03-10,6091
2017-03-11,6091
2017-03-12,6091
2017-03-13,6091
2017-03-14,6091
2017-03-15,6091
2017-03-16,6091
2017-03-17,6091
2017-03-18,6091
2017-03-19,6091
2017-03-20,6091
2017-03-21,5819
2017-03-22,5819
2017-03-23,5819
2017-03-24,5819
2017-03-25,5819
2017-03-26,5819
2017-03-27,5819
2017-03-28,5819
2017-03-29,5819
2017-03-30,5819
2017-03-31,5819
2017-04-01,5819
2017-04-02,5819
2017-04-03,5819
2017-04-04,5819
2017-04-12,5534
2017-04-13,5534
2017-04-14,5534
2017-04-15,5534
2017-04-16,5534
2017-04-17,5534
2017-04-18,5534
2017-04-19,5534
2017-04-20,5534
2017-04-21,5534
2017-04-22,5534
2017-04-23,5534
2017-04-24,5534
2017-04-25,5534
2017-04-26,5534
2017-04-27,5534
2017-04-28,5534
2017-04-29,5534
2017-04-30,5534
2017-05-01,5269
2017-05-02,5269
2017-05-03,5269
2017-05-04,5269
2017-05-05,5269
2017-05-06,5269
2017-05-07,5269
2017-05-08,5269
2017-05-09,5269
2017-05-10,5269
2017-05-11,5269
2017-05-12,5269
2017-05-13,5269
2017-05-14,5269
2017-05-15,5269
2017-05-16,5269
2017-05-17,5269
2017-05-18,5269
2017-05-19,5269
2017-05-20,5269
2017-05-21,5269
2017-05-22,5010
2017-05-23,5010
2017-05-24,5010
2017-05-25,5010
2017-05-26,5010
2017-05-27,5010
2017-05-28,5010
2017-05-29,5010
2017-05-30,5010
2017-05-31,5010
2017-06-01,5010
2017-06-02,5010
2017-06-03,5010
2017-06-04,5010
2017-06-06,5010
2017-06-07,5010
2017-06-08,5010
2017-06-09,5010
2017-06-10,5010
2017-06-11,4807
2017-06-12,4807
2017-06-13,4807
2017-06-14,4807
2017-06-15,4807
2017-06-16,4807
2017-06-17,4807
2017-06-18,4807
2017-06-19,4807
2017-06-20,4807
2017-06-21,4807
2017-06-22,4807
2017-06-23,4807
2017-06-24,4807
2017-06-25,4807
2017-06-26,4807
2017-06-27,4807
2017-06-28,4807
2017-06-29,4807
2017-06-30,4807
2017-07-01,4807
2017-07-02,4807
2017-07-03,4577
2017-07-04,4577
2017-07-05,4577
2017-07-06,4577
2017-07-07,4577
2017-07-08,4577
2017-07-13,4577
2017-07-14,4577
2017-07-15,4577
2017-07-16,4577
2017-07-17,4577
2017-07-18,4577
2017-07-19,4577
2017-07-20,4577
2017-07-21,4577
2017-07-22,4577
2017-07-23,4577
2017-07-24,4577
2017-07-25,4577
2017-07-26,4354
2017-07-27,4354
2017-07-28,4354
2017-07-29,4354
2017-07-30,4354
2017-07-31,4354
2017-08-01,4354
2017-08-02,4354
2017-08-03,4354
2017-08-04,4354
2017-08-05,4354
2017-08-06,4354
2017-08-09,4354
2017-08-10,4354
2017-08-11,4354
2017-08-12,4354
2017-08-13,4354
2017-08-14,4354
2017-08-15,4354
2017-08-17,4354
2017-08-18,4354
2017-08-19,4162
2017-08-20,4162
2017-08-21,4162
2017-08-22,4162
2017-08-23,4162
2017-08-24,4162
2017-08-25,4162
2017-08-26,4162
2017-08-27,4162
2017-08-28,4162
2017-08-29,4162
2017-08-30,4162
2017-08-31,4162
2017-09-01,4162
2017-09-02,4162
2017-09-03,4162
2017-09-04,4162
2017-09-05,4162
2017-09-06,4162
2017-09-07,4162
2017-09-08,4162
2017-09-09,4162
2017-09-10,4162
2017-09-11,4162
2017-09-12,4162
2017-09-13,4162
2017-09-14,3983
2017-09-15,3983
2017-09-16,3983
2017-09-17,3983
2017-09-19,3983
2017-09-20,3983
2017-09-21,3983
2017-09-22,3983
2017-09-23,3983
2017-09-24,3983
2017-09-25,3983
2017-09-26,3983
2017-09-27,3983
2017-09-28,3983
2017-09-29,3983
2017-09-30,3983
2017-10-01,3983
2017-10-02,3983
2017-10-03,3808
2017-10-04,3808
2017-10-05,3808
2017-10-06,3808
2017-10-07,3808
2017-10-08,3808
2017-10-09,3808
2017-10-10,3808
2017-10-11,3808
2017-10-12,3808
2017-10-13,3808
2017-10-14,3808
2017-10-15,3808
2017-10-16,3808
2017-10-17,3808
2017-10-18,3808
2017-10-19,3808
2017-10-20,3808
2017-10-21,3709
2017-10-22,3709
2017-10-23,3709
2017-10-24,3709
2017-10-25,3709
2017-10-26,3709
2017-10-27,3709
2017-10-28,3709
2017-10-29,3709
2017-10-30,3709
2017-10-31,3709
2017-11-01,3709
2017-11-02,3709
2017-11-03,3709
2017-11-04,3709
2017-11-05,3709
2017-11-06,3709
2017-11-07,3709
2017-11-08,3545
2017-11-09,3545
2017-11-10,3545
2017-11-11,3545
2017-11-12,3545
2017-11-13,3545
2017-11-14,3545
2017-11-15,3545
2017-11-16,3545
2017-11-17,3545
2017-11-18,3545
2017-11-19,3545
2017-11-20,3545
2017-11-21,3545
2017-11-22,3404
2017-11-23,3404
2017-11-24,3404
2017-11-25,3404
2017-11-26,3404
2017-11-27,3404
2017-11-28,3404
2017-11-29,3404
2017-11-30,3404
2017-12-01,3404
2017-12-02,3404
2017-12-03,3404
2017-12-04,3404
2017-12-05,3404
2017-12-06,3404
2017-12-07,3404
2017-12-08,3404
2017-12-09,3404
2017-12-10,3255
2017-12-11,3255
2017-12-12,3255
2017-12-14,3255
2017-12-15,3255
2017-12-16,3255
2017-12-17,3255
2017-12-18,3255
2017-12-19,3255
2017-12-20,3255
2017-12-21,3255
2017-12-22,3255
2017-12-23,3102
2017-12-24,3102
2017-12-25,3102
2017-12-26,3102
2017-12-27,3102
2017-12-28,3102
2017-12-29,3102
2017-12-30,3102
2017-12-31,3102
2018-01-01,3102
2018-01-02,3102
2018-01-03,3102
2018-01-04,3102
2018-01-05,3102
2018-01-06,3102
2018-01-07,2988
2018-01-08,2988
2018-01-09,2988
2018-01-10,2988
2018-01-11,2988
2018-01-12,2988
2018-01-13,2988
2018-01-14,2988
2018-01-15,2988
2018-01-16,2988
2018-01-17,2988
2018-01-18,2988
2018-01-19,2988
2018-01-20,2988
2018-01-21,2988
2018-01-22,2988
2018-01-23,2935
2018-01-25,2935
2018-01-26,2935
2018-01-27,2935
2018-01-28,2935
2018-01-29,2935
2018-01-31,2935
2018-02-01,2874
2018-02-02,2874
2018-02-03,2874
2018-02-04,2874
2018-02-05,2874
2018-02-06,2874
2018-02-07,2874
2018-02-08,2746
2018-02-09,2746
2018-02-10,2746
2018-02-11,2746
2018-02-12,2746
2018-02-13,2746
2018-02-14,2746
2018-02-15,2746
2018-02-16,2746
2018-02-17,2634
2018-02-18,2634
2018-02-19,2634
2018-02-20,2634
2018-02-21,2634
2018-02-22,2634
2018-02-23,2634
2018-02-24,2634
2018-02-25,2634
2018-02-26,2634
2018-02-27,2548
2018-02-28,2548
2018-03-01,2548
2018-03-02,2548
2018-03-03,2548
2018-03-04,2548
2018-03-05,2548
2018-03-06,2548
2018-03-07,2548
2018-03-08,2440
2018-03-09,2440
2018-03-10,2440
2018-03-11,2440
2018-03-12,2440
2018-03-13,2440
2018-03-14,2440
2018-03-15,2440
2018-03-16,2440
2018-03-17,2440
2018-03-18,2440
2018-03-19,2358
2018-03-20,2358
2018-03-21,2358
2018-03-23,2358
2018-03-24,2358
2018-03-25,2358
2018-03-26,2358
2018-03-27,2297
2018-03-28,2297
2018-03-29,2297
2018-03-30,2297
2018-03-31,2297
2018-04-01,2297
2018-04-02,2297
2018-04-03,2297
2018-04-04,2297
2018-04-05,2297
2018-04-06,2245
2018-04-07,2245
2018-04-08,2245
2018-04-09,2245
2018-04-10,2245
2018-04-11,2245
2018-04-12,2245
2018-04-13,2245
2018-04-14,2245
2018-04-15,2245
2018-04-16,2246
2018-04-17,2246
2018-04-18,2246
2018-04-19,2246
2018-04-20,2246
2018-04-21,2246
2018-04-22,2246
2018-04-23,2271
2018-04-24,2271
2018-04-25,2271
2018-04-26,2271
2018-04-27,2271
2018-04-28,2271
2018-04-29,2271
2018-04-30,2271
2018-05-01,2235
2018-05-04,2235
2018-05-05,2235
2018-05-06,2235
2018-05-07,2235
2018-05-08,2235
2018-05-09,2235
2018-05-10,2269
2018-05-11,2269
2018-05-12,2269
2018-05-13,2269
2018-05-14,2269
2018-05-15,2269
2018-05-16,2269
2018-05-17,2269
2018-05-18,2346
2018-05-19,2346
2018-05-20,2346
2018-05-21,2346
2018-05-22,2346
2018-05-23,2346
2018-05-24,2346
2018-05-25,2346
2018-05-26,2401
2018-05-27,2401
2018-05-28,2401
2018-05-29,2401
2018-05-30,2401
2018-05-31,2401
2018-06-01,2401
2018-06-02,2373
2018-06-03,2373
2018-06-04,2373
2018-06-05,2373
2018-06-06,2373
2018-06-07,2433
2018-06-08,2433
2018-06-09,2433
2018-06-10,2433
2018-06-11,2433
2018-06-12,2425
2018-06-13,2425
2018-06-14,2425
2018-06-15,2425
2018-06-16,2425
2018-06-17,2539
2018-06-18,2539
2018-06-19,2539
2018-06-20,2539
2018-06-21,2539
2018-06-22,2605
2018-06-23,2605
2018-06-24,2605
2018-06-25,2605
2018-06-26,2598
2018-06-27,2598
2018-06-28,2598
2018-06-29,2654
2018-06-30,2654
2018-07-01,2654
2018-07-02,2710
2018-07-03,2710
2018-07-04,2710
2018-07-05,2710
2018-07-06,2801
2018-07-07,2801
2018-07-08,2801
2018-07-09,2801
2018-07-10,2924
2018-07-11,2924
2018-07-12,2924
2018-07-13,2924
2018-07-14,3049
2018-07-15,3049
2018-07-16,3049
2018-07-17,3049
2018-07-18,3049
2018-07-19,3137
2018-07-20,3137
2018-07-21,3137
2018-07-22,3137
2018-07-23,3224
2018-07-24,3224
2018-07-25,3224
2018-07-26,3224
2018-07-27,3224
2018-07-28,3224
2018-07-29,3328
2018-07-30,3328
2018-07-31,3328
2018-08-01,3328
2018-08-02,3328
2018-08-03,3200
2018-08-04,3200
2018-08-05,3200
2018-08-06,3200
2018-08-07,3200
2018-08-08,3063
2018-08-09,3063
2018-08-10,3063
2018-08-11,3063
2018-08-12,3063
2018-08-14,2960
2018-08-16,2960
2018-08-17,2960
2018-08-18,2960
2018-08-19,2816
2018-08-20,2816
2018-08-21,2816
2018-08-22,2816
2018-08-23,2816
2018-08-24,2781
2018-08-25,2781
2018-08-26,2781
2018-08-27,2781
2018-08-28,2781
2018-08-29,2669
2018-08-30,2669
2018-08-31,2669
2018-09-01,2669
2018-09-02,2669
2018-09-03,2651
2018-09-04,2651
2018-09-05,2651
2018-09-06,2651
2018-09-07,2651
2018-09-08,2621
2018-09-09,2621
2018-09-10,2621
2018-09-11,2621
2018-09-12,2621
2018-09-13,2621
2018-09-14,2536
2018-09-15,2536
2018-09-16,2536
2018-09-17,2536
2018-09-18,2536
2018-09-19,2601
2018-09-20,2601
2018-09-21,2601
2018-09-22,2601
2018-09-23,2601
2018-09-24,2583
2018-09-25,2583
2018-09-26,2583
2018-09-27,2583
2018-09-28,2583
2018-09-29,2583
2018-09-30,2583
2018-10-02,2640
2018-10-03,2640
2018-10-04,2640
2018-10-05,2640
2018-10-06,2640
2018-10-07,2583
2018-10-08,2583
2018-10-09,2583
2018-10-10,2583
2018-10-11,2583
2018-10-12,2583
2018-10-13,2602
2018-10-14,2602
2018-10-15,2602
2018-10-16,2602
2018-10-17,2602
2018-10-18,2602
2018-10-19,2636
2018-10-20,2636
2018-10-21,2636
2018-10-22,2636
2018-10-23,2636
2018-10-24,2636
2018-10-25,2636
2018-10-26,2683
2018-10-27,2683
2018-10-28,2683
2018-10-29,2683
2018-10-30,2683
2018-10-31,2683
2018-11-01,2769
2018-11-03,2769
2018-11-04,2769
2018-11-05,2769
2018-11-06,2902
2018-11-07,2902
2018-11-08,2902
2018-11-09,2902
2018-11-10,2902
2018-11-11,2902
2018-11-12,2952
2018-11-13,2952
2018-11-14,2952
2018-11-15,2952
2018-11-16,2952
2018-11-17,2903
2018-11-18,2903
2018-11-19,2903
2018-11-20,2903
2018-11-21,2903
2018-11-22,2903
2018-11-23,2802
2018-11-24,2802
2018-11-25,2802
2018-11-26,2802
2018-11-27,2802
2018-11-28,2764
2018-11-29,2764
2018-12-01,2764
2018-12-02,2764
2018-12-03,2705
2018-12-04,2705
2018-12-05,2705
2018-12-07,2734
2018-12-09,2734
2018-12-10,2734
2018-12-11,2727
2018-12-12,2767
2018-12-13,2858
2018-12-14,2858
2018-12-15,2858
2018-12-16,2790
2018-12-17,2790
2018-12-18,2790
2018-12-19,2743
2018-12-20,2743
2018-12-21,2743
2018-12-22,2743
2018-12-23,2672
2018-12-24,2672
2018-12-25,2672
2018-12-26,2672
2018-12-27,2577
2018-12-28,2577
2018-12-29,2577
2018-12-30,2577
2018-12-31,2534
2019-01-01,2534
2019-01-02,2534
2019-01-03,2534
2019-01-04,2589
2019-01-05,2589
2019-01-06,2681
2019-01-08,2681
2019-01-10,2586
2019-01-11,2586
2019-01-12,2586
2019-01-13,2502
2019-01-14,2502
2019-01-15,2502
2019-01-16,2399
2019-01-17,2399
2019-01-18,2399
2019-01-19,2399
2019-01-20,2369
2019-01-21,2369
2019-01-22,2369
2019-01-23,2369
2019-01-24,2447
2019-01-25,2447
2019-01-26,2447
2019-01-27,2447
2019-01-28,2382
2019-01-29,2382
2019-01-30,2382
2019-01-31,2351
2019-02-01,2351
2019-02-02,2351
2019-02-03,2388
2019-02-04,2388
2019-02-05,2388
2019-02-06,2388
2019-02-07,2448
2019-02-08,2448
2019-02-09,2448
2019-02-10,2500
2019-02-11,2500
2019-02-12,2500
2019-02-13,2485
2019-02-14,2485
2019-02-15,2485
2019-02-16,2485
2019-02-17,2485
2019-02-18,2430
2019-02-19,2430
2019-02-20,2430
2019-02-21,2430
2019-02-22,2430
2019-02-23,2367
2019-02-24,2367
2019-02-25,2367
2019-02-26,2306
2019-02-27,2306
2019-02-28,2306
2019-03-01,2306
2019-03-02,2306
2019-03-03,2229
2019-03-04,2229
2019-03-05,2229
2019-03-06,2200
2019-03-07,2200
2019-03-08,2200
2019-03-09,2200
2019-03-10,2200
2019-03-11,2242
2019-03-12,2242
2019-03-13,2242
2019-03-14,2242
2019-03-15,2242
2019-03-16,2172
2019-03-17,2172
2019-03-18,2172
2019-03-19,2172
2019-03-20,2170
2019-03-21,2170
2019-03-22,2170
2019-03-23,2170
2019-03-24,2180
2019-03-25,2180
2019-03-26,2180
2019-03-27,2180
2019-03-28,2180
2019-03-29,2236
2019-03-30,2236
2019-03-31,2236
2019-04-01,2236
2019-04-02,2236
2019-04-03,2308
