date_obj,Blue%20elegant%20legs price
2015-11-07,66572
2015-11-08,66572
2015-11-09,65219
2015-11-10,65219
2015-11-11,65219
2015-11-12,63286
2015-11-13,63286
2015-11-14,63286
2015-11-15,60698
2015-11-16,60698
2015-11-17,60698
2015-11-18,60698
2015-11-19,59712
2015-11-20,59712
2015-11-21,59712
2015-11-22,58707
2015-11-23,58707
2015-11-24,58707
2015-11-25,60258
2015-11-26,60258
2015-11-27,60258
2015-11-28,60258
2015-11-29,62504
2015-11-30,62504
2015-12-01,62504
2015-12-02,62504
2015-12-03,60631
2015-12-04,60631
2015-12-05,60631
2015-12-06,58982
2015-12-07,58982
2015-12-08,58982
2015-12-09,58711
2015-12-10,58711
2015-12-11,58711
2015-12-12,58711
2015-12-13,56996
2015-12-14,56996
2015-12-15,56996
2015-12-16,55639
2015-12-17,55639
2015-12-18,55639
2015-12-19,55639
2015-12-20,54220
2015-12-21,54220
2015-12-22,54220
2015-12-23,54059
2015-12-24,54059
2015-12-25,54059
2015-12-26,54059
2015-12-27,55149
2015-12-28,55149
2015-12-29,55149
2015-12-30,55249
2015-12-31,55249
2016-01-01,55249
2016-01-02,57198
2016-01-03,57198
2016-01-04,56274
2016-01-05,56274
2016-01-06,56274
2016-01-07,54498
2016-01-08,54498
2016-01-09,54498
2016-01-10,52944
2016-01-11,52944
2016-01-12,52944
2016-01-13,51614
2016-01-14,51614
2016-01-15,50349
2016-01-16,50349
2016-01-17,50349
2016-01-18,48709
2016-01-19,48709
2016-01-20,48709
2016-01-21,48215
2016-01-22,48215
2016-01-23,48215
2016-01-24,47142
2016-01-25,47142
2016-01-26,47142
2016-01-27,47350
2016-01-28,47350
2016-01-29,47350
2016-01-30,47879
2016-01-31,47879
2016-02-01,47653
2016-02-02,47653
2016-02-03,47492
2016-02-04,47492
2016-02-05,47492
2016-02-06,48898
2016-02-07,48898
2016-02-08,48898
2016-02-09,48898
2016-02-10,49897
2016-02-11,49897
2016-02-12,49897
2016-02-13,50657
2016-02-14,50657
2016-02-15,50657
2016-02-16,51023
2016-02-17,51023
2016-02-18,51023
2016-02-19,51023
2016-02-20,50830
2016-02-21,50830
2016-02-22,50830
2016-02-23,50521
2016-02-24,50521
2016-02-25,50521
2016-02-26,50599
2016-02-27,50599
2016-02-28,50358
2016-02-29,50358
2016-03-01,50358
2016-03-02,51518
2016-03-03,51518
2016-03-04,51518
2016-03-05,51563
2016-03-06,51563
2016-03-07,51563
2016-03-08,53002
2016-03-09,53002
2016-03-10,54294
2016-03-11,54294
2016-03-12,55494
2016-03-13,55494
2016-03-14,55494
2016-03-15,55494
2016-03-16,56898
2016-03-17,56898
2016-03-18,56898
2016-03-19,55594
2016-03-20,55594
2016-03-21,55594
2016-03-22,55594
2016-03-23,55477
2016-03-24,55477
2016-03-25,55477
2016-03-26,56435
2016-03-27,56435
2016-03-28,56435
2016-03-29,57884
2016-03-30,57884
2016-03-31,57884
2016-04-01,57884
2016-04-02,57884
2016-04-03,59125
2016-04-04,59125
2016-04-05,59125
2016-04-06,59125
2016-04-07,60483
2016-04-08,60483
2016-04-09,60483
2016-04-10,59923
2016-04-11,59923
2016-04-12,59923
2016-04-13,59923
2016-04-14,60395
2016-04-15,60395
2016-04-16,60395
2016-04-17,58591
2016-04-18,58591
2016-04-19,57281
2016-04-20,57281
2016-04-21,57281
2016-04-22,55630
2016-04-23,55630
2016-04-24,55630
2016-04-25,54156
2016-04-26,54156
2016-04-27,54156
2016-04-28,53499
2016-04-29,53499
2016-04-30,53499
2016-05-01,52122
2016-05-02,52122
2016-05-03,52380
2016-05-04,52380
2016-05-05,52380
2016-05-06,50967
2016-05-07,50967
2016-05-08,50967
2016-05-09,49839
2016-05-10,49839
2016-05-11,49839
2016-05-12,48476
2016-05-13,48476
2016-05-14,49998
2016-05-15,49998
2016-05-16,49998
2016-05-17,49023
2016-05-18,49023
2016-05-19,49023
2016-05-22,49382
2016-05-23,50308
2016-05-24,50308
2016-05-25,50308
2016-05-26,49082
2016-05-27,49082
2016-05-28,49082
2016-05-29,47985
2016-05-30,47985
2016-05-31,47985
2016-06-01,49171
2016-06-02,49171
2016-06-03,49171
2016-06-04,51267
2016-06-05,51267
2016-06-06,51267
2016-06-07,52311
2016-06-08,52311
2016-06-09,52311
2016-06-10,54066
2016-06-11,54066
2016-06-12,54066
2016-06-13,54066
2016-06-14,55492
2016-06-15,55492
2016-06-16,55492
2016-06-17,55392
2016-06-18,55392
2016-06-19,55392
2016-06-20,54820
2016-06-21,54820
2016-06-22,54820
2016-06-23,54677
2016-06-24,54677
2016-06-25,54677
2016-06-26,54677
2016-06-27,53878
2016-06-28,53878
2016-06-29,53878
2016-06-30,52372
2016-07-01,52372
2016-07-02,52372
2016-07-03,51028
2016-07-04,51028
2016-07-05,49557
2016-07-06,49557
2016-07-07,47079
2016-07-08,47079
2016-07-09,44805
2016-07-10,44805
2016-07-11,42564
2016-07-12,42564
2016-07-13,40614
2016-07-14,40614
2016-07-15,40614
2016-07-16,38644
2016-07-17,38644
2016-07-18,36833
2016-07-23,34991
2016-07-24,33241
2016-07-25,33241
2016-07-26,31637
2016-07-27,31637
2016-07-28,31637
2016-07-29,30171
2016-07-30,30171
2016-07-31,30171
2016-08-01,28967
2016-08-02,28967
2016-08-03,27783
2016-08-04,27783
2016-08-05,27783
2016-08-06,26557
2016-08-07,26557
2016-08-08,25591
2016-08-09,25591
2016-08-10,25017
2016-08-11,25017
2016-08-12,25017
2016-08-13,25017
2016-08-14,25067
2016-08-15,25067
2016-08-16,25067
2016-08-17,24925
2016-08-18,24925
2016-08-19,24925
2016-08-20,25985
2016-08-21,25985
2016-08-22,25985
2016-08-23,27217
2016-08-24,27217
2016-08-25,27217
2016-08-26,27217
2016-08-28,28578
2016-08-31,29407
2016-09-01,29407
2016-09-02,29407
2016-09-03,29407
2016-09-04,30858
2016-09-05,30858
2016-09-06,30858
2016-09-07,30858
2016-09-08,31093
2016-09-09,31093
2016-09-10,31093
2016-09-11,31093
2016-09-12,31863
2016-09-13,31863
2016-09-14,31863
2016-09-15,32860
2016-09-16,32860
2016-09-17,32860
2016-09-18,32860
2016-09-19,32929
2016-09-20,32929
2016-09-21,32929
2016-09-22,32929
2016-09-23,34119
2016-09-24,34119
2016-09-25,34119
2016-09-26,34119
2016-09-27,35177
2016-09-28,35177
2016-09-29,35177
2016-09-30,35666
2016-10-01,35666
2016-10-02,35666
2016-10-03,35666
2016-10-04,35170
2016-10-05,35170
2016-10-06,35170
2016-10-07,35170
2016-10-08,35382
2016-10-09,35382
2016-10-10,35382
2016-10-11,35382
2016-10-12,35382
2016-10-13,36110
2016-10-14,36110
2016-10-15,36110
2016-10-16,36110
2016-10-17,35987
2016-10-18,35987
2016-10-19,35987
2016-10-20,35987
2016-10-21,35680
2016-10-22,35680
2016-10-23,35680
2016-10-24,35680
2016-10-25,36131
2016-10-26,36131
2016-10-27,36131
2016-10-28,36131
2016-10-29,36131
2016-10-30,36131
2016-10-31,36131
2016-11-01,36131
2016-11-02,36131
2016-11-03,36778
2016-11-04,36778
2016-11-05,36778
2016-11-06,36778
2016-11-07,38059
2016-11-08,38059
2016-11-09,38059
2016-11-10,38059
2016-11-11,38802
2016-11-12,38802
2016-11-13,38802
2016-11-14,38802
2016-11-15,39007
2016-12-07,38196
2016-12-08,37001
2016-12-09,37001
2016-12-10,37001
2016-12-11,37001
2016-12-12,36501
2016-12-13,36501
2016-12-14,36501
2016-12-15,36968
2016-12-16,36968
2016-12-17,36968
2016-12-18,36968
2016-12-19,36983
2016-12-20,36983
2016-12-21,36983
2016-12-22,36983
2016-12-23,37940
2016-12-24,37940
2016-12-25,37940
2016-12-26,37940
2016-12-27,37940
2016-12-28,38766
2016-12-29,38766
2016-12-30,38766
2016-12-31,39066
2017-01-01,39066
2017-01-02,39066
2017-01-03,40709
2017-01-04,40709
2017-01-05,40709
2017-01-06,41638
2017-01-07,41638
2017-01-08,41638
2017-01-09,42597
2017-01-10,42597
2017-01-11,42597
2017-01-12,41893
2017-01-13,41893
2017-01-14,41893
2017-01-15,41835
2017-01-16,41835
2017-01-17,41835
2017-01-18,42132
2017-01-19,42132
2017-01-20,42132
2017-01-21,42146
2017-01-22,42146
2017-01-23,42146
2017-01-27,40733
2017-01-28,40733
2017-01-29,40733
2017-01-30,41694
2017-01-31,41694
2017-02-01,41694
2017-02-02,42844
2017-02-03,42844
2017-02-04,42844
2017-02-05,44268
2017-02-06,44268
2017-02-07,44268
2017-02-08,43973
2017-02-09,43973
2017-02-10,43973
2017-02-11,42099
2017-02-12,42099
2017-02-13,42099
2017-02-14,41009
2017-02-15,41009
2017-02-16,41009
2017-02-18,42004
2017-02-19,42004
2017-02-20,42004
2017-02-21,42553
2017-02-22,42553
2017-02-23,42553
2017-02-24,42553
2017-02-25,42333
2017-02-26,42333
2017-02-27,42333
2017-02-28,44049
2017-03-01,44049
2017-03-02,44049
2017-03-03,46117
2017-03-04,46117
2017-03-05,46117
2017-03-06,48131
2017-03-07,48131
2017-03-08,48131
2017-03-09,50218
2017-03-10,50218
2017-03-11,50218
2017-03-12,50511
2017-03-13,50511
2017-03-14,50511
2017-03-15,51080
2017-03-16,51080
2017-03-17,51080
2017-03-18,51080
2017-03-19,53492
2017-03-20,53492
2017-03-21,53492
2017-03-22,55705
2017-03-23,55705
2017-03-24,55705
2017-03-25,57960
2017-03-26,57960
2017-03-27,57960
2017-03-28,57960
2017-03-29,59940
2017-03-30,59940
2017-03-31,59940
2017-04-01,59940
2017-04-02,61022
2017-04-03,61022
2017-04-04,62003
2017-04-12,63351
2017-04-13,63397
2017-04-14,63397
2017-04-15,63397
2017-04-16,62800
2017-04-17,62800
2017-04-18,62800
2017-04-19,63878
2017-04-20,63878
2017-04-21,63878
2017-04-22,63878
2017-04-23,62832
2017-04-24,62832
2017-04-25,62832
2017-04-26,60221
2017-04-27,60221
2017-04-28,60221
2017-04-29,60145
2017-04-30,60145
2017-05-01,60145
2017-05-02,59125
2017-05-03,59125
2017-05-04,59125
2017-05-05,59302
2017-05-06,59302
2017-05-07,59302
2017-05-08,59302
2017-05-09,57811
2017-05-10,57811
2017-05-11,57811
2017-05-12,57811
2017-05-13,55654
2017-05-14,55654
2017-05-15,55654
2017-05-16,53653
2017-05-17,53653
2017-05-18,53653
2017-05-19,53653
2017-05-20,51302
2017-05-21,51302
2017-05-22,51302
2017-05-23,51302
2017-05-24,48736
2017-05-25,48736
2017-05-26,48736
2017-05-27,46836
2017-05-28,46836
2017-05-29,46836
2017-05-30,46552
2017-05-31,46552
2017-06-01,46552
2017-06-02,45032
2017-06-03,45032
2017-06-04,45032
2017-06-05,45286
2017-06-06,45286
2017-06-07,44981
2017-06-08,44981
2017-06-09,44981
2017-06-10,42955
2017-06-11,42955
2017-06-12,41293
2017-06-13,41293
2017-06-14,41293
2017-06-15,40151
2017-06-16,40151
2017-06-17,40151
2017-06-18,39626
2017-06-19,39626
2017-06-20,39626
2017-06-21,39626
2017-06-22,38897
2017-06-23,38897
2017-06-24,38897
2017-06-25,38897
2017-06-26,39476
2017-06-27,39476
2017-06-28,39476
2017-06-29,39476
2017-06-30,39249
2017-07-01,39249
2017-07-02,39249
2017-07-03,39249
2017-07-04,38787
2017-07-05,38787
2017-07-06,38787
2017-07-07,38787
2017-07-08,37715
2017-07-13,37430
2017-07-14,37430
2017-07-15,37430
2017-07-16,37430
2017-07-17,37324
2017-07-18,37324
2017-07-19,37324
2017-07-20,36610
2017-07-21,36610
2017-07-22,36610
2017-07-23,36360
2017-07-24,36360
2017-07-25,36360
2017-07-26,36360
2017-07-27,36184
2017-07-28,36184
2017-07-29,36184
2017-07-30,36039
2017-07-31,36039
2017-08-01,36039
2017-08-02,36039
2017-08-03,35348
2017-08-04,35348
2017-08-05,35348
2017-08-06,35348
2017-08-09,34684
2017-08-10,34173
2017-08-11,34173
2017-08-12,34173
2017-08-13,34173
2017-08-14,33250
2017-08-15,33250
2017-08-16,33250
2017-08-17,33530
2017-08-18,33530
2017-08-19,33530
2017-08-20,33530
2017-08-21,32960
2017-08-22,32960
2017-08-23,32960
2017-08-24,32243
2017-08-25,32243
2017-08-26,32243
2017-08-27,30779
2017-08-28,30779
2017-08-29,30779
2017-08-30,29256
2017-08-31,29256
2017-09-01,29256
2017-09-02,27793
2017-09-03,27793
2017-09-04,27793
2017-09-05,27267
2017-09-06,27267
2017-09-07,27267
2017-09-08,27161
2017-09-09,27161
2017-09-10,27748
2017-09-11,27748
2017-09-12,27748
2017-09-13,28471
2017-09-14,28471
2017-09-15,28471
2017-09-16,28471
2017-09-17,28663
2017-09-18,28663
2017-09-19,28663
2017-09-20,28663
2017-09-22,29545
2017-09-23,29545
2017-09-24,29545
2017-09-25,29373
2017-09-26,29373
2017-09-27,29373
2017-09-28,27915
2017-09-29,27915
2017-09-30,27915
2017-10-01,27915
2017-10-02,26988
2017-10-03,26988
2017-10-04,26988
2017-10-05,26988
2017-10-06,26507
2017-10-07,26507
2017-10-08,26507
2017-10-09,26507
2017-10-10,25552
2017-10-11,25552
2017-10-12,25552
2017-10-13,24658
2017-10-14,24658
2017-10-15,24658
2017-10-16,24658
2017-10-17,23881
2017-10-18,23881
2017-10-19,23881
2017-10-20,23447
2017-10-21,23447
2017-10-22,23447
2017-10-23,23447
2017-10-24,23447
2017-10-25,22296
2017-10-26,22296
2017-10-27,22296
2017-10-28,22296
2017-10-29,21636
2017-10-30,21636
2017-10-31,21636
2017-11-01,21636
2017-11-02,21398
2017-11-03,21398
2017-11-04,21398
2017-11-05,21347
2017-11-06,21347
2017-11-07,21347
2017-11-08,21347
2017-11-09,22014
2017-11-10,22014
2017-11-11,22014
2017-11-12,22014
2017-11-13,21741
2017-11-14,21741
2017-11-15,21741
2017-11-16,21741
2017-11-17,21638
2017-11-18,21638
2017-11-19,21638
2017-11-20,21638
2017-11-21,21337
2017-11-22,21337
2017-11-23,21337
2017-11-24,21337
2017-11-25,21666
2017-11-26,21666
2017-11-27,21666
2017-11-28,21666
2017-11-29,21598
2017-11-30,21598
2017-12-01,21598
2017-12-02,21598
2017-12-03,21471
2017-12-04,21471
2017-12-05,21471
2017-12-06,21471
2017-12-07,21733
2017-12-08,21733
2017-12-09,21733
2017-12-10,21686
2017-12-11,21686
2017-12-12,21686
2017-12-13,21686
2017-12-14,21601
2017-12-15,21601
2017-12-16,21601
2017-12-17,21601
2017-12-18,21391
2017-12-19,21391
2017-12-20,21391
2017-12-21,21391
2017-12-22,21287
2017-12-23,21287
2017-12-24,21287
2017-12-25,21287
2017-12-26,21169
2017-12-27,21169
2017-12-28,21169
2017-12-29,21448
2017-12-30,21448
2017-12-31,21448
2018-01-01,22050
2018-01-02,22050
2018-01-03,22050
2018-01-04,22050
2018-01-05,22369
2018-01-06,22369
2018-01-07,22369
2018-01-08,22413
2018-01-09,22413
2018-01-10,22413
2018-01-11,22413
2018-01-12,22788
2018-01-13,22788
2018-01-14,22788
2018-01-15,23444
2018-01-16,23444
2018-01-17,23444
2018-01-18,24212
2018-01-19,24212
2018-01-20,24212
2018-01-21,24212
2018-01-22,25347
2018-01-23,25347
2018-01-24,25347
2018-01-25,26041
2018-01-26,26041
2018-01-27,26041
2018-01-28,26681
2018-01-29,26681
2018-01-30,26681
2018-01-31,27196
2018-02-01,27196
2018-02-02,27196
2018-02-03,27334
2018-02-04,27334
2018-02-05,27334
2018-02-06,27334
2018-02-07,27278
2018-02-08,27278
2018-02-09,27278
2018-02-10,27278
2018-02-11,27354
2018-02-12,27354
2018-02-13,27354
2018-02-14,27552
2018-02-15,27552
2018-02-16,27552
2018-02-17,27394
2018-02-18,27394
2018-02-19,27394
2018-02-20,27179
2018-02-21,27179
2018-02-22,27179
2018-02-23,27049
2018-02-24,27049
2018-02-25,27049
2018-02-26,27298
2018-02-27,27298
2018-02-28,27298
2018-03-01,27298
2018-03-02,27318
2018-03-03,27318
2018-03-04,27318
2018-03-05,27708
2018-03-06,27708
2018-03-07,27708
2018-03-08,28628
2018-03-09,28628
2018-03-10,28628
2018-03-11,30059
2018-03-12,30059
2018-03-13,30059
2018-03-14,30059
2018-03-15,31457
2018-03-16,31457
2018-03-17,31457
2018-03-18,31457
2018-03-20,32539
2018-03-21,32539
2018-03-22,32539
2018-03-23,32539
2018-03-24,33075
2018-03-25,33075
2018-03-26,33075
2018-03-27,34531
2018-03-28,34531
2018-03-29,34531
2018-03-30,34531
2018-03-31,36217
2018-04-01,36217
2018-04-02,36217
2018-04-03,37994
2018-04-04,37994
2018-04-05,37994
2018-04-06,37994
2018-04-07,37994
2018-04-08,38792
2018-04-09,38792
2018-04-10,38792
2018-04-11,38792
2018-04-12,38370
2018-04-13,38370
2018-04-14,38370
2018-04-15,38370
2018-04-16,38598
2018-04-17,38598
2018-04-18,38598
2018-04-19,38598
2018-04-20,39447
2018-04-21,39447
2018-04-22,39447
2018-04-23,39447
2018-04-24,39995
2018-04-25,39995
2018-04-26,39995
2018-04-27,39995
2018-04-28,40202
2018-04-29,40202
2018-04-30,40202
2018-05-01,40217
2018-05-02,40217
2018-05-03,40217
2018-05-04,40217
2018-05-05,40217
2018-05-06,40217
2018-05-07,39804
2018-05-08,39804
2018-05-09,39804
2018-05-10,39102
2018-05-11,39102
2018-05-12,39102
2018-05-13,39102
2018-05-14,39102
2018-05-15,38591
2018-05-16,38591
2018-05-17,38591
2018-05-18,38591
2018-05-19,37909
2018-05-20,37909
2018-05-21,37909
2018-05-22,37909
2018-05-23,36461
2018-05-24,36461
2018-05-25,36461
2018-05-26,36461
2018-05-27,34836
2018-05-28,34836
2018-05-29,34836
2018-05-30,33943
2018-05-31,33943
2018-06-01,33943
2018-06-02,34850
2018-06-03,34850
2018-06-04,34850
2018-06-05,34958
2018-06-06,34958
2018-06-07,34958
2018-06-08,34229
2018-06-09,34229
2018-06-10,34229
2018-06-11,34229
2018-06-12,33414
2018-06-13,33414
2018-06-14,33414
2018-06-15,33414
2018-06-16,32676
2018-06-17,32676
2018-06-18,32676
2018-06-19,32422
2018-06-20,32422
2018-06-21,32422
2018-06-22,32198
2018-06-23,32198
2018-06-24,32198
2018-06-25,32198
2018-06-26,32163
2018-06-27,32163
2018-06-28,32163
2018-06-29,32163
2018-06-30,32004
2018-07-01,32004
2018-07-02,32004
2018-07-03,32004
2018-07-04,31886
2018-07-05,31886
2018-07-06,31886
2018-07-07,31047
2018-07-08,31047
2018-07-09,31047
2018-07-10,31047
2018-07-11,29707
2018-07-12,29707
2018-07-13,29707
2018-07-14,29091
2018-07-15,29091
2018-07-16,29091
2018-07-17,29201
2018-07-18,29201
2018-07-19,29201
2018-07-20,29201
2018-07-21,29101
2018-07-22,29101
2018-07-23,29101
2018-07-24,29324
2018-07-25,29324
2018-07-26,29324
2018-07-27,28998
2018-07-28,28998
2018-07-29,28998
2018-07-30,29296
2018-07-31,29296
2018-08-01,29296
2018-08-02,29113
2018-08-03,29113
2018-08-04,29113
2018-08-05,29389
2018-08-06,29389
2018-08-07,29389
2018-08-08,29323
2018-08-09,29323
2018-08-10,29323
2018-08-11,29724
2018-08-12,29724
2018-08-14,30156
2018-08-16,30156
2018-08-17,30801
2018-08-18,30801
2018-08-19,30801
2018-08-20,31650
2018-08-21,31650
2018-08-22,31650
2018-08-23,33191
2018-08-24,33191
2018-08-25,34193
2018-08-26,34193
2018-08-27,34193
2018-08-28,34723
2018-08-29,34723
2018-08-30,34723
2018-08-31,34723
2018-09-01,35441
2018-09-02,35441
2018-09-03,35441
2018-09-04,36622
2018-09-05,36622
2018-09-06,36622
2018-09-07,37384
2018-09-08,37384
2018-09-09,37384
2018-09-10,37548
2018-09-11,37548
2018-09-12,37548
2018-09-13,37548
2018-09-14,37243
2018-09-15,37243
2018-09-16,38706
2018-09-17,38706
2018-09-18,38706
2018-09-19,39751
2018-09-20,39751
2018-09-21,39751
2018-09-22,39257
2018-09-23,39257
2018-09-24,39257
2018-09-25,39257
2018-09-26,39458
2018-09-27,39458
2018-09-28,39458
2018-09-29,39458
2018-09-30,39395
2018-10-01,39395
2018-10-02,39395
2018-10-03,39506
2018-10-04,39506
2018-10-05,39506
2018-10-06,39861
2018-10-07,39861
2018-10-08,39861
2018-10-09,39589
2018-10-10,39589
2018-10-11,39589
2018-10-12,39977
2018-10-13,39977
2018-10-14,39977
2018-10-15,40984
2018-10-16,40984
2018-10-17,40984
2018-10-18,40984
2018-10-19,42448
2018-10-20,42448
2018-10-21,42448
2018-10-22,42448
2018-10-23,43504
2018-10-24,43504
2018-10-25,43504
2018-10-26,45323
2018-10-27,45323
2018-10-28,47301
2018-10-29,47301
2018-10-30,47301
2018-10-31,49518
2018-11-01,49518
2018-11-03,51751
2018-11-04,54072
2018-11-05,56405
2018-11-06,56405
2018-11-07,59040
2018-11-08,59040
2018-11-09,61179
2018-11-10,61179
2018-11-11,62172
2018-11-12,62172
2018-11-13,61499
2018-11-15,60606
2018-11-16,60606
2018-11-17,60490
2018-11-18,60490
2018-11-19,61288
2018-11-20,61288
2018-11-21,60536
2018-11-22,60536
2018-11-23,60845
2018-11-24,60845
2018-11-25,60559
2018-11-26,60559
2018-11-27,60938
2018-11-28,60938
2018-11-29,62133
2018-12-01,61647
2018-12-02,61647
2018-12-03,61532
2018-12-04,61532
2018-12-05,61496
2018-12-07,61496
2018-12-09,60728
2018-12-10,60815
2018-12-11,60815
2018-12-12,60815
2018-12-13,61505
2018-12-14,61505
2018-12-15,61505
2018-12-16,60222
2018-12-17,60222
2018-12-18,58090
2018-12-19,58090
2018-12-20,55706
2018-12-21,55706
2018-12-22,55706
2018-12-23,52920
2018-12-24,52920
2018-12-25,52920
2018-12-26,50274
2018-12-27,48144
2018-12-28,48144
2018-12-29,45753
2018-12-30,45753
2018-12-31,43653
2019-01-01,43653
2019-01-02,41485
2019-01-03,41485
2019-01-04,39806
2019-01-05,39806
2019-01-06,38012
2019-01-08,38012
2019-01-10,36819
2019-01-11,35607
2019-01-12,35607
2019-01-13,34889
2019-01-14,34889
2019-01-15,34425
2019-01-16,34425
2019-01-17,33667
2019-01-18,33667
2019-01-19,33667
2019-01-20,33939
2019-01-21,33939
2019-01-22,35171
2019-01-23,35171
2019-01-24,35171
2019-01-25,34534
2019-01-26,34534
2019-01-27,33954
2019-01-28,33954
2019-01-29,33177
2019-01-30,33177
2019-01-31,33177
2019-02-01,33156
2019-02-02,33156
2019-02-03,32229
2019-02-04,32229
2019-02-05,30811
2019-02-06,30811
2019-02-07,30811
2019-02-08,30498
2019-02-09,30498
2019-02-10,30498
2019-02-11,29920
2019-02-12,29920
2019-02-13,29116
2019-02-14,29116
2019-02-15,29116
2019-02-16,28902
2019-02-17,28902
2019-02-18,28902
2019-02-19,28502
2019-02-20,28502
2019-02-21,27984
2019-02-22,27984
2019-02-23,27984
2019-02-24,27487
2019-02-25,27487
2019-02-26,27487
2019-02-27,27330
2019-02-28,27330
2019-03-01,27330
2019-03-02,27638
2019-03-03,27638
2019-03-04,28616
2019-03-05,28616
2019-03-06,28616
2019-03-07,29367
2019-03-08,29367
2019-03-09,29367
2019-03-10,29188
2019-03-11,29188
2019-03-12,28751
2019-03-13,28751
2019-03-14,28751
2019-03-15,28414
2019-03-16,28414
2019-03-17,28403
2019-03-18,28403
2019-03-19,28403
2019-03-20,28403
2019-03-21,27663
2019-03-22,27663
2019-03-23,27663
2019-03-24,27353
2019-03-25,27353
