date_obj,Monkey%20bones price
2015-08-29,312
2015-08-30,312
2015-08-31,312
2015-09-01,322
2015-09-02,322
2015-09-03,333
2015-09-04,326
2015-09-05,326
2015-09-06,331
2015-09-07,337
2015-09-08,337
2015-09-09,343
2015-09-10,343
2015-09-11,333
2015-09-12,333
2015-09-13,333
2015-09-14,333
2015-09-15,330
2015-09-16,330
2015-09-17,342
2015-09-18,342
2015-09-19,345
2015-09-20,345
2015-09-21,343
2015-09-22,343
2015-09-23,338
2015-09-24,338
2015-09-25,334
2015-09-27,340
2015-09-28,354
2015-09-29,354
2015-09-30,357
2015-10-05,349
2015-10-06,341
2015-10-07,341
2015-10-08,344
2015-10-09,345
2015-10-10,345
2015-10-11,347
2015-10-12,347
2015-10-13,351
2015-10-14,351
2015-10-15,357
2015-10-16,357
2015-10-17,358
2015-10-18,358
2015-10-19,375
2015-10-20,375
2015-10-22,393
2015-10-23,395
2015-10-24,395
2015-10-25,400
2015-10-26,398
2015-10-27,398
2015-10-29,389
2015-10-30,389
2015-10-31,397
2015-11-01,397
2015-11-02,412
2015-11-03,412
2015-11-04,413
2015-11-05,420
2015-11-06,420
2015-11-07,421
2015-11-08,421
2015-11-09,438
2015-11-10,438
2015-11-11,446
2015-11-12,446
2015-11-13,452
2015-11-14,452
2015-11-15,452
2015-11-16,452
2015-11-17,474
2015-11-18,474
2015-11-19,498
2015-11-20,507
2015-11-21,507
2015-11-22,521
2015-11-23,521
2015-11-24,501
2015-11-25,490
2015-11-26,490
2015-11-27,489
2015-11-28,489
2015-11-29,484
2015-11-30,501
2015-12-01,501
2015-12-02,516
2015-12-03,529
2015-12-04,529
2015-12-05,528
2015-12-06,528
2015-12-07,528
2015-12-08,532
2015-12-09,530
2015-12-10,530
2015-12-11,544
2015-12-12,544
2015-12-13,560
2015-12-14,560
2015-12-15,576
2015-12-16,576
2015-12-17,576
2015-12-18,559
2015-12-19,559
2015-12-20,544
2015-12-21,544
2015-12-22,539
2015-12-23,559
2015-12-24,559
2015-12-25,547
2015-12-26,524
2015-12-27,499
2015-12-28,499
2015-12-29,499
2015-12-30,487
2015-12-31,487
2016-01-01,478
2016-01-02,463
2016-01-03,442
2016-01-04,448
2016-01-05,470
2016-01-06,474
2016-01-07,474
2016-01-08,478
2016-01-09,478
2016-01-10,472
2016-01-11,460
2016-01-12,470
2016-01-13,470
2016-01-14,463
2016-01-15,477
2016-01-16,494
2016-01-17,519
2016-01-18,545
2016-01-19,545
2016-01-20,557
2016-01-21,557
2016-01-22,531
2016-01-23,531
2016-01-24,537
2016-01-25,532
2016-01-26,532
2016-01-27,510
2016-01-28,510
2016-01-29,496
2016-01-30,496
2016-01-31,507
2016-02-01,486
2016-02-02,486
2016-02-03,473
2016-02-04,473
2016-02-05,461
2016-02-06,448
2016-02-07,448
2016-02-08,468
2016-02-09,468
2016-02-10,463
2016-02-11,463
2016-02-12,486
2016-02-13,505
2016-02-14,505
2016-02-15,521
2016-02-16,533
2016-02-17,507
2016-02-18,507
2016-02-19,481
2016-02-20,471
2016-02-21,465
2016-02-22,465
2016-02-23,472
2016-02-24,472
2016-02-25,481
2016-02-26,481
2016-02-27,482
2016-02-28,482
2016-02-29,501
2016-03-01,492
2016-03-02,492
2016-03-03,477
2016-03-04,477
2016-03-05,466
2016-03-06,449
2016-03-07,449
2016-03-08,427
2016-03-09,428
2016-03-10,431
2016-03-11,431
2016-03-12,430
2016-03-13,430
2016-03-14,447
2016-03-15,458
2016-03-16,452
2016-03-17,452
2016-03-18,448
2016-03-19,448
2016-03-20,460
2016-03-21,460
2016-03-22,481
2016-03-23,490
2016-03-24,490
2016-03-25,490
2016-03-26,496
2016-03-27,496
2016-03-28,494
2016-03-29,508
2016-03-30,508
2016-03-31,487
2016-04-01,463
2016-04-02,441
2016-04-03,418
2016-04-04,425
2016-04-05,425
2016-04-06,425
2016-04-07,425
2016-04-08,425
2016-04-09,417
2016-04-10,426
2016-04-11,426
2016-04-12,410
2016-04-13,403
2016-04-14,403
2016-04-15,399
2016-04-16,400
2016-04-17,393
2016-04-18,403
2016-04-19,403
2016-04-20,405
2016-04-21,405
2016-04-22,406
2016-04-23,419
2016-04-24,411
2016-04-25,417
2016-04-26,428
2016-04-27,436
2016-04-28,436
2016-04-29,444
2016-04-30,453
2016-05-01,459
2016-05-02,464
2016-05-03,466
2016-05-04,489
2016-05-05,492
2016-05-06,492
2016-05-07,475
2016-05-08,475
2016-05-09,451
2016-05-10,428
2016-05-11,428
2016-05-12,406
2016-05-13,393
2016-05-14,390
2016-05-15,381
2016-05-16,381
2016-05-17,382
2016-05-18,389
2016-05-19,389
2016-05-22,412
2016-05-23,413
2016-05-24,410
2016-05-25,410
2016-05-26,408
2016-05-27,412
2016-05-28,412
2016-05-29,428
2016-05-30,428
2016-05-31,447
2016-06-01,445
2016-06-02,432
2016-06-03,432
2016-06-04,424
2016-06-05,419
2016-06-06,423
2016-06-07,423
2016-06-08,428
2016-06-09,422
2016-06-10,403
2016-06-11,403
2016-06-12,383
2016-06-13,383
2016-06-14,385
2016-06-15,385
2016-06-16,397
2016-06-17,405
2016-06-18,405
2016-06-19,414
2016-06-20,412
2016-06-21,416
2016-06-22,421
2016-06-23,424
2016-06-24,418
2016-06-25,419
2016-06-26,419
2016-06-27,421
2016-06-28,422
2016-06-29,434
2016-06-30,449
2016-07-01,470
2016-07-02,490
2016-07-03,487
2016-07-04,472
2016-07-05,472
2016-07-06,448
2016-07-07,425
2016-07-08,408
2016-07-09,423
2016-07-10,423
2016-07-11,430
2016-07-12,429
2016-07-13,418
2016-07-14,410
2016-07-15,410
2016-07-16,392
2016-07-17,392
2016-07-18,374
2016-07-23,371
2016-07-24,371
2016-07-25,377
2016-07-26,377
2016-07-27,380
2016-07-28,380
2016-07-29,389
2016-07-30,393
2016-07-31,393
2016-08-01,376
2016-08-02,360
2016-08-03,360
2016-08-04,360
2016-08-05,346
2016-08-06,346
2016-08-07,350
2016-08-08,350
2016-08-09,340
2016-08-10,340
2016-08-11,338
2016-08-12,338
2016-08-13,341
2016-08-14,341
2016-08-15,353
2016-08-16,353
2016-08-17,355
2016-08-18,355
2016-08-19,351
2016-08-20,355
2016-08-21,355
2016-08-22,364
2016-08-23,374
2016-08-24,374
2016-08-25,386
2016-08-26,386
2016-08-28,392
2016-08-31,388
2016-09-01,404
2016-09-02,404
2016-09-03,411
2016-09-04,413
2016-09-05,413
2016-09-06,427
2016-09-07,427
2016-09-08,420
2016-09-09,420
2016-09-10,429
2016-09-11,429
2016-09-12,451
2016-09-13,474
2016-09-14,474
2016-09-15,498
2016-09-16,498
2016-09-17,523
2016-09-18,523
2016-09-19,529
2016-09-20,529
2016-09-21,509
2016-09-22,500
2016-09-23,500
2016-09-24,483
2016-09-25,482
2016-09-26,482
2016-09-27,478
2016-09-28,478
2016-09-29,466
2016-09-30,457
2016-10-01,451
2016-10-02,451
2016-10-03,443
2016-10-04,443
2016-10-05,424
2016-10-06,424
2016-10-07,415
2016-10-08,406
2016-10-09,406
2016-10-10,401
2016-10-11,401
2016-10-12,394
2016-10-13,396
2016-10-14,401
2016-10-15,402
2016-10-16,402
2016-10-17,415
2016-10-18,415
2016-10-19,433
2016-10-20,433
2016-10-21,454
2016-10-22,454
2016-10-23,457
2016-10-24,465
2016-10-25,465
2016-10-26,474
2016-10-27,474
2016-10-28,474
2016-10-29,458
2016-10-30,458
2016-10-31,446
2016-11-01,446
2016-11-02,465
2016-11-03,465
2016-11-04,480
2016-11-05,480
2016-11-06,459
2016-11-07,459
2016-11-08,446
2016-11-09,446
2016-11-10,432
2016-11-11,432
2016-11-12,418
2016-11-13,418
2016-11-14,421
2016-12-07,595
2016-12-08,581
2016-12-09,564
2016-12-10,564
2016-12-11,535
2016-12-12,535
2016-12-13,509
2016-12-14,498
2016-12-15,498
2016-12-16,500
2016-12-17,484
2016-12-18,484
2016-12-19,466
2016-12-20,458
2016-12-21,436
2016-12-22,436
2016-12-23,433
2016-12-24,433
2016-12-25,438
2016-12-26,438
2016-12-27,437
2016-12-28,443
2016-12-29,439
2016-12-30,444
2016-12-31,444
2017-01-01,436
2017-01-02,428
2017-01-03,428
2017-01-04,416
2017-01-05,416
2017-01-06,405
2017-01-07,390
2017-01-08,370
2017-01-09,351
2017-01-10,350
2017-01-11,344
2017-01-12,335
2017-01-13,335
2017-01-14,322
2017-01-15,318
2017-01-16,316
2017-01-17,303
2017-01-18,295
2017-01-19,295
2017-01-20,280
2017-01-21,266
2017-01-22,254
2017-01-27,209
2017-01-28,204
2017-01-29,211
2017-01-30,211
2017-01-31,216
2017-02-01,206
2017-02-02,197
2017-02-03,189
2017-02-04,179
2017-02-05,177
2017-02-06,177
2017-02-07,179
2017-02-08,187
2017-02-09,187
2017-02-10,190
2017-02-11,191
2017-02-12,191
2017-02-13,187
2017-02-14,195
2017-02-15,195
2017-02-16,200
2017-02-18,202
2017-02-19,203
2017-02-20,203
2017-02-21,202
2017-02-22,202
2017-02-23,200
2017-02-24,200
2017-02-25,198
2017-02-26,198
2017-02-27,197
2017-02-28,207
2017-03-01,218
2017-03-02,229
2017-03-03,229
2017-03-04,241
2017-03-05,241
2017-03-06,238
2017-03-07,232
2017-03-08,232
2017-03-09,228
2017-03-10,233
2017-03-11,245
2017-03-12,245
2017-03-13,246
2017-03-14,248
2017-03-15,246
2017-03-16,253
2017-03-17,253
2017-03-18,265
2017-03-19,279
2017-03-20,293
2017-03-21,302
2017-03-22,304
2017-03-23,306
2017-03-24,316
2017-03-25,316
2017-03-26,326
2017-03-27,317
2017-03-28,314
2017-03-29,326
2017-03-30,338
2017-03-31,347
2017-04-01,350
2017-04-02,350
2017-04-03,348
2017-04-04,355
2017-04-12,414
2017-04-13,401
2017-04-14,399
2017-04-15,389
2017-04-16,380
2017-04-17,378
2017-04-18,368
2017-04-19,366
2017-04-20,366
2017-04-21,363
2017-04-22,363
2017-04-23,359
2017-04-24,352
2017-04-25,350
2017-04-26,350
2017-04-27,348
2017-04-28,344
2017-04-29,345
2017-04-30,343
2017-05-01,347
2017-05-02,341
2017-05-03,357
2017-05-04,364
2017-05-05,356
2017-05-06,356
2017-05-07,354
2017-05-08,354
2017-05-09,339
2017-05-10,339
2017-05-11,335
2017-05-12,329
2017-05-13,316
2017-05-14,316
2017-05-15,317
2017-05-16,321
2017-05-17,321
2017-05-18,326
2017-05-19,326
2017-05-20,341
2017-05-21,341
2017-05-22,359
2017-05-23,359
2017-05-24,371
2017-05-25,371
2017-05-26,371
2017-05-27,369
2017-05-28,369
2017-05-29,360
2017-05-30,360
2017-05-31,362
2017-06-01,351
2017-06-02,343
2017-06-03,343
2017-06-06,337
2017-06-07,330
2017-06-08,330
2017-06-09,324
2017-06-10,326
2017-06-11,327
2017-06-12,327
2017-06-13,330
2017-06-14,324
2017-06-15,324
2017-06-16,320
2017-06-17,320
2017-06-18,311
2017-06-19,311
2017-06-20,312
2017-06-21,312
2017-06-22,304
2017-06-23,304
2017-06-24,302
2017-06-25,302
2017-06-26,308
2017-06-27,303
2017-06-28,303
2017-06-29,297
2017-06-30,297
2017-07-01,292
2017-07-02,294
2017-07-03,290
2017-07-04,286
2017-07-05,286
2017-07-06,285
2017-07-07,285
2017-07-08,284
2017-07-13,288
2017-07-14,289
2017-07-15,289
2017-07-16,303
2017-07-17,319
2017-07-18,319
2017-07-19,335
2017-07-20,343
2017-07-21,350
2017-07-22,357
2017-07-23,363
2017-07-24,363
2017-07-25,362
2017-07-26,356
2017-07-27,362
2017-07-28,362
2017-07-29,350
2017-07-30,334
2017-07-31,334
2017-08-01,326
2017-08-02,315
2017-08-03,315
2017-08-04,313
2017-08-05,307
2017-08-06,307
2017-08-09,290
2017-08-10,300
2017-08-11,300
2017-08-12,304
2017-08-13,304
2017-08-14,305
2017-08-15,315
2017-08-16,319
2017-08-17,315
2017-08-18,315
2017-08-19,303
2017-08-20,299
2017-08-22,305
2017-08-23,305
2017-08-24,307
2017-08-25,307
2017-08-26,305
2017-08-27,305
2017-08-28,307
2017-08-29,307
2017-08-30,306
2017-08-31,306
2017-09-01,302
2017-09-02,297
2017-09-03,297
2017-09-04,291
2017-09-05,282
2017-09-06,282
2017-09-07,275
2017-09-08,275
2017-09-09,272
2017-09-10,271
2017-09-11,271
2017-09-12,259
2017-09-13,255
2017-09-14,258
2017-09-15,258
2017-09-16,251
2017-09-17,244
2017-09-19,232
2017-09-20,220
2017-09-21,220
2017-09-22,222
2017-09-23,222
2017-09-24,231
2017-09-25,222
2017-09-26,214
2017-09-27,214
2017-09-28,208
2017-09-29,210
2017-09-30,210
2017-10-01,210
2017-10-02,200
2017-10-03,200
2017-10-04,192
2017-10-05,188
2017-10-06,188
2017-10-07,194
2017-10-08,194
2017-10-09,192
2017-10-10,195
2017-10-11,195
2017-10-12,197
2017-10-13,201
2017-10-14,210
2017-10-15,210
2017-10-16,221
2017-10-17,221
2017-10-18,233
2017-10-19,233
2017-10-20,245
2017-10-21,257
2017-10-22,270
2017-10-23,270
2017-10-24,277
2017-10-25,284
2017-10-26,284
2017-10-27,286
2017-10-28,286
2017-10-29,273
2017-10-30,261
2017-10-31,257
2017-11-01,257
2017-11-02,258
2017-11-03,258
2017-11-04,249
2017-11-05,249
2017-11-06,249
2017-11-07,249
2017-11-08,246
2017-11-09,251
2017-11-10,251
2017-11-11,247
2017-11-12,234
2017-11-13,234
2017-11-14,224
2017-11-15,224
2017-11-16,222
2017-11-17,222
2017-11-18,218
2017-11-19,224
2017-11-20,224
2017-11-21,232
2017-11-22,232
2017-11-23,242
2017-11-24,242
2017-11-25,253
2017-11-26,248
2017-11-27,248
2017-11-28,260
2017-11-29,260
2017-11-30,273
2017-12-01,270
2017-12-02,270
2017-12-03,270
2017-12-04,270
2017-12-05,264
2017-12-06,265
2017-12-07,258
2017-12-08,258
2017-12-09,250
2017-12-10,244
2017-12-11,242
2017-12-12,242
2017-12-14,243
2017-12-15,248
2017-12-17,260
2017-12-18,254
2017-12-19,254
2017-12-20,265
2017-12-21,258
2017-12-22,258
2017-12-23,260
2017-12-24,260
2017-12-25,263
2017-12-26,267
2017-12-27,253
2017-12-28,253
2017-12-29,240
2017-12-30,236
2017-12-31,236
2018-01-01,236
2018-01-02,240
2018-01-03,236
2018-01-04,236
2018-01-05,242
2018-01-06,249
2018-01-07,253
2018-01-08,251
2018-01-09,249
2018-01-10,249
2018-01-11,248
2018-01-12,250
2018-01-13,249
2018-01-14,252
2018-01-15,256
2018-01-16,243
2018-01-17,232
2018-01-18,235
2018-01-19,235
2018-01-20,241
2018-01-21,246
2018-01-22,253
2018-01-23,261
2018-01-25,267
2018-01-26,262
2018-01-27,265
2018-01-28,261
2018-01-29,256
2018-01-31,260
2018-02-01,256
2018-02-02,248
2018-02-03,239
2018-02-04,241
2018-02-05,232
2018-02-06,230
2018-02-07,240
2018-02-08,242
2018-02-09,244
2018-02-10,241
2018-02-11,239
2018-02-12,240
2018-02-13,239
2018-02-14,245
2018-02-15,245
2018-02-16,248
2018-02-17,240
2018-02-18,243
2018-02-19,242
2018-02-20,250
2018-02-21,247
2018-02-22,251
2018-02-23,251
2018-02-24,259
2018-02-25,258
2018-02-26,263
2018-02-27,269
2018-03-01,292
2018-03-02,302
2018-03-03,305
2018-03-04,305
2018-03-05,309
2018-03-06,325
2018-03-07,319
2018-03-08,335
2018-03-09,352
2018-03-10,354
2018-03-11,345
2018-03-12,337
2018-03-13,326
2018-03-14,316
2018-03-15,307
2018-03-16,316
2018-03-17,305
2018-03-18,292
2018-03-19,281
2018-03-20,275
2018-03-21,273
2018-03-23,258
2018-03-24,251
2018-03-26,238
2018-03-27,235
2018-03-28,237
2018-03-29,232
2018-03-30,228
2018-03-31,216
2018-04-01,216
2018-04-02,224
2018-04-03,233
2018-04-04,245
2018-04-05,257
2018-04-06,259
2018-04-07,262
2018-04-08,268
2018-04-09,264
2018-04-10,268
2018-04-11,269
2018-04-12,280
2018-04-13,279
2018-04-14,272
2018-04-15,275
2018-04-16,267
2018-04-17,264
2018-04-18,272
2018-04-19,276
2018-04-20,280
2018-04-21,282
2018-04-22,267
2018-04-23,265
2018-04-24,257
2018-04-25,254
2018-04-26,254
2018-04-27,255
2018-04-28,243
2018-04-29,230
2018-04-30,235
2018-05-01,240
2018-05-04,235
2018-05-05,240
2018-05-06,240
2018-05-07,240
2018-05-08,245
2018-05-09,240
2018-05-10,241
2018-05-11,252
2018-05-12,256
2018-05-13,263
2018-05-14,263
2018-05-15,262
2018-05-16,262
2018-05-17,264
2018-05-18,266
2018-05-19,264
2018-05-20,268
2018-05-21,259
2018-05-22,261
2018-05-23,266
2018-05-24,271
2018-05-25,277
2018-05-26,284
2018-05-27,283
2018-05-28,276
2018-05-29,275
2018-05-30,275
2018-05-31,268
2018-06-01,273
2018-06-02,277
2018-06-03,284
2018-06-04,288
2018-06-05,291
2018-06-06,291
2018-06-07,283
2018-06-08,281
2018-06-09,267
2018-06-10,266
2018-06-11,269
2018-06-12,271
2018-06-13,274
2018-06-14,276
2018-06-15,273
2018-06-16,279
2018-06-17,292
2018-06-18,295
2018-06-19,291
2018-06-20,305
2018-06-21,321
2018-06-22,338
2018-06-23,355
2018-06-24,373
2018-06-25,359
2018-06-26,345
2018-06-27,327
2018-06-28,317
2018-06-29,305
2018-06-30,299
2018-07-01,284
2018-07-02,270
2018-07-03,269
2018-07-04,256
2018-07-05,262
2018-07-06,264
2018-07-07,268
2018-07-08,277
2018-07-09,266
2018-07-10,261
2018-07-11,257
2018-07-12,256
2018-07-13,253
2018-07-14,257
2018-07-15,250
2018-07-16,249
2018-07-17,257
2018-07-18,246
2018-07-19,248
2018-07-20,244
2018-07-21,249
2018-07-22,247
2018-07-23,245
2018-07-24,243
2018-07-25,252
2018-07-26,259
2018-07-27,261
2018-07-28,263
2018-07-29,275
2018-07-30,277
2018-07-31,280
2018-08-01,280
2018-08-02,288
2018-08-03,302
2018-08-04,308
2018-08-05,322
2018-08-06,332
2018-08-07,335
2018-08-08,318
2018-08-09,305
2018-08-10,301
2018-08-11,288
2018-08-12,296
2018-08-14,283
2018-08-16,291
2018-08-17,281
2018-08-18,270
2018-08-19,264
2018-08-20,272
2018-08-21,277
2018-08-22,291
2018-08-23,300
2018-08-24,300
2018-08-25,303
2018-08-26,305
2018-08-27,295
2018-08-28,286
2018-08-29,279
2018-08-30,272
2018-08-31,275
2018-09-01,287
2018-09-02,302
2018-09-03,312
2018-09-04,321
2018-09-05,329
2018-09-06,329
2018-09-07,328
2018-09-08,325
2018-09-09,324
2018-09-10,332
2018-09-11,328
2018-09-12,329
2018-09-13,323
2018-09-14,328
2018-09-15,322
2018-09-16,323
2018-09-17,328
2018-09-18,331
2018-09-19,323
2018-09-20,328
2018-09-21,343
2018-09-22,358
2018-09-23,371
2018-09-24,387
2018-09-25,370
2018-09-26,380
2018-09-27,383
2018-09-28,403
2018-09-29,414
2018-09-30,431
2018-10-02,432
2018-10-03,420
2018-10-04,408
2018-10-05,405
2018-10-06,392
2018-10-07,387
2018-10-08,387
2018-10-09,375
2018-10-10,376
2018-10-11,392
2018-10-12,393
2018-10-13,387
2018-10-14,387
2018-10-15,383
2018-10-16,379
2018-10-17,374
2018-10-18,363
2018-10-19,368
2018-10-20,356
2018-10-21,357
2018-10-22,352
2018-10-23,345
2018-10-24,344
2018-10-25,336
2018-10-26,338
2018-10-27,337
2018-10-28,340
2018-10-29,348
2018-10-30,358
2018-10-31,363
2018-11-01,376
2018-11-03,399
2018-11-04,397
2018-11-05,395
2018-11-06,410
2018-11-07,428
2018-11-08,446
2018-11-09,462
2018-11-10,456
2018-11-11,441
2018-11-12,429
2018-11-13,415
2018-11-14,405
2018-11-15,395
2018-11-16,377
2018-11-17,358
2018-11-18,356
2018-11-19,342
2018-11-20,332
2018-11-21,329
2018-11-22,332
2018-11-23,323
2018-11-24,312
2018-11-25,304
2018-11-26,290
2018-11-27,292
2018-11-28,290
2018-11-29,297
2018-12-01,317
2018-12-02,313
2018-12-03,326
2018-12-04,337
2018-12-05,327
2018-12-07,322
2018-12-09,334
2018-12-10,342
2018-12-11,345
2018-12-12,353
2018-12-13,366
2018-12-14,378
2018-12-15,383
2018-12-16,381
2018-12-17,382
2018-12-18,375
2018-12-19,371
2018-12-20,362
2018-12-21,362
2018-12-22,366
2018-12-23,364
2018-12-24,357
2018-12-25,354
2018-12-26,337
2018-12-27,340
2018-12-28,332
2018-12-29,328
2018-12-30,318
2018-12-31,312
2019-01-01,309
2019-01-02,317
2019-01-03,320
2019-01-04,327
2019-01-05,336
2019-01-06,343
2019-01-08,343
2019-01-10,349
2019-01-11,338
2019-01-12,335
2019-01-13,325
2019-01-14,313
2019-01-15,310
2019-01-16,306
2019-01-17,300
2019-01-18,297
2019-01-19,302
2019-01-20,305
2019-01-21,302
2019-01-22,306
2019-01-23,306
2019-01-24,315
2019-01-25,321
2019-01-26,331
2019-01-27,327
2019-01-29,332
2019-01-30,341
2019-01-31,351
2019-02-01,347
2019-02-02,342
2019-02-03,333
2019-02-04,323
2019-02-05,313
2019-02-06,309
2019-02-07,302
2019-02-08,307
2019-02-09,307
2019-02-10,311
2019-02-11,311
2019-02-12,320
2019-02-13,320
2019-02-14,329
2019-02-15,324
2019-02-16,330
2019-02-17,329
2019-02-18,323
2019-02-19,319
2019-02-20,320
2019-02-21,327
2019-02-22,330
2019-02-23,333
2019-02-24,331
2019-02-25,326
2019-02-26,323
2019-02-27,322
2019-02-28,321
2019-03-01,316
2019-03-02,316
2019-03-03,320
2019-03-04,314
2019-03-05,319
2019-03-06,318
2019-03-07,319
2019-03-08,321
2019-03-09,318
2019-03-10,322
2019-03-11,327
2019-03-12,320
2019-03-13,318
2019-03-14,314
2019-03-15,315
2019-03-16,316
2019-03-17,327
2019-03-18,344
2019-03-19,360
2019-03-20,348
2019-03-21,348
2019-03-22,365
2019-03-23,375
2019-03-24,386
2019-03-25,396
2019-03-26,397
2019-03-27,388
2019-03-28,389
2019-03-29,380
2019-03-30,378
2019-03-31,370
2019-04-01,370
2019-04-02,380
2019-04-03,372
2019-04-04,365
2019-04-05,363
2019-04-06,360
2019-04-07,360
2019-04-08,347
2019-04-09,345
2019-04-10,337
2019-04-11,336
2019-04-12,334
2019-04-13,338
2019-04-14,337
2019-04-15,337
2019-04-16,337
2019-04-17,336
2019-04-18,324
2019-04-19,321
2019-04-20,321
2019-04-21,314
2019-04-22,321
2019-04-23,329
2019-04-24,337
2019-04-25,340
2019-04-26,342
2019-04-27,336
2019-04-28,332
2019-04-29,328
2019-04-30,335
2019-05-01,331
2019-05-02,332
2019-05-03,328
2019-05-04,329
2019-05-05,327
2019-05-06,318
2019-05-07,314
2019-05-08,321
2019-05-09,330
2019-05-10,323
2019-05-11,329
2019-05-12,339
2019-05-13,338
2019-05-14,343
2019-05-15,355
2019-05-16,352
2019-05-17,338
2019-05-18,339
2019-05-19,330
2019-05-20,332
2019-05-21,336
2019-05-22,340
2019-05-23,354
2019-05-24,364
2019-05-25,368
2019-05-26,372
2019-05-27,371
2019-05-28,370
2019-05-29,384
2019-05-30,404
2019-05-31,425
2019-06-01,447
2019-06-02,470
2019-06-03,494
2019-06-04,490
2019-06-05,479
2019-06-06,463
2019-06-07,468
2019-06-08,448
2019-06-09,425
2019-06-10,403
2019-06-11,382
2019-06-12,380
2019-06-13,370
2019-06-14,357
2019-06-15,346
2019-06-16,345
2019-06-17,337
2019-06-18,341
2019-06-19,345
2019-06-20,343
2019-06-21,327
2019-06-22,312
2019-06-23,305
2019-06-24,302
2019-06-25,291
2019-06-26,282
2019-06-27,281
2019-06-28,278
2019-06-29,271
2019-06-30,275
2019-07-01,264
2019-07-02,260
2019-07-03,260
2019-07-04,252
2019-07-05,252
2019-07-06,260
2019-07-07,250
2019-07-08,249
2019-07-09,244
2019-07-10,243
2019-07-11,237
2019-07-12,242
2019-07-13,248
2019-07-14,260
2019-07-15,272
2019-07-16,285
2019-07-17,286
2019-07-18,301
2019-07-19,305
2019-07-20,317
2019-07-21,332
2019-07-22,331
2019-07-23,322
2019-07-24,317
2019-07-25,308
2019-07-26,294
2019-07-27,290
2019-07-28,304
2019-07-29,303
2019-07-30,293
2019-07-31,300
2019-08-01,302
2019-08-02,296
2019-08-03,301
2019-08-04,314
2019-08-05,321
2019-08-06,326
2019-08-07,320
2019-08-08,314
2019-08-09,314
2019-08-10,316
2019-08-11,312
2019-08-12,314
2019-08-13,317
2019-08-14,322
2019-08-15,315
2019-08-16,309
2019-08-17,312
2019-08-18,313
2019-08-19,306
2019-08-20,307
2019-08-21,315
2019-08-22,317
2019-08-23,319
2019-08-24,316
2019-08-24,316
2019-08-25,323
2019-08-25,323
2019-08-26,318
2019-08-26,318
2019-08-27,314
2019-08-27,314
2019-08-28,310
2019-08-29,313
2019-08-30,316
2019-08-31,310
2019-09-01,314
2019-09-02,317
2019-09-03,317
2019-09-04,324
2019-09-05,333
2019-09-06,347
