date_obj,Elven%20top%20(white%20vest) price
2019-07-25,5000
2019-07-25,5051
2019-07-26,5051
2019-07-27,5221
2019-07-28,5221
2019-07-29,5476
2019-07-30,5476
2019-07-31,5580
2019-08-01,5580
2019-08-02,5580
2019-08-03,5712
2019-08-04,5712
2019-08-05,5712
2019-08-06,5799
2019-08-07,5799
2019-08-08,5799
2019-08-09,5925
2019-08-10,5925
2019-08-11,5949
2019-08-12,5949
2019-08-13,5949
2019-08-14,6128
2019-08-15,6128
2019-08-16,6128
2019-08-17,6288
2019-08-18,6288
2019-08-19,6288
2019-08-20,6489
2019-08-21,6489
2019-08-22,6489
2019-08-23,6489
2019-08-24,6594
2019-08-24,6594
2019-08-25,6594
2019-08-25,6594
2019-08-26,6594
2019-08-26,6594
2019-08-27,6594
2019-08-27,6594
2019-08-28,6754
2019-08-29,6754
2019-08-30,6754
2019-08-31,6754
2019-09-01,7012
2019-09-02,7012
2019-09-03,7012
2019-09-04,7012
2019-09-05,7301
2019-09-06,7301
2019-09-07,7301
2019-09-08,7301
2019-09-09,7366
2019-09-10,7366
2019-09-11,7366
2019-09-12,7366
2019-09-13,7376
2019-09-14,7376
2019-09-15,7376
2019-09-16,7199
2019-09-17,7199
2019-09-18,7199
2019-09-19,7199
2019-09-20,7017
2019-09-21,7017
2019-09-22,7017
2019-09-23,7017
2019-09-24,7068
2019-09-25,7068
2019-09-26,7068
2019-09-27,7068
2019-09-28,7223
2019-09-29,7223
2019-09-30,7223
2019-10-01,7223
2019-10-02,7223
2019-10-03,7293
2019-10-04,7293
2019-10-05,7293
2019-10-06,7293
2019-10-07,7293
2019-10-08,7403
2019-10-09,7403
2019-10-10,7403
2019-10-11,7403
2019-10-12,7403
2019-10-13,7131
2019-10-14,7131
2019-10-15,7131
2019-10-16,7131
2019-10-17,7131
2019-10-18,7068
2019-10-19,7068
2019-10-20,7068
2019-10-21,7068
2019-10-22,7068
2019-10-23,6988
2019-10-24,6988
2019-10-25,6988
2019-10-26,6988
2019-10-27,6958
2019-10-28,6958
2019-10-29,6958
2019-10-30,6958
2019-10-31,6958
2019-11-01,6822
2019-11-02,6822
2019-11-03,6822
2019-11-04,6822
2019-11-05,6822
2019-11-06,6859
2019-11-07,6859
2019-11-08,6859
2019-11-09,6859
2019-11-10,6878
2019-11-11,6878
2019-11-12,6878
2019-11-13,6878
2019-11-14,6878
2019-11-15,6878
2019-11-16,6809
2019-11-17,6809
2019-11-18,6809
2019-11-19,6809
2019-11-20,6809
2019-11-21,6657
2019-11-22,6657
2019-11-23,6657
2019-11-24,6657
2019-11-25,6641
2019-11-26,6641
2019-11-27,6641
2019-11-28,6641
2019-11-29,6641
2019-11-30,6657
2019-12-01,6657
2019-12-02,6657
2019-12-03,6657
2019-12-04,6657
2019-12-05,6657
2019-12-06,6637
2019-12-07,6637
2019-12-08,6637
2019-12-09,6637
2019-12-10,6637
2019-12-11,6610
2019-12-12,6610
2019-12-13,6610
2019-12-14,6610
2019-12-15,6610
2019-12-16,6606
2019-12-17,6606
2019-12-18,6606
2019-12-19,6606
2019-12-20,6606
2019-12-21,6766
2019-12-22,6766
2019-12-23,6766
2019-12-24,6766
2019-12-25,6739
2019-12-26,6739
2019-12-27,6739
2019-12-28,6739
2019-12-29,6739
2019-12-30,6651
2019-12-31,6651
2020-01-01,6651
2020-01-02,6651
2020-01-03,6651
2020-01-04,6546
2020-01-05,6546
2020-01-06,6546
2020-01-07,6546
2020-01-08,6546
2020-01-09,6475
2020-01-10,6475
2020-01-11,6475
2020-01-12,6475
2020-01-13,6399
2020-01-14,6399
2020-01-15,6399
2020-01-16,6399
2020-01-17,6530
2020-01-18,6530
2020-01-19,6530
2020-01-20,6530
2020-01-21,6530
2020-01-22,6423
2020-01-23,6423
2020-01-24,6423
2020-01-25,6423
2020-01-26,6423
2020-01-27,6234
2020-01-28,6234
2020-01-29,6234
2020-01-30,6234
2020-01-31,6234
2020-02-01,6234
2020-02-02,6215
2020-02-03,6215
2020-02-04,6215
2020-02-05,6215
2020-02-06,6215
2020-02-07,6333
2020-02-08,6333
2020-02-09,6333
2020-02-10,6333
2020-02-11,6333
2020-02-12,6407
2020-02-13,6407
2020-02-14,6407
2020-02-15,6407
2020-02-16,6407
2020-02-17,6429
2020-02-18,6429
2020-02-19,6429
2020-02-20,6429
2020-02-21,6429
2020-02-22,6436
2020-02-23,6436
2020-02-24,6436
2020-02-25,6436
2020-02-26,6436
2020-02-27,6532
2020-02-28,6532
2020-02-29,6532
2020-03-01,6532
2020-03-02,6626
2020-03-03,6626
2020-03-04,6626
2020-03-05,6626
2020-03-06,6626
2020-03-07,6711
2020-03-08,6711
2020-03-09,6711
2020-03-10,6711
2020-03-11,6711
2020-03-12,6734
2020-03-13,6734
2020-03-14,6734
2020-03-15,6734
2020-03-16,6734
2020-03-17,6478
2020-03-18,6478
2020-03-19,6478
2020-03-20,6478
2020-03-21,6478
2020-03-22,6499
2020-03-23,6499
2020-03-24,6499
2020-03-25,6499
2020-03-26,6660
2020-03-27,6660
2020-03-28,6660
2020-03-29,6660
2020-03-30,6757
2020-03-31,6757
2020-04-01,6757
2020-04-02,6757
2020-04-03,6691
2020-04-04,6691
2020-04-05,6691
2020-04-06,6691
2020-04-07,6710
2020-04-08,6710
2020-04-09,6710
2020-04-10,6710
2020-04-11,6774
2020-04-12,6774
2020-04-13,6774
2020-04-14,6774
2020-04-15,6770
2020-04-16,6770
2020-04-17,6770
2020-04-18,6770
2020-04-19,6894
2020-04-20,6894
2020-04-21,6894
2020-04-22,6894
2020-04-23,6865
2020-04-24,6865
2020-04-25,6865
2020-04-26,6865
2020-04-27,6807
2020-04-28,6807
2020-04-29,6807
2020-04-30,6807
2020-05-01,6604
2020-05-02,6604
2020-05-03,6604
2020-05-04,6604
2020-05-05,6553
2020-05-06,6553
2020-05-07,6553
2020-05-08,6553
2020-05-09,6577
2020-05-10,6577
2020-05-11,6577
2020-05-12,6577
2020-05-13,6577
