date_obj,Odium%20ward price
2015-07-25,4893612
2015-07-26,4868620
2015-07-27,4868620
2015-07-28,4748204
2015-07-29,4830801
2015-07-30,4830801
2015-07-31,5031843
2015-08-01,5031843
2015-08-02,5183933
2015-08-03,5183933
2015-08-04,5229161
2015-08-05,5238212
2015-08-06,5238212
2015-08-07,5180823
2015-08-08,5180823
2015-08-09,5258045
2015-08-10,5413584
2015-08-11,5653047
2015-08-12,5653047
2015-08-13,5917479
2015-08-14,6099229
2015-08-15,6099229
2015-08-16,6369245
2015-08-17,6369245
2015-08-18,6279023
2015-08-19,6279023
2015-08-20,6087152
2015-08-21,5977189
2015-08-22,5977189
2015-08-23,5932809
2015-08-24,6085302
2015-08-25,6085302
2015-08-26,6320686
2015-08-27,6161702
2015-08-28,6161702
2015-08-29,5903065
2015-08-30,5903065
2015-08-31,5733440
2015-09-01,5733440
2015-09-02,5459663
2015-09-03,5459663
2015-09-04,5186679
2015-09-05,5186679
2015-09-06,5100937
2015-09-07,5100937
2015-09-08,5116421
2015-09-09,5116421
2015-09-10,4925339
2015-09-11,4925339
2015-09-12,4762990
2015-09-13,4762990
2015-09-14,4711710
2015-09-15,4623621
2015-09-16,4623621
2015-09-17,4623493
2015-09-18,4623493
2015-09-19,4767469
2015-09-20,4767469
2015-09-21,4818200
2015-09-22,4818200
2015-09-23,4694673
2015-09-24,4694673
2015-09-25,4682698
2015-09-27,4799962
2015-09-28,4799962
2015-09-29,5017328
2015-09-30,5035329
2015-10-05,4888355
2015-10-06,4730110
2015-10-07,4730110
2015-10-08,4781749
2015-10-09,4806905
2015-10-10,4806905
2015-10-11,4807950
2015-10-12,4807950
2015-10-13,4683287
2015-10-14,4683287
2015-10-15,4611169
2015-10-16,4611169
2015-10-17,4490948
2015-10-18,4490948
2015-10-19,4464525
2015-10-20,4464525
2015-10-22,4444376
2015-10-23,4397277
2015-10-24,4397277
2015-10-25,4383902
2015-10-26,4383902
2015-10-27,4422956
2015-10-29,4429488
2015-10-30,4429488
2015-10-31,4510242
2015-11-01,4510242
2015-11-02,4718875
2015-11-03,4718875
2015-11-04,4805522
2015-11-05,4805522
2015-11-06,4778680
2015-11-07,4778680
2015-11-08,4805492
2015-11-09,4805492
2015-11-10,4952313
2015-11-11,4952313
2015-11-12,4991016
2015-11-13,4991016
2015-11-14,5013281
2015-11-15,5013281
2015-11-16,5094094
2015-11-17,5094094
2015-11-18,5019329
2015-11-19,5019329
2015-11-20,4955496
2015-11-21,4955496
2015-11-22,5129907
2015-11-23,5129907
2015-11-24,5129907
2015-11-25,5232391
2015-11-26,5232391
2015-11-27,5172136
2015-11-28,5172136
2015-11-29,5274403
2015-11-30,5274403
2015-12-01,5216022
2015-12-02,5216022
2015-12-03,5236093
2015-12-04,5236093
2015-12-05,5430131
2015-12-06,5563893
2015-12-07,5563893
2015-12-08,5536996
2015-12-09,5558577
2015-12-10,5558577
2015-12-11,5614018
2015-12-12,5614018
2015-12-13,5837911
2015-12-14,5837911
2015-12-15,5843609
2015-12-16,5843609
2015-12-17,5945736
2015-12-18,5945736
2015-12-19,6097852
2015-12-20,6158085
2015-12-21,6158085
2015-12-22,6173089
2015-12-23,6173089
2015-12-24,6104319
2015-12-25,6104319
2015-12-26,6194258
2015-12-27,6192340
2015-12-28,6192340
2015-12-29,6234335
2015-12-30,6234335
2015-12-31,6180426
2016-01-01,6180426
2016-01-02,6221466
2016-01-03,6168582
2016-01-04,6113325
2016-01-05,6113325
2016-01-06,5924531
2016-01-07,5924531
2016-01-08,5661959
2016-01-09,5661959
2016-01-10,5604874
2016-01-11,5604874
2016-01-12,5683405
2016-01-13,5683405
2016-01-14,5843031
2016-01-15,5843031
2016-01-16,6016518
2016-01-17,6016518
2016-01-18,6229664
2016-01-19,6229664
2016-01-20,6384218
2016-01-21,6384218
2016-01-22,6206359
2016-01-23,6206359
2016-01-24,6023717
2016-01-25,5784451
2016-01-26,5784451
2016-01-27,5665706
2016-01-28,5665706
2016-01-29,5630406
2016-01-30,5630406
2016-01-31,5601566
2016-02-01,5610098
2016-02-02,5610098
2016-02-03,5563992
2016-02-04,5563992
2016-02-05,5464117
2016-02-06,5469895
2016-02-07,5469895
2016-02-08,5529328
2016-02-09,5529328
2016-02-10,5459490
2016-02-11,5459490
2016-02-12,5529215
2016-02-13,5688766
2016-02-14,5688766
2016-02-15,5803988
2016-02-16,5803988
2016-02-17,5808960
2016-02-18,5808960
2016-02-19,5743015
2016-02-20,5743015
2016-02-21,5722331
2016-02-22,5722331
2016-02-23,5579522
2016-02-24,5579522
2016-02-25,5639111
2016-02-26,5639111
2016-02-27,5665504
2016-02-28,5665504
2016-02-29,5627018
2016-03-01,5627018
2016-03-02,5557650
2016-03-03,5418288
2016-03-04,5418288
2016-03-05,5382019
2016-03-06,5435002
2016-03-07,5435002
2016-03-08,5384800
2016-03-09,5384800
2016-03-10,5330017
2016-03-11,5330017
2016-03-12,5323324
2016-03-13,5323324
2016-03-14,5289409
2016-03-15,5289409
2016-03-16,5270585
2016-03-17,5270585
2016-03-18,5285976
2016-03-19,5285976
2016-03-20,5304475
2016-03-21,5304475
2016-03-22,5302036
2016-03-23,5302036
2016-03-24,5294458
2016-03-25,5294458
2016-03-26,5258214
2016-03-27,5258214
2016-03-28,5219734
2016-03-29,5219734
2016-03-30,5117158
2016-03-31,5117158
2016-04-01,4934402
2016-04-02,4934402
2016-04-03,4995873
2016-04-04,4995873
2016-04-05,4986043
2016-04-06,4986043
2016-04-07,5011716
2016-04-08,5011716
2016-04-09,4830946
2016-04-10,4788745
2016-04-11,4788745
2016-04-12,4841722
2016-04-13,4841722
2016-04-14,4864964
2016-04-15,4864964
2016-04-16,4877645
2016-04-17,4877645
2016-04-18,4849759
2016-04-19,4849759
2016-04-20,4872201
2016-04-21,4872201
2016-04-22,4884251
2016-04-23,4825105
2016-04-24,4825105
2016-04-25,4772671
2016-04-26,4772671
2016-04-27,4746942
2016-04-28,4746942
2016-04-29,4785561
2016-04-30,4867907
2016-05-01,4867907
2016-05-02,4801512
2016-05-03,4730107
2016-05-04,4730107
2016-05-05,4719258
2016-05-06,4719258
2016-05-07,4623540
2016-05-08,4623540
2016-05-09,4512986
2016-05-10,4434356
2016-05-11,4434356
2016-05-12,4371064
2016-05-13,4333903
2016-05-14,4457535
2016-05-15,4538052
2016-05-16,4538052
2016-05-17,4580923
2016-05-18,4596567
2016-05-19,4596567
2016-05-22,4555673
2016-05-23,4412898
2016-05-24,4412898
2016-05-25,4447127
2016-05-26,4445657
2016-05-27,4495538
2016-05-28,4495538
2016-05-29,4587561
2016-05-30,4587561
2016-05-31,4665599
2016-06-01,4820321
2016-06-02,4820321
2016-06-03,4858830
2016-06-04,4860477
2016-06-05,4860477
2016-06-06,4808550
2016-06-07,4808550
2016-06-08,4764119
2016-06-09,4813604
2016-06-10,4799573
2016-06-11,4799573
2016-06-12,4952971
2016-06-13,4952971
2016-06-14,4810296
2016-06-15,4810296
2016-06-16,4848200
2016-06-17,4877478
2016-06-18,4877478
2016-06-19,4894528
2016-06-20,4894528
2016-06-21,4933776
2016-06-22,5031911
2016-06-23,5031911
2016-06-24,5230973
2016-06-25,5197448
2016-06-26,5197448
2016-06-27,5167310
2016-06-28,5133436
2016-06-29,5133436
2016-06-30,5117869
2016-07-01,5105966
2016-07-02,5105966
2016-07-03,5158772
2016-07-04,5195439
2016-07-05,5195439
2016-07-06,5242857
2016-07-07,5242857
2016-07-08,5241764
2016-07-09,5241764
2016-07-10,5176826
2016-07-11,5176826
2016-07-12,5173488
2016-07-13,5173488
2016-07-14,5117990
2016-07-15,5117990
2016-07-16,5109299
2016-07-17,5109299
2016-07-18,5016682
2016-07-23,4832340
2016-07-24,4748214
2016-07-25,4748214
2016-07-26,4740113
2016-07-27,4740113
2016-07-28,4789446
2016-07-29,4970226
2016-07-30,4970226
2016-07-31,5170751
2016-08-01,5170751
2016-08-02,5088006
2016-08-03,5088006
2016-08-04,5046799
2016-08-05,5046799
2016-08-06,5012011
2016-08-07,5094679
2016-08-08,5094679
2016-08-09,5031019
2016-08-10,5031019
2016-08-11,4876849
2016-08-12,4876849
2016-08-13,4933010
2016-08-14,4933010
2016-08-15,5047712
2016-08-16,5047712
2016-08-17,4873854
2016-08-18,4873854
2016-08-19,4665588
2016-08-20,4509897
2016-08-21,4509897
2016-08-22,4426853
2016-08-23,4226323
2016-08-24,4226323
2016-08-25,4018093
2016-08-26,4018093
2016-08-28,4068808
2016-08-31,3818141
2016-09-01,3782618
2016-09-02,3782618
2016-09-03,3964207
2016-09-04,4141172
2016-09-05,4141172
2016-09-06,4041927
2016-09-07,4041927
2016-09-08,4205818
2016-09-09,4205818
2016-09-10,4095634
2016-09-11,4095634
2016-09-12,3950003
2016-09-13,3950003
2016-09-14,3942673
2016-09-15,3942673
2016-09-16,4051951
2016-09-17,4100833
2016-09-18,4100833
2016-09-19,4263340
2016-09-20,4263340
2016-09-21,4292303
2016-09-22,4430662
2016-09-23,4430662
2016-09-24,4586287
2016-09-25,4810434
2016-09-26,4810434
2016-09-27,4833738
2016-09-28,4833738
2016-09-29,4630390
2016-09-30,4452126
2016-10-01,4452126
2016-10-02,4554581
2016-10-03,4554581
2016-10-04,4397134
2016-10-05,4397134
2016-10-06,4553138
2016-10-07,4553138
2016-10-08,4732683
2016-10-09,4732683
2016-10-10,4949229
2016-10-11,4949229
2016-10-12,5092693
2016-10-13,5092693
2016-10-14,5242567
2016-10-15,5242567
2016-10-16,5251783
2016-10-17,5289516
2016-10-18,5289516
2016-10-19,5269768
2016-10-20,5269768
2016-10-21,5240489
2016-10-22,5240489
2016-10-23,5322236
2016-10-24,5334173
2016-10-25,5334173
2016-10-26,5277396
2016-10-27,5277396
2016-10-28,5060232
2016-10-29,5012031
2016-10-30,5012031
2016-10-31,5073690
2016-11-01,5073690
2016-11-02,5160535
2016-11-03,5160535
2016-11-04,5072041
2016-11-05,5072041
2016-11-06,5055177
2016-11-07,5055177
2016-11-08,4984666
2016-11-09,4984666
2016-11-10,4807184
2016-11-11,4807184
2016-11-12,4769751
2016-11-13,4769751
2016-11-14,4703662
2016-12-07,4916169
2016-12-08,4908033
2016-12-09,4908033
2016-12-10,4933573
2016-12-11,4979377
2016-12-12,4979377
2016-12-13,5036865
2016-12-14,4943849
2016-12-15,4943849
2016-12-16,5015137
2016-12-17,5007161
2016-12-18,5007161
2016-12-19,5058629
2016-12-20,5049572
2016-12-21,5150664
2016-12-22,5150664
2016-12-23,5171142
2016-12-24,5171142
2016-12-25,5289855
2016-12-26,5289855
2016-12-27,5434439
2016-12-28,5579101
2016-12-29,5579101
2016-12-30,5516172
2016-12-31,5516172
2017-01-01,5397387
2017-01-03,5132661
2017-01-04,4880200
2017-01-05,4636190
2017-01-06,4404380
2017-01-07,4184520
2017-01-08,3975354
2017-01-09,3793158
2017-01-10,3958392
2017-01-11,4152344
2017-01-12,4359962
2017-01-13,4576109
2017-01-14,4782679
2017-01-15,5000283
2017-01-16,5074057
2017-01-17,4914503
2017-01-18,4959316
2017-01-19,4923852
2017-01-20,5020745
2017-01-21,5168624
2017-01-22,5143226
2017-01-27,4663364
2017-01-28,4602321
2017-01-29,4586903
2017-01-30,4694421
2017-01-31,4689945
2017-02-01,4611615
2017-02-02,4543107
2017-02-03,4550402
2017-02-04,4706120
2017-02-05,4738913
2017-02-06,4836132
2017-02-07,4808709
2017-02-08,4890131
2017-02-09,4890131
2017-02-10,5034898
2017-02-11,5204280
2017-02-12,5204280
2017-02-13,5139135
2017-02-14,5227331
2017-02-15,5447481
2017-02-16,5555929
2017-02-18,5800323
2017-02-19,5876914
2017-02-20,5878039
2017-02-21,5743753
2017-02-22,5743753
2017-02-23,5466830
2017-02-24,5204557
2017-02-25,4948668
2017-02-26,4943431
2017-02-27,5089732
2017-02-28,5093826
2017-03-01,5304492
2017-03-02,5539472
2017-03-03,5633008
2017-03-04,5867994
2017-03-05,6160937
2017-03-06,6342343
2017-03-07,6308053
2017-03-08,6303274
2017-03-09,6445473
2017-03-10,6468999
2017-03-11,6766514
2017-03-12,6860116
2017-03-13,6806326
2017-03-14,6603353
2017-03-15,6362032
2017-03-16,6054302
2017-03-17,5751586
2017-03-18,5464006
2017-03-19,5190805
2017-03-20,4939051
2017-03-21,4945988
2017-03-22,5094919
2017-03-23,5310348
2017-03-24,5549015
2017-03-25,5549015
2017-03-26,5359466
2017-03-27,5276897
2017-03-28,5263486
2017-03-29,5209146
2017-03-30,5159652
2017-03-31,5177006
2017-04-01,5257234
2017-04-02,5247405
2017-04-03,5175308
2017-04-04,5137907
2017-04-12,5140566
2017-04-13,5003170
2017-04-14,4913004
2017-04-15,4860355
2017-04-16,4855261
2017-04-17,4733752
2017-04-18,4772753
2017-04-19,4746398
2017-04-20,4811457
2017-04-21,5012545
2017-04-22,4992682
2017-04-23,4917318
2017-04-24,4843782
2017-04-25,4869879
2017-04-26,4869879
2017-04-27,4926598
2017-04-28,5007610
2017-04-29,5000176
2017-04-30,5051003
2017-05-01,5078441
2017-05-02,5020052
2017-05-03,4988795
2017-05-04,4920772
2017-05-05,4889880
2017-05-06,4877795
2017-05-07,4911692
2017-05-08,4951316
2017-05-09,4935366
2017-05-10,4913984
2017-05-11,4862060
2017-05-12,4827236
2017-05-13,4799828
2017-05-14,4823303
2017-05-15,4757209
2017-05-16,4698935
2017-05-17,4715433
2017-05-18,4771529
2017-05-19,4702723
2017-05-20,4788263
2017-05-21,4788263
2017-05-22,4753013
2017-05-23,4724657
2017-05-24,4524529
2017-05-25,4358170
2017-05-26,4145866
2017-05-27,4104989
2017-05-28,4306596
2017-05-29,4404427
2017-05-30,4602279
2017-05-31,4551877
2017-06-01,4425749
2017-06-02,4499465
2017-06-03,4670917
2017-06-06,4725838
2017-06-07,4564711
2017-06-08,4564711
2017-06-09,4440052
2017-06-10,4343416
2017-06-11,4267339
2017-06-12,4100229
2017-06-13,3903577
2017-06-14,3790678
2017-06-15,3973053
2017-06-16,3984501
2017-06-17,4145128
2017-06-18,4226581
2017-06-19,4226581
2017-06-20,4150904
2017-06-21,4071966
2017-06-22,4071966
2017-06-23,3990421
2017-06-24,3922258
2017-06-25,3911388
2017-06-26,3749893
2017-06-27,3774435
2017-06-28,3844391
2017-06-29,3862865
2017-06-30,3947033
2017-07-01,3947033
2017-07-02,3904385
2017-07-03,3882181
2017-07-04,3889152
2017-07-05,3889152
2017-07-06,3979129
2017-07-07,3979129
2017-07-08,4102373
2017-07-13,4177245
2017-07-14,4078566
2017-07-15,4078566
2017-07-16,4016650
2017-07-17,4036800
2017-07-18,3890967
2017-07-19,3798048
2017-07-20,3792145
2017-07-21,3866017
2017-07-22,3948344
2017-07-23,3931396
2017-07-24,3932495
2017-07-25,3895349
2017-07-26,3907691
2017-07-27,3975617
2017-07-28,4001657
2017-07-29,3915702
2017-07-30,3875508
2017-07-31,3875508
2017-08-01,3890006
2017-08-02,3760463
2017-08-03,3702348
2017-08-04,3638594
2017-08-05,3640925
2017-08-06,3618888
2017-08-09,3719094
2017-08-10,3618253
2017-08-11,3617157
2017-08-12,3612850
2017-08-13,3632830
2017-08-14,3602698
2017-08-15,3543784
2017-08-17,3391074
2017-08-18,3391074
2017-08-19,3227948
2017-08-20,3110089
2017-08-21,3009901
2017-08-22,2998473
2017-08-23,3142527
2017-08-24,3152408
2017-08-25,3182696
2017-08-26,3214827
2017-08-27,3273566
2017-08-28,3288615
2017-08-29,3288615
2017-08-30,3241684
2017-08-31,3194860
2017-09-01,3194860
2017-09-02,3197487
2017-09-03,3197487
2017-09-04,3330567
2017-09-05,3325449
2017-09-06,3355496
2017-09-07,3319776
2017-09-08,3319776
2017-09-09,3196899
2017-09-10,3179270
2017-09-11,3194299
2017-09-12,3194299
2017-09-13,3238124
2017-09-14,3216410
2017-09-15,3216410
2017-09-16,3226766
2017-09-17,3211504
2017-09-19,3162578
2017-09-20,3125993
2017-09-21,3117379
2017-09-22,3129724
2017-09-23,3129724
2017-09-24,3111111
2017-09-25,3102385
2017-09-26,3159398
2017-09-27,3159398
2017-09-28,3125689
2017-09-29,3205833
2017-09-30,3357682
2017-10-01,3290309
2017-10-02,3252236
2017-10-03,3282752
2017-10-04,3282752
2017-10-05,3268565
2017-10-06,3286879
2017-10-07,3354135
2017-10-08,3371776
2017-10-09,3314183
2017-10-10,3374806
2017-10-11,3374806
2017-10-12,3429518
2017-10-13,3366734
2017-10-14,3458383
2017-10-15,3458383
2017-10-16,3482091
2017-10-17,3482091
2017-10-18,3504229
2017-10-19,3464153
2017-10-20,3509789
2017-10-21,3564768
2017-10-22,3571741
2017-10-23,3522638
2017-10-24,3501353
2017-10-25,3482859
2017-10-26,3439481
2017-10-27,3422900
2017-10-28,3422900
2017-10-29,3441567
2017-10-30,3551045
2017-10-31,3547461
2017-11-01,3547461
2017-11-02,3588255
2017-11-03,3498291
2017-11-04,3455765
2017-11-05,3396592
2017-11-06,3316605
2017-11-07,3316605
2017-11-08,3214245
2017-11-09,3235879
2017-11-10,3231724
2017-11-11,3322655
2017-11-12,3306518
2017-11-13,3418297
2017-11-14,3369380
2017-11-15,3394237
2017-11-16,3332230
2017-11-17,3317774
2017-11-18,3318596
2017-11-19,3346595
2017-11-20,3300672
2017-11-21,3213601
2017-11-22,3155088
2017-11-23,3141363
2017-11-24,3182679
2017-11-25,3154902
2017-11-26,3126431
2017-11-27,3126431
2017-11-28,3061621
2017-11-29,2997158
2017-11-30,2980173
2017-12-01,3062958
2017-12-02,3062958
2017-12-03,3068023
2017-12-04,3064489
2017-12-05,3035530
2017-12-06,2982637
2017-12-07,2973088
2017-12-08,2973088
2017-12-09,3087687
2017-12-10,3051286
2017-12-11,3049065
2017-12-12,3117421
2017-12-14,3044485
2017-12-15,3050371
2017-12-16,3062447
2017-12-17,3066034
2017-12-18,3113982
2017-12-19,3064796
2017-12-20,3082712
2017-12-21,3074377
2017-12-22,3083837
2017-12-23,3092161
2017-12-24,3074193
2017-12-25,3080516
2017-12-26,3119830
2017-12-27,3110506
2017-12-28,3227675
2017-12-29,3185748
2017-12-30,3154661
2017-12-31,3144538
2018-01-01,3186327
2018-01-02,3225145
2018-01-03,3150608
2018-01-04,2993574
2018-01-05,2905125
2018-01-06,2896269
2018-01-07,2883495
2018-01-08,2861881
2018-01-09,2818873
2018-01-10,2845741
2018-01-11,2831450
2018-01-12,2836905
2018-01-13,2848901
2018-01-14,2866098
2018-01-15,2927134
2018-01-16,2880647
2018-01-17,2847263
2018-01-18,2831429
2018-01-19,2831429
2018-01-20,2822976
2018-01-21,2818098
2018-01-22,2812017
2018-01-23,2798499
2018-01-24,2776584
2018-01-25,2894026
2018-01-26,3016368
2018-01-27,3158020
2018-01-28,3235753
2018-01-29,3302038
2018-01-31,3332214
2018-02-01,3332045
2018-02-02,3272356
2018-02-03,3175672
2018-02-04,3138809
2018-02-05,3125656
2018-02-06,3136111
2018-02-07,3147483
2018-02-08,3053467
2018-02-09,2938533
2018-02-10,2858709
2018-02-11,2849398
2018-02-12,2829767
2018-02-13,2809190
2018-02-14,2773336
2018-02-15,2757640
2018-02-16,2773917
2018-02-17,2885518
2018-02-18,2926571
2018-02-19,2952541
2018-02-20,2926187
2018-02-21,2924179
2018-02-22,2930016
2018-02-23,2932125
2018-02-24,3051207
2018-02-25,3058085
2018-02-26,3023864
2018-02-27,3062912
2018-03-01,3028189
2018-03-02,2975184
2018-03-03,3006083
2018-03-04,3043866
2018-03-05,3018450
2018-03-06,2917364
2018-03-07,2898828
2018-03-08,2877287
2018-03-09,2887160
2018-03-10,2912577
2018-03-11,2924191
2018-03-12,2928478
2018-03-13,2878360
2018-03-14,2861596
2018-03-15,2845031
2018-03-16,2834362
2018-03-17,2806913
2018-03-18,2790146
2018-03-19,2780409
2018-03-20,2759696
2018-03-21,2732909
2018-03-23,2776636
2018-03-24,2841586
2018-03-26,2965585
2018-03-27,3063911
2018-03-28,3066366
2018-03-29,3105497
2018-03-30,3090355
2018-03-31,3151963
2018-04-01,3171233
2018-04-02,3145557
2018-04-03,3036953
2018-04-04,3008459
2018-04-05,2983229
2018-04-06,2901324
2018-04-08,2880471
2018-04-09,2907827
2018-04-10,2982398
2018-04-11,2973435
2018-04-12,3050083
2018-04-13,3148540
2018-04-14,3181967
2018-04-15,3206539
2018-04-16,3174132
2018-04-17,3139361
2018-04-18,3066610
2018-04-19,3009640
2018-04-20,2952578
2018-04-21,3070943
2018-04-22,3104977
2018-04-23,3166685
2018-04-24,3121737
2018-04-25,3091425
2018-04-26,3114644
2018-04-27,3264616
2018-04-28,3406409
2018-04-29,3408229
2018-04-30,3339434
2018-05-01,3301361
2018-05-02,3318881
2018-05-04,3275392
2018-05-05,3227974
2018-05-06,3227974
2018-05-07,3168357
2018-05-08,3121385
2018-05-09,3068571
2018-05-10,2966454
2018-05-11,2945070
2018-05-12,3017655
2018-05-13,3168538
2018-05-14,3191193
2018-05-15,3142183
2018-05-16,3116131
2018-05-17,3081427
2018-05-18,3083584
2018-05-19,3099808
2018-05-20,3078213
2018-05-21,3105791
2018-05-22,3138381
2018-05-23,3104204
2018-05-24,3088266
2018-05-25,3091140
2018-05-26,3089414
2018-05-27,3102763
2018-05-28,3126386
2018-05-29,3155829
2018-05-30,3127425
2018-05-31,3091110
2018-06-01,3065395
2018-06-02,3062698
2018-06-03,3107597
2018-06-04,3086313
2018-06-05,3067696
2018-06-06,3054367
2018-06-07,2929064
2018-06-08,2959492
2018-06-09,2965451
2018-06-10,2963996
2018-06-11,2922999
2018-06-12,2879501
2018-06-13,2860836
2018-06-14,2862815
2018-06-15,2775097
2018-06-16,2809324
2018-06-17,2828102
2018-06-18,2856177
2018-06-19,2929179
2018-06-20,2929179
2018-06-21,2983204
2018-06-22,2956561
2018-06-23,2944144
2018-06-24,2877880
2018-06-25,2862010
2018-06-26,2898045
2018-06-27,2938658
2018-06-28,2943658
2018-06-29,2847174
2018-06-30,2887486
2018-07-01,2965420
2018-07-02,2919343
2018-07-03,2900041
2018-07-04,2894203
2018-07-05,2852066
2018-07-06,2909695
2018-07-07,2992747
2018-07-08,3065227
2018-07-09,3048960
2018-07-10,3028704
2018-07-11,3074351
2018-07-12,3044799
2018-07-13,3061934
2018-07-14,3006805
2018-07-15,2989616
2018-07-16,3001003
2018-07-17,3070301
2018-07-18,3065896
2018-07-19,3045411
2018-07-20,3030094
2018-07-21,3042177
2018-07-22,3054831
2018-07-23,3104846
2018-07-24,3081211
2018-07-25,3150417
2018-07-26,3081185
2018-07-27,2991569
2018-07-28,2945577
2018-07-29,2947089
2018-07-30,2942308
2018-07-31,2971865
2018-08-01,2994486
2018-08-02,3041570
2018-08-03,3032391
2018-08-04,3019501
2018-08-05,2984264
2018-08-06,2951983
2018-08-07,2921424
2018-08-08,2888810
2018-08-09,2872771
2018-08-10,2790469
2018-08-11,2764767
2018-08-12,2762031
2018-08-14,2794885
2018-08-16,2788037
2018-08-17,2804919
2018-08-18,2796709
2018-08-19,2786221
2018-08-20,2772647
2018-08-21,2784993
2018-08-22,2800139
2018-08-23,2818326
2018-08-24,2871589
2018-08-25,2907069
2018-08-26,2900326
2018-08-27,2907407
2018-08-28,2907132
2018-08-29,2907050
2018-08-30,2903486
2018-08-31,2907580
2018-09-01,2936067
2018-09-02,2959166
2018-09-03,2950303
2018-09-04,2946274
2018-09-05,2941874
2018-09-06,2941874
2018-09-07,2932349
2018-09-08,2921799
2018-09-09,2901550
2018-09-10,2886275
2018-09-11,2862815
2018-09-12,2807123
2018-09-13,2774307
2018-09-14,2754368
2018-09-15,2771183
2018-09-16,2736040
2018-09-17,2743522
2018-09-18,2744398
2018-09-19,2792793
2018-09-20,2849535
2018-09-21,2881124
2018-09-22,2953118
2018-09-23,2991186
2018-09-24,3018857
2018-09-25,2999982
2018-09-26,2996526
2018-09-27,2992104
2018-09-28,3004612
2018-09-29,2984197
2018-09-30,2979318
2018-10-02,2942545
2018-10-03,3035962
2018-10-04,3137201
2018-10-05,3177455
2018-10-06,3169331
2018-10-07,3142515
2018-10-08,3137040
2018-10-09,3149088
2018-10-10,3086147
2018-10-11,2958704
2018-10-12,2928695
2018-10-13,2921832
2018-10-14,2883907
2018-10-15,2857267
2018-10-16,2849890
2018-10-17,2850423
2018-10-18,2836529
2018-10-19,2816998
2018-10-20,2845444
2018-10-21,2835501
2018-10-22,2841245
2018-10-23,2833243
2018-10-24,2858039
2018-10-25,2901860
2018-10-26,2918017
2018-10-27,2961790
2018-10-28,2968968
2018-10-29,3007957
2018-10-30,2998293
2018-10-31,2979109
2018-11-01,2990469
2018-11-03,3043549
2018-11-04,3057150
2018-11-05,3016808
2018-11-06,2997582
2018-11-07,2968728
2018-11-08,2967739
2018-11-09,2969979
2018-11-10,2961331
2018-11-11,2968239
2018-11-12,3066682
2018-11-13,3016537
2018-11-15,2988430
2018-11-16,3053619
2018-11-17,3098471
2018-11-18,3195874
2018-11-19,3167781
2018-11-20,3145622
2018-11-21,3129307
2018-11-22,3129169
2018-11-23,3129134
2018-11-24,3178643
2018-11-25,3293571
2018-11-26,3329033
2018-11-27,3377845
