date_obj,Tortoise%20shell price
2015-03-26,2147
2015-03-27,2147
2015-03-28,2042
2015-03-29,2042
2015-03-30,2042
2015-03-31,2042
2015-04-01,2042
2015-04-02,2042
2015-04-03,2042
2015-04-04,1956
2015-04-05,1956
2015-04-06,1956
2015-04-07,1956
2015-04-08,1956
2015-04-09,1956
2015-04-10,1956
2015-04-11,1956
2015-04-12,1860
2015-04-13,1860
2015-04-14,1860
2015-04-15,1860
2015-04-16,1860
2015-04-17,1860
2015-04-18,1771
2015-04-19,1771
2015-04-20,1771
2015-04-21,1771
2015-04-22,1771
2015-04-23,1771
2015-04-24,1771
2015-04-25,1771
2015-04-26,1771
2015-04-27,1736
2015-04-28,1736
2015-04-29,1736
2015-04-30,1736
2015-05-01,1736
2015-05-02,1736
2015-05-03,1736
2015-05-04,1736
2015-05-05,1736
2015-05-06,1650
2015-05-07,1650
2015-05-08,1650
2015-05-09,1650
2015-05-10,1650
2015-05-11,1650
2015-05-12,1650
2015-05-13,1650
2015-05-14,1570
2015-05-15,1570
2015-05-16,1570
2015-05-17,1570
2015-05-18,1570
2015-05-19,1570
2015-05-20,1570
2015-05-21,1570
2015-05-22,1570
2015-05-23,1570
2015-05-24,1570
2015-05-25,1515
2015-05-26,1515
2015-05-27,1515
2015-05-28,1515
2015-05-29,1515
2015-05-30,1515
2015-05-31,1515
2015-06-01,1515
2015-06-02,1515
2015-06-03,1515
2015-06-04,1515
2015-06-05,1443
2015-06-06,1443
2015-06-07,1443
2015-06-08,1443
2015-06-09,1443
2015-06-10,1443
2015-06-11,1443
2015-06-12,1443
2015-06-13,1443
2015-06-14,1443
2015-06-15,1443
2015-06-16,1443
2015-06-17,1443
2015-06-18,1374
2015-06-19,1374
2015-06-20,1374
2015-06-21,1374
2015-06-22,1374
2015-06-23,1374
2015-06-24,1374
2015-06-25,1374
2015-06-26,1374
2015-06-27,1310
2015-06-28,1310
2015-06-29,1310
2015-06-30,1310
2015-07-01,1310
2015-07-02,1310
2015-07-03,1310
2015-07-04,1310
2015-07-05,1310
2015-07-06,1310
2015-07-07,1310
2015-07-08,1310
2015-07-09,1310
2015-07-10,1245
2015-07-11,1245
2015-07-12,1245
2015-07-13,1245
2015-07-14,1245
2015-07-15,1245
2015-07-16,1245
2015-07-17,1245
2015-07-18,1245
2015-07-19,1245
2015-07-20,1231
2015-07-21,1231
2015-07-22,1231
2015-07-23,1231
2015-07-24,1231
2015-07-25,1231
2015-07-26,1231
2015-07-27,1231
2015-07-28,1231
2015-07-29,1231
2015-07-30,1231
2015-07-31,1231
2015-08-01,1231
2015-08-02,1231
2015-08-03,1231
2015-08-04,1231
2015-08-05,1288
2015-08-06,1288
2015-08-07,1288
2015-08-08,1288
2015-08-09,1288
2015-08-10,1288
2015-08-11,1288
2015-08-12,1288
2015-08-13,1288
2015-08-14,1288
2015-08-15,1288
2015-08-16,1288
2015-08-17,1288
2015-08-18,1288
2015-08-19,1325
2015-08-20,1325
2015-08-21,1325
2015-08-22,1325
2015-08-23,1325
2015-08-24,1325
2015-08-25,1325
2015-08-26,1325
2015-08-27,1325
2015-08-28,1325
2015-08-29,1325
2015-08-30,1325
2015-08-31,1279
2015-09-01,1279
2015-09-02,1279
2015-09-03,1279
2015-09-04,1279
2015-09-05,1279
2015-09-06,1279
2015-09-07,1279
2015-09-08,1279
2015-09-09,1279
2015-09-10,1279
2015-09-11,1327
2015-09-12,1327
2015-09-13,1327
2015-09-14,1327
2015-09-15,1327
2015-09-16,1327
2015-09-17,1327
2015-09-18,1327
2015-09-19,1327
2015-09-20,1327
2015-09-21,1327
2015-09-22,1327
2015-09-23,1327
2015-09-24,1327
2015-09-25,1327
2015-09-27,1391
2015-09-28,1391
2015-09-29,1391
2015-09-30,1391
2015-10-05,1391
2015-10-06,1391
2015-10-07,1391
2015-10-08,1391
2015-10-09,1391
2015-10-10,1391
2015-10-11,1391
2015-10-12,1333
2015-10-13,1333
2015-10-14,1333
2015-10-15,1333
2015-10-16,1333
2015-10-17,1333
2015-10-18,1333
2015-10-19,1333
2015-10-20,1333
2015-10-22,1333
2015-10-23,1333
2015-10-24,1333
2015-10-25,1333
2015-10-26,1271
2015-10-27,1271
2015-10-29,1271
2015-10-30,1271
2015-10-31,1271
2015-11-01,1271
2015-11-02,1271
2015-11-03,1271
2015-11-04,1271
2015-11-05,1271
2015-11-06,1271
2015-11-07,1271
2015-11-08,1271
2015-11-09,1286
2015-11-10,1286
2015-11-11,1286
2015-11-12,1286
2015-11-13,1286
2015-11-14,1286
2015-11-15,1286
2015-11-16,1286
2015-11-17,1286
2015-11-18,1286
2015-11-19,1286
2015-11-20,1315
2015-11-21,1315
2015-11-22,1315
2015-11-23,1315
2015-11-24,1315
2015-11-25,1315
2015-11-26,1315
2015-11-27,1315
2015-11-28,1315
2015-11-29,1315
2015-11-30,1253
2015-12-01,1253
2015-12-02,1253
2015-12-03,1253
2015-12-04,1253
2015-12-05,1253
2015-12-06,1253
2015-12-07,1253
2015-12-08,1253
2015-12-09,1253
2015-12-10,1253
2015-12-11,1253
2015-12-13,1192
2015-12-14,1192
2015-12-15,1192
2015-12-16,1192
2015-12-17,1192
2015-12-18,1192
2015-12-19,1192
2015-12-20,1192
2015-12-21,1192
2015-12-22,1192
2015-12-23,1157
2015-12-24,1157
2015-12-25,1157
2015-12-26,1157
2015-12-27,1157
2015-12-28,1157
2015-12-29,1157
2015-12-30,1157
2015-12-31,1157
2016-01-01,1157
2016-01-02,1157
2016-01-03,1157
2016-01-04,1101
2016-01-05,1101
2016-01-06,1101
2016-01-07,1101
2016-01-08,1101
2016-01-09,1101
2016-01-10,1101
2016-01-11,1101
2016-01-12,1101
2016-01-13,1101
2016-01-14,1101
2016-01-15,1101
2016-01-16,1056
2016-01-17,1056
2016-01-18,1056
2016-01-19,1056
2016-01-20,1056
2016-01-21,1056
2016-01-22,1056
2016-01-23,1056
2016-01-24,1056
2016-01-25,1056
2016-01-26,1056
2016-01-27,1056
2016-01-28,1010
2016-01-29,1010
2016-01-30,1010
2016-01-31,1010
2016-02-01,1010
2016-02-02,1010
2016-02-03,1010
2016-02-04,1010
2016-02-05,1010
2016-02-06,1010
2016-02-07,972
2016-02-08,972
2016-02-09,972
2016-02-10,972
2016-02-11,972
2016-02-12,972
2016-02-13,972
2016-02-14,972
2016-02-15,972
2016-02-16,972
2016-02-17,972
2016-02-18,972
2016-02-19,949
2016-02-20,949
2016-02-21,949
2016-02-22,949
2016-02-23,949
2016-02-24,949
2016-02-25,949
2016-02-26,949
2016-02-27,949
2016-02-28,949
2016-02-29,949
2016-03-01,949
2016-03-02,949
2016-03-03,949
2016-03-04,949
2016-03-05,949
2016-03-06,995
2016-03-07,995
2016-03-08,995
2016-03-09,995
2016-03-10,995
2016-03-11,995
2016-03-12,995
2016-03-13,995
2016-03-14,995
2016-03-15,995
2016-03-16,995
2016-03-17,995
2016-03-18,995
2016-03-19,995
2016-03-20,995
2016-03-21,995
2016-03-22,1004
2016-03-23,1004
2016-03-24,1004
2016-03-25,1004
2016-03-26,1004
2016-03-27,1004
2016-03-28,1004
2016-03-29,957
2016-03-30,957
2016-03-31,957
2016-04-01,957
2016-04-02,957
2016-04-03,957
2016-04-04,922
2016-04-05,922
2016-04-06,922
2016-04-07,922
2016-04-08,922
2016-04-09,922
2016-04-10,922
2016-04-11,922
2016-04-12,883
2016-04-13,883
2016-04-14,883
2016-04-15,883
2016-04-16,883
2016-04-17,883
2016-04-18,883
2016-04-19,883
2016-04-20,883
2016-04-21,868
2016-04-22,868
2016-04-23,868
2016-04-24,868
2016-04-25,868
2016-04-26,868
2016-04-27,868
2016-04-28,868
2016-04-29,868
2016-04-30,868
2016-05-01,868
2016-05-02,868
2016-05-03,868
2016-05-04,881
2016-05-05,881
2016-05-06,881
2016-05-07,881
2016-05-08,881
2016-05-09,881
2016-05-10,881
2016-05-11,881
2016-05-12,881
2016-05-13,881
2016-05-14,881
2016-05-15,881
2016-05-16,902
2016-05-17,902
2016-05-18,902
2016-05-19,902
2016-05-22,902
2016-05-23,902
2016-05-24,902
2016-05-25,902
2016-05-26,902
2016-05-27,902
2016-05-28,909
2016-05-29,909
2016-05-30,909
2016-05-31,909
2016-06-01,909
2016-06-02,909
2016-06-03,909
2016-06-04,909
2016-06-05,909
2016-06-06,909
2016-06-07,909
2016-06-08,909
2016-06-09,913
2016-06-10,913
2016-06-11,913
2016-06-12,913
2016-06-13,913
2016-06-14,913
2016-06-15,913
2016-06-16,913
2016-06-17,913
2016-06-18,913
2016-06-19,913
2016-06-20,913
2016-06-21,922
2016-06-22,922
2016-06-23,922
2016-06-24,922
