date_obj,Crier%20hat price
2019-03-29,4652
2019-03-30,4652
2019-03-31,4643
2019-04-01,4510
2019-04-02,4532
2019-04-03,4557
2019-04-04,4521
2019-04-05,4474
2019-04-06,4474
2019-04-07,4517
2019-04-08,4603
2019-04-09,4487
2019-04-10,4430
2019-04-11,4337
2019-04-12,4336
2019-04-13,4285
2019-04-14,4211
2019-04-15,4212
2019-04-16,4290
2019-04-17,4352
2019-04-18,4348
2019-04-19,4282
2019-04-20,4256
2019-04-21,4072
2019-04-22,3882
2019-04-23,3751
2019-04-24,3613
2019-04-25,3435
2019-04-26,3337
2019-04-27,3296
2019-04-28,3159
2019-04-29,3098
2019-04-30,3058
2019-05-01,3035
2019-05-02,3040
2019-05-03,3011
2019-05-04,3015
2019-05-05,3036
2019-05-06,3014
2019-05-07,3063
2019-05-08,3038
2019-05-09,3047
2019-05-10,3010
2019-05-11,3039
2019-05-12,3047
2019-05-13,3050
2019-05-14,3080
2019-05-15,3059
2019-05-16,3187
2019-05-17,3187
2019-05-18,3328
2019-05-19,3444
2019-05-20,3594
2019-05-21,3594
2019-05-22,3749
2019-05-23,3870
2019-05-24,3959
2019-05-25,4065
2019-05-26,3988
2019-05-27,4040
2019-05-28,3975
2019-05-29,3963
2019-05-30,3825
2019-05-31,3796
2019-06-01,3827
2019-06-02,3792
2019-06-03,3921
2019-06-04,4039
2019-06-05,4099
2019-06-06,4129
2019-06-07,4103
2019-06-08,4043
2019-06-09,3997
2019-06-10,3997
2019-06-11,3948
2019-06-12,3948
2019-06-13,3955
2019-06-14,4050
2019-06-15,4050
2019-06-16,3996
2019-06-17,3990
2019-06-18,3956
2019-06-19,3987
2019-06-20,3959
2019-06-21,3987
2019-06-22,3965
2019-06-23,3929
2019-06-24,3785
2019-06-25,3787
2019-06-26,3766
2019-06-27,3697
2019-06-28,3697
2019-06-29,3782
2019-06-30,3967
2019-07-01,3967
2019-07-02,4080
2019-07-03,4248
2019-07-04,4248
2019-07-05,4343
2019-07-06,4461
2019-07-07,4446
2019-07-08,4451
2019-07-09,4526
2019-07-10,4551
2019-07-11,4523
2019-07-12,4418
2019-07-13,4418
2019-07-14,4322
2019-07-15,4322
2019-07-16,4466
2019-07-17,4400
2019-07-18,4278
2019-07-19,4278
2019-07-20,4175
2019-07-21,4089
2019-07-22,4075
2019-07-23,4167
2019-07-24,4167
2019-07-25,4273
2019-07-26,4273
2019-07-27,4283
2019-07-28,4316
2019-07-29,4309
2019-07-30,4359
2019-07-31,4319
2019-08-01,4205
2019-08-02,4253
2019-08-03,4315
2019-08-04,4315
2019-08-05,4284
2019-08-06,4346
2019-08-07,4466
2019-08-08,4466
2019-08-09,4572
2019-08-10,4686
2019-08-11,4686
2019-08-12,4731
2019-08-13,4685
2019-08-14,4595
2019-08-15,4553
2019-08-16,4641
2019-08-17,4641
2019-08-18,4500
2019-08-19,4556
2019-08-20,4596
2019-08-21,4446
2019-08-22,4337
2019-08-23,4337
2019-08-24,4188
2019-08-24,4188
2019-08-25,4013
2019-08-25,4013
2019-08-26,3905
2019-08-27,3915
2019-08-27,3915
2019-08-28,3825
2019-08-29,3825
2019-08-30,3787
2019-08-31,3787
2019-09-01,3801
2019-09-02,3801
2019-09-03,3803
2019-09-04,3715
2019-09-05,3715
2019-09-06,3718
2019-09-07,3689
2019-09-08,3702
2019-09-09,3702
2019-09-10,3600
2019-09-11,3547
2019-09-12,3530
2019-09-13,3599
2019-09-14,3609
2019-09-15,3629
2019-09-16,3722
2019-09-17,3688
2019-09-18,3720
2019-09-19,3720
2019-09-20,3732
2019-09-21,3817
2019-09-22,3788
2019-09-23,3913
2019-09-24,3913
2019-09-25,4076
2019-09-26,4202
2019-09-27,4202
2019-09-28,4274
2019-09-29,4274
2019-09-30,4426
2019-10-01,4503
2019-10-02,4503
2019-10-03,4526
2019-10-04,4526
2019-10-05,4343
2019-10-06,4125
2019-10-07,3930
2019-10-08,3733
2019-10-09,3570
2019-10-10,3391
2019-10-11,3250
2019-10-12,3106
2019-10-13,3013
2019-10-14,2895
2019-10-15,2895
2019-10-16,2867
2019-10-17,2867
2019-10-18,2895
2019-10-19,2886
2019-10-20,2886
2019-10-21,2840
2019-10-22,2793
2019-10-23,2730
2019-10-24,2679
2019-10-25,2679
2019-10-26,2676
2019-10-27,2581
2019-10-28,2487
2019-10-29,2487
2019-10-30,2486
2019-10-31,2450
2019-11-01,2450
2019-11-02,2429
2019-11-03,2396
2019-11-04,2458
2019-11-05,2458
2019-11-06,2505
2019-11-07,2517
2019-11-08,2529
2019-11-09,2574
2019-11-10,2605
2019-11-11,2640
2019-11-12,2640
2019-11-13,2657
2019-11-14,2678
2019-11-15,2706
2019-11-16,2735
2019-11-17,2735
2019-11-18,2741
2019-11-19,2741
2019-11-20,2761
2019-11-21,2761
2019-11-22,2664
2019-11-23,2699
2019-11-24,2699
2019-11-25,2671
2019-11-26,2679
2019-11-27,2679
2019-11-28,2693
2019-11-29,2693
2019-11-30,2652
2019-12-01,2652
2019-12-02,2676
2019-12-03,2747
2019-12-04,2836
2019-12-05,2836
2019-12-06,2808
2019-12-07,2790
2019-12-08,2790
2019-12-09,2801
2019-12-10,2837
2019-12-11,2837
2019-12-12,2909
2019-12-13,2968
2019-12-14,2968
2019-12-15,3058
2019-12-16,3058
2019-12-17,2989
2019-12-18,2989
2019-12-19,2919
2019-12-20,2874
2019-12-21,2911
2019-12-22,2942
2019-12-23,2942
2019-12-24,2911
2019-12-25,2827
2019-12-26,2827
2019-12-27,2794
2019-12-28,2857
2019-12-29,2857
2019-12-30,2897
2019-12-31,2927
2020-01-01,2927
2020-01-02,2960
2020-01-03,2960
2020-01-04,2857
2020-01-05,2780
2020-01-06,2780
2020-01-07,2719
2020-01-08,2719
2020-01-09,2716
2020-01-10,2705
2020-01-11,2740
2020-01-12,2740
2020-01-13,2810
2020-01-14,2810
2020-01-15,2793
2020-01-16,2846
2020-01-17,2808
2020-01-18,2808
2020-01-19,2852
2020-01-20,2852
2020-01-21,2848
2020-01-22,2889
2020-01-23,2881
2020-01-24,2946
2020-01-25,2946
2020-01-26,2907
2020-01-27,2823
2020-01-28,2823
2020-01-29,2923
2020-01-30,3008
2020-01-31,3008
2020-02-01,2915
2020-02-02,2800
2020-02-03,2691
2020-02-04,2560
2020-02-05,2452
2020-02-06,2402
2020-02-07,2417
2020-02-08,2538
2020-02-09,2455
2020-02-10,2568
2020-02-11,2568
2020-02-12,2496
2020-02-13,2496
2020-02-14,2514
2020-02-15,2514
2020-02-16,2526
2020-02-17,2575
2020-02-18,2657
2020-02-19,2657
2020-02-20,2688
2020-02-21,2688
2020-02-22,2799
2020-02-23,2848
2020-02-24,2933
2020-02-25,2951
2020-02-26,2867
2020-02-27,2867
2020-02-28,2968
2020-02-29,2968
2020-03-01,3018
2020-03-02,3054
2020-03-03,3055
2020-03-04,3055
2020-03-05,3053
2020-03-06,3121
2020-03-07,3121
2020-03-08,3146
2020-03-09,3148
2020-03-10,3081
2020-03-11,3034
2020-03-12,3163
2020-03-13,3176
2020-03-14,3170
2020-03-15,3170
2020-03-16,3088
2020-03-17,3090
2020-03-18,3090
2020-03-19,3090
2020-03-20,2996
2020-03-21,2926
2020-03-22,2928
2020-03-23,2951
2020-03-24,3012
2020-03-25,2951
2020-03-26,2997
2020-03-27,2997
2020-03-28,2962
2020-03-29,2881
2020-03-30,2839
2020-03-31,2836
2020-04-01,2834
2020-04-02,2788
2020-04-03,2788
2020-04-04,2794
2020-04-05,2884
2020-04-06,2911
2020-04-07,2821
2020-04-08,2867
2020-04-09,2913
2020-04-10,2900
2020-04-11,2838
2020-04-12,2897
2020-04-13,3000
2020-04-14,3058
2020-04-15,3044
2020-04-16,3084
2020-04-17,3204
2020-04-18,3213
2020-04-19,3323
2020-04-20,3317
2020-04-21,3360
2020-04-22,3437
2020-04-23,3480
2020-04-24,3424
2020-04-25,3433
2020-04-26,3467
2020-04-27,3340
2020-04-28,3305
2020-04-29,3384
2020-04-30,3427
2020-05-01,3357
2020-05-02,3337
2020-05-03,3380
2020-05-04,3320
2020-05-05,3341
2020-05-06,3379
2020-05-07,3442
2020-05-08,3509
2020-05-09,3563
2020-05-10,3493
2020-05-11,3453
2020-05-12,3450
2020-05-13,3385
