date_obj,Adamant%20helm%20(h3) price
2015-03-26,5912
2015-03-27,5912
2015-03-28,5912
2015-03-29,5643
2015-03-30,5643
2015-03-31,5643
2015-04-01,5381
2015-04-02,5381
2015-04-03,5158
2015-04-04,5158
2015-04-05,5158
2015-04-06,4944
2015-04-07,4944
2015-04-08,4944
2015-04-09,4922
2015-04-10,4922
2015-04-11,4922
2015-04-12,4705
2015-04-13,4705
2015-04-14,4705
2015-04-15,4502
2015-04-16,4502
2015-04-17,4502
2015-04-18,4380
2015-04-19,4380
2015-04-20,4380
2015-04-21,4166
2015-04-22,4166
2015-04-23,4166
2015-04-24,4050
2015-04-25,4050
2015-04-26,4050
2015-04-27,3864
2015-04-28,3864
2015-04-29,3864
2015-04-30,3686
2015-05-01,3686
2015-05-02,3521
2015-05-03,3521
2015-05-04,3521
2015-05-05,3357
2015-05-06,3357
2015-05-07,3223
2015-05-08,3223
2015-05-09,3223
2015-05-10,3076
2015-05-11,3076
2015-05-12,3076
2015-05-13,2942
2015-05-14,2942
2015-05-15,2942
2015-05-16,2812
2015-05-17,2812
2015-05-18,2684
2015-05-19,2684
2015-05-20,2684
2015-05-21,2625
2015-05-22,2625
2015-05-23,2625
2015-05-24,2729
2015-05-25,2729
2015-05-26,2729
2015-05-27,2618
2015-05-28,2618
2015-05-29,2618
2015-05-30,2513
2015-05-31,2513
2015-06-01,2513
2015-06-02,2513
2015-06-03,2397
2015-06-04,2397
2015-06-05,2397
2015-06-06,2341
2015-06-07,2341
2015-06-08,2341
2015-06-09,2341
2015-06-10,2249
2015-06-11,2249
2015-06-12,2249
2015-06-13,2249
2015-06-14,2305
2015-06-15,2305
2015-06-16,2305
2015-06-17,2305
2015-06-18,2249
2015-06-19,2249
2015-06-20,2249
2015-06-21,2197
2015-06-22,2197
2015-06-23,2197
2015-06-24,2121
2015-06-25,2121
2015-06-26,2121
2015-06-27,2121
2015-06-28,2062
2015-06-29,2062
2015-06-30,2062
2015-07-01,1969
2015-07-02,1969
2015-07-03,1969
2015-07-04,1894
2015-07-05,1894
2015-07-06,1894
2015-07-07,1894
2015-07-08,1903
2015-07-09,1903
2015-07-10,1903
2015-07-11,1903
2015-07-12,1889
2015-07-13,1889
2015-07-14,1889
2015-07-15,1865
2015-07-16,1865
2015-07-17,1865
2015-07-18,1865
2015-07-19,1830
2015-07-20,1830
2015-07-21,1830
2015-07-22,1853
2015-07-23,1853
2015-07-24,1853
2015-07-25,1853
2015-07-26,1896
2015-07-27,1896
2015-07-28,1896
2015-07-29,1828
2015-07-30,1828
2015-07-31,1828
2015-08-01,1828
2015-08-02,1769
2015-08-03,1769
2015-08-04,1769
2015-08-05,1769
2015-08-06,1802
2015-08-07,1802
2015-08-08,1802
2015-08-09,1768
2015-08-10,1768
2015-08-11,1768
2015-08-12,1808
2015-08-13,1808
2015-08-14,1808
2015-08-15,1796
2015-08-16,1796
2015-08-17,1796
2015-08-18,1796
2015-08-19,1781
2015-08-20,1781
2015-08-21,1781
2015-08-22,1802
2015-08-23,1802
2015-08-24,1802
2015-08-25,1802
2015-08-26,1802
2015-08-27,1876
2015-08-28,1876
2015-08-29,1876
2015-08-30,1876
2015-08-31,1900
2015-09-01,1900
2015-09-02,1900
2015-09-03,1900
2015-09-04,1841
2015-09-05,1841
2015-09-06,1841
2015-09-07,1841
2015-09-08,1841
2015-09-09,1893
2015-09-10,1893
2015-09-11,1893
2015-09-12,1893
2015-09-13,1976
2015-09-14,1976
2015-09-15,1976
2015-09-16,1976
2015-09-17,1974
2015-09-18,1974
2015-09-19,1974
2015-09-20,1974
2015-09-21,1974
2015-09-22,1962
2015-09-23,1962
2015-09-24,1962
2015-09-25,1962
2015-09-27,1916
2015-09-28,1916
2015-09-29,1916
2015-09-30,1847
2015-10-05,1879
2015-10-06,1879
2015-10-07,1879
2015-10-08,1907
2015-10-09,1907
2015-10-10,1907
2015-10-11,1907
2015-10-12,1870
2015-10-13,1870
2015-10-14,1870
2015-10-15,1870
2015-10-16,1902
2015-10-17,1902
2015-10-18,1902
2015-10-19,1902
2015-10-20,1905
2015-10-22,1905
2015-10-23,1905
2015-10-24,1997
2015-10-25,1997
2015-10-26,1997
2015-10-27,2041
2015-10-28,2041
2015-10-29,2041
2015-10-30,2041
2015-10-31,2139
2015-11-01,2139
2015-11-02,2139
2015-11-03,2139
2015-11-04,2139
2015-11-05,2197
2015-11-06,2197
2015-11-07,2197
2015-11-08,2197
2015-11-09,2197
2015-11-10,2197
2015-11-11,2253
2015-11-12,2253
2015-11-13,2253
2015-11-14,2253
2015-11-15,2253
2015-11-16,2241
2015-11-17,2241
2015-11-18,2241
2015-11-19,2180
2015-11-20,2180
2015-11-21,2180
2015-11-22,2232
2015-11-23,2232
2015-11-24,2232
2015-11-25,2232
2015-11-26,2232
2015-11-27,2320
2015-11-28,2320
2015-11-29,2320
2015-11-30,2367
2015-12-01,2367
2015-12-02,2367
2015-12-03,2367
2015-12-04,2367
2015-12-05,2404
2015-12-06,2404
2015-12-07,2404
2015-12-08,2404
2015-12-09,2496
2015-12-10,2496
2015-12-11,2496
2015-12-12,2496
2015-12-13,2480
2015-12-14,2480
2015-12-15,2480
2015-12-16,2480
2015-12-17,2480
2015-12-18,2441
2015-12-19,2441
2015-12-20,2441
2015-12-21,2495
2015-12-22,2495
2015-12-23,2495
2015-12-24,2495
2015-12-25,2546
2015-12-26,2546
2015-12-27,2546
2015-12-28,2547
2015-12-29,2547
2015-12-30,2547
2015-12-31,2531
2016-01-01,2531
2016-01-02,2531
2016-01-03,2531
2016-01-04,2585
2016-01-05,2585
2016-01-06,2585
2016-01-07,2585
2016-01-08,2507
2016-01-09,2507
2016-01-10,2507
2016-01-11,2478
2016-01-12,2478
2016-01-13,2478
2016-01-14,2516
2016-01-15,2516
2016-01-16,2516
2016-01-17,2567
2016-01-18,2567
2016-01-19,2567
2016-01-20,2650
2016-01-21,2650
2016-01-22,2650
2016-01-23,2728
2016-01-24,2728
2016-01-25,2842
2016-01-26,2842
2016-01-27,2842
2016-01-28,2842
2016-01-29,2957
2016-01-30,2957
2016-01-31,2957
2016-02-01,3100
2016-02-02,3100
2016-02-03,3100
2016-02-04,3251
2016-02-05,3251
2016-02-06,3395
2016-02-07,3395
2016-02-08,3395
2016-02-09,3395
2016-02-10,3412
2016-02-11,3412
2016-02-12,3412
2016-02-13,3490
2016-02-14,3490
2016-02-15,3490
2016-02-16,3490
2016-02-17,3610
2016-02-18,3610
