date_obj,A%20powdered%20wig price
2019-03-16,12721
2019-03-17,12721
2019-03-18,12265
2019-03-19,12265
2019-03-20,12265
2019-03-21,12077
2019-03-22,12077
2019-03-23,12077
2019-03-24,12019
2019-03-25,12019
2019-03-26,12019
2019-03-27,12019
2019-03-28,11817
2019-03-29,11817
2019-03-30,11817
2019-03-31,11570
2019-04-01,11570
2019-04-02,11570
2019-04-03,11465
2019-04-04,11465
2019-04-05,11465
2019-04-06,11465
2019-04-07,11267
2019-04-08,11267
2019-04-09,11267
2019-04-10,11291
2019-04-11,11291
2019-04-12,11103
2019-04-13,11103
2019-04-14,10794
2019-04-15,10794
2019-04-16,10725
2019-04-17,10725
2019-04-18,10488
2019-04-19,10488
2019-04-20,9967
2019-04-21,9967
2019-04-22,9535
2019-04-23,9535
2019-04-24,9058
2019-04-25,9058
2019-04-26,8686
2019-04-27,8686
2019-04-28,8344
2019-04-29,8344
2019-04-30,7976
2019-05-01,7976
2019-05-02,7976
2019-05-03,7799
2019-05-04,7799
2019-05-05,7582
2019-05-06,7582
2019-05-07,7582
2019-05-08,7350
2019-05-09,7350
2019-05-10,7350
2019-05-11,7256
2019-05-12,7256
2019-05-13,7023
2019-05-14,7023
2019-05-15,7023
2019-05-16,7044
2019-05-17,7044
2019-05-18,7044
2019-05-19,6824
2019-05-20,6824
2019-05-21,6824
2019-05-22,6863
2019-05-23,6863
2019-05-24,6863
2019-05-25,6604
2019-05-26,6604
2019-05-27,6604
2019-05-28,6803
2019-05-29,6803
2019-05-30,6803
2019-05-31,7103
2019-06-01,7103
2019-06-02,7103
2019-06-03,7103
2019-06-04,7362
2019-06-05,7362
2019-06-06,7362
2019-06-07,7362
2019-06-08,7666
2019-06-09,7666
2019-06-10,7666
2019-06-11,7666
2019-06-12,8005
2019-06-13,8005
2019-06-14,8005
2019-06-15,7950
2019-06-16,7950
2019-06-17,7950
2019-06-18,7629
2019-06-19,7629
2019-06-20,7629
2019-06-21,7625
2019-06-22,7625
2019-06-23,7625
2019-06-24,7576
2019-06-25,7576
2019-06-26,7576
2019-06-27,7653
2019-06-28,7653
2019-06-29,7653
2019-06-30,8030
2019-07-01,8030
2019-07-02,8030
2019-07-03,8371
2019-07-04,8371
2019-07-05,8371
2019-07-06,8371
2019-07-07,8751
2019-07-08,8751
2019-07-09,8751
2019-07-10,9168
2019-07-11,9168
2019-07-12,9168
2019-07-13,9168
2019-07-14,9613
2019-07-15,9613
2019-07-16,9613
2019-07-17,10046
2019-07-18,10046
2019-07-19,10046
2019-07-20,10046
2019-07-21,10415
2019-07-22,10415
2019-07-23,10415
2019-07-24,10415
2019-07-25,10917
2019-07-26,10917
2019-07-27,10917
2019-07-28,10917
2019-07-29,10917
2019-07-30,11228
2019-07-31,11228
2019-08-01,11228
2019-08-02,11228
2019-08-03,11780
2019-08-04,11780
2019-08-05,11780
2019-08-06,11780
2019-08-07,12369
2019-08-08,12369
2019-08-09,12369
2019-08-10,12369
2019-08-11,12955
2019-08-12,12955
2019-08-13,12955
2019-08-14,12955
2019-08-15,13573
2019-08-16,13573
2019-08-17,13573
2019-08-18,13573
2019-08-19,14231
2019-08-20,14231
2019-08-21,14231
2019-08-22,14231
2019-08-23,14862
2019-08-24,14862
2019-08-24,14862
2019-08-25,14862
2019-08-25,14862
2019-08-26,15494
2019-08-27,15494
2019-08-27,15494
2019-08-28,15494
2019-08-29,15494
2019-08-30,16097
2019-08-31,16097
2019-09-01,16097
2019-09-02,16097
2019-09-03,16552
2019-09-04,16552
2019-09-05,16552
2019-09-06,16552
2019-09-07,17380
2019-09-08,17380
2019-09-09,17380
2019-09-10,17380
2019-09-11,17380
2019-09-12,18219
2019-09-13,18219
2019-09-14,18219
2019-09-15,18219
2019-09-16,19077
2019-09-17,19077
2019-09-18,19077
2019-09-19,19077
2019-09-20,19077
2019-09-21,19824
2019-09-22,19824
2019-09-23,19824
2019-09-24,19824
2019-09-25,20103
2019-09-26,20103
2019-09-27,20103
2019-09-28,20103
2019-09-29,20103
2019-09-30,20990
2019-10-01,20990
2019-10-02,20990
2019-10-03,20990
2019-10-04,21912
2019-10-05,21912
2019-10-06,21912
2019-10-07,21912
2019-10-08,22078
2019-10-09,22078
2019-10-10,22078
2019-10-11,22078
2019-10-12,22078
2019-10-13,22231
2019-10-14,22231
2019-10-15,22231
2019-10-16,23107
2019-10-17,23107
2019-10-18,23107
2019-10-19,23107
2019-10-20,23715
2019-10-21,23715
2019-10-22,23715
2019-10-23,23715
2019-10-24,24152
2019-10-25,24152
2019-10-26,24152
2019-10-27,24436
2019-10-28,24436
2019-10-29,24436
2019-10-30,24436
2019-10-31,24701
2019-11-01,24701
2019-11-02,24701
2019-11-03,24701
2019-11-04,24172
2019-11-05,24172
2019-11-06,24172
2019-11-07,24172
2019-11-08,24139
2019-11-09,24139
2019-11-10,24139
2019-11-11,24097
2019-11-12,24097
2019-11-13,24097
2019-11-14,24097
2019-11-15,24097
2019-11-16,24963
2019-11-17,24963
2019-11-18,24963
2019-11-19,24963
2019-11-20,25107
2019-11-21,25107
2019-11-22,25107
2019-11-23,25107
2019-11-24,25107
2019-11-25,24855
2019-11-26,24855
2019-11-27,24855
2019-11-28,24855
2019-11-29,24855
2019-11-30,24148
2019-12-01,24148
2019-12-02,24148
2019-12-03,24148
2019-12-04,25104
2019-12-05,25104
2019-12-06,25104
2019-12-07,25104
2019-12-08,25104
2019-12-09,25833
2019-12-10,25833
2019-12-11,25833
2019-12-12,25833
2019-12-13,25976
2019-12-14,25976
2019-12-15,25976
2019-12-16,25976
2019-12-17,25162
2019-12-18,25162
2019-12-19,25162
2019-12-20,25162
2019-12-21,24259
2019-12-22,24259
2019-12-23,24259
2019-12-24,23432
2019-12-25,23432
2019-12-26,23432
2019-12-27,23329
2019-12-28,23329
2019-12-29,23329
2019-12-30,23329
2019-12-31,22799
2020-01-01,22799
2020-01-02,22799
2020-01-03,22799
2020-01-04,21979
2020-01-05,21979
2020-01-06,21979
2020-01-07,21581
2020-01-08,21581
2020-01-09,21581
2020-01-10,21581
2020-01-11,21057
2020-01-12,21057
2020-01-13,21057
2020-01-14,21057
2020-01-15,20686
2020-01-16,20686
2020-01-17,20686
2020-01-18,20686
2020-01-19,21170
2020-01-20,21170
2020-01-21,21170
2020-01-22,21170
2020-01-23,21843
2020-01-24,21843
2020-01-25,21843
2020-01-26,22301
2020-01-27,22301
2020-01-28,22301
2020-01-29,22301
2020-01-30,21234
2020-01-31,21234
2020-02-01,21234
2020-02-02,20374
2020-02-03,20374
2020-02-04,20374
2020-02-05,20374
2020-02-06,19752
2020-02-07,19752
2020-02-08,19752
2020-02-09,19752
2020-02-10,19347
2020-02-11,19347
2020-02-12,19347
2020-02-13,19347
2020-02-14,19045
2020-02-15,19045
2020-02-16,19045
2020-02-17,19045
2020-02-18,18378
2020-02-19,18378
2020-02-20,18378
2020-02-21,18378
2020-02-22,17822
2020-02-23,17822
2020-02-24,17822
2020-02-25,17432
2020-02-26,17432
2020-02-27,17432
2020-02-28,17432
2020-02-29,17432
2020-03-01,17407
2020-03-02,17407
2020-03-03,17407
2020-03-04,17407
2020-03-05,17676
2020-03-06,17676
2020-03-07,17676
2020-03-08,17676
2020-03-09,17747
2020-03-10,17747
2020-03-11,17747
2020-03-12,17747
2020-03-13,17511
2020-03-14,17511
2020-03-15,17511
2020-03-16,17579
2020-03-17,17579
2020-03-18,17579
2020-03-19,17508
2020-03-20,17508
2020-03-21,17508
2020-03-22,17353
2020-03-23,17353
2020-03-24,17353
2020-03-25,17199
2020-03-26,17199
2020-03-27,17010
2020-03-28,17010
2020-03-29,17105
2020-03-30,17105
2020-03-31,17105
2020-04-01,17396
2020-04-02,17396
2020-04-03,17396
2020-04-04,17635
2020-04-05,17635
2020-04-06,17662
2020-04-07,17662
2020-04-08,17662
2020-04-09,17700
2020-04-10,17700
2020-04-11,17700
2020-04-12,17456
2020-04-13,17456
2020-04-14,17456
2020-04-15,17578
2020-04-16,17578
2020-04-17,17578
2020-04-18,17266
2020-04-19,17266
2020-04-20,17378
2020-04-21,17378
2020-04-22,16705
2020-04-23,16705
2020-04-24,16705
2020-04-25,16619
2020-04-26,16619
2020-04-27,17249
2020-04-28,17249
2020-04-29,17249
2020-04-30,17048
2020-05-01,17048
2020-05-02,17048
2020-05-03,16526
2020-05-04,16526
2020-05-05,16526
2020-05-06,15853
2020-05-07,15853
2020-05-08,15853
2020-05-09,15219
2020-05-10,15219
2020-05-11,15219
2020-05-12,14596
2020-05-13,14596
