date_obj,Brass%20key price
2015-03-26,1077
2015-03-27,1077
2015-03-28,1023
2015-03-29,971
2015-03-30,922
2015-03-31,875
2015-04-01,831
2015-04-02,789
2015-04-03,749
2015-04-04,711
2015-04-05,675
2015-04-06,641
2015-04-07,609
2015-04-08,580
2015-04-09,551
2015-04-10,523
2015-04-11,506
2015-04-12,490
2015-04-13,481
2015-04-14,466
2015-04-15,454
2015-04-16,444
2015-04-17,439
2015-04-18,432
2015-04-19,420
2015-04-20,420
2015-04-21,399
2015-04-22,390
2015-04-23,381
2015-04-24,369
2015-04-25,373
2015-04-26,369
2015-04-27,372
2015-04-28,381
2015-04-29,381
2015-04-30,383
2015-05-01,379
2015-05-02,368
2015-05-03,368
2015-05-04,362
2015-05-05,360
2015-05-06,361
2015-05-07,356
2015-05-08,351
2015-05-09,355
2015-05-10,359
2015-05-11,359
2015-05-12,368
2015-05-13,377
2015-05-14,388
2015-05-15,397
2015-05-16,406
2015-05-17,406
2015-05-18,415
2015-05-19,417
2015-05-20,417
2015-05-21,429
2015-05-22,435
2015-05-23,430
2015-05-24,431
2015-05-25,433
2015-05-26,436
2015-05-27,435
2015-05-28,429
2015-05-29,436
2015-05-30,428
2015-05-31,427
2015-06-01,433
2015-06-02,433
2015-06-03,439
2015-06-04,442
2015-06-05,442
2015-06-06,441
2015-06-07,443
2015-06-08,443
2015-06-09,440
2015-06-10,438
2015-06-11,433
2015-06-12,423
2015-06-13,426
2015-06-14,432
2015-06-15,428
2015-06-16,430
2015-06-17,438
2015-06-18,438
2015-06-19,437
2015-06-20,431
2015-06-21,424
2015-06-22,424
2015-06-23,427
2015-06-24,437
2015-06-25,444
2015-06-26,445
2015-06-27,445
2015-06-28,445
2015-06-29,448
2015-06-30,435
2015-07-01,423
2015-07-02,423
2015-07-03,412
2015-07-04,415
2015-07-05,402
2015-07-06,390
2015-07-07,395
2015-07-08,393
2015-07-09,393
2015-07-10,398
2015-07-11,397
2015-07-12,396
2015-07-13,396
2015-07-14,396
2015-07-15,404
2015-07-16,405
2015-07-17,397
2015-07-18,392
2015-07-19,390
2015-07-20,386
2015-07-21,380
2015-07-22,381
2015-07-23,381
2015-07-24,381
2015-07-25,383
2015-07-26,392
2015-07-27,401
2015-07-28,401
2015-07-29,406
2015-07-30,404
2015-07-31,414
2015-08-01,433
2015-08-02,440
2015-08-03,449
2015-08-04,444
2015-08-05,437
2015-08-06,441
2015-08-07,431
2015-08-08,426
2015-08-09,419
2015-08-10,411
2015-08-11,406
2015-08-12,406
2015-08-13,405
2015-08-14,407
2015-08-15,407
2015-08-16,403
2015-08-17,403
2015-08-18,403
2015-08-19,407
2015-08-20,406
2015-08-21,409
2015-08-22,412
2015-08-23,413
2015-08-24,415
2015-08-25,415
2015-08-26,413
2015-08-27,410
2015-08-28,416
2015-08-29,415
2015-08-30,410
2015-08-31,407
2015-09-01,409
2015-09-02,409
2015-09-03,405
2015-09-04,401
2015-09-05,389
2015-09-06,384
2015-09-07,387
2015-09-08,390
2015-09-09,402
2015-09-10,405
2015-09-11,399
2015-09-12,405
2015-09-13,404
2015-09-14,410
2015-09-15,411
2015-09-16,411
2015-09-17,416
2015-09-18,421
2015-09-19,416
2015-09-20,412
2015-09-21,420
2015-09-22,417
2015-09-23,415
2015-09-24,415
2015-09-25,407
2015-09-27,381
2015-09-28,384
2015-09-29,390
2015-09-30,399
2015-10-05,413
2015-10-06,420
2015-10-07,423
2015-10-08,429
2015-10-09,432
2015-10-10,432
2015-10-11,428
2015-10-12,414
2015-10-13,414
2015-10-14,410
2015-10-15,402
2015-10-16,405
2015-10-17,405
2015-10-18,405
2015-10-19,398
2015-10-20,396
2015-10-22,383
2015-10-23,389
2015-10-24,402
2015-10-25,411
2015-10-26,420
2015-10-27,420
2015-10-29,436
2015-10-30,445
2015-10-31,443
2015-11-01,443
2015-11-02,452
2015-11-03,458
2015-11-04,468
2015-11-05,466
2015-11-06,452
2015-11-07,449
2015-11-08,445
2015-11-09,437
2015-11-10,441
2015-11-11,444
2015-11-12,443
2015-11-13,445
2015-11-14,444
2015-11-15,452
2015-11-16,455
2015-11-17,457
2015-11-18,457
2015-11-19,460
2015-11-20,454
2015-11-21,454
2015-11-22,453
2015-11-23,453
2015-11-24,445
2015-11-25,444
2015-11-26,444
2015-11-27,448
2015-11-28,445
2015-11-29,436
2015-11-30,443
2015-12-01,453
2015-12-02,460
2015-12-03,456
2015-12-04,446
2015-12-05,441
2015-12-06,444
2015-12-07,451
2015-12-08,457
2015-12-09,463
2015-12-10,463
2015-12-11,471
2015-12-12,473
2015-12-13,479
2015-12-14,479
2015-12-15,478
2015-12-16,473
2015-12-17,470
2015-12-18,474
2015-12-19,476
2015-12-20,466
2015-12-21,469
2015-12-22,470
2015-12-23,472
2015-12-24,475
2015-12-25,466
2015-12-26,463
2015-12-27,465
2015-12-28,470
2015-12-29,477
2015-12-30,482
2015-12-31,475
2016-01-01,482
2016-01-02,472
2016-01-03,448
2016-01-04,432
2016-01-05,434
2016-01-06,438
2016-01-07,443
2016-01-08,445
2016-01-09,440
2016-01-10,442
2016-01-11,448
2016-01-12,461
2016-01-13,468
2016-01-14,483
2016-01-15,496
2016-01-16,499
2016-01-17,501
2016-01-18,475
2016-01-19,460
2016-01-20,465
2016-01-21,468
2016-01-22,465
2016-01-23,467
2016-01-24,463
2016-01-25,466
2016-01-26,470
2016-01-27,467
2016-01-28,467
2016-01-29,477
2016-01-30,473
2016-01-31,461
2016-02-01,453
2016-02-02,437
2016-02-03,438
2016-02-04,434
2016-02-05,424
2016-02-06,419
2016-02-07,427
2016-02-08,434
2016-02-09,433
2016-02-10,441
2016-02-11,448
2016-02-12,462
2016-02-13,468
2016-02-14,475
2016-02-15,476
2016-02-16,487
2016-02-17,492
2016-02-18,487
2016-02-19,493
2016-02-20,491
2016-02-21,498
2016-02-22,486
2016-02-23,501
2016-02-24,512
2016-02-25,519
2016-02-26,522
2016-02-27,526
2016-02-28,500
2016-02-29,491
2016-03-01,479
2016-03-02,477
2016-03-03,481
2016-03-04,488
2016-03-05,485
2016-03-06,483
2016-03-07,496
2016-03-08,498
2016-03-09,482
2016-03-10,466
2016-03-11,468
2016-03-12,467
2016-03-13,464
2016-03-14,454
2016-03-15,445
2016-03-16,446
2016-03-17,431
2016-03-18,430
2016-03-19,432
2016-03-20,431
2016-03-21,439
2016-03-22,443
2016-03-23,444
2016-03-24,445
2016-03-25,427
2016-03-26,415
2016-03-27,410
2016-03-28,406
2016-03-29,406
2016-03-30,406
2016-03-31,392
2016-04-01,381
2016-04-02,376
2016-04-03,359
2016-04-04,356
2016-04-05,360
2016-04-06,368
2016-04-07,379
2016-04-08,380
2016-04-09,393
2016-04-10,402
2016-04-11,402
2016-04-12,412
2016-04-13,425
2016-04-14,429
2016-04-15,425
2016-04-16,432
2016-04-17,430
2016-04-18,426
2016-04-19,428
2016-04-20,430
2016-04-21,440
2016-04-22,437
2016-04-23,442
2016-04-24,440
2016-04-25,437
2016-04-26,443
2016-04-27,445
2016-04-28,450
2016-04-29,452
2016-04-30,445
2016-05-01,445
2016-05-02,437
2016-05-03,435
2016-05-04,423
2016-05-05,418
2016-05-06,418
2016-05-07,406
2016-05-08,406
2016-05-09,406
2016-05-10,405
2016-05-11,404
2016-05-12,411
2016-05-13,417
2016-05-14,413
2016-05-15,407
2016-05-16,411
2016-05-17,408
2016-05-18,411
2016-05-19,413
2016-05-22,405
2016-05-23,409
2016-05-24,411
2016-05-25,405
2016-05-26,404
2016-05-27,410
2016-05-28,415
2016-05-29,418
2016-05-30,406
2016-05-31,412
2016-06-01,423
2016-06-02,423
2016-06-03,415
2016-06-04,413
2016-06-05,419
2016-06-06,418
2016-06-07,411
2016-06-08,406
2016-06-09,413
2016-06-10,418
2016-06-11,417
2016-06-12,417
2016-06-13,414
2016-06-14,420
2016-06-15,418
2016-06-16,411
2016-06-17,415
2016-06-18,414
2016-06-19,407
2016-06-20,413
2016-06-21,410
2016-06-22,413
2016-06-23,418
2016-06-24,421
2016-06-25,420
2016-06-26,420
2016-06-27,404
2016-06-28,398
2016-06-29,403
2016-06-30,402
2016-07-01,405
2016-07-02,412
2016-07-03,412
2016-07-04,419
2016-07-05,426
2016-07-06,427
2016-07-07,425
2016-07-08,424
2016-07-09,422
2016-07-10,420
2016-07-11,412
2016-07-12,399
2016-07-13,394
2016-07-14,398
2016-07-15,382
2016-07-16,366
2016-07-17,370
2016-07-18,375
2016-07-23,401
2016-07-24,408
2016-07-25,410
2016-07-26,419
2016-07-27,423
2016-07-28,429
2016-07-29,432
2016-07-30,428
2016-07-31,428
2016-08-01,417
2016-08-02,407
2016-08-03,397
2016-08-04,400
2016-08-05,401
2016-08-06,399
2016-08-07,405
2016-08-08,408
2016-08-09,411
2016-08-10,417
2016-08-11,425
2016-08-12,425
2016-08-13,415
2016-08-14,409
2016-08-15,396
2016-08-16,402
2016-08-17,407
2016-08-18,414
2016-08-19,415
2016-08-20,421
2016-08-21,430
2016-08-22,430
2016-08-23,444
2016-08-24,451
2016-08-25,455
2016-08-26,455
2016-08-28,447
2016-08-31,446
2016-09-01,447
2016-09-02,447
2016-09-03,452
2016-09-04,458
2016-09-05,462
2016-09-06,441
2016-09-07,442
2016-09-08,454
2016-09-09,454
2016-09-10,460
2016-09-11,460
2016-09-12,457
2016-09-13,465
2016-09-14,465
2016-09-15,478
2016-09-16,478
2016-09-17,480
2016-09-18,487
2016-09-19,500
2016-09-20,500
2016-09-21,490
2016-09-22,483
2016-09-23,482
2016-09-24,482
2016-09-25,477
2016-09-26,477
2016-09-27,475
2016-09-28,470
2016-09-29,470
2016-09-30,463
2016-10-01,450
2016-10-02,450
2016-10-03,433
2016-10-04,425
2016-10-05,437
2016-10-06,441
2016-10-07,431
2016-10-08,435
2016-10-09,431
2016-10-10,420
2016-10-11,400
2016-10-12,391
2016-10-13,383
2016-10-14,378
2016-10-15,375
2016-10-16,364
2016-10-17,364
2016-10-18,360
2016-10-19,356
2016-10-20,352
2016-10-21,352
2016-10-22,350
2016-10-23,348
2016-10-24,358
2016-10-25,365
2016-10-26,379
2016-10-27,388
2016-10-28,387
2016-10-29,375
2016-10-30,372
2016-10-31,365
2016-11-01,365
2016-11-02,362
2016-11-03,360
2016-11-04,357
2016-11-05,354
2016-11-06,354
2016-11-07,358
2016-11-08,361
2016-11-09,374
2016-11-10,367
2016-11-11,359
2016-11-12,362
2016-11-13,361
2016-11-14,367
2016-11-15,365
2016-12-07,344
2016-12-08,348
2016-12-09,349
2016-12-10,348
2016-12-11,348
2016-12-12,344
2016-12-13,342
2016-12-14,338
2016-12-15,333
2016-12-16,333
2016-12-17,331
2016-12-18,334
2016-12-19,332
2016-12-20,340
2016-12-21,340
2016-12-22,347
2016-12-23,358
2016-12-24,367
2016-12-25,373
2016-12-26,370
2016-12-27,374
2016-12-28,361
2016-12-29,367
2016-12-30,370
2016-12-31,378
2017-01-01,382
2017-01-02,382
2017-01-03,375
2017-01-04,371
2017-01-05,373
2017-01-06,368
2017-01-07,368
2017-01-08,370
2017-01-09,361
2017-01-10,362
2017-01-11,358
2017-01-12,358
2017-01-13,351
2017-01-14,351
2017-01-15,346
2017-01-16,340
2017-01-17,342
2017-01-18,331
2017-01-19,324
2017-01-20,322
2017-01-21,322
2017-01-22,320
2017-01-23,322
2017-01-27,315
2017-01-28,303
2017-01-29,302
2017-01-30,303
2017-01-31,306
2017-02-01,301
2017-02-02,308
2017-02-03,314
2017-02-04,314
2017-02-05,314
2017-02-06,310
2017-02-07,317
2017-02-08,321
2017-02-09,321
2017-02-10,311
2017-02-11,308
2017-02-12,302
2017-02-13,291
2017-02-14,291
2017-02-15,294
2017-02-16,292
2017-02-18,286
2017-02-19,286
2017-02-20,275
2017-02-21,278
2017-02-22,282
2017-02-23,289
2017-02-24,296
2017-02-25,294
2017-02-26,300
2017-02-27,301
2017-02-28,306
2017-03-01,313
2017-03-02,321
2017-03-03,325
2017-03-04,325
2017-03-05,319
2017-03-06,312
2017-03-07,300
2017-03-08,301
2017-03-09,300
2017-03-10,309
2017-03-11,310
2017-03-12,306
2017-03-13,307
2017-03-14,306
2017-03-15,311
2017-03-16,312
2017-03-17,311
2017-03-18,314
2017-03-19,315
2017-03-20,316
2017-03-21,306
2017-03-22,312
2017-03-23,311
2017-03-24,316
2017-03-25,323
2017-03-26,321
2017-03-27,315
2017-03-28,311
2017-03-29,315
2017-03-30,312
2017-03-31,313
2017-04-01,314
2017-04-02,314
2017-04-03,314
2017-04-04,312
2017-04-12,312
2017-04-13,315
2017-04-14,317
2017-04-15,320
2017-04-16,319
2017-04-17,312
2017-04-18,317
2017-04-19,314
2017-04-20,321
2017-04-21,313
2017-04-22,310
2017-04-23,310
2017-04-24,313
2017-04-25,319
2017-04-26,318
2017-04-27,321
2017-04-28,334
2017-04-29,338
2017-04-30,340
2017-05-01,339
2017-05-02,336
2017-05-03,330
2017-05-04,330
2017-05-05,338
2017-05-06,346
2017-05-07,344
2017-05-08,348
2017-05-09,359
2017-05-10,374
2017-05-11,380
2017-05-12,387
2017-05-13,379
2017-05-14,380
2017-05-15,370
2017-05-16,363
2017-05-17,358
2017-05-18,350
2017-05-19,336
2017-05-20,328
2017-05-21,328
2017-05-22,316
2017-05-23,313
2017-05-24,314
2017-05-25,312
2017-05-26,315
2017-05-27,314
2017-05-28,313
2017-05-29,310
2017-05-30,306
2017-05-31,293
2017-06-01,296
2017-06-02,290
2017-06-03,287
2017-06-04,275
2017-06-05,264
2017-06-06,267
2017-06-07,267
2017-06-08,267
2017-06-09,270
2017-06-10,274
2017-06-11,278
2017-06-12,281
2017-06-13,286
2017-06-14,291
2017-06-15,292
2017-06-16,299
2017-06-17,303
2017-06-18,299
2017-06-19,299
2017-06-20,295
2017-06-21,293
2017-06-22,289
2017-06-23,284
2017-06-24,281
2017-06-25,287
2017-06-26,287
2017-06-27,288
2017-06-28,289
2017-06-29,287
2017-06-30,292
2017-07-01,292
2017-07-02,296
2017-07-03,291
