date_obj,Guthix%20page%202 price
2015-11-23,38871
2015-11-24,39312
2015-11-25,41088
2015-11-26,41088
2015-11-27,43011
2015-11-28,43011
2015-11-29,44864
2015-11-30,44864
2015-12-01,46870
2015-12-02,46870
2015-12-03,48996
2015-12-04,48996
2015-12-05,51172
2015-12-06,53171
2015-12-07,53171
2015-12-08,53243
2015-12-09,53497
2015-12-10,53497
2015-12-11,51595
2015-12-12,51595
2015-12-13,51700
2015-12-14,51700
2015-12-15,50848
2015-12-16,50848
2015-12-17,49509
2015-12-18,49509
2015-12-19,48457
2015-12-20,47749
2015-12-21,47749
2015-12-22,45649
2015-12-23,45649
2015-12-24,44663
2015-12-25,44663
2015-12-26,44223
2015-12-27,43840
2015-12-28,43840
2015-12-29,43377
2015-12-30,43377
2015-12-31,44203
2016-01-01,44203
2016-01-02,45473
2016-01-03,46538
2016-01-04,47894
2016-01-05,47894
2016-01-06,49968
2016-01-07,49968
2016-01-08,51934
2016-01-09,51934
2016-01-10,53437
2016-01-11,53437
2016-01-12,55849
2016-01-13,55849
2016-01-14,58333
2016-01-15,60955
2016-01-16,60955
2016-01-17,63347
2016-01-18,65628
2016-01-19,65628
2016-01-20,67045
2016-01-21,67045
2016-01-22,67425
2016-01-23,67425
2016-01-24,66554
2016-01-25,67323
2016-01-26,67323
2016-01-27,65805
2016-01-28,65805
2016-01-29,64041
2016-01-30,64041
2016-01-31,61676
2016-02-01,59212
2016-02-02,59212
2016-02-03,56289
2016-02-04,56289
2016-02-05,54229
2016-02-06,51991
2016-02-07,51991
2016-02-08,49411
2016-02-09,49411
2016-02-10,47379
2016-02-11,47379
2016-02-12,45353
2016-02-13,44673
2016-02-14,44673
2016-02-15,44282
2016-02-16,44282
2016-02-17,42894
2016-02-18,42894
2016-02-19,41147
2016-02-20,41332
2016-02-21,42898
2016-02-22,42898
2016-02-23,43929
2016-02-24,43929
2016-02-25,44480
2016-02-26,44480
2016-02-27,43666
2016-02-28,43666
2016-02-29,42107
2016-03-01,40193
2016-03-02,40193
2016-03-03,38850
2016-03-04,38850
2016-03-05,38005
2016-03-06,37761
2016-03-07,37761
2016-03-08,38595
2016-03-09,39035
2016-03-10,39828
2016-03-11,39828
2016-03-12,41321
2016-03-13,41321
2016-03-14,40525
2016-03-15,40525
2016-03-16,38796
2016-03-17,38796
2016-03-18,37425
2016-03-19,37425
2016-03-20,36276
2016-03-21,36276
2016-03-22,34683
2016-03-23,33100
2016-03-24,33100
2016-03-25,32445
2016-03-26,32317
2016-03-27,32317
2016-03-28,32093
2016-03-29,32093
2016-03-30,31322
2016-03-31,31322
2016-04-01,30940
2016-04-02,30940
2016-04-03,30302
2016-04-04,30302
2016-04-05,30243
2016-04-06,30124
2016-04-07,30124
2016-04-08,30684
2016-04-09,30684
2016-04-10,31201
2016-04-11,31201
2016-04-12,31141
2016-04-13,31141
2016-04-14,30307
2016-04-15,30200
2016-04-16,30200
2016-04-17,29896
2016-04-18,29566
2016-04-19,29566
2016-04-20,28689
2016-04-21,28689
2016-04-22,27749
2016-04-23,27134
2016-04-24,25911
2016-04-25,24673
2016-04-26,24673
2016-04-27,23439
2016-04-28,23439
2016-04-29,22292
2016-04-30,21411
2016-05-01,21411
2016-05-02,20540
2016-05-03,19744
2016-05-04,19744
2016-05-05,19267
2016-05-06,19267
2016-05-07,19288
2016-05-08,19288
2016-05-09,19970
2016-05-10,19867
2016-05-11,19867
2016-05-12,19450
2016-05-13,19609
2016-05-14,19609
2016-05-15,20332
2016-05-16,20332
2016-05-17,20848
2016-05-18,21336
2016-05-19,21336
2016-05-22,22884
2016-05-23,23515
2016-05-24,23515
2016-05-25,23352
2016-05-26,23234
2016-05-27,23504
2016-05-28,23504
2016-05-29,23298
2016-05-30,23298
2016-05-31,23596
2016-06-01,23516
2016-06-02,23516
2016-06-03,24238
2016-06-04,25175
2016-06-05,25175
2016-06-06,26198
2016-06-07,26198
2016-06-08,27127
2016-06-09,27800
2016-06-10,28651
2016-06-11,28651
2016-06-12,28880
2016-06-13,28880
2016-06-14,28778
2016-06-15,28778
2016-06-16,28134
2016-06-17,27755
2016-06-18,27755
2016-06-19,27320
2016-06-20,26248
2016-06-21,25352
2016-06-22,24823
2016-06-23,24981
2016-06-24,24981
2016-06-25,24893
2016-06-26,24893
2016-06-27,24919
2016-06-28,25158
2016-06-29,25158
2016-06-30,25775
2016-07-01,26117
2016-07-02,26117
2016-07-03,26053
2016-07-04,25714
2016-07-05,25714
2016-07-06,25333
2016-07-07,24147
2016-07-08,22939
2016-07-09,21836
2016-07-10,20819
2016-07-11,19780
2016-07-12,18849
2016-07-13,17950
2016-07-14,17089
2016-07-15,16480
2016-07-16,15748
2016-07-17,15748
2016-07-18,15240
2016-07-23,14943
2016-07-24,14320
2016-07-25,14320
2016-07-26,13641
2016-07-27,13641
2016-07-28,13093
2016-07-29,12571
2016-07-30,12033
2016-07-31,12033
2016-08-01,11860
2016-08-02,11800
2016-08-03,11704
2016-08-04,11704
2016-08-05,11625
2016-08-06,11625
2016-08-07,11350
2016-08-08,11350
2016-08-09,10991
2016-08-10,10991
2016-08-11,10731
2016-08-12,10731
2016-08-13,10381
2016-08-14,10381
2016-08-15,9958
2016-08-16,9958
2016-08-17,9544
2016-08-18,9544
2016-08-19,9155
2016-08-20,9155
2016-08-21,8976
2016-08-22,8976
2016-08-23,8833
2016-08-24,8833
2016-08-25,8541
2016-08-26,8541
2016-08-28,8542
2016-08-31,8593
2016-09-01,8593
2016-09-02,8809
2016-09-03,8809
2016-09-04,8830
2016-09-05,8830
2016-09-06,8902
2016-09-07,8902
2016-09-08,8902
2016-09-09,9111
2016-09-10,9111
2016-09-11,9240
2016-09-12,9240
2016-09-13,9599
2016-09-14,9599
2016-09-15,9525
2016-09-16,9525
2016-09-17,9068
2016-09-18,9068
2016-09-19,8783
2016-09-20,8783
2016-09-21,8661
2016-09-22,8661
2016-09-23,8481
2016-09-24,8481
2016-09-25,8365
2016-09-26,8365
2016-09-27,8368
2016-09-28,8368
2016-09-29,8104
2016-09-30,8104
2016-10-01,7859
2016-10-02,7859
2016-10-03,7859
2016-10-04,7478
2016-10-05,7478
2016-10-06,7104
2016-10-07,7104
2016-10-08,6748
2016-10-09,6748
2016-10-10,6495
2016-10-11,6495
2016-10-12,6506
2016-10-13,6506
2016-10-14,6361
2016-10-15,6361
2016-10-16,6244
2016-10-17,6244
2016-10-18,6218
2016-10-19,6218
2016-10-20,6496
2016-10-21,6496
2016-10-22,6802
2016-10-23,6802
2016-10-24,7020
2016-10-25,7020
2016-10-26,7016
2016-10-27,7016
2016-10-28,7016
2016-10-29,7002
2016-10-30,7002
2016-10-31,6866
2016-11-01,6866
2016-11-02,6881
2016-11-03,6881
2016-11-04,6981
2016-11-05,6981
2016-11-06,7191
2016-11-07,7191
2016-11-08,7466
2016-11-09,7466
2016-11-10,7679
2016-11-11,7679
2016-11-12,7752
2016-11-13,7752
2016-11-14,7810
2016-11-15,7810
2016-12-07,5490
2016-12-08,5440
2016-12-09,5440
2016-12-10,5343
2016-12-11,5128
2016-12-12,5128
2016-12-13,4916
2016-12-14,4797
2016-12-15,4797
2016-12-16,4638
2016-12-17,4536
2016-12-18,4536
2016-12-19,4602
2016-12-20,4602
2016-12-21,4787
2016-12-22,4787
2016-12-23,4976
2016-12-24,4976
2016-12-25,5212
2016-12-26,5212
2016-12-27,5461
2016-12-28,5461
2016-12-29,5576
2016-12-30,5576
2016-12-31,5666
2017-01-01,5666
2017-01-02,5623
2017-01-03,5623
2017-01-04,5524
2017-01-05,5524
2017-01-06,5372
2017-01-07,5219
2017-01-08,5219
2017-01-09,5158
2017-01-10,5158
2017-01-11,4954
2017-01-12,4847
2017-01-13,4847
2017-01-14,4676
2017-01-15,4619
2017-01-16,4619
2017-01-17,4648
2017-01-18,4467
2017-01-19,4467
2017-01-20,4289
2017-01-21,4187
2017-01-22,4187
2017-01-23,4068
2017-01-27,4182
2017-01-28,4248
2017-01-29,4346
2017-01-30,4346
2017-01-31,4410
2017-02-01,4535
2017-02-02,4535
2017-02-03,4671
2017-02-04,4827
2017-02-05,4827
2017-02-06,4928
2017-02-07,4928
2017-02-08,5007
2017-02-09,5007
2017-02-10,5183
2017-02-11,5347
2017-02-12,5347
2017-02-13,5613
2017-02-14,5838
2017-02-15,5838
2017-02-16,5964
2017-02-18,6156
2017-02-19,6204
2017-02-20,6204
2017-02-21,6442
2017-02-22,6442
2017-02-23,6679
2017-02-24,6679
2017-02-25,6705
2017-02-26,6705
2017-02-27,6656
2017-02-28,6595
2017-03-01,6595
2017-03-02,6490
2017-03-03,6490
2017-03-04,6537
2017-03-05,6537
2017-03-06,6791
2017-03-07,6791
2017-03-08,7056
2017-03-09,7056
2017-03-10,7266
2017-03-11,7438
2017-03-12,7438
2017-03-13,7139
2017-03-14,6881
2017-03-15,6834
2017-03-16,6834
2017-03-17,6724
2017-03-18,6724
2017-03-19,6574
2017-03-20,6550
2017-03-21,6335
2017-03-22,6335
2017-03-23,6174
2017-03-24,6222
2017-03-25,6222
2017-03-26,6187
2017-03-27,6142
2017-03-28,6142
2017-03-29,6136
2017-03-30,6139
2017-03-31,6101
2017-04-01,6101
2017-04-02,6179
2017-04-03,6312
2017-04-04,6312
2017-04-12,6124
2017-04-13,6020
2017-04-14,6020
2017-04-15,5856
2017-04-16,5774
2017-04-17,5738
2017-04-18,5738
2017-04-19,5763
2017-04-20,5763
2017-04-21,5966
2017-04-22,5966
2017-04-23,5967
2017-04-24,5967
2017-04-25,6117
2017-04-26,6117
2017-04-27,5990
2017-04-28,5879
2017-04-29,5919
2017-04-30,5919
2017-05-01,5895
2017-05-02,5895
2017-05-03,5895
2017-05-04,5874
2017-05-05,5767
2017-05-06,5767
2017-05-07,5740
2017-05-08,5740
2017-05-09,5756
2017-05-10,5756
2017-05-11,5717
2017-05-12,5656
2017-05-13,5629
2017-05-14,5629
2017-05-15,5704
2017-05-16,5817
2017-05-17,5817
2017-05-18,6000
2017-05-19,6000
2017-05-20,6123
2017-05-21,6123
2017-05-22,6267
2017-05-23,6267
2017-05-24,6240
2017-05-25,6240
2017-05-26,6252
2017-05-27,6242
2017-05-28,6242
2017-05-29,6125
2017-05-30,6125
2017-05-31,5990
2017-06-01,5990
2017-06-02,5768
2017-06-03,5768
2017-06-04,5608
2017-06-05,5608
2017-06-06,5437
2017-06-07,5437
2017-06-08,5185
2017-06-09,5185
2017-06-10,4974
2017-06-11,4829
2017-06-12,4829
2017-06-13,4730
2017-06-14,4730
2017-06-15,4726
2017-06-16,4786
2017-06-17,4786
2017-06-18,4908
2017-06-19,4908
2017-06-20,5093
2017-06-21,5093
2017-06-22,5258
2017-06-23,5258
2017-06-24,5449
2017-06-25,5449
2017-06-26,5496
2017-06-27,5592
2017-06-28,5592
2017-06-29,5682
2017-06-30,5682
2017-07-01,5755
2017-07-02,5755
2017-07-03,5931
2017-07-04,5931
2017-07-05,6040
2017-07-06,6312
2017-07-07,6312
2017-07-08,6512
2017-07-13,7068
2017-07-14,6931
2017-07-15,6931
2017-07-16,6585
2017-07-17,6417
2017-07-18,6417
2017-07-19,6490
2017-07-20,6516
2017-07-21,6516
2017-07-22,6435
2017-07-23,6435
2017-07-24,6370
2017-07-25,6370
2017-07-26,6357
2017-07-27,6357
2017-07-28,6364
2017-07-29,6364
2017-07-30,6451
2017-07-31,6451
2017-08-01,6497
2017-08-02,6600
2017-08-03,6600
2017-08-04,6747
2017-08-05,6791
2017-08-06,6791
2017-08-09,6873
2017-08-10,6845
2017-08-11,6845
2017-08-12,6930
2017-08-13,6930
2017-08-14,7040
2017-08-15,7040
2017-08-16,7043
2017-08-17,7133
2017-08-18,7133
2017-08-19,7024
2017-08-20,7174
2017-08-21,7174
2017-08-22,7076
2017-08-23,7076
2017-08-24,6937
2017-08-25,6937
2017-08-26,6922
2017-08-27,6922
2017-08-28,6816
2017-08-29,6816
2017-08-30,6694
2017-08-31,6694
2017-09-01,6475
2017-09-02,6350
2017-09-03,6350
2017-09-04,6121
2017-09-05,5952
2017-09-06,5952
2017-09-07,5873
2017-09-08,5873
2017-09-09,5627
2017-09-10,5627
2017-09-11,5357
2017-09-12,5357
2017-09-13,5236
2017-09-14,5243
2017-09-15,5243
2017-09-16,5299
2017-09-17,5082
2017-09-18,5082
2017-09-19,4827
2017-09-20,4605
2017-09-21,4605
2017-09-22,4374
2017-09-23,4374
2017-09-24,4155
2017-09-25,4155
2017-09-26,3962
2017-09-27,3962
2017-09-28,3791
2017-09-29,3669
2017-09-30,3669
2017-10-01,3576
2017-10-02,3576
2017-10-03,3462
2017-10-04,3462
2017-10-05,3361
2017-10-06,3209
2017-10-07,3209
2017-10-08,3049
2017-10-09,3049
2017-10-10,2927
2017-10-11,2927
2017-10-12,2842
2017-10-13,2842
2017-10-14,2710
2017-10-15,2710
2017-10-16,2588
2017-10-17,2588
2017-10-18,2506
2017-10-19,2506
2017-10-20,2499
2017-10-21,2499
2017-10-22,2477
2017-10-23,2477
2017-10-24,2516
2017-10-25,2487
2017-10-26,2487
2017-10-27,2433
2017-10-28,2433
2017-10-29,2413
2017-10-30,2413
2017-10-31,2421
2017-11-01,2421
2017-11-02,2355
2017-11-03,2355
2017-11-04,2309
2017-11-05,2309
2017-11-06,2326
2017-11-07,2326
2017-11-08,2380
2017-11-09,2380
2017-11-10,2365
2017-11-11,2365
2017-11-12,2408
2017-11-13,2408
2017-11-14,2368
2017-11-15,2368
2017-11-16,2287
2017-11-17,2287
2017-11-18,2365
2017-11-19,2442
2017-11-20,2442
2017-11-21,2431
2017-11-22,2431
2017-11-23,2448
2017-11-24,2448
2017-11-25,2450
2017-11-26,2450
2017-11-27,2474
2017-11-28,2474
2017-11-29,2460
2017-11-30,2460
2017-12-01,2490
2017-12-02,2490
2017-12-03,2469
2017-12-04,2469
2017-12-05,2457
2017-12-06,2457
2017-12-07,2559
2017-12-08,2559
2017-12-09,2649
2017-12-10,2742
2017-12-11,2742
2017-12-12,2829
2017-12-13,2829
2017-12-14,2965
2017-12-15,3085
2017-12-16,3085
2017-12-17,3109
2017-12-18,3255
2017-12-19,3255
2017-12-20,3400
2017-12-21,3400
2017-12-22,3566
2017-12-23,3566
2017-12-24,3734
2017-12-25,3734
2017-12-26,3920
2017-12-27,4102
2017-12-28,4102
2017-12-29,4243
2017-12-30,4393
2017-12-31,4393
2018-01-01,4327
2018-01-02,4327
2018-01-03,4158
2018-01-04,4158
2018-01-05,3966
2018-01-06,3793
2018-01-07,3793
2018-01-08,3677
2018-01-09,3687
2018-01-10,3687
2018-01-11,3688
2018-01-12,3688
2018-01-13,3503
2018-01-14,3503
2018-01-15,3330
2018-01-16,3200
2018-01-17,3131
2018-01-18,3041
2018-01-19,3041
2018-01-20,2968
2018-01-21,2968
2018-01-22,3010
2018-01-23,3004
2018-01-25,2980
2018-01-26,2959
2018-01-27,2970
2018-01-28,3000
2018-01-29,2974
2018-01-30,2860
2018-01-31,2760
2018-02-01,2649
2018-02-02,2520
2018-02-03,2404
2018-02-04,2308
2018-02-05,2262
2018-02-06,2189
2018-02-07,2100
2018-02-08,2100
2018-02-09,2028
2018-02-10,1934
2018-02-11,1865
2018-02-12,1815
2018-02-13,1791
2018-02-14,1829
2018-02-15,1854
2018-02-16,1868
2018-02-17,1869
2018-02-18,1858
2018-02-19,1857
2018-02-20,1872
2018-02-21,1843
2018-02-22,1889
2018-02-23,1938
2018-02-24,2026
2018-02-25,2104
2018-02-26,2160
2018-02-27,2253
2018-02-28,2349
2018-03-01,2408
2018-03-02,2492
2018-03-03,2607
2018-03-04,2607
2018-03-05,2716
2018-03-06,2824
2018-03-07,2923
2018-03-08,2977
2018-03-09,3023
2018-03-10,3076
2018-03-11,3054
2018-03-12,3093
2018-03-13,3096
2018-03-14,3066
2018-03-15,3153
2018-03-16,3150
2018-03-17,3195
2018-03-18,3145
2018-03-19,3145
2018-03-20,3059
2018-03-21,2915
2018-03-23,2651
2018-03-24,2557
2018-03-25,2525
2018-03-26,2535
2018-03-27,2584
2018-03-28,2584
2018-03-29,2593
2018-03-30,2600
2018-03-31,2544
2018-04-01,2531
2018-04-02,2518
2018-04-03,2544
2018-04-04,2554
2018-04-05,2554
2018-04-06,2541
2018-04-07,2541
2018-04-08,2526
2018-04-09,2447
2018-04-10,2397
2018-04-11,2386
2018-04-12,2337
2018-04-13,2337
2018-04-14,2282
2018-04-15,2193
2018-04-16,2193
2018-04-17,2091
2018-04-18,2091
2018-04-19,2006
2018-04-20,2010
2018-04-21,1968
2018-04-22,1888
2018-04-23,1833
2018-04-24,1821
2018-04-25,1819
2018-04-26,1819
2018-04-27,1816
2018-04-28,1758
2018-04-29,1726
2018-04-30,1723
2018-05-01,1739
2018-05-03,1669
2018-05-04,1714
2018-05-05,1683
2018-05-06,1683
2018-05-07,1630
2018-05-08,1597
2018-05-09,1517
2018-05-10,1457
2018-05-11,1423
2018-05-12,1407
2018-05-13,1407
2018-05-14,1442
2018-05-15,1394
2018-05-16,1386
2018-05-17,1418
2018-05-18,1472
2018-05-19,1514
2018-05-20,1565
2018-05-21,1578
2018-05-22,1515
2018-05-23,1499
2018-05-24,1499
2018-05-25,1511
2018-05-26,1512
2018-05-27,1540
2018-05-28,1584
2018-05-29,1627
2018-05-30,1664
2018-05-31,1696
2018-06-01,1692
2018-06-02,1706
2018-06-03,1709
2018-06-04,1736
2018-06-05,1755
2018-06-06,1797
2018-06-07,1797
2018-06-08,1818
2018-06-09,1837
2018-06-10,1831
2018-06-11,1848
2018-06-12,1801
2018-06-13,1773
2018-06-14,1686
2018-06-15,1615
2018-06-16,1546
2018-06-17,1472
2018-06-18,1405
2018-06-19,1399
2018-06-20,1399
2018-06-21,1403
2018-06-22,1402
2018-06-23,1402
2018-06-24,1380
2018-06-25,1352
2018-06-26,1339
2018-06-27,1340
2018-06-28,1365
2018-06-29,1398
2018-06-30,1386
2018-07-01,1376
2018-07-02,1368
2018-07-03,1375
2018-07-04,1387
2018-07-05,1371
2018-07-06,1341
2018-07-07,1322
2018-07-08,1282
2018-07-09,1264
2018-07-10,1273
2018-07-11,1251
2018-07-12,1249
2018-07-13,1221
2018-07-14,1195
2018-07-15,1197
2018-07-16,1216
2018-07-17,1250
2018-07-18,1301
2018-07-19,1351
2018-07-20,1391
2018-07-21,1432
2018-07-22,1477
2018-07-23,1533
2018-07-24,1591
2018-07-25,1617
2018-07-26,1628
2018-07-27,1626
2018-07-28,1580
2018-07-29,1526
2018-07-30,1518
2018-07-31,1547
2018-08-01,1547
2018-08-02,1602
2018-08-03,1668
2018-08-04,1621
2018-08-05,1608
2018-08-06,1640
2018-08-07,1664
2018-08-08,1708
2018-08-09,1708
2018-08-10,1775
2018-08-11,1780
2018-08-12,1780
2018-08-14,1760
2018-08-16,1826
2018-08-17,1895
2018-08-18,1928
2018-08-19,1930
2018-08-20,1968
2018-08-21,2039
2018-08-22,2112
2018-08-23,2201
2018-08-24,2253
2018-08-25,2260
2018-08-26,2206
2018-08-27,2189
2018-08-28,2239
2018-08-29,2287
2018-08-30,2305
2018-08-31,2256
2018-09-01,2235
2018-09-02,2232
2018-09-03,2170
2018-09-04,2176
2018-09-05,2188
2018-09-06,2188
2018-09-07,2132
2018-09-08,2094
2018-09-09,2068
2018-09-10,2060
2018-09-11,2099
2018-09-12,2178
2018-09-13,2248
2018-09-14,2309
2018-09-15,2333
2018-09-16,2364
2018-09-17,2355
2018-09-18,2394
2018-09-19,2447
2018-09-20,2537
2018-09-21,2645
2018-09-22,2738
2018-09-23,2799
2018-09-24,2825
2018-09-25,2839
2018-09-26,2877
2018-09-27,2836
2018-09-28,2803
2018-09-29,2816
2018-09-30,2858
2018-10-01,2959
2018-10-02,3058
2018-10-03,3112
2018-10-04,3112
2018-10-05,3165
2018-10-06,3260
2018-10-07,3284
2018-10-08,3326
2018-10-09,3448
2018-10-10,3551
2018-10-11,3706
2018-10-12,3879
2018-10-13,4023
2018-10-14,4216
2018-10-15,4415
2018-10-16,4546
2018-10-17,4617
2018-10-18,4798
2018-10-19,5019
2018-10-20,5137
2018-10-21,5315
2018-10-22,5326
2018-10-23,5423
2018-10-24,5583
2018-10-25,5679
2018-10-26,5597
2018-10-27,5692
2018-10-28,5646
2018-10-29,5642
2018-10-30,5610
2018-10-31,5684
2018-11-01,5660
2018-11-03,5570
2018-11-04,5491
2018-11-05,5462
2018-11-06,5404
2018-11-07,5315
2018-11-08,5134
2018-11-09,4950
2018-11-10,4772
2018-11-11,4533
2018-11-12,4402
2018-11-13,4401
2018-11-14,4459
2018-11-15,4419
2018-11-16,4484
2018-11-17,4616
2018-11-18,4732
2018-11-19,4797
2018-11-20,4942
2018-11-21,5133
2018-11-22,5313
2018-11-23,5552
2018-11-24,5728
2018-11-25,5931
2018-11-26,6128
2018-11-27,6143
2018-11-28,6383
2018-11-29,6602
2018-12-01,6750
2018-12-02,6940
2018-12-03,7231
2018-12-04,7324
2018-12-05,7409
2018-12-07,7300
2018-12-09,7395
2018-12-10,7453
2018-12-11,7440
2018-12-12,7412
2018-12-13,7580
2018-12-14,7554
2018-12-15,7427
2018-12-16,7304
2018-12-17,7290
2018-12-18,7375
2018-12-19,7406
2018-12-20,7386
2018-12-21,7386
2018-12-22,7174
2018-12-23,6841
2018-12-24,6589
2018-12-25,6361
2018-12-26,6206
2018-12-27,6193
2018-12-28,6132
2018-12-29,5983
2018-12-30,5897
2018-12-31,5721
2019-01-01,5521
2019-01-02,5399
2019-01-03,5340
2019-01-04,5285
2019-01-05,5377
2019-01-06,5352
2019-01-08,5194
2019-01-10,4883
2019-01-11,4695
2019-01-12,4476
2019-01-13,4255
2019-01-14,4043
2019-01-15,3859
2019-01-16,3705
2019-01-17,3687
2019-01-18,3580
2019-01-19,3510
2019-01-20,3455
2019-01-21,3361
2019-01-22,3224
2019-01-23,3124
2019-01-24,2997
2019-01-25,2925
2019-01-26,2855
2019-01-27,2795
2019-01-28,2797
2019-01-29,2780
2019-01-30,2765
2019-01-31,2755
2019-02-01,2787
2019-02-02,2829
2019-02-03,2844
2019-02-04,2846
2019-02-05,2872
2019-02-06,2831
2019-02-07,2908
2019-02-08,2880
2019-02-09,2899
2019-02-10,2891
2019-02-11,2991
2019-02-12,3040
2019-02-13,3135
2019-02-14,3266
2019-02-15,3340
2019-02-16,3400
2019-02-17,3554
2019-02-18,3724
2019-02-19,3838
2019-02-20,4010
2019-02-21,4190
2019-02-22,4397
2019-02-23,4594
2019-02-24,4515
2019-02-25,4578
2019-02-26,4807
2019-02-27,4968
2019-02-28,5073
2019-03-01,5224
2019-03-02,5412
2019-03-03,5556
2019-03-04,5720
2019-03-05,5916
2019-03-06,6008
2019-03-07,5948
2019-03-08,5896
2019-03-09,5847
2019-03-10,5810
2019-03-11,5913
2019-03-12,6012
2019-03-13,6118
2019-03-14,6340
2019-03-15,6565
2019-03-16,6784
2019-03-17,6978
2019-03-18,7043
2019-03-19,7181
2019-03-20,7430
2019-03-21,7646
2019-03-22,7873
2019-03-23,7949
2019-03-24,7937
2019-03-25,8115
