date_obj,Teal%20gloves price
2015-09-10,564
2015-09-14,557
2015-09-16,554
2015-09-22,578
2015-09-23,578
2015-09-24,578
2015-09-25,595
2015-09-27,606
2015-09-28,606
2015-09-29,606
2015-09-30,606
2015-10-05,629
2015-10-06,651
2015-10-07,651
2015-10-08,658
2015-10-09,658
2015-10-10,658
2015-10-11,680
2015-10-12,680
2015-10-13,680
2015-10-14,713
2015-10-15,713
2015-10-16,748
2015-10-17,748
2015-10-18,748
2015-10-19,772
2015-10-20,772
2015-10-22,791
2015-10-23,791
2015-10-24,791
2015-10-25,791
2015-10-26,792
2015-10-27,792
2015-10-29,789
2015-10-30,789
2015-10-31,794
2015-11-01,794
2015-11-02,794
2015-11-03,771
2015-11-04,771
2015-11-05,772
2015-11-06,772
2015-11-07,787
2015-11-08,787
2015-11-09,787
2015-11-10,791
2015-11-11,791
2015-11-12,780
2015-11-13,780
2015-11-14,780
2015-11-15,749
2015-11-16,749
2015-11-17,749
2015-11-18,742
2015-11-19,742
2015-11-20,743
2015-11-21,743
2015-11-22,749
2015-11-23,749
2015-11-24,749
2015-11-25,733
2015-11-26,733
2015-11-27,733
2015-11-28,727
2015-11-29,727
2015-11-30,708
2015-12-01,708
2015-12-02,708
2015-12-03,696
2015-12-04,696
2015-12-05,696
2015-12-06,682
2015-12-07,682
2015-12-08,682
2015-12-09,677
2015-12-10,677
2015-12-11,675
2015-12-13,672
2015-12-14,672
2015-12-15,661
2015-12-16,661
2015-12-17,661
2015-12-18,660
2015-12-19,660
2015-12-20,649
2015-12-21,649
2015-12-22,645
2015-12-23,645
2015-12-24,660
2015-12-25,660
2015-12-26,660
2015-12-27,658
2015-12-28,658
2015-12-29,662
2015-12-30,662
2015-12-31,663
2016-01-01,663
2016-01-02,663
2016-01-03,663
2016-01-04,663
2016-01-05,653
2016-01-06,653
2016-01-07,661
2016-01-08,661
2016-01-09,661
2016-01-10,668
2016-01-11,668
2016-01-12,662
2016-01-13,662
2016-01-14,668
2016-01-15,668
2016-01-16,686
2016-01-17,686
2016-01-18,681
2016-01-19,681
2016-01-20,681
2016-01-21,681
2016-01-22,688
2016-01-23,688
2016-01-24,697
2016-01-25,697
2016-01-26,690
2016-01-27,690
2016-01-28,698
2016-01-29,698
2016-01-30,698
2016-01-31,698
2016-02-01,702
2016-02-02,702
2016-02-03,701
2016-02-04,701
2016-02-05,701
2016-02-06,694
2016-02-07,694
2016-02-08,694
2016-02-09,692
2016-02-10,692
2016-02-11,695
2016-02-12,695
2016-02-13,695
2016-02-14,695
2016-02-15,704
2016-02-16,704
2016-02-17,720
2016-02-18,720
2016-02-19,720
2016-02-20,712
2016-02-21,697
2016-02-22,697
2016-02-23,695
2016-02-24,695
2016-02-25,716
2016-02-26,716
2016-02-27,704
2016-02-28,704
2016-02-29,700
2016-03-01,700
2016-03-02,687
2016-03-03,687
2016-03-04,689
2016-03-05,689
2016-03-06,680
2016-03-07,680
2016-03-08,680
2016-03-09,667
2016-03-10,667
2016-03-11,647
2016-03-12,647
2016-03-13,653
2016-03-14,653
2016-03-15,663
2016-03-16,663
2016-03-17,650
2016-03-18,650
2016-03-19,628
2016-03-20,628
2016-03-21,627
2016-03-22,627
2016-03-23,606
2016-03-24,606
2016-03-25,603
2016-03-26,603
2016-03-27,598
2016-03-28,585
2016-03-29,585
2016-03-30,585
2016-03-31,585
2016-04-01,582
2016-04-02,582
2016-04-03,571
2016-04-04,571
2016-04-05,571
2016-04-06,571
2016-04-07,564
2016-04-08,564
2016-04-09,561
2016-04-10,561
2016-04-11,553
2016-04-12,553
2016-04-13,551
2016-04-14,551
2016-04-15,565
2016-04-16,565
2016-04-17,563
2016-04-18,567
2016-04-19,567
2016-04-20,575
2016-04-21,575
2016-04-22,600
2016-04-23,600
2016-04-24,612
2016-04-25,612
2016-04-26,625
2016-04-27,625
2016-04-28,640
2016-04-29,640
2016-04-30,620
2016-05-01,620
2016-05-02,643
2016-05-03,643
2016-05-04,646
2016-05-05,646
2016-05-06,645
2016-05-07,645
2016-05-08,638
2016-05-09,638
2016-05-10,630
2016-05-11,630
2016-05-12,609
2016-05-13,609
2016-05-14,610
2016-05-15,610
2016-05-16,595
2016-05-17,595
2016-05-18,579
2016-05-19,579
2016-05-22,564
2016-05-23,564
2016-05-24,553
2016-05-25,553
2016-05-26,562
2016-05-27,562
2016-05-28,544
2016-05-29,518
2016-05-30,518
2016-05-31,518
2016-06-01,495
2016-06-02,495
2016-06-03,499
2016-06-04,499
2016-06-05,497
2016-06-06,485
2016-06-07,485
2016-06-08,475
2016-06-09,475
2016-06-10,454
2016-06-11,454
2016-06-12,450
2016-06-13,450
2016-06-14,448
2016-06-15,448
2016-06-16,448
2016-06-17,438
2016-06-18,438
2016-06-19,434
2016-06-20,434
2016-06-21,423
2016-06-22,423
2016-06-23,412
2016-06-24,412
2016-06-25,401
2016-06-26,401
2016-06-27,400
2016-06-28,400
2016-06-29,392
2016-06-30,392
2016-07-01,386
2016-07-02,386
2016-07-03,379
2016-07-04,375
2016-07-05,375
2016-07-06,372
2016-07-07,372
2016-07-08,380
2016-07-09,380
2016-07-10,380
2016-07-11,380
2016-07-12,386
2016-07-13,386
2016-07-14,402
2016-07-15,402
2016-07-16,414
2016-07-17,414
2016-07-18,414
2016-07-24,416
2016-07-25,419
2016-07-26,419
2016-07-27,419
2016-07-28,417
2016-07-29,417
2016-07-30,416
2016-07-31,416
2016-08-01,416
2016-08-02,420
2016-08-03,420
2016-08-04,420
2016-08-05,416
2016-08-06,416
2016-08-07,416
2016-08-08,416
2016-08-09,414
2016-08-10,414
2016-08-11,414
2016-08-12,405
2016-08-13,405
2016-08-14,405
2016-08-15,402
2016-08-16,402
2016-08-17,402
2016-08-18,410
2016-08-19,410
2016-08-20,398
2016-08-21,398
2016-08-22,398
2016-08-23,398
2016-08-24,398
2016-08-25,398
2016-08-26,407
2016-08-28,399
2016-08-31,397
2016-09-01,397
2016-09-02,397
2016-09-03,398
2016-09-04,398
2016-09-05,396
2016-09-06,396
2016-09-07,396
2016-09-08,401
2016-09-09,401
2016-09-10,401
2016-09-11,388
2016-09-12,388
2016-09-13,393
2016-09-14,393
2016-09-15,393
2016-09-16,395
2016-09-17,395
2016-09-18,394
2016-09-19,394
2016-09-20,394
2016-09-21,386
2016-09-22,386
2016-09-23,380
2016-09-24,380
2016-09-25,380
2016-09-26,380
2016-09-27,376
2016-09-28,376
2016-09-29,376
2016-09-30,376
2016-10-01,376
2016-10-02,376
2016-10-03,366
2016-10-04,366
2016-10-05,366
2016-10-06,357
2016-10-07,357
2016-10-08,364
2016-10-09,364
2016-10-10,364
2016-10-11,362
2016-10-12,362
2016-10-13,362
2016-10-14,369
2016-10-15,369
2016-10-16,369
2016-10-17,382
2016-10-18,382
2016-10-19,382
2016-10-20,390
2016-10-21,390
2016-10-22,390
2016-10-23,373
2016-10-24,373
2016-10-25,373
2016-10-26,367
2016-10-27,367
2016-10-28,367
2016-10-29,361
2016-10-30,361
2016-10-31,361
2016-11-01,346
2016-11-02,346
2016-11-03,346
2016-11-04,347
2016-11-05,347
2016-11-06,347
2016-11-07,350
2016-11-08,350
2016-11-09,355
2016-11-10,355
2016-11-11,355
2016-11-12,346
2016-11-13,346
2016-11-14,346
2016-12-08,363
2016-12-09,363
2016-12-10,363
2016-12-11,378
2016-12-12,378
2016-12-13,371
2016-12-14,371
2016-12-15,371
2016-12-16,364
2016-12-17,364
2016-12-18,374
2016-12-19,374
2016-12-20,372
2016-12-21,372
2016-12-22,369
2016-12-23,369
2016-12-24,364
2016-12-25,364
2016-12-26,357
2016-12-27,357
2016-12-28,362
2016-12-29,362
2016-12-30,372
2016-12-31,372
2017-01-01,377
2017-01-02,377
2017-01-03,383
2017-01-04,383
2017-01-05,402
2017-01-06,402
2017-01-07,391
2017-01-08,391
2017-01-09,376
2017-01-10,376
2017-01-11,364
2017-01-12,364
2017-01-13,356
2017-01-14,356
2017-01-15,370
2017-01-16,370
2017-01-17,381
2017-01-18,381
2017-01-19,376
2017-01-20,376
2017-01-21,378
2017-01-22,378
2017-01-27,374
2017-01-28,374
2017-01-29,366
2017-01-30,366
2017-01-31,356
2017-02-01,363
2017-02-02,363
2017-02-03,360
2017-02-04,360
2017-02-05,359
2017-02-06,359
2017-02-07,359
2017-02-08,355
2017-02-09,355
2017-02-10,356
2017-02-11,356
2017-02-12,362
2017-02-13,362
2017-02-14,367
2017-02-15,367
2017-02-16,376
2017-02-18,376
2017-02-19,384
2017-02-20,384
2017-02-21,403
2017-02-22,403
2017-02-23,423
2017-02-24,423
2017-02-25,420
2017-02-26,420
2017-02-27,420
2017-02-28,413
2017-03-01,413
2017-03-02,410
2017-03-03,410
2017-03-04,405
2017-03-05,405
2017-03-06,400
2017-03-07,400
2017-03-08,400
2017-03-09,405
2017-03-10,405
2017-03-11,407
2017-03-12,407
2017-03-13,406
2017-03-14,406
2017-03-15,403
2017-03-16,403
2017-03-17,385
2017-03-18,385
2017-03-19,370
2017-03-20,370
2017-03-21,359
2017-03-22,359
2017-03-23,351
2017-03-24,351
2017-03-25,353
2017-03-26,353
2017-03-27,357
2017-03-28,357
2017-03-29,373
2017-03-30,373
2017-03-31,381
2017-04-01,381
2017-04-02,381
2017-04-03,393
2017-04-04,393
2017-04-12,398
2017-04-13,396
2017-04-14,396
2017-04-15,389
2017-04-16,389
2017-04-17,391
2017-04-18,391
2017-04-19,403
2017-04-20,403
2017-04-21,408
2017-04-22,408
2017-04-23,411
2017-04-24,411
2017-04-25,399
2017-04-26,399
2017-04-27,399
2017-04-28,387
2017-04-29,387
2017-04-30,390
2017-05-01,390
2017-05-02,391
2017-05-03,391
2017-05-04,387
2017-05-05,387
2017-05-06,393
2017-05-07,393
2017-05-08,386
2017-05-09,386
2017-05-10,384
2017-05-11,384
2017-05-12,399
2017-05-13,399
2017-05-14,396
2017-05-15,396
2017-05-16,401
2017-05-17,401
2017-05-18,403
2017-05-19,403
2017-05-20,408
2017-05-21,408
2017-05-22,408
2017-05-23,407
2017-05-24,407
2017-05-25,409
2017-05-26,409
2017-05-27,407
2017-05-28,407
2017-05-29,418
2017-05-30,418
2017-05-31,428
2017-06-01,428
2017-06-02,436
2017-06-03,436
2017-06-06,456
2017-06-07,456
2017-06-08,456
2017-06-09,460
2017-06-10,460
2017-06-11,471
2017-06-12,471
2017-06-13,481
2017-06-14,481
2017-06-15,485
2017-06-16,485
2017-06-17,491
2017-06-18,491
2017-06-19,491
2017-06-20,489
2017-06-21,489
2017-06-22,489
2017-06-23,488
2017-06-24,488
2017-06-25,484
2017-06-26,484
2017-06-27,484
2017-06-28,484
2017-06-29,472
2017-06-30,472
2017-07-01,472
2017-07-02,464
2017-07-03,464
2017-07-04,468
2017-07-05,468
2017-07-06,469
2017-07-07,469
2017-07-08,469
2017-07-13,487
2017-07-14,502
2017-07-15,502
2017-07-16,502
2017-07-17,501
2017-07-18,501
2017-07-19,510
2017-07-20,510
2017-07-21,531
2017-07-22,531
2017-07-23,549
2017-07-24,549
2017-07-25,566
2017-07-26,566
2017-07-27,557
2017-07-28,557
2017-07-29,545
2017-07-30,550
2017-07-31,550
2017-08-01,550
2017-08-02,559
2017-08-03,559
2017-08-04,559
2017-08-05,544
2017-08-06,544
2017-08-09,532
2017-08-10,532
2017-08-11,551
2017-08-12,551
2017-08-13,577
2017-08-14,577
2017-08-15,604
2017-08-16,604
2017-08-17,614
2017-08-18,614
2017-08-19,614
2017-08-20,604
2017-08-21,604
2017-08-22,587
2017-08-23,587
2017-08-24,567
2017-08-25,567
2017-08-26,538
2017-08-27,538
2017-08-28,511
2017-08-29,511
2017-08-30,486
2017-08-31,486
2017-09-01,464
2017-09-02,443
2017-09-03,443
2017-09-04,435
2017-09-05,435
2017-09-06,427
2017-09-07,427
2017-09-08,444
2017-09-09,444
2017-09-10,456
2017-09-11,456
2017-09-12,456
2017-09-13,449
2017-09-14,449
2017-09-15,429
2017-09-16,429
2017-09-17,408
2017-09-19,392
2017-09-20,392
2017-09-21,382
2017-09-22,382
2017-09-23,365
2017-09-24,365
2017-09-25,357
2017-09-26,357
2017-09-27,353
2017-09-28,353
2017-09-29,351
2017-09-30,351
2017-10-01,362
2017-10-02,362
2017-10-03,355
2017-10-04,355
2017-10-05,339
2017-10-06,339
2017-10-07,337
2017-10-08,337
2017-10-09,337
2017-10-10,337
2017-10-11,331
2017-10-12,331
2017-10-13,329
2017-10-14,329
2017-10-15,329
2017-10-16,334
2017-10-17,334
2017-10-18,334
2017-10-19,339
2017-10-20,339
2017-10-21,331
2017-10-22,331
2017-10-23,329
2017-10-24,329
2017-10-25,324
2017-10-26,324
2017-10-27,325
2017-10-28,325
2017-10-29,325
2017-10-30,342
2017-10-31,342
2017-11-01,342
2017-11-02,360
2017-11-03,360
2017-11-04,365
2017-11-05,365
2017-11-06,365
2017-11-07,364
2017-11-08,364
2017-11-09,369
2017-11-10,369
2017-11-11,369
2017-11-12,355
2017-11-13,355
2017-11-14,355
2017-11-15,344
2017-11-16,344
2017-11-17,346
2017-11-18,346
2017-11-19,346
2017-11-20,347
2017-11-21,347
2017-11-22,347
2017-11-23,354
2017-11-24,354
2017-11-25,353
2017-11-26,353
2017-11-27,353
2017-11-28,345
2017-11-29,345
2017-11-30,345
2017-12-01,348
2017-12-02,348
2017-12-03,358
2017-12-04,358
2017-12-05,368
2017-12-06,368
2017-12-07,365
2017-12-08,365
2017-12-09,365
2017-12-10,371
2017-12-11,371
2017-12-12,377
2017-12-13,377
2017-12-14,394
2017-12-15,394
2017-12-16,409
2017-12-17,409
2017-12-18,412
2017-12-19,412
2017-12-20,412
2017-12-21,411
2017-12-22,411
2017-12-23,411
2017-12-24,411
2017-12-25,411
2017-12-26,396
2017-12-27,396
2017-12-28,393
2017-12-29,393
2017-12-30,385
2017-12-31,385
2018-01-01,373
2018-01-02,373
2018-01-03,369
2018-01-04,369
2018-01-05,368
2018-01-06,368
2018-01-07,362
2018-01-08,362
2018-01-09,360
2018-01-10,360
2018-01-11,371
2018-01-12,371
2018-01-13,376
2018-01-14,376
2018-01-15,386
2018-01-16,386
2018-01-17,406
2018-01-18,406
2018-01-19,426
2018-01-20,426
2018-01-21,448
2018-01-22,448
2018-01-23,468
2018-01-24,472
2018-01-25,472
2018-01-26,479
2018-01-27,487
2018-01-28,494
2018-01-29,505
2018-01-30,503
2018-02-01,490
2018-02-02,499
2018-02-03,490
2018-02-04,480
2018-02-05,480
2018-02-06,483
2018-02-07,502
2018-02-08,502
2018-02-09,521
2018-02-10,521
2018-02-11,513
2018-02-12,504
2018-02-13,504
2018-02-14,488
2018-02-15,469
2018-02-16,469
2018-02-17,460
2018-02-18,443
2018-02-19,437
2018-02-20,437
2018-02-21,425
2018-02-22,425
2018-02-23,411
2018-02-24,411
2018-02-25,399
2018-02-26,395
2018-02-27,412
2018-02-28,412
2018-03-01,416
2018-03-02,411
2018-03-03,400
2018-03-04,400
2018-03-05,397
2018-03-06,384
2018-03-07,364
2018-03-08,364
2018-03-09,345
2018-03-10,329
2018-03-11,312
2018-03-12,298
2018-03-13,298
2018-03-14,292
2018-03-15,292
2018-03-16,294
2018-03-17,309
2018-03-18,321
2018-03-19,321
2018-03-20,321
2018-03-21,321
2018-03-23,323
2018-03-24,319
2018-03-26,312
2018-03-27,318
2018-03-28,318
2018-03-29,328
2018-03-30,328
2018-03-31,340
2018-04-01,340
2018-04-02,340
2018-04-03,344
2018-04-04,348
2018-04-05,348
2018-04-06,356
2018-04-08,362
2018-04-09,373
2018-04-10,373
2018-04-11,380
2018-04-12,384
2018-04-13,384
2018-04-14,392
2018-04-16,402
2018-04-17,410
2018-04-18,410
2018-04-19,406
2018-04-20,417
2018-04-21,425
2018-04-22,425
2018-04-23,429
2018-04-24,429
2018-04-25,434
2018-04-26,434
2018-04-27,439
2018-04-28,439
2018-04-29,452
2018-04-30,456
2018-05-02,466
2018-05-03,466
2018-05-04,476
2018-05-05,469
2018-05-06,469
2018-05-07,480
2018-05-08,480
2018-05-09,499
2018-05-10,483
2018-05-11,483
2018-05-12,476
2018-05-13,476
2018-05-14,481
2018-05-15,481
2018-05-16,490
2018-05-17,490
2018-05-18,497
2018-05-19,494
2018-05-20,494
2018-05-21,494
2018-05-22,494
2018-05-23,502
2018-05-24,502
2018-05-25,498
2018-05-26,507
2018-05-27,507
2018-05-28,508
2018-05-29,505
2018-05-30,505
2018-05-31,501
2018-06-01,501
2018-06-02,497
2018-06-03,497
2018-06-04,501
2018-06-05,499
2018-06-06,493
2018-06-07,493
2018-06-08,490
2018-06-09,490
2018-06-10,489
2018-06-11,489
2018-06-12,486
2018-06-13,483
2018-06-14,483
2018-06-15,489
2018-06-16,489
2018-06-17,504
2018-06-18,504
2018-06-19,490
2018-06-20,490
2018-06-21,498
2018-06-22,510
2018-06-23,510
2018-06-24,519
2018-06-25,519
2018-06-26,522
2018-06-27,522
2018-06-28,527
2018-06-29,538
2018-06-30,538
2018-07-01,539
2018-07-02,539
2018-07-03,537
2018-07-04,537
2018-07-05,534
2018-07-06,532
2018-07-07,532
2018-07-08,531
2018-07-09,526
2018-07-10,526
2018-07-11,517
2018-07-12,517
2018-07-13,523
2018-07-14,536
2018-07-15,536
2018-07-16,547
2018-07-17,572
2018-07-18,572
2018-07-19,575
2018-07-20,575
2018-07-21,593
2018-07-22,608
2018-07-23,639
2018-07-24,639
2018-07-25,671
2018-07-26,703
2018-07-27,720
2018-07-28,720
2018-07-29,727
2018-07-30,716
2018-07-31,723
2018-08-01,723
2018-08-02,723
2018-08-03,723
2018-08-04,721
2018-08-05,707
2018-08-06,697
2018-08-07,691
2018-08-08,671
2018-08-09,671
2018-08-10,696
2018-08-11,703
2018-08-12,684
2018-08-14,715
2018-08-16,720
2018-08-17,712
2018-08-18,712
2018-08-19,695
2018-08-20,689
2018-08-21,689
2018-08-22,681
2018-08-23,682
2018-08-24,684
2018-08-25,679
2018-08-26,682
2018-08-27,663
2018-08-28,658
2018-08-29,643
2018-08-30,632
2018-08-31,625
2018-09-01,610
2018-09-02,599
2018-09-03,598
2018-09-04,589
2018-09-05,593
2018-09-06,593
2018-09-07,588
2018-09-08,578
2018-09-09,567
2018-09-10,577
2018-09-11,577
2018-09-12,603
2018-09-13,617
2018-09-14,621
2018-09-15,625
2018-09-16,625
2018-09-17,635
2018-09-18,655
2018-09-19,658
2018-09-20,663
2018-09-21,666
2018-09-22,659
2018-09-23,649
2018-09-24,639
2018-09-25,639
2018-09-26,633
2018-09-27,633
2018-09-28,631
2018-09-29,640
2018-09-30,625
2018-10-02,621
2018-10-03,620
2018-10-04,620
2018-10-05,612
2018-10-06,636
2018-10-07,636
2018-10-08,622
2018-10-09,622
2018-10-10,593
2018-10-11,577
2018-10-12,577
2018-10-13,566
2018-10-14,545
2018-10-15,532
2018-10-16,508
2018-10-17,502
2018-10-18,489
2018-10-19,499
2018-10-20,499
2018-10-21,517
2018-10-22,515
2018-10-23,515
2018-10-24,515
2018-10-25,515
2018-10-26,513
2018-10-27,518
2018-10-28,528
2018-10-29,528
2018-10-30,539
2018-10-31,553
2018-11-01,570
2018-11-03,609
2018-11-04,639
2018-11-05,669
2018-11-06,688
2018-11-07,694
2018-11-08,685
2018-11-09,693
2018-11-10,705
2018-11-11,722
2018-11-12,752
2018-11-13,769
2018-11-14,783
2018-11-15,799
2018-11-16,822
2018-11-17,828
2018-11-18,846
2018-11-19,855
2018-11-20,869
2018-11-21,899
2018-11-22,913
2018-11-23,946
2018-11-24,974
2018-11-25,966
2018-11-26,984
2018-11-27,960
2018-11-28,956
2018-11-29,923
2018-12-01,873
2018-12-02,854
2018-12-03,850
2018-12-04,838
2018-12-05,825
2018-12-07,770
2018-12-09,737
2018-12-10,732
2018-12-11,707
2018-12-12,688
2018-12-13,713
2018-12-14,728
2018-12-15,730
2018-12-16,734
2018-12-17,726
2018-12-18,728
2018-12-19,716
2018-12-20,698
2018-12-21,671
2018-12-22,674
2018-12-23,660
2018-12-24,672
2018-12-25,649
2018-12-26,627
2018-12-27,629
2018-12-28,598
2018-12-29,579
2018-12-30,554
2018-12-31,540
2019-01-01,530
2019-01-02,522
2019-01-03,526
2019-01-04,523
2019-01-05,525
2019-01-06,528
2019-01-08,505
2019-01-10,456
2019-01-11,439
2019-01-12,424
2019-01-13,406
2019-01-14,396
2019-01-15,393
2019-01-16,392
2019-01-17,381
2019-01-18,374
2019-01-19,367
2019-01-20,357
2019-01-21,358
2019-01-22,348
2019-01-23,346
2019-01-24,342
2019-01-25,351
2019-01-26,355
2019-01-27,359
2019-01-28,361
2019-01-29,373
2019-01-30,385
2019-01-31,383
2019-02-01,390
2019-02-02,402
2019-02-03,391
2019-02-04,400
2019-02-05,399
2019-02-06,393
2019-02-07,399
2019-02-08,400
2019-02-09,408
2019-02-10,427
2019-02-11,431
2019-02-12,428
2019-02-13,415
2019-02-14,409
2019-02-15,408
2019-02-16,404
2019-02-17,399
2019-02-18,408
2019-02-19,396
2019-02-20,395
2019-02-21,386
2019-02-22,376
2019-02-23,375
2019-02-24,369
2019-02-25,361
2019-02-26,351
2019-02-27,345
2019-02-28,329
2019-03-01,324
2019-03-02,311
2019-03-03,303
2019-03-04,313
2019-03-05,329
2019-03-06,346
2019-03-07,353
2019-03-08,353
2019-03-09,350
2019-03-10,345
2019-03-11,343
2019-03-12,341
2019-03-13,353
2019-03-14,355
2019-03-15,372
2019-03-16,389
2019-03-17,404
2019-03-18,404
2019-03-19,407
2019-03-20,391
2019-03-21,371
2019-03-22,360
2019-03-23,354
2019-03-24,350
2019-03-25,350
2019-03-26,342
2019-03-27,342
2019-03-28,336
2019-03-29,340
2019-03-30,340
2019-03-31,336
2019-04-01,329
2019-04-02,321
2019-04-03,321
2019-04-04,313
2019-04-05,308
2019-04-06,305
2019-04-07,300
2019-04-08,300
2019-04-09,291
2019-04-10,285
2019-04-11,282
2019-04-12,288
2019-04-13,294
2019-04-14,299
2019-04-15,302
2019-04-16,300
2019-04-17,297
2019-04-18,291
2019-04-19,298
2019-04-20,298
2019-04-21,298
2019-04-22,303
2019-04-23,299
2019-04-24,293
2019-04-25,296
2019-04-26,294
2019-04-27,293
2019-04-28,290
2019-04-29,298
2019-04-30,293
2019-05-01,291
2019-05-02,291
2019-05-03,289
2019-05-04,286
2019-05-05,289
2019-05-06,293
2019-05-07,286
2019-05-08,282
2019-05-09,279
2019-05-10,282
2019-05-11,289
2019-05-12,287
2019-05-13,297
2019-05-14,303
2019-05-15,303
2019-05-16,300
2019-05-17,300
2019-05-18,310
2019-05-19,312
2019-05-20,311
2019-05-21,309
2019-05-22,303
2019-05-23,305
2019-05-24,313
2019-05-25,310
2019-05-26,300
2019-05-27,308
2019-05-28,300
2019-05-29,296
2019-05-30,300
2019-05-31,300
2019-06-01,301
2019-06-02,296
2019-06-03,294
2019-06-04,307
2019-06-05,306
2019-06-06,304
2019-06-07,308
2019-06-08,302
2019-06-09,296
2019-06-10,296
2019-06-11,296
2019-06-12,293
2019-06-13,307
2019-06-14,311
2019-06-15,311
2019-06-16,316
2019-06-17,318
2019-06-18,313
2019-06-19,313
2019-06-20,304
2019-06-21,305
2019-06-22,303
2019-06-23,314
2019-06-24,329
2019-06-25,316
2019-06-26,316
2019-06-27,320
2019-06-28,320
2019-06-29,324
2019-06-30,341
2019-07-01,341
2019-07-02,350
2019-07-03,349
2019-07-04,349
2019-07-05,363
2019-07-06,363
2019-07-07,357
2019-07-08,366
2019-07-09,364
2019-07-10,358
2019-07-11,372
2019-07-12,369
2019-07-13,369
2019-07-14,373
2019-07-15,373
2019-07-16,375
2019-07-17,377
2019-07-18,377
2019-07-19,375
2019-07-20,380
2019-07-21,387
2019-07-22,388
2019-07-23,399
2019-07-24,399
2019-07-25,409
2019-07-26,409
2019-07-27,428
2019-07-28,433
2019-07-29,416
2019-07-30,410
2019-07-31,416
2019-08-01,411
2019-08-02,409
2019-08-03,412
2019-08-04,412
2019-08-05,411
2019-08-06,409
2019-08-07,405
2019-08-08,405
2019-08-09,393
2019-08-10,392
2019-08-11,380
2019-08-12,377
2019-08-13,381
2019-08-14,378
2019-08-15,374
2019-08-16,372
2019-08-17,372
2019-08-18,370
2019-08-19,362
2019-08-20,359
2019-08-21,351
2019-08-22,347
2019-08-23,347
2019-08-24,351
2019-08-24,351
