date_obj,Fire%20talisman price
2015-09-08,2977
2015-09-09,2977
2015-09-10,2923
2015-09-11,2923
2015-09-12,2894
2015-09-13,2894
2015-09-14,2787
2015-09-15,2700
2015-09-16,2700
2015-09-17,2769
2015-09-18,2769
2015-09-19,2908
2015-09-20,2908
2015-09-21,2864
2015-09-22,2864
2015-09-23,2817
2015-09-24,2817
2015-09-25,2950
2015-09-27,2955
2015-09-28,2955
2015-09-29,3021
2015-09-30,2929
2015-10-05,2802
2015-10-06,2699
2015-10-07,2699
2015-10-08,2579
2015-10-09,2457
2015-10-10,2457
2015-10-11,2433
2015-10-12,2433
2015-10-13,2411
2015-10-14,2411
2015-10-15,2296
2015-10-16,2296
2015-10-17,2231
2015-10-18,2231
2015-10-19,2220
2015-10-20,2220
2015-10-22,2148
2015-10-23,2047
2015-10-24,2047
2015-10-25,2066
2015-10-26,2066
2015-10-27,1986
2015-10-29,1947
2015-10-30,1947
2015-10-31,1918
2015-11-01,1918
2015-11-02,1904
2015-11-03,1904
2015-11-04,1963
2015-11-05,1963
2015-11-06,1940
2015-11-07,1908
2015-11-08,1908
2015-11-09,1908
2015-11-10,1894
2015-11-11,1894
2015-11-12,1989
2015-11-13,1989
2015-11-14,2089
2015-11-15,2089
2015-11-16,2194
2015-11-17,2194
2015-11-18,2279
2015-11-19,2279
2015-11-20,2386
2015-11-21,2386
2015-11-22,2474
2015-11-23,2474
2015-11-24,2393
2015-11-25,2381
2015-11-26,2381
2015-11-27,2430
2015-11-28,2430
2015-11-29,2414
2015-11-30,2414
2015-12-01,2501
2015-12-02,2501
2015-12-03,2546
2015-12-04,2546
2015-12-05,2663
2015-12-06,2663
2015-12-07,2774
2015-12-08,2774
2015-12-09,2810
2015-12-10,2810
2015-12-11,2885
2015-12-12,2885
2015-12-13,2805
2015-12-14,2805
2015-12-15,2734
2015-12-16,2734
2015-12-17,2787
2015-12-18,2787
2015-12-19,2771
2015-12-20,2765
2015-12-21,2765
2015-12-22,2807
2015-12-23,2807
2015-12-24,2809
2015-12-25,2809
2015-12-26,2786
2015-12-27,2718
2015-12-28,2718
2015-12-29,2666
2015-12-30,2734
2015-12-31,2734
2016-01-01,2745
2016-01-02,2745
2016-01-03,2673
2016-01-04,2690
2016-01-05,2690
2016-01-06,2703
2016-01-07,2703
2016-01-08,2782
2016-01-09,2782
2016-01-10,2702
2016-01-11,2702
2016-01-12,2729
2016-01-13,2729
2016-01-14,2866
2016-01-15,3010
2016-01-16,3010
2016-01-17,3141
2016-01-18,3103
2016-01-19,3103
2016-01-20,3124
2016-01-21,3124
2016-01-22,3154
2016-01-23,3154
2016-01-24,3228
2016-01-25,3203
2016-01-26,3203
2016-01-27,3113
2016-01-28,3113
2016-01-29,3120
2016-01-30,3120
2016-01-31,3011
2016-02-01,2936
2016-02-02,2936
2016-02-03,3016
2016-02-04,3016
2016-02-05,2972
2016-02-06,3017
2016-02-07,3017
2016-02-08,3153
2016-02-09,3153
2016-02-10,3289
2016-02-11,3289
2016-02-12,3325
2016-02-13,3289
2016-02-14,3289
2016-02-15,3324
2016-02-16,3324
2016-02-17,3346
2016-02-18,3346
2016-02-19,3412
2016-02-20,3412
2016-02-21,3370
2016-02-22,3370
2016-02-23,3465
2016-02-24,3465
2016-02-25,3539
2016-02-26,3539
2016-02-27,3547
2016-02-28,3547
2016-02-29,3535
2016-03-01,3523
2016-03-02,3523
2016-03-03,3495
2016-03-04,3495
2016-03-05,3574
2016-03-06,3580
2016-03-07,3580
2016-03-08,3514
2016-03-09,3445
2016-03-10,3538
2016-03-11,3538
2016-03-12,3545
2016-03-13,3545
2016-03-14,3537
2016-03-15,3449
2016-03-16,3495
2016-03-17,3495
2016-03-18,3402
2016-03-19,3402
2016-03-20,3262
2016-03-21,3262
2016-03-22,3136
2016-03-23,3047
2016-03-24,3047
2016-03-25,2947
2016-03-26,2885
2016-03-27,2885
2016-03-28,2832
2016-03-29,2826
2016-03-30,2826
2016-03-31,2684
2016-04-01,2684
2016-04-02,2574
2016-04-03,2686
2016-04-04,2615
2016-04-05,2615
2016-04-06,2608
2016-04-07,2608
2016-04-08,2639
2016-04-09,2656
2016-04-10,2649
2016-04-11,2649
2016-04-12,2749
2016-04-13,2749
2016-04-14,2887
2016-04-15,3032
2016-04-16,3184
2016-04-17,3292
2016-04-18,3198
2016-04-19,3198
2016-04-20,3045
2016-04-21,3045
2016-04-22,2922
2016-04-23,2947
2016-04-24,2905
2016-04-25,2824
2016-04-26,2872
2016-04-27,2851
2016-04-28,2851
2016-04-29,2921
2016-04-30,2799
2016-05-01,2761
2016-05-02,2679
2016-05-03,2636
2016-05-04,2636
2016-05-05,2589
2016-05-06,2589
2016-05-07,2549
2016-05-08,2549
2016-05-09,2468
2016-05-10,2347
2016-05-11,2347
2016-05-12,2293
2016-05-13,2214
2016-05-14,2132
2016-05-15,2103
2016-05-16,2103
2016-05-17,2123
2016-05-18,2022
2016-05-19,2022
2016-05-22,1920
2016-05-23,1858
2016-05-24,1831
2016-05-25,1831
2016-05-26,1750
2016-05-27,1698
2016-05-28,1698
2016-05-29,1672
2016-05-30,1672
2016-05-31,1756
2016-06-01,1795
2016-06-02,1795
2016-06-03,1799
2016-06-04,1802
2016-06-05,1802
2016-06-06,1795
2016-06-07,1795
2016-06-08,1754
2016-06-09,1833
2016-06-10,1881
2016-06-11,1881
2016-06-12,1954
2016-06-13,1954
2016-06-14,1999
2016-06-15,1999
2016-06-16,2023
2016-06-17,2003
2016-06-18,2003
2016-06-19,1984
2016-06-20,1983
2016-06-21,2017
2016-06-22,2025
2016-06-23,2104
2016-06-24,2104
2016-06-25,2100
2016-06-26,2100
2016-06-27,2039
2016-06-28,2050
2016-06-29,2050
2016-06-30,2032
2016-07-01,1931
2016-07-02,1931
2016-07-03,1879
2016-07-04,1849
2016-07-05,1849
2016-07-06,1882
2016-07-07,1834
2016-07-08,1899
2016-07-09,1985
2016-07-10,1961
2016-07-11,1953
2016-07-12,1953
2016-07-13,2012
2016-07-14,1976
2016-07-15,2054
2016-07-16,2116
2016-07-17,2116
2016-07-18,2097
2016-07-23,2126
2016-07-24,2218
2016-07-25,2259
2016-07-26,2259
2016-07-27,2356
2016-07-28,2356
2016-07-29,2346
2016-07-30,2305
2016-07-31,2305
2016-08-01,2271
2016-08-02,2385
2016-08-03,2458
2016-08-04,2458
2016-08-05,2474
2016-08-06,2474
2016-08-07,2432
2016-08-08,2432
2016-08-09,2415
2016-08-10,2415
2016-08-11,2403
2016-08-12,2403
2016-08-13,2371
2016-08-14,2371
2016-08-15,2407
2016-08-16,2407
2016-08-17,2312
2016-08-18,2312
2016-08-19,2202
2016-08-20,2262
2016-08-21,2262
2016-08-22,2237
2016-08-23,2237
2016-08-24,2293
2016-08-25,2293
2016-08-26,2259
2016-08-28,2328
2016-08-31,2393
2016-09-01,2403
2016-09-02,2403
2016-09-03,2482
2016-09-04,2431
2016-09-05,2431
2016-09-06,2357
2016-09-07,2357
2016-09-08,2253
2016-09-09,2253
2016-09-10,2300
2016-09-11,2300
2016-09-12,2398
2016-09-13,2445
2016-09-14,2445
2016-09-15,2510
2016-09-16,2510
2016-09-17,2455
2016-09-18,2455
2016-09-19,2346
2016-09-20,2346
2016-09-21,2255
2016-09-22,2148
2016-09-23,2148
2016-09-24,2045
2016-09-25,1967
2016-09-26,1967
2016-09-27,1868
2016-09-28,1868
2016-09-29,1792
2016-09-30,1726
2016-10-01,1726
2016-10-02,1763
2016-10-03,1763
2016-10-04,1768
2016-10-05,1768
2016-10-06,1732
2016-10-07,1732
2016-10-08,1650
2016-10-09,1650
2016-10-10,1646
2016-10-11,1646
2016-10-12,1620
2016-10-13,1620
2016-10-14,1626
2016-10-15,1626
2016-10-16,1588
2016-10-17,1510
2016-10-18,1510
2016-10-19,1491
2016-10-20,1491
2016-10-21,1526
2016-10-22,1526
2016-10-23,1570
2016-10-24,1570
2016-10-25,1594
2016-10-26,1636
2016-10-27,1636
2016-10-28,1718
2016-10-29,1756
2016-10-30,1756
2016-10-31,1837
2016-11-01,1837
2016-11-02,1788
2016-11-03,1788
2016-11-04,1858
2016-11-05,1858
2016-11-06,1914
2016-11-07,1914
2016-11-08,1918
2016-11-09,1918
2016-11-10,1844
2016-11-11,1844
2016-11-12,1888
2016-11-13,1888
2016-11-14,1877
2016-11-15,1877
2016-12-07,2093
2016-12-08,2169
2016-12-09,2136
2016-12-10,2136
2016-12-11,2148
2016-12-12,2148
2016-12-13,2201
2016-12-14,2246
2016-12-15,2246
2016-12-16,2227
2016-12-17,2248
2016-12-18,2248
2016-12-19,2285
2016-12-20,2297
2016-12-21,2388
2016-12-22,2388
2016-12-23,2412
2016-12-24,2412
2016-12-25,2387
2016-12-26,2387
2016-12-27,2321
2016-12-28,2281
2016-12-29,2349
2016-12-30,2349
2016-12-31,2456
2017-01-01,2465
2017-01-02,2438
2017-01-03,2438
2017-01-04,2396
2017-01-05,2396
2017-01-06,2430
2017-01-07,2396
2017-01-08,2374
2017-01-09,2380
2017-01-10,2380
2017-01-11,2387
2017-01-12,2352
2017-01-13,2352
2017-01-14,2295
2017-01-15,2274
2017-01-16,2234
2017-01-17,2289
2017-01-18,2182
2017-01-19,2182
2017-01-20,2154
2017-01-21,2197
2017-01-22,2223
2017-01-23,2178
2017-01-27,2089
2017-01-28,2044
2017-01-29,2127
2017-01-30,2127
2017-01-31,2196
2017-02-01,2179
2017-02-02,2179
2017-02-03,2278
2017-02-04,2328
2017-02-05,2221
2017-02-06,2213
2017-02-07,2213
2017-02-08,2185
2017-02-09,2185
2017-02-10,2175
2017-02-11,2185
2017-02-12,2185
2017-02-13,2206
2017-02-14,2153
2017-02-15,2153
2017-02-16,2146
2017-02-18,2165
2017-02-19,2180
2017-02-20,2180
2017-02-21,2207
2017-02-22,2207
2017-02-23,2239
2017-02-24,2239
2017-02-25,2153
2017-02-26,2153
2017-02-27,2106
2017-02-28,2013
2017-03-01,2013
2017-03-02,1966
2017-03-03,1966
2017-03-04,1955
2017-03-05,1955
2017-03-06,1861
2017-03-07,1856
2017-03-08,1856
2017-03-09,1795
2017-03-10,1756
2017-03-11,1751
2017-03-12,1751
2017-03-13,1747
2017-03-14,1749
2017-03-15,1774
2017-03-16,1774
2017-03-17,1700
2017-03-18,1700
2017-03-19,1660
2017-03-20,1639
2017-03-21,1679
2017-03-22,1679
2017-03-23,1657
2017-03-24,1657
2017-03-25,1657
2017-03-26,1604
2017-03-27,1603
2017-03-28,1603
2017-03-29,1585
2017-03-30,1585
2017-03-31,1650
2017-04-01,1650
2017-04-02,1639
2017-04-03,1713
2017-04-04,1713
2017-04-12,2009
2017-04-13,2110
2017-04-14,2110
2017-04-15,2213
2017-04-16,2251
2017-04-17,2255
2017-04-18,2255
2017-04-19,2321
2017-04-20,2321
2017-04-21,2350
2017-04-22,2350
2017-04-23,2365
2017-04-24,2407
2017-04-25,2421
2017-04-26,2421
2017-04-27,2491
2017-04-28,2598
2017-04-29,2600
2017-04-30,2600
2017-05-01,2716
2017-05-02,2778
2017-05-03,2778
2017-05-04,2833
2017-05-05,2753
2017-05-06,2753
2017-05-07,2718
2017-05-08,2711
2017-05-09,2753
2017-05-10,2753
2017-05-11,2751
2017-05-12,2731
2017-05-13,2643
2017-05-14,2643
2017-05-15,2510
2017-05-16,2384
2017-05-17,2384
2017-05-18,2264
2017-05-19,2264
2017-05-20,2150
2017-05-21,2150
2017-05-22,2042
2017-05-23,1958
2017-05-24,1874
2017-05-25,1874
2017-05-26,1825
2017-05-27,1769
2017-05-28,1769
2017-05-29,1787
2017-05-30,1787
2017-05-31,1827
2017-06-01,1873
2017-06-02,1806
2017-06-03,1806
2017-06-04,1715
2017-06-05,1715
2017-06-06,1680
2017-06-07,1661
2017-06-08,1661
2017-06-09,1598
2017-06-10,1575
2017-06-11,1551
2017-06-12,1551
2017-06-13,1569
2017-06-14,1583
2017-06-15,1583
2017-06-16,1507
2017-06-17,1507
2017-06-18,1445
2017-06-19,1445
2017-06-20,1478
2017-06-21,1478
2017-06-22,1448
2017-06-23,1448
2017-06-24,1504
2017-06-25,1504
2017-06-26,1558
2017-06-27,1506
2017-06-28,1506
2017-06-29,1474
2017-06-30,1515
2017-07-01,1515
2017-07-02,1591
2017-07-03,1620
2017-07-04,1669
2017-07-05,1669
2017-07-06,1650
2017-07-07,1650
2017-07-08,1638
2017-07-13,1750
2017-07-14,1740
2017-07-15,1740
2017-07-16,1763
2017-07-17,1828
2017-07-18,1828
2017-07-19,1815
2017-07-20,1879
2017-07-21,1813
2017-07-22,1837
2017-07-23,1833
2017-07-24,1833
2017-07-25,1878
2017-07-26,1889
2017-07-27,1871
2017-07-28,1871
2017-07-29,1896
2017-07-30,1991
2017-07-31,1991
2017-08-01,2091
2017-08-02,2080
2017-08-03,2080
2017-08-04,1981
2017-08-05,1963
2017-08-06,1963
2017-08-09,1774
2017-08-10,1779
2017-08-11,1779
2017-08-12,1843
2017-08-13,1843
2017-08-14,1877
2017-08-15,1878
2017-08-16,1878
2017-08-17,1885
2017-08-18,1885
2017-08-19,1950
2017-08-20,1911
2017-08-21,1911
2017-08-22,1920
2017-08-23,1920
2017-08-24,1972
2017-08-25,1972
2017-08-26,1963
2017-08-27,1994
2017-08-28,1994
2017-08-29,2013
2017-08-30,2075
2017-08-31,2075
2017-09-01,2110
2017-09-02,2098
2017-09-03,2098
2017-09-04,2038
2017-09-05,1976
2017-09-06,1982
2017-09-07,1949
2017-09-08,1949
2017-09-09,1896
2017-09-10,1926
2017-09-11,1973
2017-09-12,1973
2017-09-13,1978
2017-09-14,1979
2017-09-15,1979
2017-09-16,1964
2017-09-17,2025
2017-09-18,2025
2017-09-19,1963
2017-09-20,1971
2017-09-21,1971
2017-09-22,1981
2017-09-23,1981
2017-09-24,1978
2017-09-25,1996
2017-09-26,1971
2017-09-27,1971
2017-09-28,2013
2017-09-29,2005
2017-09-30,2005
2017-10-01,1970
2017-10-02,1967
2017-10-03,1967
2017-10-04,1933
2017-10-05,1899
2017-10-06,1894
2017-10-07,1989
2017-10-08,2089
2017-10-09,2088
2017-10-10,2119
2017-10-11,2119
2017-10-12,2129
2017-10-13,2053
2017-10-14,2011
2017-10-15,2011
2017-10-16,1965
2017-10-17,1965
2017-10-18,1977
2017-10-19,1977
2017-10-20,2022
2017-10-21,2093
2017-10-22,2178
2017-10-23,2185
2017-10-24,2097
2017-10-25,2088
2017-10-26,2094
2017-10-27,2072
2017-10-28,2072
2017-10-29,2057
2017-10-30,1997
2017-10-31,2026
2017-11-01,2026
2017-11-02,2120
2017-11-03,2189
2017-11-04,2106
2017-11-05,2060
2017-11-06,1990
2017-11-07,1990
2017-11-08,2036
2017-11-09,2079
2017-11-10,2079
2017-11-11,2127
2017-11-12,2107
2017-11-13,2044
2017-11-14,2044
2017-11-15,2033
2017-11-16,2052
2017-11-17,2042
2017-11-18,2042
2017-11-19,1998
2017-11-20,1971
2017-11-21,1954
2017-11-22,1954
2017-11-23,2015
2017-11-24,2015
2017-11-25,2008
2017-11-26,2047
2017-11-27,2047
2017-11-28,2021
2017-11-29,1985
2017-11-30,1985
2017-12-01,1947
2017-12-02,1947
2017-12-03,1929
2017-12-04,1929
2017-12-05,1919
2017-12-06,1925
2017-12-07,1883
2017-12-08,1883
2017-12-09,1817
2017-12-10,1805
2017-12-11,1817
2017-12-12,1772
2017-12-13,1738
2017-12-14,1700
2017-12-15,1661
2017-12-16,1661
2017-12-17,1620
2017-12-18,1596
2017-12-19,1596
2017-12-20,1606
2017-12-21,1655
2017-12-22,1714
2017-12-23,1784
2017-12-24,1760
2017-12-25,1760
2017-12-26,1763
2017-12-27,1697
2017-12-28,1697
2017-12-29,1654
2017-12-30,1715
2017-12-31,1715
2018-01-01,1734
2018-01-02,1758
2018-01-03,1830
2018-01-04,1890
2018-01-05,1880
2018-01-06,1831
2018-01-07,1818
2018-01-08,1752
2018-01-09,1717
2018-01-10,1717
2018-01-11,1744
2018-01-12,1680
2018-01-13,1677
2018-01-14,1692
2018-01-15,1777
2018-01-16,1825
2018-01-17,1857
2018-01-18,1792
2018-01-19,1792
2018-01-20,1808
2018-01-21,1833
2018-01-22,1808
2018-01-23,1796
2018-01-24,1822
2018-01-25,1832
2018-01-26,1770
2018-01-27,1791
2018-01-28,1827
2018-01-29,1896
2018-01-30,1953
2018-01-31,1961
2018-02-01,1901
2018-02-02,1882
2018-02-03,1903
2018-02-04,1946
2018-02-05,1952
2018-02-06,1955
2018-02-07,1945
2018-02-08,1919
2018-02-09,1898
2018-02-10,1868
2018-02-11,1879
2018-02-12,1909
2018-02-13,1891
2018-02-14,1829
2018-02-15,1833
2018-02-16,1746
2018-02-17,1771
2018-02-18,1843
2018-02-19,1780
2018-02-20,1801
2018-02-21,1796
2018-02-22,1843
2018-02-23,1765
2018-02-24,1763
2018-02-25,1785
2018-02-26,1816
2018-02-27,1856
2018-02-28,1870
2018-03-01,1840
2018-03-02,1786
2018-03-03,1790
2018-03-04,1790
2018-03-05,1791
2018-03-06,1829
2018-03-07,1860
2018-03-08,1792
2018-03-09,1789
2018-03-10,1795
2018-03-11,1746
2018-03-12,1750
2018-03-13,1732
2018-03-14,1750
2018-03-15,1729
2018-03-16,1762
2018-03-17,1804
2018-03-18,1806
2018-03-20,1806
2018-03-21,1855
2018-03-23,1801
2018-03-24,1788
2018-03-25,1728
2018-03-26,1751
2018-03-27,1758
2018-03-28,1763
2018-03-29,1767
2018-03-30,1799
2018-03-31,1786
2018-04-01,1815
2018-04-02,1830
2018-04-03,1909
2018-04-04,1892
2018-04-05,1912
2018-04-06,1903
2018-04-07,1866
2018-04-08,1857
2018-04-09,1886
2018-04-10,1858
2018-04-11,1845
2018-04-12,1836
2018-04-13,1886
2018-04-14,1842
2018-04-15,1850
2018-04-16,1822
2018-04-17,1808
2018-04-18,1816
2018-04-19,1813
2018-04-20,1837
2018-04-21,1805
2018-04-22,1892
2018-04-23,1861
2018-04-24,1811
2018-04-25,1803
2018-04-26,1783
2018-04-27,1800
2018-04-28,1745
2018-04-29,1816
2018-04-30,1850
2018-05-01,1849
2018-05-03,1835
2018-05-04,1810
2018-05-05,1803
2018-05-06,1803
2018-05-07,1797
2018-05-08,1815
2018-05-09,1853
2018-05-10,1833
2018-05-11,1819
2018-05-12,1803
2018-05-13,1779
2018-05-14,1784
2018-05-15,1790
2018-05-16,1799
2018-05-17,1787
2018-05-18,1827
2018-05-19,1774
2018-05-20,1821
2018-05-21,1820
2018-05-22,1812
2018-05-23,1836
2018-05-24,1863
2018-05-25,1856
2018-05-26,1847
2018-05-27,1884
2018-05-28,1872
2018-05-29,1870
2018-05-30,1887
2018-05-31,1924
2018-06-01,1864
2018-06-02,1844
2018-06-03,1866
2018-06-04,1852
2018-06-05,1856
2018-06-06,1860
2018-06-07,1856
2018-06-08,1840
2018-06-09,1875
2018-06-10,1834
2018-06-11,1849
2018-06-12,1848
2018-06-13,1800
2018-06-14,1750
2018-06-15,1694
2018-06-16,1646
2018-06-17,1654
2018-06-18,1713
2018-06-19,1760
2018-06-20,1760
2018-06-21,1762
2018-06-22,1716
2018-06-23,1640
2018-06-24,1604
2018-06-25,1633
2018-06-26,1656
2018-06-27,1671
2018-06-28,1725
2018-06-29,1754
2018-06-30,1743
2018-07-01,1758
2018-07-02,1736
2018-07-03,1719
2018-07-04,1691
2018-07-05,1686
2018-07-06,1610
2018-07-07,1584
2018-07-08,1584
2018-07-09,1596
2018-07-10,1666
2018-07-11,1700
2018-07-12,1781
2018-07-13,1723
2018-07-14,1675
2018-07-15,1650
2018-07-16,1632
2018-07-17,1632
2018-07-18,1649
2018-07-19,1698
2018-07-20,1650
2018-07-21,1663
2018-07-22,1649
2018-07-23,1656
2018-07-24,1634
2018-07-25,1621
2018-07-26,1647
2018-07-27,1686
2018-07-28,1739
2018-07-29,1768
2018-07-30,1731
2018-07-31,1746
2018-08-01,1752
2018-08-02,1735
2018-08-03,1691
2018-08-04,1732
2018-08-05,1768
2018-08-06,1796
2018-08-07,1854
2018-08-08,1947
2018-08-09,2045
2018-08-10,2148
2018-08-11,2256
2018-08-12,2369
2018-08-14,2613
2018-08-16,2882
2018-08-17,3027
2018-08-18,3179
2018-08-19,3337
2018-08-20,3503
2018-08-21,3637
2018-08-22,3704
2018-08-23,3591
2018-08-24,3424
2018-08-25,3292
2018-08-26,3395
2018-08-27,3524
2018-08-28,3594
2018-08-29,3579
2018-08-30,3479
2018-08-31,3365
2018-09-01,3247
2018-09-02,3179
2018-09-03,3163
2018-09-04,3088
2018-09-05,2933
2018-09-06,2786
2018-09-07,2848
2018-09-08,2778
2018-09-09,2672
2018-09-10,2606
2018-09-11,2675
2018-09-12,2597
2018-09-13,2584
2018-09-14,2472
2018-09-15,2389
2018-09-16,2281
2018-09-17,2285
2018-09-18,2242
2018-09-19,2238
2018-09-20,2126
2018-09-21,2061
2018-09-22,2101
2018-09-23,2021
2018-09-24,1987
2018-09-25,1955
2018-09-26,1944
2018-09-27,1948
2018-09-28,1931
2018-09-29,1910
2018-09-30,1956
2018-10-01,1921
2018-10-02,1996
2018-10-03,2011
2018-10-04,2028
2018-10-05,2037
2018-10-06,2066
2018-10-07,2130
2018-10-08,2198
2018-10-09,2282
2018-10-10,2354
2018-10-11,2381
2018-10-12,2452
2018-10-13,2477
2018-10-14,2528
2018-10-15,2567
2018-10-16,2582
2018-10-17,2547
2018-10-18,2521
2018-10-19,2513
2018-10-20,2508
2018-10-21,2480
2018-10-22,2450
2018-10-23,2377
2018-10-24,2284
2018-10-25,2217
2018-10-26,2138
2018-10-27,2158
2018-10-28,2205
2018-10-29,2221
2018-10-30,2216
2018-10-31,2273
2018-11-01,2235
2018-11-03,2198
2018-11-04,2202
2018-11-05,2166
2018-11-06,2205
2018-11-07,2199
2018-11-08,2255
2018-11-09,2265
2018-11-10,2312
2018-11-11,2316
2018-11-12,2358
2018-11-13,2363
2018-11-14,2351
2018-11-15,2335
2018-11-16,2303
2018-11-17,2215
2018-11-18,2204
2018-11-19,2193
2018-11-20,2223
2018-11-21,2255
2018-11-22,2187
2018-11-23,2213
2018-11-24,2212
2018-11-25,2181
2018-11-26,2160
2018-11-27,2172
2018-11-28,2199
2018-11-29,2226
2018-12-01,2221
2018-12-02,2223
2018-12-03,2233
2018-12-04,2215
2018-12-05,2167
2018-12-07,2136
2018-12-09,2150
2018-12-10,2095
2018-12-11,2038
2018-12-12,2064
2018-12-13,2159
2018-12-14,2199
2018-12-15,2250
2018-12-16,2263
2018-12-17,2300
2018-12-18,2263
2018-12-19,2173
2018-12-20,2143
2018-12-21,2140
2018-12-22,2170
2018-12-23,2162
2018-12-24,2139
2018-12-25,2087
2018-12-26,2092
2018-12-27,2076
2018-12-28,2124
2018-12-29,2092
2018-12-30,2081
2018-12-31,2047
2019-01-01,2035
2019-01-02,2019
2019-01-03,1993
2019-01-04,2026
2019-01-05,1972
2019-01-06,1991
2019-01-08,2101
2019-01-10,2252
2019-01-11,2350
2019-01-12,2336
2019-01-13,2387
2019-01-14,2493
2019-01-15,2603
2019-01-16,2688
2019-01-17,2730
2019-01-18,2673
2019-01-19,2762
2019-01-20,2815
2019-01-21,2956
2019-01-22,3006
2019-01-23,2920
2019-01-24,2976
2019-01-25,3122
2019-01-26,3272
2019-01-27,3436
2019-01-28,3608
2019-01-29,3789
2019-01-30,3938
2019-01-31,3919
2019-02-01,3973
2019-02-02,3835
2019-02-03,3701
2019-02-04,3631
2019-02-05,3644
2019-02-06,3583
2019-02-07,3413
2019-02-08,3247
2019-02-09,3084
2019-02-10,2929
2019-02-11,2784
2019-02-12,2644
2019-02-13,2586
2019-02-14,2583
2019-02-15,2657
2019-02-16,2641
2019-02-17,2774
2019-02-18,2752
2019-02-19,2851
2019-02-20,2928
2019-02-21,2997
2019-02-22,3056
2019-02-23,3061
2019-02-24,3071
2019-02-25,3062
2019-02-26,3059
2019-02-27,3036
2019-02-28,2972
2019-03-01,3042
2019-03-02,3156
2019-03-03,3298
2019-03-04,3340
2019-03-05,3434
2019-03-06,3524
2019-03-07,3675
2019-03-08,3858
2019-03-09,4051
2019-03-10,4254
2019-03-11,4467
2019-03-12,4691
2019-03-13,4785
2019-03-14,4601
2019-03-15,4370
2019-03-16,4151
2019-03-17,3963
2019-03-18,3764
2019-03-19,3575
2019-03-20,3450
2019-03-21,3473
2019-03-22,3448
2019-03-23,3424
2019-03-24,3281
2019-03-25,3158
2019-03-26,3077
