date_obj,Guthan's%20helm price
2018-11-15,1258011
2018-11-16,1248686
2018-11-17,1251580
2018-11-18,1245595
2018-11-19,1219352
2018-11-20,1187675
2018-11-21,1145187
2018-11-22,1130761
2018-11-23,1165233
2018-11-24,1131671
2018-11-25,1121405
2018-11-26,1114161
2018-11-27,1090068
2018-11-28,1086145
2018-11-29,1078897
2018-12-01,1140055
2018-12-02,1191230
2018-12-03,1213149
2018-12-04,1260413
2018-12-05,1283258
2018-12-07,1260476
2018-12-09,1325154
2018-12-10,1375923
2018-12-11,1405543
2018-12-12,1420053
2018-12-13,1381698
2018-12-14,1331475
2018-12-15,1314879
2018-12-16,1289840
2018-12-17,1264416
2018-12-18,1249975
2018-12-19,1226109
2018-12-20,1225466
2018-12-21,1197631
2018-12-22,1185133
2018-12-23,1176872
2018-12-24,1175919
2018-12-25,1199684
2018-12-26,1196926
2018-12-27,1195626
2018-12-28,1186221
2018-12-29,1211043
2018-12-30,1183652
2018-12-31,1164746
2019-01-01,1149384
2019-01-02,1152689
2019-01-03,1132270
2019-01-04,1129882
2019-01-05,1141898
2019-01-06,1158919
2019-01-08,1143337
2019-01-10,1078280
2019-01-11,1059205
2019-01-12,1097843
2019-01-13,1151969
2019-01-14,1160102
2019-01-15,1166225
2019-01-16,1195807
2019-01-17,1224004
2019-01-18,1243130
2019-01-19,1254437
2019-01-20,1226203
2019-01-21,1242539
2019-01-22,1258000
2019-01-23,1255017
2019-01-24,1261164
2019-01-25,1238306
2019-01-26,1228319
2019-01-27,1223309
2019-01-28,1213954
2019-01-29,1203596
2019-01-30,1179498
2019-01-31,1164738
2019-02-01,1151748
2019-02-02,1136721
2019-02-03,1139321
2019-02-04,1124959
2019-02-05,1114589
2019-02-06,1098961
2019-02-07,1082383
2019-02-08,1067251
2019-02-09,1070580
2019-02-10,1062700
2019-02-11,1034783
2019-02-12,984602
2019-02-13,953081
2019-02-14,927352
2019-02-15,895283
2019-02-16,931788
2019-02-17,961703
2019-02-18,992692
2019-02-19,999005
2019-02-20,1016120
2019-02-21,1030879
2019-02-22,1027971
2019-02-23,1044303
2019-02-24,1077461
2019-02-25,1054625
2019-02-26,1056689
2019-02-27,1056466
2019-02-28,1030954
2019-03-01,1016219
2019-03-02,998827
2019-03-03,1002188
2019-03-04,976145
2019-03-05,999673
2019-03-06,997958
2019-03-07,1013294
2019-03-08,1016972
2019-03-09,1021744
2019-03-10,1019929
2019-03-11,1008261
2019-03-12,1015715
2019-03-13,1008373
2019-03-14,1000480
2019-03-15,1001457
2019-03-16,1022419
2019-03-17,1041934
2019-03-18,1062508
2019-03-19,1097993
2019-03-20,1133419
2019-03-21,1129769
2019-03-22,1136226
2019-03-23,1129987
2019-03-24,1084968
2019-03-25,1066340
2019-03-26,1069095
2019-03-27,1068105
2019-03-28,1048918
2019-03-29,1061177
2019-03-30,1034912
2019-03-31,1039405
2019-04-01,1048551
2019-04-02,1028591
2019-04-03,1007438
2019-04-04,995477
2019-04-05,988126
2019-04-06,1015673
2019-04-07,1042618
2019-04-08,1044466
2019-04-09,1055050
2019-04-10,1065226
2019-04-11,1065441
2019-04-12,1050895
2019-04-13,1044596
2019-04-14,1025302
2019-04-15,1017226
2019-04-16,1002328
2019-04-17,960829
2019-04-18,968930
2019-04-19,1001028
2019-04-20,1023376
2019-04-21,1046423
2019-04-22,1052337
2019-04-23,1031687
2019-04-24,1011614
2019-04-25,1007639
2019-04-26,1011088
2019-04-27,1032014
2019-04-28,1025950
2019-04-29,1007012
2019-04-30,992216
2019-05-01,1010028
2019-05-02,1029898
2019-05-03,1020287
2019-05-04,1007425
2019-05-05,990589
2019-05-06,983808
2019-05-07,978430
2019-05-08,962477
2019-05-09,960542
2019-05-10,972107
2019-05-11,983397
2019-05-12,981362
2019-05-13,976913
2019-05-14,962264
2019-05-15,952759
2019-05-16,944281
2019-05-17,948929
2019-05-18,941261
2019-05-19,930745
2019-05-20,923858
2019-05-21,929499
2019-05-22,928637
2019-05-23,915306
2019-05-24,912555
2019-05-25,906294
2019-05-26,911861
2019-05-27,880091
2019-05-28,893864
2019-05-29,883303
2019-05-30,873540
2019-05-31,866094
2019-06-01,866203
2019-06-02,883769
2019-06-03,881512
2019-06-04,880304
2019-06-05,886452
2019-06-06,887037
2019-06-07,883963
2019-06-08,902394
2019-06-09,906841
2019-06-10,903253
2019-06-11,896368
2019-06-12,896498
2019-06-13,893587
2019-06-14,873334
2019-06-15,874245
2019-06-16,865508
2019-06-17,878578
2019-06-18,862552
2019-06-19,864744
2019-06-20,848156
2019-06-21,847213
2019-06-22,842135
2019-06-23,830136
2019-06-24,845109
2019-06-25,852180
2019-06-26,840811
2019-06-27,853680
2019-06-28,856049
2019-06-29,876015
2019-06-30,874516
2019-07-01,880892
2019-07-02,878969
2019-07-03,858279
2019-07-04,828932
2019-07-05,838620
2019-07-06,846249
2019-07-07,852840
2019-07-08,851829
2019-07-09,835085
2019-07-10,831375
2019-07-11,804240
2019-07-12,796124
2019-07-13,789469
2019-07-14,814360
2019-07-15,826620
2019-07-16,830737
2019-07-17,835561
2019-07-18,820230
2019-07-19,813918
2019-07-20,796012
2019-07-21,786651
2019-07-22,773270
2019-07-23,772330
2019-07-24,769475
2019-07-25,740307
2019-07-26,715218
2019-07-27,712426
2019-07-28,695740
2019-07-29,702069
2019-07-30,711432
2019-07-31,717459
2019-08-01,709368
2019-08-02,721982
2019-08-03,740610
2019-08-04,762923
2019-08-05,778694
2019-08-06,786149
2019-08-07,805591
2019-08-08,800628
2019-08-09,798859
2019-08-10,780688
2019-08-11,787790
2019-08-12,812848
2019-08-13,830599
2019-08-14,833411
2019-08-15,814217
2019-08-16,839873
2019-08-17,835300
2019-08-18,848567
2019-08-19,845811
2019-08-20,843251
2019-08-21,846075
2019-08-22,830380
2019-08-23,822602
2019-08-24,807742
2019-08-24,807742
2019-08-25,832721
2019-08-25,832721
2019-08-26,826370
2019-08-26,826370
2019-08-27,816584
2019-08-27,816584
2019-08-28,795831
2019-08-29,798326
2019-08-30,778229
2019-08-31,776954
2019-09-01,764475
2019-09-02,747240
2019-09-03,740600
2019-09-04,729622
2019-09-05,705685
2019-09-06,691100
2019-09-07,690544
2019-09-08,682175
2019-09-09,682379
2019-09-10,674795
2019-09-11,659081
2019-09-12,632520
2019-09-13,602538
2019-09-14,598486
2019-09-15,592786
2019-09-16,588028
2019-09-17,580380
2019-09-18,571548
2019-09-19,565416
2019-09-20,565421
2019-09-21,559274
2019-09-22,549404
2019-09-23,543747
2019-09-24,543556
2019-09-25,551385
2019-09-26,573626
2019-09-27,594616
2019-09-28,610415
2019-09-29,639541
2019-09-30,643225
2019-10-01,642217
2019-10-02,641600
2019-10-03,651575
2019-10-04,656832
2019-10-05,667788
2019-10-06,700422
2019-10-07,730748
2019-10-08,758215
2019-10-09,773837
2019-10-10,763985
2019-10-11,755970
2019-10-12,744987
2019-10-13,738114
2019-10-14,732176
2019-10-15,730817
2019-10-16,713684
2019-10-17,697234
2019-10-18,682885
2019-10-19,667613
2019-10-20,642080
2019-10-21,635005
2019-10-22,614214
2019-10-23,605463
2019-10-24,602754
2019-10-25,595428
2019-10-26,583052
2019-10-27,581810
2019-10-28,581958
2019-10-29,557471
2019-10-30,545474
2019-10-31,546294
2019-11-01,538260
2019-11-02,528633
2019-11-03,512284
2019-11-04,508226
2019-11-05,503776
2019-11-06,490086
2019-11-07,491778
2019-11-08,485950
2019-11-09,476746
2019-11-10,474991
2019-11-11,490019
2019-11-12,499666
2019-11-13,479154
2019-11-14,487494
2019-11-15,511109
2019-11-16,533234
2019-11-17,552267
2019-11-18,561326
2019-11-19,561544
2019-11-20,538224
2019-11-21,521572
2019-11-22,519790
2019-11-23,520605
2019-11-24,542367
2019-11-25,552905
2019-11-26,540565
2019-11-27,542406
2019-11-28,521323
2019-11-29,520442
2019-11-30,497411
2019-12-01,508009
2019-12-02,500749
2019-12-03,497510
2019-12-04,486684
2019-12-05,486053
2019-12-06,478206
2019-12-07,487442
2019-12-08,487595
2019-12-09,497007
2019-12-10,484995
2019-12-11,483784
2019-12-12,475468
2019-12-13,469556
2019-12-14,487761
2019-12-15,507102
2019-12-16,522236
2019-12-17,521705
2019-12-18,515847
2019-12-19,522418
2019-12-20,526158
2019-12-21,526352
2019-12-22,539311
2019-12-23,562730
2019-12-24,586628
2019-12-25,614344
2019-12-26,631828
2019-12-27,649394
2019-12-28,640441
2019-12-29,631617
2019-12-30,620349
2019-12-31,609186
2020-01-01,603581
2020-01-02,630855
2020-01-03,656172
2020-01-04,650875
2020-01-05,669252
2020-01-06,700588
2020-01-07,708294
2020-01-08,712070
2020-01-09,706069
2020-01-10,723064
2020-01-11,742710
2020-01-12,748714
2020-01-13,727773
2020-01-14,737078
2020-01-15,731460
2020-01-16,720546
2020-01-17,709286
2020-01-18,710478
2020-01-19,716009
2020-01-20,727290
2020-01-21,716634
2020-01-22,707291
2020-01-23,697823
2020-01-24,696291
2020-01-25,684756
2020-01-26,664708
2020-01-27,645668
2020-01-28,632503
2020-01-29,617799
2020-01-30,595883
2020-01-31,585338
2020-02-01,609490
2020-02-02,608637
2020-02-03,581128
2020-02-04,560837
2020-02-05,542841
2020-02-06,518626
2020-02-07,521665
2020-02-08,542225
2020-02-09,564469
2020-02-10,568731
2020-02-11,570922
2020-02-12,584798
2020-02-13,589422
2020-02-14,584778
2020-02-15,613520
2020-02-16,638799
2020-02-17,645323
2020-02-18,627520
2020-02-19,620424
2020-02-20,603677
2020-02-21,611053
2020-02-22,618134
2020-02-23,644621
2020-02-24,658360
2020-02-25,665936
2020-02-26,656124
2020-02-27,654323
2020-02-28,657950
2020-02-29,670565
2020-03-01,665846
2020-03-02,659943
2020-03-03,652748
2020-03-04,641131
2020-03-05,632491
2020-03-06,628196
2020-03-07,622640
2020-03-08,638593
2020-03-09,628803
2020-03-10,621292
2020-03-11,612257
2020-03-12,608750
2020-03-13,610156
2020-03-14,614291
2020-03-15,612155
2020-03-16,604167
2020-03-17,604533
2020-03-18,599601
2020-03-19,596070
2020-03-20,604617
2020-03-21,608901
2020-03-22,637741
2020-03-23,669629
2020-03-24,702652
2020-03-25,737785
2020-03-26,774675
2020-03-27,813407
2020-03-28,830625
2020-03-29,830195
2020-03-30,817659
2020-03-31,816711
2020-04-01,823401
2020-04-02,856169
2020-04-03,835540
2020-04-04,822312
2020-04-05,803065
2020-04-06,789909
2020-04-07,773146
2020-04-08,770103
2020-04-09,757088
2020-04-10,756513
2020-04-11,731649
2020-04-12,732551
2020-04-13,721668
2020-04-14,712318
2020-04-15,706972
2020-04-16,703513
2020-04-17,700064
2020-04-18,695817
2020-04-19,699106
2020-04-20,687593
2020-04-21,680842
2020-04-22,675629
2020-04-23,667224
2020-04-24,659886
2020-04-25,636768
2020-04-26,621388
2020-04-27,622619
2020-04-28,633016
2020-04-29,652738
2020-04-30,652121
2020-05-01,656616
2020-05-02,685170
2020-05-03,718466
2020-05-04,754390
2020-05-05,759953
2020-05-06,756742
2020-05-07,774619
2020-05-08,775078
2020-05-09,779943
2020-05-10,774979
2020-05-11,797264
2020-05-12,826729
2020-05-13,817381
