date_obj,Golden%20statuette price
2015-03-26,900
2015-03-27,900
2015-03-28,937
2015-03-29,937
2015-03-30,937
2015-03-31,937
2015-04-01,937
2015-04-02,937
2015-04-03,937
2015-04-04,937
2015-04-05,937
2015-04-06,937
2015-04-07,937
2015-04-08,937
2015-04-09,937
2015-04-10,937
2015-04-11,937
2015-04-12,937
2015-04-13,937
2015-04-14,937
2015-04-15,937
2015-04-16,937
2015-04-17,937
2015-04-18,937
2015-04-19,937
2015-04-20,937
2015-04-21,937
2015-04-22,937
2015-04-23,937
2015-04-24,937
2015-04-25,937
2015-04-26,937
2015-04-27,937
2015-04-28,937
2015-04-29,937
2015-04-30,937
2015-05-01,937
2015-05-02,937
2015-05-03,937
2015-05-04,937
2015-05-05,937
2015-05-06,937
2015-05-07,937
2015-05-08,937
2015-05-09,937
2015-05-10,937
2015-05-11,937
2015-05-12,937
2015-05-13,937
2015-05-14,979
2015-05-15,979
2015-05-16,979
2015-05-17,979
2015-05-18,979
2015-05-19,979
2015-05-20,979
2015-05-21,979
2015-05-22,979
2015-05-23,979
2015-05-24,979
2015-05-25,979
2015-05-26,979
2015-05-27,979
2015-05-28,979
2015-05-29,979
2015-05-30,979
2015-05-31,979
2015-06-01,979
2015-06-02,979
2015-06-03,979
2015-06-04,979
2015-06-05,979
2015-06-06,979
2015-06-07,979
2015-06-08,979
2015-06-09,979
2015-06-10,979
2015-06-11,979
2015-06-12,979
2015-06-13,979
2015-06-14,979
2015-06-15,979
2015-06-16,979
2015-06-17,1016
2015-06-18,1016
2015-06-19,1016
2015-06-20,1016
2015-06-21,1016
2015-06-22,1016
2015-06-23,1016
2015-06-24,1016
2015-06-25,1016
2015-06-26,1016
2015-06-27,1016
2015-06-28,1016
2015-06-29,1016
2015-06-30,1016
2015-07-01,1016
2015-07-02,1016
2015-07-03,1016
2015-07-04,1016
2015-07-05,1016
2015-07-06,1016
2015-07-07,1016
2015-07-08,1016
2015-07-09,1016
2015-07-10,1016
2015-07-11,1016
2015-07-12,1016
2015-07-13,1016
2015-07-14,1016
2015-07-15,1016
2015-07-16,1016
2015-07-17,1016
2015-07-18,1016
2015-07-19,1016
2015-07-20,1016
2015-07-21,1016
2015-07-22,1063
2015-07-23,1063
2015-07-24,1063
2015-07-25,1063
2015-07-26,1063
2015-07-27,1063
2015-07-28,1063
2015-07-29,1063
2015-07-30,1063
2015-07-31,1063
2015-08-01,1063
2015-08-02,1063
2015-08-03,1063
2015-08-04,1063
2015-08-05,1063
2015-08-06,1063
2015-08-07,1063
2015-08-08,1063
2015-08-09,1063
2015-08-10,1063
2015-08-11,1063
2015-08-12,1063
2015-08-13,1063
2015-08-14,1063
2015-08-15,1063
2015-08-16,1063
2015-08-17,1063
2015-08-18,1063
2015-08-19,1063
2015-08-20,1063
2015-08-21,1063
2015-08-22,1063
2015-08-23,1063
2015-08-24,1063
2015-08-25,1105
2015-08-26,1105
2015-08-27,1105
2015-08-28,1105
2015-08-29,1105
2015-08-30,1105
2015-08-31,1105
2015-09-01,1105
2015-09-02,1105
2015-09-03,1105
2015-09-04,1105
2015-09-05,1105
2015-09-06,1105
2015-09-07,1105
2015-09-08,1105
2015-09-09,1105
2015-09-10,1105
2015-09-11,1105
2015-09-12,1105
2015-09-13,1105
2015-09-14,1105
2015-09-15,1105
2015-09-16,1105
2015-09-17,1105
2015-09-18,1105
2015-09-19,1105
2015-09-20,1105
2015-09-21,1105
2015-09-22,1105
2015-09-23,1105
2015-09-24,1105
2015-09-25,1105
2015-09-27,1154
2015-09-28,1154
2015-09-29,1154
2015-09-30,1154
2015-10-05,1154
2015-10-06,1154
2015-10-07,1154
2015-10-08,1154
2015-10-09,1154
2015-10-10,1154
2015-10-11,1154
2015-10-12,1154
2015-10-13,1154
2015-10-14,1154
2015-10-15,1154
2015-10-16,1154
2015-10-17,1154
2015-10-18,1154
2015-10-19,1154
2015-10-20,1154
2015-10-22,1154
2015-10-23,1154
2015-10-24,1154
2015-10-25,1154
2015-10-26,1154
2015-10-27,1154
2015-10-29,1154
2015-10-30,1154
2015-10-31,1154
2015-11-01,1154
2015-11-02,1154
2015-11-03,1188
2015-11-04,1188
2015-11-05,1188
2015-11-06,1188
2015-11-07,1188
2015-11-08,1188
2015-11-09,1188
2015-11-10,1188
2015-11-11,1188
2015-11-12,1188
2015-11-13,1188
2015-11-14,1188
2015-11-15,1188
2015-11-16,1188
2015-11-17,1188
2015-11-18,1188
2015-11-19,1188
2015-11-20,1188
2015-11-21,1188
2015-11-22,1188
2015-11-23,1188
2015-11-24,1188
2015-11-25,1188
2015-11-26,1188
2015-11-27,1188
2015-11-28,1188
2015-11-29,1188
2015-11-30,1188
2015-12-01,1188
2015-12-02,1188
2015-12-03,1188
2015-12-04,1188
2015-12-05,1188
2015-12-06,1188
2015-12-07,1188
2015-12-08,1188
2015-12-09,1188
2015-12-10,1188
2015-12-11,1220
2015-12-12,1220
2015-12-13,1220
2015-12-14,1220
2015-12-15,1220
2015-12-16,1220
2015-12-17,1220
2015-12-18,1220
2015-12-19,1220
2015-12-20,1220
2015-12-21,1220
2015-12-22,1220
2015-12-23,1220
2015-12-24,1220
2015-12-25,1220
2015-12-26,1220
2015-12-27,1220
2015-12-28,1220
2015-12-29,1220
2015-12-30,1220
2015-12-31,1220
2016-01-01,1220
2016-01-02,1220
2016-01-03,1220
2016-01-04,1220
2016-01-05,1220
2016-01-06,1220
2016-01-07,1220
2016-01-08,1220
2016-01-09,1220
2016-01-10,1228
2016-01-11,1228
2016-01-12,1228
2016-01-13,1228
2016-01-14,1228
2016-01-15,1228
2016-01-16,1228
2016-01-17,1228
2016-01-18,1228
2016-01-19,1228
2016-01-20,1228
2016-01-21,1228
2016-01-22,1228
2016-01-23,1228
2016-01-24,1228
2016-01-25,1228
2016-01-26,1228
2016-01-27,1228
2016-01-28,1228
2016-01-29,1228
2016-01-30,1228
