date_obj,Armadyl%20chaps price
2019-03-21,438780
2019-03-22,429460
2019-03-23,421832
2019-03-24,423501
2019-03-25,427821
2019-03-26,435844
2019-03-27,425613
2019-03-28,422823
2019-03-29,427558
2019-03-30,440534
2019-03-31,431299
2019-04-01,431843
2019-04-02,441782
2019-04-03,452806
2019-04-04,469800
2019-04-05,462818
2019-04-06,466614
2019-04-07,470395
2019-04-08,464560
2019-04-09,465068
2019-04-10,480206
2019-04-11,484475
2019-04-12,476118
2019-04-13,457572
2019-04-14,441096
2019-04-15,430207
2019-04-16,414567
2019-04-17,404532
2019-04-18,393608
2019-04-19,387474
2019-04-20,388217
2019-04-21,389426
2019-04-22,387983
2019-04-23,385075
2019-04-24,381814
2019-04-25,381991
2019-04-26,381745
2019-04-27,396435
2019-04-28,407665
2019-04-29,412389
2019-04-30,420963
2019-05-01,424923
2019-05-02,420445
2019-05-03,414359
2019-05-04,408022
2019-05-05,394481
2019-05-06,387126
2019-05-07,385768
2019-05-08,383928
2019-05-09,376998
2019-05-10,369091
2019-05-11,369148
2019-05-12,367841
2019-05-13,364689
2019-05-14,361462
2019-05-15,361720
2019-05-16,362350
2019-05-17,359254
2019-05-18,356567
2019-05-19,356436
2019-05-20,359030
2019-05-21,354858
2019-05-22,355836
2019-05-23,356879
2019-05-24,357035
2019-05-25,358125
2019-05-26,367015
2019-05-27,365455
2019-05-28,373113
2019-05-29,388823
2019-05-30,399884
2019-05-31,408995
2019-06-01,404499
2019-06-02,405481
2019-06-03,410944
2019-06-04,411719
2019-06-05,424571
2019-06-06,427474
2019-06-07,424877
2019-06-08,420651
2019-06-09,414908
2019-06-10,412971
2019-06-11,403194
2019-06-12,401610
2019-06-13,402211
2019-06-14,397625
2019-06-15,391888
2019-06-16,391178
2019-06-17,392706
2019-06-18,389069
2019-06-19,386424
2019-06-20,381545
2019-06-21,374614
2019-06-22,371807
2019-06-23,364003
2019-06-24,357228
2019-06-25,351587
2019-06-26,344150
2019-06-27,347382
2019-06-28,345917
2019-06-29,355895
2019-06-30,371159
2019-07-01,389055
2019-07-02,396682
2019-07-03,395323
2019-07-04,396125
2019-07-05,398413
2019-07-06,405964
2019-07-07,417666
2019-07-08,435779
2019-07-09,429871
2019-07-10,433662
2019-07-11,429904
2019-07-12,419525
2019-07-13,415694
2019-07-14,416644
2019-07-15,409888
2019-07-16,414751
2019-07-17,412234
2019-07-18,406219
2019-07-19,403177
2019-07-20,401900
2019-07-21,398623
2019-07-22,394195
2019-07-23,387642
2019-07-24,375494
2019-07-25,374802
2019-07-26,367966
2019-07-27,369357
2019-07-28,374543
2019-07-29,370569
2019-07-30,364858
2019-07-31,364097
2019-08-01,357850
2019-08-02,352998
2019-08-03,354857
2019-08-04,357433
2019-08-05,364506
2019-08-06,366018
2019-08-07,368539
2019-08-08,378523
2019-08-09,390180
2019-08-10,395116
2019-08-11,397912
2019-08-12,403106
2019-08-13,403553
2019-08-14,398505
2019-08-15,399920
2019-08-16,397236
2019-08-17,395912
2019-08-18,410886
2019-08-19,420640
2019-08-20,418386
2019-08-21,418388
2019-08-22,418676
2019-08-23,417015
2019-08-24,419130
2019-08-24,419130
2019-08-25,415620
2019-08-25,415620
2019-08-26,414822
2019-08-27,407459
2019-08-27,407459
2019-08-28,403205
2019-08-29,399135
2019-08-30,398370
2019-08-31,407199
2019-09-01,408087
2019-09-02,408935
2019-09-03,416480
2019-09-04,419220
2019-09-05,419836
2019-09-06,412884
2019-09-07,405595
2019-09-08,401659
2019-09-09,398102
2019-09-10,393703
2019-09-11,387169
2019-09-12,381283
2019-09-13,381836
2019-09-14,377866
2019-09-15,372987
2019-09-16,371568
2019-09-17,369263
2019-09-18,369893
2019-09-19,367566
2019-09-20,364657
2019-09-21,362936
2019-09-22,362894
2019-09-23,359806
2019-09-24,351181
2019-09-25,346333
2019-09-26,333806
2019-09-27,330432
2019-09-28,335762
2019-09-29,340343
2019-09-30,335636
2019-10-01,337192
2019-10-02,338398
2019-10-03,343113
2019-10-04,346357
2019-10-05,352167
2019-10-06,365376
2019-10-07,362632
2019-10-08,365625
2019-10-09,368938
2019-10-10,368898
2019-10-11,369140
2019-10-12,368075
2019-10-13,372211
2019-10-14,378354
2019-10-15,377231
2019-10-16,377709
2019-10-17,376836
2019-10-18,382020
2019-10-19,378900
2019-10-20,375459
2019-10-21,369969
2019-10-22,368332
2019-10-23,370415
2019-10-24,374748
2019-10-25,377961
2019-10-26,379995
2019-10-27,377768
2019-10-28,372451
2019-10-29,371661
2019-10-30,370682
2019-10-31,366225
2019-11-01,362598
2019-11-02,360148
2019-11-03,356655
2019-11-04,353362
2019-11-05,351022
2019-11-06,355911
2019-11-07,352240
2019-11-08,350364
2019-11-09,342944
2019-11-10,339707
2019-11-11,347171
2019-11-12,345922
2019-11-13,346651
2019-11-14,344192
2019-11-15,340985
2019-11-16,344394
2019-11-17,347425
2019-11-18,341289
2019-11-19,335195
2019-11-20,335255
2019-11-21,335108
2019-11-22,332758
2019-11-23,334198
2019-11-24,338427
2019-11-25,352516
2019-11-26,353917
2019-11-27,353655
2019-11-28,358394
2019-11-29,357771
2019-11-30,361829
2019-12-01,364996
2019-12-02,367202
2019-12-03,366469
2019-12-04,381866
2019-12-05,388333
2019-12-06,386566
2019-12-07,384934
2019-12-08,385893
2019-12-09,381863
2019-12-10,379056
2019-12-11,378986
2019-12-12,394425
2019-12-13,397911
2019-12-14,400183
2019-12-15,395556
2019-12-16,390806
2019-12-17,392472
2019-12-18,390654
2019-12-19,392831
2019-12-20,398087
2019-12-21,397478
2019-12-22,404812
2019-12-23,400280
2019-12-24,398368
2019-12-25,396641
2019-12-26,402097
2019-12-27,405833
2019-12-28,400017
2019-12-29,395204
2019-12-30,406041
2019-12-31,401971
2020-01-01,407511
2020-01-02,403453
2020-01-03,402331
2020-01-04,416369
2020-01-05,407607
2020-01-06,404756
2020-01-07,403158
2020-01-08,419571
2020-01-09,425779
2020-01-10,425743
2020-01-11,436661
2020-01-12,440431
2020-01-13,435154
2020-01-14,435744
2020-01-15,432016
2020-01-16,428557
2020-01-17,424987
2020-01-18,424782
2020-01-19,420510
2020-01-20,411657
2020-01-21,410007
2020-01-22,407996
2020-01-23,410698
2020-01-24,411773
2020-01-25,411315
2020-01-26,399801
2020-01-27,396344
2020-01-28,394765
2020-01-29,404505
2020-01-30,406905
2020-01-31,403125
2020-02-01,397701
2020-02-02,389470
2020-02-03,383880
2020-02-04,377550
2020-02-05,373970
2020-02-06,363311
2020-02-07,349142
2020-02-08,339732
2020-02-09,337264
2020-02-10,333214
2020-02-11,328724
2020-02-12,329888
2020-02-13,328628
2020-02-14,332010
2020-02-15,338281
2020-02-16,339880
2020-02-17,333072
2020-02-18,329295
2020-02-19,323809
2020-02-20,320703
2020-02-21,319936
2020-02-22,316698
2020-02-23,320679
2020-02-24,324183
2020-02-25,326685
2020-02-26,331524
2020-02-27,334680
2020-02-28,346996
2020-02-29,346800
2020-03-01,360501
2020-03-02,370150
2020-03-03,370235
2020-03-04,372147
2020-03-05,386431
2020-03-06,399493
2020-03-07,406887
2020-03-08,404478
2020-03-09,413494
2020-03-10,398967
2020-03-11,393402
2020-03-12,394725
2020-03-13,398759
2020-03-14,404764
2020-03-15,403076
2020-03-16,401595
2020-03-17,399039
2020-03-18,399321
2020-03-19,395312
2020-03-20,394159
2020-03-21,393441
2020-03-22,395313
2020-03-23,394272
2020-03-24,397658
2020-03-25,397015
2020-03-26,399124
2020-03-27,411506
2020-03-28,428518
2020-03-29,435802
2020-03-30,432404
2020-03-31,429251
2020-04-01,428460
2020-04-02,425004
2020-04-03,420957
2020-04-04,419037
2020-04-05,417502
2020-04-06,409403
2020-04-07,404646
2020-04-08,403444
2020-04-09,399543
2020-04-10,402601
2020-04-11,393206
2020-04-12,389213
2020-04-13,382694
2020-04-14,394470
2020-04-15,404182
2020-04-16,413175
2020-04-17,419467
2020-04-18,421532
2020-04-19,435637
2020-04-20,438254
2020-04-21,455726
2020-04-22,462102
2020-04-23,453151
2020-04-24,440215
2020-04-25,438502
2020-04-26,435792
2020-04-27,430469
2020-04-28,421896
2020-04-29,418980
2020-04-30,416499
2020-05-01,413836
2020-05-02,415354
2020-05-03,410743
2020-05-04,411218
2020-05-05,416429
2020-05-06,423969
2020-05-07,432446
2020-05-08,430480
2020-05-09,441623
2020-05-10,444275
2020-05-11,441243
2020-05-12,444932
2020-05-13,462496
