date_obj,Armadyl%20robe%20legs price
2016-07-06,65501
2016-07-07,62790
2016-07-08,59952
2016-07-09,57398
2016-07-10,56364
2016-07-11,55282
2016-07-12,55700
2016-07-13,55700
2016-07-14,56709
2016-07-15,57138
2016-07-16,57852
2016-07-17,57852
2016-07-18,58520
2016-07-23,57725
2016-07-24,57028
2016-07-25,57028
2016-07-26,57622
2016-07-27,57622
2016-07-28,58052
2016-07-29,57960
2016-07-30,57960
2016-07-31,57474
2016-08-01,57474
2016-08-02,57103
2016-08-03,57103
2016-08-04,56379
2016-08-05,56379
2016-08-06,56284
2016-08-07,54261
2016-08-08,54261
2016-08-09,53431
2016-08-10,51601
2016-08-11,51601
2016-08-12,49833
2016-08-13,49833
2016-08-14,47341
2016-08-15,47341
2016-08-16,45497
2016-08-17,45497
2016-08-18,44691
2016-08-19,44691
2016-08-20,45198
2016-08-21,45198
2016-08-22,47027
2016-08-23,47027
2016-08-24,47960
2016-08-25,47960
2016-08-26,47960
2016-08-28,48863
2016-08-31,51337
2016-09-01,52409
2016-09-02,52409
2016-09-03,53073
2016-09-04,53073
2016-09-05,53619
2016-09-06,53619
2016-09-07,53429
2016-09-08,53429
2016-09-09,52686
2016-09-10,52228
2016-09-11,52228
2016-09-12,49802
2016-09-13,48168
2016-09-14,48168
2016-09-15,46452
2016-09-16,46452
2016-09-17,45826
2016-09-18,45826
2016-09-19,46869
2016-09-20,46869
2016-09-21,45807
2016-09-22,45807
2016-09-23,45877
2016-09-24,45877
2016-09-25,46239
2016-09-26,46239
2016-09-27,47709
2016-09-28,47709
2016-09-29,48393
2016-09-30,49351
2016-10-01,49351
2016-10-02,51307
2016-10-03,51307
2016-10-04,52651
2016-10-05,52651
2016-10-06,53695
2016-10-07,53695
2016-10-08,54530
2016-10-09,54530
2016-10-10,54772
2016-10-11,54772
2016-10-12,55220
2016-10-13,55220
2016-10-14,54575
2016-10-15,54575
2016-10-16,54551
2016-10-17,55923
2016-10-18,55923
2016-10-19,56467
2016-10-20,56467
2016-10-21,57173
2016-10-22,57173
2016-10-23,56814
2016-10-24,56814
2016-10-25,55921
2016-10-26,54619
2016-10-27,54619
2016-10-28,54619
2016-10-29,55066
2016-10-30,55066
2016-10-31,57483
2016-11-01,57483
2016-11-02,59375
2016-11-03,59375
2016-11-04,59833
2016-11-05,59833
2016-11-06,59029
2016-11-07,59029
2016-11-08,56839
2016-11-09,56839
2016-11-10,54565
2016-11-11,54565
2016-11-12,54965
2016-11-13,54965
2016-11-14,52369
2016-11-15,52369
2016-12-07,49986
2016-12-08,50349
2016-12-09,50349
2016-12-10,50083
2016-12-11,50083
2016-12-12,50592
2016-12-13,50592
2016-12-14,50194
2016-12-15,50194
2016-12-16,50194
2016-12-17,51661
2016-12-18,51661
2016-12-19,51515
2016-12-20,51515
2016-12-21,50744
2016-12-22,50744
2016-12-23,48943
2016-12-24,48943
2016-12-25,51058
2016-12-26,51058
2016-12-27,52084
2016-12-28,52084
2016-12-29,54088
2016-12-30,56051
2016-12-31,56051
2017-01-01,57336
2017-01-02,59097
2017-01-03,59097
2017-01-04,59973
2017-01-05,59973
2017-01-06,60687
2017-01-07,60883
2017-01-08,60883
2017-01-09,60303
2017-01-10,60303
2017-01-11,61433
2017-01-12,61433
2017-01-13,61239
2017-01-14,61239
2017-01-15,60398
2017-01-16,60398
2017-01-17,59867
2017-01-18,59867
2017-01-19,58636
2017-01-20,58636
2017-01-21,58550
2017-01-22,58550
2017-01-23,57640
2017-01-27,54716
2017-01-28,54151
2017-01-29,54151
2017-01-30,52919
2017-01-31,52919
2017-02-01,53328
2017-02-02,53328
2017-02-03,52315
2017-02-04,52572
2017-02-05,52572
2017-02-06,52733
2017-02-07,52733
2017-02-08,52740
2017-02-09,52740
2017-02-10,52065
2017-02-11,52065
2017-02-12,52086
2017-02-13,52086
2017-02-14,51862
2017-02-15,51862
2017-02-16,51087
2017-02-18,50213
2017-02-19,49311
2017-02-20,49311
2017-02-21,48314
2017-02-22,48314
2017-02-23,47420
2017-02-24,47420
2017-02-25,46600
2017-02-26,46600
2017-02-27,45014
2017-02-28,43142
2017-03-01,43142
2017-03-02,42052
2017-03-03,42052
2017-03-04,41048
2017-03-05,41048
2017-03-06,42745
2017-03-07,44093
2017-03-08,44093
2017-03-09,45467
2017-03-10,46510
2017-03-11,46510
2017-03-12,46953
2017-03-13,46007
2017-03-14,47790
2017-03-15,48471
2017-03-16,48471
2017-03-17,48311
2017-03-18,48311
2017-03-19,48230
2017-03-20,48230
2017-03-21,47458
2017-03-22,47458
2017-03-23,47102
2017-03-24,46687
2017-03-25,46687
2017-03-26,46931
2017-03-27,46931
2017-03-28,46626
2017-03-29,46405
2017-03-30,45588
2017-03-31,46624
2017-04-01,46624
2017-04-02,47184
2017-04-03,49072
2017-04-04,49072
2017-04-05,50882
2017-04-12,49534
2017-04-13,48299
2017-04-14,48299
2017-04-15,47303
2017-04-16,49108
2017-04-17,51394
2017-04-18,51394
2017-04-19,53964
2017-04-20,53964
2017-04-21,55069
2017-04-22,55069
2017-04-23,54803
2017-04-24,54803
2017-04-25,56303
2017-04-26,56303
2017-04-27,56242
2017-04-28,56242
2017-04-29,55740
2017-04-30,55740
2017-05-01,55798
2017-05-02,55798
2017-05-03,56222
2017-05-04,56222
2017-05-05,54805
2017-05-06,54805
2017-05-07,52436
2017-05-08,52436
2017-05-09,53920
2017-05-10,53920
2017-05-11,56307
2017-05-12,56307
2017-05-13,58105
2017-05-14,58105
2017-05-15,59703
2017-05-16,61281
2017-05-17,61281
2017-05-18,62677
2017-05-19,62677
2017-05-20,63233
2017-05-21,63233
2017-05-22,64480
2017-05-23,64480
2017-05-24,63137
2017-05-25,63137
2017-05-26,61333
2017-05-27,59093
2017-05-28,59093
2017-05-29,57146
2017-05-30,57146
2017-05-31,54735
2017-06-01,52942
2017-06-02,50401
2017-06-03,50401
2017-06-04,48675
2017-06-05,48675
2017-06-06,47789
2017-06-07,46629
2017-06-08,46629
2017-06-09,45593
2017-06-10,43867
2017-06-11,42538
2017-06-12,42538
2017-06-13,41084
2017-06-14,41084
2017-06-15,41810
2017-06-16,43476
2017-06-17,43476
2017-06-18,45609
2017-06-19,45609
2017-06-20,47850
2017-06-21,47850
2017-06-22,50243
2017-06-23,50243
2017-06-24,52520
2017-06-25,54908
2017-06-26,57118
2017-06-27,59771
2017-06-28,59771
2017-06-29,61935
2017-06-30,61935
2017-07-01,61887
2017-07-02,61887
2017-07-03,61985
2017-07-04,61985
2017-07-05,63974
2017-07-06,65090
2017-07-07,65090
2017-07-08,65555
2017-07-09,66223
2017-07-13,64049
2017-07-14,61944
2017-07-15,61944
2017-07-16,59856
2017-07-17,59930
2017-07-18,59930
2017-07-19,60715
2017-07-20,60715
2017-07-21,58745
2017-07-22,58745
2017-07-23,58504
2017-07-24,58504
2017-07-25,58684
2017-07-26,58684
2017-07-27,57630
2017-07-28,57630
2017-07-29,57397
2017-07-30,55369
2017-07-31,55369
2017-08-01,55685
2017-08-02,55522
2017-08-03,55522
2017-08-04,57372
2017-08-05,57874
2017-08-06,57874
2017-08-07,58970
2017-08-08,58970
2017-08-09,60122
2017-08-10,60905
2017-08-11,60905
2017-08-12,61095
2017-08-13,61095
2017-08-14,60730
2017-08-15,60730
2017-08-16,61930
2017-08-17,61180
2017-08-18,61180
2017-08-19,61348
2017-08-20,61775
2017-08-21,61775
2017-08-22,62266
2017-08-23,62266
2017-08-24,60069
2017-08-25,60069
2017-08-26,58607
2017-08-27,57061
2017-08-28,57061
2017-08-29,57642
2017-08-30,58530
2017-08-31,58530
2017-09-01,58304
2017-09-02,58067
2017-09-03,58067
2017-09-04,57397
2017-09-05,55907
2017-09-06,55907
2017-09-07,55322
2017-09-08,55322
2017-09-09,54610
2017-09-10,54610
2017-09-11,55328
2017-09-12,55328
2017-09-13,55837
2017-09-14,57535
2017-09-15,57535
2017-09-16,58564
2017-09-17,58993
2017-09-18,58993
2017-09-19,60142
2017-09-20,58438
2017-09-22,60268
2017-09-23,60268
2017-09-24,62504
2017-09-25,62504
2017-09-26,62525
2017-09-27,62525
2017-09-28,62325
2017-09-29,62325
2017-09-30,62517
2017-10-01,62517
2017-10-02,62771
2017-10-03,62771
2017-10-04,62064
2017-10-05,61338
2017-10-06,61338
2017-10-07,60772
2017-10-08,60772
2017-10-09,60497
2017-10-10,60497
2017-10-11,59374
2017-10-12,60358
2017-10-13,61629
2017-10-14,61629
2017-10-15,61211
2017-10-16,62114
2017-10-17,62114
2017-10-18,61266
2017-10-19,61266
2017-10-20,60508
2017-10-21,60508
2017-10-22,59717
2017-10-23,59717
2017-10-24,57840
2017-10-25,57408
2017-10-26,56967
2017-10-27,56967
2017-10-28,57005
2017-10-29,56466
2017-10-30,55950
2017-10-31,56430
2017-11-01,56430
2017-11-02,57021
2017-11-03,57021
2017-11-04,56506
2017-11-05,56506
2017-11-06,57159
2017-11-07,57159
2017-11-08,55135
2017-11-09,57074
2017-11-10,57074
2017-11-11,59545
2017-11-12,62128
2017-11-13,63511
2017-11-14,63511
2017-11-15,63184
2017-11-16,63184
2017-11-17,63366
2017-11-18,63366
2017-11-19,63339
2017-11-20,63339
2017-11-21,64112
2017-11-22,64112
2017-11-23,63405
2017-11-24,63405
2017-11-25,61984
2017-11-26,61984
2017-11-27,62496
2017-11-28,62496
2017-11-29,61252
2017-11-30,61252
2017-12-01,60170
2017-12-02,60170
2017-12-03,60853
2017-12-04,60853
2017-12-05,61992
2017-12-06,61992
2017-12-07,62130
2017-12-08,62130
2017-12-09,63801
2017-12-10,66739
2017-12-11,66739
2017-12-12,67358
2017-12-13,67358
2017-12-14,68054
2017-12-15,68054
2017-12-16,67610
2017-12-17,67610
2017-12-18,68706
2017-12-19,68706
2017-12-20,68438
2017-12-21,68438
2017-12-22,67900
2017-12-23,67900
2017-12-24,68323
2017-12-25,68323
2017-12-26,68838
2017-12-27,68838
2017-12-28,67602
2017-12-29,67602
2017-12-30,67173
2017-12-31,67173
2018-01-01,67044
2018-01-02,67044
2018-01-03,66125
2018-01-04,65270
2018-01-05,63942
2018-01-06,63675
2018-01-07,63675
2018-01-08,63849
2018-01-09,63415
2018-01-10,63415
2018-01-11,62403
2018-01-12,62403
2018-01-13,64807
2018-01-14,64807
2018-01-15,65207
2018-01-16,65207
2018-01-17,67826
2018-01-18,69938
2018-01-19,69938
2018-01-20,69906
2018-01-21,69906
2018-01-22,72002
2018-01-23,72538
2018-01-24,73177
2018-01-25,73177
2018-01-26,73685
2018-01-27,73685
2018-01-29,72887
2018-01-30,73176
2018-01-31,73176
2018-02-01,72550
2018-02-02,72550
2018-02-03,72562
2018-02-04,73393
2018-02-05,73393
2018-02-06,73020
2018-02-07,73583
2018-02-08,73583
2018-02-09,72550
2018-02-10,72550
2018-02-11,72799
2018-02-12,72799
2018-02-13,71267
2018-02-14,71267
2018-02-15,70832
2018-02-16,70832
2018-02-17,69934
2018-02-18,69934
2018-02-19,69799
2018-02-20,69799
2018-02-21,69073
2018-02-22,69073
2018-02-23,69681
2018-02-24,69681
2018-02-25,69612
2018-02-26,69612
2018-02-27,69564
2018-02-28,69564
2018-03-01,69146
2018-03-02,69241
2018-03-03,68907
2018-03-04,68907
2018-03-05,68402
2018-03-06,68292
2018-03-07,67156
2018-03-08,67156
2018-03-09,65447
2018-03-10,65447
2018-03-11,66307
2018-03-12,68926
2018-03-13,68926
2018-03-14,68250
2018-03-15,68250
2018-03-16,66391
2018-03-17,66029
2018-03-18,66029
2018-03-20,65700
2018-03-22,66394
2018-03-23,66394
2018-03-24,65754
2018-03-25,64840
2018-03-26,64840
2018-03-27,64901
2018-03-28,64901
2018-03-29,63703
2018-03-30,63703
2018-03-31,63952
2018-04-01,63952
2018-04-02,64460
2018-04-03,66543
2018-04-04,67677
2018-04-05,67677
2018-04-06,67703
2018-04-07,67703
2018-04-08,66915
2018-04-09,68106
2018-04-10,68106
2018-04-11,68547
2018-04-12,68564
2018-04-13,68564
2018-04-14,70029
2018-04-15,72108
2018-04-16,72108
2018-04-17,70523
2018-04-18,70523
2018-04-19,69343
2018-04-20,70062
2018-04-21,70988
2018-04-22,70988
2018-04-23,71977
2018-04-24,71977
2018-04-25,73241
2018-04-26,73241
2018-04-27,73879
2018-04-28,74900
2018-04-29,74941
2018-04-30,74941
2018-05-01,74030
2018-05-02,74030
2018-05-03,74711
2018-05-04,74711
2018-05-05,74914
2018-05-06,74914
2018-05-07,75176
2018-05-08,75176
2018-05-09,74650
2018-05-10,74650
2018-05-11,74225
2018-05-12,74517
2018-05-13,74517
2018-05-14,73819
2018-05-15,73819
2018-05-16,73870
2018-05-17,73870
2018-05-18,72684
2018-05-19,71669
2018-05-20,71669
2018-05-21,73417
2018-05-22,73417
2018-05-23,73361
2018-05-24,73361
2018-05-25,72011
2018-05-26,71846
2018-05-27,71846
2018-05-28,71689
2018-05-29,71280
2018-05-30,71280
2018-05-31,71269
2018-06-01,71269
2018-06-02,71294
2018-06-03,71294
2018-06-04,71292
2018-06-05,70993
2018-06-06,68288
2018-06-07,68288
2018-06-08,68403
2018-06-09,68403
2018-06-10,68990
2018-06-11,68990
2018-06-12,70263
2018-06-13,71572
2018-06-14,71572
2018-06-15,72835
2018-06-16,72835
2018-06-17,73821
2018-06-18,74809
2018-06-19,76707
2018-06-20,76707
2018-06-21,76569
2018-06-22,75926
2018-06-23,75926
2018-06-24,75610
2018-06-25,75317
2018-06-26,75317
2018-06-27,74703
2018-06-28,76871
2018-06-29,79463
2018-06-30,79463
2018-07-01,83364
2018-07-02,83364
2018-07-03,85150
2018-07-04,85150
2018-07-05,87579
2018-07-06,91194
2018-07-07,91194
2018-07-08,95754
2018-07-09,100534
2018-07-10,100534
2018-07-11,104203
2018-07-12,104203
2018-07-13,103630
2018-07-14,102005
2018-07-15,102005
2018-07-16,101545
2018-07-17,96631
2018-07-18,96631
2018-07-19,93958
2018-07-20,93958
2018-07-21,91974
2018-07-22,91974
2018-07-23,89125
2018-07-24,89125
2018-07-25,92172
2018-07-26,92172
2018-07-27,92539
2018-07-28,92539
2018-07-29,88449
2018-07-30,88449
2018-07-31,85774
2018-08-01,85774
2018-08-02,82797
2018-08-03,82797
2018-08-04,80844
2018-08-05,80844
2018-08-06,78520
2018-08-07,78520
2018-08-08,77754
2018-08-09,77754
2018-08-10,76866
2018-08-11,78425
2018-08-12,77144
2018-08-14,78381
2018-08-16,79322
2018-08-17,78032
2018-08-18,78032
2018-08-19,77181
2018-08-20,74141
2018-08-21,74141
2018-08-22,75117
2018-08-23,75117
2018-08-24,75371
2018-08-25,73843
2018-08-26,73843
2018-08-27,73784
2018-08-28,74815
2018-08-29,74815
2018-08-30,76300
2018-08-31,77621
2018-09-01,77168
2018-09-02,77168
2018-09-03,76501
2018-09-04,75487
2018-09-05,75543
2018-09-06,75543
2018-09-07,74981
2018-09-08,74102
2018-09-09,74102
2018-09-10,77372
2018-09-11,77372
2018-09-12,79952
2018-09-13,79952
2018-09-14,81873
2018-09-15,83564
2018-09-16,83564
2018-09-17,83896
2018-09-18,83200
2018-09-19,83200
2018-09-20,83579
2018-09-21,83579
2018-09-22,83312
2018-09-23,82927
2018-09-24,84053
2018-09-25,84053
2018-09-26,86387
2018-09-27,86387
2018-09-28,87058
2018-09-29,87058
2018-09-30,84495
2018-10-01,84652
2018-10-02,84561
2018-10-03,85702
2018-10-04,85702
2018-10-05,85855
2018-10-06,85546
2018-10-07,85546
2018-10-08,83001
2018-10-09,82135
2018-10-10,83072
2018-10-11,84264
2018-10-12,84264
2018-10-13,83075
2018-10-14,84679
2018-10-15,84921
2018-10-16,85918
2018-10-17,86483
2018-10-18,86473
2018-10-19,86924
2018-10-20,86924
2018-10-21,86845
2018-10-22,86206
2018-10-23,86206
2018-10-24,85822
2018-10-25,84662
2018-10-26,84662
2018-10-27,85002
2018-10-28,83526
2018-10-29,83526
2018-10-30,83874
2018-10-31,83669
2018-11-01,83065
2018-11-03,81317
2018-11-04,78037
2018-11-05,79469
2018-11-06,80900
2018-11-07,80761
2018-11-08,81275
2018-11-09,78277
2018-11-10,77580
2018-11-11,75952
2018-11-12,75264
2018-11-13,74601
2018-11-14,73121
2018-11-15,73510
2018-11-16,74883
2018-11-18,78195
2018-11-19,78936
2018-11-20,81367
2018-11-21,83509
2018-11-22,80782
2018-11-23,78163
2018-11-24,77190
2018-11-25,77423
2018-11-26,77423
2018-11-27,76173
2018-11-28,73981
2018-11-29,72411
2018-12-01,72157
2018-12-02,71401
2018-12-03,71401
2018-12-04,72937
2018-12-05,73378
2018-12-07,72319
2018-12-09,70478
2018-12-10,69905
2018-12-11,69054
2018-12-12,69024
2018-12-13,69432
2018-12-14,68317
2018-12-15,67993
2018-12-16,67440
2018-12-17,67440
2018-12-18,66654
2018-12-19,66481
2018-12-20,67146
2018-12-21,67272
2018-12-22,67626
2018-12-23,66090
2018-12-24,67876
2018-12-25,71001
2018-12-26,73867
2018-12-27,75603
2018-12-28,75603
2018-12-29,78026
2018-12-30,79126
2018-12-31,80501
2019-01-01,81037
2019-01-02,81255
2019-01-03,81605
2019-01-04,80981
2019-01-05,80392
2019-01-06,80198
2019-01-08,80496
2019-01-10,80654
2019-01-11,80764
2019-01-12,80092
2019-01-13,80511
2019-01-14,80830
2019-01-15,80543
2019-01-16,81385
2019-01-17,80955
2019-01-18,81344
2019-01-19,81328
2019-01-20,79669
2019-01-21,79332
2019-01-22,79346
2019-01-23,79132
2019-01-24,79563
2019-01-25,80155
2019-01-26,79764
2019-01-27,79879
2019-01-28,80844
2019-01-29,81784
2019-01-30,82410
2019-01-31,82410
2019-02-01,82149
2019-02-02,83392
2019-02-03,84846
2019-02-04,84846
2019-02-05,86465
2019-02-06,86465
2019-02-07,87360
2019-02-08,88235
2019-02-09,86893
2019-02-10,87056
2019-02-11,86931
2019-02-12,86924
2019-02-13,84570
2019-02-14,84570
2019-02-15,85728
2019-02-16,86772
2019-02-17,87312
2019-02-18,86558
2019-02-19,85400
2019-02-20,83825
2019-02-21,84515
2019-02-22,84515
2019-02-23,85176
2019-02-24,84558
2019-02-25,83940
2019-02-26,83940
2019-02-27,84125
2019-02-28,84125
2019-03-01,85532
2019-03-02,87095
2019-03-03,88074
2019-03-04,89240
2019-03-05,88726
2019-03-06,87840
2019-03-07,87788
2019-03-08,87788
2019-03-09,87056
2019-03-10,86995
2019-03-11,85807
2019-03-12,85581
2019-03-13,85581
2019-03-14,84553
2019-03-15,84041
2019-03-16,81464
2019-03-17,81401
2019-03-18,81401
2019-03-19,79609
2019-03-20,79491
2019-03-21,81543
2019-03-22,81131
