date_obj,Gilded%20scimitar price
2015-03-26,9294992
2015-03-27,9294992
2015-03-28,9294992
2015-03-29,9294992
2015-03-30,9294992
2015-03-31,9294992
2015-04-01,9294992
2015-04-02,9294992
2015-04-03,9294992
2015-04-04,8859029
2015-04-05,8859029
2015-04-06,8859029
2015-04-07,8859029
2015-04-08,8859029
2015-04-09,8859029
2015-04-10,8859029
2015-04-11,8859029
2015-04-12,8859029
2015-04-13,8859029
2015-04-14,8859029
2015-04-15,8859029
2015-04-16,8859029
2015-04-17,8859029
2015-04-18,8859029
2015-04-19,8859029
2015-04-20,8859029
2015-04-21,8650203
2015-04-22,8650203
2015-04-23,8650203
2015-04-24,8650203
2015-04-25,8650203
2015-04-26,8650203
2015-04-27,8650203
2015-04-28,8650203
2015-04-29,8650203
2015-04-30,8650203
2015-05-01,8219639
2015-05-02,8219639
2015-05-03,8219639
2015-05-04,8219639
2015-05-05,8219639
2015-05-06,8219639
2015-05-07,8219639
2015-05-08,8219639
2015-05-09,7818909
2015-05-10,7818909
2015-05-11,7818909
2015-05-12,7818909
2015-05-13,7818909
2015-05-14,7818909
2015-05-15,7818909
2015-05-16,7818909
2015-05-17,7427963
2015-05-18,7427963
2015-05-19,7427963
2015-05-20,7427963
2015-05-21,7427963
2015-05-22,7427963
2015-05-23,7427963
2015-05-24,7427963
2015-05-25,7060618
2015-05-26,7060618
2015-05-27,7060618
2015-05-28,7060618
2015-05-29,7060618
2015-05-30,7060618
2015-05-31,6716799
2015-06-01,6716799
2015-06-02,6716799
2015-06-03,6716799
2015-06-04,6716799
2015-06-05,6716799
2015-06-06,6716799
2015-06-07,6380959
2015-06-08,6380959
2015-06-09,6380959
2015-06-10,6380959
2015-06-11,6380959
2015-06-12,6380959
2015-06-13,6380959
2015-06-14,6380959
2015-06-15,6380959
2015-06-16,6061911
2015-06-17,6061911
2015-06-18,6061911
2015-06-19,6061911
2015-06-20,6061911
2015-06-21,6061911
2015-06-22,6061911
2015-06-23,6061911
2015-06-24,6061911
2015-06-25,6061911
2015-06-26,5787951
2015-06-27,5787951
2015-06-28,5787951
2015-06-29,5787951
2015-06-30,5787951
2015-07-01,5787951
2015-07-02,5787951
2015-07-03,5787951
2015-07-04,5787951
2015-07-05,5787951
2015-07-06,5570868
2015-07-07,5570868
2015-07-08,5570868
2015-07-09,5570868
2015-07-10,5570868
2015-07-11,5570868
2015-07-12,5570868
2015-07-13,5570868
2015-07-14,5570868
2015-07-15,5618458
2015-07-16,5618458
2015-07-17,5618458
2015-07-18,5618458
2015-07-19,5618458
2015-07-20,5618458
2015-07-21,5618458
2015-07-22,5618458
2015-07-23,5618458
2015-07-24,5861426
2015-07-25,5861426
2015-07-26,5861426
2015-07-27,5861426
2015-07-28,5861426
2015-07-29,5861426
2015-07-30,5861426
2015-07-31,5861426
2015-08-01,6061634
2015-08-02,6061634
2015-08-03,6061634
2015-08-04,6061634
2015-08-05,6061634
2015-08-06,6061634
2015-08-07,6061634
2015-08-08,5943849
2015-08-09,5943849
2015-08-10,5943849
2015-08-11,5943849
2015-08-12,5943849
2015-08-13,5943849
2015-08-14,5770191
2015-08-15,5770191
2015-08-16,5770191
2015-08-17,5770191
2015-08-18,5770191
2015-08-19,5770191
2015-08-20,5770191
2015-08-21,5687465
2015-08-22,5687465
2015-08-23,5687465
2015-08-24,5687465
2015-08-25,5687465
2015-08-26,5687465
2015-08-27,5806540
2015-08-28,5806540
2015-08-29,5806540
2015-08-30,5806540
2015-08-31,5806540
2015-09-01,5806540
2015-09-02,5806540
2015-09-03,5806540
2015-09-04,5742266
2015-09-05,5742266
2015-09-06,5742266
2015-09-07,5742266
2015-09-08,5742266
2015-09-09,5742266
2015-09-10,5742266
2015-09-11,5843407
2015-09-12,5843407
2015-09-13,5843407
2015-09-14,5843407
2015-09-15,5843407
2015-09-16,5843407
2015-09-17,5750385
2015-09-18,5750385
2015-09-19,5750385
2015-09-20,5750385
2015-09-21,5750385
2015-09-22,5750385
2015-09-23,5750385
2015-09-24,5750385
2015-09-25,5590821
2015-09-27,5590821
2015-09-28,5590821
2015-09-29,5590821
2015-09-30,5590821
2015-10-05,5579754
2015-10-06,5579754
2015-10-07,5579754
2015-10-08,5579754
2015-10-09,5579754
2015-10-10,5806669
2015-10-11,5806669
2015-10-12,5806669
2015-10-13,5806669
2015-10-14,5806669
2015-10-15,5806669
2015-10-16,6069514
2015-10-17,6069514
2015-10-18,6069514
2015-10-19,6069514
2015-10-20,6069514
2015-10-22,6069514
2015-10-23,6321723
2015-10-24,6321723
2015-10-25,6321723
2015-10-26,6321723
2015-10-27,6321723
2015-10-29,6608360
2015-10-30,6608360
2015-10-31,6608360
2015-11-01,6608360
2015-11-02,6608360
2015-11-03,6608360
2015-11-04,6608360
2015-11-05,6608360
2015-11-06,6892345
2015-11-07,6892345
2015-11-08,6892345
2015-11-09,6892345
2015-11-10,6892345
2015-11-11,6892345
2015-11-12,6892345
2015-11-13,6892345
2015-11-14,7194377
2015-11-15,7194377
2015-11-16,7194377
2015-11-17,7194377
2015-11-18,7194377
2015-11-19,7194377
2015-11-20,7194377
2015-11-21,7194377
2015-11-22,7477484
2015-11-23,7477484
2015-11-24,7477484
2015-11-25,7477484
2015-11-26,7477484
2015-11-27,7477484
2015-11-28,7477484
2015-11-29,7477484
2015-11-30,7344674
2015-12-01,7344674
2015-12-02,7344674
2015-12-03,7344674
2015-12-04,7344674
2015-12-05,7344674
2015-12-06,7344674
2015-12-07,7160592
2015-12-08,7160592
2015-12-09,7160592
2015-12-10,7160592
2015-12-11,7160592
2015-12-12,7160592
2015-12-13,6829212
2015-12-14,6829212
2015-12-15,6829212
2015-12-16,6829212
2015-12-17,6829212
2015-12-18,6829212
2015-12-19,6626596
2015-12-20,6626596
2015-12-21,6626596
2015-12-22,6626596
2015-12-23,6626596
2015-12-24,6626596
2015-12-25,6626596
2015-12-26,6824776
2015-12-27,6824776
2015-12-28,6824776
2015-12-29,6824776
2015-12-30,6824776
2015-12-31,6824776
2016-01-01,6890311
2016-01-02,6890311
2016-01-03,6890311
2016-01-04,6890311
2016-01-05,6890311
2016-01-06,6890311
2016-01-07,6682701
2016-01-08,6682701
2016-01-09,6682701
2016-01-10,6682701
2016-01-11,6682701
2016-01-12,6414954
2016-01-13,6414954
2016-01-14,6414954
2016-01-15,6414954
2016-01-16,6414954
2016-01-17,6414954
2016-01-18,6128039
2016-01-19,6128039
2016-01-20,6128039
2016-01-21,6128039
2016-01-22,6128039
2016-01-23,6128039
2016-01-24,6128039
2016-01-25,5876609
2016-01-26,5876609
2016-01-27,5876609
2016-01-28,5876609
2016-01-29,5876609
2016-01-30,5876609
2016-01-31,5970432
2016-02-01,5970432
2016-02-02,5970432
2016-02-03,5970432
2016-02-04,5970432
2016-02-05,6221478
2016-02-06,6221478
2016-02-07,6221478
2016-02-08,6221478
2016-02-09,6221478
2016-02-10,6221478
2016-02-11,6221478
2016-02-12,6221478
2016-02-13,6499895
2016-02-14,6499895
2016-02-15,6499895
2016-02-16,6499895
2016-02-17,6499895
2016-02-18,6499895
2016-02-19,6773705
2016-02-20,6773705
2016-02-21,6773705
2016-02-22,6773705
2016-02-23,6773705
2016-02-24,6773705
2016-02-25,7052177
2016-02-26,7052177
2016-02-27,7052177
2016-02-28,7052177
2016-02-29,7052177
2016-03-01,7052177
2016-03-02,7179387
2016-03-03,7179387
2016-03-04,7179387
2016-03-05,7179387
2016-03-06,7179387
2016-03-07,7297023
2016-03-08,7297023
2016-03-09,7297023
2016-03-10,7297023
2016-03-11,7537808
2016-03-12,7537808
2016-03-13,7537808
2016-03-14,7537808
2016-03-15,7716421
2016-03-16,7716421
2016-03-17,7716421
2016-03-18,7716421
2016-03-19,8005475
2016-03-20,8005475
2016-03-21,8005475
2016-03-22,8341074
2016-03-23,8341074
2016-03-24,8341074
2016-03-25,8716033
2016-03-26,8716033
2016-03-27,8716033
2016-03-28,9058144
2016-03-29,9058144
2016-03-30,9457065
2016-03-31,9457065
2016-04-01,9457065
2016-04-02,9457065
2016-04-03,9878869
2016-04-04,9878869
2016-04-05,9878869
2016-04-06,10283512
2016-04-07,10283512
2016-04-08,10283512
2016-04-09,10283512
2016-04-10,10696498
2016-04-11,10696498
2016-04-12,10696498
2016-04-13,10696498
2016-04-14,11129352
2016-04-15,11129352
2016-04-16,11617127
2016-04-17,11617127
2016-04-18,12124189
2016-04-19,12124189
2016-04-20,12124189
2016-04-21,12643480
2016-04-22,12643480
2016-04-23,12643480
2016-04-24,12643480
2016-04-25,13198153
2016-04-26,13198153
2016-04-27,13198153
2016-04-28,13738750
2016-04-29,13738750
2016-04-30,13738750
2016-05-01,13738750
2016-05-02,13738750
2016-05-03,14289733
2016-05-04,14289733
2016-05-05,14289733
2016-05-06,14289733
2016-05-07,14848222
2016-05-08,14848222
2016-05-09,14848222
2016-05-10,14848222
2016-05-11,14848222
2016-05-12,15038076
2016-05-13,15038076
2016-05-14,15038076
2016-05-15,15038076
2016-05-16,15038076
2016-05-17,15038076
2016-05-18,14864671
2016-05-19,14864671
2016-05-22,14243664
2016-05-23,14243664
2016-05-24,14203579
2016-05-25,14203579
2016-05-26,13867230
2016-05-27,13961115
2016-05-28,13961115
2016-05-29,14587667
2016-05-30,14587667
2016-05-31,15209696
2016-06-01,15873133
2016-06-02,15873133
2016-06-03,16516082
2016-06-04,17219326
2016-06-05,17219326
2016-06-06,17959978
2016-06-07,17959978
2016-06-08,18697126
2016-06-09,18697126
2016-06-10,19487492
2016-06-11,19487492
2016-06-12,20340981
2016-06-13,20340981
2016-06-14,21236166
2016-06-15,21236166
2016-06-16,21236166
2016-06-17,22110341
2016-06-18,22110341
2016-06-19,22110341
2016-06-20,23019343
2016-06-21,23019343
2016-06-22,23019343
2016-06-23,24075272
2016-06-24,24075272
2016-06-25,24075272
2016-06-26,25046908
2016-06-27,25046908
2016-06-28,25046908
2016-06-29,25209868
2016-06-30,25209868
2016-07-01,24633129
2016-07-02,24633129
2016-07-03,23537612
2016-07-04,23537612
2016-07-05,22360731
2016-07-06,22360731
2016-07-07,21242694
2016-07-08,21242694
2016-07-09,20180559
2016-07-10,20180559
2016-07-11,19214259
2016-07-12,19214259
2016-07-13,18300304
2016-07-14,18300304
2016-07-15,17385288
2016-07-16,17385288
2016-07-17,17385288
2016-07-18,16516023
2016-07-23,15690221
2016-07-24,15690221
2016-07-25,15690221
2016-07-26,15014051
2016-07-27,15014051
2016-07-28,15014051
2016-07-29,15014051
2016-07-30,14696078
2016-07-31,14696078
2016-08-01,14696078
2016-08-02,14696078
2016-08-03,14717161
2016-08-04,14717161
2016-08-05,14717161
2016-08-06,14717161
2016-08-07,14599136
2016-08-08,14599136
2016-08-09,14599136
2016-08-10,14606205
2016-08-11,14606205
2016-08-12,14606205
2016-08-13,14606205
2016-08-14,15131434
2016-08-15,15131434
2016-08-16,15131434
2016-08-17,15131434
2016-08-18,15533499
2016-08-19,15533499
2016-08-20,15533499
2016-08-21,15845328
2016-08-22,15845328
2016-08-23,15845328
2016-08-24,15845328
2016-08-25,15949937
2016-08-26,15949937
2016-08-28,15949937
2016-08-31,15917802
2016-09-01,16269180
2016-09-02,16269180
2016-09-03,16269180
2016-09-04,16269180
2016-09-05,16856413
2016-09-06,16856413
2016-09-07,16856413
2016-09-08,16856413
2016-09-09,16856413
2016-09-10,17238131
2016-09-11,17238131
2016-09-12,17238131
2016-09-13,17238131
2016-09-14,16612580
2016-09-15,16612580
2016-09-16,16612580
2016-09-17,16141796
2016-09-18,16141796
2016-09-19,16141796
2016-09-20,15588174
2016-09-21,15588174
2016-09-22,15029419
2016-09-23,15029419
2016-09-24,15029419
2016-09-25,14924935
2016-09-26,14924935
2016-09-27,14924935
2016-09-28,14803035
2016-09-29,14803035
2016-09-30,14803035
2016-10-01,14868195
2016-10-02,14868195
2016-10-03,14868195
2016-10-04,14868195
2016-10-05,14757026
2016-10-06,14757026
2016-10-07,14757026
2016-10-08,14671524
2016-10-09,14671524
2016-10-10,14671524
2016-10-11,14661247
2016-10-12,14661247
2016-10-13,14348823
2016-10-14,14348823
2016-10-15,14036478
2016-10-16,14036478
2016-10-17,14036478
2016-10-18,14036478
2016-10-19,13919475
2016-10-20,13919475
2016-10-21,13919475
2016-10-22,13857540
2016-10-23,13857540
2016-10-24,13700545
2016-10-25,13700545
2016-10-26,13700545
2016-10-27,13425343
2016-10-28,13425343
2016-10-29,12882439
2016-10-30,12882439
2016-10-31,12882439
2016-11-01,12629397
2016-11-02,12629397
2016-11-03,12629397
2016-11-04,12619734
2016-11-05,12619734
2016-11-06,12619734
2016-11-07,12549931
2016-11-08,12549931
2016-11-09,12549931
2016-11-10,12713725
2016-11-11,12713725
2016-11-12,12713725
2016-11-13,12658872
2016-11-14,12658872
2016-11-15,12658872
2016-12-07,12163921
2016-12-08,12163921
2016-12-09,11894171
2016-12-10,11894171
2016-12-11,11894171
2016-12-12,11401816
2016-12-13,11401816
2016-12-14,11085698
