date_obj,Achey%20tree%20logs price
2015-03-26,761
2015-03-27,761
2015-03-28,761
2015-03-29,761
2015-03-30,761
2015-03-31,761
2015-04-01,761
2015-04-02,761
2015-04-03,761
2015-04-04,722
2015-04-05,722
2015-04-06,722
2015-04-07,722
2015-04-08,722
2015-04-09,722
2015-04-10,722
2015-04-11,722
2015-04-12,722
2015-04-13,686
2015-04-14,686
2015-04-15,686
2015-04-16,686
2015-04-17,686
2015-04-18,686
2015-04-19,686
2015-04-20,686
2015-04-21,686
2015-04-22,686
2015-04-23,654
2015-04-24,654
2015-04-25,654
2015-04-26,654
2015-04-27,654
2015-04-28,654
2015-04-29,654
2015-04-30,654
2015-05-01,654
2015-05-02,628
2015-05-03,628
2015-05-04,628
2015-05-05,628
2015-05-06,628
2015-05-07,628
2015-05-08,628
2015-05-09,628
2015-05-10,628
2015-05-11,597
2015-05-12,597
2015-05-13,597
2015-05-14,597
2015-05-15,597
2015-05-16,597
2015-05-17,597
2015-05-18,597
2015-05-19,573
2015-05-20,573
2015-05-21,573
2015-05-22,573
2015-05-23,573
2015-05-24,573
2015-05-25,573
2015-05-26,573
2015-05-27,573
2015-05-28,556
2015-05-29,556
2015-05-30,556
2015-05-31,556
2015-06-01,556
2015-06-02,556
2015-06-03,556
2015-06-04,532
2015-06-05,532
2015-06-06,532
2015-06-07,532
2015-06-08,532
2015-06-09,532
2015-06-10,532
2015-06-11,506
2015-06-12,506
2015-06-13,506
2015-06-14,506
2015-06-15,506
2015-06-16,506
2015-06-17,506
2015-06-18,480
2015-06-19,480
2015-06-20,480
2015-06-21,480
2015-06-22,480
2015-06-23,480
2015-06-24,480
2015-06-25,480
2015-06-26,456
2015-06-27,456
2015-06-28,456
2015-06-29,456
2015-06-30,456
2015-07-01,456
2015-07-02,456
2015-07-03,456
2015-07-04,456
2015-07-05,433
2015-07-06,433
2015-07-07,433
2015-07-08,433
2015-07-09,433
2015-07-10,433
2015-07-11,433
2015-07-12,433
2015-07-13,411
2015-07-14,411
2015-07-15,411
2015-07-16,411
2015-07-17,411
2015-07-18,411
2015-07-19,411
2015-07-20,403
2015-07-21,403
2015-07-22,403
2015-07-23,403
2015-07-24,403
2015-07-25,403
2015-07-26,403
2015-07-27,403
2015-07-28,392
2015-07-29,392
2015-07-30,392
2015-07-31,392
2015-08-01,392
2015-08-02,392
2015-08-03,392
2015-08-04,382
2015-08-05,382
2015-08-06,382
2015-08-07,382
2015-08-08,382
2015-08-09,382
2015-08-10,382
2015-08-11,371
2015-08-12,371
2015-08-13,371
2015-08-14,371
2015-08-15,371
2015-08-16,371
2015-08-17,371
2015-08-18,371
2015-08-19,370
2015-08-20,370
2015-08-21,370
2015-08-22,370
2015-08-23,370
2015-08-24,370
2015-08-25,370
2015-08-26,370
2015-08-27,370
2015-08-28,373
2015-08-29,373
2015-08-30,373
2015-08-31,373
2015-09-01,373
2015-09-02,373
2015-09-03,373
2015-09-04,373
2015-09-05,373
2015-09-06,369
2015-09-07,369
2015-09-08,369
2015-09-09,369
2015-09-10,369
2015-09-11,369
2015-09-12,369
2015-09-13,380
2015-09-14,380
2015-09-15,380
2015-09-16,380
2015-09-17,380
2015-09-18,380
2015-09-19,380
2015-09-20,380
2015-09-21,383
2015-09-22,383
2015-09-23,383
2015-09-24,383
2015-09-25,383
2015-09-27,383
2015-09-28,380
2015-09-29,380
2015-09-30,380
2015-10-05,380
2015-10-06,386
2015-10-07,386
2015-10-08,386
2015-10-09,386
2015-10-10,386
2015-10-11,386
2015-10-12,386
2015-10-13,386
2015-10-14,386
2015-10-15,384
2015-10-16,384
2015-10-17,384
2015-10-18,384
2015-10-19,384
2015-10-20,384
2015-10-22,384
2015-10-23,381
2015-10-24,381
2015-10-25,381
2015-10-26,381
2015-10-27,381
2015-10-28,381
2015-10-29,381
2015-10-30,381
2015-10-31,384
2015-11-01,384
2015-11-02,384
2015-11-03,384
2015-11-04,384
2015-11-05,384
2015-11-06,384
2015-11-07,384
2015-11-08,384
2015-11-09,384
2015-11-10,384
2015-11-11,384
2015-11-12,384
2015-11-13,384
2015-11-14,384
2015-11-15,384
2015-11-16,382
2015-11-17,382
2015-11-18,382
2015-11-19,382
2015-11-20,382
2015-11-21,382
2015-11-22,382
2015-11-23,377
2015-11-24,377
2015-11-25,377
2015-11-26,377
2015-11-27,377
2015-11-28,377
2015-11-29,377
2015-11-30,381
2015-12-01,381
2015-12-02,381
2015-12-03,381
2015-12-04,381
2015-12-05,381
2015-12-06,381
2015-12-07,381
2015-12-08,391
2015-12-09,391
2015-12-10,391
2015-12-11,391
2015-12-12,391
2015-12-13,391
2015-12-14,391
2015-12-15,393
2015-12-16,393
2015-12-17,393
2015-12-18,393
2015-12-19,393
2015-12-20,393
2015-12-21,407
2015-12-22,407
2015-12-23,407
2015-12-24,407
2015-12-25,407
2015-12-26,407
2015-12-27,409
2015-12-28,409
2015-12-29,409
2015-12-30,409
2015-12-31,409
2016-01-01,403
2016-01-02,403
2016-01-03,403
2016-01-04,403
2016-01-05,403
2016-01-06,409
2016-01-07,409
2016-01-08,409
2016-01-09,409
2016-01-10,409
2016-01-11,409
2016-01-12,412
2016-01-13,412
2016-01-14,412
2016-01-15,412
2016-01-16,412
2016-01-17,412
2016-01-18,410
2016-01-19,410
2016-01-20,410
2016-01-21,410
2016-01-22,410
2016-01-23,410
2016-01-24,410
2016-01-25,418
2016-01-26,418
2016-01-27,418
2016-01-28,418
2016-01-29,418
2016-01-30,418
2016-01-31,426
2016-02-01,426
2016-02-02,426
2016-02-03,426
2016-02-04,426
2016-02-05,426
2016-02-06,422
2016-02-07,422
2016-02-08,422
2016-02-09,422
2016-02-10,422
2016-02-11,422
2016-02-12,415
2016-02-13,415
2016-02-14,415
2016-02-15,415
2016-02-16,415
2016-02-17,428
2016-02-18,428
2016-02-19,428
2016-02-20,428
2016-02-21,428
2016-02-22,428
2016-02-23,422
2016-02-24,422
2016-02-25,422
2016-02-26,422
2016-02-27,422
2016-02-28,400
2016-02-29,400
2016-03-01,400
2016-03-02,400
2016-03-03,400
2016-03-04,400
2016-03-05,381
2016-03-06,381
2016-03-07,381
2016-03-08,381
2016-03-09,381
2016-03-10,368
2016-03-11,368
2016-03-12,368
2016-03-13,368
2016-03-14,368
2016-03-15,368
2016-03-16,364
2016-03-17,364
2016-03-18,364
2016-03-19,364
2016-03-20,364
2016-03-21,364
2016-03-22,362
2016-03-23,362
2016-03-24,362
2016-03-25,362
2016-03-26,362
2016-03-27,362
2016-03-28,362
2016-03-29,362
2016-03-30,362
2016-03-31,362
2016-04-01,362
2016-04-02,362
2016-04-03,366
2016-04-04,366
2016-04-05,366
2016-04-06,366
2016-04-07,366
2016-04-08,366
2016-04-09,366
2016-04-10,366
2016-04-11,366
2016-04-12,366
2016-04-13,366
2016-04-14,366
2016-04-15,361
2016-04-16,361
2016-04-17,361
2016-04-18,361
2016-04-19,361
2016-04-20,348
2016-04-21,348
2016-04-22,348
2016-04-23,348
2016-04-24,348
2016-04-25,348
2016-04-26,364
2016-04-27,364
2016-04-28,364
2016-04-29,364
2016-04-30,364
2016-05-01,353
2016-05-02,353
2016-05-03,353
2016-05-04,353
2016-05-05,353
2016-05-06,353
2016-05-07,344
2016-05-08,344
2016-05-09,344
2016-05-10,344
2016-05-11,344
2016-05-12,344
2016-05-13,335
2016-05-14,335
2016-05-15,335
2016-05-16,335
2016-05-17,335
2016-05-18,344
2016-05-19,344
2016-05-21,344
2016-05-22,344
2016-05-23,344
2016-05-24,352
2016-05-25,352
2016-05-26,352
2016-05-27,352
2016-05-28,352
2016-05-29,354
2016-05-30,354
2016-05-31,354
2016-06-01,354
2016-06-02,354
2016-06-03,354
2016-06-04,358
2016-06-05,358
2016-06-06,358
2016-06-07,358
2016-06-08,358
2016-06-09,351
2016-06-10,351
2016-06-11,351
2016-06-12,351
2016-06-13,351
2016-06-14,338
2016-06-15,338
2016-06-16,338
2016-06-17,338
2016-06-18,338
2016-06-19,338
2016-06-20,338
2016-06-21,338
2016-06-22,338
2016-06-23,338
2016-06-24,341
2016-06-25,341
2016-06-26,341
2016-06-27,341
2016-06-28,341
2016-06-29,346
2016-06-30,346
2016-07-01,346
2016-07-02,346
2016-07-03,346
2016-07-04,339
2016-07-05,339
2016-07-06,339
2016-07-07,339
2016-07-08,339
2016-07-09,331
2016-07-10,331
2016-07-11,331
2016-07-12,331
2016-07-13,331
2016-07-14,329
2016-07-15,329
2016-07-16,329
2016-07-17,329
2016-07-18,329
2016-07-23,332
2016-07-24,332
2016-07-25,331
2016-07-26,331
2016-07-27,331
2016-07-28,331
2016-07-29,331
2016-07-30,339
2016-07-31,339
2016-08-01,339
2016-08-02,339
2016-08-03,352
2016-08-04,352
2016-08-05,352
2016-08-06,352
2016-08-07,364
2016-08-08,364
2016-08-09,364
2016-08-10,364
2016-08-11,364
2016-08-12,374
2016-08-13,374
2016-08-14,374
2016-08-15,374
2016-08-16,374
2016-08-17,374
2016-08-18,362
2016-08-19,362
2016-08-20,362
2016-08-21,362
2016-08-22,362
2016-08-23,347
2016-08-24,347
2016-08-25,347
2016-08-26,347
2016-08-28,347
2016-08-31,347
2016-09-01,331
2016-09-02,331
2016-09-03,331
2016-09-04,331
2016-09-05,331
2016-09-06,314
2016-09-07,314
2016-09-08,314
2016-09-09,314
2016-09-10,314
2016-09-11,314
2016-09-12,298
2016-09-13,298
2016-09-14,298
2016-09-15,298
2016-09-16,298
2016-09-17,283
2016-09-18,283
2016-09-19,283
2016-09-20,283
2016-09-21,283
2016-09-22,272
2016-09-23,272
