date_obj,3rd%20age%20pickaxe price
2016-07-06,300000000
2016-07-07,300000000
2016-07-08,310824563
2016-07-09,310824563
2016-07-10,310824563
2016-07-11,310824563
2016-07-12,310824563
2016-07-13,310824563
2016-07-14,310824563
2016-07-15,310824563
2016-07-16,310824563
2016-07-17,310824563
2016-07-18,310824563
2016-07-23,322851416
2016-07-24,322851416
2016-07-25,322851416
2016-07-26,322851416
2016-07-27,322851416
2016-07-28,322851416
2016-07-29,322851416
2016-07-30,322851416
2016-07-31,322851416
2016-08-01,322851416
2016-08-02,322851416
2016-08-03,322851416
2016-08-04,322851416
2016-08-05,322851416
2016-08-06,322851416
2016-08-07,322851416
2016-08-08,322851416
2016-08-09,322851416
2016-08-10,322851416
2016-08-11,322851416
2016-08-12,322851416
2016-08-13,322851416
2016-08-14,322851416
2016-08-15,322851416
2016-08-16,322851416
2016-08-17,322851416
2016-08-18,322851416
2016-08-19,322851416
2016-08-20,322851416
2016-08-21,322851416
2016-08-22,322851416
2016-08-23,322851416
2016-08-24,322851416
2016-08-25,322851416
2016-08-26,322851416
2016-08-28,322851416
2016-08-31,322851416
2016-09-01,322851416
2016-09-02,322851416
2016-09-03,322851416
2016-09-04,322851416
2016-09-05,322851416
2016-09-06,322851416
2016-09-07,322851416
2016-09-08,322851416
2016-09-09,322851416
2016-09-10,322851416
2016-09-11,322851416
2016-09-12,322851416
2016-09-13,322851416
2016-09-14,322851416
2016-09-15,322851416
2016-09-16,322851416
2016-09-17,322851416
2016-09-18,322851416
2016-09-19,322851416
2016-09-20,322851416
2016-09-21,322851416
2016-09-22,322851416
2016-09-23,322851416
2016-09-24,322851416
2016-09-25,322851416
2016-09-26,322851416
2016-09-27,322851416
2016-09-28,322851416
2016-09-29,322851416
2016-09-30,322851416
2016-10-01,322851416
2016-10-02,334556437
2016-10-03,334556437
2016-10-04,334556437
2016-10-05,334556437
2016-10-06,334556437
2016-10-07,334556437
2016-10-08,334556437
2016-10-09,334556437
2016-10-10,334556437
2016-10-11,334556437
2016-10-12,334556437
2016-10-13,334556437
2016-10-14,334556437
2016-10-15,334556437
2016-10-16,334556437
2016-10-17,334556437
2016-10-18,334556437
2016-10-19,334556437
2016-10-20,334556437
2016-10-21,334556437
2016-10-22,334556437
2016-10-23,334556437
2016-10-24,334556437
2016-10-25,334556437
2016-10-26,334556437
2016-10-27,334556437
2016-10-28,334556437
2016-10-29,334556437
2016-10-30,334556437
2016-10-31,334556437
2016-11-01,334556437
2016-11-02,334556437
2016-11-03,334556437
2016-11-04,334556437
2016-11-05,334556437
2016-11-06,334556437
2016-11-07,334556437
2016-11-08,334556437
2016-11-09,334556437
2016-11-10,334556437
2016-11-11,334556437
2016-11-12,334556437
2016-11-13,334556437
2016-11-14,334556437
2016-11-15,334556437
2016-12-07,334556437
2016-12-08,334556437
2016-12-09,348964535
2016-12-10,348964535
2016-12-11,348964535
2016-12-12,348964535
2016-12-13,348964535
2016-12-14,348964535
2016-12-15,348964535
2016-12-16,348964535
2016-12-17,348964535
2016-12-18,348964535
2016-12-19,348964535
2016-12-20,348964535
2016-12-21,348964535
2016-12-22,348964535
2016-12-23,348964535
2016-12-24,348964535
2016-12-25,348964535
2016-12-26,348964535
2016-12-27,348964535
2016-12-28,348964535
2016-12-29,348964535
2016-12-30,348964535
2016-12-31,348964535
2017-01-01,348964535
2017-01-02,348964535
2017-01-03,348964535
2017-01-04,348964535
2017-01-05,348964535
2017-01-06,348964535
2017-01-07,348964535
2017-01-08,348964535
2017-01-09,348964535
2017-01-10,348964535
2017-01-11,348964535
2017-01-12,348964535
2017-01-13,348964535
2017-01-14,348964535
2017-01-15,348964535
2017-01-16,348964535
2017-01-17,348964535
2017-01-18,348964535
2017-01-19,348964535
2017-01-20,348964535
2017-01-21,348964535
2017-01-22,348964535
2017-01-23,348964535
2017-01-27,348964535
2017-01-28,348964535
2017-01-29,348964535
2017-01-30,348964535
2017-01-31,348964535
2017-02-01,348964535
2017-02-02,348964535
2017-02-03,348964535
2017-02-04,348964535
2017-02-05,348964535
2017-02-06,348964535
2017-02-07,348964535
2017-02-08,348964535
2017-02-09,348964535
2017-02-10,348964535
2017-02-11,348964535
2017-02-12,348964535
2017-02-13,348964535
2017-02-14,356441307
2017-02-15,356441307
2017-02-16,356441307
2017-02-17,356441307
2017-02-18,356441307
2017-02-19,356441307
2017-02-20,356441307
2017-02-21,356441307
2017-02-22,356441307
2017-02-23,356441307
2017-02-24,356441307
2017-02-25,356441307
2017-02-26,356441307
2017-02-27,356441307
2017-02-28,356441307
2017-03-01,356441307
2017-03-02,356441307
2017-03-03,356441307
2017-03-04,356441307
2017-03-05,356441307
2017-03-06,356441307
2017-03-07,356441307
2017-03-08,356441307
2017-03-09,356441307
2017-03-10,356441307
2017-03-11,356441307
2017-03-12,356441307
2017-03-13,356441307
2017-03-14,356441307
2017-03-15,356441307
2017-03-16,356441307
2017-03-17,356441307
2017-03-18,356441307
2017-03-19,356441307
2017-03-20,356441307
2017-03-21,356441307
2017-03-22,356441307
2017-03-23,356441307
2017-03-24,356441307
2017-03-25,356441307
2017-03-26,356441307
2017-03-27,356441307
2017-03-28,356441307
2017-03-29,356441307
2017-03-30,356441307
2017-03-31,356441307
2017-04-01,356441307
2017-04-02,356441307
2017-04-03,356441307
2017-04-04,356441307
2017-04-05,356441307
2017-04-12,356441307
2017-04-13,356441307
2017-04-14,356441307
2017-04-15,356441307
2017-04-16,356441307
2017-04-17,356441307
2017-04-18,356441307
2017-04-19,356441307
2017-04-20,356441307
2017-04-21,356441307
2017-04-22,356441307
2017-04-23,356441307
2017-04-24,356441307
2017-04-25,356441307
2017-04-26,356441307
2017-04-27,356441307
2017-04-28,356441307
2017-04-29,356441307
2017-04-30,356441307
2017-05-01,356441307
2017-05-02,356441307
2017-05-03,356441307
2017-05-04,356441307
2017-05-05,356441307
2017-05-06,356441307
2017-05-07,356441307
2017-05-08,356441307
2017-05-09,356441307
2017-05-10,356441307
2017-05-11,356441307
2017-05-12,356441307
2017-05-13,356441307
2017-05-14,356441307
2017-05-15,356441307
2017-05-16,356441307
2017-05-17,356441307
2017-05-18,356441307
2017-05-19,360448284
2017-05-20,360448284
2017-05-21,360448284
2017-05-22,360448284
2017-05-23,360448284
2017-05-24,360448284
2017-05-25,360448284
2017-05-26,360448284
2017-05-27,360448284
2017-05-28,360448284
2017-05-29,360448284
2017-05-30,360448284
2017-05-31,360448284
2017-06-01,360448284
2017-06-02,360448284
2017-06-03,360448284
2017-06-04,360448284
2017-06-05,360448284
2017-06-06,360448284
2017-06-07,360448284
2017-06-08,360448284
2017-06-09,360448284
2017-06-10,360448284
2017-06-11,360448284
2017-06-12,360448284
2017-06-13,360448284
2017-06-14,360448284
2017-06-15,360448284
2017-06-16,360448284
2017-06-17,360448284
2017-06-18,360448284
2017-06-19,360448284
2017-06-20,360448284
2017-06-21,360448284
2017-06-22,360448284
2017-06-23,360448284
2017-06-24,375921778
2017-06-25,375921778
2017-06-26,375921778
2017-06-27,375921778
2017-06-28,375921778
2017-06-29,375921778
2017-06-30,375921778
2017-07-01,375921778
2017-07-02,375921778
2017-07-03,375921778
2017-07-04,375921778
2017-07-05,375921778
2017-07-06,375921778
2017-07-07,375921778
2017-07-08,375921778
2017-07-09,375921778
2017-07-13,375921778
2017-07-14,375921778
2017-07-15,375921778
2017-07-16,375921778
2017-07-17,375921778
2017-07-18,375921778
2017-07-19,375921778
2017-07-20,375921778
2017-07-21,375921778
2017-07-22,375921778
2017-07-23,375921778
2017-07-24,375921778
2017-07-25,375921778
2017-07-26,375921778
2017-07-27,375921778
2017-07-28,375921778
2017-07-29,375921778
2017-07-30,391596887
2017-07-31,391596887
2017-08-01,391596887
2017-08-02,391596887
2017-08-03,391596887
2017-08-04,391596887
2017-08-05,391596887
2017-08-06,391596887
2017-08-07,391596887
2017-08-08,391596887
2017-08-09,391596887
2017-08-10,391596887
2017-08-11,391596887
2017-08-12,391596887
2017-08-13,391596887
2017-08-14,391596887
2017-08-15,391596887
2017-08-16,391596887
2017-08-17,391596887
2017-08-18,391596887
2017-08-19,391596887
2017-08-20,391596887
2017-08-21,391596887
2017-08-22,391596887
2017-08-23,600000000
2017-08-24,600000000
2017-08-25,600000000
2017-08-26,600000000
2017-08-27,600000000
2017-08-28,600000000
2017-08-29,600000000
2017-08-30,600000000
2017-08-31,600000000
2017-09-01,600000000
2017-09-02,600000000
2017-09-03,600000000
2017-09-04,600000000
2017-09-05,600000000
2017-09-06,600000000
2017-09-07,600000000
2017-09-08,600000000
2017-09-09,600000000
2017-09-10,600000000
2017-09-11,600000000
2017-09-12,600000000
2017-09-13,600000000
2017-09-14,600000000
2017-09-15,600000000
2017-09-16,600000000
2017-09-17,600000000
2017-09-18,600000000
2017-09-19,600000000
2017-09-20,600000000
2017-09-21,600000000
2017-09-22,600000000
2017-09-23,600000000
2017-09-24,600000000
2017-09-25,600000000
2017-09-26,600000000
2017-09-27,600000000
2017-09-28,600000000
2017-09-29,600000000
2017-09-30,600000000
2017-10-01,600000000
2017-10-02,600000000
2017-10-03,600000000
2017-10-04,600000000
2017-10-05,600000000
2017-10-06,600000000
2017-10-07,600000000
2017-10-08,600000000
2017-10-09,600000000
2017-10-10,600000000
2017-10-11,600000000
2017-10-12,600000000
2017-10-13,600000000
2017-10-14,600000000
2017-10-15,600000000
2017-10-16,600000000
2017-10-17,600000000
2017-10-18,600000000
2017-10-19,600000000
2017-10-20,600000000
2017-10-21,600000000
2017-10-22,600000000
2017-10-23,600000000
2017-10-24,600000000
2017-10-25,600000000
2017-10-26,600000000
2017-10-27,600000000
2017-10-28,600000000
2017-10-29,600000000
2017-10-30,600000000
