date_obj,Seers%20ring price
2019-03-31,532628
2019-04-01,553571
2019-04-02,575596
2019-04-03,573432
2019-04-04,578901
2019-04-05,589481
2019-04-06,608801
2019-04-07,597241
2019-04-08,591375
2019-04-09,584711
2019-04-10,581777
2019-04-11,581365
2019-04-12,578828
2019-04-13,576012
2019-04-14,582400
2019-04-15,577190
2019-04-16,578409
2019-04-17,581871
2019-04-18,581944
2019-04-19,573523
2019-04-20,581507
2019-04-21,604455
2019-04-22,596828
2019-04-23,590504
2019-04-24,585465
2019-04-25,576083
2019-04-26,569135
2019-04-27,562330
2019-04-28,549869
2019-04-29,542616
2019-04-30,526309
2019-05-01,523231
2019-05-02,509094
2019-05-03,499603
2019-05-04,505295
2019-05-05,512616
2019-05-06,510793
2019-05-07,520529
2019-05-08,522851
2019-05-09,521821
2019-05-10,517984
2019-05-11,522207
2019-05-12,516190
2019-05-13,514928
2019-05-14,510245
2019-05-15,507816
2019-05-16,499490
2019-05-17,496258
2019-05-18,493145
2019-05-19,489046
2019-05-20,493817
2019-05-21,505764
2019-05-22,503100
2019-05-23,493625
2019-05-24,486292
2019-05-25,487323
2019-05-26,489405
2019-05-27,486046
2019-05-28,481687
2019-05-29,476927
2019-05-30,472248
2019-05-31,472106
2019-06-01,467482
2019-06-02,472178
2019-06-03,466322
2019-06-04,459505
2019-06-05,455988
2019-06-06,450367
2019-06-07,446986
2019-06-08,441640
2019-06-09,441588
2019-06-10,452413
2019-06-11,446964
2019-06-12,440848
2019-06-13,431178
2019-06-14,418676
2019-06-15,413531
2019-06-16,424736
2019-06-17,425612
2019-06-18,434832
2019-06-19,432422
2019-06-20,431191
2019-06-21,438150
2019-06-22,433602
2019-06-23,430039
2019-06-24,424061
2019-06-25,419782
2019-06-26,422201
2019-06-27,431051
2019-06-28,446494
2019-06-29,457394
2019-06-30,469041
2019-07-01,452840
2019-07-02,453188
2019-07-03,457289
2019-07-04,453602
2019-07-05,463861
2019-07-06,481732
2019-07-07,493187
2019-07-08,500912
2019-07-09,497183
2019-07-10,490065
2019-07-11,487579
2019-07-12,481619
2019-07-13,474483
2019-07-14,465581
2019-07-15,460246
2019-07-16,454260
2019-07-17,455339
2019-07-18,449051
2019-07-19,445317
2019-07-20,450770
2019-07-21,450767
2019-07-22,460612
2019-07-23,475384
2019-07-24,457187
2019-07-25,451959
2019-07-26,472718
2019-07-27,495154
2019-07-28,511699
2019-07-29,529997
2019-07-30,551248
2019-07-31,578321
2019-08-01,587554
2019-08-02,580191
2019-08-03,578555
2019-08-04,583991
2019-08-05,572612
2019-08-06,561745
2019-08-07,555879
2019-08-08,539373
2019-08-09,529106
2019-08-10,507323
2019-08-11,493831
2019-08-12,477227
2019-08-13,462979
2019-08-14,458977
2019-08-15,449346
2019-08-16,454109
2019-08-17,469578
2019-08-18,476393
2019-08-19,465671
2019-08-20,458032
2019-08-21,445362
2019-08-22,436362
2019-08-23,432155
2019-08-24,430927
2019-08-24,430927
2019-08-25,431694
2019-08-25,431694
2019-08-26,425519
2019-08-26,425519
2019-08-27,423951
2019-08-27,423951
2019-08-28,427673
2019-08-29,422596
2019-08-30,414822
2019-08-31,411746
2019-09-01,418259
2019-09-02,423767
2019-09-03,417448
2019-09-04,415689
2019-09-05,408214
2019-09-06,401411
2019-09-07,398576
2019-09-08,403708
2019-09-09,398065
2019-09-10,392677
2019-09-11,391672
2019-09-12,383347
2019-09-13,380765
2019-09-14,387852
2019-09-15,396333
2019-09-16,388712
2019-09-17,388337
2019-09-18,399450
2019-09-19,407411
2019-09-20,415003
2019-09-21,412916
2019-09-22,407499
2019-09-23,406164
2019-09-24,404328
2019-09-25,407709
2019-09-26,404078
2019-09-27,397658
2019-09-28,391794
2019-09-29,389767
2019-09-30,386978
2019-10-01,377839
2019-10-02,377532
2019-10-03,374216
2019-10-04,365989
2019-10-05,365294
2019-10-06,367305
2019-10-07,367529
2019-10-08,369093
2019-10-09,368148
2019-10-10,369184
2019-10-11,366499
2019-10-12,363241
2019-10-13,353359
2019-10-14,346995
2019-10-15,344832
2019-10-16,345382
2019-10-17,346651
2019-10-18,341726
2019-10-19,343300
2019-10-20,340818
2019-10-21,338327
2019-10-22,340852
2019-10-23,343748
2019-10-24,342768
2019-10-25,346507
2019-10-26,349266
2019-10-27,350068
2019-10-28,346977
2019-10-29,338645
2019-10-30,338284
2019-10-31,333026
2019-11-01,333097
2019-11-02,335031
2019-11-03,337209
2019-11-04,334201
2019-11-05,334996
2019-11-06,334872
2019-11-07,334716
2019-11-08,342853
2019-11-09,348130
2019-11-10,359376
2019-11-11,362664
2019-11-12,357806
2019-11-13,355406
2019-11-14,355410
2019-11-15,358235
2019-11-16,359919
2019-11-17,356575
2019-11-18,353407
2019-11-19,356142
2019-11-20,355298
2019-11-21,350097
2019-11-22,342953
2019-11-23,340726
2019-11-24,337035
2019-11-25,338331
2019-11-26,346863
2019-11-27,352817
2019-11-28,351770
2019-11-29,360328
2019-11-30,354351
2019-12-01,354202
2019-12-02,349559
2019-12-03,348540
2019-12-04,351088
2019-12-05,353165
2019-12-06,353397
2019-12-07,357644
2019-12-08,364622
2019-12-09,369216
2019-12-10,375473
2019-12-11,382686
2019-12-12,388904
2019-12-13,397247
2019-12-14,404050
2019-12-15,409419
2019-12-16,405669
2019-12-17,395386
2019-12-18,381799
2019-12-19,370330
2019-12-20,353752
2019-12-21,338141
2019-12-22,327279
2019-12-23,330827
2019-12-24,340088
2019-12-25,342827
2019-12-26,348000
2019-12-27,356521
2019-12-28,359739
2019-12-29,361501
2019-12-30,366872
2019-12-31,364148
2020-01-01,372461
2020-01-02,372879
2020-01-03,371479
2020-01-04,371819
2020-01-05,366852
2020-01-06,353624
2020-01-07,336818
2020-01-08,334113
2020-01-09,325384
2020-01-10,326228
2020-01-11,337609
2020-01-12,342877
2020-01-13,335424
2020-01-14,332307
2020-01-15,326946
2020-01-16,328282
2020-01-17,333730
2020-01-18,340381
2020-01-19,337722
2020-01-20,335413
2020-01-21,335717
2020-01-22,328338
2020-01-23,322747
2020-01-24,319189
2020-01-25,321789
2020-01-26,320195
2020-01-27,318419
2020-01-28,321862
2020-01-29,317543
2020-01-30,311247
2020-01-31,309119
2020-02-01,317158
2020-02-02,319031
2020-02-03,317468
2020-02-04,316289
2020-02-05,328280
2020-02-06,319196
2020-02-07,304126
2020-02-08,290889
2020-02-09,292250
2020-02-10,302174
2020-02-11,305610
2020-02-12,303932
2020-02-13,307475
2020-02-14,299405
2020-02-15,299839
2020-02-16,302613
2020-02-17,301929
2020-02-18,300613
2020-02-19,304610
2020-02-20,312505
2020-02-21,310184
2020-02-22,311622
2020-02-23,308857
2020-02-24,307920
2020-02-25,305635
2020-02-26,305527
2020-02-27,301211
2020-02-28,298401
2020-02-29,302260
2020-03-01,297675
2020-03-02,292955
2020-03-03,289453
2020-03-04,286556
2020-03-05,294112
2020-03-06,304016
2020-03-07,301780
2020-03-08,297231
2020-03-09,296161
2020-03-10,297059
2020-03-11,295753
2020-03-12,298339
2020-03-13,301546
2020-03-14,299568
2020-03-15,300393
2020-03-16,310690
2020-03-17,309550
2020-03-18,309198
2020-03-19,316545
2020-03-20,316902
2020-03-21,319742
2020-03-22,332023
2020-03-23,340927
2020-03-24,344102
2020-03-25,351837
2020-03-26,356823
2020-03-27,362878
2020-03-28,379542
2020-03-29,392556
2020-03-30,386320
2020-03-31,379436
2020-04-01,375002
2020-04-02,363782
2020-04-03,350885
2020-04-04,340390
2020-04-05,328557
2020-04-06,319069
2020-04-07,320539
2020-04-08,324032
2020-04-09,332577
2020-04-10,334854
2020-04-11,344831
2020-04-12,350792
2020-04-13,359850
2020-04-14,368100
2020-04-15,369203
2020-04-16,371247
2020-04-17,377400
2020-04-18,379776
2020-04-19,375227
2020-04-20,375213
2020-04-21,368568
2020-04-22,365608
2020-04-23,360366
2020-04-24,350393
2020-04-25,338106
2020-04-26,327137
2020-04-27,312736
2020-04-28,297472
2020-04-29,287979
2020-04-30,291494
2020-05-01,302269
2020-05-02,308099
2020-05-03,314718
2020-05-04,311006
2020-05-05,316146
2020-05-06,326263
2020-05-07,330537
2020-05-08,339267
2020-05-09,331259
2020-05-10,329276
2020-05-11,326969
2020-05-12,321421
2020-05-13,320319
