date_obj,Fiyr%20remains price
2015-03-26,3850
2015-03-27,3850
2015-03-28,3850
2015-03-29,3850
2015-03-30,3850
2015-03-31,3850
2015-04-01,3850
2015-04-02,3850
2015-04-03,3850
2015-04-04,3850
2015-04-05,3850
2015-04-06,3850
2015-04-07,3850
2015-04-08,3850
2015-04-09,3850
2015-04-10,3850
2015-04-11,3850
2015-04-12,3850
2015-04-13,3850
2015-04-14,3850
2015-04-15,3850
2015-04-16,3850
2015-04-17,3850
2015-04-18,3850
2015-04-19,3850
2015-04-20,3850
2015-04-21,3850
2015-04-22,3850
2015-04-23,3850
2015-04-24,3850
2015-04-25,3850
2015-04-26,3850
2015-04-27,3850
2015-04-28,3850
2015-04-29,3850
2015-04-30,3850
2015-05-01,3850
2015-05-02,3850
2015-05-03,3850
2015-05-04,3933
2015-05-05,3933
2015-05-06,3933
2015-05-07,3933
2015-05-08,3933
2015-05-09,3933
2015-05-10,3933
2015-05-11,3933
2015-05-12,3933
2015-05-13,3933
2015-05-14,3933
2015-05-15,3933
2015-05-16,3933
2015-05-17,3933
2015-05-18,3933
2015-05-19,3933
2015-05-20,3933
2015-05-21,3933
2015-05-22,3933
2015-05-23,3933
2015-05-24,3933
2015-05-25,3933
2015-05-26,3933
2015-05-27,3933
2015-05-28,3933
2015-05-29,3933
2015-05-30,3933
2015-05-31,3933
2015-06-01,3933
2015-06-02,3933
2015-06-03,3933
2015-06-04,3933
2015-06-05,3933
2015-06-06,4019
2015-06-07,4019
2015-06-08,4019
2015-06-09,4019
2015-06-10,4019
2015-06-11,4019
2015-06-12,4019
2015-06-13,4019
2015-06-14,4019
2015-06-15,4019
2015-06-16,4019
2015-06-17,4019
2015-06-18,4019
2015-06-19,4019
2015-06-20,4019
2015-06-21,4019
2015-06-22,4019
2015-06-23,4019
2015-06-24,4019
2015-06-25,4019
2015-06-26,4019
2015-06-27,4019
2015-06-28,4019
2015-06-29,4019
2015-06-30,4019
2015-07-01,4019
2015-07-02,4019
2015-07-03,4019
2015-07-04,4019
2015-07-05,4019
2015-07-06,4019
2015-07-07,4019
2015-07-08,4019
2015-07-09,4019
2015-07-10,4019
2015-07-11,4019
2015-07-12,4019
2015-07-13,4019
2015-07-14,4019
2015-07-15,4019
2015-07-16,4019
2015-07-17,4019
2015-07-18,4019
2015-07-19,4019
2015-07-20,4019
2015-07-21,4019
2015-07-22,4019
2015-07-23,4019
2015-07-24,4019
2015-07-25,4166
2015-07-26,4166
2015-07-27,4166
2015-07-28,4166
2015-07-29,4166
2015-07-30,4166
2015-07-31,4166
2015-08-01,4166
2015-08-02,4166
2015-08-03,4166
2015-08-04,4166
2015-08-05,4166
2015-08-06,4166
2015-08-07,4166
2015-08-08,4166
2015-08-09,4166
2015-08-10,4166
2015-08-11,4166
2015-08-12,4166
2015-08-13,4166
2015-08-14,4166
2015-08-15,4166
2015-08-16,4166
2015-08-17,4166
2015-08-18,4166
2015-08-19,4166
2015-08-20,4166
2015-08-21,4166
2015-08-22,4166
2015-08-23,4166
2015-08-24,4166
2015-08-25,4166
2015-08-26,4327
2015-08-27,4327
2015-08-28,4327
2015-08-29,4327
2015-08-30,4327
2015-08-31,4327
2015-09-01,4327
2015-09-02,4327
2015-09-03,4327
2015-09-04,4327
2015-09-05,4327
2015-09-06,4327
2015-09-07,4327
2015-09-08,4327
2015-09-09,4327
2015-09-10,4327
2015-09-11,4327
2015-09-12,4327
2015-09-13,4327
2015-09-14,4327
2015-09-15,4327
2015-09-16,4327
2015-09-17,4327
2015-09-18,4327
2015-09-19,4327
2015-09-20,4327
2015-09-21,4327
2015-09-22,4327
2015-09-23,4327
2015-09-24,4327
2015-09-25,4327
2015-09-27,4327
2015-09-28,4327
2015-09-29,4327
2015-09-30,4327
2015-10-05,4378
2015-10-06,4378
2015-10-07,4378
2015-10-08,4378
2015-10-09,4378
2015-10-10,4378
2015-10-11,4378
2015-10-12,4378
2015-10-13,4378
2015-10-14,4378
2015-10-15,4378
2015-10-16,4378
2015-10-17,4378
2015-10-18,4378
2015-10-19,4378
2015-10-20,4378
2015-10-22,4378
2015-10-23,4378
2015-10-24,4378
2015-10-25,4378
2015-10-26,4378
2015-10-27,4378
2015-10-29,4378
2015-10-30,4378
2015-10-31,4378
2015-11-01,4378
2015-11-02,4378
2015-11-03,4378
2015-11-04,4378
2015-11-05,4378
2015-11-06,4378
2015-11-07,4378
2015-11-08,4378
2015-11-09,4378
2015-11-10,4378
2015-11-11,4378
2015-11-12,4378
2015-11-13,4378
2015-11-14,4378
2015-11-15,4378
2015-11-16,4378
2015-11-17,4378
2015-11-18,4378
2015-11-19,4378
2015-11-20,4378
2015-11-21,4378
2015-11-22,4378
2015-11-23,4378
2015-11-24,4378
2015-11-25,4378
2015-11-26,4378
2015-11-27,4378
2015-11-28,4378
2015-11-29,4378
2015-11-30,4378
2015-12-01,4378
2015-12-02,4378
2015-12-03,4461
2015-12-04,4461
2015-12-05,4461
2015-12-06,4461
2015-12-07,4461
2015-12-08,4461
2015-12-09,4461
2015-12-10,4461
2015-12-11,4461
2015-12-12,4461
2015-12-13,4461
2015-12-14,4461
2015-12-15,4461
2015-12-16,4461
2015-12-17,4461
2015-12-18,4461
2015-12-19,4461
2015-12-20,4461
2015-12-21,4461
2015-12-22,4461
2015-12-23,4461
2015-12-24,4461
2015-12-25,4461
2015-12-26,4461
2015-12-27,4461
2015-12-28,4461
2015-12-29,4461
2015-12-30,4461
2015-12-31,4461
2016-01-01,4461
2016-01-02,4461
2016-01-03,4461
2016-01-04,4461
2016-01-05,4494
2016-01-06,4494
2016-01-07,4494
2016-01-08,4494
2016-01-09,4494
2016-01-10,4494
2016-01-11,4494
2016-01-12,4494
2016-01-13,4494
2016-01-14,4494
2016-01-15,4494
2016-01-16,4494
2016-01-17,4494
2016-01-18,4494
2016-01-19,4494
2016-01-20,4494
2016-01-21,4494
2016-01-22,4494
2016-01-23,4494
2016-01-24,4494
2016-01-25,4494
2016-01-26,4494
2016-01-27,4494
2016-01-28,4494
2016-01-29,4494
2016-01-30,4494
2016-01-31,4494
2016-02-01,4494
2016-02-02,4494
2016-02-03,4494
2016-02-04,4494
2016-02-05,4494
2016-02-06,4494
2016-02-07,4494
2016-02-08,4494
2016-02-09,4494
2016-02-10,4494
2016-02-11,4433
2016-02-12,4433
2016-02-13,4433
2016-02-14,4433
2016-02-15,4433
2016-02-16,4433
2016-02-17,4433
2016-02-18,4433
2016-02-19,4433
2016-02-20,4433
2016-02-21,4433
2016-02-22,4433
2016-02-23,4433
2016-02-24,4433
2016-02-25,4433
2016-02-26,4433
2016-02-27,4433
2016-02-28,4433
2016-02-29,4433
2016-03-01,4433
2016-03-02,4433
2016-03-03,4433
2016-03-04,4433
2016-03-05,4433
2016-03-06,4433
2016-03-07,4433
2016-03-08,4433
2016-03-09,4433
2016-03-10,4433
2016-03-11,4433
2016-03-12,4433
2016-03-13,4433
2016-03-14,4433
2016-03-15,4590
2016-03-16,4590
2016-03-17,4590
2016-03-18,4590
2016-03-19,4590
2016-03-20,4590
2016-03-21,4590
2016-03-22,4590
2016-03-23,4590
2016-03-24,4590
2016-03-25,4590
2016-03-26,4590
2016-03-27,4590
2016-03-28,4590
2016-03-29,4590
2016-03-30,4590
2016-03-31,4590
2016-04-01,4590
2016-04-02,4590
2016-04-03,4590
2016-04-04,4590
2016-04-05,4590
2016-04-06,4590
2016-04-07,4590
2016-04-08,4590
2016-04-09,4590
2016-04-10,4590
2016-04-11,4590
2016-04-12,4590
2016-04-13,4590
2016-04-14,4590
2016-04-15,4590
2016-04-16,4590
2016-04-17,4590
2016-04-18,4590
2016-04-19,4590
2016-04-20,4590
2016-04-21,4590
2016-04-22,4590
2016-04-23,4590
2016-04-24,4590
2016-04-25,4567
2016-04-26,4567
2016-04-27,4567
2016-04-28,4567
2016-04-29,4567
2016-04-30,4567
2016-05-01,4567
2016-05-02,4567
2016-05-03,4567
2016-05-04,4567
2016-05-05,4567
2016-05-06,4567
2016-05-07,4567
2016-05-08,4567
2016-05-09,4567
2016-05-10,4567
2016-05-11,4567
2016-05-12,4567
2016-05-13,4567
2016-05-14,4567
2016-05-15,4567
2016-05-16,4567
2016-05-17,4567
2016-05-18,4567
2016-05-19,4567
2016-05-22,4567
2016-05-23,4567
2016-05-24,4567
2016-05-25,4567
2016-05-26,4567
2016-05-27,4567
2016-05-28,4567
2016-05-29,4567
2016-05-30,4567
2016-05-31,4567
2016-06-01,4628
2016-06-02,4628
2016-06-03,4628
2016-06-04,4628
2016-06-05,4628
2016-06-06,4628
2016-06-07,4628
2016-06-08,4628
2016-06-09,4628
2016-06-10,4628
2016-06-11,4628
2016-06-12,4628
2016-06-13,4628
2016-06-14,4628
2016-06-15,4628
2016-06-16,4628
2016-06-17,4628
2016-06-18,4628
2016-06-19,4628
2016-06-20,4628
2016-06-21,4628
2016-06-22,4628
2016-06-23,4628
2016-06-24,4628
2016-06-25,4628
2016-06-26,4628
2016-06-27,4628
2016-06-28,4628
2016-06-29,4628
2016-06-30,4628
2016-07-01,4628
2016-07-02,4628
2016-07-03,4628
2016-07-04,4633
2016-07-05,4633
2016-07-06,4633
2016-07-07,4633
2016-07-08,4854
2016-07-09,4854
2016-07-10,4854
2016-07-11,5075
2016-07-12,5075
2016-07-13,5075
2016-07-14,5075
2016-07-15,5075
2016-07-16,5299
2016-07-17,5299
2016-07-18,5299
2016-07-23,5267
2016-07-24,5267
2016-07-25,5267
2016-07-26,5267
2016-07-27,5267
2016-07-28,5455
2016-07-29,5455
2016-07-30,5455
2016-07-31,5455
2016-08-01,5455
2016-08-02,5256
2016-08-03,5256
2016-08-04,5256
2016-08-05,5256
