date_obj,Mithril%20limbs price
2015-03-26,5250
2015-03-27,5250
2015-03-28,5250
2015-03-29,5250
2015-03-30,5250
2015-03-31,5250
2015-04-01,5250
2015-04-02,5250
2015-04-03,5250
2015-04-04,5250
2015-04-05,5250
2015-04-06,5250
2015-04-07,5250
2015-04-08,5250
2015-04-09,5250
2015-04-10,5250
2015-04-11,5250
2015-04-12,5250
2015-04-13,5250
2015-04-14,5250
2015-04-15,5250
2015-04-16,5250
2015-04-17,5250
2015-04-18,5250
2015-04-19,5250
2015-04-20,5250
2015-04-21,5250
2015-04-22,5250
2015-04-23,5250
2015-04-24,5250
2015-04-25,5250
2015-04-26,5250
2015-04-27,5250
2015-04-28,4999
2015-04-29,4999
2015-04-30,4999
2015-05-01,4999
2015-05-02,4999
2015-05-03,4999
2015-05-04,4999
2015-05-05,4999
2015-05-06,4999
2015-05-07,4999
2015-05-08,4999
2015-05-09,4999
2015-05-10,4999
2015-05-11,4999
2015-05-12,4999
2015-05-13,4999
2015-05-14,4999
2015-05-15,4999
2015-05-16,4999
2015-05-17,4999
2015-05-18,4999
2015-05-19,4999
2015-05-20,4999
2015-05-21,4999
2015-05-22,4999
2015-05-23,4999
2015-05-24,4999
2015-05-25,4999
2015-05-26,4999
2015-05-27,4999
2015-05-28,4999
2015-05-29,4999
2015-05-30,4999
2015-05-31,4999
2015-06-01,4999
2015-06-02,4999
2015-06-03,4999
2015-06-04,4999
2015-06-05,4999
2015-06-06,4999
2015-06-07,4999
2015-06-08,4999
2015-06-09,4999
2015-06-10,4999
2015-06-11,4999
2015-06-12,4999
2015-06-13,4750
2015-06-14,4750
2015-06-15,4750
2015-06-16,4750
2015-06-17,4750
2015-06-18,4750
2015-06-19,4750
2015-06-20,4750
2015-06-21,4750
2015-06-22,4750
2015-06-23,4750
2015-06-24,4750
2015-06-25,4750
2015-06-26,4750
2015-06-27,4750
2015-06-28,4750
2015-06-29,4750
2015-06-30,4750
2015-07-01,4750
2015-07-02,4750
2015-07-03,4750
2015-07-04,4750
2015-07-05,4750
2015-07-06,4750
2015-07-07,4750
2015-07-08,4750
2015-07-09,4750
2015-07-10,4750
2015-07-11,4750
2015-07-12,4750
2015-07-13,4750
2015-07-14,4750
2015-07-15,4750
2015-07-16,4750
2015-07-17,4750
2015-07-18,4750
2015-07-19,4750
2015-07-20,4750
2015-07-21,4750
2015-07-22,4750
2015-07-23,4750
2015-07-24,4750
2015-07-25,4750
2015-07-26,4750
2015-07-27,4750
2015-07-28,4750
2015-07-29,4750
2015-07-30,4750
2015-07-31,4750
2015-08-01,4750
2015-08-02,4750
2015-08-03,4750
2015-08-04,4750
2015-08-05,4517
2015-08-06,4517
2015-08-07,4517
2015-08-08,4517
2015-08-09,4517
2015-08-10,4517
2015-08-11,4517
2015-08-12,4517
2015-08-13,4517
2015-08-14,4517
2015-08-15,4517
2015-08-16,4517
2015-08-17,4517
2015-08-18,4517
2015-08-19,4517
2015-08-20,4517
2015-08-21,4517
2015-08-22,4517
2015-08-23,4517
2015-08-24,4517
2015-08-25,4517
2015-08-26,4517
2015-08-27,4517
2015-08-28,4517
2015-08-29,4517
2015-08-30,4517
2015-08-31,4517
2015-09-01,4517
2015-09-02,4517
2015-09-03,4517
2015-09-04,4517
2015-09-05,4517
2015-09-06,4517
2015-09-07,4517
2015-09-08,4517
2015-09-09,4517
2015-09-10,4517
2015-09-11,4517
2015-09-12,4517
2015-09-13,4517
2015-09-14,4517
2015-09-15,4517
2015-09-16,4517
2015-09-17,4517
2015-09-18,4517
2015-09-19,4517
2015-09-20,4517
2015-09-21,4303
2015-09-22,4303
2015-09-23,4303
2015-09-24,4303
2015-09-25,4303
2015-09-27,4303
2015-09-28,4303
2015-09-29,4303
2015-09-30,4303
2015-10-05,4303
2015-10-06,4303
2015-10-07,4303
2015-10-08,4303
2015-10-09,4303
2015-10-10,4303
2015-10-11,4303
2015-10-12,4303
2015-10-13,4303
2015-10-14,4303
2015-10-15,4303
2015-10-16,4303
2015-10-17,4303
2015-10-18,4303
2015-10-19,4303
2015-10-20,4303
2015-10-22,4303
2015-10-23,4303
2015-10-24,4303
2015-10-25,4303
2015-10-26,4303
2015-10-27,4303
2015-10-29,4303
2015-10-30,4303
2015-10-31,4303
2015-11-01,4303
2015-11-02,4303
2015-11-03,4303
2015-11-04,4303
2015-11-05,4303
2015-11-06,4303
2015-11-07,4303
2015-11-08,4303
2015-11-09,4303
2015-11-10,4303
2015-11-11,4303
2015-11-12,4303
2015-11-13,4303
2015-11-14,4303
2015-11-15,4303
2015-11-16,4303
2015-11-17,4303
2015-11-18,4303
2015-11-19,4303
2015-11-20,4118
2015-11-21,4118
2015-11-22,4118
2015-11-23,4118
2015-11-24,4118
2015-11-25,4118
2015-11-26,4118
2015-11-27,4118
2015-11-28,4118
2015-11-29,4118
2015-11-30,4118
2015-12-01,4118
2015-12-02,4118
2015-12-03,4118
2015-12-04,4118
2015-12-05,4118
2015-12-06,4118
2015-12-07,4118
2015-12-08,4118
2015-12-09,4118
2015-12-10,4118
2015-12-11,4118
2015-12-12,4118
2015-12-13,4118
2015-12-14,4118
2015-12-15,4118
2015-12-16,4118
2015-12-17,4118
2015-12-18,4118
2015-12-19,4118
2015-12-20,4118
2015-12-21,4118
2015-12-22,4118
2015-12-23,4118
2015-12-24,4118
2015-12-25,4118
2015-12-26,4118
2015-12-27,4118
2015-12-28,4118
2015-12-29,4118
2015-12-30,4118
2015-12-31,4118
2016-01-01,4118
2016-01-02,4118
2016-01-03,4118
2016-01-04,4118
2016-01-05,4118
2016-01-06,4118
2016-01-07,3926
2016-01-08,3926
2016-01-09,3926
2016-01-10,3926
2016-01-11,3926
2016-01-12,3926
2016-01-13,3926
2016-01-14,3926
2016-01-15,3926
2016-01-16,3926
2016-01-17,3926
2016-01-18,3926
2016-01-19,3926
2016-01-20,3926
2016-01-21,3926
2016-01-22,3926
2016-01-23,3926
2016-01-24,3926
2016-01-25,3730
2016-01-26,3730
2016-01-27,3730
2016-01-28,3730
2016-01-29,3730
2016-01-30,3730
2016-01-31,3730
2016-02-01,3730
2016-02-02,3730
2016-02-03,3730
2016-02-04,3730
2016-02-05,3730
2016-02-06,3730
2016-02-07,3730
2016-02-08,3730
2016-02-09,3730
2016-02-10,3730
2016-02-11,3543
2016-02-12,3543
2016-02-13,3543
2016-02-14,3543
2016-02-15,3543
2016-02-16,3543
2016-02-17,3543
2016-02-18,3543
2016-02-19,3543
2016-02-20,3543
2016-02-21,3543
2016-02-22,3543
2016-02-23,3543
2016-02-24,3543
2016-02-25,3543
2016-02-26,3543
2016-02-27,3543
2016-02-28,3543
2016-02-29,3543
2016-03-01,3543
2016-03-02,3543
2016-03-03,3543
2016-03-04,3543
2016-03-05,3543
2016-03-06,3543
2016-03-07,3543
2016-03-08,3543
2016-03-09,3543
2016-03-10,3543
2016-03-11,3543
2016-03-12,3366
2016-03-13,3366
2016-03-14,3366
2016-03-15,3366
2016-03-16,3366
2016-03-17,3366
2016-03-18,3366
2016-03-19,3366
2016-03-20,3366
2016-03-21,3366
2016-03-22,3366
2016-03-23,3366
2016-03-24,3366
2016-03-25,3366
2016-03-26,3366
2016-03-27,3366
2016-03-28,3366
2016-03-29,3366
2016-03-30,3366
2016-03-31,3366
2016-04-01,3366
2016-04-02,3366
2016-04-03,3366
2016-04-04,3366
2016-04-05,3366
2016-04-06,3366
2016-04-07,3366
2016-04-08,3366
2016-04-09,3366
2016-04-10,3366
2016-04-11,3366
2016-04-12,3366
2016-04-13,3366
2016-04-14,3366
2016-04-15,3366
2016-04-16,3366
2016-04-17,3366
2016-04-18,3366
2016-04-19,3366
2016-04-20,3366
2016-04-21,3366
2016-04-22,3366
2016-04-23,3366
2016-04-24,3366
2016-04-25,3366
2016-04-26,3366
2016-04-27,3217
2016-04-28,3217
2016-04-29,3217
2016-04-30,3217
2016-05-01,3217
2016-05-02,3217
2016-05-03,3217
2016-05-04,3217
2016-05-05,3217
2016-05-06,3217
2016-05-07,3217
2016-05-08,3217
2016-05-09,3217
2016-05-10,3217
2016-05-11,3217
2016-05-12,3217
2016-05-13,3217
2016-05-14,3217
2016-05-15,3217
2016-05-16,3217
2016-05-17,3217
2016-05-18,3217
2016-05-19,3217
2016-05-22,3217
2016-05-23,3217
2016-05-24,3217
2016-05-25,3217
2016-05-26,3217
2016-05-27,3217
2016-05-28,3217
2016-05-29,3217
2016-05-30,3217
2016-05-31,3217
2016-06-01,3060
2016-06-02,3060
2016-06-03,3060
2016-06-04,3060
2016-06-05,3060
2016-06-06,3060
2016-06-07,3060
2016-06-08,3060
2016-06-09,3060
2016-06-10,3060
2016-06-11,3060
2016-06-12,3060
2016-06-13,3060
2016-06-14,3060
2016-06-15,3060
2016-06-16,3060
2016-06-17,3060
2016-06-18,3060
2016-06-19,3060
2016-06-20,3060
2016-06-21,3060
2016-06-22,3060
2016-06-23,3060
2016-06-24,3060
2016-06-25,3060
2016-06-26,3060
2016-06-27,3060
2016-06-28,3060
2016-06-29,3060
2016-06-30,3060
2016-07-01,3060
2016-07-02,3060
2016-07-03,3060
2016-07-04,3060
2016-07-05,3060
2016-07-06,3060
2016-07-07,2912
2016-07-08,2912
2016-07-09,2912
2016-07-10,2912
2016-07-11,2912
2016-07-12,2912
2016-07-13,2912
2016-07-14,2912
2016-07-15,2912
2016-07-16,2912
2016-07-17,2912
2016-07-18,2912
2016-07-23,2912
2016-07-24,2912
2016-07-25,2912
2016-07-26,2912
2016-07-27,2912
2016-07-28,2912
2016-07-29,2912
2016-07-30,2912
2016-07-31,2912
2016-08-01,2912
2016-08-02,2912
2016-08-03,2912
2016-08-04,2912
2016-08-05,2912
2016-08-06,2912
2016-08-07,2912
2016-08-08,2912
2016-08-09,2912
2016-08-10,2912
2016-08-11,2912
2016-08-12,2912
2016-08-13,2912
2016-08-14,2912
2016-08-15,2912
2016-08-16,2912
2016-08-17,2912
2016-08-18,2912
2016-08-19,2912
2016-08-20,2912
2016-08-21,2912
2016-08-22,2782
2016-08-23,2782
2016-08-24,2782
2016-08-25,2782
2016-08-26,2782
2016-08-28,2782
2016-08-31,2782
2016-09-01,2782
2016-09-02,2782
2016-09-03,2782
2016-09-04,2782
2016-09-05,2782
2016-09-06,2782
2016-09-07,2782
2016-09-08,2782
2016-09-09,2782
2016-09-10,2782
2016-09-11,2782
2016-09-12,2782
2016-09-13,2782
2016-09-14,2782
2016-09-15,2782
2016-09-16,2782
2016-09-17,2782
2016-09-18,2782
2016-09-19,2782
2016-09-20,2782
2016-09-21,2782
2016-09-22,2782
2016-09-23,2782
2016-09-24,2782
2016-09-25,2782
2016-09-26,2782
2016-09-27,2782
2016-09-28,2782
2016-09-29,2782
2016-09-30,2782
2016-10-01,2782
2016-10-02,2782
2016-10-03,2782
