date_obj,3rd%20age%20range%20legs price
2016-05-16,27571181
2016-05-17,27300756
2016-05-18,27300756
2016-05-19,27300756
2016-05-21,27057535
2016-05-22,27057535
2016-05-23,26748743
2016-05-24,26748743
2016-05-25,26748743
2016-05-26,26068079
2016-05-27,26068079
2016-05-28,26068079
2016-05-29,25833364
2016-05-30,25833364
2016-05-31,25833364
2016-06-01,26379407
2016-06-02,26379407
2016-06-03,26379407
2016-06-04,26310360
2016-06-05,26310360
2016-06-06,26310360
2016-06-07,26310360
2016-06-08,26184882
2016-06-09,26184882
2016-06-10,26184882
2016-06-11,26331785
2016-06-12,26331785
2016-06-13,26331785
2016-06-14,25812342
2016-06-15,25812342
2016-06-16,25812342
2016-06-17,25447146
2016-06-18,25447146
2016-06-19,25447146
2016-06-20,25447146
2016-06-21,25201444
2016-06-22,25201444
2016-06-23,25201444
2016-06-24,25201444
2016-06-25,25108310
2016-06-26,25108310
2016-06-27,25108310
2016-06-28,25108310
2016-06-29,25108310
2016-06-30,24824609
2016-07-01,24824609
2016-07-02,24824609
2016-07-03,24824609
2016-07-04,24594138
2016-07-05,24594138
2016-07-06,24594138
2016-07-07,24594138
2016-07-08,23997166
2016-07-09,23997166
2016-07-10,23997166
2016-07-11,23997166
2016-07-12,23678740
2016-07-13,23678740
2016-07-14,23678740
2016-07-15,23578053
2016-07-16,23578053
2016-07-17,23578053
2016-07-18,22834011
2016-07-23,22515227
2016-07-24,22515227
2016-07-25,22515227
2016-07-26,22352175
2016-07-27,22352175
2016-07-28,22352175
2016-07-29,22491445
2016-07-30,22491445
2016-07-31,22491445
2016-08-01,22491445
2016-08-02,22269375
2016-08-03,22269375
2016-08-04,22269375
2016-08-05,22269375
2016-08-06,22023844
2016-08-07,22023844
2016-08-08,22023844
2016-08-09,21635102
2016-08-10,21635102
2016-08-11,21635102
2016-08-12,21635102
2016-08-13,21281424
2016-08-14,21281424
2016-08-15,21281424
2016-08-16,21281424
2016-08-17,21053533
2016-08-18,21053533
2016-08-19,21053533
2016-08-20,21053533
2016-08-21,20381653
2016-08-22,20381653
2016-08-23,20381653
2016-08-24,20381653
2016-08-25,19538376
2016-08-26,19538376
2016-08-28,19538376
2016-08-31,19033814
2016-09-01,18741818
2016-09-02,18741818
2016-09-03,18741818
2016-09-04,18741818
2016-09-05,18581616
2016-09-06,18581616
2016-09-07,18581616
2016-09-08,18581616
2016-09-09,18709913
2016-09-10,18709913
2016-09-11,18709913
2016-09-12,18709913
2016-09-13,18800098
2016-09-14,18800098
2016-09-15,18800098
2016-09-16,18800098
2016-09-17,19392716
2016-09-18,19392716
2016-09-19,19392716
2016-09-20,19392716
2016-09-21,19868880
2016-09-22,19868880
2016-09-23,19637224
2016-09-24,19637224
2016-09-25,19637224
2016-09-26,19637224
2016-09-27,20133439
2016-09-28,20133439
2016-09-29,20133439
2016-09-30,20133439
2016-10-01,20117651
2016-10-02,20117651
2016-10-03,20117651
2016-10-04,20117651
2016-10-05,20152753
2016-10-06,20152753
2016-10-07,20152753
2016-10-08,20647443
2016-10-09,20647443
2016-10-10,20647443
2016-10-11,21368234
2016-10-12,21368234
2016-10-13,21368234
2016-10-14,22238776
2016-10-15,22238776
2016-10-16,22238776
2016-10-17,23293636
2016-10-18,23293636
2016-10-19,23293636
2016-10-20,22346328
2016-10-21,22346328
2016-10-22,22346328
2016-10-23,21329391
2016-10-24,21329391
2016-10-25,21329391
2016-10-26,21139468
2016-10-27,21139468
2016-10-28,21139468
2016-10-29,21912764
2016-10-30,21912764
2016-10-31,21912764
2016-11-01,21912764
2016-11-02,22293880
2016-11-03,22293880
2016-11-04,22293880
2016-11-05,22293880
2016-11-06,22246621
2016-11-07,22246621
2016-11-08,22246621
2016-11-09,22246621
2016-11-10,21282563
2016-11-11,21282563
2016-11-12,21282563
2016-11-13,21282563
2016-11-14,21282563
2016-11-15,20276160
2016-12-07,19013198
2016-12-08,19013198
2016-12-09,18568182
2016-12-10,18568182
2016-12-11,18568182
2016-12-12,18766105
2016-12-13,18766105
2016-12-14,18766105
2016-12-15,18766105
2016-12-16,19061763
2016-12-17,19061763
2016-12-18,19061763
2016-12-19,19297501
2016-12-20,19297501
2016-12-21,19296589
2016-12-22,19296589
2016-12-23,19296589
2016-12-24,19436070
2016-12-25,19436070
2016-12-26,19436070
2016-12-27,19437716
2016-12-28,19437716
2016-12-29,19421173
2016-12-30,19421173
2016-12-31,19421173
2017-01-01,19189505
2017-01-02,19189505
2017-01-03,18635625
2017-01-04,18635625
2017-01-05,17934835
2017-01-06,17934835
2017-01-07,17039266
2017-01-08,17039266
2017-01-09,16251442
2017-01-10,16251442
2017-01-11,16251442
2017-01-12,15963212
2017-01-13,15963212
2017-01-14,16510339
2017-01-15,16510339
2017-01-16,16580279
2017-01-17,16580279
2017-01-18,16550889
2017-01-19,16550889
2017-01-20,16550889
2017-01-21,16260515
2017-01-22,16260515
2017-01-23,15919565
2017-01-27,15470304
2017-01-28,14828402
2017-01-29,14828402
2017-01-30,14138008
2017-01-31,14138008
2017-02-01,13853312
2017-02-02,13853312
2017-02-03,14410285
2017-02-04,14410285
2017-02-05,14463947
2017-02-06,14463947
2017-02-07,14463947
2017-02-08,14347583
2017-02-09,14347583
2017-02-10,14892444
2017-02-11,14892444
2017-02-12,14892444
2017-02-13,15201878
2017-02-14,15201878
2017-02-15,15201878
2017-02-16,14916652
2017-02-17,14916652
2017-02-18,14916652
2017-02-19,14691672
2017-02-20,14691672
2017-02-21,14691672
2017-02-22,14440441
2017-02-23,14440441
2017-02-24,14440441
2017-02-25,13913751
2017-02-26,13913751
2017-02-27,13913751
2017-02-28,13952720
2017-03-01,13952720
2017-03-02,14126612
2017-03-03,14126612
2017-03-04,14736273
2017-03-05,14736273
2017-03-06,15259587
2017-03-07,15259587
2017-03-08,15327548
2017-03-09,15327548
2017-03-10,15087192
2017-03-11,15087192
2017-03-12,14759388
2017-03-13,14759388
2017-03-14,14491200
2017-03-15,14491200
2017-03-16,14862053
2017-03-17,14862053
2017-03-18,14862053
2017-03-19,14883053
2017-03-20,14883053
2017-03-21,14479107
2017-03-22,14479107
2017-03-23,14132786
2017-03-24,14132786
2017-03-25,14132786
2017-03-26,14169017
2017-03-27,14169017
2017-03-28,14169017
2017-03-29,14399153
2017-03-30,14399153
2017-03-31,14791605
2017-04-01,14791605
2017-04-02,14791605
2017-04-03,14693293
2017-04-04,14693293
2017-04-05,14910606
2017-04-12,15509122
2017-04-13,15509122
2017-04-14,16101635
2017-04-15,16101635
2017-04-16,16820632
2017-04-17,16820632
2017-04-18,17372138
2017-04-19,17372138
2017-04-20,16672524
2017-04-21,16672524
2017-04-22,16478754
2017-04-23,16478754
2017-04-24,15931823
2017-04-25,15870053
2017-04-26,15870053
2017-04-27,15870053
2017-04-28,15776470
2017-04-29,15776470
2017-04-30,15750680
2017-05-01,15750680
2017-05-02,16048300
2017-05-03,16048300
2017-05-04,16048793
2017-05-05,16048793
2017-05-06,15876750
2017-05-07,15876750
2017-05-08,15876750
2017-05-09,15791050
2017-05-10,15791050
2017-05-11,15791050
2017-05-12,15665471
2017-05-13,15665471
2017-05-14,15665471
2017-05-15,15835846
2017-05-16,15835846
2017-05-17,15835846
2017-05-18,15822918
2017-05-19,15822918
2017-05-20,15742220
2017-05-21,15742220
2017-05-22,15777601
2017-05-23,15777601
2017-05-24,15998441
2017-05-25,15998441
2017-05-26,15696834
2017-05-27,15696834
2017-05-28,15927997
2017-05-29,15927997
2017-05-30,16024333
2017-05-31,16024333
2017-06-01,15979785
2017-06-02,15979785
2017-06-03,15948657
2017-06-04,15948657
2017-06-05,16153986
2017-06-06,16153986
2017-06-07,15932698
2017-06-08,15932698
2017-06-09,15932698
2017-06-10,15738434
2017-06-11,15738434
2017-06-12,14996317
2017-06-13,14996317
2017-06-14,14246533
2017-06-15,14246533
2017-06-16,14553017
2017-06-17,14553017
2017-06-18,15163987
2017-06-19,15163987
2017-06-20,15034581
2017-06-21,15034581
2017-06-22,15034581
2017-06-23,14790225
2017-06-24,14790225
2017-06-25,14294960
2017-06-26,14294960
2017-06-27,14506314
2017-06-28,14506314
2017-06-29,14506314
2017-06-30,14725790
2017-07-01,14725790
2017-07-02,14725790
2017-07-03,14993567
2017-07-04,14993567
2017-07-05,15603503
2017-07-06,15603503
2017-07-07,15911794
2017-07-08,15911794
2017-07-09,16422689
2017-07-13,16603250
2017-07-14,16603250
2017-07-15,15829889
2017-07-16,15829889
2017-07-17,15829889
2017-07-18,15303956
2017-07-19,15303956
2017-07-20,14964581
2017-07-21,14964581
2017-07-22,14535460
2017-07-23,14535460
2017-07-24,14298756
2017-07-25,14298756
2017-07-26,14524029
2017-07-27,14917351
2017-07-28,14917351
2017-07-29,15504512
2017-07-30,15504512
2017-07-31,15220980
2017-08-01,15220980
2017-08-02,14836757
2017-08-03,14836757
2017-08-04,14836757
2017-08-05,14921937
2017-08-06,14921937
2017-08-07,15327852
2017-08-08,15327852
2017-08-09,15603900
2017-08-10,15603900
2017-08-11,15466369
2017-08-12,15466369
2017-08-13,15480288
2017-08-14,15480288
2017-08-15,15364983
2017-08-16,15364983
2017-08-17,15212485
2017-08-18,15212485
2017-08-19,15212485
2017-08-20,15124117
2017-08-21,15124117
2017-08-22,14946233
2017-08-23,14946233
2017-08-24,14946233
2017-08-25,14865117
2017-08-26,14865117
2017-08-27,14549430
2017-08-28,14549430
2017-08-29,14549430
2017-08-30,14300168
2017-08-31,14300168
2017-09-01,14300168
2017-09-02,14264879
2017-09-03,14264879
2017-09-04,14546387
2017-09-05,14546387
2017-09-06,15177383
2017-09-07,15177383
2017-09-08,15177383
2017-09-09,14950629
2017-09-10,14950629
2017-09-11,14490213
2017-09-12,14490213
2017-09-13,14490213
2017-09-14,14517524
2017-09-15,14517524
2017-09-16,14517524
2017-09-17,14390901
2017-09-18,14390901
2017-09-19,14390901
2017-09-20,14498697
2017-09-21,14498697
2017-09-22,14280300
2017-09-23,14280300
2017-09-24,14280300
2017-09-25,14202383
2017-09-26,14202383
2017-09-27,14202383
2017-09-28,14092126
2017-09-29,14092126
2017-09-30,13916561
2017-10-01,13916561
2017-10-02,14115692
2017-10-03,14115692
2017-10-04,14115692
2017-10-05,14181108
2017-10-06,14181108
2017-10-07,14206068
2017-10-08,14206068
2017-10-09,14206068
2017-10-10,14361767
2017-10-11,14361767
2017-10-12,14361767
2017-10-13,14585734
2017-10-14,14585734
2017-10-15,14585734
2017-10-16,14413019
2017-10-17,14413019
2017-10-18,14413019
2017-10-19,14306292
2017-10-20,14306292
2017-10-21,14306292
2017-10-22,14302558
2017-10-23,14302558
2017-10-24,14302558
2017-10-25,14220821
2017-10-26,14220821
2017-10-27,14253538
2017-10-28,14253538
2017-10-29,14253538
2017-10-30,14472533
2017-10-31,14472533
2017-11-01,14888125
2017-11-02,14888125
2017-11-03,14941937
2017-11-04,14941937
2017-11-05,14795569
2017-11-06,14795569
2017-11-07,14795569
2017-11-08,14750109
2017-11-09,14750109
2017-11-10,14701991
2017-11-11,14701991
2017-11-12,14701991
2017-11-13,14689093
2017-11-14,14689093
2017-11-15,14689093
2017-11-16,14815065
2017-11-17,14815065
2017-11-18,14803592
2017-11-19,14803592
2017-11-20,15082921
2017-11-21,15082921
2017-11-22,15356379
2017-11-23,15356379
2017-11-24,15795372
2017-11-25,15795372
2017-11-26,16279926
2017-11-27,16279926
2017-11-28,16279926
2017-11-29,16045104
2017-11-30,16045104
2017-12-01,15773583
2017-12-02,15773583
2017-12-03,15400426
2017-12-04,15400426
2017-12-05,15624492
2017-12-06,15624492
2017-12-07,15681524
2017-12-08,15681524
2017-12-09,15499652
2017-12-10,15499652
2017-12-11,15229621
2017-12-12,15229621
2017-12-13,15229621
2017-12-14,14888668
2017-12-15,14888668
2017-12-16,15039832
2017-12-17,15039832
2017-12-18,15320688
2017-12-19,15320688
2017-12-20,15684256
2017-12-21,15684256
2017-12-22,16035968
2017-12-23,16342446
2017-12-24,16342446
2017-12-25,16455741
2017-12-26,16455741
2017-12-27,16686663
2017-12-28,16686663
2017-12-29,16686663
2017-12-30,16220728
2017-12-31,16220728
2018-01-01,16061141
2018-01-02,16061141
2018-01-03,15933882
2018-01-04,15933882
2018-01-05,15810099
2018-01-06,15810099
2018-01-07,15821455
2018-01-08,15821455
2018-01-09,15821455
2018-01-10,15644093
2018-01-11,15644093
2018-01-12,15444505
2018-01-13,15444505
2018-01-14,15361802
2018-01-15,15361802
2018-01-16,15291222
2018-01-17,15581457
2018-01-18,15581457
2018-01-19,15712312
2018-01-20,15712312
2018-01-21,15720752
2018-01-22,15720752
2018-01-23,15720752
2018-01-24,15569123
2018-01-25,15569123
2018-01-26,15622222
2018-01-27,15622222
2018-01-28,15714575
2018-01-29,15714575
2018-01-30,16438227
2018-01-31,16438227
2018-02-01,16438227
2018-02-02,16437581
2018-02-03,16343204
2018-02-04,16343204
2018-02-05,16115948
2018-02-06,16115948
2018-02-07,16366087
2018-02-08,16366087
2018-02-09,16343490
2018-02-10,16343490
2018-02-11,16324397
2018-02-12,16324397
2018-02-13,16219349
2018-02-14,16219349
2018-02-15,16212076
2018-02-16,16212076
2018-02-17,16712610
2018-02-18,16712610
2018-02-19,16772554
2018-02-20,16772554
2018-02-21,17060736
2018-02-22,17060736
2018-02-23,17737820
2018-02-24,17737820
2018-02-25,17891947
2018-02-26,17891947
2018-02-27,17591107
2018-02-28,17591107
2018-03-01,17591107
2018-03-02,17509984
2018-03-03,17509984
2018-03-04,17509984
2018-03-05,17223665
2018-03-06,17223665
2018-03-07,17033010
2018-03-08,17033010
2018-03-09,17033010
2018-03-10,17021125
2018-03-11,17021125
2018-03-12,17075569
2018-03-13,17075569
2018-03-14,17075569
2018-03-15,16921102
2018-03-16,16921102
2018-03-17,16921102
2018-03-18,16816430
2018-03-19,16816430
2018-03-20,17035484
2018-03-21,17035484
2018-03-22,17704956
2018-03-23,17704956
2018-03-24,18144866
2018-03-25,18144866
2018-03-26,18144866
2018-03-27,17961356
2018-03-28,17961356
2018-03-29,18155723
2018-03-30,18155723
2018-03-31,18155723
2018-04-01,18120005
2018-04-02,18120005
2018-04-03,17952224
2018-04-04,17952224
2018-04-05,17952224
2018-04-06,17773305
2018-04-07,17773305
2018-04-08,17773305
2018-04-09,17670989
2018-04-10,17670989
2018-04-11,17670989
2018-04-12,17462736
2018-04-13,17462736
2018-04-14,17462736
2018-04-15,17479945
2018-04-16,17479945
2018-04-17,17479945
2018-04-18,17650620
2018-04-19,17650620
2018-04-20,17650620
2018-04-21,17771798
2018-04-22,17771798
2018-04-23,18076659
2018-04-24,18076659
2018-04-25,18263363
2018-04-26,18263363
2018-04-27,18263363
2018-04-28,18199625
2018-04-29,18199625
2018-04-30,18090740
2018-05-01,18090740
2018-05-02,18090740
2018-05-03,18016545
2018-05-04,18016545
2018-05-05,17536261
2018-05-06,17536261
2018-05-07,17006138
2018-05-08,17006138
2018-05-09,16703133
2018-05-10,16703133
2018-05-11,16497218
2018-05-12,16497218
2018-05-13,16369480
2018-05-14,16369480
2018-05-15,15987148
2018-05-16,15987148
2018-05-17,15987148
2018-05-18,15708437
2018-05-19,15708437
2018-05-20,15393863
2018-05-21,15393863
2018-05-22,15201310
2018-05-23,15201310
2018-05-24,15106847
2018-05-25,15106847
2018-05-26,15064528
2018-05-27,15064528
2018-05-28,14852283
2018-05-29,14852283
2018-05-30,14706285
2018-05-31,14706285
2018-06-01,14604133
2018-06-02,14604133
2018-06-03,14518767
2018-06-04,14518767
2018-06-05,14511266
2018-06-06,14511266
2018-06-07,14511266
2018-06-08,14585751
2018-06-09,14585751
2018-06-10,14585751
2018-06-11,14194997
2018-06-12,14194997
2018-06-13,13609452
2018-06-14,13609452
2018-06-15,13068988
2018-06-16,13068988
2018-06-17,13558800
2018-06-18,13558800
2018-06-19,14209576
2018-06-20,14209576
2018-06-21,14209576
2018-06-22,14293564
2018-06-23,14293564
2018-06-24,14293564
2018-06-25,13769564
2018-06-26,13769564
2018-06-27,13769564
2018-06-28,13588022
2018-06-29,13588022
2018-06-30,13475547
2018-07-01,13475547
2018-07-02,13518328
2018-07-03,13989141
2018-07-04,13989141
2018-07-05,14579151
2018-07-06,14579151
2018-07-07,14082192
2018-07-08,14082192
2018-07-09,14034325
2018-07-10,14034325
2018-07-11,13867631
2018-07-12,13867631
2018-07-13,13391466
2018-07-14,13391466
2018-07-15,13549491
2018-07-16,13549491
2018-07-17,13728086
2018-07-18,13728086
2018-07-19,13728086
2018-07-20,13704096
2018-07-21,13704096
2018-07-22,13614994
2018-07-23,13614994
2018-07-24,13614994
2018-07-25,13644601
2018-07-26,13644601
2018-07-27,13598291
2018-07-28,13598291
2018-07-29,13598291
2018-07-30,13714741
2018-07-31,13714741
2018-08-01,13714741
2018-08-02,13730920
2018-08-03,13730920
2018-08-04,13667212
2018-08-05,13667212
2018-08-06,13667212
2018-08-07,13514682
2018-08-08,13514682
2018-08-09,13514682
2018-08-10,13241632
2018-08-11,13241632
2018-08-12,13271235
2018-08-14,13227279
2018-08-16,13227279
2018-08-17,13111535
2018-08-18,13111535
2018-08-19,13111535
2018-08-20,12852132
2018-08-21,12852132
2018-08-22,12844859
2018-08-23,12844859
2018-08-24,12955558
2018-08-25,13361113
2018-08-26,13361113
2018-08-27,13361113
2018-08-28,13655899
2018-08-29,13655899
2018-08-30,13655899
2018-08-31,13509141
2018-09-01,13509141
2018-09-02,13498130
2018-09-03,13498130
2018-09-04,13408012
2018-09-05,13408012
2018-09-06,13408012
2018-09-07,13325155
2018-09-08,13325155
2018-09-09,13325155
2018-09-10,13215062
2018-09-11,13215062
2018-09-12,13369424
2018-09-13,13369424
2018-09-14,13326461
2018-09-15,13326461
2018-09-16,13326461
2018-09-17,13260435
2018-09-18,13260435
2018-09-19,13328975
2018-09-20,13328975
2018-09-21,13289705
2018-09-22,13289705
2018-09-23,13287782
2018-09-24,13287782
2018-09-25,13287782
2018-09-26,13328591
2018-09-27,13328591
2018-09-28,13328591
2018-09-29,13189464
2018-09-30,13189464
2018-10-01,13138553
2018-10-02,13138553
2018-10-03,13378680
2018-10-04,13378680
2018-10-05,13378680
2018-10-06,13335888
2018-10-07,13335888
2018-10-08,13314932
2018-10-09,13314932
2018-10-10,13338539
2018-10-11,13338539
2018-10-12,13696443
2018-10-13,13805203
2018-10-14,13805203
2018-10-15,13805203
2018-10-16,13971828
2018-10-17,13971828
2018-10-18,14566307
2018-10-19,14566307
2018-10-20,14484147
2018-10-21,14484147
2018-10-22,14129328
2018-10-23,14129328
2018-10-24,13936774
2018-10-25,13936774
2018-10-26,13782175
2018-10-27,13782175
2018-10-28,13638928
2018-10-29,13638928
2018-10-30,13564907
2018-10-31,13564907
2018-11-01,13551413
2018-11-03,14091810
