date_obj,Staff price
2015-03-26,3
2015-03-27,3
2015-03-28,4
2015-03-29,4
2015-03-30,5
2015-03-31,5
2015-04-01,5
2015-04-02,5
2015-04-03,5
2015-04-04,6
2015-04-05,6
2015-04-06,7
2015-04-07,7
2015-04-08,7
2015-04-09,8
2015-04-10,8
2015-04-11,8
2015-04-12,8
2015-04-13,8
2015-04-14,8
2015-04-15,8
2015-04-16,9
2015-04-17,9
2015-04-18,9
2015-04-19,9
2015-04-20,9
2015-04-21,10
2015-04-22,10
2015-04-23,11
2015-04-24,11
2015-04-25,10
2015-04-26,10
2015-04-27,11
2015-04-28,11
2015-04-29,11
2015-04-30,12
2015-05-01,12
2015-05-02,13
2015-05-03,13
2015-05-04,13
2015-05-05,13
2015-05-06,13
2015-05-07,13
2015-05-08,14
2015-05-09,14
2015-05-10,15
2015-05-11,15
2015-05-12,16
2015-05-13,16
2015-05-14,15
2015-05-15,15
2015-05-16,15
2015-05-17,15
2015-05-18,15
2015-05-19,15
2015-05-20,15
2015-05-21,15
2015-05-22,16
2015-05-23,16
2015-05-24,16
2015-05-25,16
2015-05-26,16
2015-05-27,16
2015-05-28,17
2015-05-29,17
2015-05-30,18
2015-05-31,18
2015-06-01,18
2015-06-02,18
2015-06-03,19
2015-06-04,19
2015-06-05,20
2015-06-06,20
2015-06-07,20
2015-06-08,20
2015-06-09,20
2015-06-10,20
2015-06-11,20
2015-06-12,20
2015-06-13,20
2015-06-14,20
2015-06-15,21
2015-06-16,21
2015-06-17,21
2015-06-18,21
2015-06-19,21
2015-06-20,21
2015-06-21,20
2015-06-22,20
2015-06-23,21
2015-06-24,21
2015-06-25,20
2015-06-26,20
2015-06-27,20
2015-06-28,20
2015-06-29,20
2015-06-30,20
2015-07-01,20
2015-07-02,19
2015-07-03,19
2015-07-04,19
2015-07-05,19
2015-07-06,19
2015-07-07,19
2015-07-08,19
2015-07-09,18
2015-07-10,18
2015-07-11,18
2015-07-12,18
2015-07-13,18
2015-07-14,18
2015-07-15,18
2015-07-16,18
2015-07-17,18
2015-07-18,18
2015-07-19,18
2015-07-20,18
2015-07-21,18
2015-07-22,18
2015-07-23,18
2015-07-24,18
2015-07-25,18
2015-07-26,18
2015-07-27,18
2015-07-28,18
2015-07-29,18
2015-07-30,18
2015-07-31,18
2015-08-01,18
2015-08-02,19
2015-08-03,19
2015-08-04,20
2015-08-05,20
2015-08-06,20
2015-08-07,20
2015-08-08,21
2015-08-09,21
2015-08-10,23
2015-08-11,23
2015-08-12,24
2015-08-13,24
2015-08-14,23
2015-08-15,23
2015-08-16,23
2015-08-17,23
2015-08-18,22
2015-08-19,22
2015-08-20,22
2015-08-21,22
2015-08-22,22
2015-08-23,22
2015-08-24,21
2015-08-25,21
2015-08-26,21
2015-08-27,19
2015-08-28,19
2015-08-29,19
2015-08-30,19
2015-08-31,19
2015-09-01,19
2015-09-02,19
2015-09-03,18
2015-09-04,18
2015-09-05,19
2015-09-06,19
2015-09-07,19
2015-09-08,19
2015-09-09,19
2015-09-10,19
2015-09-11,20
2015-09-12,20
2015-09-13,21
2015-09-14,21
2015-09-15,21
2015-09-16,21
2015-09-17,20
2015-09-18,20
2015-09-19,19
2015-09-20,19
2015-09-21,19
2015-09-22,18
2015-09-23,18
2015-09-24,18
2015-09-25,18
2015-09-27,19
2015-09-28,19
2015-09-29,20
2015-09-30,20
2015-10-05,23
2015-10-06,24
2015-10-07,24
2015-10-08,25
2015-10-09,25
2015-10-10,25
2015-10-11,25
2015-10-12,25
2015-10-13,25
2015-10-14,27
2015-10-15,27
2015-10-16,28
2015-10-17,28
2015-10-18,28
2015-10-19,30
2015-10-20,30
2015-10-22,31
2015-10-23,31
2015-10-24,31
2015-10-25,31
2015-10-26,31
2015-10-27,31
2015-10-29,31
2015-10-30,31
2015-10-31,30
2015-11-01,30
2015-11-02,30
2015-11-03,29
2015-11-04,29
2015-11-05,28
2015-11-06,28
2015-11-07,28
2015-11-08,28
2015-11-09,28
2015-11-10,26
2015-11-11,26
2015-11-12,25
2015-11-13,25
2015-11-14,25
2015-11-15,24
2015-11-16,24
2015-11-17,24
2015-11-18,23
2015-11-19,23
2015-11-20,21
2015-11-21,21
2015-11-22,21
2015-11-23,21
2015-11-24,21
2015-11-25,21
2015-11-26,21
2015-11-27,21
2015-11-28,20
2015-11-29,20
2015-11-30,20
2015-12-01,20
2015-12-02,20
2015-12-03,20
2015-12-04,20
2015-12-05,20
2015-12-06,20
2015-12-07,20
2015-12-08,20
2015-12-09,20
2015-12-10,20
2015-12-11,20
2015-12-12,20
2015-12-13,21
2015-12-14,21
2015-12-15,23
2015-12-16,23
2015-12-17,23
2015-12-18,22
2015-12-19,22
2015-12-20,20
2015-12-21,20
2015-12-22,20
2015-12-23,20
2015-12-24,20
2015-12-25,20
2015-12-26,19
2015-12-27,19
2015-12-28,19
2015-12-29,19
2015-12-30,19
2015-12-31,19
2016-01-01,19
2016-01-02,18
2016-01-03,18
2016-01-04,18
2016-01-05,18
2016-01-06,17
2016-01-07,17
2016-01-08,17
2016-01-09,17
2016-01-10,16
2016-01-11,16
2016-01-12,15
2016-01-13,15
2016-01-14,14
2016-01-15,14
2016-01-16,15
2016-01-17,15
2016-01-18,16
2016-01-19,16
2016-01-20,17
2016-01-21,17
2016-01-22,17
2016-01-23,17
2016-01-24,17
2016-01-25,17
2016-01-26,18
2016-01-27,18
2016-01-28,19
2016-01-29,19
2016-01-30,20
2016-01-31,20
2016-02-01,21
2016-02-02,21
2016-02-03,21
2016-02-04,21
2016-02-05,21
2016-02-06,23
2016-02-07,23
2016-02-08,24
2016-02-09,24
2016-02-10,24
2016-02-11,24
2016-02-12,24
2016-02-13,25
2016-02-14,25
2016-02-15,26
2016-02-16,26
2016-02-17,26
2016-02-18,26
2016-02-19,27
2016-02-20,27
2016-02-21,27
2016-02-22,27
2016-02-23,27
2016-02-24,27
2016-02-25,27
2016-02-26,27
2016-02-27,27
2016-02-28,27
2016-02-29,27
2016-03-01,27
2016-03-02,26
2016-03-03,26
2016-03-04,27
2016-03-05,27
2016-03-06,29
2016-03-07,29
2016-03-08,30
2016-03-09,30
2016-03-10,32
2016-03-11,32
2016-03-12,31
2016-03-13,31
2016-03-14,32
2016-03-15,32
2016-03-16,33
2016-03-17,33
2016-03-18,33
2016-03-19,33
2016-03-20,33
2016-03-21,33
2016-03-22,34
2016-03-23,34
2016-03-24,34
2016-03-25,34
2016-03-26,36
2016-03-27,36
2016-03-28,35
2016-03-29,35
2016-03-30,35
2016-03-31,35
2016-04-01,37
2016-04-02,37
2016-04-03,37
2016-04-04,37
2016-04-05,39
2016-04-06,39
2016-04-07,40
2016-04-08,40
2016-04-09,42
2016-04-10,45
2016-04-11,45
2016-04-12,48
2016-04-13,48
2016-04-14,50
2016-04-15,50
2016-04-16,49
2016-04-17,49
2016-04-18,49
2016-04-19,49
2016-04-20,47
2016-04-21,47
2016-04-22,45
2016-04-23,45
2016-04-24,44
2016-04-25,41
2016-04-26,41
2016-04-27,39
2016-04-28,39
2016-04-29,38
2016-04-30,38
2016-05-01,37
2016-05-02,37
2016-05-03,37
2016-05-04,37
2016-05-05,37
2016-05-06,37
2016-05-07,37
2016-05-08,37
2016-05-09,39
2016-05-10,40
2016-05-11,40
2016-05-12,40
2016-05-13,41
2016-05-14,41
2016-05-15,42
2016-05-16,42
2016-05-17,43
2016-05-18,43
2016-05-19,43
2016-05-22,44
2016-05-23,44
2016-05-24,44
2016-05-25,42
2016-05-26,40
2016-05-27,41
2016-05-28,41
2016-05-29,43
2016-05-30,43
2016-05-31,44
2016-06-01,46
2016-06-02,46
2016-06-03,45
2016-06-04,46
2016-06-05,46
2016-06-06,46
2016-06-07,46
2016-06-08,46
2016-06-09,45
2016-06-10,44
2016-06-11,44
2016-06-12,43
2016-06-13,43
2016-06-14,40
2016-06-15,40
2016-06-16,38
2016-06-17,37
2016-06-18,37
2016-06-19,36
2016-06-20,36
2016-06-21,36
2016-06-22,37
2016-06-23,36
2016-06-24,36
2016-06-25,34
2016-06-26,34
2016-06-27,32
2016-06-28,32
2016-06-29,31
2016-06-30,31
2016-07-01,29
2016-07-02,29
2016-07-03,28
2016-07-04,26
2016-07-05,26
2016-07-06,24
2016-07-07,24
2016-07-08,24
2016-07-09,24
2016-07-10,24
2016-07-11,24
2016-07-12,24
2016-07-13,22
2016-07-14,22
2016-07-15,22
2016-07-16,23
2016-07-17,23
2016-07-18,24
2016-07-24,29
2016-07-25,29
2016-07-26,31
2016-07-27,31
2016-07-28,33
2016-07-29,35
2016-07-30,35
2016-07-31,37
2016-08-01,37
2016-08-02,39
2016-08-03,39
2016-08-04,41
2016-08-05,41
2016-08-06,44
2016-08-07,44
2016-08-08,44
2016-08-09,44
2016-08-10,47
2016-08-11,47
2016-08-12,47
2016-08-13,50
2016-08-14,50
2016-08-15,53
2016-08-16,53
2016-08-17,56
2016-08-18,56
2016-08-19,58
2016-08-20,58
2016-08-21,61
2016-08-22,61
2016-08-23,65
2016-08-24,65
2016-08-25,69
2016-08-26,69
2016-08-28,70
2016-08-31,74
2016-09-01,77
2016-09-02,77
2016-09-03,77
2016-09-04,80
2016-09-05,80
2016-09-06,84
2016-09-07,84
2016-09-08,84
2016-09-09,89
2016-09-10,89
2016-09-11,94
2016-09-12,94
2016-09-13,98
2016-09-14,98
2016-09-15,98
2016-09-16,98
2016-09-17,98
2016-09-18,98
2016-09-19,101
2016-09-20,101
2016-09-21,103
2016-09-22,103
2016-09-23,107
2016-09-24,107
2016-09-25,109
2016-09-26,109
2016-09-27,114
2016-09-28,114
2016-09-29,119
2016-09-30,120
2016-10-01,120
2016-10-02,118
2016-10-03,118
2016-10-04,121
2016-10-05,121
2016-10-06,123
2016-10-07,123
2016-10-08,123
2016-10-09,123
2016-10-11,120
2016-10-12,119
2016-10-13,119
2016-10-14,118
2016-10-15,118
2016-10-16,115
2016-10-17,116
2016-10-18,116
2016-10-19,119
2016-10-20,119
2016-10-21,121
2016-10-22,121
2016-10-23,121
2016-10-24,118
2016-10-25,118
2016-10-26,112
2016-10-27,112
2016-10-28,112
2016-10-29,112
2016-10-30,110
2016-10-31,110
2016-11-01,110
2016-11-02,107
2016-11-03,107
2016-11-04,110
2016-11-05,110
2016-11-06,109
2016-11-07,109
2016-11-08,114
2016-11-09,114
2016-11-10,119
2016-11-11,119
2016-11-12,118
2016-11-13,118
2016-11-14,118
2016-12-08,94
2016-12-09,94
2016-12-10,97
2016-12-11,98
2016-12-12,98
2016-12-13,100
2016-12-14,101
2016-12-15,101
2016-12-16,106
2016-12-17,102
2016-12-18,102
2016-12-19,100
2016-12-20,105
2016-12-21,105
2016-12-22,108
2016-12-23,113
2016-12-24,113
2016-12-25,118
2016-12-26,118
2016-12-27,117
2016-12-28,117
2016-12-29,111
2016-12-30,111
2016-12-31,110
2017-01-01,110
2017-01-02,113
2017-01-03,113
2017-01-04,112
2017-01-05,112
2017-01-06,114
2017-01-07,113
2017-01-08,115
2017-01-09,118
2017-01-10,118
2017-01-11,118
2017-01-12,117
2017-01-13,117
2017-01-14,114
2017-01-15,117
2017-01-16,117
2017-01-17,119
2017-01-18,116
2017-01-19,116
2017-01-20,117
2017-01-21,119
2017-01-22,119
2017-01-27,116
2017-01-28,115
2017-01-29,115
2017-01-30,115
2017-01-31,113
2017-02-01,114
2017-02-02,114
2017-02-03,109
2017-02-04,109
2017-02-05,109
2017-02-06,108
2017-02-07,108
2017-02-08,112
2017-02-09,112
2017-02-10,112
2017-02-11,106
2017-02-12,106
2017-02-13,103
2017-02-14,103
2017-02-15,103
2017-02-16,108
2017-02-18,112
2017-02-19,117
2017-02-20,117
2017-02-21,119
2017-02-22,119
2017-02-23,118
2017-02-24,118
2017-02-25,119
2017-02-26,119
2017-02-27,118
2017-02-28,115
2017-03-01,109
2017-03-02,105
2017-03-03,105
2017-03-04,109
2017-03-05,109
2017-03-06,112
2017-03-07,117
2017-03-08,117
2017-03-09,118
2017-03-10,119
2017-03-11,121
2017-03-12,121
2017-03-13,120
2017-03-14,122
2017-03-15,120
2017-03-16,121
2017-03-17,121
2017-03-18,121
2017-03-19,119
2017-03-20,122
2017-03-21,122
2017-03-22,122
2017-03-23,117
2017-03-24,113
2017-03-25,113
2017-03-26,115
2017-03-27,118
2017-03-28,118
2017-03-29,116
2017-03-30,116
2017-03-31,113
2017-04-01,113
2017-04-02,110
2017-04-03,107
2017-04-04,107
2017-04-12,108
2017-04-13,105
2017-04-14,105
2017-04-15,104
2017-04-16,108
2017-04-17,105
2017-04-18,105
2017-04-19,101
2017-04-20,101
2017-04-21,97
2017-04-22,97
2017-04-23,95
2017-04-24,95
2017-04-25,92
2017-04-26,92
2017-04-27,88
2017-04-28,88
2017-04-29,84
2017-04-30,84
2017-05-01,88
2017-05-02,88
2017-05-03,93
2017-05-04,96
2017-05-05,96
2017-05-06,99
2017-05-07,99
2017-05-08,100
2017-05-09,105
2017-05-10,105
2017-05-11,108
2017-05-12,112
2017-05-13,118
2017-05-14,118
2017-05-15,121
2017-05-16,119
2017-05-17,119
2017-05-18,121
2017-05-19,121
2017-05-20,118
2017-05-21,118
2017-05-22,118
2017-05-23,118
2017-05-24,120
2017-05-25,120
2017-05-26,120
2017-05-27,120
2017-05-28,120
2017-05-29,119
2017-05-30,119
2017-05-31,118
2017-06-01,119
2017-06-02,121
2017-06-03,121
2017-06-06,121
2017-06-07,120
2017-06-08,120
2017-06-09,120
2017-06-10,121
2017-06-11,117
2017-06-12,117
2017-06-13,118
2017-06-14,118
2017-06-15,118
2017-06-16,120
2017-06-17,120
2017-06-18,120
2017-06-19,120
2017-06-20,118
2017-06-21,118
2017-06-22,116
2017-06-23,116
2017-06-24,120
2017-06-25,120
2017-06-26,118
2017-06-27,117
2017-06-28,117
2017-06-29,113
2017-06-30,113
2017-07-01,108
2017-07-02,108
2017-07-03,103
2017-07-04,98
2017-07-05,98
2017-07-06,93
2017-07-07,93
2017-07-08,89
2017-07-13,78
2017-07-14,74
2017-07-15,74
2017-07-16,70
2017-07-17,67
2017-07-18,67
2017-07-19,69
2017-07-20,72
2017-07-21,72
2017-07-22,72
2017-07-23,75
2017-07-24,75
2017-07-25,76
2017-07-26,78
2017-07-27,80
2017-07-28,80
2017-07-29,79
2017-07-30,75
2017-07-31,75
2017-08-01,73
2017-08-02,74
2017-08-03,74
2017-08-04,73
2017-08-05,74
2017-08-06,74
2017-08-09,73
2017-08-10,77
2017-08-11,77
2017-08-12,80
2017-08-13,80
2017-08-14,80
2017-08-15,81
2017-08-17,84
2017-08-18,84
2017-08-19,86
2017-08-20,89
2017-08-21,89
