date_obj,Zamorak%20bracers price
2019-04-09,45266
2019-04-10,44781
2019-04-11,43709
2019-04-12,43222
2019-04-13,42071
2019-04-14,41749
2019-04-15,41883
2019-04-16,41612
2019-04-17,41290
2019-04-18,41109
2019-04-19,40986
2019-04-20,40616
2019-04-21,40680
2019-04-22,40910
2019-04-23,41101
2019-04-24,41584
2019-04-25,41640
2019-04-26,41657
2019-04-27,41496
2019-04-28,41275
2019-04-29,41501
2019-04-30,41655
2019-05-01,41493
2019-05-02,41480
2019-05-03,40952
2019-05-04,41347
2019-05-05,40401
2019-05-06,39754
2019-05-07,37921
2019-05-08,36491
2019-05-09,35175
2019-05-10,33838
2019-05-11,33118
2019-05-12,33078
2019-05-13,34228
2019-05-14,35168
2019-05-15,35207
2019-05-16,35636
2019-05-17,36608
2019-05-18,36450
2019-05-19,36094
2019-05-20,36172
2019-05-21,36130
2019-05-22,36271
2019-05-23,35989
2019-05-24,35279
2019-05-25,35007
2019-05-26,35526
2019-05-27,36885
2019-05-28,37130
2019-05-29,37309
2019-05-30,38251
2019-05-31,38460
2019-06-01,38803
2019-06-02,39620
2019-06-03,40615
2019-06-04,41494
2019-06-05,42066
2019-06-06,43196
2019-06-07,43211
2019-06-08,43288
2019-06-09,43566
2019-06-10,43814
2019-06-11,44099
2019-06-12,44189
2019-06-13,44237
2019-06-14,44200
2019-06-15,44240
2019-06-16,44233
2019-06-17,45238
2019-06-18,44839
2019-06-19,45173
2019-06-20,45737
2019-06-21,45314
2019-06-22,45805
2019-06-23,45782
2019-06-24,45790
2019-06-25,45980
2019-06-26,45882
2019-06-27,45918
2019-06-28,45853
2019-06-29,45412
2019-06-30,45466
2019-07-01,46915
2019-07-02,47591
2019-07-03,48835
2019-07-04,48110
2019-07-05,48287
2019-07-06,48562
2019-07-07,48413
2019-07-08,49397
2019-07-09,48833
2019-07-10,47844
2019-07-11,47264
2019-07-12,46684
2019-07-13,46296
2019-07-14,46255
2019-07-15,46342
2019-07-16,46339
2019-07-17,45673
2019-07-18,45346
2019-07-19,44377
2019-07-20,44461
2019-07-21,44555
2019-07-22,44264
2019-07-23,44256
2019-07-24,44142
2019-07-25,43896
2019-07-26,43378
2019-07-27,43359
2019-07-28,42878
2019-07-29,42924
2019-07-30,42282
2019-07-31,41694
2019-08-01,42035
2019-08-02,41703
2019-08-03,41539
2019-08-04,41448
2019-08-05,40863
2019-08-06,40587
2019-08-07,40691
2019-08-08,40437
2019-08-09,40404
2019-08-10,40216
2019-08-11,40235
2019-08-12,40157
2019-08-13,39155
2019-08-14,38000
2019-08-15,37178
2019-08-16,35616
2019-08-17,35231
2019-08-18,34668
2019-08-19,33983
2019-08-20,34375
2019-08-21,34097
2019-08-22,34712
2019-08-23,35457
2019-08-24,35923
2019-08-24,35923
2019-08-25,36064
2019-08-25,36064
2019-08-26,35747
2019-08-26,35747
2019-08-27,36141
2019-08-27,36141
2019-08-28,36309
2019-08-29,36241
2019-08-30,36312
2019-08-31,36702
2019-09-01,38416
2019-09-02,39868
2019-09-03,41321
2019-09-04,42436
2019-09-05,42633
2019-09-06,43573
2019-09-07,43889
2019-09-08,43662
2019-09-09,43314
2019-09-10,43369
2019-09-11,43094
2019-09-12,43338
2019-09-13,44100
2019-09-14,43958
2019-09-15,44258
2019-09-16,43335
2019-09-17,43073
2019-09-18,42560
2019-09-19,42187
2019-09-20,41490
2019-09-21,40609
2019-09-22,39964
2019-09-23,40481
2019-09-24,40770
2019-09-25,40779
2019-09-26,41201
2019-09-27,40772
2019-09-28,40545
2019-09-29,39861
2019-09-30,39641
2019-10-01,39581
2019-10-02,39637
2019-10-03,39299
2019-10-04,39410
2019-10-05,38893
2019-10-06,38980
2019-10-07,39014
2019-10-08,38761
2019-10-09,38642
2019-10-10,37712
2019-10-11,37821
2019-10-12,38766
2019-10-13,39394
2019-10-14,39165
2019-10-15,38085
2019-10-16,37485
2019-10-17,36743
2019-10-18,35747
2019-10-19,35841
2019-10-20,35887
2019-10-21,34962
2019-10-22,34097
2019-10-23,32869
2019-10-24,31968
2019-10-25,31134
2019-10-26,30381
2019-10-27,30338
2019-10-28,30448
2019-10-29,30633
2019-10-30,30510
2019-10-31,30393
2019-11-01,30659
2019-11-02,30732
2019-11-03,31111
2019-11-04,31544
2019-11-05,31913
2019-11-06,32435
2019-11-07,32433
2019-11-08,32670
2019-11-09,33306
2019-11-10,34096
2019-11-11,34720
2019-11-12,35343
2019-11-13,36459
2019-11-14,37550
2019-11-15,37665
2019-11-16,37911
2019-11-17,38160
2019-11-18,38896
2019-11-19,39720
2019-11-20,40631
2019-11-21,40976
2019-11-22,41698
2019-11-23,42607
2019-11-24,42375
2019-11-25,43140
2019-11-26,43316
2019-11-27,42760
2019-11-28,43684
2019-11-29,44147
2019-11-30,44923
2019-12-01,44541
2019-12-02,45224
2019-12-03,46089
2019-12-04,46555
2019-12-05,46748
2019-12-06,46642
2019-12-07,45787
2019-12-08,43694
2019-12-09,43633
2019-12-10,44078
2019-12-11,44486
2019-12-12,43581
2019-12-13,44411
2019-12-14,43538
2019-12-15,43386
2019-12-16,44121
2019-12-17,44353
2019-12-18,45032
2019-12-19,44782
2019-12-20,44517
2019-12-21,44825
2019-12-22,45431
2019-12-23,46165
2019-12-24,45117
2019-12-25,45307
2019-12-26,44353
2019-12-27,44288
2019-12-28,44613
2019-12-29,44918
2019-12-30,45415
2019-12-31,44516
2020-01-01,45262
2020-01-02,45499
2020-01-03,45423
2020-01-04,45148
2020-01-05,45166
2020-01-06,44962
2020-01-07,45306
2020-01-08,45483
2020-01-09,46092
2020-01-10,46481
2020-01-11,46566
2020-01-12,46344
2020-01-13,46642
2020-01-14,46690
2020-01-15,46356
2020-01-16,45530
2020-01-17,45262
2020-01-18,45800
2020-01-19,45985
2020-01-20,44575
2020-01-21,43054
2020-01-22,41301
2020-01-23,40521
2020-01-24,39908
2020-01-25,39449
2020-01-26,39393
2020-01-27,39913
2020-01-28,39695
2020-01-29,39316
2020-01-30,38907
2020-01-31,38619
2020-02-01,38259
2020-02-02,38298
2020-02-03,38603
2020-02-04,38342
2020-02-05,37898
2020-02-06,37188
2020-02-07,37405
2020-02-08,37868
2020-02-09,38269
2020-02-10,39249
2020-02-11,39319
2020-02-12,39764
2020-02-13,39248
2020-02-14,39174
2020-02-15,39043
2020-02-16,39475
2020-02-17,39808
2020-02-18,39320
2020-02-19,38620
2020-02-20,37855
2020-02-21,37437
2020-02-22,36805
2020-02-23,36441
2020-02-24,35714
2020-02-25,34801
2020-02-26,34733
2020-02-27,34435
2020-02-28,34669
2020-02-29,35120
2020-03-01,36142
2020-03-02,37131
2020-03-03,38093
2020-03-04,39847
2020-03-05,40980
2020-03-06,41777
2020-03-07,42211
2020-03-08,42982
2020-03-09,43956
2020-03-10,44752
2020-03-11,45809
2020-03-12,46415
2020-03-13,46973
2020-03-14,47325
2020-03-15,47184
2020-03-16,46149
2020-03-17,45153
2020-03-18,44205
2020-03-19,43032
2020-03-20,42598
2020-03-21,42743
2020-03-22,42814
2020-03-23,43411
2020-03-24,43842
2020-03-25,43400
2020-03-26,43050
2020-03-27,43314
2020-03-28,43417
2020-03-29,43808
2020-03-30,43910
2020-03-31,44227
2020-04-01,44538
2020-04-02,44576
2020-04-03,44600
2020-04-04,45167
2020-04-05,45453
2020-04-06,46237
2020-04-07,45604
2020-04-08,45558
2020-04-09,45286
2020-04-10,44921
2020-04-11,44627
2020-04-12,44804
2020-04-13,45274
2020-04-14,45452
2020-04-15,46272
2020-04-16,46432
2020-04-17,46334
2020-04-18,47857
2020-04-19,48382
2020-04-20,49287
2020-04-21,49539
2020-04-22,49410
2020-04-23,49229
2020-04-24,49382
2020-04-25,49727
2020-04-26,48911
2020-04-27,47823
2020-04-28,47408
2020-04-29,46998
2020-04-30,45827
2020-05-01,46163
2020-05-02,46241
2020-05-03,46737
2020-05-04,48008
2020-05-05,47658
2020-05-06,46623
2020-05-07,46191
2020-05-08,45841
2020-05-09,45630
2020-05-10,45012
2020-05-11,45592
2020-05-12,45388
2020-05-13,45397
