date_obj,Rune%20platebody%20(h5) price
2019-12-08,43931
2019-12-09,44934
2019-12-10,44934
2019-12-11,44934
2019-12-12,44835
2019-12-13,44835
2019-12-14,44835
2019-12-15,43670
2019-12-16,43670
2019-12-17,43670
2019-12-18,44836
2019-12-19,44836
2019-12-20,44791
2019-12-21,44791
2019-12-22,45131
2019-12-23,45131
2019-12-24,45131
2019-12-25,44639
2019-12-26,44639
2019-12-27,44639
2019-12-28,44439
2019-12-29,44439
2019-12-30,44439
2019-12-31,44351
2020-01-01,44351
2020-01-02,44351
2020-01-03,42852
2020-01-04,42852
2020-01-05,42852
2020-01-06,42997
2020-01-07,42997
2020-01-08,42837
2020-01-09,42837
2020-01-10,42837
2020-01-11,42712
2020-01-12,42712
2020-01-13,42712
2020-01-14,41856
2020-01-15,41856
2020-01-16,42040
2020-01-17,42040
2020-01-18,42040
2020-01-19,41505
2020-01-20,41505
2020-01-21,41505
2020-01-22,41375
2020-01-23,41375
2020-01-24,42104
2020-01-25,42104
2020-01-26,42046
2020-01-27,42046
2020-01-28,42046
2020-01-29,41215
2020-01-30,41215
2020-01-31,41215
2020-02-01,41521
2020-02-02,41521
2020-02-03,42205
2020-02-04,42205
2020-02-05,42634
2020-02-06,42634
2020-02-07,42874
2020-02-08,42874
2020-02-09,42813
2020-02-10,42813
2020-02-11,42275
2020-02-12,42275
2020-02-13,42275
2020-02-14,41846
2020-02-15,41846
2020-02-16,41846
2020-02-17,41168
2020-02-18,41168
2020-02-19,41455
2020-02-20,41455
2020-02-21,41214
2020-02-22,41214
2020-02-23,41207
2020-02-24,41207
2020-02-25,41196
2020-02-26,41196
2020-02-27,41196
2020-02-28,40922
2020-02-29,40922
2020-03-01,40911
2020-03-02,40911
2020-03-03,40748
2020-03-04,40748
2020-03-05,40748
2020-03-06,40865
2020-03-07,40865
2020-03-08,40865
2020-03-09,40410
2020-03-10,40410
2020-03-11,40452
2020-03-12,40452
2020-03-13,40627
2020-03-14,40627
2020-03-15,41114
2020-03-16,41114
2020-03-17,41410
2020-03-18,41410
2020-03-19,41844
2020-03-20,41844
2020-03-21,41384
2020-03-22,41384
2020-03-23,41157
2020-03-24,41157
2020-03-25,40405
2020-03-26,40405
2020-03-27,40434
2020-03-28,40434
2020-03-29,40112
2020-03-30,40112
2020-03-31,39888
2020-04-01,39888
2020-04-02,40050
2020-04-03,40050
2020-04-04,39796
2020-04-05,39796
2020-04-06,39593
2020-04-07,39593
2020-04-08,40085
2020-04-09,40085
2020-04-10,40085
2020-04-11,39918
2020-04-12,39918
2020-04-13,39624
2020-04-14,39374
2020-04-15,39374
2020-04-16,39523
2020-04-17,39523
2020-04-18,39779
2020-04-19,39779
2020-04-20,39729
2020-04-21,39729
2020-04-22,39778
2020-04-23,39778
2020-04-24,39497
2020-04-25,39497
2020-04-26,39485
2020-04-27,39743
2020-04-28,39743
2020-04-29,39647
2020-04-30,39647
2020-05-01,39842
2020-05-02,39842
2020-05-03,39378
2020-05-04,39378
2020-05-05,39776
2020-05-06,39741
2020-05-07,39741
2020-05-08,39741
2020-05-09,39546
2020-05-10,39546
2020-05-11,39195
2020-05-12,39195
2020-05-13,39174
