date_obj,Polar%20camo%20legs price
2015-03-26,23000
2015-03-27,23000
2015-03-28,21894
2015-03-29,21894
2015-03-30,21894
2015-03-31,21894
2015-04-01,21894
2015-04-02,21894
2015-04-03,21894
2015-04-04,21894
2015-04-05,21894
2015-04-06,21894
2015-04-07,21894
2015-04-08,21894
2015-04-09,21894
2015-04-10,21894
2015-04-11,21894
2015-04-12,21894
2015-04-13,21894
2015-04-14,21894
2015-04-15,21894
2015-04-16,21894
2015-04-17,21894
2015-04-18,21894
2015-04-19,21894
2015-04-20,21894
2015-04-21,21894
2015-04-22,21894
2015-04-23,20816
2015-04-24,20816
2015-04-25,20816
2015-04-26,20816
2015-04-27,20816
2015-04-28,20816
2015-04-29,20816
2015-04-30,20816
2015-05-01,20816
2015-05-02,20816
2015-05-03,20816
2015-05-04,20816
2015-05-05,20816
2015-05-06,20816
2015-05-07,20816
2015-05-08,20816
2015-05-09,20816
2015-05-10,20816
2015-05-11,20816
2015-05-12,20816
2015-05-13,20816
2015-05-14,20816
2015-05-15,20816
2015-05-16,20816
2015-05-17,20816
2015-05-18,20816
2015-05-19,20816
2015-05-20,20816
2015-05-21,20816
2015-05-22,20816
2015-05-23,20816
2015-05-24,20816
2015-05-25,19798
2015-05-26,19798
2015-05-27,19798
2015-05-28,19798
2015-05-29,19798
2015-05-30,19798
2015-05-31,19798
2015-06-01,19798
2015-06-02,19798
2015-06-03,19798
2015-06-04,19798
2015-06-05,19798
2015-06-06,19798
2015-06-07,19798
2015-06-08,19798
2015-06-09,19798
2015-06-10,19798
2015-06-11,19798
2015-06-12,19798
2015-06-13,19798
2015-06-14,19798
2015-06-15,19798
2015-06-16,19798
2015-06-17,19798
2015-06-18,18834
2015-06-19,18834
2015-06-20,18834
2015-06-21,18834
2015-06-22,18834
2015-06-23,18834
2015-06-24,18834
2015-06-25,18834
2015-06-26,18834
2015-06-27,18834
2015-06-28,18834
2015-06-29,18834
2015-06-30,18834
2015-07-01,18834
2015-07-02,18834
2015-07-03,18834
2015-07-04,18834
2015-07-05,18834
2015-07-06,18834
2015-07-07,18834
2015-07-08,18834
2015-07-09,18834
2015-07-10,18834
2015-07-11,17925
2015-07-12,17925
2015-07-13,17925
2015-07-14,17925
2015-07-15,17925
2015-07-16,17925
2015-07-17,17925
2015-07-18,17925
2015-07-19,17925
2015-07-20,17925
2015-07-21,17925
2015-07-22,17925
2015-07-23,17925
2015-07-24,17925
2015-07-25,17925
2015-07-26,17925
2015-07-27,17925
2015-07-28,17925
2015-07-29,17925
2015-07-30,17925
2015-07-31,17925
2015-08-01,17925
2015-08-02,17061
2015-08-03,17061
2015-08-04,17061
2015-08-05,17061
2015-08-06,17061
2015-08-07,17061
2015-08-08,17061
2015-08-09,17061
2015-08-10,17061
2015-08-11,17061
2015-08-12,17061
2015-08-13,17061
2015-08-14,17061
2015-08-15,17061
2015-08-16,17061
2015-08-17,17061
2015-08-18,17061
2015-08-19,17061
2015-08-20,17061
2015-08-21,17061
2015-08-22,17061
2015-08-23,16217
2015-08-24,16217
2015-08-25,16217
2015-08-26,16217
2015-08-27,16217
2015-08-28,16217
2015-08-29,16217
2015-08-30,16217
2015-08-31,16217
2015-09-01,16217
2015-09-02,16217
2015-09-03,16217
2015-09-04,16217
2015-09-05,16217
2015-09-06,16217
2015-09-07,16217
2015-09-08,16217
2015-09-09,16217
2015-09-10,16217
2015-09-11,16217
2015-09-12,16217
2015-09-13,16217
2015-09-14,16217
2015-09-15,16217
2015-09-16,15431
2015-09-17,15431
2015-09-18,15431
2015-09-19,15431
2015-09-20,15431
2015-09-21,15431
2015-09-22,15431
2015-09-23,15431
2015-09-24,15431
2015-09-25,15431
2015-09-27,15431
2015-09-28,15431
2015-09-29,15431
2015-09-30,15431
2015-10-05,15431
2015-10-06,15431
2015-10-07,15431
2015-10-08,15431
2015-10-09,15431
2015-10-10,15431
2015-10-11,14683
2015-10-12,14683
2015-10-13,14683
2015-10-14,14683
2015-10-15,14683
2015-10-16,14683
2015-10-17,14683
2015-10-18,14683
2015-10-19,14683
2015-10-20,14683
2015-10-22,14683
2015-10-23,14683
2015-10-24,14683
2015-10-25,14683
2015-10-26,14683
2015-10-27,14683
2015-10-29,14683
2015-10-30,14683
2015-10-31,14683
2015-11-01,14683
2015-11-02,14066
2015-11-03,14066
2015-11-04,14066
2015-11-05,14066
2015-11-06,14066
2015-11-07,14066
2015-11-08,14066
2015-11-09,14066
2015-11-10,14066
2015-11-11,14066
2015-11-12,14066
2015-11-13,14066
2015-11-14,14066
2015-11-15,14066
2015-11-16,14066
2015-11-17,14066
2015-11-18,14066
2015-11-19,14066
2015-11-20,14066
2015-11-21,14066
2015-11-22,14066
2015-11-23,14066
2015-11-24,14066
2015-11-25,14066
2015-11-26,14066
2015-11-27,14066
2015-11-28,13375
2015-11-29,13375
2015-11-30,13375
2015-12-01,13375
2015-12-02,13375
2015-12-03,13375
2015-12-04,13375
2015-12-05,13375
2015-12-06,13375
2015-12-07,13375
2015-12-08,13375
2015-12-09,13375
2015-12-10,13375
2015-12-11,13375
2015-12-12,13375
2015-12-13,13375
2015-12-14,13375
2015-12-15,13375
2015-12-16,13375
2015-12-17,13375
2015-12-18,13375
2015-12-19,13375
2015-12-20,12800
2015-12-21,12800
2015-12-22,12800
2015-12-23,12800
2015-12-24,12800
2015-12-25,12800
2015-12-26,12800
2015-12-27,12800
2015-12-28,12800
2015-12-29,12800
2015-12-30,12800
2015-12-31,12800
2016-01-01,12800
2016-01-02,12800
2016-01-03,12800
2016-01-04,12800
2016-01-05,12800
2016-01-06,12800
2016-01-07,12800
2016-01-08,12800
2016-01-09,12800
2016-01-10,12800
2016-01-11,12800
2016-01-12,12800
2016-01-13,12188
2016-01-14,12188
2016-01-15,12188
2016-01-16,12188
2016-01-17,12188
2016-01-18,12188
2016-01-19,12188
2016-01-20,12188
2016-01-21,12188
2016-01-22,12188
2016-01-23,12188
2016-01-24,12188
2016-01-25,12188
2016-01-26,12188
2016-01-27,12188
2016-01-28,12188
2016-01-29,12188
2016-01-30,12188
2016-01-31,12188
2016-02-01,12188
2016-02-02,12188
2016-02-03,12188
2016-02-04,12188
2016-02-05,11856
2016-02-06,11856
2016-02-07,11856
2016-02-08,11856
2016-02-09,11856
2016-02-10,11856
2016-02-11,11856
2016-02-12,11856
2016-02-13,11856
2016-02-14,11856
2016-02-15,11856
2016-02-16,11856
2016-02-17,11856
2016-02-18,11856
2016-02-19,11856
2016-02-20,11856
2016-02-21,11856
2016-02-22,11856
2016-02-23,11856
2016-02-24,11856
2016-02-25,11856
2016-02-26,11856
2016-02-27,11856
2016-02-28,11856
2016-02-29,11277
2016-03-01,11277
2016-03-02,11277
2016-03-03,11277
2016-03-04,11277
2016-03-05,11277
2016-03-06,11277
2016-03-07,11277
2016-03-08,11277
2016-03-09,11277
2016-03-10,11277
2016-03-11,11277
2016-03-12,11277
2016-03-13,11277
2016-03-14,11277
2016-03-15,11277
2016-03-16,11277
2016-03-17,11277
2016-03-18,11277
2016-03-19,11277
2016-03-20,11277
2016-03-21,11277
2016-03-22,11277
2016-03-23,11277
2016-03-24,10738
2016-03-25,10738
2016-03-26,10738
2016-03-27,10738
2016-03-28,10738
2016-03-29,10738
2016-03-30,10738
2016-03-31,10738
2016-04-01,10738
2016-04-02,10738
2016-04-03,10738
2016-04-04,10738
2016-04-05,10738
2016-04-06,10738
2016-04-07,10738
2016-04-08,10738
2016-04-09,10738
2016-04-10,10738
2016-04-11,10738
2016-04-12,10738
2016-04-14,10738
2016-04-15,10738
2016-04-16,10223
2016-04-17,10223
2016-04-18,10223
2016-04-19,10223
2016-04-20,10223
2016-04-21,10223
2016-04-22,10223
2016-04-23,10223
2016-04-24,10223
2016-04-25,10223
2016-04-26,10223
2016-04-27,10223
2016-04-28,10223
2016-04-29,10223
2016-04-30,10223
2016-05-01,10223
2016-05-02,10223
2016-05-03,10223
2016-05-04,10223
2016-05-05,10223
2016-05-06,9720
2016-05-07,9720
2016-05-08,9720
2016-05-09,9720
2016-05-10,9720
2016-05-11,9720
2016-05-12,9720
2016-05-13,9720
2016-05-14,9720
2016-05-15,9720
2016-05-16,9720
2016-05-17,9720
2016-05-18,9720
2016-05-19,9720
2016-05-22,9720
2016-05-23,9720
2016-05-24,9720
2016-05-25,9720
2016-05-26,9276
2016-05-27,9276
2016-05-28,9276
2016-05-29,9276
2016-05-30,9276
2016-05-31,9276
2016-06-01,9276
2016-06-02,9276
2016-06-03,9276
2016-06-04,9276
2016-06-05,9276
2016-06-06,9276
2016-06-07,9276
2016-06-08,9276
2016-06-09,9276
2016-06-10,9276
2016-06-11,9276
2016-06-12,9276
2016-06-13,9276
2016-06-14,9276
2016-06-15,9276
2016-06-16,9276
2016-06-17,8846
2016-06-18,8846
2016-06-19,8846
2016-06-20,8846
2016-06-21,8846
2016-06-22,8846
2016-06-23,8846
2016-06-24,8846
2016-06-25,8846
2016-06-26,8846
2016-06-27,8846
2016-06-28,8846
2016-06-29,8846
2016-06-30,8846
2016-07-01,8846
2016-07-02,8846
2016-07-03,8846
2016-07-04,8846
2016-07-05,8846
2016-07-06,8846
2016-07-07,8846
2016-07-08,8846
2016-07-09,8427
2016-07-10,8427
2016-07-11,8427
2016-07-12,8427
2016-07-13,8427
2016-07-14,8427
2016-07-15,8427
2016-07-16,8427
2016-07-17,8427
2016-07-18,8427
2016-07-23,8427
2016-07-24,8427
2016-07-25,8427
2016-07-26,8427
2016-07-27,8427
2016-07-28,8427
2016-07-29,8427
2016-07-30,8081
2016-07-31,8081
2016-08-01,8081
2016-08-02,8081
2016-08-03,8081
2016-08-04,8081
2016-08-05,8081
2016-08-06,8081
2016-08-07,8081
2016-08-08,8081
2016-08-09,8081
2016-08-10,8081
2016-08-11,8081
2016-08-12,8081
2016-08-13,8081
2016-08-14,8081
2016-08-15,8081
2016-08-16,8081
2016-08-17,8081
2016-08-18,8081
2016-08-19,8081
2016-08-20,8081
2016-08-21,8081
2016-08-22,8081
2016-08-23,8081
2016-08-24,8081
2016-08-25,8081
2016-08-26,8081
2016-08-28,7805
2016-08-31,7805
2016-09-01,7805
2016-09-02,7805
2016-09-03,7805
2016-09-04,7805
2016-09-05,7805
2016-09-06,7805
2016-09-07,7805
2016-09-08,8045
2016-09-09,8045
2016-09-10,8045
2016-09-11,8305
2016-09-12,8305
2016-09-13,8305
2016-09-14,8305
2016-09-15,8305
2016-09-16,8305
2016-09-17,8081
2016-09-18,8081
2016-09-19,8081
2016-09-20,8081
2016-09-21,8081
2016-09-22,8081
2016-09-23,8081
2016-09-24,8081
2016-09-25,8081
2016-09-26,8081
2016-09-27,8081
2016-09-28,7679
2016-09-29,7679
2016-09-30,7679
2016-10-01,7679
2016-10-02,7679
2016-10-03,7679
2016-10-04,7679
2016-10-05,7679
2016-10-06,7679
2016-10-07,7679
2016-10-08,7679
2016-10-09,7679
2016-10-10,7679
2016-10-11,7297
2016-10-12,7297
2016-10-13,7297
2016-10-14,7297
2016-10-15,7297
2016-10-16,7297
2016-10-17,7297
2016-10-18,7297
2016-10-19,7297
2016-10-20,7297
2016-10-21,7297
2016-10-22,7297
2016-10-23,7297
2016-10-24,7297
2016-10-25,7297
2016-10-26,7297
2016-10-27,7170
2016-10-28,7170
2016-10-29,7170
2016-10-30,7170
2016-10-31,7170
2016-11-01,7170
2016-11-02,7170
2016-11-03,7170
2016-11-04,7170
2016-11-05,7170
2016-11-06,7170
2016-11-07,7170
2016-11-08,7170
2016-11-09,7170
2016-11-10,7170
2016-11-11,7170
2016-11-12,7170
2016-11-13,7170
2016-11-14,7265
2016-12-07,7194
2016-12-08,7194
2016-12-09,7194
2016-12-10,7194
2016-12-11,7194
2016-12-12,7456
2016-12-13,7456
2016-12-14,7456
2016-12-15,7456
2016-12-16,7456
2016-12-17,7456
2016-12-18,7456
2016-12-19,7456
2016-12-20,7456
2016-12-21,7456
2016-12-22,7456
2016-12-23,7456
2016-12-24,7456
2016-12-25,7456
2016-12-26,7456
2016-12-27,7456
2016-12-28,7456
2016-12-29,7262
2016-12-30,7262
2016-12-31,7262
2017-01-01,7262
2017-01-02,7262
2017-01-03,7262
2017-01-04,7262
2017-01-05,7262
2017-01-06,7262
2017-01-07,7262
2017-01-08,7262
2017-01-09,7262
2017-01-10,7262
2017-01-11,7262
2017-01-12,7262
2017-01-13,7262
2017-01-14,7269
2017-01-15,7269
2017-01-16,7269
2017-01-17,7269
2017-01-18,7269
2017-01-19,7269
2017-01-20,7269
2017-01-21,7269
2017-01-22,7269
2017-01-27,7269
2017-01-28,7168
2017-01-29,7168
2017-01-30,7168
2017-01-31,7168
2017-02-01,7168
2017-02-02,7168
2017-02-03,7168
2017-02-04,7168
2017-02-05,7168
2017-02-06,7168
2017-02-07,7168
2017-02-08,7168
