date_obj,Polar%20camo%20legs price
2017-02-09,7168
2017-02-10,7168
2017-02-11,7154
2017-02-12,7154
2017-02-13,7154
2017-02-14,7154
2017-02-15,7154
2017-02-16,7154
2017-02-18,7154
2017-02-19,7154
2017-02-20,7154
2017-02-21,7154
2017-02-22,7154
2017-02-23,7154
2017-02-24,7154
2017-02-25,7154
2017-02-26,7154
2017-02-27,7132
2017-02-28,7132
2017-03-01,7132
2017-03-02,7132
2017-03-03,7132
2017-03-04,7132
2017-03-05,7132
2017-03-06,7132
2017-03-07,7132
2017-03-08,7132
2017-03-09,7132
2017-03-10,7132
2017-03-11,7132
2017-03-12,7132
2017-03-13,7132
2017-03-14,7218
2017-03-15,7218
2017-03-16,7218
2017-03-17,7218
2017-03-18,7218
2017-03-19,7218
2017-03-20,7218
2017-03-21,7218
2017-03-22,7218
2017-03-23,7218
2017-03-24,7218
2017-03-25,7218
2017-03-26,7218
2017-03-27,7218
2017-03-28,7218
2017-03-29,7218
2017-03-30,7218
2017-03-31,7175
2017-04-01,7175
2017-04-02,7175
2017-04-03,7175
2017-04-04,7175
2017-04-12,7175
2017-04-13,7175
2017-04-14,7175
2017-04-15,7175
2017-04-16,7329
2017-04-17,7329
2017-04-18,7329
2017-04-19,7329
2017-04-20,7329
2017-04-21,7329
2017-04-22,7329
2017-04-23,7329
2017-04-24,7329
2017-04-25,7329
2017-04-26,7329
2017-04-27,7329
2017-04-28,7405
2017-04-29,7405
2017-04-30,7405
2017-05-01,7405
2017-05-02,7405
2017-05-03,7405
2017-05-04,7405
2017-05-05,7405
2017-05-06,7405
2017-05-07,7405
2017-05-08,7405
2017-05-09,7298
2017-05-10,7298
2017-05-11,7298
2017-05-12,7298
2017-05-13,7298
2017-05-14,7298
2017-05-15,7298
2017-05-16,7298
2017-05-17,7298
2017-05-18,7298
2017-05-19,7298
2017-05-20,7152
2017-05-21,7152
2017-05-22,7152
2017-05-23,7152
2017-05-24,7152
2017-05-25,7152
2017-05-26,7152
2017-05-27,7152
2017-05-28,7152
2017-05-29,7152
2017-05-30,7152
2017-05-31,7152
2017-06-01,7152
2017-06-02,7188
2017-06-03,7188
2017-06-06,7188
2017-06-07,7188
2017-06-08,7188
2017-06-09,7188
2017-06-10,7188
2017-06-11,7188
2017-06-12,7188
2017-06-13,6880
2017-06-14,6880
2017-06-15,6880
2017-06-16,6880
2017-06-17,6880
2017-06-18,6880
2017-06-19,6880
2017-06-20,6880
2017-06-21,6880
2017-06-22,6880
2017-06-23,6880
2017-06-24,6880
2017-06-25,6880
2017-06-26,6880
2017-06-27,6651
2017-06-28,6651
2017-06-29,6651
2017-06-30,6651
2017-07-01,6651
2017-07-02,6651
2017-07-03,6651
2017-07-04,6651
2017-07-05,6651
2017-07-06,6651
2017-07-07,6651
2017-07-08,6651
2017-07-13,6416
2017-07-14,6416
2017-07-15,6416
2017-07-16,6416
2017-07-17,6416
2017-07-18,6416
2017-07-19,6416
2017-07-20,6416
2017-07-21,6416
2017-07-22,6416
2017-07-23,6416
2017-07-24,6416
2017-07-25,6414
2017-07-26,6414
2017-07-27,6414
2017-07-28,6414
2017-07-29,6414
2017-07-30,6414
2017-07-31,6414
2017-08-01,6414
2017-08-02,6414
2017-08-03,6414
2017-08-04,6414
2017-08-05,6414
2017-08-06,6496
2017-08-09,6496
2017-08-10,6496
2017-08-11,6496
2017-08-12,6496
2017-08-13,6496
2017-08-14,6496
2017-08-15,6496
2017-08-17,6496
2017-08-18,6496
2017-08-19,6241
2017-08-20,6241
2017-08-22,6241
2017-08-23,6241
2017-08-24,6241
2017-08-25,6241
2017-08-26,6241
2017-08-27,6241
2017-08-28,6241
2017-08-29,6241
2017-08-30,6241
2017-08-31,6241
2017-09-01,6085
2017-09-02,6085
2017-09-03,6085
2017-09-04,6085
2017-09-05,6085
2017-09-06,6085
2017-09-07,6085
2017-09-08,6085
2017-09-09,6085
2017-09-10,6085
2017-09-11,6085
2017-09-12,6091
2017-09-13,6091
2017-09-14,6091
2017-09-15,6091
2017-09-16,6091
2017-09-17,6091
2017-09-19,6091
2017-09-20,6091
2017-09-21,6091
2017-09-22,6091
2017-09-23,6091
2017-09-24,6091
2017-09-25,6091
2017-09-26,6091
2017-09-27,6141
2017-09-28,6141
2017-09-29,6141
2017-09-30,6141
2017-10-01,6141
2017-10-02,6141
2017-10-03,6141
2017-10-04,6141
2017-10-05,6141
2017-10-06,6141
2017-10-07,6141
2017-10-08,6141
2017-10-09,6141
2017-10-10,6141
2017-10-11,6141
2017-10-12,6141
2017-10-13,6135
2017-10-14,6135
2017-10-15,6135
2017-10-16,6135
2017-10-17,6135
2017-10-18,6135
2017-10-19,6135
2017-10-20,6135
2017-10-21,6135
2017-10-22,6135
2017-10-23,6135
2017-10-24,6135
2017-10-25,6135
2017-10-26,6135
2017-10-27,6135
2017-10-28,6135
2017-10-29,6223
2017-10-30,6223
2017-10-31,6223
2017-11-01,6223
2017-11-02,6223
2017-11-03,6223
2017-11-04,6223
2017-11-05,6223
2017-11-06,6223
2017-11-07,6223
2017-11-08,6223
2017-11-09,6223
2017-11-10,6223
2017-11-11,6223
2017-11-12,6223
2017-11-13,6223
2017-11-14,6223
2017-11-15,6298
2017-11-16,6298
2017-11-17,6298
2017-11-18,6298
2017-11-19,6298
2017-11-20,6298
2017-11-21,6298
2017-11-22,6298
2017-11-23,6298
2017-11-24,6298
2017-11-25,6298
2017-11-26,6298
2017-11-27,6298
2017-11-28,6298
2017-11-29,6298
2017-11-30,6013
2017-12-01,6013
2017-12-02,6013
2017-12-03,6013
2017-12-04,6013
2017-12-05,6013
2017-12-06,6013
2017-12-07,6013
2017-12-08,6013
2017-12-09,6013
2017-12-10,6013
2017-12-11,6013
2017-12-12,6013
2017-12-14,6013
2017-12-15,6172
2017-12-16,6172
2017-12-17,6172
2017-12-18,6172
2017-12-19,6172
2017-12-20,6172
2017-12-21,6172
2017-12-22,6172
2017-12-23,6172
2017-12-24,6172
2017-12-25,6172
2017-12-26,6172
2017-12-27,6172
2017-12-28,6172
2017-12-29,6172
2017-12-30,6172
2017-12-31,6172
2018-01-01,6349
2018-01-02,6349
2018-01-03,6349
2018-01-04,6349
2018-01-05,6349
2018-01-06,6349
2018-01-07,6349
2018-01-08,6349
2018-01-09,6349
2018-01-10,6349
2018-01-11,6349
2018-01-12,6349
2018-01-13,6349
2018-01-14,6349
2018-01-15,6349
2018-01-16,6161
2018-01-17,6161
2018-01-18,6161
2018-01-19,6161
2018-01-20,6161
2018-01-21,6161
2018-01-22,6161
2018-01-23,6161
2018-01-24,5937
2018-01-25,5937
2018-01-26,5937
2018-01-27,5937
2018-01-28,5937
2018-01-29,5937
2018-01-31,5937
2018-02-01,5920
2018-02-02,5920
2018-02-03,5920
2018-02-04,5920
2018-02-05,5920
2018-02-06,5920
2018-02-07,5920
2018-02-08,6092
2018-02-09,6092
2018-02-10,6092
2018-02-11,6092
2018-02-12,6092
2018-02-13,6092
2018-02-14,6092
2018-02-15,5945
2018-02-16,5945
2018-02-17,5945
2018-02-18,5945
2018-02-19,5945
2018-02-20,5945
2018-02-21,5945
2018-02-22,5945
2018-02-23,5768
2018-02-24,5768
2018-02-25,5768
2018-02-26,5768
2018-02-27,5768
2018-02-28,5768
2018-03-01,5768
2018-03-02,5768
2018-03-03,5814
2018-03-05,5814
2018-03-06,5814
2018-03-07,5814
2018-03-08,5814
2018-03-09,5814
2018-03-10,5814
2018-03-11,5814
2018-03-12,5918
2018-03-13,5918
2018-03-14,5918
2018-03-15,5918
2018-03-16,5918
2018-03-17,5918
2018-03-18,5918
2018-03-19,5918
2018-03-20,5918
2018-03-21,5918
2018-03-23,6083
2018-03-24,6083
2018-03-26,6083
2018-03-27,6083
2018-03-28,6083
2018-03-29,6083
2018-03-30,6083
2018-03-31,6251
2018-04-01,6251
2018-04-02,6251
2018-04-03,6251
2018-04-04,6251
2018-04-05,6251
2018-04-06,6251
2018-04-08,6251
2018-04-09,6251
2018-04-10,6259
2018-04-11,6259
2018-04-12,6259
2018-04-13,6259
2018-04-14,6259
2018-04-15,6259
2018-04-16,6259
2018-04-17,6259
2018-04-18,6259
2018-04-19,6259
2018-04-20,6259
2018-04-21,6353
2018-04-22,6353
2018-04-23,6353
2018-04-24,6353
2018-04-25,6353
2018-04-26,6353
2018-04-27,6353
2018-04-28,6353
2018-04-29,6353
2018-04-30,6323
2018-05-01,6323
2018-05-02,6323
2018-05-03,6323
2018-05-04,6323
2018-05-05,6323
2018-05-06,6323
2018-05-07,6323
2018-05-08,6323
2018-05-09,6365
2018-05-10,6365
2018-05-11,6365
2018-05-12,6365
2018-05-13,6365
2018-05-14,6365
2018-05-15,6365
2018-05-16,6365
2018-05-17,6365
2018-05-18,6432
2018-05-19,6432
2018-05-20,6432
2018-05-21,6432
2018-05-22,6432
2018-05-23,6432
2018-05-24,6432
2018-05-25,6432
2018-05-26,6525
2018-05-27,6525
2018-05-28,6525
2018-05-29,6525
2018-05-30,6525
2018-05-31,6525
2018-06-01,6525
2018-06-02,6525
2018-06-03,6525
2018-06-04,6677
2018-06-05,6677
2018-06-06,6677
2018-06-07,6677
2018-06-08,6677
2018-06-09,6677
2018-06-10,6677
2018-06-11,6677
2018-06-12,6869
2018-06-13,6869
2018-06-14,6869
2018-06-15,6869
2018-06-16,6869
2018-06-17,6869
2018-06-18,6869
2018-06-19,6794
2018-06-20,6794
2018-06-21,6794
2018-06-22,6794
2018-06-23,6794
2018-06-24,6794
2018-06-25,6794
2018-06-26,6794
2018-06-27,6785
2018-06-28,6785
2018-06-29,6785
2018-06-30,6785
2018-07-01,6785
2018-07-02,6785
2018-07-03,6785
2018-07-04,6785
2018-07-05,6647
2018-07-06,6647
2018-07-07,6647
2018-07-08,6647
2018-07-09,6647
2018-07-10,6647
2018-07-11,6647
2018-07-12,6647
2018-07-13,6647
2018-07-14,6647
2018-07-15,6647
2018-07-16,6647
2018-07-17,6647
2018-07-18,6647
2018-07-19,6689
2018-07-20,6689
2018-07-21,6689
2018-07-22,6689
2018-07-23,6689
2018-07-24,6689
2018-07-25,6418
2018-07-26,6418
2018-07-27,6418
2018-07-28,6418
2018-07-29,6418
2018-07-30,6418
2018-07-31,6145
2018-08-01,6145
2018-08-02,6145
2018-08-03,6145
2018-08-04,6145
2018-08-05,6145
2018-08-06,6145
2018-08-07,5907
2018-08-08,5907
2018-08-09,5907
2018-08-10,5907
2018-08-11,5907
2018-08-12,5907
2018-08-14,5845
2018-08-16,5845
2018-08-17,5845
2018-08-18,5845
2018-08-19,5845
2018-08-20,5726
2018-08-21,5726
2018-08-22,5726
2018-08-23,5726
2018-08-24,5726
2018-08-25,5726
2018-08-26,5519
2018-08-27,5519
2018-08-28,5519
2018-08-29,5519
2018-08-30,5519
2018-08-31,5519
2018-09-01,5482
2018-09-02,5482
2018-09-03,5482
2018-09-04,5482
2018-09-05,5482
2018-09-06,5482
2018-09-07,5367
2018-09-08,5367
2018-09-09,5367
2018-09-10,5367
2018-09-11,5367
2018-09-12,5367
2018-09-13,5164
2018-09-14,5164
2018-09-15,5164
2018-09-16,5164
2018-09-17,5164
2018-09-18,5164
2018-09-19,5164
2018-09-20,5003
2018-09-21,5003
2018-09-22,5003
2018-09-23,5003
2018-09-24,5003
2018-09-25,5003
2018-09-26,4852
2018-09-27,4852
2018-09-28,4852
2018-09-29,4852
2018-09-30,4852
2018-10-02,4852
2018-10-03,4665
2018-10-04,4665
2018-10-05,4665
2018-10-06,4665
2018-10-07,4665
2018-10-08,4665
2018-10-09,4665
2018-10-10,4478
2018-10-11,4478
2018-10-12,4478
2018-10-13,4478
2018-10-14,4478
2018-10-15,4478
2018-10-16,4478
2018-10-17,4363
2018-10-18,4363
2018-10-19,4363
2018-10-20,4363
2018-10-21,4363
2018-10-22,4363
2018-10-23,4363
2018-10-24,4195
2018-10-25,4195
2018-10-26,4195
2018-10-27,4195
2018-10-28,4195
2018-10-29,4195
2018-10-30,4195
2018-10-31,4236
2018-11-01,4236
2018-11-03,4236
2018-11-04,4236
2018-11-05,4106
2018-11-06,4106
2018-11-07,4106
2018-11-08,4106
2018-11-09,4106
2018-11-10,3961
2018-11-11,3961
2018-11-12,3961
2018-11-13,3970
2018-11-15,3970
2018-11-16,3970
2018-11-17,3771
2018-11-18,3771
2018-11-19,3771
2018-11-20,3627
2018-11-21,3627
2018-11-22,3627
2018-11-23,3627
2018-11-24,3453
2018-11-25,3453
2018-11-26,3453
2018-11-27,3453
2018-11-28,3416
2018-11-29,3416
2018-12-01,3416
2018-12-02,3525
2018-12-03,3525
2018-12-04,3525
2018-12-05,3525
2018-12-07,3689
2018-12-09,3689
2018-12-10,3517
2018-12-11,3517
2018-12-12,3517
2018-12-13,3517
2018-12-14,3416
2018-12-15,3416
2018-12-16,3416
2018-12-17,3416
2018-12-18,3267
2018-12-19,3267
2018-12-20,3267
2018-12-21,3267
2018-12-22,3267
2018-12-23,3103
2018-12-24,3103
2018-12-25,3103
2018-12-26,3103
2018-12-27,3103
2018-12-28,2952
2018-12-29,2952
2018-12-30,2952
2018-12-31,2952
2019-01-01,2818
2019-01-02,2818
2019-01-03,2818
2019-01-04,2818
2019-01-05,2694
2019-01-06,2694
2019-01-08,2694
2019-01-10,2633
2019-01-11,2633
2019-01-12,2633
2019-01-13,2515
2019-01-14,2515
2019-01-15,2515
2019-01-16,2515
2019-01-17,2449
2019-01-18,2449
2019-01-19,2449
2019-01-20,2449
2019-01-21,2403
2019-01-22,2403
2019-01-23,2403
2019-01-24,2403
2019-01-25,2337
2019-01-26,2337
2019-01-27,2337
2019-01-28,2337
2019-01-29,2304
2019-01-30,2304
2019-01-31,2304
2019-02-01,2304
2019-02-02,2304
2019-02-03,2188
2019-02-04,2188
2019-02-05,2188
2019-02-06,2188
2019-02-07,2082
2019-02-08,2082
2019-02-09,2082
2019-02-10,2082
2019-02-11,1994
2019-02-12,1994
2019-02-13,1994
2019-02-14,1994
2019-02-15,1994
2019-02-16,1897
2019-02-17,1897
2019-02-18,1897
2019-02-19,1897
2019-02-20,1897
2019-02-21,1808
2019-02-22,1808
2019-02-23,1808
2019-02-24,1808
2019-02-25,1723
2019-02-26,1723
2019-02-27,1723
2019-02-28,1723
2019-03-01,1723
2019-03-02,1723
2019-03-03,1723
2019-03-04,1756
2019-03-05,1756
2019-03-06,1756
2019-03-07,1756
2019-03-08,1756
2019-03-09,1756
2019-03-10,1799
2019-03-11,1799
2019-03-12,1799
2019-03-13,1799
2019-03-14,1799
2019-03-15,1799
2019-03-16,1865
2019-03-17,1865
2019-03-18,1865
2019-03-19,1865
2019-03-20,1865
2019-03-21,1865
2019-03-22,1912
2019-03-23,1912
2019-03-24,1912
2019-03-25,1912
2019-03-26,1912
2019-03-27,1912
2019-03-28,1994
2019-03-29,1994
2019-03-30,1994
2019-03-31,1994
2019-04-01,1994
2019-04-02,1994
2019-04-03,2063
2019-04-04,2063
2019-04-05,2063
2019-04-06,2063
2019-04-07,2063
