date_obj,Green%20d'hide%20shield price
2018-01-31,2847
2018-02-01,2987
2018-02-02,3090
2018-02-03,3135
2018-02-04,3127
2018-02-05,3127
2018-02-06,3118
2018-02-07,3177
2018-02-08,3177
2018-02-09,3161
2018-02-10,3161
2018-02-11,3114
2018-02-12,3129
2018-02-13,3129
2018-02-14,3102
2018-02-15,3067
2018-02-16,3067
2018-02-17,3067
2018-02-18,3075
2018-02-19,2990
2018-02-20,2990
2018-02-21,2982
2018-02-22,2982
2018-02-23,3074
2018-02-24,3074
2018-02-25,3080
2018-02-26,3080
2018-02-27,3098
2018-02-28,3098
2018-03-01,3215
2018-03-02,3357
2018-03-03,3312
2018-03-04,3312
2018-03-05,3178
2018-03-06,3127
2018-03-07,3104
2018-03-08,3104
2018-03-09,3094
2018-03-10,3094
2018-03-11,3085
2018-03-12,3012
2018-03-13,3012
2018-03-14,2938
2018-03-15,2938
2018-03-16,3055
2018-03-17,3007
2018-03-18,3007
2018-03-19,3019
2018-03-20,3056
2018-03-21,3056
2018-03-23,3063
2018-03-24,3140
2018-03-25,3168
2018-03-26,3168
2018-03-27,3194
2018-03-28,3194
2018-03-29,3190
2018-03-30,3190
2018-03-31,3319
2018-04-01,3319
2018-04-02,3269
2018-04-03,3145
2018-04-04,3203
2018-04-05,3203
2018-04-06,3286
2018-04-07,3286
2018-04-08,3122
2018-04-09,3011
2018-04-10,3011
2018-04-11,2974
2018-04-12,2974
2018-04-13,2952
2018-04-14,2952
2018-04-15,3036
2018-04-16,3036
2018-04-17,3124
2018-04-18,3124
2018-04-19,3165
2018-04-20,3165
2018-04-21,3222
2018-04-22,3222
2018-04-23,3290
2018-04-24,3290
2018-04-25,3344
2018-04-26,3344
2018-04-27,3421
2018-04-28,3421
2018-04-29,3319
2018-04-30,3319
2018-05-01,3169
2018-05-04,3010
2018-05-05,3002
2018-05-06,3002
2018-05-07,3070
2018-05-08,3070
2018-05-09,3089
2018-05-10,3089
2018-05-11,3159
2018-05-12,3146
2018-05-13,3146
2018-05-14,3291
2018-05-15,3291
2018-05-16,3228
2018-05-17,3228
2018-05-18,3116
2018-05-19,3188
2018-05-20,3188
2018-05-21,3232
2018-05-22,3232
2018-05-23,3173
2018-05-24,3173
2018-05-25,3133
2018-05-26,3158
2018-05-27,3158
2018-05-28,3278
2018-05-29,3278
2018-05-30,3256
2018-05-31,3256
2018-06-01,3223
2018-06-02,3207
2018-06-03,3207
2018-06-04,3176
2018-06-05,3190
2018-06-06,3235
2018-06-07,3235
2018-06-08,3198
2018-06-09,3198
2018-06-10,3151
2018-06-11,3151
2018-06-12,3059
2018-06-13,3084
2018-06-14,3128
2018-06-15,3128
2018-06-16,3252
2018-06-17,3252
2018-06-18,3229
2018-06-19,3297
2018-06-20,3297
2018-06-21,3350
2018-06-22,3350
2018-06-23,3514
2018-06-24,3584
2018-06-25,3584
2018-06-26,3449
2018-06-27,3449
2018-06-28,3283
2018-06-29,3163
2018-06-30,3163
2018-07-01,3086
2018-07-02,3086
2018-07-03,3064
2018-07-04,3064
2018-07-05,3074
2018-07-06,3106
2018-07-07,3106
2018-07-08,3132
2018-07-09,3192
2018-07-10,3192
2018-07-11,3145
2018-07-12,3145
2018-07-13,3098
2018-07-14,3077
2018-07-15,3077
2018-07-16,3144
2018-07-17,3166
2018-07-18,3166
2018-07-19,3272
2018-07-20,3356
2018-07-21,3376
2018-07-22,3305
2018-07-23,3335
2018-07-24,3335
2018-07-25,3277
2018-07-26,3166
2018-07-27,3143
2018-07-28,3143
2018-07-29,3178
2018-07-30,3171
2018-07-31,3217
2018-08-01,3217
2018-08-02,3204
2018-08-03,3181
2018-08-04,3209
2018-08-05,3217
2018-08-06,3202
2018-08-07,3237
2018-08-08,3209
2018-08-09,3209
2018-08-10,3277
2018-08-11,3271
2018-08-12,3308
2018-08-14,3297
2018-08-16,3288
2018-08-17,3291
2018-08-18,3291
2018-08-19,3138
2018-08-20,3001
2018-08-21,2963
2018-08-22,2993
2018-08-23,3093
2018-08-24,3160
2018-08-25,3262
2018-08-26,3394
2018-08-27,3503
2018-08-28,3354
2018-08-29,3285
2018-08-30,3437
2018-08-31,3457
2018-09-01,3494
2018-09-02,3537
2018-09-03,3526
2018-09-04,3354
2018-09-05,3197
2018-09-06,3197
2018-09-07,3037
2018-09-08,3012
2018-09-09,2979
2018-09-10,3001
2018-09-11,3001
2018-09-12,3008
2018-09-13,3038
2018-09-14,3001
2018-09-15,3111
2018-09-16,3111
2018-09-17,3179
2018-09-18,3182
2018-09-19,3097
2018-09-20,3090
2018-09-21,3063
2018-09-22,3099
2018-09-23,3254
2018-09-24,3315
2018-09-25,3315
2018-09-26,3253
2018-09-27,3228
2018-09-28,3183
2018-09-29,3174
2018-09-30,3194
2018-10-02,3180
2018-10-03,3124
2018-10-04,3124
2018-10-05,3102
2018-10-06,3100
2018-10-07,3100
2018-10-08,2989
2018-10-09,3089
2018-10-10,3131
2018-10-11,3127
2018-10-12,3127
2018-10-13,3235
2018-10-14,3312
2018-10-15,3294
2018-10-16,3294
2018-10-17,3236
2018-10-18,3112
2018-10-19,3097
2018-10-20,3097
2018-10-21,3119
2018-10-22,3061
2018-10-23,3061
2018-10-24,3077
2018-10-25,3092
2018-10-26,3086
2018-10-27,3084
2018-10-28,3148
2018-10-29,3148
2018-10-30,3070
2018-10-31,3103
2018-11-01,3108
2018-11-03,3216
2018-11-04,3190
2018-11-05,3129
2018-11-06,3224
2018-11-07,3270
2018-11-08,3262
2018-11-09,3358
2018-11-10,3303
2018-11-11,3286
2018-11-12,3275
2018-11-13,3218
2018-11-14,3286
2018-11-15,3289
2018-11-16,3304
2018-11-17,3314
2018-11-18,3455
2018-11-19,3367
2018-11-20,3390
2018-11-21,3464
2018-11-22,3558
2018-11-23,3513
2018-11-24,3477
2018-11-25,3527
2018-11-26,3429
2018-11-27,3310
2018-11-28,3240
2018-11-29,3193
2018-12-01,3033
2018-12-02,2968
2018-12-03,2949
2018-12-04,2956
2018-12-05,3009
2018-12-07,3011
2018-12-09,3042
2018-12-10,3000
2018-12-11,3002
2018-12-12,2968
2018-12-13,3081
2018-12-14,3189
2018-12-15,3248
2018-12-16,3205
2018-12-17,3273
2018-12-18,3225
2018-12-19,3134
2018-12-20,3177
2018-12-21,3150
2018-12-22,3189
2018-12-23,3165
2018-12-24,3053
2018-12-25,2981
2018-12-26,3057
2018-12-27,3043
2018-12-28,3108
2018-12-29,3129
2018-12-30,3269
2018-12-31,3354
2019-01-01,3388
2019-01-02,3384
2019-01-03,3230
2019-01-04,3092
2019-01-05,3097
2019-01-06,3073
2019-01-08,3145
2019-01-10,3112
2019-01-11,3138
2019-01-12,3184
2019-01-13,3227
2019-01-14,3212
2019-01-15,3204
2019-01-16,3057
2019-01-17,2978
2019-01-18,2982
2019-01-19,3052
2019-01-20,3071
2019-01-21,3154
2019-01-22,3160
2019-01-23,3195
2019-01-24,3153
2019-01-25,3109
2019-01-26,3101
2019-01-27,3075
2019-01-28,3081
2019-01-29,3117
2019-01-30,3044
2019-01-31,2955
2019-02-01,3010
2019-02-02,3124
2019-02-03,3222
2019-02-04,3189
2019-02-05,3114
2019-02-06,3141
2019-02-07,3109
2019-02-08,3174
2019-02-09,3172
2019-02-10,3110
2019-02-11,3112
2019-02-12,2975
2019-02-13,3034
2019-02-14,3124
2019-02-15,3152
2019-02-16,3181
2019-02-17,3097
2019-02-18,3145
2019-02-19,3193
2019-02-20,3193
2019-02-21,3074
2019-02-22,3040
2019-02-23,3086
2019-02-24,3073
2019-02-25,3111
2019-02-26,3193
2019-02-27,3117
2019-02-28,3220
2019-03-01,3365
2019-03-02,3383
2019-03-03,3488
2019-03-04,3336
2019-03-05,3219
2019-03-06,3176
2019-03-07,3153
2019-03-08,3153
2019-03-09,3066
2019-03-10,3042
2019-03-11,3053
2019-03-12,3038
2019-03-13,3073
2019-03-14,3117
2019-03-15,3105
2019-03-16,3136
2019-03-17,3079
2019-03-18,3065
2019-03-19,3096
2019-03-20,3171
2019-03-21,3152
2019-03-22,3167
2019-03-23,3207
2019-03-24,3114
2019-03-25,3114
2019-03-26,3080
2019-03-27,3080
2019-03-28,3048
2019-03-29,3059
2019-03-30,3059
2019-03-31,3040
2019-04-01,3062
2019-04-02,3014
2019-04-03,3017
2019-04-04,3068
2019-04-05,3088
2019-04-06,3210
2019-04-07,3203
2019-04-08,3147
2019-04-09,3119
2019-04-10,3143
2019-04-11,3230
2019-04-12,3172
2019-04-13,3158
2019-04-14,3114
2019-04-15,3059
2019-04-16,3079
2019-04-17,3065
2019-04-18,3101
2019-04-19,3063
2019-04-20,3137
2019-04-21,3156
2019-04-22,3178
2019-04-23,3137
2019-04-24,3105
2019-04-25,3091
2019-04-26,3116
2019-04-27,3087
2019-04-28,3059
2019-04-29,3078
2019-04-30,3063
2019-05-01,3063
2019-05-02,3031
2019-05-03,3090
2019-05-04,3145
2019-05-05,3130
2019-05-06,3096
2019-05-07,3023
2019-05-08,3045
2019-05-09,3023
2019-05-10,3100
2019-05-11,3093
2019-05-12,3057
2019-05-13,3118
2019-05-14,3175
2019-05-15,3175
2019-05-16,3162
2019-05-17,3162
2019-05-18,3177
2019-05-19,3069
2019-05-20,3077
2019-05-21,3035
2019-05-22,3010
2019-05-23,3012
2019-05-24,3099
2019-05-25,3128
2019-05-26,3145
2019-05-27,3084
2019-05-28,3062
2019-05-29,3062
2019-05-30,3113
2019-05-31,3113
2019-06-01,3023
2019-06-02,2997
2019-06-03,3147
2019-06-04,3199
2019-06-05,3093
2019-06-06,2986
2019-06-07,3051
2019-06-08,3185
2019-06-09,3110
2019-06-10,3110
2019-06-11,3057
2019-06-12,3083
2019-06-13,3050
2019-06-14,3077
2019-06-15,3057
2019-06-16,3061
2019-06-17,3151
2019-06-18,3172
2019-06-19,3253
2019-06-20,3367
2019-06-21,3504
2019-06-22,3552
2019-06-23,3524
2019-06-24,3391
2019-06-25,3259
2019-06-26,3146
2019-06-27,3096
2019-06-28,3096
2019-06-29,3117
2019-06-30,3122
2019-07-01,3122
2019-07-02,3109
2019-07-03,3087
2019-07-04,3087
2019-07-05,3056
2019-07-06,3183
2019-07-07,3214
2019-07-08,3321
2019-07-09,3252
2019-07-10,3126
2019-07-11,3108
2019-07-12,3043
2019-07-13,3043
2019-07-14,3033
2019-07-15,3033
2019-07-16,3019
2019-07-17,2939
2019-07-18,2968
2019-07-19,2968
2019-07-20,3086
2019-07-21,3057
2019-07-22,3057
2019-07-23,3064
2019-07-24,3064
2019-07-25,3027
2019-07-26,3027
2019-07-27,3064
2019-07-28,3053
2019-07-29,3062
2019-07-30,3062
2019-07-31,3137
2019-08-01,3137
2019-08-02,3154
2019-08-03,3130
2019-08-04,3130
2019-08-05,3201
2019-08-06,3279
2019-08-07,3348
2019-08-08,3348
2019-08-09,3417
2019-08-10,3404
2019-08-11,3404
2019-08-12,3351
2019-08-13,3275
2019-08-14,3275
2019-08-15,3142
2019-08-16,3038
2019-08-17,3038
2019-08-18,2960
2019-08-19,2978
2019-08-20,2978
2019-08-21,2979
2019-08-22,2977
2019-08-23,2977
2019-08-24,2946
2019-08-24,2946
2019-08-25,2946
2019-08-25,2946
2019-08-26,2929
2019-08-27,2999
2019-08-27,2999
2019-08-28,3067
2019-08-29,3067
2019-08-30,3082
2019-08-31,3082
2019-09-01,3133
2019-09-02,3133
2019-09-03,3175
2019-09-04,3175
2019-09-05,3087
2019-09-06,3087
2019-09-07,3061
2019-09-08,3047
2019-09-09,3047
2019-09-10,3034
2019-09-11,2985
2019-09-12,2985
2019-09-13,2910
2019-09-14,2932
2019-09-15,2932
2019-09-16,3000
2019-09-17,3012
2019-09-18,3045
2019-09-19,3045
2019-09-20,2971
2019-09-21,3003
2019-09-22,2976
2019-09-23,2944
2019-09-24,2944
2019-09-25,2961
2019-09-26,3026
2019-09-27,3026
2019-09-28,3013
2019-09-29,3013
2019-09-30,2990
2019-10-01,2988
2019-10-02,2988
2019-10-03,2996
2019-10-04,2996
2019-10-05,2968
2019-10-06,2931
2019-10-07,2931
2019-10-08,2937
2019-10-09,2937
2019-10-10,2950
2019-10-11,2950
2019-10-12,2931
2019-10-13,2983
2019-10-14,3029
2019-10-15,3029
2019-10-16,2892
2019-10-17,2892
2019-10-18,2914
2019-10-19,2927
2019-10-20,2927
2019-10-21,3009
2019-10-22,3009
2019-10-23,3028
2019-10-24,3028
2019-10-25,3075
2019-10-26,2948
2019-10-27,2948
2019-10-28,2949
2019-10-29,2949
2019-10-30,3035
2019-10-31,3035
2019-11-01,3187
2019-11-02,3335
2019-11-03,3335
2019-11-04,3464
2019-11-05,3464
2019-11-06,3361
2019-11-07,3361
2019-11-08,3323
2019-11-09,3240
2019-11-10,3140
2019-11-11,3036
2019-11-12,3036
2019-11-13,3002
2019-11-14,3002
2019-11-15,3017
2019-11-16,3020
2019-11-17,3020
2019-11-18,3035
2019-11-19,3035
2019-11-20,2993
2019-11-21,2993
2019-11-22,3019
2019-11-23,3019
2019-11-24,3039
2019-11-25,3039
2019-11-26,3056
2019-11-27,3056
2019-11-28,3071
2019-11-29,3071
2019-11-30,3074
2019-12-01,3074
2019-12-02,2972
2019-12-03,3031
2019-12-04,3031
2019-12-05,3132
2019-12-06,3132
2019-12-07,3201
2019-12-08,3201
2019-12-09,3149
2019-12-10,3069
2019-12-11,3069
2019-12-12,3028
2019-12-13,3028
2019-12-14,3040
2019-12-15,3126
2019-12-16,3126
2019-12-17,3232
2019-12-18,3232
2019-12-19,3263
2019-12-20,3263
2019-12-21,3231
2019-12-22,3189
2019-12-23,3189
2019-12-24,3125
2019-12-25,3125
2019-12-26,3181
2019-12-27,3164
2019-12-28,3226
2019-12-29,3226
2019-12-30,3240
2019-12-31,3240
2020-01-01,3141
2020-01-02,3238
2020-01-03,3238
2020-01-04,3195
2020-01-05,3135
2020-01-06,3135
2020-01-07,3192
2020-01-08,3192
2020-01-09,3342
2020-01-10,3342
2020-01-11,3506
2020-01-12,3625
2020-01-13,3625
2020-01-14,3698
2020-01-15,3761
2020-01-16,3838
2020-01-17,3838
2020-01-18,3778
2020-01-19,3589
2020-01-20,3589
2020-01-21,3409
2020-01-22,3305
2020-01-23,3234
2020-01-24,3234
2020-01-25,3104
2020-01-26,2978
2020-01-27,3009
2020-01-28,3009
2020-01-29,3070
2020-01-30,3070
2020-01-31,3026
2020-02-01,3026
2020-02-02,3045
2020-02-03,3045
2020-02-04,3001
2020-02-05,3001
2020-02-06,3077
2020-02-07,3077
2020-02-08,2936
2020-02-09,2936
2020-02-10,2943
2020-02-11,2943
2020-02-12,3008
2020-02-13,3008
2020-02-14,2940
2020-02-15,2940
2020-02-16,2980
2020-02-17,3059
2020-02-18,3176
2020-02-19,3176
2020-02-20,3192
2020-02-21,3192
2020-02-22,3108
2020-02-23,3108
2020-02-24,3108
2020-02-25,3108
2020-02-26,3021
2020-02-27,3021
2020-02-28,3155
2020-02-29,3155
2020-03-01,3252
2020-03-02,3252
2020-03-03,3115
2020-03-04,3115
2020-03-05,3069
2020-03-06,3191
2020-03-07,3191
2020-03-08,3157
2020-03-09,3235
2020-03-10,3225
2020-03-11,3225
2020-03-12,3259
2020-03-13,3259
2020-03-14,3228
2020-03-15,3177
2020-03-16,3093
2020-03-17,3042
2020-03-18,3077
2020-03-19,3043
2020-03-20,2993
2020-03-21,2993
2020-03-22,2976
2020-03-23,2932
2020-03-24,2989
2020-03-25,3011
2020-03-26,2966
2020-03-27,3076
2020-03-28,3163
2020-03-29,3172
2020-03-30,3166
2020-03-31,3218
2020-04-01,3199
2020-04-02,3203
2020-04-03,3203
2020-04-04,3182
2020-04-05,3168
2020-04-06,3113
2020-04-07,3187
2020-04-08,3273
2020-04-09,3294
2020-04-10,3272
2020-04-11,3143
2020-04-12,3042
2020-04-13,3029
2020-04-14,2971
2020-04-15,3012
2020-04-16,3027
2020-04-17,3082
2020-04-18,3056
2020-04-19,2962
2020-04-20,3102
2020-04-21,3149
2020-04-22,3125
2020-04-23,3075
2020-04-24,3164
2020-04-25,3218
2020-04-26,3267
2020-04-27,3219
2020-04-28,3088
2020-04-29,3062
2020-04-30,3098
2020-05-01,3216
2020-05-02,3234
2020-05-03,3105
2020-05-04,3047
2020-05-05,3047
2020-05-06,3140
2020-05-07,3156
2020-05-08,3174
2020-05-09,3148
2020-05-10,3079
2020-05-11,3185
2020-05-12,3226
2020-05-13,3222
