date_obj,Toadflax price
2015-03-26,1664
2015-03-27,1664
2015-03-28,1653
2015-03-29,1570
2015-03-30,1492
2015-03-31,1420
2015-04-01,1420
2015-04-02,1397
2015-04-03,1367
2015-04-04,1375
2015-04-05,1375
2015-04-06,1385
2015-04-07,1450
2015-04-08,1450
2015-04-09,1507
2015-04-10,1530
2015-04-11,1578
2015-04-12,1645
2015-04-13,1721
2015-04-14,1721
2015-04-15,1792
2015-04-16,1792
2015-04-17,1855
2015-04-18,1948
2015-04-19,2016
2015-04-20,2016
2015-04-21,2020
2015-04-22,2020
2015-04-23,1948
2015-04-24,1948
2015-04-25,1855
2015-04-26,1855
2015-04-27,1823
2015-04-28,1854
2015-04-29,1854
2015-04-30,1912
2015-05-01,1944
2015-05-02,1906
2015-05-03,1906
2015-05-04,1891
2015-05-05,1891
2015-05-06,1929
2015-05-07,1981
2015-05-08,1981
2015-05-09,2006
2015-05-10,2025
2015-05-11,2025
2015-05-12,2078
2015-05-13,2078
2015-05-14,2053
2015-05-15,2053
2015-05-16,1967
2015-05-17,1937
2015-05-18,1887
2015-05-19,1887
2015-05-20,1852
2015-05-21,1852
2015-05-22,1820
2015-05-23,1820
2015-05-24,1802
2015-05-25,1874
2015-05-26,1874
2015-05-27,1864
2015-05-28,1915
2015-05-29,1890
2015-05-30,1876
2015-05-31,1876
2015-06-01,1879
2015-06-02,1879
2015-06-03,1843
2015-06-04,1843
2015-06-05,1804
2015-06-06,1784
2015-06-07,1765
2015-06-08,1765
2015-06-09,1785
2015-06-10,1786
2015-06-11,1786
2015-06-12,1838
2015-06-13,1872
2015-06-14,1964
2015-06-15,1990
2015-06-16,1932
2015-06-17,1900
2015-06-18,1854
2015-06-19,1832
2015-06-20,1789
2015-06-21,1789
2015-06-22,1838
2015-06-23,1798
2015-06-24,1785
2015-06-25,1785
2015-06-26,1818
2015-06-27,1818
2015-06-28,1790
2015-06-29,1790
2015-06-30,1746
2015-07-01,1684
2015-07-02,1684
2015-07-03,1672
2015-07-04,1706
2015-07-05,1706
2015-07-06,1716
2015-07-07,1698
2015-07-08,1752
2015-07-09,1752
2015-07-10,1816
2015-07-11,1816
2015-07-12,1783
2015-07-13,1737
2015-07-14,1651
2015-07-15,1696
2015-07-16,1756
2015-07-17,1700
2015-07-18,1700
2015-07-19,1701
2015-07-20,1744
2015-07-21,1744
2015-07-22,1769
2015-07-23,1769
2015-07-24,1782
2015-07-25,1782
2015-07-26,1872
2015-07-27,1920
2015-07-28,1968
2015-07-29,1909
2015-07-30,1909
2015-07-31,1911
2015-08-01,1887
2015-08-02,1858
2015-08-03,1894
2015-08-04,1894
2015-08-05,1937
2015-08-06,1977
2015-08-07,1977
2015-08-08,1952
2015-08-09,1885
2015-08-10,1831
2015-08-11,1880
2015-08-12,1880
2015-08-13,1958
2015-08-14,2041
2015-08-15,2041
2015-08-16,2099
2015-08-17,2099
2015-08-18,2043
2015-08-19,2038
2015-08-20,2038
2015-08-21,2095
2015-08-22,2095
2015-08-23,2127
2015-08-24,2206
2015-08-25,2206
2015-08-26,2202
2015-08-27,2192
2015-08-28,2192
2015-08-29,2227
2015-08-30,2227
2015-08-31,2252
2015-09-01,2252
2015-09-02,2359
2015-09-03,2359
2015-09-04,2279
2015-09-05,2279
2015-09-06,2277
2015-09-07,2277
2015-09-08,2235
2015-09-09,2235
2015-09-10,2243
2015-09-11,2243
2015-09-12,2258
2015-09-13,2258
2015-09-14,2245
2015-09-15,2143
2015-09-16,2143
2015-09-17,2041
2015-09-18,2041
2015-09-19,2034
2015-09-20,2034
2015-09-21,2110
2015-09-22,2110
2015-09-23,2103
2015-09-24,2103
2015-09-25,2103
2015-09-27,2033
2015-09-28,1976
2015-09-29,1976
2015-09-30,2025
2015-10-05,2104
2015-10-06,2170
2015-10-07,2170
2015-10-08,2178
2015-10-09,2163
2015-10-10,2163
2015-10-11,2220
2015-10-12,2220
2015-10-13,2183
2015-10-14,2183
2015-10-15,2163
2015-10-16,2163
2015-10-17,2177
2015-10-18,2177
2015-10-19,2264
2015-10-20,2264
2015-10-22,2254
2015-10-23,2230
2015-10-24,2230
2015-10-25,2254
2015-10-26,2254
2015-10-27,2318
2015-10-29,2429
2015-10-30,2429
2015-10-31,2551
2015-11-01,2551
2015-11-02,2551
2015-11-03,2668
2015-11-04,2668
2015-11-05,2668
2015-11-06,2750
2015-11-07,2750
2015-11-08,2629
2015-11-09,2629
2015-11-10,2629
2015-11-11,2557
2015-11-12,2557
2015-11-13,2557
2015-11-14,2656
2015-11-15,2656
2015-11-16,2759
2015-11-17,2759
2015-11-18,2759
2015-11-19,2861
2015-11-20,2861
2015-11-21,2861
2015-11-22,2876
2015-11-23,2876
2015-11-24,2876
2015-11-25,2912
2015-11-26,2912
2015-11-27,2912
2015-11-28,2799
2015-11-29,2799
2015-11-30,2800
2015-12-01,2800
2015-12-02,2769
2015-12-03,2769
2015-12-04,2745
2015-12-05,2745
2015-12-06,2704
2015-12-07,2704
2015-12-08,2764
2015-12-09,2770
2015-12-10,2770
2015-12-11,2756
2015-12-13,2703
2015-12-14,2703
2015-12-15,2599
2015-12-16,2599
2015-12-17,2520
2015-12-18,2520
2015-12-19,2554
2015-12-20,2559
2015-12-21,2559
2015-12-22,2627
2015-12-23,2627
2015-12-24,2669
2015-12-25,2669
2015-12-26,2800
2015-12-27,2925
2015-12-28,2925
2015-12-29,2977
2015-12-30,2916
2015-12-31,2916
2016-01-01,2913
2016-01-02,2913
2016-01-03,3016
2016-01-04,2902
2016-01-05,2902
2016-01-06,2782
2016-01-07,2782
2016-01-08,2789
2016-01-09,2789
2016-01-10,2817
2016-01-11,2817
2016-01-12,2905
2016-01-13,2905
2016-01-14,2950
2016-01-15,2950
2016-01-16,3009
2016-01-17,3009
2016-01-18,2986
2016-01-19,2986
2016-01-20,2933
2016-01-21,2933
2016-01-22,2854
2016-01-23,2854
2016-01-24,2871
2016-01-25,2817
2016-01-26,2817
2016-01-27,2869
2016-01-28,2869
2016-01-29,2833
2016-01-30,2833
2016-01-31,2901
2016-02-01,2897
2016-02-02,2897
2016-02-03,2820
2016-02-04,2820
2016-02-05,2886
2016-02-06,2811
2016-02-07,2811
2016-02-08,2686
2016-02-09,2686
2016-02-10,2643
2016-02-11,2643
2016-02-12,2683
2016-02-13,2686
2016-02-14,2686
2016-02-15,2627
2016-02-16,2627
2016-02-17,2610
2016-02-18,2610
2016-02-19,2589
2016-02-20,2589
2016-02-21,2561
2016-02-22,2561
2016-02-23,2548
2016-02-24,2548
2016-02-25,2573
2016-02-26,2573
2016-02-27,2660
2016-02-28,2660
2016-02-29,2672
2016-03-01,2741
2016-03-02,2741
2016-03-03,2699
2016-03-04,2699
2016-03-05,2681
2016-03-06,2779
2016-03-07,2779
2016-03-08,2738
2016-03-09,2651
2016-03-10,2591
2016-03-11,2591
2016-03-12,2547
2016-03-13,2547
2016-03-14,2592
2016-03-15,2621
2016-03-16,2494
2016-03-17,2494
2016-03-18,2423
2016-03-19,2423
2016-03-20,2521
2016-03-21,2521
2016-03-22,2577
2016-03-23,2675
2016-03-24,2675
2016-03-25,2598
2016-03-26,2505
2016-03-27,2505
2016-03-28,2455
2016-03-29,2455
2016-03-30,2365
2016-03-31,2365
2016-04-01,2382
2016-04-02,2382
2016-04-03,2381
2016-04-04,2381
2016-04-05,2445
2016-04-06,2445
2016-04-07,2527
2016-04-08,2634
2016-04-09,2640
2016-04-10,2618
2016-04-11,2618
2016-04-12,2577
2016-04-13,2577
2016-04-14,2493
2016-04-15,2489
2016-04-16,2489
2016-04-17,2444
2016-04-18,2434
2016-04-19,2434
2016-04-20,2480
2016-04-21,2480
2016-04-22,2517
2016-04-23,2500
2016-04-24,2500
2016-04-25,2527
2016-04-26,2527
2016-04-27,2492
2016-04-28,2492
2016-04-29,2562
2016-04-30,2530
2016-05-01,2530
2016-05-02,2552
2016-05-03,2586
2016-05-04,2586
2016-05-05,2520
2016-05-06,2520
2016-05-07,2505
2016-05-08,2505
2016-05-09,2404
2016-05-10,2389
2016-05-11,2389
2016-05-12,2488
2016-05-13,2493
2016-05-14,2491
2016-05-15,2486
2016-05-16,2486
2016-05-17,2496
2016-05-18,2412
2016-05-19,2412
2016-05-22,2569
2016-05-23,2614
2016-05-24,2536
2016-05-25,2536
2016-05-26,2496
2016-05-27,2491
2016-05-28,2491
2016-05-29,2459
2016-05-30,2459
2016-05-31,2456
2016-06-01,2438
2016-06-02,2438
2016-06-03,2398
2016-06-04,2492
2016-06-05,2492
2016-06-06,2555
2016-06-07,2555
2016-06-08,2616
2016-06-09,2641
2016-06-10,2584
2016-06-11,2584
2016-06-12,2607
2016-06-13,2607
2016-06-14,2676
2016-06-15,2676
2016-06-16,2781
2016-06-17,2703
2016-06-18,2703
2016-06-19,2718
2016-06-20,2823
2016-06-21,2803
2016-06-22,2771
2016-06-23,2779
2016-06-24,2779
2016-06-25,2793
2016-06-26,2793
2016-06-27,2739
2016-06-28,2693
2016-06-29,2693
2016-06-30,2670
2016-07-01,2728
2016-07-02,2728
2016-07-03,2837
2016-07-04,2813
2016-07-05,2813
2016-07-06,2711
2016-07-07,2711
2016-07-08,2639
2016-07-09,2536
2016-07-10,2446
2016-07-11,2488
2016-07-12,2488
2016-07-13,2431
2016-07-14,2417
2016-07-15,2417
2016-07-16,2413
2016-07-17,2413
2016-07-18,2428
2016-07-24,2346
2016-07-25,2342
2016-07-26,2342
2016-07-27,2373
2016-07-28,2373
2016-07-29,2401
2016-07-30,2359
2016-07-31,2359
2016-08-01,2349
2016-08-02,2368
2016-08-03,2335
2016-08-04,2335
2016-08-05,2324
2016-08-06,2315
2016-08-07,2273
