date_obj,Rune%20trimmed%20set%20(lg) price
2015-09-22,173036
2015-09-23,170891
2015-09-24,170891
2015-09-25,170891
2015-09-27,171253
2015-09-28,171253
2015-09-29,171253
2015-09-30,171253
2015-10-05,170515
2015-10-06,170515
2015-10-07,170515
2015-10-08,170515
2015-10-09,168222
2015-10-10,168222
2015-10-11,168222
2015-10-12,168222
2015-10-13,168222
2015-10-14,169975
2015-10-15,169975
2015-10-16,169975
2015-10-17,169975
2015-10-18,169852
2015-10-19,169852
2015-10-20,169852
2015-10-22,170693
2015-10-23,170693
2015-10-24,170693
2015-10-25,172013
2015-10-26,172013
2015-10-27,172013
2015-10-29,171145
2015-10-30,171145
2015-10-31,171145
2015-11-01,171145
2015-11-02,171256
2015-11-03,171256
2015-11-04,171256
2015-11-05,171256
2015-11-06,171256
2015-11-07,170692
2015-11-08,170692
2015-11-09,170692
2015-11-10,170692
2015-11-11,170063
2015-11-12,170063
2015-11-13,170063
2015-11-14,170063
2015-11-15,171949
2015-11-16,171949
2015-11-17,171949
2015-11-18,171949
2015-11-19,171949
2015-11-20,170993
2015-11-21,170993
2015-11-22,170993
2015-11-23,170993
2015-11-24,170993
2015-11-25,170848
2015-11-26,170848
2015-11-27,170848
2015-11-28,170848
2015-11-29,172346
2015-11-30,172346
2015-12-01,172346
2015-12-02,172346
2015-12-03,174322
2015-12-04,174322
2015-12-05,174322
2015-12-06,174322
2015-12-07,177097
2015-12-08,177097
2015-12-09,177097
2015-12-10,177097
2015-12-11,177388
2015-12-12,177388
2015-12-13,177388
2015-12-14,177388
2015-12-15,178721
2015-12-16,178721
2015-12-17,178721
2015-12-18,178721
2015-12-19,180342
2015-12-20,180342
2015-12-21,180342
2015-12-22,178804
2015-12-23,178804
2015-12-24,178804
2015-12-25,177575
2015-12-26,177575
2015-12-27,177575
2015-12-28,178041
2015-12-29,178041
2015-12-30,178041
2015-12-31,175639
2016-01-01,175639
2016-01-02,175639
2016-01-03,175639
2016-01-04,173726
2016-01-05,173726
2016-01-06,173726
2016-01-07,173726
2016-01-08,173636
2016-01-09,173636
2016-01-10,173636
2016-01-11,173636
2016-01-12,172397
2016-01-13,172397
2016-01-14,172397
2016-01-15,170409
2016-01-16,170409
2016-01-17,170409
2016-01-18,169062
2016-01-19,169062
2016-01-20,169062
2016-01-21,169062
2016-01-22,166561
2016-01-23,166561
2016-01-24,166561
2016-01-25,164395
2016-01-26,164395
2016-01-27,164395
2016-01-28,164395
2016-01-29,162827
2016-01-30,162827
2016-01-31,162827
2016-02-01,162692
2016-02-02,162692
2016-02-03,162692
2016-02-04,162692
2016-02-05,164666
2016-02-06,164666
2016-02-07,164666
2016-02-08,164666
2016-02-09,166134
2016-02-10,166134
2016-02-11,166134
2016-02-12,166134
2016-02-13,163468
2016-02-14,163468
2016-02-15,163468
2016-02-16,163468
2016-02-17,162748
2016-02-18,162748
2016-02-19,162748
2016-02-20,162748
2016-02-21,160318
2016-02-22,160318
2016-02-23,160318
2016-02-24,160318
2016-02-25,160222
2016-02-26,160222
2016-02-27,160222
2016-02-28,160222
2016-02-29,161879
2016-03-01,161879
2016-03-02,161879
2016-03-03,160970
2016-03-04,160970
2016-03-05,160970
2016-03-06,162966
2016-03-07,162966
2016-03-08,162966
2016-03-09,164595
2016-03-10,164595
2016-03-11,164595
2016-03-12,163800
2016-03-13,163800
2016-03-14,163800
2016-03-15,162782
2016-03-16,162782
2016-03-17,162782
2016-03-18,163881
2016-03-19,163881
2016-03-20,163881
2016-03-21,164208
2016-03-22,164208
2016-03-23,164208
2016-03-24,164733
2016-03-25,164733
2016-03-26,164733
2016-03-27,169168
2016-03-28,169168
2016-03-29,169168
2016-03-30,170229
2016-03-31,170229
2016-04-01,170229
2016-04-02,170229
2016-04-03,167811
2016-04-04,167811
2016-04-05,167811
2016-04-06,165726
2016-04-07,165726
2016-04-08,165726
2016-04-09,164658
2016-04-10,164658
2016-04-11,164658
2016-04-12,165239
2016-04-13,165239
2016-04-14,165239
2016-04-15,162891
2016-04-16,162891
2016-04-17,162891
2016-04-18,159514
2016-04-19,159514
2016-04-20,159514
2016-04-21,159514
2016-04-22,159086
2016-04-23,159086
2016-04-24,159086
2016-04-25,161886
2016-04-26,161886
2016-04-27,161886
2016-04-28,162161
2016-04-29,162161
2016-04-30,162161
2016-05-01,162161
2016-05-02,163039
2016-05-03,163039
2016-05-04,163039
2016-05-05,163774
2016-05-06,163774
2016-05-07,163774
2016-05-08,163774
2016-05-09,163218
2016-05-10,163218
2016-05-11,163218
2016-05-12,163218
2016-05-13,165663
2016-05-14,165663
2016-05-15,165663
2016-05-16,166327
2016-05-17,166327
2016-05-18,166327
2016-05-19,165376
2016-05-22,164162
2016-05-23,164162
2016-05-24,162142
2016-05-25,162142
2016-05-26,162142
2016-05-27,160768
2016-05-28,160768
2016-05-29,160768
2016-05-30,160768
2016-05-31,159260
2016-06-01,159260
2016-06-02,159260
2016-06-03,158526
2016-06-04,158526
2016-06-05,158526
2016-06-06,159515
2016-06-07,159515
2016-06-08,159515
2016-06-09,159515
2016-06-10,158729
2016-06-11,158729
2016-06-12,158729
2016-06-13,160382
2016-06-14,160382
2016-06-15,160382
2016-06-16,160347
2016-06-17,160347
2016-06-18,160347
2016-06-19,158335
2016-06-20,158335
2016-06-21,158335
2016-06-22,158335
2016-06-23,159357
2016-06-24,159357
2016-06-25,159357
2016-06-26,159357
2016-06-27,159942
2016-06-28,159942
2016-06-29,159942
2016-06-30,159942
2016-07-01,157772
2016-07-02,157772
2016-07-03,157772
2016-07-04,158112
2016-07-05,158112
2016-07-06,158112
2016-07-07,158112
2016-07-08,156177
2016-07-09,156177
2016-07-10,156177
2016-07-11,155481
2016-07-12,155481
2016-07-13,155481
2016-07-14,155481
2016-07-15,153409
2016-07-16,153409
2016-07-17,153409
2016-07-18,153409
2016-07-23,151922
2016-07-24,151922
2016-07-25,151922
2016-07-26,151922
2016-07-27,154168
2016-07-28,154168
2016-07-29,154168
2016-07-30,154168
2016-07-31,156249
2016-08-01,156249
2016-08-02,156249
2016-08-03,156249
2016-08-04,156249
2016-08-05,158734
2016-08-06,158734
2016-08-07,158734
2016-08-08,158734
2016-08-09,163307
2016-08-10,163307
2016-08-11,163307
2016-08-12,163307
2016-08-13,163307
2016-08-14,168839
2016-08-15,168839
2016-08-16,168839
2016-08-17,168839
2016-08-18,168839
2016-08-19,171219
2016-08-20,171219
2016-08-21,171219
2016-08-22,171219
2016-08-23,169036
2016-08-24,169036
2016-08-25,169036
2016-08-26,169036
2016-08-28,165803
2016-08-31,165803
2016-09-01,163803
2016-09-02,163803
2016-09-03,163803
2016-09-04,163803
2016-09-05,163803
2016-09-06,164569
2016-09-07,164569
2016-09-08,164569
2016-09-09,164569
2016-09-10,164569
2016-09-11,161911
2016-09-12,161911
2016-09-13,161911
2016-09-14,161911
2016-09-15,159789
2016-09-16,159789
2016-09-17,159789
2016-09-18,159789
2016-09-19,157076
2016-09-20,157076
2016-09-21,157076
2016-09-22,157076
2016-09-23,154016
2016-09-24,154016
2016-09-25,154016
2016-09-26,154016
2016-09-27,154016
2016-09-28,152262
2016-09-29,152262
2016-09-30,152262
2016-10-01,152262
2016-10-02,151924
2016-10-03,151924
2016-10-04,151924
2016-10-05,151924
2016-10-06,151924
2016-10-07,150627
2016-10-08,150627
2016-10-09,150627
2016-10-10,153490
2016-10-11,153490
2016-10-12,153490
2016-10-13,153490
2016-10-14,152206
2016-10-15,152206
2016-10-16,152206
2016-10-17,152206
2016-10-18,152755
2016-10-19,152755
2016-10-20,152755
2016-10-21,152129
2016-10-22,152129
2016-10-23,152129
2016-10-24,152129
2016-10-25,150356
2016-10-26,150356
2016-10-27,150356
2016-10-28,150356
2016-10-29,149854
2016-10-30,149854
2016-10-31,149854
2016-11-01,149854
2016-11-02,150082
2016-11-03,150082
2016-11-04,150082
2016-11-05,150082
2016-11-06,151088
2016-11-07,151088
2016-11-08,151088
2016-11-09,151088
2016-11-10,152399
2016-11-11,152399
2016-11-12,152399
2016-11-13,152399
2016-11-14,150877
2016-12-08,153901
2016-12-09,153901
2016-12-10,153901
2016-12-11,153901
2016-12-12,155313
2016-12-13,155313
2016-12-14,155313
2016-12-15,155313
2016-12-16,155146
2016-12-17,155146
2016-12-18,155146
2016-12-19,155146
2016-12-20,156387
2016-12-21,156387
2016-12-22,156387
2016-12-23,155111
2016-12-24,155111
2016-12-25,155111
2016-12-26,154107
2016-12-27,154107
2016-12-28,154107
2016-12-29,154107
2016-12-30,150714
2016-12-31,150714
2017-01-01,150714
2017-01-02,150698
2017-01-03,150698
2017-01-04,150698
2017-01-05,150698
2017-01-06,148565
2017-01-07,148565
2017-01-08,148565
2017-01-09,146703
2017-01-10,146703
2017-01-11,146703
2017-01-12,149202
2017-01-13,149202
2017-01-14,149202
2017-01-15,148722
2017-01-16,148722
2017-01-17,148722
2017-01-18,150883
2017-01-19,150883
2017-01-20,150883
2017-01-21,150883
2017-01-22,155007
2017-01-27,157843
2017-01-28,157843
2017-01-29,157843
2017-01-30,160409
2017-01-31,160409
2017-02-01,160409
2017-02-02,160409
2017-02-03,160733
2017-02-04,160733
2017-02-05,160733
2017-02-06,160733
2017-02-07,160733
2017-02-08,161102
2017-02-09,161102
2017-02-10,161102
2017-02-11,161102
2017-02-12,163371
2017-02-13,163371
2017-02-14,163371
2017-02-15,163371
2017-02-16,162285
2017-02-18,162285
2017-02-19,162285
2017-02-20,160070
2017-02-21,160070
2017-02-22,160070
2017-02-23,160070
2017-02-24,160070
2017-02-25,157970
2017-02-26,157970
2017-02-27,157970
2017-02-28,157970
2017-03-01,156732
2017-03-02,156732
2017-03-03,156732
2017-03-04,155037
2017-03-05,155037
2017-03-06,155037
2017-03-07,155037
2017-03-08,154584
2017-03-09,154584
2017-03-10,154584
2017-03-11,154086
2017-03-12,154086
2017-03-13,154086
2017-03-14,154181
2017-03-15,154181
2017-03-16,154181
2017-03-17,153743
2017-03-18,153743
2017-03-19,153743
2017-03-20,153612
2017-03-21,153612
2017-03-22,153612
2017-03-23,154240
2017-03-24,154240
2017-03-25,154240
2017-03-26,154240
2017-03-27,151639
2017-03-28,151639
2017-03-29,151639
2017-03-30,151110
2017-03-31,151110
2017-04-01,151110
2017-04-02,151110
2017-04-03,149783
2017-04-04,149783
2017-04-12,152232
2017-04-13,152232
2017-04-14,152454
2017-04-15,152454
2017-04-16,152454
2017-04-17,156415
2017-04-18,156415
2017-04-19,156415
2017-04-20,156415
2017-04-21,159727
2017-04-22,159727
2017-04-23,159727
2017-04-24,159727
2017-04-25,159242
2017-04-26,159242
2017-04-27,159242
2017-04-28,159242
2017-04-29,161895
2017-04-30,161895
2017-05-01,161895
2017-05-02,161895
2017-05-03,163717
2017-05-04,163717
2017-05-05,163717
2017-05-06,163717
2017-05-07,160524
2017-05-08,160524
2017-05-09,160524
2017-05-10,160524
2017-05-11,158764
2017-05-12,158764
2017-05-13,158764
2017-05-14,158764
2017-05-15,158866
2017-05-16,158866
2017-05-17,158866
2017-05-18,157535
2017-05-19,157535
2017-05-20,157535
2017-05-21,157535
2017-05-22,157535
2017-05-23,157573
2017-05-24,157573
2017-05-25,157573
2017-05-26,157573
2017-05-27,157538
2017-05-28,157538
2017-05-29,157538
2017-05-30,157538
2017-05-31,156461
2017-06-01,156461
2017-06-02,156461
2017-06-03,156461
2017-06-06,153210
2017-06-07,150650
2017-06-08,150650
2017-06-09,150650
2017-06-10,150650
2017-06-11,147683
2017-06-12,147683
2017-06-13,147683
2017-06-14,147683
2017-06-15,146038
2017-06-16,146038
2017-06-17,146038
2017-06-18,143112
2017-06-19,143112
2017-06-20,143112
2017-06-21,143112
2017-06-22,142738
2017-06-23,142738
2017-06-24,142738
2017-06-25,142738
2017-06-26,144766
2017-06-27,144766
2017-06-28,144766
2017-06-29,144766
2017-06-30,144962
2017-07-01,144962
2017-07-02,144962
2017-07-03,144962
2017-07-04,145046
2017-07-05,145046
2017-07-06,145046
2017-07-07,145046
2017-07-08,145046
2017-07-13,143874
2017-07-14,144884
2017-07-15,144884
2017-07-16,144884
2017-07-17,144884
2017-07-18,144884
2017-07-19,147449
2017-07-20,147449
2017-07-21,151649
2017-07-22,151649
2017-07-23,151649
2017-07-24,155089
2017-07-25,155089
2017-07-26,155089
2017-07-27,159641
2017-07-28,159641
2017-07-29,159641
2017-07-30,157300
2017-07-31,157300
2017-08-01,157300
2017-08-02,157300
2017-08-03,160535
2017-08-04,160535
2017-08-05,160535
2017-08-06,160535
2017-08-09,159638
2017-08-10,156802
2017-08-11,156802
2017-08-12,156802
2017-08-13,156802
2017-08-14,154855
2017-08-15,154855
2017-08-17,154855
2017-08-18,154855
2017-08-19,153162
2017-08-20,153162
2017-08-21,153162
2017-08-22,150401
2017-08-23,150401
2017-08-24,150401
2017-08-25,150401
2017-08-26,150096
2017-08-27,150096
2017-08-28,150096
2017-08-29,150096
2017-08-30,150634
2017-08-31,150634
2017-09-01,150634
2017-09-02,150634
2017-09-03,150634
2017-09-04,153247
2017-09-05,153247
2017-09-06,153247
2017-09-07,153247
2017-09-08,155764
2017-09-09,155764
2017-09-10,155764
2017-09-11,155610
2017-09-12,155610
2017-09-13,155610
2017-09-14,155610
2017-09-15,154094
2017-09-16,154094
2017-09-17,154094
2017-09-19,154812
2017-09-20,154812
2017-09-21,154812
2017-09-22,154972
2017-09-23,154972
2017-09-24,154972
2017-09-25,154972
2017-09-26,155147
2017-09-27,155147
2017-09-28,155147
2017-09-29,155147
2017-09-30,155691
2017-10-01,155691
2017-10-02,155691
2017-10-03,155691
2017-10-04,155681
2017-10-05,155681
2017-10-06,155681
2017-10-07,155681
2017-10-08,156223
2017-10-09,156223
2017-10-10,156223
2017-10-11,156223
2017-10-12,156313
2017-10-13,156313
2017-10-14,156313
2017-10-15,156313
2017-10-16,155552
2017-10-17,155552
2017-10-18,155552
2017-10-19,155552
2017-10-20,155552
2017-10-21,154688
2017-10-22,154688
2017-10-23,154688
2017-10-24,154688
2017-10-25,151433
2017-10-26,151433
2017-10-27,151433
2017-10-28,151433
2017-10-29,151433
2017-10-30,148921
2017-10-31,148921
2017-11-01,148921
2017-11-02,148921
2017-11-03,148921
2017-11-04,153345
2017-11-05,153345
2017-11-06,153345
2017-11-07,153345
2017-11-08,153345
2017-11-09,151306
2017-11-10,151306
2017-11-11,151306
2017-11-12,151306
2017-11-13,153391
2017-11-14,153391
2017-11-15,153391
2017-11-16,153391
2017-11-17,153391
2017-11-18,157736
2017-11-19,157736
2017-11-20,157736
2017-11-21,157736
2017-11-22,156541
2017-11-23,156541
2017-11-24,156541
2017-11-25,156541
2017-11-26,156541
2017-11-27,157457
2017-11-28,157457
2017-11-29,157457
2017-11-30,157457
2017-12-01,158404
2017-12-02,158404
2017-12-03,158404
2017-12-04,158404
2017-12-05,158404
2017-12-06,163052
2017-12-07,163052
2017-12-08,163052
2017-12-09,163052
2017-12-10,164376
2017-12-11,164376
2017-12-12,164376
2017-12-13,164376
2017-12-14,168098
2017-12-15,168098
2017-12-16,168098
2017-12-17,168098
2017-12-18,168493
2017-12-19,168493
2017-12-20,168493
2017-12-21,168493
2017-12-22,167726
2017-12-23,167726
2017-12-24,167726
2017-12-25,170373
2017-12-26,170373
2017-12-27,170373
2017-12-28,170373
2017-12-29,169504
2017-12-30,169504
2017-12-31,169504
2018-01-01,169504
2018-01-02,165942
2018-01-03,165942
2018-01-04,165942
2018-01-05,162234
2018-01-06,162234
2018-01-07,162234
2018-01-08,162234
2018-01-09,162059
2018-01-10,162059
2018-01-11,162059
2018-01-12,159398
2018-01-13,159398
2018-01-14,159398
2018-01-15,156975
2018-01-16,156975
2018-01-17,156975
2018-01-18,155284
2018-01-19,155284
2018-01-20,155284
2018-01-21,155284
2018-01-22,155649
2018-01-23,155649
2018-01-24,154605
2018-01-25,154605
2018-01-26,154605
2018-01-27,153224
2018-01-28,152455
2018-01-29,152455
2018-01-30,155279
2018-02-01,155279
2018-02-02,156459
2018-02-03,159360
2018-02-04,159360
2018-02-05,161833
2018-02-06,161833
2018-02-07,161521
2018-02-08,161521
2018-02-09,159463
2018-02-10,159463
2018-02-11,157505
2018-02-12,157505
2018-02-13,155430
2018-02-14,155430
2018-02-15,154289
2018-02-16,154289
2018-02-17,153624
2018-02-18,153624
2018-02-19,152360
2018-02-20,152360
2018-02-21,153850
2018-02-22,153850
2018-02-23,153689
2018-02-24,153689
2018-02-25,152179
2018-02-26,152179
2018-02-27,153594
2018-02-28,153594
2018-03-01,153594
2018-03-02,154009
2018-03-03,154009
2018-03-04,157035
2018-03-05,157035
2018-03-06,158784
2018-03-07,158784
2018-03-08,160059
2018-03-09,160059
2018-03-10,157277
2018-03-11,157277
2018-03-12,155112
2018-03-13,155112
2018-03-14,156981
2018-03-15,156981
2018-03-16,156100
2018-03-17,156100
2018-03-18,155334
2018-03-19,155334
2018-03-20,154230
2018-03-21,154230
2018-03-23,155824
2018-03-24,155824
2018-03-26,155214
2018-03-27,155175
2018-03-28,155175
2018-03-29,154995
2018-03-30,154995
2018-03-31,154995
2018-04-01,154982
2018-04-02,154982
2018-04-03,157364
2018-04-04,157364
2018-04-05,156193
2018-04-06,158991
2018-04-08,161458
2018-04-09,161458
2018-04-10,161108
2018-04-11,161108
2018-04-12,161039
2018-04-13,161039
2018-04-14,162035
2018-04-15,162035
2018-04-16,165423
2018-04-17,165423
2018-04-18,167499
2018-04-19,167499
2018-04-20,162809
2018-04-21,162809
2018-04-22,162439
2018-04-23,162439
2018-04-24,162746
2018-04-25,162746
2018-04-26,162746
2018-04-27,166084
2018-04-28,166084
2018-04-29,164958
2018-04-30,164958
2018-05-01,164687
2018-05-02,164687
2018-05-03,163720
2018-05-04,163720
2018-05-05,164342
2018-05-06,164342
2018-05-07,164348
2018-05-08,164348
2018-05-09,163906
2018-05-10,163906
2018-05-11,164562
2018-05-12,164562
2018-05-13,164739
2018-05-14,164739
2018-05-15,162984
2018-05-16,162984
2018-05-17,161159
2018-05-18,159382
2018-05-19,159382
2018-05-20,156522
2018-05-21,156522
2018-05-22,154007
2018-05-23,154007
2018-05-24,153160
2018-05-25,153160
2018-05-26,153810
2018-05-27,153810
2018-05-28,156114
2018-05-29,156114
2018-05-30,154023
2018-05-31,154023
2018-06-01,152841
2018-06-02,152841
2018-06-03,153043
2018-06-04,153043
2018-06-05,155159
2018-06-06,155159
2018-06-07,155639
2018-06-08,155639
2018-06-09,157637
2018-06-10,157637
2018-06-11,156660
2018-06-12,156660
2018-06-13,156615
2018-06-14,156615
2018-06-15,154557
2018-06-16,154557
2018-06-17,152582
2018-06-18,152582
2018-06-19,152972
2018-06-20,152972
2018-06-21,152972
2018-06-22,152769
2018-06-23,152769
2018-06-24,153064
2018-06-25,153064
2018-06-26,155735
2018-06-27,155735
2018-06-28,154495
2018-06-29,154495
2018-06-30,157992
2018-07-01,157992
2018-07-02,156357
2018-07-03,156357
2018-07-04,155027
2018-07-05,155027
2018-07-06,153087
2018-07-07,153087
2018-07-08,154955
2018-07-09,154955
2018-07-10,153012
2018-07-11,153012
2018-07-12,153012
2018-07-13,154577
2018-07-14,156779
2018-07-15,156779
2018-07-16,156779
2018-07-17,159555
2018-07-18,159555
2018-07-19,159555
2018-07-20,160636
2018-07-21,160636
2018-07-22,164277
2018-07-23,167866
2018-07-24,167866
2018-07-25,169365
2018-07-26,169365
2018-07-27,168479
2018-07-28,168479
2018-07-29,167528
2018-07-30,167528
2018-07-31,165485
2018-08-01,165485
2018-08-02,160625
2018-08-03,160625
2018-08-04,163018
2018-08-05,163018
2018-08-06,161662
2018-08-07,161662
2018-08-08,162422
2018-08-09,162422
2018-08-10,162422
2018-08-11,160824
2018-08-12,158056
2018-08-14,157956
2018-08-16,160308
2018-08-17,161942
2018-08-18,161942
2018-08-19,161805
2018-08-20,161624
2018-08-21,161624
2018-08-22,161087
2018-08-23,161087
2018-08-24,166422
2018-08-25,172207
2018-08-26,172207
2018-08-27,173437
2018-08-28,173437
2018-08-29,170283
2018-08-30,170283
2018-08-31,169812
2018-09-01,170407
2018-09-02,170407
2018-09-03,168212
2018-09-04,169476
2018-09-05,169476
2018-09-06,168779
2018-09-07,167484
2018-09-08,168020
2018-09-09,168020
2018-09-10,166420
2018-09-11,166420
2018-09-12,167586
2018-09-13,167586
2018-09-14,168828
2018-09-15,173472
2018-09-16,173472
2018-09-17,173137
2018-09-18,176305
2018-09-19,176305
2018-09-20,176202
2018-09-21,176202
2018-09-22,177228
2018-09-23,177228
2018-09-24,178200
2018-09-25,178200
2018-09-26,179682
2018-09-27,179682
2018-09-28,178618
2018-09-29,178618
2018-09-30,177897
2018-10-02,176736
2018-10-03,176340
2018-10-04,176340
2018-10-05,176533
2018-10-06,175773
2018-10-07,175773
2018-10-08,175850
2018-10-09,175466
2018-10-10,173292
2018-10-11,171145
2018-10-12,171145
2018-10-13,171224
2018-10-14,171224
2018-10-15,170503
2018-10-16,170503
2018-10-17,169083
2018-10-18,169083
2018-10-19,166997
2018-10-20,166997
2018-10-21,167973
2018-10-22,166809
2018-10-23,166809
2018-10-24,167203
2018-10-25,167203
2018-10-26,170358
2018-10-27,172856
2018-10-28,172937
2018-10-29,172937
2018-10-30,171422
2018-10-31,174560
2018-11-01,179905
2018-11-03,184110
2018-11-04,188166
2018-11-05,195695
2018-11-06,204633
2018-11-07,214593
2018-11-08,224524
2018-11-09,232093
2018-11-10,239487
2018-11-11,248454
2018-11-12,260585
2018-11-13,273449
2018-11-14,284436
2018-11-15,298546
2018-11-16,312604
2018-11-17,327142
2018-11-18,342639
2018-11-19,358354
2018-11-20,367922
2018-11-21,375273
2018-11-22,384875
2018-11-23,391543
2018-11-24,391574
2018-11-25,395363
2018-11-26,402356
2018-11-27,400869
2018-11-28,395553
2018-11-29,385622
2018-12-01,364437
2018-12-02,353809
2018-12-03,345801
2018-12-04,340796
2018-12-05,329668
2018-12-07,320711
2018-12-09,300635
2018-12-10,290298
2018-12-11,283273
2018-12-12,272762
2018-12-13,266204
2018-12-14,262315
2018-12-15,261980
2018-12-16,258724
2018-12-17,255509
2018-12-18,250829
2018-12-19,248222
2018-12-20,248521
2018-12-21,246718
2018-12-22,243391
2018-12-23,241585
2018-12-24,242436
2018-12-25,245133
2018-12-26,245133
2018-12-27,246653
2018-12-28,246653
2018-12-29,242556
2018-12-30,238897
2018-12-31,236032
2019-01-01,236032
2019-01-02,231004
2019-01-03,229285
2019-01-04,228741
2019-01-05,226978
2019-01-06,230775
2019-01-08,226934
2019-01-10,219314
2019-01-11,214337
2019-01-12,210153
2019-01-13,205140
2019-01-14,201282
2019-01-15,197200
2019-01-16,196165
2019-01-17,195700
2019-01-18,196963
2019-01-19,198964
2019-01-20,200032
2019-01-21,200032
2019-01-22,200473
2019-01-23,197676
2019-01-24,197942
2019-01-25,195054
2019-01-26,193164
2019-01-27,190070
2019-01-28,188522
2019-01-29,185539
2019-01-30,183510
2019-01-31,183368
2019-02-01,181068
2019-02-02,181931
2019-02-03,179062
2019-02-04,179062
2019-02-05,177434
2019-02-06,177434
2019-02-07,175928
2019-02-08,177714
2019-02-09,176148
2019-02-10,175334
2019-02-11,173559
2019-02-12,171403
2019-02-13,169985
2019-02-14,169985
2019-02-15,167974
2019-02-16,167337
2019-02-17,166252
2019-02-18,165783
2019-02-19,165869
2019-02-20,164503
2019-02-21,162025
2019-02-22,161134
2019-02-23,162178
2019-02-24,160705
2019-02-25,163608
2019-02-26,163062
2019-02-27,163062
2019-02-28,163062
2019-03-01,162668
2019-03-02,165595
2019-03-03,164663
2019-03-04,164435
2019-03-05,163187
2019-03-06,161674
2019-03-07,158792
2019-03-08,158792
2019-03-09,156512
2019-03-10,154590
2019-03-11,153887
2019-03-12,158675
2019-03-13,158675
2019-03-14,156956
2019-03-15,156956
2019-03-16,162345
2019-03-17,161934
2019-03-18,161934
2019-03-19,160767
2019-03-20,160199
2019-03-21,159896
2019-03-22,159896
2019-03-23,159212
2019-03-24,158490
2019-03-25,158490
2019-03-26,159068
2019-03-27,159068
2019-03-28,159474
2019-03-29,163633
2019-03-30,163633
2019-03-31,160167
2019-04-01,160468
2019-04-02,160468
