date_obj,Tribal%20top%20(brown) price
2015-03-26,23870
2015-03-27,23870
2015-03-28,23870
2015-03-29,22727
2015-03-30,22727
2015-03-31,22727
2015-04-01,22727
2015-04-02,22727
2015-04-03,22727
2015-04-04,22727
2015-04-05,22727
2015-04-06,22727
2015-04-07,22727
2015-04-08,22727
2015-04-09,22727
2015-04-10,22727
2015-04-11,22727
2015-04-12,22727
2015-04-13,21609
2015-04-14,21609
2015-04-15,21609
2015-04-16,21609
2015-04-17,21609
2015-04-18,21609
2015-04-19,21609
2015-04-20,21609
2015-04-21,21609
2015-04-22,21609
2015-04-23,21609
2015-04-24,21609
2015-04-25,21609
2015-04-26,21609
2015-04-27,21609
2015-04-28,21609
2015-04-29,21609
2015-04-30,20574
2015-05-01,20574
2015-05-02,20574
2015-05-03,20574
2015-05-04,20574
2015-05-05,20574
2015-05-06,20574
2015-05-07,20574
2015-05-08,20574
2015-05-09,20574
2015-05-10,20574
2015-05-11,20574
2015-05-12,20574
2015-05-13,20574
2015-05-14,20574
2015-05-15,19563
2015-05-16,19563
2015-05-17,19563
2015-05-18,19563
2015-05-19,19563
2015-05-20,19563
2015-05-21,19563
2015-05-22,19563
2015-05-23,19563
2015-05-24,19563
2015-05-25,19563
2015-05-26,19563
2015-05-27,19563
2015-05-28,18584
2015-05-29,18584
2015-05-30,18584
2015-05-31,18584
2015-06-01,18584
2015-06-02,18584
2015-06-03,18584
2015-06-04,18584
2015-06-05,18584
2015-06-06,18146
2015-06-07,18146
2015-06-08,18146
2015-06-09,18146
2015-06-10,18146
2015-06-11,18146
2015-06-12,18146
2015-06-13,18146
2015-06-14,18146
2015-06-15,17814
2015-06-16,17814
2015-06-17,17814
2015-06-18,17814
2015-06-19,17814
2015-06-20,17814
2015-06-21,17814
2015-06-22,17814
2015-06-23,17814
2015-06-24,17814
2015-06-25,16929
2015-06-26,16929
2015-06-27,16929
2015-06-28,16929
2015-06-29,16929
2015-06-30,16929
2015-07-01,16929
2015-07-02,16929
2015-07-03,16929
2015-07-04,16929
2015-07-05,16372
2015-07-06,16372
2015-07-07,16372
2015-07-08,16372
2015-07-09,16372
2015-07-10,16372
2015-07-11,16372
2015-07-12,16372
2015-07-13,16372
2015-07-14,16372
2015-07-15,15565
2015-07-16,15565
2015-07-17,15565
2015-07-18,15565
2015-07-19,15565
2015-07-20,15565
2015-07-21,15565
2015-07-22,15565
2015-07-23,15565
2015-07-24,14801
2015-07-25,14801
2015-07-26,14801
2015-07-27,14801
2015-07-28,14801
2015-07-29,14801
2015-07-30,14801
2015-07-31,14801
2015-08-01,14157
2015-08-02,14157
2015-08-03,14157
2015-08-04,14157
2015-08-05,14157
2015-08-06,14157
2015-08-07,14157
2015-08-08,13475
2015-08-09,13475
2015-08-10,13475
2015-08-11,13475
2015-08-12,13475
2015-08-13,13475
2015-08-14,13476
2015-08-15,13476
2015-08-16,13476
2015-08-17,13476
2015-08-18,13476
2015-08-19,13476
2015-08-20,13476
2015-08-21,13476
2015-08-22,13476
2015-08-23,13169
2015-08-24,13169
2015-08-25,13169
2015-08-26,13169
2015-08-27,13169
2015-08-28,13169
2015-08-29,13169
2015-08-30,13169
2015-08-31,12528
2015-09-01,12528
2015-09-02,12528
2015-09-03,12528
2015-09-04,12528
2015-09-05,12528
2015-09-06,12528
2015-09-07,12528
2015-09-08,12528
2015-09-09,11907
2015-09-10,11907
2015-09-11,11907
2015-09-12,11907
2015-09-13,11907
2015-09-14,11907
2015-09-15,11907
2015-09-16,11907
2015-09-17,11435
2015-09-18,11435
2015-09-19,11435
2015-09-20,11435
2015-09-21,11435
2015-09-22,11435
2015-09-23,11435
2015-09-24,11435
2015-09-25,11435
2015-09-27,11435
2015-09-28,11079
2015-09-29,11079
2015-09-30,11079
2015-10-05,11079
2015-10-06,11079
2015-10-07,11079
2015-10-08,11014
2015-10-09,11014
2015-10-10,11014
2015-10-11,11014
2015-10-12,11014
2015-10-13,11014
2015-10-14,11014
2015-10-15,10554
2015-10-16,10554
2015-10-17,10554
2015-10-18,10554
2015-10-19,10554
2015-10-20,10554
2015-10-22,10554
2015-10-23,10343
2015-10-24,10343
2015-10-25,10343
2015-10-26,10343
2015-10-27,10343
2015-10-29,10343
2015-10-30,10343
2015-10-31,10115
2015-11-01,10115
2015-11-02,10115
2015-11-03,10115
2015-11-04,10115
2015-11-05,10115
2015-11-06,10115
2015-11-07,10115
2015-11-08,10115
2015-11-09,10115
2015-11-10,10115
2015-11-11,9867
2015-11-12,9867
2015-11-13,9867
2015-11-14,9867
2015-11-15,9867
2015-11-16,9867
2015-11-17,9867
2015-11-18,9867
2015-11-19,9867
2015-11-20,9867
2015-11-21,9867
2015-11-22,9381
2015-11-23,9381
2015-11-24,9381
2015-11-25,9381
2015-11-26,9381
2015-11-27,9381
2015-11-28,9381
2015-11-29,9381
2015-11-30,9381
2015-12-01,9381
2015-12-02,8989
2015-12-03,8989
2015-12-04,8989
2015-12-05,8989
2015-12-06,8989
2015-12-07,8989
2015-12-08,8989
2015-12-09,8989
2015-12-10,8699
2015-12-11,8699
2015-12-13,8699
2015-12-14,8699
2015-12-15,8699
2015-12-16,8699
2015-12-17,8699
2015-12-18,8699
2015-12-19,8586
2015-12-20,8586
2015-12-21,8586
2015-12-22,8586
2015-12-23,8586
2015-12-24,8586
2015-12-25,8586
2015-12-26,8586
2015-12-27,8188
2015-12-28,8188
2015-12-29,8188
2015-12-30,8188
2015-12-31,8188
2016-01-01,8188
2016-01-02,8188
2016-01-03,7993
2016-01-04,7993
2016-01-05,7993
2016-01-07,7993
2016-01-08,7993
2016-01-09,7993
2016-01-10,7993
2016-01-11,7993
2016-01-12,7614
2016-01-13,7614
2016-01-14,7614
2016-01-15,7614
2016-01-16,7614
2016-01-17,7614
2016-01-18,7614
2016-01-19,7614
2016-01-20,7670
2016-01-21,7670
2016-01-22,7670
2016-01-23,7670
2016-01-24,7670
2016-01-25,7670
2016-01-26,7670
2016-01-27,7610
2016-01-28,7610
2016-01-29,7610
2016-01-30,7610
2016-01-31,7610
2016-02-01,7610
2016-02-02,7610
2016-02-03,7321
2016-02-04,7321
2016-02-05,7321
2016-02-06,7321
2016-02-07,7321
2016-02-08,7321
2016-02-09,7321
2016-02-10,7321
2016-02-11,7211
2016-02-12,7211
2016-02-13,7211
2016-02-14,7211
2016-02-15,7211
2016-02-16,7211
2016-02-17,7211
2016-02-18,7211
2016-02-19,7211
2016-02-20,7280
2016-02-21,7280
2016-02-22,7280
2016-02-23,7280
2016-02-24,7280
2016-02-25,7280
2016-02-26,7280
2016-02-27,7344
2016-02-28,7344
2016-02-29,7344
2016-03-01,7344
2016-03-02,7344
2016-03-03,7344
2016-03-04,7344
2016-03-05,7344
2016-03-06,7290
2016-03-07,7290
2016-03-08,7290
2016-03-09,7290
2016-03-10,7290
2016-03-11,7290
2016-03-12,7290
2016-03-13,7290
2016-03-14,7290
2016-03-15,7197
2016-03-16,7197
2016-03-17,7197
2016-03-18,7197
2016-03-19,7197
2016-03-20,7197
2016-03-21,7197
2016-03-22,7090
2016-03-23,7090
2016-03-24,7090
2016-03-25,7090
2016-03-26,7090
2016-03-27,7090
2016-03-28,7090
2016-03-29,7090
2016-03-30,7090
2016-03-31,6890
2016-04-01,6890
2016-04-02,6890
2016-04-03,6890
2016-04-04,6890
2016-04-05,6890
2016-04-06,6890
2016-04-07,6890
2016-04-08,6961
2016-04-09,6961
2016-04-10,6961
2016-04-11,6961
2016-04-12,6961
2016-04-13,6961
2016-04-14,6961
2016-04-15,6961
2016-04-16,6913
2016-04-17,6913
2016-04-18,6913
2016-04-19,6913
2016-04-20,6913
2016-04-21,6913
2016-04-22,6913
2016-04-23,6913
2016-04-24,6913
2016-04-25,6975
2016-04-26,6975
2016-04-27,6975
2016-04-28,6975
2016-04-29,6975
2016-04-30,6975
2016-05-01,6975
2016-05-02,6975
2016-05-03,6975
2016-05-04,6975
2016-05-05,7133
2016-05-06,7133
2016-05-07,7133
2016-05-08,7133
2016-05-09,7133
2016-05-10,7133
2016-05-11,7133
2016-05-12,7133
2016-05-13,7133
2016-05-14,7133
2016-05-15,7249
2016-05-16,7249
2016-05-17,7249
2016-05-18,7249
2016-05-19,7249
2016-05-22,7249
2016-05-23,7249
2016-05-24,7249
2016-05-25,7277
2016-05-26,7277
2016-05-27,7277
2016-05-28,7277
2016-05-29,7277
2016-05-30,7277
2016-05-31,7277
2016-06-01,7277
2016-06-02,7277
2016-06-03,7403
2016-06-04,7403
2016-06-05,7403
2016-06-06,7403
2016-06-07,7403
2016-06-08,7403
2016-06-09,7403
2016-06-10,7403
2016-06-11,7403
2016-06-12,7539
2016-06-13,7539
2016-06-14,7539
2016-06-15,7539
2016-06-16,7539
2016-06-17,7539
2016-06-18,7539
2016-06-19,7539
2016-06-20,7221
2016-06-21,7221
2016-06-22,7221
2016-06-23,7221
2016-06-24,7221
2016-06-25,7221
2016-06-26,7221
2016-06-27,7221
2016-06-28,7221
2016-06-29,7221
2016-06-30,7188
2016-07-01,7188
2016-07-02,7188
2016-07-03,7188
2016-07-04,7188
2016-07-05,7188
2016-07-06,7188
2016-07-07,7188
2016-07-08,7317
2016-07-09,7317
2016-07-10,7317
2016-07-11,7317
2016-07-12,7317
2016-07-13,7317
2016-07-14,7317
2016-07-15,7317
2016-07-16,7317
2016-07-17,7317
2016-07-18,7470
2016-07-24,7470
2016-07-25,7470
2016-07-26,7470
2016-07-27,7470
2016-07-28,7522
2016-07-29,7522
2016-07-30,7522
2016-07-31,7522
2016-08-01,7522
2016-08-02,7522
2016-08-03,7522
2016-08-04,7522
2016-08-05,7522
2016-08-06,7522
2016-08-07,7522
2016-08-08,7544
2016-08-09,7544
2016-08-10,7544
2016-08-11,7544
2016-08-12,7544
2016-08-13,7544
2016-08-14,7544
2016-08-15,7544
2016-08-16,7544
2016-08-17,7544
2016-08-18,7544
2016-08-19,7650
2016-08-20,7650
2016-08-21,7650
2016-08-22,7650
2016-08-23,7650
2016-08-24,7650
2016-08-25,7650
2016-08-26,7650
2016-08-28,7650
2016-08-31,7721
2016-09-01,7721
2016-09-02,7721
2016-09-03,7721
2016-09-04,7721
2016-09-05,7721
2016-09-06,7721
2016-09-07,7721
2016-09-08,7716
2016-09-09,7716
2016-09-10,7716
2016-09-11,7716
2016-09-12,7716
2016-09-13,7716
2016-09-14,7716
2016-09-15,7716
2016-09-16,7716
2016-09-17,7716
2016-09-18,7716
2016-09-19,7847
2016-09-20,7847
2016-09-21,7847
2016-09-22,7847
2016-09-23,7847
2016-09-24,7847
2016-09-25,7847
2016-09-26,7847
2016-09-27,7847
2016-09-28,7847
2016-09-29,7847
2016-09-30,7767
2016-10-01,7767
2016-10-02,7767
2016-10-03,7767
2016-10-04,7767
2016-10-05,7767
2016-10-06,7767
2016-10-07,7767
2016-10-08,7767
2016-10-09,7767
2016-10-10,7767
2016-10-11,7778
2016-10-12,7778
2016-10-13,7778
2016-10-14,7778
2016-10-15,7778
2016-10-16,7778
2016-10-17,7778
2016-10-18,7778
2016-10-19,7778
2016-10-20,7778
2016-10-21,7587
2016-10-22,7587
2016-10-23,7587
2016-10-24,7587
2016-10-25,7587
2016-10-26,7587
2016-10-27,7587
2016-10-28,7587
2016-10-29,7587
2016-10-30,7587
2016-10-31,7253
2016-11-01,7253
2016-11-02,7253
2016-11-03,7253
2016-11-04,7253
2016-11-05,7253
2016-11-06,7253
2016-11-07,7253
2016-11-08,7253
2016-11-09,6898
2016-11-10,6898
2016-11-11,6898
2016-11-12,6898
2016-11-13,6898
2016-11-14,6898
2016-12-08,6632
2016-12-09,6632
2016-12-10,6632
2016-12-11,6632
2016-12-12,6632
2016-12-13,6632
2016-12-14,6632
2016-12-15,6632
2016-12-16,6632
2016-12-17,6423
2016-12-18,6423
2016-12-19,6423
2016-12-20,6423
2016-12-21,6423
2016-12-22,6423
2016-12-23,6423
2016-12-24,6423
2016-12-25,6423
2016-12-26,6386
2016-12-27,6386
2016-12-28,6386
2016-12-29,6386
2016-12-30,6386
2016-12-31,6386
2017-01-01,6386
2017-01-02,6386
2017-01-03,6386
2017-01-04,6386
2017-01-05,6386
2017-01-06,6562
2017-01-07,6562
2017-01-08,6562
2017-01-09,6562
2017-01-10,6562
2017-01-11,6562
2017-01-12,6562
2017-01-13,6562
2017-01-14,6562
2017-01-15,6591
2017-01-16,6591
2017-01-17,6591
2017-01-18,6591
2017-01-19,6591
2017-01-20,6591
2017-01-21,6591
2017-01-22,6591
2017-01-27,6408
2017-01-28,6408
2017-01-29,6408
2017-01-30,6408
2017-01-31,6447
2017-02-01,6447
2017-02-02,6447
2017-02-03,6447
2017-02-04,6447
2017-02-05,6447
2017-02-06,6447
2017-02-07,6447
2017-02-08,6343
2017-02-09,6343
2017-02-10,6343
2017-02-11,6343
2017-02-12,6343
2017-02-13,6343
2017-02-14,6343
2017-02-15,6343
2017-02-16,6132
2017-02-18,6132
2017-02-19,6132
2017-02-20,6132
2017-02-21,6132
2017-02-22,6132
2017-02-23,6132
2017-02-24,6132
2017-02-25,6132
2017-02-26,6132
2017-02-27,5994
2017-02-28,5994
2017-03-01,5994
2017-03-02,5994
2017-03-03,5994
2017-03-04,5994
2017-03-05,5994
2017-03-06,5994
2017-03-07,5975
2017-03-08,5975
2017-03-09,5975
2017-03-10,5975
2017-03-11,5975
2017-03-12,5975
2017-03-13,5975
2017-03-14,5975
2017-03-15,5975
2017-03-16,5941
2017-03-17,5941
2017-03-18,5941
2017-03-19,5941
2017-03-20,5941
2017-03-21,5941
2017-03-22,5941
2017-03-23,5941
2017-03-24,5721
2017-03-25,5721
2017-03-26,5721
2017-03-27,5721
2017-03-28,5721
2017-03-29,5721
2017-03-30,5721
2017-03-31,5721
2017-04-01,5721
2017-04-02,5721
2017-04-03,5742
2017-04-04,5742
2017-04-12,5905
2017-04-13,5905
2017-04-14,5905
2017-04-15,5905
2017-04-16,5905
2017-04-17,5905
2017-04-18,5905
2017-04-19,5801
2017-04-20,5801
2017-04-21,5801
2017-04-22,5801
2017-04-23,5801
2017-04-24,5801
2017-04-25,5801
2017-04-26,5801
2017-04-27,5801
2017-04-28,5605
2017-04-29,5605
2017-04-30,5605
2017-05-01,5605
2017-05-02,5605
2017-05-03,5605
2017-05-04,5605
2017-05-05,5605
2017-05-06,5328
2017-05-07,5328
2017-05-08,5328
2017-05-09,5328
2017-05-10,5328
2017-05-11,5328
2017-05-12,5328
2017-05-13,5328
2017-05-14,5328
2017-05-15,5251
2017-05-16,5251
2017-05-17,5251
2017-05-18,5251
2017-05-19,5251
2017-05-20,5251
2017-05-21,5251
2017-05-22,5251
2017-05-23,5251
2017-05-24,5251
2017-05-25,5122
2017-05-26,5122
2017-05-27,5122
2017-05-28,5122
2017-05-29,5122
2017-05-30,5122
2017-05-31,5122
2017-06-01,5122
2017-06-02,5122
2017-06-03,5122
2017-06-06,5203
2017-06-07,5203
2017-06-08,5203
2017-06-09,5203
2017-06-10,5203
2017-06-11,5100
2017-06-12,5100
2017-06-13,5100
2017-06-14,5100
2017-06-15,5100
2017-06-16,5100
2017-06-17,5100
2017-06-18,5100
2017-06-19,5100
2017-06-20,5101
2017-06-21,5101
2017-06-22,5101
2017-06-23,5101
2017-06-24,5101
2017-06-25,5101
2017-06-26,5101
2017-06-27,5101
2017-06-28,4846
2017-06-29,4846
2017-06-30,4846
2017-07-01,4846
2017-07-02,4846
2017-07-03,4846
2017-07-04,4846
2017-07-05,4846
2017-07-06,4705
2017-07-07,4705
2017-07-08,4705
2017-07-13,4705
2017-07-14,4705
2017-07-15,4705
2017-07-16,4815
