date_obj,Mithril%20trimmed%20set%20(sk) price
2015-03-26,25000
2015-03-27,25000
2015-03-28,25000
2015-03-29,25816
2015-03-30,25816
2015-03-31,25816
2015-04-01,25816
2015-04-02,25816
2015-04-03,25816
2015-04-04,25816
2015-04-05,25816
2015-04-06,25816
2015-04-07,25816
2015-04-08,25816
2015-04-09,25816
2015-04-10,25816
2015-04-11,25816
2015-04-12,25816
2015-04-13,25816
2015-04-14,25816
2015-04-15,25816
2015-04-16,25816
2015-04-17,25816
2015-04-18,25816
2015-04-19,25816
2015-04-20,25816
2015-04-21,25816
2015-04-22,25816
2015-04-23,25816
2015-04-24,25816
2015-04-25,25816
2015-04-26,25816
2015-04-27,25816
2015-04-28,25816
2015-04-29,25816
2015-04-30,25816
2015-05-01,25816
2015-05-02,25816
2015-05-03,25816
2015-05-04,25816
2015-05-05,25816
2015-05-06,25816
2015-05-07,25816
2015-05-08,25816
2015-05-09,25816
2015-05-10,25816
2015-05-11,26836
2015-05-12,26836
2015-05-13,26836
2015-05-14,26836
2015-05-15,26836
2015-05-16,26836
2015-05-17,26836
2015-05-18,26836
2015-05-19,26836
2015-05-20,26836
2015-05-21,26836
2015-05-22,26836
2015-05-23,26836
2015-05-24,26836
2015-05-25,26836
2015-05-26,26836
2015-05-27,26836
2015-05-28,26836
2015-05-29,26836
2015-05-30,26836
2015-05-31,26836
2015-06-01,26836
2015-06-02,26836
2015-06-03,26836
2015-06-04,26836
2015-06-05,26836
2015-06-06,26836
2015-06-07,26836
2015-06-08,26836
2015-06-09,26836
2015-06-10,27774
2015-06-11,27774
2015-06-12,27774
2015-06-13,27774
2015-06-14,27774
2015-06-15,27774
2015-06-16,27774
2015-06-17,27774
2015-06-18,27774
2015-06-19,27774
2015-06-20,27774
2015-06-21,27774
2015-06-22,27774
2015-06-23,27774
2015-06-24,27774
2015-06-25,27774
2015-06-26,27774
2015-06-27,27774
2015-06-28,27774
2015-06-29,27774
2015-06-30,27774
2015-07-01,27774
2015-07-02,27774
2015-07-03,27774
2015-07-04,27774
2015-07-05,27774
2015-07-06,27774
2015-07-07,27774
2015-07-08,27774
2015-07-09,27774
2015-07-10,27774
2015-07-11,27774
2015-07-12,27774
2015-07-13,27774
2015-07-14,27774
2015-07-15,27774
2015-07-16,27774
2015-07-17,28862
2015-07-18,28862
2015-07-19,28862
2015-07-20,28862
2015-07-21,28862
2015-07-22,28862
2015-07-23,28862
2015-07-24,28862
2015-07-25,28862
2015-07-26,28862
2015-07-27,28862
2015-07-28,28862
2015-07-29,28862
2015-07-30,28862
2015-07-31,28862
2015-08-01,28862
2015-08-02,28862
2015-08-03,28862
2015-08-04,28862
2015-08-05,28862
2015-08-06,28862
2015-08-07,28862
2015-08-08,28862
2015-08-09,28862
2015-08-10,28862
2015-08-11,28862
2015-08-12,28862
2015-08-13,28862
2015-08-14,28862
2015-08-15,28862
2015-08-16,28862
2015-08-17,28862
2015-08-18,28862
2015-08-19,28862
2015-08-20,28862
2015-08-21,29963
2015-08-22,29963
2015-08-23,29963
2015-08-24,29963
2015-08-25,29963
2015-08-26,29963
2015-08-27,29963
2015-08-28,29963
2015-08-29,29963
2015-08-30,29963
2015-08-31,29963
2015-09-01,29963
2015-09-02,29963
2015-09-03,29963
2015-09-04,29963
2015-09-05,29963
2015-09-06,29963
2015-09-07,29963
2015-09-08,29963
2015-09-09,29963
2015-09-10,29963
2015-09-11,29963
2015-09-12,29963
2015-09-13,29963
2015-09-14,29963
2015-09-15,29963
2015-09-16,29963
2015-09-17,29963
2015-09-18,29963
2015-09-19,29963
2015-09-20,29963
2015-09-21,29963
2015-09-22,29963
2015-09-23,29963
2015-09-24,29963
2015-09-25,29963
2015-09-27,29963
2015-09-28,29963
2015-09-29,31127
2015-09-30,31127
2015-10-05,31127
2015-10-06,31127
2015-10-07,31127
2015-10-08,31127
2015-10-09,31127
2015-10-10,31127
2015-10-11,31127
2015-10-12,31127
2015-10-13,31127
2015-10-14,31127
2015-10-15,31127
2015-10-16,31127
2015-10-17,31127
2015-10-18,31127
2015-10-19,31127
2015-10-20,31127
2015-10-22,31127
2015-10-23,31127
2015-10-24,31127
2015-10-25,31127
2015-10-26,31127
2015-10-27,31127
2015-10-29,31127
2015-10-30,31127
2015-10-31,31127
2015-11-01,31127
2015-11-02,31127
2015-11-03,31127
2015-11-04,31127
2015-11-05,31127
2015-11-06,31127
2015-11-07,31127
2015-11-08,31127
2015-11-09,31127
2015-11-10,31127
2015-11-11,32233
2015-11-12,32233
2015-11-13,32233
2015-11-14,32233
2015-11-15,32233
2015-11-16,32233
2015-11-17,32233
2015-11-18,32233
2015-11-19,32233
2015-11-20,32233
2015-11-21,32233
2015-11-22,32233
2015-11-23,32233
2015-11-24,32233
2015-11-25,32233
2015-11-26,32233
2015-11-27,32233
2015-11-28,32233
2015-11-29,32233
2015-11-30,32233
2015-12-01,32233
2015-12-02,32233
2015-12-03,32233
2015-12-04,32233
2015-12-05,32233
2015-12-06,32233
2015-12-07,32233
2015-12-08,32233
2015-12-09,32233
2015-12-10,32233
2015-12-11,32233
2015-12-12,32233
2015-12-13,32233
2015-12-14,32233
2015-12-15,32233
2015-12-16,32233
2015-12-17,32233
2015-12-18,32233
2015-12-19,32233
2015-12-20,32233
2015-12-21,32233
2015-12-22,32233
2015-12-23,32233
2015-12-24,33409
2015-12-25,33409
2015-12-26,33409
2015-12-27,33409
2015-12-28,33409
2015-12-29,33409
2015-12-30,33409
2015-12-31,33409
2016-01-01,33409
2016-01-02,33409
2016-01-03,33409
2016-01-04,33409
2016-01-05,33409
2016-01-06,33409
2016-01-07,33409
2016-01-08,33409
2016-01-09,33409
2016-01-10,33409
2016-01-11,33409
2016-01-12,33409
2016-01-13,33409
2016-01-14,33409
2016-01-15,33409
2016-01-16,33409
2016-01-17,33409
2016-01-18,33409
2016-01-19,33409
2016-01-20,33409
2016-01-21,33409
2016-01-22,33409
2016-01-23,33409
2016-01-24,33409
2016-01-25,33409
2016-01-26,33409
2016-01-27,33409
2016-01-28,33409
2016-01-29,33409
2016-01-30,33409
2016-01-31,33409
2016-02-01,33409
2016-02-02,33409
2016-02-03,34609
2016-02-04,34609
2016-02-05,34609
2016-02-06,34609
2016-02-07,34609
2016-02-08,34609
2016-02-09,34609
2016-02-10,34609
2016-02-11,34609
2016-02-12,34609
2016-02-13,34609
2016-02-14,34609
2016-02-15,34609
2016-02-16,34609
2016-02-17,34609
2016-02-18,34609
2016-02-19,34609
2016-02-20,34609
2016-02-21,34609
2016-02-22,34609
2016-02-23,34609
2016-02-24,34609
2016-02-25,34609
2016-02-26,34609
2016-02-27,34609
2016-02-28,34609
2016-02-29,34609
2016-03-01,34609
2016-03-02,34609
2016-03-03,34609
2016-03-04,34609
2016-03-05,34609
2016-03-06,34609
2016-03-07,34609
2016-03-08,34609
2016-03-09,34609
2016-03-10,34609
2016-03-11,34609
2016-03-12,34609
2016-03-13,34609
2016-03-14,34609
2016-03-15,34609
2016-03-16,34609
2016-03-17,34609
2016-03-18,34609
2016-03-19,35958
2016-03-20,35958
2016-03-21,35958
2016-03-22,35958
2016-03-23,35958
2016-03-24,35958
2016-03-25,35958
2016-03-26,35958
2016-03-27,35958
2016-03-28,35958
2016-03-29,35958
2016-03-30,35958
2016-03-31,35958
2016-04-01,35958
2016-04-02,35958
2016-04-03,35958
2016-04-04,35958
2016-04-05,35958
2016-04-06,35958
2016-04-07,35958
2016-04-08,35958
2016-04-09,35958
2016-04-10,35958
2016-04-11,35958
2016-04-12,35958
2016-04-13,35958
2016-04-14,35958
2016-04-15,35958
2016-04-16,35958
2016-04-17,35958
2016-04-18,35958
2016-04-19,35958
2016-04-20,35958
2016-04-21,35958
2016-04-22,35958
2016-04-23,35958
2016-04-24,35958
2016-04-25,35958
2016-04-26,35958
2016-04-27,35958
2016-04-28,35958
2016-04-29,35958
2016-04-30,35958
2016-05-01,35958
2016-05-02,35958
2016-05-03,35958
2016-05-04,35958
2016-05-05,35958
2016-05-06,35958
2016-05-07,37361
2016-05-08,37361
2016-05-09,37361
2016-05-10,37361
2016-05-11,37361
2016-05-12,37361
2016-05-13,37361
2016-05-14,37361
2016-05-15,37361
2016-05-16,37361
2016-05-17,37361
2016-05-18,37361
2016-05-19,37361
2016-05-22,37361
2016-05-23,37361
2016-05-24,37361
2016-05-25,37361
2016-05-26,37361
2016-05-27,37361
2016-05-28,37361
2016-05-29,37361
2016-05-30,37361
2016-05-31,37361
2016-06-01,37361
2016-06-02,37361
2016-06-03,37361
2016-06-04,37361
2016-06-05,37361
2016-06-06,37361
2016-06-07,37361
2016-06-08,37361
2016-06-09,37361
2016-06-10,37361
2016-06-11,37361
2016-06-12,37361
2016-06-13,37361
2016-06-14,37361
2016-06-15,37361
2016-06-16,37361
2016-06-17,37361
2016-06-18,37361
2016-06-19,37361
2016-06-20,38764
2016-06-21,38764
2016-06-22,38764
2016-06-23,38764
2016-06-24,38764
2016-06-25,38764
2016-06-26,38764
2016-06-27,38764
2016-06-28,38764
2016-06-29,38764
2016-06-30,38764
2016-07-01,38764
2016-07-02,38764
2016-07-03,38764
2016-07-04,38764
2016-07-05,38764
2016-07-06,38764
2016-07-07,38764
2016-07-08,38764
2016-07-09,38764
2016-07-10,38764
2016-07-11,38764
2016-07-12,38764
2016-07-13,38764
2016-07-14,38764
2016-07-15,38764
2016-07-16,38764
2016-07-17,38764
2016-07-18,38764
2016-07-23,38764
2016-07-24,38764
2016-07-25,38764
2016-07-26,38764
2016-07-27,38764
2016-07-28,38764
2016-07-29,38764
2016-07-30,38764
2016-07-31,38764
2016-08-01,38764
2016-08-02,38764
2016-08-03,38764
2016-08-04,38764
2016-08-05,38764
2016-08-06,38764
2016-08-07,38764
2016-08-08,38764
2016-08-09,38764
2016-08-10,39954
2016-08-11,39954
2016-08-12,39954
2016-08-13,39954
2016-08-14,39954
2016-08-15,39954
2016-08-16,39954
2016-08-17,39954
2016-08-18,39954
2016-08-19,39954
2016-08-20,39954
2016-08-21,39954
2016-08-22,39954
2016-08-23,39954
2016-08-24,39954
2016-08-25,39954
2016-08-26,39954
2016-08-28,39954
2016-08-31,39954
2016-09-01,39954
2016-09-02,39954
2016-09-03,39954
2016-09-04,39954
2016-09-05,39954
2016-09-06,39954
2016-09-07,39954
2016-09-08,39954
2016-09-09,39954
2016-09-10,39954
2016-09-11,39954
2016-09-12,39954
2016-09-13,39954
2016-09-14,39954
2016-09-15,39954
2016-09-16,39954
2016-09-17,39954
2016-09-18,39954
2016-09-19,39954
2016-09-20,39954
2016-09-21,39954
2016-09-22,39954
2016-09-23,39954
2016-09-24,39954
2016-09-25,39954
2016-09-26,39954
2016-09-27,39954
2016-09-28,39954
2016-09-29,39954
2016-09-30,39954
2016-10-01,39954
2016-10-02,39954
2016-10-03,39954
2016-10-04,39954
2016-10-05,39954
2016-10-06,39954
2016-10-07,39954
2016-10-08,41342
2016-10-09,41342
2016-10-10,41342
2016-10-11,41342
2016-10-12,41342
2016-10-13,41342
2016-10-14,41342
2016-10-15,41342
2016-10-16,41342
2016-10-17,41342
2016-10-18,41342
2016-10-19,41342
2016-10-20,41342
2016-10-21,41342
2016-10-22,41342
2016-10-23,41342
2016-10-24,41342
2016-10-25,41342
2016-10-26,41342
2016-10-27,41342
2016-10-28,41342
2016-10-29,41342
