date_obj,Armadyl%20rune%20armour%20set%20(lg) price
2015-03-26,231681
2015-03-27,231681
2015-03-28,225378
2015-03-29,225378
2015-03-30,225378
2015-03-31,225378
2015-04-01,225378
2015-04-02,225378
2015-04-03,225378
2015-04-04,225378
2015-04-05,225378
2015-04-06,225378
2015-04-07,225378
2015-04-08,214619
2015-04-09,214619
2015-04-10,214619
2015-04-11,214619
2015-04-12,214619
2015-04-13,214619
2015-04-14,214619
2015-04-15,214619
2015-04-16,214619
2015-04-17,204062
2015-04-18,204062
2015-04-19,204062
2015-04-20,204062
2015-04-21,204062
2015-04-22,204062
2015-04-23,204062
2015-04-24,204062
2015-04-25,204062
2015-04-26,204062
2015-04-27,204062
2015-04-28,196161
2015-04-29,196161
2015-04-30,196161
2015-05-01,196161
2015-05-02,196161
2015-05-03,196161
2015-05-04,196161
2015-05-05,196161
2015-05-06,196161
2015-05-07,196161
2015-05-08,187714
2015-05-09,187714
2015-05-10,187714
2015-05-11,187714
2015-05-12,187714
2015-05-13,187714
2015-05-14,187714
2015-05-15,187714
2015-05-16,187714
2015-05-17,180508
2015-05-18,180508
2015-05-19,180508
2015-05-20,180508
2015-05-21,180508
2015-05-22,180508
2015-05-23,180508
2015-05-24,180508
2015-05-25,180508
2015-05-26,180508
2015-05-27,172842
2015-05-28,172842
2015-05-29,172842
2015-05-30,172842
2015-05-31,172842
2015-06-01,171619
2015-06-02,171619
2015-06-03,171619
2015-06-04,171619
2015-06-05,171619
2015-06-06,171619
2015-06-07,172537
2015-06-08,172537
2015-06-09,172537
2015-06-10,172537
2015-06-11,172537
2015-06-12,172537
2015-06-13,174126
2015-06-14,174126
2015-06-15,174126
2015-06-16,174126
2015-06-17,174126
2015-06-18,174126
2015-06-19,173843
2015-06-20,173843
2015-06-21,173843
2015-06-22,173843
2015-06-23,173843
2015-06-24,173843
2015-06-25,176254
2015-06-26,176254
2015-06-27,176254
2015-06-28,176254
2015-06-29,176254
2015-06-30,176254
2015-07-01,178503
2015-07-02,178503
2015-07-03,178503
2015-07-04,178503
2015-07-05,178503
2015-07-06,178503
2015-07-07,178503
2015-07-08,176407
2015-07-09,176407
2015-07-10,176407
2015-07-11,176407
2015-07-12,176407
2015-07-13,176407
2015-07-14,176407
2015-07-15,175009
2015-07-16,175009
2015-07-17,175009
2015-07-18,175009
2015-07-19,175009
2015-07-20,175009
2015-07-21,175009
2015-07-22,178996
2015-07-23,178996
2015-07-24,178996
2015-07-25,178996
2015-07-26,178996
2015-07-27,178996
2015-07-28,178996
2015-07-29,180478
2015-07-30,180478
2015-07-31,180478
2015-08-01,180478
2015-08-02,180478
2015-08-03,180478
2015-08-04,180478
2015-08-05,180478
2015-08-06,180155
2015-08-07,180155
2015-08-08,180155
2015-08-09,180155
2015-08-10,180155
2015-08-11,180155
2015-08-12,184450
2015-08-13,184450
2015-08-14,184450
2015-08-15,184450
2015-08-16,184450
2015-08-17,184450
2015-08-18,185013
2015-08-19,185013
2015-08-20,185013
2015-08-21,185013
2015-08-22,185013
2015-08-23,185013
2015-08-24,185013
2015-08-25,190750
2015-08-26,190750
2015-08-27,190750
2015-08-28,190750
2015-08-29,190750
2015-08-30,190750
2015-08-31,190750
2015-09-01,191566
2015-09-02,191566
2015-09-03,191566
2015-09-04,191566
2015-09-05,191566
2015-09-06,191566
2015-09-07,191566
2015-09-08,195592
2015-09-09,195592
2015-09-10,195592
2015-09-11,195592
2015-09-12,195592
2015-09-13,195592
2015-09-14,195592
2015-09-15,192626
2015-09-16,192626
2015-09-17,192626
2015-09-18,192626
2015-09-19,192626
2015-09-20,192626
2015-09-21,192626
2015-09-22,192626
2015-09-23,187195
2015-09-24,187195
2015-09-25,187195
2015-09-27,187195
2015-09-28,187195
2015-09-29,187195
2015-09-30,181267
2015-10-05,181267
2015-10-06,182858
2015-10-07,182858
2015-10-08,182858
2015-10-09,182858
2015-10-10,182858
2015-10-11,182858
2015-10-12,182858
2015-10-13,182858
2015-10-14,186064
2015-10-15,186064
2015-10-16,186064
2015-10-17,186064
2015-10-18,186064
2015-10-19,186064
2015-10-20,186064
2015-10-22,183619
2015-10-23,183619
2015-10-24,183619
2015-10-25,183619
2015-10-26,183619
2015-10-27,183619
2015-10-28,183619
2015-10-29,182865
2015-10-30,182865
2015-10-31,182865
2015-11-01,182865
2015-11-02,182865
2015-11-03,182865
2015-11-04,182865
2015-11-05,182865
2015-11-06,182865
2015-11-07,183075
2015-11-08,183075
2015-11-09,183075
2015-11-10,183075
2015-11-11,183075
2015-11-12,183075
2015-11-13,183075
2015-11-14,183075
2015-11-15,186120
2015-11-16,186120
2015-11-17,186120
2015-11-18,186120
2015-11-19,186120
2015-11-20,186120
2015-11-21,186120
2015-11-22,186120
2015-11-23,186120
2015-11-24,180571
2015-11-25,180571
2015-11-26,180571
2015-11-27,180571
2015-11-28,180571
2015-11-29,180571
2015-11-30,180067
2015-12-01,180067
2015-12-02,180067
2015-12-03,180067
2015-12-04,180067
2015-12-05,180067
2015-12-06,180067
2015-12-07,180067
2015-12-08,177847
2015-12-09,177847
2015-12-10,177847
2015-12-11,177847
2015-12-12,177847
2015-12-13,177847
2015-12-14,177847
2015-12-15,176519
2015-12-16,176519
2015-12-17,176519
2015-12-18,176519
2015-12-19,176519
2015-12-20,176519
2015-12-21,173057
2015-12-22,173057
2015-12-23,173057
2015-12-24,173057
2015-12-25,173057
2015-12-26,173057
2015-12-27,172734
2015-12-28,172734
2015-12-29,172734
2015-12-30,172734
2015-12-31,172734
2016-01-01,172734
2016-01-02,172734
2016-01-03,168518
2016-01-04,168518
2016-01-05,168518
2016-01-06,168518
2016-01-07,168518
2016-01-08,168518
2016-01-09,168518
2016-01-10,167075
2016-01-11,167075
2016-01-12,167075
2016-01-13,167075
2016-01-14,167075
2016-01-15,167075
2016-01-16,167075
2016-01-17,167938
2016-01-18,167938
2016-01-19,167938
2016-01-20,167938
2016-01-21,167938
2016-01-22,167938
2016-01-23,167938
2016-01-24,170042
2016-01-25,170042
2016-01-26,170042
2016-01-27,170042
2016-01-28,170042
2016-01-29,170042
2016-01-30,168428
2016-01-31,168428
2016-02-01,168428
2016-02-02,168428
2016-02-03,168428
2016-02-04,168428
2016-02-05,168428
2016-02-06,167198
2016-02-07,167198
2016-02-08,167198
2016-02-09,167198
2016-02-10,167198
2016-02-11,167198
2016-02-12,167198
2016-02-13,164592
2016-02-14,164592
2016-02-15,164592
2016-02-16,164592
2016-02-17,164592
2016-02-18,164592
2016-02-19,164592
2016-02-20,158653
2016-02-21,158653
2016-02-22,158653
2016-02-23,158653
2016-02-24,158653
2016-02-25,150737
2016-02-26,150737
2016-02-27,150737
2016-02-28,150737
2016-02-29,150737
2016-03-01,147241
2016-03-02,147241
2016-03-03,147241
2016-03-04,147241
2016-03-05,147241
2016-03-06,149290
2016-03-07,149290
2016-03-08,149290
2016-03-09,149290
2016-03-10,149290
2016-03-11,153263
2016-03-12,153263
2016-03-13,153263
2016-03-14,153263
2016-03-15,153263
2016-03-16,156580
2016-03-17,156580
2016-03-18,156580
2016-03-19,156580
2016-03-20,156580
2016-03-21,157950
2016-03-22,157950
2016-03-23,157950
2016-03-24,157950
2016-03-25,157950
2016-03-26,157360
2016-03-27,157360
2016-03-28,157360
2016-03-29,157360
2016-03-30,157360
2016-03-31,159858
2016-04-01,159858
2016-04-02,159858
2016-04-03,166714
2016-04-04,166714
2016-04-05,166714
2016-04-06,174280
2016-04-07,174280
2016-04-08,174280
2016-04-09,174280
2016-04-10,182151
2016-04-11,182151
2016-04-12,182151
2016-04-13,182151
2016-04-14,185559
2016-04-15,185559
2016-04-16,185559
2016-04-17,193018
2016-04-18,193018
2016-04-19,193018
2016-04-20,193018
2016-04-21,197727
2016-04-22,197727
2016-04-23,197727
2016-04-24,194029
2016-04-25,194029
2016-04-26,194029
2016-04-27,189048
2016-04-28,189048
2016-04-29,189048
2016-04-30,189048
2016-05-01,186396
2016-05-02,186396
2016-05-03,186396
2016-05-04,177747
2016-05-05,177747
2016-05-06,177747
2016-05-07,173392
2016-05-08,173392
2016-05-09,173392
2016-05-10,173505
2016-05-11,173505
2016-05-12,173505
2016-05-13,177424
2016-05-14,177424
2016-05-15,177424
2016-05-16,180161
2016-05-17,180161
2016-05-18,180161
2016-05-19,182117
2016-05-22,179780
2016-05-23,179780
2016-05-24,179780
2016-05-25,177533
2016-05-26,177533
2016-05-27,177533
2016-05-28,173997
2016-05-29,173997
2016-05-30,173997
2016-05-31,168699
2016-06-01,168699
2016-06-02,163191
2016-06-03,163191
2016-06-04,163191
2016-06-05,159891
2016-06-06,159891
2016-06-07,159259
2016-06-08,159259
2016-06-09,159259
2016-06-10,157751
2016-06-11,157751
2016-06-12,157751
2016-06-13,163710
2016-06-14,163710
2016-06-15,163710
2016-06-16,165367
2016-06-17,165367
2016-06-18,165367
2016-06-19,163466
2016-06-20,163466
2016-06-21,163466
2016-06-22,161017
2016-06-23,161017
2016-06-24,161017
2016-06-25,161355
2016-06-26,161355
2016-06-27,161355
2016-06-28,160639
2016-06-29,160639
2016-06-30,160639
2016-07-01,159891
2016-07-02,159891
2016-07-03,159891
2016-07-04,156690
2016-07-05,156690
2016-07-06,156690
2016-07-07,156690
2016-07-08,155584
2016-07-09,155584
2016-07-10,155584
2016-07-11,156303
2016-07-12,156303
2016-07-13,156303
2016-07-14,156303
2016-07-15,152495
2016-07-16,152495
2016-07-17,152495
2016-07-18,150298
2016-07-23,150877
2016-07-24,150877
2016-07-25,153191
2016-07-26,153191
2016-07-27,153191
2016-07-28,153191
2016-07-29,157126
2016-07-30,157126
2016-07-31,157126
2016-08-01,157126
2016-08-02,160545
2016-08-03,160545
2016-08-04,160545
2016-08-05,160545
2016-08-06,163772
2016-08-07,163772
2016-08-08,163772
2016-08-09,163772
2016-08-10,163529
2016-08-11,163529
2016-08-12,163529
2016-08-13,163529
2016-08-14,163529
2016-08-15,160583
2016-08-16,160583
2016-08-17,160583
2016-08-18,160583
2016-08-19,159401
2016-08-20,159401
2016-08-21,159401
2016-08-22,161817
2016-08-23,161817
2016-08-24,161817
2016-08-25,164271
2016-08-26,164271
2016-08-28,162084
2016-08-31,162084
2016-09-01,164060
2016-09-02,164060
2016-09-03,164060
2016-09-04,164060
2016-09-05,164578
2016-09-06,164578
2016-09-07,164578
2016-09-08,164578
2016-09-09,164578
2016-09-10,164688
2016-09-11,164688
2016-09-12,164688
2016-09-13,164688
2016-09-14,163950
2016-09-15,163950
2016-09-16,163950
2016-09-17,163950
2016-09-18,161261
2016-09-19,161261
2016-09-20,161261
2016-09-21,161261
2016-09-22,161053
2016-09-23,161053
2016-09-24,161053
2016-09-25,161053
2016-09-26,158865
2016-09-27,158865
2016-09-28,158865
2016-09-29,158865
2016-09-30,158160
2016-10-01,158160
2016-10-02,158160
2016-10-03,158160
2016-10-04,157404
2016-10-05,157404
2016-10-06,157404
2016-10-07,157404
2016-10-08,159083
2016-10-09,159083
2016-10-10,159083
2016-10-11,159083
2016-10-12,160214
2016-10-13,160214
2016-10-14,160214
2016-10-15,160214
2016-10-16,157677
2016-10-17,157677
2016-10-18,157677
2016-10-19,157677
2016-10-20,159188
2016-10-21,159188
2016-10-22,159188
2016-10-23,159188
2016-10-24,158574
2016-10-25,158574
2016-10-26,158574
2016-10-27,158574
2016-10-28,155351
2016-10-29,155351
2016-10-30,155351
2016-10-31,153959
2016-11-01,153959
2016-11-02,153959
2016-11-03,153959
2016-11-04,154601
2016-11-05,154601
2016-11-06,154601
2016-11-07,154601
2016-11-08,153794
2016-11-09,153794
2016-11-10,153794
2016-11-11,153794
2016-11-12,151355
2016-11-13,151355
2016-11-14,151355
2016-11-15,151355
2016-12-07,147685
2016-12-08,147685
2016-12-09,147685
2016-12-10,149091
2016-12-11,149091
2016-12-12,149091
2016-12-13,149091
2016-12-14,148067
2016-12-15,148067
2016-12-16,148067
2016-12-17,148940
2016-12-18,148940
2016-12-19,148940
2016-12-20,149548
2016-12-21,149548
2016-12-22,149548
2016-12-23,149640
2016-12-24,149640
2016-12-25,149640
2016-12-26,149229
2016-12-27,149229
2016-12-28,149229
2016-12-29,148462
2016-12-30,148462
2016-12-31,148462
2017-01-01,148156
2017-01-02,148156
2017-01-03,152598
2017-01-04,152598
2017-01-05,152598
2017-01-06,150349
2017-01-07,150349
2017-01-08,150349
2017-01-09,149875
2017-01-10,149875
2017-01-11,149875
2017-01-12,148683
2017-01-13,148683
2017-01-14,148683
2017-01-15,150438
2017-01-16,150438
2017-01-17,150438
2017-01-18,152273
2017-01-19,152273
2017-01-20,152273
2017-01-21,152165
2017-01-22,152165
2017-01-23,152165
2017-01-27,155491
2017-01-28,155491
2017-01-29,155491
2017-01-30,154541
2017-01-31,154541
2017-02-01,154541
2017-02-02,153222
2017-02-03,153222
2017-02-04,153222
2017-02-05,155370
2017-02-06,155370
2017-02-07,155370
2017-02-08,156431
2017-02-09,156431
2017-02-10,156431
2017-02-11,156051
2017-02-12,156051
2017-02-13,156051
2017-02-14,154689
2017-02-15,154689
2017-02-16,154689
2017-02-18,151509
2017-02-19,151509
2017-02-20,151509
2017-02-21,150481
2017-02-22,150481
2017-02-23,150481
2017-02-24,150481
2017-02-25,149658
2017-02-26,149658
2017-02-27,149658
2017-02-28,147868
2017-03-01,147868
2017-03-02,147868
2017-03-03,146927
2017-03-04,146927
2017-03-05,146927
2017-03-06,148452
2017-03-07,148452
2017-03-08,148452
2017-03-09,148452
2017-03-10,149630
2017-03-11,149630
2017-03-12,149630
2017-03-13,153125
2017-03-14,153125
2017-03-15,155063
2017-03-16,155063
2017-03-17,155063
2017-03-18,156440
2017-03-19,156440
2017-03-20,154075
2017-03-21,154075
2017-03-22,154075
2017-03-23,152286
2017-03-24,152286
2017-03-25,152286
2017-03-26,151356
2017-03-27,151356
2017-03-28,151356
2017-03-29,149318
2017-03-30,149318
2017-03-31,147225
2017-04-01,147225
2017-04-02,147225
2017-04-03,149400
2017-04-04,149400
2017-04-05,149400
2017-04-12,153228
2017-04-13,155318
2017-04-14,155318
2017-04-15,155318
2017-04-16,158165
2017-04-17,158165
2017-04-18,158165
2017-04-19,162186
2017-04-20,162186
2017-04-21,162186
2017-04-22,162186
2017-04-23,159122
2017-04-24,159122
2017-04-25,159122
2017-04-26,159122
2017-04-27,154814
2017-04-28,154814
2017-04-29,158363
2017-04-30,158363
2017-05-01,158363
2017-05-02,157426
2017-05-03,157426
2017-05-04,157426
2017-05-05,156640
2017-05-06,156640
2017-05-07,156640
2017-05-08,156640
2017-05-09,153760
2017-05-10,153760
2017-05-11,153760
2017-05-12,153760
2017-05-13,151542
2017-05-14,151542
2017-05-15,151542
2017-05-16,154404
2017-05-17,154404
2017-05-18,154404
2017-05-19,154404
2017-05-20,152727
2017-05-21,152727
2017-05-22,152727
2017-05-23,152727
2017-05-24,151078
2017-05-25,151078
2017-05-26,151078
2017-05-27,147939
2017-05-28,147939
2017-05-29,147939
2017-05-30,147939
2017-05-31,149862
2017-06-01,149862
2017-06-02,149862
2017-06-03,149862
2017-06-04,154353
2017-06-05,154353
2017-06-06,154353
2017-06-07,156010
2017-06-08,156010
2017-06-09,156010
2017-06-10,156010
2017-06-11,153806
2017-06-12,153806
2017-06-13,153806
2017-06-14,153806
2017-06-15,154203
2017-06-16,154203
2017-06-17,154203
2017-06-18,154203
2017-06-19,154203
2017-06-20,154125
2017-06-21,154125
2017-06-22,154125
2017-06-23,154125
2017-06-24,151600
2017-06-25,151600
2017-06-26,151600
2017-06-27,149236
2017-06-28,149236
2017-06-29,149236
2017-06-30,149342
2017-07-01,149342
2017-07-02,149342
2017-07-03,149342
2017-07-04,144271
2017-07-05,144271
2017-07-06,144271
2017-07-07,144271
2017-07-08,144271
2017-07-09,142554
2017-07-13,139841
2017-07-14,139841
2017-07-15,139841
2017-07-16,139946
2017-07-17,139946
2017-07-18,139946
2017-07-19,141836
