date_obj,Armadyl%20rune%20armour%20set%20(lg) price
2017-07-20,141836
2017-07-21,147257
2017-07-22,147257
2017-07-23,147257
2017-07-24,152454
2017-07-25,152454
2017-07-26,152454
2017-07-27,157947
2017-07-28,157947
2017-07-29,157947
2017-07-30,161787
2017-07-31,161787
2017-08-01,161787
2017-08-02,162675
2017-08-03,162675
2017-08-04,162675
2017-08-05,160412
2017-08-06,160412
2017-08-07,160412
2017-08-08,160412
2017-08-09,159562
2017-08-10,159562
2017-08-11,159562
2017-08-12,155442
2017-08-13,155442
2017-08-14,155442
2017-08-15,155442
2017-08-16,152043
2017-08-17,152043
2017-08-18,152043
2017-08-19,149598
2017-08-20,149598
2017-08-21,149598
2017-08-22,147854
2017-08-23,147854
2017-08-24,147854
2017-08-25,147854
2017-08-26,149211
2017-08-27,149211
2017-08-28,149211
2017-08-29,149211
2017-08-30,147994
2017-08-31,147994
2017-09-01,147994
2017-09-02,147533
2017-09-03,147533
2017-09-04,147533
2017-09-05,147533
2017-09-06,149221
2017-09-07,149221
2017-09-08,149221
2017-09-09,153884
2017-09-10,153884
2017-09-11,153884
2017-09-12,153884
2017-09-13,156298
2017-09-14,156298
2017-09-15,156298
2017-09-16,156298
2017-09-17,159987
2017-09-18,159987
2017-09-19,159987
2017-09-20,159987
2017-09-22,160359
2017-09-23,160359
2017-09-24,161936
2017-09-25,161936
2017-09-26,161936
2017-09-27,161936
2017-09-28,159243
2017-09-29,159243
2017-09-30,159243
2017-10-01,155077
2017-10-02,155077
2017-10-03,155077
2017-10-04,155077
2017-10-05,152021
2017-10-06,152021
2017-10-07,152021
2017-10-08,150447
2017-10-09,150447
2017-10-10,150447
2017-10-11,150447
2017-10-12,149393
2017-10-13,149393
2017-10-14,149393
2017-10-15,149393
2017-10-16,149004
2017-10-17,149004
2017-10-18,149004
2017-10-19,149004
2017-10-20,150625
2017-10-21,150625
2017-10-22,150625
2017-10-23,146699
2017-10-24,146699
2017-10-25,146699
2017-10-26,144178
2017-10-27,144178
2017-10-28,144178
2017-10-29,143305
2017-10-30,143305
2017-10-31,143305
2017-11-01,141731
2017-11-02,141731
2017-11-03,141731
2017-11-04,139673
2017-11-05,139673
2017-11-06,139673
2017-11-07,139673
2017-11-08,138765
2017-11-09,138765
2017-11-10,138765
2017-11-11,140691
2017-11-12,140691
2017-11-13,140691
2017-11-14,143880
2017-11-15,143880
2017-11-16,143880
2017-11-17,143880
2017-11-18,145073
2017-11-19,145073
2017-11-20,145073
2017-11-21,148048
2017-11-22,148048
2017-11-23,148048
2017-11-24,148048
2017-11-25,148474
2017-11-26,148474
2017-11-27,148474
2017-11-28,149395
2017-11-29,149395
2017-11-30,149395
2017-12-01,149395
2017-12-02,152668
2017-12-03,152668
2017-12-04,152668
2017-12-05,152824
2017-12-06,152824
2017-12-07,152824
2017-12-08,152824
2017-12-09,153692
2017-12-10,153692
2017-12-11,153692
2017-12-12,157380
2017-12-13,157380
2017-12-14,157380
2017-12-15,162349
2017-12-16,162349
2017-12-17,162349
2017-12-18,168287
2017-12-19,168287
2017-12-20,168287
2017-12-21,169929
2017-12-22,169929
2017-12-23,169929
2017-12-24,168790
2017-12-25,168790
2017-12-26,168790
2017-12-27,167129
2017-12-28,167129
2017-12-29,167129
2017-12-30,161353
2017-12-31,161353
2018-01-01,161353
2018-01-02,157512
2018-01-03,157512
2018-01-04,157512
2018-01-05,155468
2018-01-06,155468
2018-01-07,155468
2018-01-08,154432
2018-01-09,154432
2018-01-10,154432
2018-01-11,151107
2018-01-12,151107
2018-01-13,151107
2018-01-14,149593
2018-01-15,149593
2018-01-16,149593
2018-01-17,150360
2018-01-18,150360
2018-01-19,150360
2018-01-20,150360
2018-01-21,150614
2018-01-22,150614
2018-01-23,150614
2018-01-24,148365
2018-01-25,148365
2018-01-26,147135
2018-01-27,147135
2018-01-29,145131
2018-01-30,144051
2018-01-31,144051
2018-02-01,143511
2018-02-02,143511
2018-02-03,145864
2018-02-04,145864
2018-02-05,147031
2018-02-06,147031
2018-02-07,146148
2018-02-08,146148
2018-02-09,144935
2018-02-10,144935
2018-02-11,142627
2018-02-12,142627
2018-02-13,142744
2018-02-14,142744
2018-02-15,145063
2018-02-16,145063
2018-02-17,147853
2018-02-18,147853
2018-02-19,150941
2018-02-20,150941
2018-02-21,154213
2018-02-22,154213
2018-02-23,159099
2018-02-24,159099
2018-02-25,162161
2018-02-26,162161
2018-02-27,159925
2018-02-28,159925
2018-03-01,157650
2018-03-02,157681
2018-03-03,157389
2018-03-04,157389
2018-03-05,155616
2018-03-06,155616
2018-03-07,154183
2018-03-08,154183
2018-03-09,152674
2018-03-10,152674
2018-03-11,151180
2018-03-12,151180
2018-03-13,151165
2018-03-14,151916
2018-03-15,151916
2018-03-16,152198
2018-03-17,152409
2018-03-18,152409
2018-03-20,151698
2018-03-22,149452
2018-03-23,149452
2018-03-24,147965
2018-03-25,146505
2018-03-26,146505
2018-03-27,144422
2018-03-28,144422
2018-03-29,145896
2018-03-30,145896
2018-03-31,145122
2018-04-01,145122
2018-04-02,144611
2018-04-03,146501
2018-04-04,146501
2018-04-05,149253
2018-04-06,151780
2018-04-07,151780
2018-04-08,153394
2018-04-09,153394
2018-04-10,153068
2018-04-11,153018
2018-04-12,150851
2018-04-13,150851
2018-04-14,149823
2018-04-15,152397
2018-04-16,152397
2018-04-17,154161
2018-04-18,154161
2018-04-19,153367
2018-04-20,153367
2018-04-21,152155
2018-04-22,152155
2018-04-23,152374
2018-04-24,152374
2018-04-25,149634
2018-04-26,149634
2018-04-27,152872
2018-04-28,152872
2018-04-29,155736
2018-04-30,155736
2018-05-01,154148
2018-05-02,154148
2018-05-03,155604
2018-05-04,155604
2018-05-05,158848
2018-05-06,158848
2018-05-07,165804
2018-05-08,165804
2018-05-09,173125
2018-05-10,173125
2018-05-11,176471
2018-05-12,178442
2018-05-13,178442
2018-05-14,176357
2018-05-15,176357
2018-05-16,174880
2018-05-17,174880
2018-05-18,172906
2018-05-19,170681
2018-05-20,170681
2018-05-21,170075
2018-05-22,170075
2018-05-23,166690
2018-05-24,166690
2018-05-25,163184
2018-05-26,164450
2018-05-27,164450
2018-05-28,162064
2018-05-29,162064
2018-05-30,161688
2018-05-31,161688
2018-06-01,162019
2018-06-02,160162
2018-06-03,160162
2018-06-04,158676
2018-06-05,156745
2018-06-06,155919
2018-06-07,155919
2018-06-08,156967
2018-06-09,156967
2018-06-10,160436
2018-06-11,160436
2018-06-12,160247
2018-06-13,159870
2018-06-14,159870
2018-06-15,157712
2018-06-16,157712
2018-06-17,157064
2018-06-18,157064
2018-06-19,154409
2018-06-20,154409
2018-06-21,151785
2018-06-22,151785
2018-06-23,149358
2018-06-24,147279
2018-06-25,147279
2018-06-26,146535
2018-06-27,146535
2018-06-28,145922
2018-06-29,148339
2018-06-30,148339
2018-07-01,149204
2018-07-02,149204
2018-07-03,148843
2018-07-04,148843
2018-07-05,150141
2018-07-06,150438
2018-07-07,150438
2018-07-08,149796
2018-07-09,149796
2018-07-10,149641
2018-07-11,149909
2018-07-12,149909
2018-07-13,149364
2018-07-14,150545
2018-07-15,150545
2018-07-16,152145
2018-07-17,152405
2018-07-18,152405
2018-07-19,152043
2018-07-20,152043
2018-07-21,154575
2018-07-22,159227
2018-07-23,160674
2018-07-24,160674
2018-07-25,159739
2018-07-26,162396
2018-07-27,163534
2018-07-28,163534
2018-07-29,165979
2018-07-30,166611
2018-07-31,169913
2018-08-01,169913
2018-08-02,172172
2018-08-03,172172
2018-08-04,174826
2018-08-05,174826
2018-08-06,173470
2018-08-07,173470
2018-08-08,170752
2018-08-09,170752
2018-08-10,167664
2018-08-11,164477
2018-08-12,161913
2018-08-14,159388
2018-08-16,156677
2018-08-17,154880
2018-08-18,154880
2018-08-19,153838
2018-08-20,157404
2018-08-21,157404
2018-08-22,156467
2018-08-23,156467
2018-08-24,156977
2018-08-25,156642
2018-08-26,156642
2018-08-27,156443
2018-08-28,155665
2018-08-29,155665
2018-08-30,156173
2018-08-31,156655
2018-09-01,156639
2018-09-02,156639
2018-09-03,157017
2018-09-04,158032
2018-09-05,157613
2018-09-06,157613
2018-09-07,159840
2018-09-08,164994
2018-09-09,164994
2018-09-10,166670
2018-09-11,166670
2018-09-12,168227
2018-09-13,168227
2018-09-14,170395
2018-09-15,171790
2018-09-16,171790
2018-09-17,173100
2018-09-18,174449
2018-09-19,174449
2018-09-20,173043
2018-09-21,173043
2018-09-22,170694
2018-09-23,169804
2018-09-24,168016
2018-09-25,168016
2018-09-26,169276
2018-09-27,169276
2018-09-28,166868
2018-09-29,166868
2018-09-30,165570
2018-10-01,164852
2018-10-02,164852
2018-10-03,164005
2018-10-04,164005
2018-10-05,161491
2018-10-06,159097
2018-10-07,159097
2018-10-08,158011
2018-10-09,156356
2018-10-10,156002
2018-10-11,157103
2018-10-12,157103
2018-10-13,157689
2018-10-14,157689
2018-10-15,159289
2018-10-16,159289
2018-10-17,158729
2018-10-18,157239
2018-10-19,157067
2018-10-20,157067
2018-10-21,155197
2018-10-22,154351
2018-10-23,154351
2018-10-24,153863
2018-10-25,152077
2018-10-26,151917
2018-10-27,149199
2018-10-28,148690
2018-10-29,148690
2018-10-30,148959
2018-10-31,148755
2018-11-01,152434
2018-11-03,163504
2018-11-04,169411
2018-11-05,177129
2018-11-06,185453
2018-11-07,193176
2018-11-08,202313
2018-11-09,210667
2018-11-10,214492
2018-11-11,220792
2018-11-12,226936
2018-11-13,236971
2018-11-14,247378
2018-11-15,259747
2018-11-16,272735
2018-11-18,292965
2018-11-19,299020
2018-11-20,306766
2018-11-21,314339
2018-11-22,325509
2018-11-23,325949
2018-11-24,321923
2018-11-25,310251
2018-11-26,306998
2018-11-27,297472
2018-11-28,291011
2018-11-29,280361
2018-12-01,267404
2018-12-02,258049
2018-12-03,252548
2018-12-04,249680
2018-12-05,247735
2018-12-07,234322
2018-12-09,226576
2018-12-10,223800
2018-12-11,221193
2018-12-12,217129
2018-12-13,214678
2018-12-14,214903
2018-12-15,210392
2018-12-16,209689
2018-12-17,210699
2018-12-18,206914
2018-12-19,206280
2018-12-20,203594
2018-12-21,200607
2018-12-22,198547
2018-12-23,195821
2018-12-24,198061
2018-12-25,195485
2018-12-26,189499
2018-12-27,183764
2018-12-28,179499
2018-12-29,176994
2018-12-30,174653
2018-12-31,174309
2019-01-01,171024
2019-01-02,168579
2019-01-03,166102
2019-01-04,164541
2019-01-05,162777
2019-01-06,161855
2019-01-08,163814
2019-01-10,158884
2019-01-11,156928
2019-01-12,154697
2019-01-13,153125
2019-01-14,152609
2019-01-15,152526
2019-01-16,152792
2019-01-17,151264
2019-01-18,152459
2019-01-19,154036
2019-01-20,156316
2019-01-21,159595
2019-01-22,159316
2019-01-23,156874
2019-01-24,157623
2019-01-25,156299
2019-01-26,155371
2019-01-27,153532
2019-01-28,152551
2019-01-29,150417
2019-01-30,150289
2019-01-31,151850
2019-02-01,149011
2019-02-02,147369
2019-02-03,147161
2019-02-04,149159
2019-02-05,148971
2019-02-06,152588
2019-02-07,153234
2019-02-08,155258
2019-02-09,155479
2019-02-10,156158
2019-02-11,156000
2019-02-12,156109
2019-02-13,155417
2019-02-14,155417
2019-02-15,154297
2019-02-16,154264
2019-02-17,154893
2019-02-18,154914
2019-02-19,154049
2019-02-20,153413
2019-02-21,152325
2019-02-22,151894
2019-02-23,152403
2019-02-24,153781
2019-02-25,153295
2019-02-26,158011
2019-02-27,158138
2019-02-28,160113
2019-03-01,158829
2019-03-02,157175
2019-03-03,155973
2019-03-04,155518
2019-03-05,154536
2019-03-06,154239
2019-03-07,155631
2019-03-08,155631
2019-03-09,155749
2019-03-10,153768
2019-03-11,153066
2019-03-12,152761
2019-03-13,152761
2019-03-14,151122
2019-03-15,149222
2019-03-16,147658
2019-03-17,146577
2019-03-18,146577
2019-03-19,145605
2019-03-20,147199
