date_obj,Magic%20roots price
2015-09-03,7889
2015-09-04,7889
2015-09-05,7889
2015-09-06,7889
2015-09-07,7889
2015-09-08,7497
2015-09-09,7497
2015-09-10,7497
2015-09-11,7497
2015-09-12,7497
2015-09-13,7497
2015-09-14,7497
2015-09-15,7497
2015-09-16,7497
2015-09-17,7141
2015-09-18,7141
2015-09-19,7141
2015-09-20,7141
2015-09-21,7141
2015-09-22,7141
2015-09-23,7141
2015-09-24,7141
2015-09-25,7141
2015-09-27,6791
2015-09-28,6791
2015-09-29,6791
2015-09-30,6791
2015-10-05,6791
2015-10-06,6454
2015-10-07,6454
2015-10-08,6454
2015-10-09,6454
2015-10-10,6454
2015-10-11,6454
2015-10-12,6454
2015-10-13,6454
2015-10-14,6454
2015-10-15,6454
2015-10-16,6145
2015-10-17,6145
2015-10-18,6145
2015-10-19,6145
2015-10-20,6145
2015-10-22,6145
2015-10-23,6145
2015-10-24,6145
2015-10-25,6145
2015-10-26,5952
2015-10-27,5952
2015-10-29,5952
2015-10-30,5952
2015-10-31,5952
2015-11-01,5952
2015-11-02,5952
2015-11-03,5952
2015-11-04,5952
2015-11-05,5952
2015-11-06,5952
2015-11-07,5794
2015-11-08,5794
2015-11-09,5794
2015-11-10,5794
2015-11-11,5794
2015-11-12,5794
2015-11-13,5794
2015-11-14,5794
2015-11-15,5794
2015-11-16,5794
2015-11-17,5794
2015-11-18,5512
2015-11-19,5512
2015-11-20,5512
2015-11-21,5512
2015-11-22,5512
2015-11-23,5512
2015-11-24,5512
2015-11-25,5512
2015-11-26,5512
2015-11-27,5512
2015-11-28,5250
2015-11-29,5250
2015-11-30,5250
2015-12-01,5250
2015-12-02,5250
2015-12-03,5250
2015-12-04,5250
2015-12-05,5250
2015-12-06,5250
2015-12-07,5121
2015-12-08,5121
2015-12-09,5121
2015-12-10,5121
2015-12-11,5121
2015-12-12,5121
2015-12-13,5121
2015-12-14,5121
2015-12-15,5121
2015-12-16,5121
2015-12-17,5121
2015-12-18,4922
2015-12-19,4922
2015-12-20,4922
2015-12-21,4922
2015-12-22,4922
2015-12-23,4922
2015-12-24,4922
2015-12-25,4922
2015-12-26,4922
2015-12-27,4922
2015-12-28,4922
2015-12-29,4721
2015-12-30,4721
2015-12-31,4721
2016-01-01,4721
2016-01-02,4721
2016-01-03,4721
2016-01-04,4721
2016-01-05,4721
2016-01-06,4721
2016-01-07,4721
2016-01-08,4721
2016-01-09,4498
2016-01-10,4498
2016-01-11,4498
2016-01-12,4498
2016-01-13,4498
2016-01-14,4498
2016-01-15,4498
2016-01-16,4498
2016-01-17,4498
2016-01-18,4294
2016-01-19,4294
2016-01-20,4294
2016-01-21,4294
2016-01-22,4294
2016-01-23,4294
2016-01-24,4294
2016-01-25,4294
2016-01-26,4294
2016-01-27,4103
2016-01-28,4103
2016-01-29,4103
2016-01-30,4103
2016-01-31,4103
2016-02-01,4103
2016-02-02,4103
2016-02-03,4103
2016-02-04,4103
2016-02-05,4103
2016-02-06,3906
2016-02-07,3906
2016-02-08,3906
2016-02-09,3906
2016-02-10,3906
2016-02-11,3906
2016-02-12,3906
2016-02-13,3906
2016-02-14,3906
2016-02-15,3712
2016-02-16,3712
2016-02-17,3712
2016-02-18,3712
2016-02-19,3712
2016-02-20,3712
2016-02-21,3712
2016-02-22,3712
2016-02-23,3712
2016-02-24,3712
2016-02-25,3552
2016-02-26,3552
2016-02-27,3552
2016-02-28,3552
2016-02-29,3552
2016-03-01,3552
2016-03-02,3552
2016-03-03,3552
2016-03-04,3552
2016-03-05,3552
2016-03-06,3381
2016-03-07,3381
2016-03-08,3381
2016-03-09,3381
2016-03-10,3381
2016-03-11,3381
2016-03-12,3381
2016-03-13,3381
2016-03-14,3381
2016-03-15,3381
2016-03-16,3381
2016-03-17,3222
2016-03-18,3222
2016-03-19,3222
2016-03-20,3222
2016-03-21,3222
2016-03-22,3222
2016-03-23,3222
2016-03-24,3222
2016-03-25,3222
2016-03-26,3222
2016-03-27,3066
2016-03-28,3066
2016-03-29,3066
2016-03-30,3066
2016-03-31,3066
2016-04-01,3066
2016-04-02,3066
2016-04-03,3066
2016-04-04,3066
2016-04-05,3066
2016-04-06,2924
2016-04-07,2924
2016-04-08,2924
2016-04-09,2924
2016-04-10,2924
2016-04-11,2924
2016-04-12,2924
2016-04-13,2924
2016-04-14,2924
2016-04-15,2800
2016-04-16,2800
2016-04-17,2800
2016-04-18,2800
2016-04-19,2800
2016-04-20,2800
2016-04-21,2800
2016-04-22,2800
2016-04-23,2800
2016-04-24,2662
2016-04-25,2662
2016-04-26,2662
2016-04-27,2662
2016-04-28,2662
2016-04-29,2662
2016-04-30,2662
2016-05-01,2662
2016-05-02,2533
2016-05-03,2533
2016-05-04,2533
2016-05-05,2533
2016-05-06,2533
2016-05-07,2533
2016-05-08,2533
2016-05-09,2533
2016-05-10,2533
2016-05-11,2420
2016-05-12,2420
2016-05-13,2420
2016-05-14,2420
2016-05-15,2420
2016-05-16,2420
2016-05-17,2420
2016-05-18,2420
2016-05-19,2420
2016-05-22,2304
2016-05-23,2304
2016-05-24,2304
2016-05-25,2304
2016-05-26,2304
2016-05-27,2304
2016-05-28,2192
2016-05-29,2192
2016-05-30,2192
2016-05-31,2192
2016-06-01,2192
2016-06-02,2192
2016-06-03,2192
2016-06-04,2192
2016-06-05,2192
2016-06-06,2091
2016-06-07,2091
2016-06-08,2091
2016-06-09,2091
2016-06-10,2091
2016-06-11,2091
2016-06-12,2091
2016-06-13,2091
2016-06-14,2005
2016-06-15,2005
2016-06-16,2005
2016-06-17,2005
2016-06-18,2005
2016-06-19,2005
2016-06-20,2005
2016-06-21,2005
2016-06-22,2005
2016-06-23,1924
2016-06-24,1924
2016-06-25,1924
2016-06-26,1924
2016-06-27,1924
2016-06-28,1924
2016-06-29,1924
2016-06-30,1924
2016-07-01,1924
2016-07-02,1841
2016-07-03,1841
2016-07-04,1841
2016-07-05,1841
2016-07-06,1841
2016-07-07,1841
2016-07-08,1841
2016-07-09,1769
2016-07-10,1769
2016-07-11,1769
2016-07-12,1769
2016-07-13,1769
2016-07-14,1769
2016-07-15,1769
2016-07-16,1690
2016-07-17,1690
2016-07-18,1690
2016-07-23,1690
2016-07-24,1690
2016-07-25,1690
2016-07-26,1690
2016-07-27,1611
2016-07-28,1611
2016-07-29,1611
2016-07-30,1611
2016-07-31,1611
2016-08-01,1611
2016-08-02,1611
2016-08-03,1611
2016-08-04,1611
2016-08-05,1611
2016-08-06,1551
2016-08-07,1551
2016-08-08,1551
2016-08-09,1551
2016-08-10,1551
2016-08-11,1551
2016-08-12,1551
2016-08-13,1551
2016-08-14,1551
2016-08-15,1551
2016-08-16,1490
2016-08-17,1490
2016-08-18,1490
2016-08-19,1490
2016-08-20,1490
2016-08-21,1490
2016-08-22,1490
2016-08-23,1490
2016-08-24,1490
2016-08-25,1490
2016-08-26,1490
2016-08-28,1432
2016-08-31,1432
2016-09-01,1432
2016-09-02,1432
2016-09-03,1432
2016-09-04,1432
2016-09-05,1432
2016-09-06,1432
2016-09-07,1375
2016-09-08,1375
2016-09-09,1375
2016-09-10,1375
2016-09-11,1375
2016-09-12,1375
2016-09-13,1375
2016-09-14,1375
2016-09-15,1375
2016-09-16,1375
2016-09-17,1339
2016-09-18,1339
2016-09-19,1339
2016-09-20,1339
2016-09-21,1339
2016-09-22,1339
2016-09-23,1339
2016-09-24,1339
2016-09-25,1339
2016-09-26,1339
2016-09-27,1317
2016-09-28,1317
2016-09-29,1317
2016-09-30,1317
2016-10-01,1317
2016-10-02,1317
2016-10-03,1317
2016-10-04,1317
2016-10-05,1317
2016-10-06,1317
2016-10-07,1317
2016-10-08,1296
2016-10-09,1296
2016-10-10,1296
2016-10-11,1296
2016-10-12,1296
2016-10-13,1296
2016-10-14,1296
2016-10-15,1296
2016-10-16,1296
2016-10-17,1296
2016-10-18,1303
2016-10-19,1303
2016-10-20,1303
2016-10-21,1303
2016-10-22,1303
2016-10-23,1303
2016-10-24,1303
2016-10-25,1303
2016-10-26,1303
2016-10-27,1303
2016-10-28,1303
2016-10-29,1280
2016-10-30,1280
2016-10-31,1280
2016-11-01,1280
2016-11-02,1280
2016-11-03,1280
2016-11-04,1280
2016-11-05,1280
2016-11-06,1280
2016-11-07,1280
2016-11-08,1280
2016-11-09,1246
2016-11-10,1246
2016-11-11,1246
2016-11-12,1246
2016-11-13,1246
2016-11-14,1246
2016-12-07,1167
2016-12-08,1167
2016-12-09,1167
2016-12-10,1167
2016-12-11,1167
2016-12-12,1167
2016-12-13,1167
2016-12-14,1167
2016-12-15,1167
2016-12-16,1168
2016-12-17,1168
2016-12-18,1168
2016-12-19,1168
2016-12-20,1168
2016-12-21,1168
2016-12-22,1168
2016-12-23,1168
2016-12-24,1168
2016-12-25,1122
2016-12-26,1122
2016-12-27,1122
2016-12-28,1122
2016-12-29,1122
2016-12-30,1122
2016-12-31,1122
2017-01-01,1122
2017-01-02,1108
2017-01-03,1108
2017-01-04,1108
2017-01-05,1108
2017-01-06,1108
2017-01-07,1108
2017-01-08,1108
2017-01-09,1108
2017-01-10,1071
2017-01-11,1071
2017-01-12,1071
2017-01-13,1071
2017-01-14,1071
2017-01-15,1071
2017-01-16,1071
2017-01-17,1110
2017-01-18,1110
2017-01-19,1110
2017-01-20,1110
2017-01-21,1110
2017-01-22,1110
2017-01-27,1108
2017-01-28,1108
2017-01-29,1108
2017-01-30,1108
2017-01-31,1108
2017-02-01,1114
2017-02-02,1114
2017-02-03,1114
2017-02-04,1114
2017-02-05,1114
2017-02-06,1114
2017-02-07,1114
2017-02-08,1114
2017-02-09,1114
2017-02-10,1114
2017-02-11,1114
2017-02-12,1114
2017-02-13,1114
2017-02-14,1114
2017-02-15,1114
2017-02-16,1114
2017-02-18,1130
2017-02-19,1130
2017-02-20,1130
2017-02-21,1130
2017-02-22,1130
2017-02-23,1130
2017-02-24,1130
2017-02-25,1130
2017-02-26,1130
2017-02-27,1112
2017-02-28,1112
2017-03-01,1112
2017-03-02,1112
2017-03-03,1112
2017-03-04,1112
2017-03-05,1112
2017-03-06,1140
2017-03-07,1140
2017-03-08,1140
2017-03-09,1140
2017-03-10,1140
2017-03-11,1140
2017-03-12,1140
2017-03-13,1140
2017-03-14,1181
2017-03-15,1181
2017-03-16,1181
2017-03-17,1181
2017-03-18,1181
2017-03-19,1181
2017-03-20,1181
2017-03-21,1181
2017-03-22,1181
2017-03-23,1195
2017-03-24,1195
2017-03-25,1195
2017-03-26,1195
2017-03-27,1195
2017-03-28,1195
2017-03-29,1195
2017-03-30,1195
2017-03-31,1180
2017-04-01,1180
2017-04-02,1180
2017-04-03,1180
2017-04-04,1180
2017-04-12,1138
2017-04-13,1138
2017-04-14,1138
2017-04-15,1138
2017-04-16,1138
2017-04-17,1134
2017-04-18,1134
2017-04-19,1134
2017-04-20,1134
2017-04-21,1134
2017-04-22,1134
2017-04-23,1134
2017-04-24,1134
2017-04-25,1134
2017-04-26,1139
2017-04-27,1139
2017-04-28,1139
2017-04-29,1139
2017-04-30,1139
2017-05-01,1139
2017-05-02,1139
2017-05-03,1136
2017-05-04,1136
2017-05-05,1136
2017-05-06,1136
2017-05-07,1136
2017-05-08,1136
2017-05-09,1136
2017-05-10,1187
2017-05-11,1187
2017-05-12,1187
2017-05-13,1187
2017-05-14,1187
2017-05-15,1187
2017-05-16,1246
2017-05-17,1246
2017-05-18,1246
2017-05-19,1246
2017-05-20,1246
2017-05-21,1246
2017-05-22,1309
2017-05-23,1309
2017-05-24,1309
2017-05-25,1309
2017-05-26,1309
2017-05-27,1374
2017-05-28,1374
2017-05-29,1374
2017-05-30,1374
2017-05-31,1374
2017-06-01,1374
2017-06-02,1407
2017-06-03,1407
2017-06-06,1407
2017-06-07,1407
2017-06-08,1472
2017-06-09,1472
2017-06-10,1472
2017-06-11,1472
2017-06-12,1472
2017-06-13,1539
2017-06-14,1539
2017-06-15,1539
2017-06-16,1539
2017-06-17,1539
2017-06-18,1539
2017-06-19,1539
2017-06-20,1614
2017-06-21,1614
2017-06-22,1614
2017-06-23,1614
2017-06-24,1614
2017-06-25,1614
2017-06-26,1695
2017-06-27,1695
2017-06-28,1695
2017-06-29,1695
2017-06-30,1695
2017-07-01,1695
2017-07-02,1695
2017-07-03,1695
2017-07-04,1697
2017-07-05,1697
2017-07-06,1697
2017-07-07,1697
2017-07-08,1697
2017-07-13,1740
2017-07-14,1740
2017-07-15,1740
2017-07-16,1740
2017-07-17,1740
2017-07-18,1740
2017-07-19,1815
2017-07-20,1815
2017-07-21,1815
2017-07-22,1815
2017-07-23,1815
2017-07-24,1815
2017-07-25,1906
2017-07-26,1906
2017-07-27,1906
2017-07-28,1906
2017-07-29,1906
2017-07-30,1906
2017-07-31,1942
2017-08-01,1942
2017-08-02,1942
2017-08-03,1942
2017-08-04,1942
2017-08-05,1942
2017-08-06,1942
2017-08-09,2009
2017-08-10,2009
2017-08-11,2009
2017-08-12,2009
2017-08-13,2009
2017-08-14,2073
2017-08-15,2073
2017-08-16,2073
2017-08-17,2073
2017-08-18,2073
2017-08-19,2073
2017-08-20,2073
2017-08-21,2073
2017-08-22,2119
2017-08-23,2119
2017-08-24,2119
2017-08-25,2119
2017-08-26,2119
2017-08-27,2119
2017-08-28,2119
2017-08-29,2119
2017-08-30,2082
2017-08-31,2082
2017-09-01,2082
2017-09-02,2082
2017-09-03,2082
2017-09-04,2082
2017-09-05,2082
2017-09-06,2103
2017-09-07,2103
2017-09-08,2103
2017-09-09,2103
2017-09-10,2103
2017-09-11,2103
2017-09-12,2103
2017-09-13,2140
2017-09-14,2140
2017-09-15,2140
2017-09-16,2140
2017-09-17,2140
2017-09-19,2209
2017-09-20,2209
2017-09-21,2209
2017-09-22,2209
2017-09-23,2209
2017-09-24,2318
2017-09-25,2318
2017-09-26,2318
2017-09-27,2318
2017-09-28,2318
2017-09-29,2318
2017-09-30,2429
2017-10-01,2429
2017-10-02,2429
2017-10-03,2429
2017-10-04,2429
2017-10-05,2429
2017-10-06,2429
2017-10-07,2533
2017-10-08,2533
2017-10-09,2533
2017-10-10,2533
2017-10-11,2533
2017-10-12,2533
2017-10-13,2533
2017-10-14,2624
2017-10-15,2624
2017-10-16,2624
2017-10-17,2624
2017-10-18,2624
2017-10-19,2624
2017-10-20,2624
2017-10-21,2624
2017-10-22,2749
2017-10-23,2749
2017-10-24,2749
2017-10-25,2749
2017-10-26,2749
2017-10-27,2749
2017-10-28,2749
2017-10-29,2749
2017-10-30,2858
2017-10-31,2858
2017-11-01,2858
2017-11-02,2858
2017-11-03,2858
2017-11-04,2858
2017-11-05,2858
2017-11-06,2858
2017-11-07,2976
2017-11-08,2976
2017-11-09,2976
2017-11-10,2976
2017-11-11,2976
2017-11-12,2976
2017-11-13,2976
2017-11-14,2976
2017-11-15,3107
2017-11-16,3107
2017-11-17,3107
2017-11-18,3107
2017-11-19,3107
2017-11-20,3107
2017-11-21,3213
2017-11-22,3213
2017-11-23,3213
2017-11-24,3213
2017-11-25,3213
2017-11-26,3213
2017-11-27,3213
2017-11-28,3331
2017-11-29,3331
2017-11-30,3331
2017-12-01,3331
2017-12-02,3331
2017-12-03,3331
2017-12-04,3331
2017-12-05,3498
2017-12-06,3498
2017-12-07,3498
2017-12-08,3498
2017-12-09,3498
2017-12-10,3498
2017-12-11,3631
2017-12-12,3631
2017-12-14,3631
2017-12-15,3631
2017-12-16,3631
2017-12-17,3631
2017-12-18,3591
2017-12-19,3591
2017-12-20,3591
2017-12-21,3591
2017-12-22,3591
2017-12-23,3591
2017-12-24,3767
2017-12-25,3767
2017-12-26,3767
2017-12-27,3767
2017-12-28,3767
2017-12-29,3767
2017-12-30,3905
2017-12-31,3905
2018-01-01,3905
2018-01-02,3905
2018-01-03,3905
2018-01-04,3905
2018-01-05,3875
2018-01-06,3875
2018-01-07,3875
2018-01-08,3875
2018-01-09,3875
2018-01-10,3875
2018-01-11,3926
2018-01-12,3926
2018-01-13,3926
2018-01-14,3926
2018-01-15,3926
2018-01-16,4103
2018-01-17,4103
2018-01-18,4103
2018-01-19,4103
2018-01-20,4103
2018-01-21,4103
2018-01-22,4294
2018-01-23,4294
2018-01-25,4413
2018-01-26,4413
2018-01-27,4413
2018-01-28,4454
2018-01-29,4454
2018-01-31,4342
2018-02-01,4342
2018-02-02,4342
2018-02-03,4176
2018-02-04,4176
2018-02-05,4176
2018-02-06,4159
2018-02-07,4159
2018-02-08,4159
2018-02-09,4367
2018-02-10,4367
2018-02-11,4367
2018-02-12,4402
2018-02-13,4402
2018-02-14,4402
2018-02-15,4239
2018-02-16,4239
2018-02-17,4239
2018-02-18,4096
2018-02-19,4096
2018-02-20,4096
2018-02-21,3891
2018-02-22,3891
2018-02-23,3891
2018-02-24,3733
2018-02-25,3733
2018-02-26,3733
2018-02-27,3570
2018-02-28,3570
2018-03-01,3570
2018-03-02,3391
2018-03-03,3391
2018-03-04,3391
2018-03-05,3239
2018-03-06,3239
2018-03-07,3122
2018-03-08,3122
2018-03-09,3122
2018-03-10,2981
2018-03-11,2981
2018-03-12,2890
2018-03-13,2890
2018-03-14,2890
2018-03-15,2779
2018-03-16,2779
2018-03-17,2779
2018-03-18,2683
2018-03-19,2683
2018-03-20,2683
2018-03-21,2683
2018-03-23,2582
2018-03-24,2582
2018-03-26,2647
2018-03-27,2647
2018-03-28,2647
2018-03-29,2740
2018-03-30,2740
2018-03-31,2740
2018-04-01,2740
2018-04-02,2657
2018-04-03,2657
2018-04-04,2657
2018-04-05,2657
2018-04-06,2570
2018-04-07,2570
2018-04-08,2570
2018-04-09,2570
2018-04-10,2474
2018-04-11,2474
2018-04-12,2474
2018-04-13,2552
2018-04-14,2552
2018-04-15,2552
2018-04-16,2552
2018-04-17,2453
2018-04-18,2453
2018-04-19,2453
2018-04-20,2342
2018-04-21,2342
2018-04-22,2342
2018-04-23,2235
2018-04-24,2235
2018-04-25,2235
2018-04-26,2235
2018-04-27,2199
2018-04-28,2199
2018-04-29,2199
2018-04-30,2141
2018-05-01,2141
2018-05-04,2141
2018-05-05,2077
2018-05-06,2077
2018-05-07,2077
2018-05-08,2077
2018-05-09,2077
2018-05-10,1976
2018-05-11,1976
2018-05-12,1932
2018-05-13,1932
2018-05-14,1932
2018-05-15,1932
2018-05-16,1917
2018-05-17,1917
2018-05-18,1917
2018-05-19,1821
2018-05-20,1821
2018-05-21,1821
2018-05-22,1798
2018-05-23,1798
2018-05-24,1798
2018-05-25,1798
2018-05-26,1709
2018-05-27,1709
2018-05-28,1709
2018-05-29,1653
2018-05-30,1653
2018-05-31,1653
2018-06-01,1653
2018-06-02,1647
2018-06-03,1647
2018-06-04,1647
2018-06-05,1647
2018-06-06,1580
2018-06-07,1580
2018-06-08,1580
2018-06-09,1580
2018-06-10,1518
2018-06-11,1518
2018-06-12,1518
2018-06-13,1550
2018-06-14,1550
2018-06-15,1550
2018-06-16,1550
2018-06-17,1628
2018-06-18,1628
2018-06-19,1628
2018-06-20,1628
2018-06-21,1698
2018-06-22,1698
2018-06-23,1698
2018-06-24,1698
2018-06-25,1783
2018-06-26,1783
2018-06-27,1783
2018-06-28,1783
2018-06-29,1807
2018-06-30,1807
2018-07-01,1807
2018-07-02,1807
2018-07-03,1784
2018-07-04,1784
2018-07-05,1784
2018-07-06,1784
2018-07-07,1836
2018-07-08,1836
2018-07-09,1836
2018-07-10,1819
2018-07-11,1819
2018-07-12,1819
2018-07-13,1819
2018-07-14,1841
2018-07-15,1841
2018-07-16,1841
2018-07-17,1904
2018-07-18,1904
2018-07-19,1904
2018-07-20,1904
2018-07-21,1993
2018-07-22,1993
2018-07-23,2084
2018-07-24,2084
2018-07-25,2084
2018-07-26,2084
2018-07-27,2188
2018-07-28,2188
2018-07-29,2188
2018-07-30,2258
2018-07-31,2258
2018-08-01,2258
2018-08-02,2255
2018-08-03,2255
2018-08-04,2255
2018-08-05,2320
2018-08-06,2320
2018-08-07,2320
2018-08-08,2337
2018-08-09,2337
2018-08-10,2337
2018-08-11,2337
2018-08-12,2369
2018-08-14,2369
2018-08-16,2352
2018-08-17,2352
2018-08-18,2361
2018-08-19,2361
2018-08-20,2361
2018-08-21,2399
2018-08-22,2399
2018-08-23,2399
2018-08-24,2288
2018-08-25,2288
2018-08-26,2288
2018-08-27,2203
2018-08-28,2203
2018-08-29,2203
2018-08-30,2148
2018-08-31,2148
2018-09-01,2081
2018-09-02,2081
2018-09-03,2081
2018-09-04,2083
2018-09-05,2083
2018-09-06,2083
2018-09-07,2000
2018-09-08,2000
2018-09-09,1982
2018-09-10,1982
2018-09-11,1982
2018-09-12,1982
2018-09-13,1943
2018-09-14,1943
2018-09-15,1964
2018-09-16,1964
2018-09-17,1964
2018-09-18,1971
2018-09-19,1971
2018-09-20,1971
2018-09-21,1971
2018-09-22,1895
2018-09-23,1895
2018-09-24,1895
2018-09-25,1848
2018-09-26,1848
2018-09-27,1848
2018-09-28,1761
2018-09-29,1761
2018-09-30,1761
2018-10-02,1735
2018-10-03,1726
2018-10-04,1726
2018-10-05,1726
2018-10-06,1793
2018-10-07,1793
2018-10-08,1793
2018-10-09,1793
2018-10-10,1883
2018-10-11,1883
2018-10-12,1883
2018-10-13,1956
2018-10-14,1956
2018-10-15,1956
2018-10-16,2027
2018-10-17,2027
2018-10-18,2027
2018-10-19,2129
2018-10-20,2129
2018-10-21,2129
2018-10-22,2160
2018-10-23,2160
2018-10-24,2160
2018-10-25,2241
2018-10-26,2241
2018-10-27,2241
2018-10-28,2173
2018-10-29,2173
2018-10-30,2173
2018-10-31,2173
2018-11-01,2282
2018-11-03,2282
2018-11-04,2387
2018-11-05,2387
2018-11-06,2312
2018-11-07,2312
2018-11-08,2312
2018-11-09,2224
2018-11-10,2224
2018-11-11,2170
2018-11-12,2170
2018-11-13,2237
2018-11-14,2237
2018-11-15,2237
2018-11-16,2288
2018-11-17,2288
2018-11-18,2288
2018-11-19,2382
2018-11-20,2382
2018-11-21,2349
2018-11-22,2349
2018-11-23,2417
2018-11-24,2417
2018-11-25,2493
2018-11-26,2493
2018-11-27,2493
2018-11-28,2546
2018-11-29,2546
2018-12-01,2527
2018-12-02,2527
2018-12-03,2527
2018-12-04,2572
2018-12-05,2572
2018-12-07,2606
2018-12-09,2665
2018-12-10,2665
2018-12-11,2791
2018-12-12,2791
2018-12-13,2791
2018-12-14,2660
2018-12-15,2660
2018-12-16,2619
2018-12-17,2619
2018-12-18,2563
2018-12-19,2563
2018-12-20,2563
2018-12-21,2454
2018-12-22,2454
2018-12-23,2338
2018-12-24,2338
2018-12-25,2286
2018-12-26,2286
2018-12-27,2209
2018-12-28,2209
2018-12-29,2140
2018-12-30,2140
2018-12-31,2130
2019-01-01,2130
2019-01-02,2097
2019-01-03,2097
2019-01-04,2074
2019-01-05,2074
2019-01-06,2088
2019-01-08,2088
2019-01-10,2082
2019-01-11,1988
2019-01-12,2006
2019-01-13,1923
2019-01-14,1870
2019-01-15,1782
2019-01-16,1711
2019-01-17,1693
2019-01-18,1608
2019-01-19,1639
2019-01-20,1595
2019-01-21,1575
2019-01-22,1654
2019-01-23,1737
2019-01-24,1737
2019-01-25,1793
2019-01-26,1769
2019-01-27,1694
2019-01-28,1627
2019-01-29,1602
2019-01-30,1534
2019-01-31,1534
2019-02-01,1483
2019-02-02,1483
2019-02-03,1440
2019-02-04,1440
2019-02-05,1461
2019-02-06,1461
2019-02-07,1490
2019-02-08,1490
2019-02-09,1538
2019-02-10,1538
2019-02-11,1480
2019-02-12,1480
2019-02-13,1506
2019-02-14,1506
2019-02-15,1462
2019-02-16,1402
2019-02-17,1339
2019-02-18,1302
2019-02-19,1302
2019-02-20,1254
2019-02-21,1309
2019-02-22,1309
2019-02-23,1337
2019-02-24,1404
2019-02-25,1475
2019-02-26,1475
2019-02-27,1545
2019-02-28,1545
2019-03-01,1622
2019-03-02,1622
2019-03-03,1702
2019-03-04,1675
2019-03-05,1628
2019-03-06,1624
2019-03-07,1624
2019-03-08,1706
2019-03-09,1753
2019-03-10,1841
2019-03-11,1827
2019-03-12,1746
2019-03-13,1746
2019-03-14,1779
2019-03-15,1779
2019-03-16,1794
2019-03-17,1834
2019-03-18,1834
2019-03-19,1874
2019-03-20,1789
2019-03-21,1713
2019-03-22,1713
2019-03-23,1665
2019-03-24,1681
2019-03-25,1681
2019-03-26,1598
2019-03-27,1598
2019-03-28,1555
2019-03-29,1544
2019-03-30,1544
2019-03-31,1483
2019-04-01,1496
2019-04-02,1496
2019-04-03,1463
2019-04-04,1463
2019-04-05,1447
