date_obj,Blue%20wizard%20hat%20(g) price
2017-02-18,190165
2017-02-19,187317
2017-02-20,191927
2017-02-21,187832
2017-02-22,184198
2017-02-23,182892
2017-02-24,184907
2017-02-25,188794
2017-02-26,193796
2017-02-27,194953
2017-02-28,192391
2017-03-01,191353
2017-03-02,192296
2017-03-03,190388
2017-03-04,189417
2017-03-05,190542
2017-03-06,190546
2017-03-07,188662
2017-03-08,190544
2017-03-09,193450
2017-03-10,192406
2017-03-11,194044
2017-03-12,191334
2017-03-13,190989
2017-03-14,191501
2017-03-15,192010
2017-03-16,194384
2017-03-17,196712
2017-03-18,195836
2017-03-19,199291
2017-03-20,200213
2017-03-21,201755
2017-03-22,200607
2017-03-23,203166
2017-03-24,205702
2017-03-25,207833
2017-03-26,210879
2017-03-27,212946
2017-03-28,210481
2017-03-29,212892
2017-03-30,211157
2017-03-31,208395
2017-04-01,202581
2017-04-02,198783
2017-04-03,201682
2017-04-04,201863
2017-04-12,195739
2017-04-13,196722
2017-04-14,199750
2017-04-15,203483
2017-04-16,204897
2017-04-17,208024
2017-04-18,206254
2017-04-19,207220
2017-04-20,207709
2017-04-21,206560
2017-04-22,205410
2017-04-23,205135
2017-04-24,204072
2017-04-25,201939
2017-04-26,201270
2017-04-27,199989
2017-04-28,199964
2017-04-29,203966
2017-04-30,204201
2017-05-01,201552
2017-05-02,202480
2017-05-03,204002
2017-05-04,205437
2017-05-05,203291
2017-05-06,201568
2017-05-07,202816
2017-05-08,202786
2017-05-09,207055
2017-05-10,206209
2017-05-11,206253
2017-05-12,205359
2017-05-13,202787
2017-05-14,203987
2017-05-15,200868
2017-05-16,201888
2017-05-17,200469
2017-05-18,199182
2017-05-19,199182
2017-05-20,202895
2017-05-21,202895
2017-05-22,205455
2017-05-23,203674
2017-05-24,207923
2017-05-25,207252
2017-05-26,207830
2017-05-27,210190
2017-05-28,208976
2017-05-29,209104
2017-05-30,212948
2017-05-31,212422
2017-06-01,210817
2017-06-02,210964
2017-06-03,211547
2017-06-04,212084
2017-06-05,208848
2017-06-06,206469
2017-06-07,204429
2017-06-08,203110
2017-06-09,199949
2017-06-10,197341
2017-06-11,197273
2017-06-12,194201
2017-06-13,190305
2017-06-14,192300
2017-06-15,194452
2017-06-16,196148
2017-06-17,194310
2017-06-18,198960
2017-06-19,198960
2017-06-20,198208
2017-06-21,198462
2017-06-22,198944
2017-06-23,199035
2017-06-24,200930
2017-06-25,200296
2017-06-26,200312
2017-06-27,199140
2017-06-28,198891
2017-06-29,197745
2017-06-30,193800
2017-07-01,193683
2017-07-02,189719
2017-07-03,190406
2017-07-04,194823
2017-07-05,196891
2017-07-06,196499
2017-07-07,202090
2017-07-08,206655
2017-07-13,227379
2017-07-14,228099
2017-07-15,228099
2017-07-16,229351
2017-07-17,232534
2017-07-18,240393
2017-07-19,242567
2017-07-20,242600
2017-07-21,240180
2017-07-22,236377
2017-07-23,236964
2017-07-24,232373
2017-07-25,230737
2017-07-26,226457
2017-07-27,226964
2017-07-28,223447
2017-07-29,224535
2017-07-30,228407
2017-07-31,228407
2017-08-01,222801
2017-08-02,220295
2017-08-03,221185
2017-08-04,219205
2017-08-05,217844
2017-08-06,214737
2017-08-09,208033
2017-08-10,205766
2017-08-11,206382
2017-08-12,204453
2017-08-13,206074
2017-08-14,205560
2017-08-15,205797
2017-08-16,206002
2017-08-17,206683
2017-08-18,205097
2017-08-19,203576
2017-08-20,202729
2017-08-21,204476
2017-08-22,202143
2017-08-23,206569
2017-08-24,208848
2017-08-25,209534
2017-08-26,207622
2017-08-27,210117
2017-08-28,211884
2017-08-29,213484
2017-08-30,211188
2017-08-31,211992
2017-09-01,211827
2017-09-02,211442
2017-09-03,208125
2017-09-04,208008
2017-09-05,204412
2017-09-06,205977
2017-09-07,208679
2017-09-08,205883
2017-09-09,205120
2017-09-10,202750
2017-09-11,202844
2017-09-12,200708
2017-09-13,198879
2017-09-14,199590
2017-09-15,202477
2017-09-16,201197
2017-09-17,203079
2017-09-18,199893
2017-09-19,196834
2017-09-20,196847
2017-09-22,201936
2017-09-23,199606
2017-09-24,204713
2017-09-25,208367
2017-09-26,212155
2017-09-27,211294
2017-09-28,211520
2017-09-29,215999
2017-09-30,217849
2017-10-01,214981
2017-10-02,216406
2017-10-03,216598
2017-10-04,213371
2017-10-05,215719
2017-10-06,213370
2017-10-07,212690
2017-10-08,211129
2017-10-09,213103
2017-10-10,213030
2017-10-11,213030
2017-10-12,214243
2017-10-13,216628
2017-10-14,218423
2017-10-15,218584
2017-10-16,219424
2017-10-17,219424
2017-10-18,221859
2017-10-19,222956
2017-10-20,221978
2017-10-21,221515
2017-10-22,227678
2017-10-23,229762
2017-10-24,229621
2017-10-25,226692
2017-10-26,226645
2017-10-27,226637
2017-10-28,226637
2017-10-29,225828
2017-10-30,226271
2017-10-31,223023
2017-11-01,222171
2017-11-02,226310
2017-11-03,226547
2017-11-04,224055
2017-11-05,221787
2017-11-06,220258
2017-11-07,216902
2017-11-08,216873
2017-11-09,213802
2017-11-10,215718
2017-11-11,217241
2017-11-12,214611
2017-11-13,211345
2017-11-14,209935
2017-11-15,210305
2017-11-16,207025
2017-11-17,202545
2017-11-18,198123
2017-11-19,197953
2017-11-20,199405
2017-11-21,195594
2017-11-22,194787
2017-11-23,191885
2017-11-24,187636
2017-11-25,184284
2017-11-26,185364
2017-11-27,185364
2017-11-28,182127
2017-11-29,180992
2017-11-30,181439
2017-12-01,179592
2017-12-02,178919
2017-12-03,182417
2017-12-04,183864
2017-12-05,185051
2017-12-06,190573
2017-12-07,189833
2017-12-08,192132
2017-12-09,193136
2017-12-10,192629
2017-12-11,193649
2017-12-12,196439
2017-12-13,197408
2017-12-14,200152
2017-12-15,200055
2017-12-16,196395
2017-12-17,193767
2017-12-18,193409
2017-12-19,194337
2017-12-20,195002
2017-12-21,196156
2017-12-22,196299
2017-12-23,194904
2017-12-24,195330
2017-12-25,195967
2017-12-26,197152
2017-12-27,199316
2017-12-28,204188
2017-12-29,201279
2017-12-30,198771
2017-12-31,200291
2018-01-01,196068
2018-01-02,193563
2018-01-03,191951
2018-01-04,188537
2018-01-05,188974
2018-01-06,188541
2018-01-07,186312
2018-01-08,187744
2018-01-09,187651
2018-01-10,189909
2018-01-11,191938
2018-01-12,192663
2018-01-13,195547
2018-01-14,192229
2018-01-15,191523
2018-01-16,190409
2018-01-17,188631
2018-01-18,187023
2018-01-19,187023
2018-01-20,186488
2018-01-21,186481
2018-01-22,188936
2018-01-23,190097
2018-01-24,192455
2018-01-25,194770
2018-01-26,196506
2018-01-27,195915
2018-01-28,194605
2018-01-29,191655
2018-01-30,189102
2018-01-31,189307
2018-02-01,188909
2018-02-02,189799
2018-02-03,193975
2018-02-04,191188
2018-02-05,191069
2018-02-06,189751
2018-02-07,191297
2018-02-08,189752
2018-02-09,189665
2018-02-10,187839
2018-02-11,188193
2018-02-12,188819
2018-02-13,189673
2018-02-14,188784
2018-02-15,188313
2018-02-16,188048
2018-02-17,189279
2018-02-18,186771
2018-02-19,187498
2018-02-20,185774
2018-02-21,186977
2018-02-22,185743
2018-02-23,187567
2018-02-24,184414
2018-02-25,184974
2018-02-26,186978
2018-02-27,187805
2018-02-28,186294
2018-03-01,188925
2018-03-02,191992
2018-03-03,195168
2018-03-04,195168
2018-03-05,196110
2018-03-06,198080
2018-03-07,197116
2018-03-08,196485
2018-03-09,198219
2018-03-10,200837
2018-03-11,202328
2018-03-12,205460
2018-03-13,209317
2018-03-14,214149
2018-03-15,219068
2018-03-16,220140
2018-03-17,216759
2018-03-18,217023
2018-03-20,214262
2018-03-21,212653
2018-03-23,207993
2018-03-24,206028
2018-03-25,202234
2018-03-26,200329
2018-03-27,200080
2018-03-28,199512
2018-03-29,197982
2018-03-30,197294
2018-03-31,199077
2018-04-01,201353
2018-04-02,202490
2018-04-03,207352
2018-04-04,210655
2018-04-05,210655
2018-04-06,210618
2018-04-07,210819
2018-04-08,209111
2018-04-09,208475
2018-04-10,210339
2018-04-11,210168
2018-04-12,210632
2018-04-13,212393
2018-04-14,215463
2018-04-15,217895
2018-04-16,218102
2018-04-17,217104
2018-04-18,214959
2018-04-19,211684
2018-04-20,213210
2018-04-21,213078
2018-04-22,211407
2018-04-23,209426
2018-04-24,209607
2018-04-25,212033
2018-04-26,212033
2018-04-27,214460
2018-04-28,215136
2018-04-29,213188
2018-04-30,210825
2018-05-01,208522
2018-05-02,209911
2018-05-03,208946
2018-05-04,209719
2018-05-05,212009
2018-05-06,212009
2018-05-07,210955
2018-05-08,216953
2018-05-09,217326
2018-05-10,214564
2018-05-11,213900
2018-05-12,210610
2018-05-13,210610
2018-05-14,211044
2018-05-15,211495
2018-05-16,212687
2018-05-17,212534
2018-05-18,211377
2018-05-19,212963
2018-05-20,213942
2018-05-21,215812
2018-05-22,215484
2018-05-23,217296
2018-05-24,219267
2018-05-25,219455
2018-05-26,220526
2018-05-27,220067
2018-05-28,219269
2018-05-29,218392
2018-05-30,220938
2018-05-31,224192
2018-06-01,220840
2018-06-02,221169
2018-06-03,219561
2018-06-04,222028
2018-06-05,221785
2018-06-06,217397
2018-06-07,217397
2018-06-08,215725
2018-06-09,217990
2018-06-10,216196
2018-06-11,211982
2018-06-12,208377
2018-06-13,203430
2018-06-14,199489
2018-06-15,199235
2018-06-16,199416
2018-06-17,197591
2018-06-18,193735
2018-06-19,192529
2018-06-20,192529
2018-06-21,194078
2018-06-22,199887
2018-06-23,202304
2018-06-24,203141
2018-06-25,197915
2018-06-26,197907
2018-06-27,196851
2018-06-28,196284
2018-06-29,195720
2018-06-30,195093
2018-07-01,195609
2018-07-02,195032
2018-07-03,196472
2018-07-04,195426
2018-07-05,196869
2018-07-06,193451
2018-07-07,192079
2018-07-08,190125
2018-07-09,190224
2018-07-10,192778
2018-07-11,193090
2018-07-12,192407
2018-07-13,194924
2018-07-14,195197
2018-07-15,195040
2018-07-16,196304
2018-07-17,196578
2018-07-18,197492
2018-07-19,199331
2018-07-20,200406
2018-07-21,203262
2018-07-22,202716
2018-07-23,199015
2018-07-24,200571
2018-07-25,199080
2018-07-26,196460
2018-07-27,195467
2018-07-28,195390
2018-07-29,194386
2018-07-30,190838
2018-07-31,191393
2018-08-01,188877
2018-08-02,188649
2018-08-03,189794
2018-08-04,188177
2018-08-05,190174
2018-08-06,189506
2018-08-07,189609
2018-08-08,191678
2018-08-09,191678
2018-08-10,190793
2018-08-11,191072
2018-08-12,189079
2018-08-14,184193
2018-08-16,180872
2018-08-17,180788
2018-08-18,182518
2018-08-19,184381
2018-08-20,190035
2018-08-21,194762
2018-08-22,199600
2018-08-23,205795
2018-08-24,215560
2018-08-25,220071
2018-08-26,221429
2018-08-27,228559
2018-08-28,233991
2018-08-29,236425
2018-08-30,237747
2018-08-31,242085
2018-09-01,242163
2018-09-02,240339
2018-09-03,241230
2018-09-04,241152
2018-09-05,245967
2018-09-06,245967
2018-09-07,239880
2018-09-08,233647
2018-09-09,229391
2018-09-10,224126
2018-09-11,220758
2018-09-12,221743
2018-09-13,219143
2018-09-14,214940
2018-09-15,213723
2018-09-16,210251
2018-09-17,206790
2018-09-18,210480
2018-09-19,211760
2018-09-20,216315
2018-09-21,218917
2018-09-22,222764
2018-09-23,224000
2018-09-24,227757
2018-09-25,232204
2018-09-26,237526
2018-09-27,233940
2018-09-28,232334
2018-09-29,231460
2018-09-30,233848
2018-10-01,237804
2018-10-02,241167
2018-10-03,245381
2018-10-04,251181
2018-10-05,251662
2018-10-06,248734
2018-10-07,251927
2018-10-08,259370
2018-10-09,257920
2018-10-10,258663
2018-10-11,253507
2018-10-12,251851
2018-10-13,248948
2018-10-14,243444
2018-10-15,245516
2018-10-16,251533
2018-10-17,259198
2018-10-18,257114
2018-10-19,252968
2018-10-20,257152
2018-10-21,258229
2018-10-22,256976
2018-10-23,261894
2018-10-24,262894
2018-10-25,264443
2018-10-26,266356
2018-10-27,267262
2018-10-28,266355
2018-10-29,264181
2018-10-30,260693
2018-10-31,265314
2018-11-01,276929
2018-11-03,304726
2018-11-04,319038
2018-11-05,334990
2018-11-06,351740
2018-11-07,369327
2018-11-08,387672
2018-11-09,407056
2018-11-10,427409
2018-11-11,448780
2018-11-12,471219
2018-11-13,494780
2018-11-15,545493
2018-11-16,572407
2018-11-17,601014
2018-11-18,630315
2018-11-19,659720
2018-11-20,685058
2018-11-21,675678
2018-11-22,667465
2018-11-23,637654
2018-11-24,615231
2018-11-25,586083
2018-11-26,566361
2018-11-27,548711
2018-11-28,531672
2018-11-29,510311
2018-12-01,505382
2018-12-02,503858
2018-12-03,496378
2018-12-04,484347
2018-12-05,462030
2018-12-07,431800
2018-12-09,409851
2018-12-10,397981
2018-12-11,387656
2018-12-12,373777
2018-12-13,359991
2018-12-14,348394
2018-12-15,339364
2018-12-16,326952
2018-12-17,315699
2018-12-18,304537
2018-12-19,292019
2018-12-20,283192
2018-12-21,279893
2018-12-22,279998
2018-12-23,279544
2018-12-24,282330
2018-12-25,286883
2018-12-26,286146
2018-12-27,285734
2018-12-28,288895
2018-12-29,285935
2018-12-30,286492
2018-12-31,293058
2019-01-01,293053
2019-01-02,290583
2019-01-03,284622
2019-01-04,280356
2019-01-05,277962
2019-01-06,276260
2019-01-08,284891
2019-01-10,292203
2019-01-11,298282
2019-01-12,298665
2019-01-13,299826
2019-01-14,295465
2019-01-15,289063
2019-01-16,290246
2019-01-17,284267
2019-01-18,281717
2019-01-19,280531
2019-01-20,281506
2019-01-21,274698
2019-01-22,269321
2019-01-23,263835
2019-01-24,259471
2019-01-25,252527
2019-01-26,248442
2019-01-27,245626
2019-01-28,244024
2019-01-29,245007
2019-01-30,241293
2019-01-31,242816
2019-02-01,241145
2019-02-02,240913
2019-02-03,235872
2019-02-04,235176
2019-02-05,231630
2019-02-06,229193
2019-02-07,228616
2019-02-08,226030
2019-02-09,225008
2019-02-10,224727
2019-02-11,225920
2019-02-12,225397
2019-02-13,225362
2019-02-14,228300
2019-02-15,228622
2019-02-16,231013
2019-02-17,232757
2019-02-18,231968
2019-02-19,230530
2019-02-20,232549
2019-02-21,233585
2019-02-22,232794
2019-02-23,230938
2019-02-24,228882
2019-02-25,230471
2019-02-26,233081
2019-02-27,232613
2019-02-28,232865
2019-03-01,230991
2019-03-02,228605
2019-03-03,229575
2019-03-04,229994
2019-03-05,229083
2019-03-06,227117
2019-03-07,223861
2019-03-08,219968
2019-03-09,219328
2019-03-10,221834
2019-03-11,220187
2019-03-12,220676
2019-03-13,219785
2019-03-14,219203
2019-03-15,219375
2019-03-16,218268
2019-03-17,217667
2019-03-18,217667
2019-03-19,218097
2019-03-20,218803
2019-03-21,220248
2019-03-22,221678
2019-03-23,221537
2019-03-24,220251
2019-03-25,219425
2019-03-26,216837
