date_obj,Guthix%20armour%20set%20(lg) price
2015-08-25,190680
2015-08-26,190680
2015-08-27,189883
2015-08-28,189883
2015-08-29,189883
2015-08-30,189786
2015-08-31,189786
2015-09-01,189786
2015-09-02,190178
2015-09-03,190178
2015-09-04,190178
2015-09-05,190100
2015-09-06,190100
2015-09-07,190100
2015-09-08,189058
2015-09-09,189058
2015-09-10,189058
2015-09-11,186682
2015-09-12,186682
2015-09-13,186682
2015-09-14,187308
2015-09-15,187308
2015-09-16,187308
2015-09-17,186721
2015-09-18,186721
2015-09-19,186721
2015-09-20,184991
2015-09-21,184991
2015-09-22,184991
2015-09-23,180817
2015-09-24,180817
2015-09-25,180817
2015-09-27,177157
2015-09-28,179736
2015-09-29,179736
2015-09-30,177896
2015-10-05,179049
2015-10-06,181764
2015-10-07,181764
2015-10-08,181764
2015-10-09,185438
2015-10-10,185438
2015-10-11,185438
2015-10-12,186918
2015-10-13,186918
2015-10-14,186918
2015-10-15,188807
2015-10-16,188807
2015-10-17,188807
2015-10-18,188807
2015-10-19,192530
2015-10-20,192530
2015-10-22,193626
2015-10-23,193626
2015-10-24,193626
2015-10-25,194080
2015-10-26,194080
2015-10-27,194080
2015-10-29,194870
2015-10-30,194870
2015-10-31,198763
2015-11-01,198763
2015-11-02,198763
2015-11-03,197414
2015-11-04,197414
2015-11-05,197414
2015-11-06,192702
2015-11-07,192702
2015-11-08,192702
2015-11-09,193743
2015-11-10,193743
2015-11-11,196581
2015-11-12,196581
2015-11-13,196581
2015-11-14,196581
2015-11-15,197654
2015-11-16,197654
2015-11-17,197654
2015-11-18,197654
2015-11-19,195578
2015-11-20,195578
2015-11-21,195578
2015-11-22,192245
2015-11-23,192245
2015-11-24,192245
2015-11-25,194211
2015-11-26,194211
2015-11-27,194211
2015-11-28,195942
2015-11-29,195942
2015-11-30,195942
2015-12-01,198463
2015-12-02,198463
2015-12-03,198463
2015-12-04,197473
2015-12-05,197473
2015-12-06,196843
2015-12-07,196843
2015-12-08,196843
2015-12-09,197551
2015-12-10,197551
2015-12-11,197551
2015-12-12,195780
2015-12-13,195780
2015-12-14,195780
2015-12-15,192943
2015-12-16,192943
2015-12-17,192943
2015-12-18,192084
2015-12-19,192084
2015-12-20,188343
2015-12-21,188343
2015-12-22,185961
2015-12-23,185961
2015-12-24,187001
2015-12-25,187001
2015-12-26,187001
2015-12-27,192245
2015-12-28,192245
2015-12-29,196078
2015-12-31,196078
2016-01-01,197375
2016-01-02,197375
2016-01-03,194240
2016-01-04,194240
2016-01-05,195184
2016-01-06,195184
2016-01-07,195184
2016-01-08,196489
2016-01-09,196489
2016-01-10,196489
2016-01-11,197311
2016-01-12,197311
2016-01-13,197311
2016-01-14,200107
2016-01-15,200107
2016-01-16,200107
2016-01-17,200864
2016-01-18,200864
2016-01-19,196996
2016-01-20,196996
2016-01-21,196996
2016-01-22,193351
2016-01-23,193351
2016-01-24,193351
2016-01-25,195130
2016-01-26,195130
2016-01-27,195130
2016-01-28,192735
2016-01-29,192735
2016-01-30,189739
2016-01-31,189739
2016-02-01,186104
2016-02-02,186104
2016-02-03,186104
2016-02-04,189662
2016-02-05,189662
2016-02-06,186698
2016-02-07,186698
2016-02-08,186698
2016-02-09,183957
2016-02-10,183957
2016-02-11,182496
2016-02-12,182496
2016-02-13,183067
2016-02-14,183067
2016-02-15,183067
2016-02-16,185287
2016-02-17,185287
2016-02-18,185287
2016-02-19,185380
2016-02-20,185380
2016-02-21,182034
2016-02-22,182034
2016-02-23,182034
2016-02-24,179541
2016-02-25,179541
2016-02-26,179541
2016-02-27,182815
2016-02-28,182815
2016-02-29,182815
2016-03-01,185531
2016-03-02,185531
2016-03-03,185531
2016-03-04,188848
2016-03-05,188848
2016-03-06,193671
2016-03-07,193671
2016-03-08,193671
2016-03-09,193968
2016-03-10,193968
2016-03-11,193773
2016-03-12,193773
2016-03-13,194999
2016-03-14,194999
2016-03-15,194191
2016-03-16,194191
2016-03-17,192532
2016-03-18,192532
2016-03-19,190572
2016-03-20,190572
2016-03-21,192888
2016-03-22,192888
2016-03-23,197421
2016-03-24,197421
2016-03-25,197421
2016-03-26,195398
2016-03-27,195398
2016-03-28,191646
2016-03-29,191646
2016-03-30,191646
2016-03-31,188681
2016-04-01,188681
2016-04-02,182845
2016-04-03,182845
2016-04-04,181346
2016-04-05,181346
2016-04-06,182914
2016-04-07,182914
2016-04-08,184107
2016-04-09,184107
2016-04-10,183738
2016-04-11,183738
2016-04-12,183738
2016-04-13,182300
2016-04-14,182300
2016-04-15,180630
2016-04-16,180630
2016-04-17,180630
2016-04-18,179784
2016-04-19,179784
2016-04-20,179784
2016-04-21,178744
2016-04-22,178744
2016-04-23,178744
2016-04-24,181215
2016-04-25,181215
2016-04-26,184435
2016-04-27,184435
2016-04-28,185846
2016-04-29,185846
2016-04-30,185846
2016-05-01,184463
2016-05-02,184463
2016-05-03,178743
2016-05-04,178743
2016-05-05,174562
2016-05-06,174562
2016-05-07,169085
2016-05-08,169085
2016-05-09,169085
2016-05-10,168533
2016-05-11,168533
2016-05-12,168533
2016-05-13,169640
2016-05-14,169640
2016-05-15,171519
2016-05-16,171519
2016-05-17,168164
2016-05-18,168164
2016-05-19,171233
2016-05-22,169347
2016-05-23,169347
2016-05-24,166117
2016-05-25,166117
2016-05-26,162242
2016-05-27,162242
2016-05-28,159721
2016-05-29,155830
2016-05-30,155830
2016-05-31,155830
2016-06-01,155465
2016-06-02,155465
2016-06-03,154045
2016-06-04,154045
2016-06-05,151566
2016-06-06,151566
2016-06-07,149124
2016-06-08,149124
2016-06-09,149016
2016-06-10,149016
2016-06-11,147761
2016-06-12,147761
2016-06-13,149615
2016-06-14,149615
2016-06-15,153498
2016-06-16,153498
2016-06-17,153741
2016-06-18,153741
2016-06-19,151821
2016-06-20,151821
2016-06-21,151821
2016-06-22,155534
2016-06-23,155534
2016-06-24,155534
2016-06-25,159688
2016-06-26,159688
2016-06-27,159688
2016-06-28,160754
2016-06-29,160754
2016-06-30,160643
2016-07-01,160643
2016-07-02,158250
2016-07-03,158250
2016-07-04,157246
2016-07-05,157246
2016-07-06,158190
2016-07-07,158190
2016-07-08,157574
2016-07-09,157574
2016-07-10,159146
2016-07-11,159146
2016-07-12,158398
2016-07-13,158398
2016-07-14,158398
2016-07-15,158368
2016-07-16,158368
2016-07-17,158368
2016-07-18,157635
2016-07-23,158646
2016-07-24,157481
2016-07-25,157481
2016-07-26,157481
2016-07-27,158216
2016-07-28,158216
2016-07-29,159082
2016-07-30,159082
2016-07-31,159082
2016-08-01,157752
2016-08-02,157752
2016-08-03,157752
2016-08-04,158697
2016-08-05,158697
2016-08-06,158697
2016-08-07,158500
2016-08-08,158500
2016-08-09,158500
2016-08-10,158383
2016-08-11,158383
2016-08-12,158383
2016-08-13,160410
2016-08-14,160410
2016-08-15,160410
2016-08-16,159344
2016-08-17,159344
2016-08-18,159344
2016-08-19,158839
2016-08-20,158839
2016-08-21,158839
2016-08-22,159215
2016-08-23,159215
2016-08-24,160146
2016-08-25,160146
2016-08-26,160146
2016-08-28,162424
2016-08-31,163816
2016-09-01,163816
2016-09-02,165047
2016-09-03,165047
2016-09-04,166125
2016-09-05,166125
2016-09-06,166125
2016-09-07,166460
2016-09-08,166460
2016-09-09,166460
2016-09-10,167092
2016-09-11,167092
2016-09-12,167092
2016-09-13,168183
2016-09-14,168183
2016-09-15,168183
2016-09-16,168183
2016-09-17,168566
2016-09-18,168566
2016-09-19,168566
2016-09-20,164679
2016-09-21,164679
2016-09-22,164679
2016-09-23,161940
2016-09-24,161940
2016-09-25,161940
2016-09-26,161940
2016-09-27,160616
2016-09-28,160616
2016-09-29,160616
2016-09-30,158257
2016-10-01,158257
2016-10-02,158257
2016-10-03,156849
2016-10-04,156849
2016-10-05,156849
2016-10-06,155696
2016-10-07,155696
2016-10-08,159261
2016-10-09,159261
2016-10-10,159261
2016-10-11,163606
2016-10-12,163606
2016-10-13,163606
2016-10-14,165407
2016-10-15,165407
2016-10-16,165407
2016-10-17,161136
2016-10-18,161136
2016-10-19,161136
2016-10-20,160358
2016-10-21,160358
2016-10-22,160358
2016-10-23,159838
2016-10-24,159838
2016-10-25,159838
2016-10-26,159396
2016-10-27,159396
2016-10-28,159396
2016-10-29,158623
2016-10-30,158623
2016-10-31,158623
2016-11-01,162121
2016-11-02,162121
2016-11-03,162121
2016-11-04,165803
2016-11-05,165803
2016-11-06,165803
2016-11-07,166174
2016-11-08,166174
2016-11-09,166174
2016-11-10,166670
2016-11-11,166670
2016-11-12,166670
2016-11-13,167914
2016-11-14,167914
2016-11-15,167914
2016-12-07,162538
2016-12-08,161873
2016-12-09,161873
2016-12-10,161873
2016-12-11,159337
2016-12-12,159337
2016-12-13,159337
2016-12-14,157216
2016-12-15,157216
2016-12-16,157216
2016-12-17,156695
2016-12-18,156695
2016-12-19,156695
2016-12-20,156573
2016-12-21,156573
2016-12-22,156573
2016-12-23,157501
2016-12-24,157501
2016-12-25,158033
2016-12-26,158033
2016-12-27,158807
2016-12-28,158807
2016-12-29,158807
2016-12-30,158658
2016-12-31,158658
2017-01-01,158658
2017-01-02,157604
2017-01-03,157604
2017-01-04,160015
2017-01-05,160015
2017-01-06,160015
2017-01-07,158835
2017-01-08,158835
2017-01-09,156084
2017-01-10,156084
2017-01-11,156084
2017-01-12,154514
2017-01-13,154514
2017-01-14,154514
2017-01-15,156958
2017-01-16,156958
2017-01-17,157780
2017-01-18,157780
2017-01-19,157780
2017-01-20,157563
2017-01-21,157563
2017-01-22,157463
2017-01-23,157463
2017-01-27,156358
2017-01-28,156911
2017-01-29,156911
2017-01-30,156911
2017-01-31,158004
2017-02-01,158004
2017-02-02,157666
2017-02-03,157666
2017-02-04,157806
2017-02-05,157806
2017-02-06,157806
2017-02-07,158208
2017-02-08,158208
2017-02-09,158208
2017-02-10,157033
2017-02-11,157033
2017-02-12,157033
2017-02-13,154895
2017-02-14,154895
2017-02-15,154895
2017-02-16,153518
2017-02-18,153518
2017-02-19,153844
2017-02-20,153844
2017-02-21,153844
2017-02-22,152800
2017-02-23,152800
2017-02-24,152800
2017-02-25,155206
2017-02-26,155206
2017-02-27,155206
2017-02-28,157859
2017-03-01,157859
2017-03-02,157859
2017-03-03,156889
2017-03-04,156889
2017-03-05,156889
2017-03-06,157405
2017-03-07,157405
2017-03-08,157405
2017-03-09,157405
2017-03-10,157508
2017-03-11,157508
2017-03-12,158416
2017-03-13,158416
2017-03-14,156696
2017-03-15,156696
2017-03-16,156696
2017-03-17,156032
2017-03-18,156032
2017-03-19,155529
2017-03-20,155529
2017-03-21,154237
2017-03-22,154237
2017-03-23,154237
2017-03-24,157216
2017-03-25,157216
2017-03-26,157216
2017-03-27,157302
2017-03-28,157302
2017-03-29,154925
2017-03-30,154925
2017-03-31,156687
2017-04-01,156687
2017-04-02,156687
2017-04-03,157171
2017-04-04,157171
2017-04-12,159567
2017-04-13,159567
2017-04-14,162193
2017-04-15,162193
2017-04-16,163273
2017-04-17,163273
2017-04-18,163273
2017-04-19,164704
2017-04-20,164704
2017-04-21,164704
2017-04-22,164469
2017-04-23,164469
2017-04-24,167072
2017-04-25,167072
2017-04-26,166564
2017-04-27,166564
2017-04-28,166564
2017-04-29,164168
2017-04-30,164168
2017-05-01,164168
2017-05-02,162694
2017-05-03,162694
2017-05-04,162694
2017-05-05,160554
2017-05-06,160554
2017-05-07,160554
2017-05-08,159038
2017-05-09,159038
2017-05-10,159038
2017-05-11,158496
2017-05-12,158496
2017-05-13,157415
2017-05-14,157415
2017-05-15,157415
2017-05-16,156402
2017-05-17,156402
2017-05-18,156402
2017-05-19,155894
2017-05-20,155894
2017-05-21,155894
2017-05-22,155765
2017-05-23,155765
2017-05-24,155765
2017-05-25,156517
2017-05-26,156517
2017-05-27,156517
2017-05-28,155318
2017-05-29,155318
2017-05-30,155318
2017-05-31,153633
2017-06-01,153633
2017-06-02,153633
2017-06-03,153762
2017-06-04,153762
2017-06-05,153762
2017-06-06,151254
2017-06-07,151254
2017-06-08,151254
2017-06-09,151254
2017-06-10,150053
2017-06-11,150053
2017-06-12,150053
2017-06-13,149585
2017-06-14,149585
2017-06-15,149585
2017-06-16,148990
2017-06-17,148990
2017-06-18,148990
2017-06-19,148990
2017-06-20,147628
2017-06-21,147628
2017-06-22,147628
2017-06-23,147382
2017-06-24,147382
2017-06-25,147382
2017-06-26,148531
2017-06-27,148531
2017-06-28,148531
2017-06-29,148358
2017-06-30,148358
2017-07-01,148358
2017-07-02,148358
2017-07-03,147373
2017-07-04,147373
2017-07-05,147373
2017-07-06,147310
2017-07-07,147310
2017-07-08,147310
2017-07-13,148444
2017-07-14,148444
2017-07-15,147926
2017-07-16,147926
2017-07-17,147926
2017-07-18,150198
2017-07-19,150198
2017-07-20,156948
2017-07-21,156948
2017-07-22,162019
2017-07-23,162019
2017-07-24,165851
2017-07-25,165851
2017-07-26,171992
2017-07-27,171992
2017-07-28,171992
2017-07-29,172471
2017-07-30,172471
2017-07-31,172471
2017-08-01,172127
2017-08-02,172127
2017-08-03,168316
2017-08-04,168316
2017-08-05,163147
2017-08-06,163147
2017-08-09,160231
2017-08-10,156637
2017-08-11,156637
2017-08-12,156637
2017-08-13,155999
2017-08-14,155999
2017-08-15,155999
2017-08-16,149442
2017-08-17,149442
2017-08-18,149442
2017-08-19,147033
2017-08-20,147033
2017-08-21,147033
2017-08-22,145186
2017-08-23,145186
2017-08-24,145186
2017-08-25,143506
2017-08-26,143506
2017-08-27,141885
2017-08-28,141885
2017-08-29,141885
2017-08-30,142789
2017-08-31,142789
2017-09-01,142789
2017-09-02,143392
2017-09-03,143392
2017-09-04,143392
2017-09-05,144415
2017-09-06,144415
2017-09-07,144415
2017-09-08,145951
2017-09-09,145951
2017-09-10,146544
2017-09-11,146544
2017-09-12,146544
2017-09-13,146111
2017-09-14,146111
2017-09-15,146111
2017-09-16,146552
2017-09-17,146552
2017-09-18,147232
2017-09-19,147232
2017-09-20,147232
2017-09-21,148502
2017-09-22,148502
2017-09-23,148502
2017-09-24,154098
2017-09-25,154098
2017-09-26,154098
2017-09-27,154098
2017-09-28,153324
2017-09-29,153324
2017-09-30,153324
2017-10-01,152905
2017-10-02,152905
2017-10-03,152905
2017-10-04,152905
2017-10-05,151884
2017-10-06,151884
2017-10-07,151884
2017-10-08,150368
2017-10-09,150368
2017-10-10,150368
2017-10-11,149289
2017-10-12,149289
2017-10-13,149289
2017-10-14,147354
2017-10-15,147354
2017-10-16,147354
2017-10-17,145750
2017-10-18,145750
2017-10-19,145750
2017-10-20,144263
2017-10-21,144263
2017-10-22,144263
2017-10-23,145041
2017-10-24,145041
2017-10-25,145041
2017-10-26,144321
2017-10-27,144321
2017-10-28,144321
2017-10-29,143489
2017-10-30,143489
2017-10-31,143489
2017-11-01,142806
2017-11-02,142806
2017-11-03,142806
2017-11-04,142806
2017-11-05,142806
2017-11-06,142806
2017-11-07,142806
2017-11-08,145223
2017-11-09,145223
2017-11-10,145223
2017-11-11,146394
2017-11-12,146394
2017-11-13,146394
2017-11-14,147690
2017-11-15,147690
2017-11-16,147690
2017-11-17,144858
2017-11-18,144858
2017-11-19,144858
2017-11-20,143189
2017-11-21,143189
2017-11-22,143189
2017-11-23,141819
2017-11-24,141819
2017-11-25,141819
2017-11-26,140731
2017-11-27,140731
2017-11-28,140731
2017-11-29,141350
2017-11-30,141350
2017-12-01,144180
2017-12-02,144180
2017-12-03,144180
2017-12-04,143605
2017-12-05,143605
2017-12-06,143605
2017-12-07,146917
2017-12-08,146917
2017-12-09,146917
2017-12-10,150808
2017-12-11,150808
2017-12-12,150808
2017-12-13,154453
2017-12-14,154453
2017-12-15,157570
2017-12-16,157570
2017-12-17,157570
2017-12-18,159582
2017-12-19,159582
2017-12-20,159582
2017-12-21,157292
2017-12-22,157292
2017-12-23,156726
2017-12-24,156726
2017-12-25,157798
2017-12-26,157798
2017-12-27,158574
2017-12-28,158574
2017-12-29,158574
2017-12-30,159070
2017-12-31,159070
2018-01-01,159070
2018-01-02,158441
2018-01-03,158441
2018-01-04,158441
2018-01-05,155195
2018-01-06,155195
2018-01-07,154150
2018-01-08,154150
2018-01-09,149632
2018-01-10,149632
2018-01-11,149632
2018-01-12,147841
2018-01-13,147841
2018-01-14,146577
2018-01-15,146577
2018-01-16,144622
2018-01-17,144622
2018-01-18,144173
2018-01-19,144173
2018-01-20,144173
2018-01-21,142649
2018-01-22,142649
2018-01-23,142004
2018-01-25,142372
2018-01-26,144749
2018-01-27,144749
2018-01-28,146825
2018-01-29,150001
2018-01-30,150408
2018-01-31,150408
2018-02-01,148611
2018-02-02,148611
2018-02-03,146683
2018-02-04,146683
2018-02-05,147184
2018-02-06,148189
2018-02-07,151601
2018-02-08,151601
2018-02-09,152433
2018-02-10,152433
2018-02-11,152316
2018-02-12,152316
2018-02-13,153221
2018-02-14,153221
2018-02-15,152958
2018-02-16,152958
2018-02-17,153859
2018-02-18,153859
2018-02-19,154910
2018-02-20,154910
2018-02-21,153339
2018-02-22,153339
2018-02-23,152717
2018-02-24,152717
2018-02-25,152031
2018-02-26,152031
2018-02-27,149334
2018-02-28,149334
2018-03-01,149252
2018-03-02,151270
2018-03-03,150837
2018-03-04,150837
2018-03-05,148708
2018-03-06,146327
2018-03-07,145955
2018-03-08,145955
2018-03-09,144513
2018-03-10,144513
2018-03-11,145012
2018-03-12,145012
2018-03-13,148370
2018-03-14,148370
2018-03-15,149615
2018-03-16,149615
2018-03-17,152409
2018-03-18,152409
2018-03-19,151242
2018-03-20,147540
2018-03-21,147540
2018-03-23,146463
2018-03-24,146143
2018-03-25,146268
2018-03-26,146268
2018-03-27,146106
2018-03-28,146106
2018-03-29,147335
2018-03-30,147335
2018-03-31,147409
2018-04-01,145841
2018-04-02,146608
2018-04-03,145390
2018-04-04,145370
2018-04-05,145370
2018-04-06,146093
2018-04-07,146093
2018-04-08,147662
2018-04-09,148917
2018-04-10,148917
2018-04-11,150771
2018-04-12,153011
2018-04-13,153011
2018-04-14,151024
2018-04-15,152466
2018-04-16,152466
2018-04-17,150114
2018-04-18,150114
2018-04-19,148668
2018-04-20,147994
2018-04-21,149015
2018-04-22,149015
2018-04-23,148454
2018-04-24,148454
2018-04-25,148764
2018-04-26,148764
2018-04-27,150184
2018-04-28,152952
2018-04-29,151788
2018-04-30,153295
2018-05-01,153067
2018-05-03,152878
2018-05-04,152878
2018-05-05,151422
2018-05-06,151422
2018-05-07,151681
2018-05-08,151681
2018-05-09,152897
2018-05-10,152811
2018-05-11,152811
2018-05-12,154031
2018-05-13,154031
2018-05-14,152054
2018-05-15,152054
2018-05-16,153986
2018-05-17,153986
2018-05-18,156545
2018-05-19,151225
2018-05-20,151225
2018-05-21,149995
2018-05-22,149995
2018-05-23,150454
2018-05-24,150454
2018-05-25,152832
2018-05-26,155470
2018-05-27,155470
2018-05-28,158472
2018-05-29,158472
2018-05-30,158700
2018-05-31,158700
2018-06-01,162397
2018-06-02,166082
2018-06-03,166082
2018-06-04,166560
2018-06-05,165598
2018-06-06,165003
2018-06-07,165003
2018-06-08,162418
2018-06-09,162418
2018-06-10,163146
2018-06-11,163146
2018-06-12,161426
2018-06-13,160298
2018-06-14,157790
2018-06-15,156094
2018-06-16,156094
2018-06-17,155057
2018-06-18,155057
2018-06-19,153824
2018-06-20,153824
2018-06-21,151929
2018-06-22,152261
2018-06-23,152261
2018-06-24,151217
2018-06-25,151217
2018-06-26,151614
2018-06-27,151614
2018-06-28,151953
2018-06-29,151734
2018-06-30,151734
2018-07-01,152333
2018-07-02,152333
2018-07-03,152102
2018-07-04,152102
2018-07-05,150862
2018-07-06,151215
2018-07-07,151215
2018-07-08,149885
2018-07-09,149802
2018-07-10,149802
2018-07-11,148385
2018-07-12,148385
2018-07-13,148785
2018-07-14,147866
2018-07-15,147866
2018-07-16,150325
2018-07-17,150498
2018-07-18,150498
2018-07-19,150575
2018-07-20,150575
2018-07-21,152243
2018-07-22,154171
2018-07-23,156862
2018-07-24,160796
2018-07-25,160796
2018-07-26,160958
2018-07-27,160262
2018-07-28,160262
2018-07-29,158413
2018-07-30,157362
2018-07-31,160424
2018-08-01,160424
2018-08-02,160831
2018-08-03,160831
2018-08-04,158848
2018-08-05,157454
2018-08-06,157454
2018-08-07,154995
2018-08-08,153937
2018-08-09,153937
2018-08-10,154047
2018-08-11,155326
2018-08-12,155491
2018-08-14,154960
2018-08-16,154122
2018-08-17,155344
2018-08-18,155344
2018-08-19,155386
2018-08-20,154723
2018-08-21,154723
2018-08-22,153273
2018-08-23,152025
2018-08-24,152398
2018-08-25,154150
2018-08-26,154150
2018-08-27,155925
2018-08-28,158277
2018-08-29,160750
2018-08-30,160806
2018-08-31,158104
2018-09-01,155474
2018-09-02,155474
2018-09-03,155342
2018-09-04,155818
2018-09-05,160927
2018-09-06,160927
2018-09-07,162194
2018-09-08,163675
2018-09-09,159925
2018-09-10,160897
2018-09-11,160897
2018-09-12,163844
2018-09-13,162669
2018-09-14,160478
2018-09-15,161237
2018-09-16,161237
2018-09-17,163540
2018-09-18,163708
2018-09-19,160788
2018-09-20,159680
2018-09-21,159680
2018-09-22,159345
2018-09-23,160823
2018-09-24,161840
2018-09-25,161840
2018-09-26,163808
2018-09-27,163808
2018-09-28,165059
2018-09-29,166445
2018-09-30,168728
2018-10-01,168631
2018-10-02,170486
2018-10-03,171619
2018-10-04,171619
2018-10-05,173261
2018-10-06,172010
2018-10-07,172010
2018-10-08,172466
2018-10-09,173756
2018-10-10,173113
2018-10-11,172111
2018-10-12,172111
2018-10-13,172043
2018-10-14,172000
2018-10-15,171149
2018-10-16,172653
2018-10-17,169949
2018-10-18,168425
2018-10-19,167117
2018-10-20,167117
2018-10-21,164946
2018-10-22,161417
2018-10-23,161417
2018-10-24,163659
2018-10-25,168190
2018-10-26,168190
2018-10-27,172004
2018-10-28,177570
2018-10-29,177570
2018-10-30,178324
2018-10-31,179930
2018-11-01,186555
2018-11-03,192442
2018-11-04,198183
2018-11-05,207818
2018-11-06,218170
2018-11-07,229079
2018-11-08,240459
2018-11-09,252482
2018-11-10,265107
2018-11-11,278285
2018-11-12,292200
2018-11-13,306810
2018-11-14,322151
2018-11-15,338259
2018-11-16,355172
2018-11-17,372931
2018-11-18,391578
2018-11-19,411033
2018-11-20,431585
2018-11-21,453148
2018-11-22,470640
2018-11-23,476152
2018-11-24,475351
2018-11-25,463628
2018-11-26,453055
2018-11-27,435228
2018-11-28,418731
2018-11-29,401233
2018-12-01,376696
2018-12-02,362737
2018-12-03,348251
2018-12-04,337659
2018-12-05,323008
2018-12-07,311858
2018-12-09,292541
2018-12-10,284522
2018-12-11,279772
2018-12-12,277312
2018-12-13,276836
2018-12-14,278576
2018-12-15,278148
2018-12-16,282620
2018-12-17,282390
2018-12-18,280822
2018-12-19,276837
2018-12-20,271142
2018-12-21,268451
2018-12-22,264398
2018-12-23,260113
2018-12-24,259769
2018-12-25,260446
2018-12-26,256987
2018-12-27,255778
2018-12-28,252217
2018-12-29,248324
2018-12-30,247309
2018-12-31,242308
2019-01-01,237652
2019-01-02,232326
2019-01-03,226222
2019-01-04,221043
2019-01-05,214911
2019-01-06,209351
2019-01-08,200918
2019-01-10,191665
2019-01-11,187178
2019-01-12,184293
2019-01-13,182221
2019-01-14,180273
2019-01-15,176866
2019-01-16,175860
2019-01-17,174818
2019-01-18,173865
2019-01-19,173011
2019-01-20,171323
2019-01-21,168323
2019-01-22,167081
2019-01-23,165865
2019-01-24,166710
2019-01-25,169051
2019-01-26,169315
2019-01-27,167868
2019-01-28,166958
2019-01-29,168836
2019-01-30,169469
2019-01-31,171562
2019-02-01,171833
2019-02-02,171951
2019-02-03,173264
2019-02-04,175296
2019-02-05,175391
2019-02-06,174317
2019-02-07,171370
2019-02-08,172238
2019-02-09,174295
2019-02-10,174277
2019-02-11,174899
2019-02-12,174836
2019-02-13,174702
2019-02-14,174702
2019-02-15,171522
2019-02-16,169203
2019-02-17,170170
2019-02-18,168471
2019-02-19,169391
2019-02-20,170516
2019-02-21,169307
2019-02-22,171632
2019-02-23,171616
2019-02-24,170548
2019-02-25,168292
2019-02-26,166338
2019-02-27,165740
2019-02-28,165252
2019-03-01,165579
2019-03-02,167041
2019-03-03,168619
2019-03-04,167443
2019-03-05,169243
2019-03-06,168278
2019-03-07,166930
2019-03-08,166930
2019-03-09,169262
2019-03-10,169846
2019-03-11,168583
2019-03-12,166568
2019-03-13,166793
2019-03-14,167023
2019-03-15,167367
2019-03-16,164551
2019-03-17,163021
2019-03-18,163021
2019-03-19,162157
2019-03-20,161997
2019-03-21,160370
2019-03-22,159347
2019-03-23,158004
2019-03-24,155805
2019-03-25,154941
