date_obj,Ancient%20full%20helm price
2019-03-19,48244
2019-03-20,48470
2019-03-21,48795
2019-03-22,49136
2019-03-23,49972
2019-03-24,50139
2019-03-25,48982
2019-03-26,47551
2019-03-27,47596
2019-03-28,47142
2019-03-29,47760
2019-03-30,47610
2019-03-31,48387
2019-04-01,49229
2019-04-02,49409
2019-04-03,50984
2019-04-04,51596
2019-04-05,52253
2019-04-06,52643
2019-04-07,53248
2019-04-08,53178
2019-04-09,53565
2019-04-10,52053
2019-04-11,52053
2019-04-12,52510
2019-04-13,52270
2019-04-14,51896
2019-04-15,50687
2019-04-16,50056
2019-04-17,50475
2019-04-18,49992
2019-04-19,49656
2019-04-20,49060
2019-04-21,49285
2019-04-22,48242
2019-04-23,47921
2019-04-24,47255
2019-04-25,46592
2019-04-26,46017
2019-04-27,44056
2019-04-28,42582
2019-04-29,41467
2019-04-30,41821
2019-05-01,40915
2019-05-02,40020
2019-05-03,40039
2019-05-04,39093
2019-05-05,38650
2019-05-06,38590
2019-05-07,38349
2019-05-08,38562
2019-05-09,39138
2019-05-10,39230
2019-05-11,39885
2019-05-12,40915
2019-05-13,41460
2019-05-14,41112
2019-05-15,40970
2019-05-16,40362
2019-05-17,40489
2019-05-18,40996
2019-05-19,41228
2019-05-20,41411
2019-05-21,41779
2019-05-22,42109
2019-05-23,42143
2019-05-24,42434
2019-05-25,42972
2019-05-26,42576
2019-05-27,43148
2019-05-28,43618
2019-05-29,43906
2019-05-30,44129
2019-05-31,43209
2019-06-01,42331
2019-06-02,42330
2019-06-03,43571
2019-06-04,44094
2019-06-05,44473
2019-06-06,44697
2019-06-07,45174
2019-06-08,45235
2019-06-09,46004
2019-06-10,46004
2019-06-11,45909
2019-06-12,44782
2019-06-13,45255
2019-06-14,46811
2019-06-15,47150
2019-06-16,47539
2019-06-17,47609
2019-06-18,47727
2019-06-19,48137
2019-06-20,48132
2019-06-21,48577
2019-06-22,48291
2019-06-23,48935
2019-06-24,48808
2019-06-25,49459
2019-06-26,49431
2019-06-27,48781
2019-06-28,49164
2019-06-29,48452
2019-06-30,47767
2019-07-01,48302
2019-07-02,48096
2019-07-03,48562
2019-07-04,48498
2019-07-05,48797
2019-07-06,48765
2019-07-07,49004
2019-07-08,49061
2019-07-09,49076
2019-07-10,49325
2019-07-11,49350
2019-07-12,49499
2019-07-13,49507
2019-07-14,49763
2019-07-15,50216
2019-07-16,50686
2019-07-17,50161
2019-07-18,48973
2019-07-19,48609
2019-07-20,48867
2019-07-21,47640
2019-07-22,47591
2019-07-23,47154
2019-07-24,46819
2019-07-25,46373
2019-07-26,44659
2019-07-27,44702
2019-07-28,45003
2019-07-29,43802
2019-07-30,42440
2019-07-31,40887
2019-08-01,39910
2019-08-02,38738
2019-08-03,38056
2019-08-04,38278
2019-08-05,38777
2019-08-06,39469
2019-08-07,39788
2019-08-08,40054
2019-08-09,40206
2019-08-10,40775
2019-08-11,40912
2019-08-12,41489
2019-08-13,41862
2019-08-14,42054
2019-08-15,42457
2019-08-16,43123
2019-08-17,43632
2019-08-18,43624
2019-08-19,43268
2019-08-20,43703
2019-08-21,44040
2019-08-22,44163
2019-08-23,44430
2019-08-24,44840
2019-08-24,44840
2019-08-25,44763
2019-08-25,44763
2019-08-26,45302
2019-08-27,45227
2019-08-27,45227
2019-08-28,45642
2019-08-29,45083
2019-08-30,44528
2019-08-31,45583
2019-09-01,46115
2019-09-02,46526
2019-09-03,46626
2019-09-04,46148
2019-09-05,45747
2019-09-06,45346
2019-09-07,46041
2019-09-08,45917
2019-09-09,45671
2019-09-10,45377
2019-09-11,45668
2019-09-12,45779
2019-09-13,46122
2019-09-14,45823
2019-09-15,44867
2019-09-16,44395
2019-09-17,44034
2019-09-18,43809
2019-09-19,43994
2019-09-20,44217
2019-09-21,44667
2019-09-22,44522
2019-09-23,45021
2019-09-24,45021
2019-09-25,45219
2019-09-26,46225
2019-09-27,47318
2019-09-28,47650
2019-09-29,48014
2019-09-30,48709
2019-10-01,49075
2019-10-02,49267
2019-10-03,49096
2019-10-04,48975
2019-10-05,49414
2019-10-06,49458
2019-10-07,47525
2019-10-08,46000
2019-10-09,46000
2019-10-10,45221
2019-10-11,45610
2019-10-12,45688
2019-10-13,45547
2019-10-14,45971
2019-10-15,46059
2019-10-16,45996
2019-10-17,46464
2019-10-18,46527
2019-10-19,46871
2019-10-20,46378
2019-10-21,46872
2019-10-22,46799
2019-10-23,46500
2019-10-24,47178
2019-10-25,46664
2019-10-26,45987
2019-10-27,46390
2019-10-28,46827
2019-10-29,46827
2019-10-30,46489
2019-10-31,46043
2019-11-01,45436
2019-11-02,45842
2019-11-03,45450
2019-11-04,45646
2019-11-05,45646
2019-11-06,46075
2019-11-07,46139
2019-11-08,44996
2019-11-09,45184
2019-11-10,44065
2019-11-11,43282
2019-11-12,43505
2019-11-13,43724
2019-11-14,43480
2019-11-15,43512
2019-11-16,43693
2019-11-17,43174
2019-11-18,43805
2019-11-19,43490
2019-11-20,43500
2019-11-21,43742
2019-11-22,43627
2019-11-23,44175
2019-11-24,44126
2019-11-25,44626
2019-11-26,44632
2019-11-27,45070
2019-11-28,45163
2019-11-29,45059
2019-11-30,45150
2019-12-01,45352
2019-12-02,45649
2019-12-03,45117
2019-12-04,45144
2019-12-05,45251
2019-12-06,45225
2019-12-07,44084
2019-12-08,43157
2019-12-09,44112
2019-12-10,44530
2019-12-11,43716
2019-12-12,43553
2019-12-13,43920
2019-12-14,44166
2019-12-15,44405
2019-12-16,44558
2019-12-17,45266
2019-12-18,44974
2019-12-19,44889
2019-12-20,44990
2019-12-21,45241
2019-12-22,45556
2019-12-23,45752
2019-12-24,45905
2019-12-25,45921
2019-12-26,45673
2019-12-27,46034
2019-12-28,46446
2019-12-29,46450
2019-12-30,46518
2019-12-31,46789
2020-01-01,46762
2020-01-02,46816
2020-01-03,46672
2020-01-04,45703
2020-01-05,44422
2020-01-06,45203
2020-01-07,45400
2020-01-08,45594
2020-01-09,45289
2020-01-10,45333
2020-01-11,45310
2020-01-12,44411
2020-01-13,44411
2020-01-14,45148
2020-01-15,45036
2020-01-16,45336
2020-01-17,45163
2020-01-18,45088
2020-01-19,45347
2020-01-20,45768
2020-01-21,45768
2020-01-22,45932
2020-01-23,46691
2020-01-24,46756
2020-01-25,46951
2020-01-26,46317
2020-01-27,46801
2020-01-28,45721
2020-01-29,45076
2020-01-30,44380
2020-01-31,44355
2020-02-01,45196
2020-02-02,45420
2020-02-03,45789
2020-02-04,46001
2020-02-05,45534
2020-02-06,44835
2020-02-07,44342
2020-02-08,44097
2020-02-09,43998
2020-02-10,43646
2020-02-11,43118
2020-02-12,43369
2020-02-13,43899
2020-02-14,44185
2020-02-15,45250
2020-02-16,45241
2020-02-17,45753
2020-02-18,45855
2020-02-19,44529
2020-02-20,44043
2020-02-21,44043
2020-02-22,44021
2020-02-23,44736
2020-02-24,44660
2020-02-25,44859
2020-02-26,44663
2020-02-27,44794
2020-02-28,44199
2020-02-29,43791
2020-03-01,42740
2020-03-02,42221
2020-03-03,42499
2020-03-04,42626
2020-03-05,42492
2020-03-06,42440
2020-03-07,41695
2020-03-08,41728
2020-03-09,41701
2020-03-10,41550
2020-03-11,41415
2020-03-12,41714
2020-03-13,41948
2020-03-14,42033
2020-03-15,42185
2020-03-16,42391
2020-03-17,42333
2020-03-18,42196
2020-03-19,42111
2020-03-20,42194
2020-03-21,41940
2020-03-22,41529
2020-03-23,41823
2020-03-24,41419
2020-03-25,41825
2020-03-26,42171
2020-03-27,42485
2020-03-28,42689
2020-03-29,42246
2020-03-30,41686
2020-03-31,41502
2020-04-01,42008
2020-04-02,41220
2020-04-03,41555
2020-04-04,41506
2020-04-05,40847
2020-04-06,41386
2020-04-07,41241
2020-04-08,40795
2020-04-09,41408
2020-04-10,41765
2020-04-11,42013
2020-04-12,41945
2020-04-13,41989
2020-04-14,42056
2020-04-15,42234
2020-04-16,41420
2020-04-17,40656
2020-04-18,40185
2020-04-19,39891
2020-04-20,39590
2020-04-21,39658
2020-04-22,39422
2020-04-23,39022
2020-04-24,38943
2020-04-25,38598
2020-04-26,38031
2020-04-27,39233
2020-04-28,39902
2020-04-29,40148
2020-04-30,40738
2020-05-01,40809
2020-05-02,40984
2020-05-03,40647
2020-05-04,41151
2020-05-05,41517
2020-05-06,42044
2020-05-07,42111
2020-05-08,41846
2020-05-09,41870
2020-05-10,40474
2020-05-11,40499
2020-05-12,40928
2020-05-13,40642
