date_obj,Bagged%20magic%20tree price
2015-08-03,51378
2015-08-04,51378
2015-08-05,51378
2015-08-06,51378
2015-08-07,51378
2015-08-08,51378
2015-08-09,51378
2015-08-10,51378
2015-08-11,51378
2015-08-12,51378
2015-08-13,51378
2015-08-14,51378
2015-08-15,51378
2015-08-16,51378
2015-08-17,51378
2015-08-18,51378
2015-08-19,51378
2015-08-20,51378
2015-08-21,51378
2015-08-22,51378
2015-08-23,51378
2015-08-24,51378
2015-08-25,51378
2015-08-26,51378
2015-08-27,51378
2015-08-28,51378
2015-08-29,51378
2015-08-30,51378
2015-08-31,51378
2015-09-01,51378
2015-09-02,51378
2015-09-03,51378
2015-09-04,51378
2015-09-05,51378
2015-09-06,51378
2015-09-07,51378
2015-09-08,51378
2015-09-09,51378
2015-09-10,51378
2015-09-11,51378
2015-09-12,51378
2015-09-13,51378
2015-09-14,51378
2015-09-15,51378
2015-09-16,51378
2015-09-17,51378
2015-09-18,51378
2015-09-19,51378
2015-09-20,51378
2015-09-21,51378
2015-09-22,51378
2015-09-23,51378
2015-09-24,51378
2015-09-25,51378
2015-09-27,51378
2015-09-28,51378
2015-09-29,51378
2015-09-30,51378
2015-10-05,51378
2015-10-06,51378
2015-10-07,51378
2015-10-08,51378
2015-10-09,51378
2015-10-10,51378
2015-10-11,51378
2015-10-12,51378
2015-10-13,51378
2015-10-14,51378
2015-10-15,51378
2015-10-16,51378
2015-10-17,51378
2015-10-18,51378
2015-10-19,51378
2015-10-20,51378
2015-10-22,51378
2015-10-23,51378
2015-10-24,51378
2015-10-25,51378
2015-10-26,51378
2015-10-27,51378
2015-10-28,51378
2015-10-29,51378
2015-10-30,51378
2015-10-31,51378
2015-11-01,51378
2015-11-02,51378
2015-11-03,51378
2015-11-04,51378
2015-11-05,51378
2015-11-06,51378
2015-11-07,51378
2015-11-08,51378
2015-11-09,51378
2015-11-10,51378
2015-11-11,51378
2015-11-12,51378
2015-11-13,51378
2015-11-14,51378
2015-11-15,51378
2015-11-16,51378
2015-11-17,51378
2015-11-18,51378
2015-11-19,51378
2015-11-20,51378
2015-11-21,51378
2015-11-22,51184
2015-11-23,51184
2015-11-24,51184
2015-11-25,51184
2015-11-26,51184
2015-11-27,51184
2015-11-28,51184
2015-11-29,51184
2015-11-30,51184
2015-12-01,51184
2015-12-02,51184
2015-12-03,51184
2015-12-04,51184
2015-12-05,51184
2015-12-06,51184
2015-12-07,51184
2015-12-08,51184
2015-12-09,51184
2015-12-10,51184
2015-12-11,51184
2015-12-12,51184
2015-12-13,51184
2015-12-14,51184
2015-12-15,51184
2015-12-16,51184
2015-12-17,51184
2015-12-18,51184
2015-12-19,51184
2015-12-20,51184
2015-12-21,51184
2015-12-22,51184
2015-12-23,51184
2015-12-24,51184
2015-12-25,51184
2015-12-26,51184
2015-12-27,51184
2015-12-28,51184
2015-12-29,51184
2015-12-30,51184
2015-12-31,51184
2016-01-01,51184
2016-01-02,51184
2016-01-03,51184
2016-01-04,51184
2016-01-05,51184
2016-01-06,51184
2016-01-07,51184
2016-01-08,51184
2016-01-09,51184
2016-01-10,51184
2016-01-11,51184
2016-01-12,51184
2016-01-13,51184
2016-01-14,51184
2016-01-15,51184
2016-01-16,51184
2016-01-17,51184
2016-01-18,51184
2016-01-19,51184
2016-01-20,51184
2016-01-21,51184
2016-01-22,51184
2016-01-23,51184
2016-01-24,51184
2016-01-25,51184
2016-01-26,51184
2016-01-27,51184
2016-01-28,51184
2016-01-29,51184
2016-01-30,51184
2016-01-31,51184
2016-02-01,51184
2016-02-02,51184
2016-02-03,51184
2016-02-04,51184
2016-02-05,51184
2016-02-06,51184
2016-02-07,51184
2016-02-08,51184
2016-02-09,51184
2016-02-10,51184
2016-02-11,51184
2016-02-12,51184
2016-02-13,51184
2016-02-14,51184
2016-02-15,51184
2016-02-16,51184
2016-02-17,51184
2016-02-18,51184
2016-02-19,51184
2016-02-20,51184
2016-02-21,51184
2016-02-22,51184
2016-02-23,51184
2016-02-24,51184
2016-02-25,51184
2016-02-26,51184
2016-02-27,51184
2016-02-28,51184
2016-02-29,51184
2016-03-01,51184
2016-03-02,51184
2016-03-03,51184
2016-03-04,51184
2016-03-05,51184
2016-03-06,51184
2016-03-07,51184
2016-03-08,51184
2016-03-09,51184
2016-03-10,51184
2016-03-11,51184
2016-03-12,51184
2016-03-13,51184
2016-03-14,51184
2016-03-15,51184
2016-03-16,51184
2016-03-17,51184
2016-03-18,51184
2016-03-19,51184
2016-03-20,51184
2016-03-21,51184
2016-03-22,51184
2016-03-23,51184
2016-03-24,51184
2016-03-25,51184
2016-03-26,51184
2016-03-27,51184
2016-03-28,51184
2016-03-29,51184
2016-03-30,51184
2016-03-31,50734
2016-04-01,50734
2016-04-02,50734
2016-04-03,50734
2016-04-04,50734
2016-04-05,50734
2016-04-06,50734
2016-04-07,50734
2016-04-08,50734
2016-04-09,50734
2016-04-10,50734
2016-04-11,50734
2016-04-12,50734
2016-04-13,50734
2016-04-14,50734
2016-04-15,50734
2016-04-16,50734
2016-04-17,50734
2016-04-18,50734
2016-04-19,50734
2016-04-20,50734
2016-04-21,50734
2016-04-22,50734
2016-04-23,50734
2016-04-24,50734
2016-04-25,50734
2016-04-26,50734
2016-04-27,50734
2016-04-28,50734
2016-04-29,50734
2016-04-30,50734
2016-05-01,50734
2016-05-02,50734
2016-05-03,50734
2016-05-04,50734
2016-05-05,50734
2016-05-06,50734
2016-05-07,50734
2016-05-08,50734
2016-05-09,50734
2016-05-10,50734
2016-05-11,50734
2016-05-12,50734
2016-05-13,50734
2016-05-14,50734
2016-05-15,50734
2016-05-16,50734
2016-05-17,50734
2016-05-18,50734
2016-05-19,50734
2016-05-22,50734
2016-05-23,50734
2016-05-24,50734
2016-05-25,50734
2016-05-26,50734
2016-05-27,50734
2016-05-28,50734
2016-05-29,50734
2016-05-30,50734
2016-05-31,50734
2016-06-01,50734
2016-06-02,50734
2016-06-03,50734
2016-06-04,50734
2016-06-05,50734
2016-06-06,50734
2016-06-07,50734
2016-06-08,50734
2016-06-09,50734
2016-06-10,50734
2016-06-11,50734
2016-06-12,50734
2016-06-13,50734
2016-06-14,50734
2016-06-15,50734
2016-06-16,50734
2016-06-17,50734
2016-06-18,50734
2016-06-19,50734
2016-06-20,50734
2016-06-21,50734
2016-06-22,50734
2016-06-23,50734
2016-06-24,50734
2016-06-25,50734
2016-06-26,50734
2016-06-27,50734
2016-06-28,50734
2016-06-29,50734
2016-06-30,50734
2016-07-01,50734
2016-07-02,50734
2016-07-03,50734
2016-07-04,50734
2016-07-05,50734
2016-07-06,50734
2016-07-07,50734
2016-07-08,50734
2016-07-09,50734
2016-07-10,50734
2016-07-11,50734
2016-07-12,50734
2016-07-13,50734
2016-07-14,50734
2016-07-15,50734
2016-07-16,50734
2016-07-17,50734
2016-07-18,50734
2016-07-23,50734
2016-07-24,50734
2016-07-25,50734
2016-07-26,50734
2016-07-27,50734
2016-07-28,50734
2016-07-29,50734
2016-07-30,50734
2016-07-31,50734
2016-08-01,50734
2016-08-02,50734
2016-08-03,50734
2016-08-04,50734
2016-08-05,50734
2016-08-06,51350
2016-08-07,51350
2016-08-08,51350
2016-08-09,51350
2016-08-10,51350
2016-08-11,51350
2016-08-12,51350
2016-08-13,51350
2016-08-14,51350
2016-08-15,51350
2016-08-16,51350
2016-08-17,51350
2016-08-18,51350
2016-08-19,51350
2016-08-20,51350
2016-08-21,51350
2016-08-22,51350
2016-08-23,51350
2016-08-24,51350
2016-08-25,51350
2016-08-26,51350
2016-08-28,51350
2016-08-31,51350
2016-09-01,51350
2016-09-02,51350
2016-09-03,51350
2016-09-04,51350
2016-09-05,51350
2016-09-06,51350
2016-09-07,51350
2016-09-08,51350
2016-09-09,51350
2016-09-10,51350
2016-09-11,51350
2016-09-12,51350
2016-09-13,51350
2016-09-14,51350
2016-09-15,51350
2016-09-16,51350
2016-09-17,52615
2016-09-18,52615
2016-09-19,52615
2016-09-20,52615
2016-09-21,52615
2016-09-22,52615
2016-09-23,52615
2016-09-24,52615
2016-09-25,52615
2016-09-26,52615
2016-09-27,52615
2016-09-28,52615
2016-09-29,52615
2016-09-30,52615
2016-10-01,52615
2016-10-02,52615
2016-10-03,52615
2016-10-04,52615
2016-10-05,52615
2016-10-06,52615
2016-10-07,52615
2016-10-08,52615
2016-10-09,52615
2016-10-10,52615
2016-10-11,52615
2016-10-12,52615
2016-10-13,52615
2016-10-14,52615
2016-10-15,52615
2016-10-16,52615
2016-10-17,52615
2016-10-18,52615
2016-10-19,52615
2016-10-20,52615
2016-10-21,52615
2016-10-22,52615
2016-10-23,52615
2016-10-24,52615
2016-10-25,52615
2016-10-26,52615
2016-10-27,52615
2016-10-28,52615
2016-10-29,52615
2016-10-30,52615
2016-10-31,52615
2016-11-01,52615
2016-11-02,52615
2016-11-03,53551
2016-11-04,53551
2016-11-05,53551
2016-11-06,53551
2016-11-07,53551
2016-11-08,53551
2016-11-09,53551
2016-11-10,53551
2016-11-11,53551
2016-11-12,53551
2016-11-13,53551
2016-11-14,53551
2016-11-15,53551
2016-12-07,53551
2016-12-08,53551
2016-12-09,53551
2016-12-10,53551
2016-12-11,53551
2016-12-12,53551
2016-12-13,53551
2016-12-14,53551
2016-12-15,53551
2016-12-16,53551
2016-12-17,53551
2016-12-18,54305
2016-12-19,54305
2016-12-20,54305
2016-12-21,54305
2016-12-22,54305
2016-12-23,54305
2016-12-24,54305
2016-12-25,54305
2016-12-26,54305
2016-12-27,54305
2016-12-28,54305
2016-12-29,54305
2016-12-30,54305
2016-12-31,54305
2017-01-01,54305
2017-01-02,54305
2017-01-03,54305
2017-01-04,54305
2017-01-05,54305
2017-01-06,54305
2017-01-07,54305
2017-01-08,54305
2017-01-09,54305
2017-01-10,54305
2017-01-11,54305
2017-01-12,54305
2017-01-13,54305
2017-01-14,54305
2017-01-15,54305
2017-01-16,54305
2017-01-17,54305
2017-01-18,54305
2017-01-19,54305
2017-01-20,54305
2017-01-21,54305
2017-01-22,54305
2017-01-23,54305
2017-01-27,54137
2017-01-28,54137
2017-01-29,54137
2017-01-30,54137
2017-01-31,54137
2017-02-01,54137
2017-02-02,54137
2017-02-03,54137
2017-02-04,54137
2017-02-05,54137
2017-02-06,54137
2017-02-07,54137
2017-02-08,54137
2017-02-09,54137
2017-02-10,54137
2017-02-11,54137
2017-02-12,54137
2017-02-13,54137
2017-02-14,54137
2017-02-15,54137
2017-02-16,54137
2017-02-18,54137
2017-02-19,54137
2017-02-20,54137
2017-02-21,54137
2017-02-22,54137
2017-02-23,54137
2017-02-24,54137
2017-02-25,54137
2017-02-26,54137
2017-02-27,54137
2017-02-28,54137
2017-03-01,54137
2017-03-02,54137
2017-03-03,54137
2017-03-04,53433
2017-03-05,53433
2017-03-06,53433
2017-03-07,53433
2017-03-08,53433
2017-03-09,53433
2017-03-10,53433
2017-03-11,53433
2017-03-12,53433
2017-03-13,53433
2017-03-14,53433
2017-03-15,53433
2017-03-16,53433
2017-03-17,53433
2017-03-18,53433
2017-03-19,53433
2017-03-20,53433
2017-03-21,53433
2017-03-22,53433
2017-03-23,53433
2017-03-24,53433
2017-03-25,53433
2017-03-26,53433
2017-03-27,53433
2017-03-28,53433
2017-03-29,53433
2017-03-30,53433
2017-03-31,53433
2017-04-01,53433
2017-04-02,53433
2017-04-03,53433
2017-04-04,53433
2017-04-05,53433
2017-04-12,54024
2017-04-13,54024
2017-04-14,54024
2017-04-15,54024
2017-04-16,54024
2017-04-17,54024
2017-04-18,54024
2017-04-19,54024
2017-04-20,54024
2017-04-21,54024
2017-04-22,54024
2017-04-23,54024
2017-04-24,54024
2017-04-25,54024
2017-04-26,54024
2017-04-27,54024
2017-04-28,54024
2017-04-29,54024
2017-04-30,54024
2017-05-01,54024
2017-05-02,54024
2017-05-03,54024
2017-05-04,54024
2017-05-05,54024
2017-05-06,54024
2017-05-07,54024
2017-05-08,54024
2017-05-09,54385
2017-05-10,54385
2017-05-11,54385
2017-05-12,54385
2017-05-13,54385
2017-05-14,54385
2017-05-15,54385
2017-05-16,54385
2017-05-17,54385
2017-05-18,54385
2017-05-19,54385
2017-05-20,54385
2017-05-21,54385
2017-05-22,54385
2017-05-23,54385
2017-05-24,54385
2017-05-25,54385
2017-05-26,54385
2017-05-27,54385
2017-05-28,54385
2017-05-29,54385
2017-05-30,54385
2017-05-31,54385
2017-06-01,54385
2017-06-02,54385
2017-06-03,54385
2017-06-04,54385
2017-06-05,54385
2017-06-06,54385
2017-06-07,54385
2017-06-08,54385
2017-06-09,54385
2017-06-10,53947
2017-06-11,53947
2017-06-12,53947
2017-06-13,53947
2017-06-14,53947
2017-06-15,53947
2017-06-16,53947
2017-06-17,53947
2017-06-18,53947
2017-06-19,53947
2017-06-20,53947
2017-06-21,53947
2017-06-22,53947
2017-06-23,53947
2017-06-24,53947
2017-06-25,53947
2017-06-26,53947
2017-06-27,53947
2017-06-28,53947
2017-06-29,53947
2017-06-30,53947
2017-07-01,53947
2017-07-02,53947
2017-07-03,53947
2017-07-04,53947
2017-07-05,53947
2017-07-06,53947
2017-07-07,53947
2017-07-08,53947
2017-07-09,53947
2017-07-13,53947
2017-07-14,53947
2017-07-15,53947
2017-07-16,54731
2017-07-17,54731
2017-07-18,54731
2017-07-19,54731
2017-07-20,54731
2017-07-21,54731
2017-07-22,54731
2017-07-23,54731
2017-07-24,54731
2017-07-25,54731
2017-07-26,54731
2017-07-27,54731
2017-07-28,54731
2017-07-29,54731
2017-07-30,54731
2017-07-31,54731
2017-08-01,54731
2017-08-02,54731
2017-08-03,54731
2017-08-04,54731
2017-08-05,54731
2017-08-06,54731
2017-08-07,54731
2017-08-08,54731
2017-08-09,54731
2017-08-10,54731
2017-08-11,54731
2017-08-12,54731
2017-08-13,54731
2017-08-14,54731
2017-08-15,54731
2017-08-16,54731
2017-08-17,54731
2017-08-18,54731
2017-08-19,54731
2017-08-20,54731
2017-08-21,54341
2017-08-22,54341
2017-08-23,54341
2017-08-24,54341
2017-08-25,54341
2017-08-26,54341
2017-08-27,54341
2017-08-28,54341
2017-08-29,54341
2017-08-30,54341
2017-08-31,54341
2017-09-01,54341
2017-09-02,54341
2017-09-03,54341
2017-09-04,54341
2017-09-05,54341
2017-09-06,54341
2017-09-07,54341
2017-09-08,54341
2017-09-09,54341
2017-09-10,54341
2017-09-11,54341
2017-09-12,54341
2017-09-13,54341
2017-09-14,54341
2017-09-15,54341
2017-09-16,54341
2017-09-17,54341
2017-09-18,54341
2017-09-19,54341
2017-09-20,54341
2017-09-22,54341
2017-09-23,54341
2017-09-24,54341
2017-09-25,54341
2017-09-26,54341
2017-09-27,54341
2017-09-28,53681
2017-09-29,53681
2017-09-30,53681
2017-10-01,53681
2017-10-02,53681
2017-10-03,53681
2017-10-04,53681
2017-10-05,53681
2017-10-06,53681
2017-10-07,53681
2017-10-08,53681
2017-10-09,53681
2017-10-10,53681
2017-10-11,53681
2017-10-12,53681
2017-10-13,53681
2017-10-14,53681
2017-10-15,53681
2017-10-16,53681
2017-10-17,53681
2017-10-18,53681
2017-10-19,53681
2017-10-20,53681
2017-10-21,53681
2017-10-22,53681
2017-10-23,53681
2017-10-24,53681
2017-10-25,53681
2017-10-26,53681
2017-10-27,53681
2017-10-28,53681
2017-10-29,53681
2017-10-30,53681
2017-10-31,53681
2017-11-01,53681
2017-11-02,53681
2017-11-03,53681
2017-11-04,53681
2017-11-05,52791
2017-11-06,52791
2017-11-07,52791
2017-11-08,52791
2017-11-09,52791
2017-11-10,52791
2017-11-11,52791
2017-11-12,52791
2017-11-13,52791
2017-11-14,52791
2017-11-15,52791
2017-11-16,52791
2017-11-17,52791
2017-11-18,52791
2017-11-19,52791
2017-11-20,52791
2017-11-21,52791
2017-11-22,52791
2017-11-23,52791
2017-11-24,52791
2017-11-25,52791
2017-11-26,52791
2017-11-27,52791
2017-11-28,52791
2017-11-29,52791
2017-11-30,52791
2017-12-01,52791
2017-12-02,52791
2017-12-03,52791
2017-12-04,52791
2017-12-05,52791
2017-12-06,52791
2017-12-07,52791
2017-12-08,52791
2017-12-09,52791
2017-12-10,52791
2017-12-11,52791
2017-12-12,52791
2017-12-13,52791
2017-12-14,52791
2017-12-15,52698
2017-12-16,52698
2017-12-17,52698
2017-12-18,52698
2017-12-19,52698
2017-12-20,52698
2017-12-21,52698
2017-12-22,52698
2017-12-23,52698
2017-12-24,52698
2017-12-25,52698
2017-12-26,52698
2017-12-27,52698
2017-12-28,52698
2017-12-29,52698
2017-12-30,52698
2017-12-31,52698
2018-01-01,52698
2018-01-02,52698
2018-01-03,52698
2018-01-04,52698
2018-01-05,52698
2018-01-06,52698
2018-01-07,52698
2018-01-08,52698
2018-01-09,52698
2018-01-10,52698
2018-01-11,52698
2018-01-12,52698
2018-01-13,52698
2018-01-14,52698
2018-01-15,52901
2018-01-16,52901
2018-01-17,52901
2018-01-18,52901
2018-01-19,52901
2018-01-20,52901
2018-01-21,52901
2018-01-22,52901
2018-01-23,52901
2018-01-24,52901
2018-01-25,52901
2018-01-26,52901
2018-01-27,52901
2018-01-28,52901
2018-01-29,52901
2018-01-30,52901
2018-01-31,52901
2018-02-01,52901
2018-02-02,52901
2018-02-03,52901
2018-02-04,52901
2018-02-05,52901
2018-02-06,52901
2018-02-07,52901
2018-02-08,53170
2018-02-09,53170
2018-02-10,53170
2018-02-11,53170
2018-02-12,53170
2018-02-13,53170
2018-02-14,53170
2018-02-15,53170
2018-02-16,53170
2018-02-17,53170
2018-02-18,53170
2018-02-19,53170
2018-02-20,53170
2018-02-21,53170
2018-02-22,53170
2018-02-23,53170
2018-02-24,53170
2018-02-25,53170
2018-02-26,53170
2018-02-27,53170
2018-02-28,53170
2018-03-01,53170
2018-03-02,53170
2018-03-03,53547
2018-03-04,53547
2018-03-05,53547
2018-03-06,53547
2018-03-07,53547
2018-03-08,53547
2018-03-09,53547
2018-03-10,53547
2018-03-11,53547
2018-03-12,53547
2018-03-13,53547
2018-03-14,53547
2018-03-15,53547
2018-03-16,53547
2018-03-17,53547
2018-03-18,53547
2018-03-20,53547
2018-03-22,53547
2018-03-23,53547
2018-03-24,53547
2018-03-25,53547
2018-03-26,53547
2018-03-27,53547
2018-03-28,53547
2018-03-29,53547
2018-03-30,53547
2018-03-31,53627
2018-04-01,53627
2018-04-02,53627
2018-04-03,53627
2018-04-04,53627
2018-04-05,53627
2018-04-06,53627
2018-04-07,53627
2018-04-08,53627
2018-04-09,53627
2018-04-10,53627
2018-04-11,53627
2018-04-12,53627
2018-04-13,53627
2018-04-14,53627
2018-04-15,53627
2018-04-16,53627
2018-04-17,53627
2018-04-18,53627
2018-04-19,53627
2018-04-20,53627
2018-04-21,53627
2018-04-22,53627
2018-04-23,53627
2018-04-24,53627
2018-04-25,53627
2018-04-26,53627
2018-04-27,53627
2018-04-28,53641
2018-04-29,53641
2018-04-30,53641
2018-05-01,53641
2018-05-02,53641
2018-05-03,53641
2018-05-04,53641
2018-05-05,53641
2018-05-06,53641
2018-05-07,53641
2018-05-08,53641
2018-05-09,53641
2018-05-10,53641
2018-05-11,53641
2018-05-12,53641
2018-05-13,53641
2018-05-14,53641
2018-05-15,53641
2018-05-16,53641
2018-05-17,53641
2018-05-18,53641
2018-05-19,53641
2018-05-20,53641
2018-05-21,53641
2018-05-22,53641
2018-05-23,54200
2018-05-24,54200
2018-05-25,54200
2018-05-26,54200
2018-05-27,54200
2018-05-28,54200
2018-05-29,54200
2018-05-30,54200
2018-05-31,54200
2018-06-01,54200
2018-06-02,54200
2018-06-03,54200
2018-06-04,54200
2018-06-05,54200
2018-06-06,54200
2018-06-07,54200
2018-06-08,54200
2018-06-09,54200
2018-06-10,54200
2018-06-11,54200
2018-06-12,54200
2018-06-13,54200
2018-06-14,54200
2018-06-15,54200
2018-06-16,54200
2018-06-17,54200
2018-06-18,53765
2018-06-19,53765
2018-06-20,53765
2018-06-21,53765
2018-06-22,53765
2018-06-23,53765
2018-06-24,53765
2018-06-25,53765
2018-06-26,53765
2018-06-27,53765
2018-06-28,53765
2018-06-29,53765
2018-06-30,53765
2018-07-01,53765
2018-07-02,53765
2018-07-03,53765
2018-07-04,53765
2018-07-05,53765
2018-07-06,53765
2018-07-07,53765
2018-07-08,53765
2018-07-09,53765
2018-07-10,53765
2018-07-11,53765
2018-07-12,53765
2018-07-13,53765
2018-07-14,53765
2018-07-15,53765
2018-07-16,53765
2018-07-17,53765
2018-07-18,53765
2018-07-19,53765
2018-07-20,53765
2018-07-21,53765
2018-07-22,53765
2018-07-23,53765
2018-07-24,53765
2018-07-25,53765
2018-07-26,53765
2018-07-27,53765
2018-07-28,53765
2018-07-29,53765
2018-07-30,53765
2018-07-31,53765
2018-08-01,53765
2018-08-02,53765
2018-08-03,53765
2018-08-04,52899
2018-08-05,52899
2018-08-06,52899
2018-08-07,52899
2018-08-08,52899
2018-08-09,52899
2018-08-10,52899
2018-08-11,52899
2018-08-12,52899
2018-08-14,52899
2018-08-16,52899
2018-08-17,52899
2018-08-18,52899
2018-08-19,52899
2018-08-20,52899
2018-08-21,52899
2018-08-22,52899
2018-08-23,52899
2018-08-24,52899
2018-08-25,52899
2018-08-26,52899
2018-08-27,52899
2018-08-28,51826
2018-08-29,51826
2018-08-30,51826
2018-08-31,51826
2018-09-01,51826
2018-09-02,51826
2018-09-03,51826
2018-09-04,51826
2018-09-05,51826
2018-09-06,51826
2018-09-07,51826
2018-09-08,51826
2018-09-09,51826
2018-09-10,51826
2018-09-11,51826
2018-09-12,51826
2018-09-13,51826
2018-09-14,51826
2018-09-15,51826
2018-09-16,51826
2018-09-17,51826
2018-09-18,51826
2018-09-19,51826
2018-09-20,51826
2018-09-21,51826
2018-09-22,51618
2018-09-23,51618
2018-09-24,51618
2018-09-25,51618
2018-09-26,51618
2018-09-27,51618
2018-09-28,51618
2018-09-29,51618
2018-09-30,51618
2018-10-01,51618
2018-10-02,51618
2018-10-03,51618
2018-10-04,51618
2018-10-05,51618
2018-10-06,51618
2018-10-07,51618
2018-10-08,51618
2018-10-09,51618
2018-10-10,51618
2018-10-11,51618
2018-10-12,51618
2018-10-13,51618
2018-10-14,51618
2018-10-15,51618
2018-10-16,51618
2018-10-17,52623
2018-10-18,52623
2018-10-19,52623
2018-10-20,52623
2018-10-21,52623
2018-10-22,52623
2018-10-23,52623
2018-10-24,52623
2018-10-25,52623
2018-10-26,52623
2018-10-27,52623
2018-10-28,52623
2018-10-29,52623
2018-10-30,52623
2018-10-31,52623
2018-11-01,52623
2018-11-03,52623
2018-11-04,52623
2018-11-05,52623
2018-11-06,52623
2018-11-07,52623
2018-11-08,52217
2018-11-09,52217
2018-11-10,52217
2018-11-11,52217
2018-11-12,52217
2018-11-13,52217
2018-11-14,52217
2018-11-15,52217
2018-11-16,52217
2018-11-17,52217
2018-11-18,52217
2018-11-19,52217
2018-11-20,52217
2018-11-21,52217
2018-11-22,52217
2018-11-23,52217
2018-11-24,52619
2018-11-25,52619
2018-11-26,52619
2018-11-27,52619
2018-11-28,52619
2018-11-29,52619
2018-12-01,52619
2018-12-02,52619
2018-12-03,52619
2018-12-04,52619
2018-12-05,52619
2018-12-07,52619
2018-12-09,52619
2018-12-10,52619
2018-12-11,52619
2018-12-12,52852
2018-12-13,52852
2018-12-14,52852
2018-12-15,52852
2018-12-16,52852
2018-12-17,52852
2018-12-18,52852
2018-12-19,52852
2018-12-20,52852
2018-12-21,52852
2018-12-22,52852
2018-12-23,52852
2018-12-24,52852
2018-12-25,52852
2018-12-26,52852
2018-12-27,52852
2018-12-28,52852
2018-12-29,53788
2018-12-30,53788
2018-12-31,53788
2019-01-01,53788
2019-01-02,53788
2019-01-03,53788
2019-01-04,53788
2019-01-05,53788
2019-01-06,53788
2019-01-08,53788
2019-01-10,53788
2019-01-11,53788
2019-01-12,54798
2019-01-13,54798
2019-01-14,54798
2019-01-15,54798
2019-01-16,54798
2019-01-17,54798
2019-01-18,54798
2019-01-19,54798
2019-01-20,54798
2019-01-21,54798
2019-01-22,54798
2019-01-23,54798
2019-01-24,53174
2019-01-25,53174
2019-01-26,53174
2019-01-27,53174
2019-01-28,53174
2019-01-29,53174
2019-01-30,53174
2019-01-31,53174
2019-02-01,53174
2019-02-02,53174
2019-02-03,53174
2019-02-04,53174
2019-02-05,53174
2019-02-06,52289
2019-02-07,52289
2019-02-08,52289
2019-02-09,52289
2019-02-10,52289
2019-02-11,52289
2019-02-12,52289
2019-02-13,52289
2019-02-14,52289
2019-02-15,52289
2019-02-16,52289
2019-02-17,52289
2019-02-18,52289
2019-02-19,52289
2019-02-20,52266
2019-02-21,52266
2019-02-22,52266
2019-02-23,52266
2019-02-24,52266
2019-02-25,52266
2019-02-26,52266
2019-02-27,52266
2019-02-28,52266
2019-03-01,52266
2019-03-02,52266
2019-03-03,52266
2019-03-04,52266
2019-03-05,52266
2019-03-06,52266
2019-03-07,52266
2019-03-08,52266
2019-03-09,52266
2019-03-10,52266
2019-03-11,52266
2019-03-12,52266
2019-03-13,52266
2019-03-14,52776
2019-03-15,52776
2019-03-16,52776
2019-03-17,52776
2019-03-18,52776
2019-03-19,52776
2019-03-20,52776
