date_obj,Easter%20egg price
2015-03-26,24938
2015-03-27,24938
2015-03-28,24938
2015-03-29,23780
2015-03-30,22591
2015-03-31,21461
2015-04-01,20387
2015-04-02,19367
2015-04-03,18398
2015-04-04,17478
2015-04-05,16604
2015-04-06,15773
2015-04-07,14984
2015-04-08,14234
2015-04-09,13522
2015-04-10,12845
2015-04-11,12202
2015-04-12,11591
2015-04-13,11011
2015-04-14,10486
2015-04-15,9961
2015-04-16,9506
2015-04-17,9063
2015-04-18,8656
2015-04-19,8255
2015-04-20,7895
2015-04-21,7536
2015-04-22,7207
2015-04-23,6906
2015-04-24,6906
2015-04-25,6665
2015-04-26,6665
2015-04-27,6336
2015-04-28,6071
2015-04-29,6071
2015-04-30,5789
2015-05-01,5524
2015-05-02,5524
2015-05-03,5249
2015-05-04,5249
2015-05-05,4989
2015-05-06,4989
2015-05-07,4801
2015-05-08,4801
2015-05-09,4692
2015-05-10,4692
2015-05-11,4692
2015-05-12,4544
2015-05-13,4544
2015-05-14,4423
2015-05-15,4423
2015-05-16,4423
2015-05-17,4373
2015-05-18,4373
2015-05-19,4373
2015-05-20,4449
2015-05-21,4449
2015-05-22,4449
2015-05-23,4630
2015-05-24,4630
2015-05-25,4849
2015-05-26,4849
2015-05-27,4849
2015-05-28,5058
2015-05-29,5058
2015-05-30,5307
2015-05-31,5307
2015-06-01,5522
2015-06-02,5522
2015-06-03,5522
2015-06-04,5799
2015-06-05,5799
2015-06-06,6052
2015-06-07,6052
2015-06-08,6294
2015-06-09,6294
2015-06-10,6510
2015-06-11,6510
2015-06-12,6510
2015-06-13,6791
2015-06-14,6791
2015-06-15,7100
2015-06-16,7100
2015-06-17,7342
2015-06-18,7342
2015-06-19,7089
2015-06-20,7089
2015-06-21,7177
2015-06-22,7177
2015-06-23,6932
2015-06-24,6932
2015-06-25,6938
2015-06-26,6938
2015-06-27,6906
2015-06-28,6906
2015-06-29,6572
2015-06-30,6572
2015-07-01,6397
2015-07-02,6397
2015-07-03,6187
2015-07-04,6187
2015-07-05,6234
2015-07-06,6234
2015-07-07,6370
2015-07-08,6370
2015-07-09,6370
2015-07-10,6150
2015-07-11,6150
2015-07-12,6150
2015-07-13,6065
2015-07-14,6065
2015-07-15,5958
2015-07-16,5958
2015-07-17,5864
2015-07-18,5864
2015-07-19,5864
2015-07-20,5872
2015-07-21,5872
2015-07-22,5959
2015-07-23,5959
2015-07-24,5971
2015-07-25,5971
2015-07-26,5971
2015-07-27,5938
2015-07-28,5938
2015-07-29,5936
2015-07-30,5936
2015-07-31,5936
2015-08-01,6055
2015-08-02,6055
2015-08-03,6084
2015-08-04,6084
2015-08-05,6281
2015-08-06,6281
2015-08-07,6460
2015-08-08,6460
2015-08-09,6474
2015-08-10,6474
2015-08-11,6719
2015-08-12,6719
2015-08-13,6950
2015-08-14,6950
2015-08-15,7278
2015-08-16,7278
2015-08-17,7487
2015-08-18,7487
2015-08-19,7838
2015-08-20,7838
2015-08-21,7490
2015-08-22,7490
2015-08-23,7703
2015-08-24,7703
2015-08-25,7703
2015-08-26,7636
2015-08-27,7636
2015-08-28,7863
2015-08-29,7863
2015-08-30,8066
2015-08-31,8066
2015-09-01,8198
2015-09-02,8198
2015-09-03,8198
2015-09-04,8441
2015-09-05,8441
2015-09-06,8441
2015-09-07,8777
2015-09-08,8777
2015-09-09,8978
2015-09-10,8978
2015-09-11,9028
2015-09-12,9028
2015-09-13,9439
2015-09-14,9439
2015-09-15,9536
2015-09-16,9536
2015-09-17,9645
2015-09-18,9645
2015-09-19,10055
2015-09-20,10055
2015-09-21,10055
2015-09-22,10121
2015-09-23,10121
2015-09-24,9702
2015-09-25,9702
2015-09-27,9241
2015-09-28,8803
2015-09-29,8803
2015-09-30,8965
2015-10-05,9396
2015-10-06,9477
2015-10-07,9477
2015-10-08,9477
2015-10-09,9134
2015-10-10,9134
2015-10-11,8873
2015-10-12,8873
2015-10-13,8873
2015-10-14,8570
2015-10-15,8570
2015-10-16,8449
2015-10-17,8449
2015-10-18,8449
2015-10-19,8297
2015-10-20,8297
2015-10-22,8085
2015-10-23,8085
2015-10-24,8085
2015-10-25,8163
2015-10-26,8163
2015-10-27,8163
2015-10-29,8502
2015-10-30,8502
2015-10-31,8599
2015-11-01,8599
2015-11-02,8599
2015-11-03,8479
2015-11-04,8479
2015-11-05,8479
2015-11-06,8592
2015-11-07,8592
2015-11-08,8592
2015-11-09,8700
2015-11-10,8700
2015-11-11,8700
2015-11-12,8772
2015-11-13,8772
2015-11-14,8772
2015-11-15,8349
2015-11-16,8349
2015-11-17,8349
2015-11-18,8349
2015-11-19,7941
2015-11-20,7941
2015-11-21,7941
2015-11-22,7543
2015-11-23,7543
2015-11-24,7543
2015-11-25,7342
2015-11-26,7342
2015-11-27,7342
2015-11-28,7202
2015-11-29,7202
2015-11-30,7202
2015-12-01,7167
2015-12-02,7167
2015-12-03,7167
2015-12-04,7032
2015-12-05,7032
2015-12-06,7032
2015-12-07,6861
2015-12-08,6861
2015-12-09,6861
2015-12-10,6916
2015-12-11,6916
2015-12-12,6916
2015-12-13,7022
2015-12-14,7022
2015-12-15,7286
2015-12-16,7286
2015-12-17,7286
2015-12-18,7449
2015-12-19,7449
2015-12-20,7449
2015-12-21,7599
2015-12-22,7599
2015-12-23,7599
2015-12-24,7630
2015-12-25,7630
2015-12-26,7630
2015-12-27,7626
2015-12-28,7626
2015-12-29,7626
2015-12-30,7574
2015-12-31,7574
2016-01-01,7574
2016-01-02,7574
2016-01-03,7581
2016-01-04,7581
2016-01-05,7581
2016-01-06,7749
2016-01-07,7749
2016-01-08,7749
2016-01-09,7749
2016-01-10,7788
2016-01-11,7788
2016-01-12,7788
2016-01-13,7620
2016-01-14,7620
2016-01-15,7620
2016-01-16,7414
2016-01-17,7414
2016-01-18,7414
2016-01-19,7105
2016-01-20,7105
2016-01-21,7105
2016-01-22,7044
2016-01-23,7044
2016-01-24,7044
2016-01-25,7065
2016-01-26,7065
2016-01-27,7065
2016-01-28,7065
2016-01-29,7044
2016-01-30,7044
2016-01-31,7044
2016-02-01,6899
2016-02-02,6899
2016-02-03,6899
2016-02-04,6561
2016-02-05,6561
2016-02-06,6561
2016-02-07,6241
2016-02-08,6241
2016-02-09,6241
2016-02-10,5936
2016-02-11,5936
2016-02-12,5936
2016-02-13,5805
2016-02-14,5805
2016-02-15,5805
2016-02-16,5755
2016-02-17,5755
2016-02-18,5755
2016-02-19,5818
2016-02-20,5818
2016-02-21,5818
2016-02-22,5802
2016-02-23,5802
2016-02-24,5802
2016-02-25,5885
2016-02-26,5885
2016-02-27,5885
2016-02-28,5885
2016-02-29,5917
2016-03-01,5917
2016-03-02,5917
2016-03-03,6127
2016-03-04,6127
2016-03-05,6127
2016-03-06,6055
2016-03-07,6055
2016-03-08,6055
2016-03-09,6055
2016-03-10,5888
2016-03-11,5888
2016-03-12,5888
2016-03-13,5888
2016-03-14,5677
2016-03-15,5677
2016-03-16,5417
2016-03-17,5204
2016-03-18,5224
2016-03-19,5142
2016-03-20,5024
2016-03-21,4991
2016-03-22,4860
2016-03-23,4641
2016-03-24,4408
2016-03-25,4187
2016-03-26,3977
2016-03-27,3805
2016-03-28,3615
2016-03-29,3446
2016-03-30,3305
2016-03-31,3225
2016-04-01,3193
2016-04-02,3193
2016-04-03,3245
2016-04-04,3245
2016-04-05,3291
2016-04-06,3289
2016-04-07,3289
2016-04-08,3268
2016-04-09,3268
2016-04-10,3298
2016-04-11,3298
2016-04-12,3298
2016-04-13,3242
2016-04-14,3242
2016-04-15,3235
2016-04-16,3235
2016-04-17,3186
2016-04-18,3186
2016-04-19,3201
2016-04-20,3201
2016-04-21,3201
2016-04-22,3234
2016-04-23,3234
2016-04-24,3234
2016-04-25,3095
2016-04-26,3095
2016-04-27,2958
2016-04-28,2958
2016-04-29,2958
2016-04-30,2815
2016-05-01,2815
2016-05-02,2815
2016-05-03,2705
2016-05-04,2705
2016-05-05,2576
2016-05-06,2576
2016-05-07,2454
2016-05-08,2454
2016-05-09,2454
2016-05-10,2389
2016-05-11,2389
2016-05-12,2389
2016-05-13,2383
2016-05-14,2383
2016-05-15,2383
2016-05-16,2379
2016-05-17,2379
2016-05-18,2359
2016-05-19,2359
2016-05-22,2444
2016-05-23,2444
2016-05-24,2524
2016-05-25,2524
2016-05-26,2524
2016-05-27,2629
2016-05-28,2629
2016-05-29,2629
2016-05-30,2679
2016-05-31,2679
2016-06-01,2792
2016-06-02,2792
2016-06-03,2792
2016-06-04,2832
2016-06-05,2832
2016-06-06,2832
2016-06-07,2922
2016-06-08,2922
2016-06-09,2930
2016-06-10,2930
2016-06-11,2930
2016-06-12,2989
2016-06-13,2989
2016-06-14,2989
2016-06-15,2990
2016-06-16,2990
2016-06-17,2859
2016-06-18,2859
2016-06-19,2859
2016-06-20,2735
2016-06-21,2735
2016-06-22,2735
2016-06-23,2704
2016-06-24,2704
2016-06-25,2704
2016-06-26,2704
2016-06-27,2667
2016-06-28,2667
2016-06-29,2667
2016-06-30,2611
2016-07-01,2611
2016-07-02,2611
2016-07-03,2567
2016-07-04,2567
2016-07-05,2567
2016-07-06,2480
2016-07-07,2480
2016-07-08,2480
2016-07-09,2389
2016-07-10,2389
2016-07-11,2389
2016-07-12,2360
2016-07-13,2360
2016-07-14,2360
2016-07-15,2360
2016-07-16,2399
2016-07-17,2399
2016-07-18,2399
2016-07-23,2328
2016-07-24,2320
2016-07-25,2320
2016-07-26,2320
2016-07-27,2320
2016-07-28,2320
2016-07-29,2334
2016-07-30,2334
2016-07-31,2334
2016-08-01,2334
2016-08-02,2334
2016-08-03,2421
2016-08-04,2421
2016-08-05,2421
2016-08-06,2421
2016-08-07,2421
2016-08-08,2450
2016-08-09,2450
2016-08-10,2450
2016-08-11,2450
2016-08-12,2450
2016-08-13,2464
2016-08-14,2464
2016-08-15,2464
2016-08-16,2464
2016-08-17,2464
2016-08-18,2526
2016-08-19,2526
2016-08-20,2526
2016-08-21,2526
2016-08-22,2520
2016-08-23,2520
2016-08-24,2520
2016-08-25,2520
2016-08-26,2520
2016-08-28,2487
2016-08-31,2487
2016-09-01,2555
2016-09-02,2555
2016-09-03,2555
2016-09-04,2555
2016-09-05,2555
2016-09-06,2592
