date_obj,Ensouled%20elf%20head price
2016-01-08,3764
2016-01-09,3879
2016-01-10,3686
2016-01-11,3501
2016-01-12,3325
2016-01-13,3160
2016-01-14,3103
2016-01-15,3090
2016-01-16,3013
2016-01-17,2952
2016-01-18,2804
2016-01-19,2745
2016-01-20,2629
2016-01-21,2497
2016-01-22,2372
2016-01-23,2278
2016-01-24,2248
2016-01-25,2135
2016-01-26,2028
2016-01-27,1934
2016-01-28,1904
2016-01-29,1994
2016-01-30,1974
2016-01-31,1949
2016-02-01,1881
2016-02-02,1976
2016-02-03,2075
2016-02-04,2179
2016-02-05,2288
2016-02-06,2393
2016-02-07,2513
2016-02-08,2622
2016-02-09,2672
2016-02-10,2799
2016-02-11,2791
2016-02-12,2656
2016-02-13,2588
2016-02-14,2511
2016-02-15,2391
2016-02-16,2286
2016-02-17,2197
2016-02-18,2132
2016-02-19,2124
2016-02-20,2143
2016-02-21,2129
2016-02-22,2024
2016-02-23,1975
2016-02-24,1921
2016-02-25,1831
2016-02-26,1747
2016-02-27,1808
2016-02-28,1887
2016-02-29,1982
2016-03-01,2082
2016-03-02,2187
2016-03-03,2297
2016-03-04,2359
2016-03-05,2321
2016-03-06,2297
2016-03-07,2248
2016-03-08,2209
2016-03-09,2320
2016-03-10,2419
2016-03-11,2540
2016-03-12,2641
2016-03-13,2774
2016-03-14,2913
2016-03-15,3055
2016-03-16,3059
2016-03-17,2918
2016-03-18,2865
2016-03-19,2852
2016-03-20,2965
2016-03-21,3114
2016-03-22,3148
2016-03-23,3120
2016-03-24,2990
2016-03-25,2946
2016-03-26,3094
2016-03-27,3199
2016-03-28,3045
2016-03-29,2892
2016-03-30,2748
2016-03-31,2610
2016-04-01,2479
2016-04-02,2540
2016-04-03,2422
2016-04-04,2306
2016-04-05,2212
2016-04-06,2101
2016-04-07,1998
2016-04-08,1983
2016-04-09,1965
2016-04-10,1890
2016-04-11,1890
2016-04-12,1898
2016-04-13,1967
2016-04-14,2028
2016-04-15,2019
2016-04-16,2068
2016-04-17,2170
2016-04-18,2075
2016-04-19,2033
2016-04-20,2071
2016-04-21,2050
2016-04-22,2053
2016-04-23,2085
2016-04-24,2078
2016-04-25,2084
2016-04-26,2112
2016-04-27,2030
2016-04-28,1928
2016-04-29,1894
2016-04-30,1890
2016-05-01,1944
2016-05-02,1957
2016-05-03,1881
2016-05-04,1849
2016-05-05,1868
2016-05-06,1807
2016-05-07,1767
2016-05-08,1678
2016-05-09,1608
2016-05-10,1600
2016-05-11,1526
2016-05-12,1523
2016-05-13,1526
2016-05-14,1533
2016-05-15,1476
2016-05-16,1440
2016-05-17,1447
2016-05-18,1508
2016-05-19,1566
2016-05-22,1465
2016-05-23,1499
2016-05-24,1485
2016-05-25,1454
2016-05-26,1470
2016-05-27,1452
2016-05-28,1443
2016-05-29,1392
2016-05-30,1340
2016-05-31,1273
2016-06-01,1306
2016-06-02,1372
2016-06-03,1441
2016-06-04,1514
2016-06-05,1590
2016-06-06,1550
2016-06-07,1519
2016-06-08,1498
2016-06-09,1538
2016-06-10,1587
2016-06-11,1531
2016-06-12,1543
2016-06-13,1531
2016-06-14,1507
2016-06-15,1501
2016-06-16,1500
2016-06-17,1505
2016-06-18,1500
2016-06-19,1535
2016-06-20,1500
2016-06-21,1504
2016-06-22,1507
2016-06-23,1522
2016-06-24,1587
2016-06-25,1591
2016-06-26,1594
2016-06-27,1603
2016-06-28,1673
2016-06-29,1757
2016-06-30,1845
2016-07-01,1938
2016-07-02,2035
2016-07-03,2075
2016-07-04,2109
2016-07-05,2148
2016-07-06,2178
2016-07-07,2153
2016-07-08,2160
2016-07-09,2154
2016-07-10,2197
2016-07-11,2229
2016-07-12,2309
2016-07-13,2390
2016-07-14,2363
2016-07-15,2355
2016-07-16,2357
2016-07-17,2286
2016-07-18,2181
2016-07-23,2315
2016-07-24,2429
2016-07-25,2468
2016-07-26,2486
2016-07-27,2390
2016-07-28,2447
2016-07-29,2440
2016-07-30,2469
2016-07-31,2401
2016-08-01,2281
2016-08-02,2204
2016-08-03,2172
2016-08-04,2163
2016-08-05,2054
2016-08-06,2086
2016-08-07,2047
2016-08-08,1952
2016-08-09,2024
2016-08-10,2066
2016-08-11,2146
2016-08-12,2132
2016-08-13,2093
2016-08-14,2084
2016-08-15,2094
2016-08-16,2191
2016-08-17,2278
2016-08-18,2182
2016-08-19,2178
2016-08-20,2169
2016-08-21,2078
2016-08-22,2101
2016-08-23,2173
2016-08-24,2121
2016-08-25,2094
2016-08-26,2094
2016-08-28,2126
2016-08-31,2052
2016-09-01,2037
2016-09-02,2037
2016-09-03,1938
2016-09-04,1884
2016-09-05,1955
2016-09-06,1859
2016-09-07,1784
2016-09-08,1698
2016-09-09,1642
2016-09-10,1725
2016-09-11,1812
2016-09-12,1871
2016-09-13,1867
2016-09-14,1773
2016-09-15,1693
2016-09-16,1608
2016-09-17,1535
2016-09-18,1566
2016-09-19,1642
2016-09-20,1643
2016-09-21,1645
2016-09-22,1650
2016-09-23,1653
2016-09-24,1653
2016-09-25,1720
2016-09-26,1806
2016-09-27,1897
2016-09-28,1992
2016-09-29,2081
2016-09-30,2186
2016-10-01,2296
2016-10-02,2381
2016-10-03,2500
2016-10-04,2521
2016-10-05,2509
2016-10-06,2509
2016-10-07,2500
2016-10-08,2489
2016-10-09,2471
2016-10-10,2533
2016-10-11,2454
2016-10-12,2331
2016-10-13,2350
2016-10-14,2232
2016-10-15,2195
2016-10-16,2130
2016-10-17,2105
2016-10-18,2211
2016-10-19,2176
2016-10-20,2189
2016-10-21,2155
2016-10-22,2060
2016-10-23,1974
2016-10-24,1897
2016-10-25,1835
2016-10-26,1807
2016-10-27,1814
2016-10-28,1809
2016-10-29,1839
2016-10-30,1864
2016-10-31,1898
2016-11-01,1993
2016-11-02,2060
2016-11-03,2060
2016-11-04,2062
2016-11-05,2058
2016-11-06,2027
2016-11-07,1925
2016-11-08,1840
2016-11-09,1775
2016-11-10,1693
2016-11-11,1610
2016-11-12,1558
2016-11-13,1538
2016-11-14,1591
2016-11-15,1616
2016-12-07,1794
2016-12-08,1775
2016-12-09,1728
2016-12-10,1748
2016-12-11,1824
2016-12-12,1737
2016-12-13,1727
2016-12-14,1801
2016-12-15,1892
2016-12-16,1936
2016-12-17,1967
2016-12-18,2032
2016-12-19,2016
2016-12-20,2012
2016-12-21,1960
2016-12-22,1974
2016-12-23,1988
2016-12-24,2042
2016-12-25,1952
2016-12-26,1867
2016-12-27,1905
2016-12-28,1958
2016-12-29,1920
2016-12-30,1961
2016-12-31,1983
2017-01-01,2071
2017-01-02,2090
2017-01-03,2174
2017-01-04,2213
2017-01-05,2138
2017-01-06,2072
2017-01-07,2015
2017-01-08,1975
2017-01-09,1941
2017-01-10,1891
2017-01-11,1857
2017-01-12,1802
2017-01-13,1828
2017-01-14,1864
2017-01-15,1901
2017-01-16,1869
2017-01-17,1793
2017-01-18,1816
2017-01-19,1851
2017-01-20,1944
2017-01-21,1930
2017-01-22,1836
2017-01-23,1791
2017-01-27,1752
2017-01-28,1787
2017-01-29,1877
2017-01-30,1910
2017-01-31,1941
2017-02-01,1907
2017-02-02,1812
2017-02-03,1739
2017-02-04,1796
2017-02-05,1790
2017-02-06,1761
2017-02-07,1803
2017-02-08,1781
2017-02-09,1797
2017-02-10,1825
2017-02-11,1833
2017-02-12,1831
2017-02-13,1889
2017-02-14,1977
2017-02-15,2049
2017-02-16,2152
2017-02-18,2373
2017-02-19,2455
2017-02-20,2341
2017-02-21,2239
2017-02-22,2203
2017-02-23,2098
2017-02-24,2099
2017-02-25,2085
2017-02-26,2039
2017-02-27,2000
2017-02-28,1927
2017-03-01,2002
2017-03-02,2023
2017-03-03,2082
2017-03-04,2069
2017-03-05,2014
2017-03-06,1992
2017-03-07,2026
2017-03-08,2124
2017-03-09,2068
2017-03-10,2028
2017-03-11,2011
2017-03-12,2045
2017-03-13,2046
2017-03-14,2084
2017-03-15,2065
2017-03-16,2054
2017-03-17,2060
2017-03-18,1972
2017-03-19,1995
2017-03-20,2053
2017-03-21,1957
2017-03-22,1942
2017-03-23,1959
2017-03-24,1948
2017-03-25,1893
2017-03-26,1875
2017-03-27,1906
2017-03-28,1963
2017-03-29,1914
2017-03-30,1822
2017-03-31,1912
2017-04-01,1990
2017-04-02,2090
2017-04-03,2164
2017-04-04,2218
2017-04-12,1983
2017-04-13,1924
2017-04-14,1987
2017-04-15,1987
2017-04-16,2022
2017-04-17,1949
2017-04-18,2032
2017-04-19,2069
2017-04-20,2168
2017-04-21,2164
2017-04-22,2090
2017-04-23,1987
2017-04-24,2006
2017-04-25,2021
2017-04-26,2034
2017-04-27,2004
2017-04-28,1956
2017-04-29,1929
2017-04-30,1964
2017-05-01,1959
2017-05-02,1925
2017-05-03,1828
2017-05-04,1786
2017-05-05,1848
2017-05-06,1901
2017-05-07,1918
2017-05-08,1900
2017-05-09,1857
2017-05-10,1787
2017-05-11,1697
2017-05-12,1769
2017-05-13,1749
2017-05-14,1755
2017-05-15,1747
2017-05-16,1820
2017-05-17,1810
2017-05-18,1821
2017-05-19,1827
2017-05-20,1817
2017-05-21,1856
2017-05-22,1875
2017-05-23,1950
2017-05-24,2048
2017-05-25,2016
2017-05-26,2037
2017-05-27,2049
2017-05-28,2080
2017-05-29,2048
2017-05-30,2098
2017-05-31,2089
2017-06-01,2025
2017-06-02,2018
2017-06-03,2098
2017-06-04,2054
2017-06-05,2031
2017-06-06,2052
2017-06-07,2035
2017-06-08,2103
2017-06-09,2069
2017-06-10,2042
2017-06-11,2026
2017-06-12,2016
2017-06-13,2019
2017-06-14,2058
2017-06-15,2100
2017-06-16,2119
2017-06-17,2144
2017-06-18,2245
2017-06-19,2351
2017-06-20,2275
2017-06-21,2248
2017-06-22,2149
2017-06-23,2113
2017-06-24,2112
2017-06-25,2102
2017-06-26,2073
2017-06-27,2052
2017-06-28,2021
2017-06-29,2041
2017-06-30,1977
2017-07-01,1883
2017-07-02,1817
2017-07-03,1796
2017-07-04,1792
2017-07-05,1759
2017-07-06,1774
2017-07-07,1723
2017-07-08,1711
2017-07-13,1827
2017-07-14,1788
2017-07-15,1726
2017-07-16,1783
2017-07-17,1752
2017-07-18,1804
2017-07-19,1813
2017-07-20,1889
2017-07-21,1976
2017-07-22,2075
2017-07-23,2177
2017-07-24,2286
2017-07-25,2332
2017-07-26,2309
2017-07-27,2425
2017-07-28,2503
2017-07-29,2529
2017-07-30,2481
2017-07-31,2372
2017-08-01,2337
2017-08-02,2435
2017-08-03,2557
2017-08-04,2683
2017-08-05,2738
2017-08-06,2762
2017-08-09,2798
2017-08-10,2805
2017-08-11,2765
2017-08-12,2771
2017-08-13,2763
2017-08-14,2772
2017-08-15,2839
2017-08-16,2794
2017-08-17,2754
2017-08-18,2797
2017-08-19,2768
2017-08-20,2705
2017-08-21,2569
2017-08-22,2479
2017-08-23,2355
2017-08-24,2238
2017-08-25,2142
2017-08-26,2172
2017-08-27,2088
2017-08-28,1983
2017-08-29,2042
2017-08-30,2013
2017-08-31,2087
2017-09-01,2145
2017-09-03,2183
2017-09-04,2263
2017-09-05,2240
2017-09-06,2187
2017-09-07,2139
2017-09-08,2032
2017-09-09,2016
2017-09-10,2117
2017-09-11,2163
2017-09-12,2208
2017-09-13,2187
2017-09-14,2187
2017-09-15,2191
2017-09-16,2214
2017-09-17,2214
2017-09-18,2115
2017-09-19,2117
2017-09-20,2098
2017-09-21,2202
2017-09-22,2313
2017-09-23,2360
2017-09-24,2472
2017-09-25,2596
2017-09-26,2601
2017-09-27,2529
2017-09-28,2506
2017-09-29,2499
2017-09-30,2603
2017-10-01,2630
2017-10-02,2666
2017-10-03,2600
2017-10-04,2626
2017-10-05,2607
2017-10-06,2662
2017-10-07,2616
2017-10-08,2606
2017-10-09,2595
2017-10-10,2544
2017-10-11,2416
2017-10-12,2341
2017-10-13,2273
2017-10-14,2159
2017-10-15,2055
2017-10-16,2106
2017-10-17,2212
2017-10-18,2264
2017-10-19,2276
2017-10-20,2234
2017-10-21,2125
2017-10-22,2127
2017-10-23,2102
2017-10-24,2111
2017-10-25,2086
2017-10-26,2106
2017-10-27,2037
2017-10-28,2030
2017-10-29,1930
2017-10-30,1869
2017-10-31,1924
2017-11-01,1967
2017-11-02,2022
2017-11-03,2047
2017-11-04,2117
2017-11-05,2223
2017-11-06,2324
2017-11-07,2331
2017-11-08,2252
2017-11-09,2145
2017-11-10,2092
2017-11-11,2124
2017-11-12,2053
2017-11-13,2055
2017-11-14,2093
2017-11-15,2003
2017-11-16,2041
2017-11-17,2066
2017-11-18,2056
2017-11-19,2056
2017-11-20,2048
2017-11-21,2065
2017-11-22,2050
2017-11-23,2079
2017-11-24,2140
2017-11-25,2187
2017-11-26,2134
2017-11-27,2104
2017-11-28,2086
2017-11-29,2053
2017-11-30,2092
2017-12-01,2110
2017-12-02,2117
2017-12-03,2103
2017-12-04,2130
2017-12-05,2108
2017-12-06,2030
2017-12-07,2038
2017-12-08,1952
2017-12-09,2042
2017-12-10,2060
2017-12-11,2085
2017-12-12,2043
2017-12-13,2050
2017-12-14,2147
2017-12-15,2122
2017-12-16,2047
2017-12-17,2088
2017-12-18,2075
2017-12-19,2055
2017-12-20,2026
2017-12-21,1985
2017-12-22,1900
2017-12-23,1850
2017-12-24,1825
2017-12-25,1749
2017-12-26,1740
2017-12-27,1708
2017-12-28,1697
2017-12-29,1654
2017-12-30,1631
2017-12-31,1619
2018-01-01,1540
2018-01-02,1593
2018-01-03,1583
2018-01-04,1503
2018-01-05,1523
2018-01-06,1550
2018-01-07,1560
2018-01-08,1580
2018-01-09,1594
2018-01-10,1612
2018-01-11,1619
2018-01-12,1629
2018-01-13,1652
2018-01-14,1692
2018-01-15,1659
2018-01-16,1584
2018-01-17,1569
2018-01-18,1603
2018-01-19,1588
2018-01-20,1605
2018-01-21,1655
2018-01-22,1718
2018-01-23,1671
2018-01-25,1741
2018-01-26,1734
2018-01-27,1692
2018-01-28,1674
2018-01-29,1698
2018-01-30,1739
2018-01-31,1772
2018-02-01,1839
2018-02-02,1887
2018-02-03,1915
2018-02-04,1847
2018-02-05,1805
2018-02-06,1826
2018-02-07,1829
2018-02-08,1835
2018-02-09,1878
2018-02-10,1902
2018-02-11,1992
2018-02-12,2011
2018-02-13,2032
2018-02-14,2134
2018-02-15,2212
2018-02-16,2229
2018-02-17,2264
2018-02-18,2296
2018-02-19,2330
2018-02-20,2368
2018-02-21,2391
2018-02-22,2401
2018-02-23,2399
2018-02-24,2360
2018-02-25,2359
2018-02-26,2395
2018-02-27,2501
2018-02-28,2524
2018-03-01,2498
2018-03-02,2468
2018-03-03,2354
2018-03-04,2248
2018-03-05,2183
2018-03-06,2119
2018-03-07,2200
2018-03-08,2210
2018-03-09,2197
2018-03-10,2127
2018-03-11,2089
2018-03-12,2136
2018-03-13,2243
2018-03-14,2336
2018-03-15,2313
2018-03-16,2325
2018-03-17,2348
2018-03-18,2296
2018-03-20,2299
2018-03-21,2275
2018-03-23,2406
2018-03-24,2459
2018-03-25,2414
2018-03-26,2435
2018-03-27,2514
2018-03-28,2499
2018-03-29,2500
2018-03-30,2451
2018-03-31,2372
2018-04-01,2362
2018-04-02,2265
2018-04-03,2316
2018-04-04,2330
2018-04-05,2406
2018-04-06,2418
2018-04-07,2406
2018-04-08,2355
2018-04-09,2406
2018-04-10,2412
2018-04-11,2339
2018-04-12,2286
2018-04-13,2198
2018-04-14,2191
2018-04-15,2251
2018-04-16,2364
2018-04-17,2483
2018-04-18,2567
2018-04-19,2630
2018-04-20,2661
2018-04-21,2755
2018-04-22,2814
2018-04-23,2811
2018-04-24,2853
2018-04-25,2710
2018-04-26,2648
2018-04-27,2703
2018-04-28,2583
2018-04-29,2522
2018-04-30,2523
2018-05-01,2534
2018-05-03,2687
2018-05-04,2760
2018-05-05,2719
2018-05-07,2516
2018-05-08,2617
2018-05-09,2568
2018-05-10,2441
2018-05-11,2332
2018-05-12,2216
2018-05-13,2272
2018-05-14,2355
2018-05-15,2346
2018-05-16,2369
2018-05-17,2482
2018-05-18,2457
2018-05-19,2438
2018-05-20,2470
2018-05-21,2481
2018-05-22,2505
2018-05-23,2542
2018-05-24,2642
2018-05-25,2629
2018-05-26,2615
2018-05-27,2660
2018-05-28,2751
2018-05-29,2774
2018-05-30,2646
2018-05-31,2513
2018-06-01,2437
2018-06-02,2402
2018-06-03,2325
2018-06-04,2236
2018-06-05,2152
2018-06-06,2241
2018-06-07,2313
2018-06-08,2342
2018-06-09,2432
2018-06-10,2405
2018-06-11,2347
2018-06-12,2298
2018-06-13,2248
2018-06-14,2323
2018-06-15,2394
2018-06-16,2389
2018-06-17,2370
2018-06-18,2362
2018-06-19,2405
2018-06-20,2375
2018-06-21,2351
2018-06-22,2285
2018-06-23,2200
2018-06-24,2114
2018-06-25,2117
2018-06-26,2021
2018-06-27,2077
2018-06-28,2028
2018-06-29,1953
2018-06-30,1878
2018-07-01,1889
2018-07-02,1982
2018-07-03,2009
2018-07-04,1998
2018-07-05,2073
2018-07-06,2044
2018-07-07,1971
2018-07-08,1936
2018-07-09,1936
2018-07-10,1975
2018-07-11,2010
2018-07-12,2035
2018-07-13,2100
2018-07-14,2078
2018-07-15,2178
2018-07-16,2248
2018-07-17,2244
2018-07-18,2172
2018-07-19,2205
2018-07-20,2227
2018-07-21,2339
2018-07-22,2359
2018-07-23,2340
2018-07-24,2308
2018-07-25,2404
2018-07-26,2479
2018-07-27,2455
2018-07-28,2465
2018-07-29,2509
2018-07-30,2450
2018-07-31,2351
2018-08-01,2308
2018-08-02,2295
2018-08-03,2410
2018-08-04,2408
2018-08-05,2482
2018-08-06,2437
2018-08-07,2348
2018-08-08,2264
2018-08-09,2156
2018-08-10,2113
2018-08-11,2046
2018-08-12,2041
2018-08-14,2069
2018-08-16,2096
2018-08-17,2147
2018-08-18,2210
2018-08-19,2215
2018-08-20,2282
2018-08-21,2279
2018-08-22,2231
2018-08-23,2221
2018-08-24,2123
2018-08-25,2162
2018-08-26,2163
2018-08-27,2267
2018-08-28,2342
2018-08-29,2460
2018-08-30,2529
2018-08-31,2605
2018-09-01,2633
2018-09-02,2746
2018-09-03,2654
2018-09-04,2578
2018-09-05,2475
2018-09-06,2406
2018-09-07,2334
2018-09-08,2333
2018-09-09,2450
2018-09-10,2548
2018-09-11,2589
2018-09-12,2483
2018-09-13,2371
2018-09-14,2486
2018-09-15,2606
2018-09-16,2737
2018-09-17,2840
2018-09-18,2899
2018-09-19,2918
2018-09-20,2861
2018-09-21,2854
2018-09-22,2939
2018-09-23,2960
2018-09-24,2925
2018-09-25,2801
2018-09-26,2871
2018-09-27,2799
2018-09-28,2800
2018-09-29,2778
2018-09-30,2669
2018-10-01,2535
2018-10-02,2408
2018-10-03,2351
2018-10-04,2273
2018-10-05,2346
2018-10-06,2306
2018-10-07,2243
2018-10-08,2356
2018-10-09,2474
2018-10-10,2598
2018-10-11,2728
2018-10-12,2863
2018-10-13,2921
2018-10-14,2870
2018-10-15,2895
2018-10-16,2900
2018-10-17,2764
2018-10-18,2777
2018-10-19,2663
2018-10-20,2644
2018-10-21,2547
2018-10-22,2445
2018-10-23,2348
2018-10-24,2444
2018-10-25,2523
2018-10-26,2522
2018-10-27,2558
2018-10-28,2452
2018-10-29,2444
2018-10-30,2428
2018-10-31,2421
2018-11-01,2435
2018-11-03,2524
2018-11-04,2560
2018-11-05,2489
2018-11-06,2435
2018-11-07,2431
2018-11-08,2453
2018-11-09,2524
2018-11-10,2524
2018-11-11,2520
2018-11-12,2556
2018-11-13,2664
2018-11-14,2618
2018-11-15,2550
2018-11-16,2495
2018-11-17,2459
2018-11-18,2368
2018-11-19,2431
2018-11-20,2459
2018-11-21,2570
2018-11-22,2523
2018-11-23,2540
2018-11-24,2477
2018-11-25,2432
2018-11-26,2375
2018-11-27,2382
2018-11-28,2437
2018-11-29,2462
2018-12-01,2439
2018-12-02,2517
2018-12-03,2426
2018-12-04,2422
2018-12-05,2451
2018-12-07,2482
2018-12-09,2310
2018-12-10,2386
2018-12-11,2387
2018-12-12,2501
2018-12-13,2596
2018-12-14,2583
2018-12-15,2464
2018-12-16,2476
2018-12-17,2386
2018-12-18,2325
2018-12-19,2380
2018-12-20,2392
2018-12-21,2376
2018-12-22,2365
2018-12-23,2363
2018-12-24,2317
2018-12-25,2338
2018-12-26,2455
2018-12-27,2469
2018-12-28,2509
2018-12-29,2423
2018-12-30,2495
2018-12-31,2481
2019-01-01,2410
2019-01-02,2430
2019-01-03,2402
