date_obj,Revenant%20ether price
2017-11-23,238
2017-11-24,226
2017-11-25,214
2017-11-26,203
2017-11-27,192
2017-11-28,182
2017-11-29,172
2017-11-30,167
2017-12-01,171
2017-12-02,173
2017-12-03,170
2017-12-04,168
2017-12-05,160
2017-12-06,153
2017-12-07,151
2017-12-08,154
2017-12-09,153
2017-12-10,152
2017-12-11,156
2017-12-12,158
2017-12-14,162
2017-12-15,170
2017-12-16,165
2017-12-17,158
2017-12-18,157
2017-12-19,155
2017-12-20,150
2017-12-21,143
2017-12-22,135
2017-12-23,128
2017-12-24,128
2017-12-25,126
2017-12-26,128
2017-12-27,131
2017-12-28,131
2017-12-29,135
2017-12-30,135
2017-12-31,134
2018-01-01,132
2018-01-02,132
2018-01-03,134
2018-01-04,132
2018-01-05,134
2018-01-06,138
2018-01-07,137
2018-01-08,135
2018-01-09,140
2018-01-10,146
2018-01-11,151
2018-01-12,153
2018-01-13,161
2018-01-14,170
2018-01-15,177
2018-01-16,177
2018-01-17,177
2018-01-18,169
2018-01-19,169
2018-01-20,165
2018-01-21,165
2018-01-22,163
2018-01-23,156
2018-01-24,156
2018-01-25,151
2018-01-26,150
2018-01-27,158
2018-01-28,166
2018-01-29,175
2018-01-31,177
2018-02-01,175
2018-02-02,169
2018-02-03,167
2018-02-04,168
2018-02-05,173
2018-02-06,177
2018-02-07,175
2018-02-08,166
2018-02-09,157
2018-02-10,149
2018-02-11,141
2018-02-12,133
2018-02-13,126
2018-02-14,119
2018-02-15,113
2018-02-16,107
2018-02-17,101
2018-02-18,95
2018-02-19,90
2018-02-20,85
2018-02-21,84
2018-02-22,89
2018-02-23,91
2018-02-24,86
2018-02-25,81
2018-02-26,76
2018-02-27,72
2018-02-28,68
2018-03-01,67
2018-03-02,63
2018-03-03,62
2018-03-04,60
2018-03-05,59
2018-03-06,57
2018-03-07,57
2018-03-08,57
2018-03-09,58
2018-03-10,60
2018-03-11,62
2018-03-12,63
2018-03-13,63
2018-03-14,63
2018-03-15,60
2018-03-16,59
2018-03-17,58
2018-03-18,58
2018-03-19,57
2018-03-20,55
2018-03-21,53
2018-03-23,50
2018-03-24,50
2018-03-26,54
2018-03-27,57
2018-03-29,63
2018-03-30,67
2018-03-31,71
2018-04-01,75
2018-04-02,79
2018-04-03,83
2018-04-04,87
2018-04-05,87
2018-04-06,87
2018-04-08,86
2018-04-09,84
2018-04-10,82
2018-04-11,84
2018-04-12,85
2018-04-13,87
2018-04-14,86
2018-04-15,87
2018-04-16,89
2018-04-17,87
2018-04-18,87
2018-04-19,88
2018-04-20,86
2018-04-21,84
2018-04-22,83
2018-04-23,85
2018-04-24,86
2018-04-25,86
2018-04-26,86
2018-04-27,83
2018-04-28,80
2018-04-29,80
2018-04-30,81
2018-05-01,80
2018-05-02,79
2018-05-03,78
2018-05-04,75
2018-05-05,72
2018-05-06,71
2018-05-07,69
2018-05-08,69
2018-05-09,68
2018-05-10,65
2018-05-11,65
2018-05-12,67
2018-05-13,67
2018-05-14,67
2018-05-15,69
2018-05-16,69
2018-05-17,69
2018-05-18,68
2018-05-19,66
2018-05-20,63
2018-05-21,60
2018-05-22,58
2018-05-23,57
2018-05-24,58
2018-05-25,60
2018-05-26,62
2018-05-27,65
2018-05-28,66
2018-05-29,62
2018-05-30,60
2018-05-31,59
2018-06-01,60
2018-06-02,60
2018-06-03,60
2018-06-04,61
2018-06-05,61
2018-06-06,60
2018-06-07,58
2018-06-08,56
2018-06-09,54
2018-06-10,54
2018-06-11,54
2018-06-12,54
2018-06-13,56
2018-06-14,58
2018-06-15,60
2018-06-16,62
2018-06-17,62
2018-06-18,61
2018-06-19,62
2018-06-20,62
2018-06-21,61
2018-06-22,60
2018-06-23,59
2018-06-24,58
2018-06-25,58
2018-06-26,58
2018-06-27,61
2018-06-28,65
2018-06-29,69
2018-06-30,73
2018-07-01,77
2018-07-02,81
2018-07-03,86
2018-07-04,91
2018-07-05,96
2018-07-06,101
2018-07-07,101
2018-07-08,97
2018-07-09,94
2018-07-10,91
2018-07-11,95
2018-07-12,94
2018-07-13,93
2018-07-14,91
2018-07-15,92
2018-07-16,93
2018-07-17,97
2018-07-18,101
2018-07-19,103
2018-07-20,104
2018-07-21,105
2018-07-22,110
2018-07-23,116
2018-07-24,121
2018-07-25,117
2018-07-26,113
2018-07-27,111
2018-07-28,105
2018-07-29,99
2018-07-30,94
2018-07-31,89
2018-08-01,84
2018-08-02,82
2018-08-03,84
2018-08-04,87
2018-08-05,90
2018-08-06,93
2018-08-07,93
2018-08-08,93
2018-08-09,92
2018-08-10,91
2018-08-11,88
2018-08-12,86
2018-08-14,87
2018-08-16,84
2018-08-17,83
2018-08-18,81
2018-08-19,81
2018-08-20,81
2018-08-21,84
2018-08-22,84
2018-08-23,86
2018-08-24,88
2018-08-25,92
2018-08-26,92
2018-08-27,92
2018-08-28,92
2018-08-29,91
2018-08-30,90
2018-08-31,90
2018-09-01,90
2018-09-02,92
2018-09-03,95
2018-09-04,95
2018-09-05,95
2018-09-06,94
2018-09-07,92
2018-09-08,91
2018-09-09,91
2018-09-10,90
2018-09-11,91
2018-09-12,91
2018-09-13,91
2018-09-14,89
2018-09-15,88
2018-09-16,88
2018-09-17,87
2018-09-18,86
2018-09-19,84
2018-09-20,86
2018-09-21,87
2018-09-22,90
2018-09-23,93
2018-09-24,98
2018-09-25,102
2018-09-26,107
2018-09-27,113
2018-09-28,119
2018-09-29,124
2018-09-30,131
2018-10-02,143
2018-10-03,143
2018-10-04,142
2018-10-05,139
2018-10-06,136
2018-10-07,135
2018-10-08,133
2018-10-09,132
2018-10-10,131
2018-10-11,125
2018-10-12,120
2018-10-13,118
2018-10-14,116
2018-10-15,113
2018-10-16,112
2018-10-17,112
2018-10-18,112
2018-10-19,112
2018-10-20,112
2018-10-21,113
2018-10-22,113
2018-10-23,115
2018-10-24,120
2018-10-25,126
2018-10-26,128
2018-10-27,131
2018-10-28,135
2018-10-29,137
2018-10-30,136
2018-10-31,136
2018-11-01,137
2018-11-03,147
2018-11-04,150
2018-11-05,157
2018-11-06,165
2018-11-07,174
2018-11-08,177
2018-11-09,176
2018-11-10,177
2018-11-11,178
2018-11-12,178
2018-11-13,177
2018-11-14,176
2018-11-15,175
2018-11-16,172
2018-11-17,164
2018-11-18,163
2018-11-19,161
2018-11-20,162
2018-11-21,161
2018-11-22,162
2018-11-23,161
2018-11-24,161
2018-11-25,159
2018-11-26,162
2018-11-27,168
2018-11-28,174
2018-11-29,176
2018-12-01,175
2018-12-02,175
2018-12-03,174
2018-12-04,176
2018-12-05,178
2018-12-07,178
2018-12-09,176
2018-12-10,175
2018-12-11,175
2018-12-13,176
2018-12-14,175
2018-12-15,175
2018-12-16,175
2018-12-17,175
2018-12-18,175
2018-12-19,176
2018-12-20,176
2018-12-21,176
2018-12-22,176
2018-12-23,177
2018-12-24,178
2018-12-25,177
2018-12-26,176
2018-12-27,176
2018-12-28,170
2018-12-29,168
2018-12-30,168
2018-12-31,171
2019-01-01,172
2019-01-02,173
2019-01-03,172
2019-01-04,173
2019-01-05,173
2019-01-06,173
2019-01-08,174
2019-01-10,166
2019-01-11,162
2019-01-12,160
2019-01-13,158
2019-01-14,158
2019-01-15,164
2019-01-16,169
2019-01-17,169
2019-01-18,168
2019-01-19,171
2019-01-20,172
2019-01-21,173
2019-01-22,174
2019-01-23,176
2019-01-25,175
2019-01-26,175
2019-01-27,175
2019-01-29,175
2019-01-30,174
2019-01-31,174
2019-02-01,174
2019-02-02,174
2019-02-03,175
2019-02-04,175
2019-02-05,176
2019-02-06,176
2019-02-07,175
2019-02-08,175
2019-02-09,175
2019-02-10,176
2019-02-11,176
2019-02-12,176
2019-02-13,177
2019-02-14,176
2019-02-15,177
2019-02-16,177
2019-02-17,178
2019-02-18,177
2019-02-19,177
2019-02-20,176
2019-02-21,176
2019-02-22,175
2019-02-23,173
2019-02-24,171
2019-02-25,176
2019-02-26,175
2019-02-27,176
2019-02-28,176
2019-03-01,175
2019-03-02,175
2019-03-03,176
2019-03-04,177
2019-03-05,177
2019-03-06,176
2019-03-07,176
2019-03-08,176
2019-03-09,176
2019-03-10,178
2019-03-11,178
2019-03-12,178
2019-03-13,176
2019-03-14,174
2019-03-15,172
2019-03-16,172
2019-03-17,173
2019-03-18,173
2019-03-19,175
2019-03-20,178
2019-03-21,177
2019-03-22,176
2019-03-23,176
2019-03-24,177
2019-03-25,178
2019-03-26,179
2019-03-27,177
2019-03-28,176
2019-03-29,176
2019-03-30,177
2019-03-31,178
2019-04-01,178
2019-04-02,177
2019-04-03,175
2019-04-04,175
2019-04-05,175
2019-04-06,176
2019-04-07,177
2019-04-08,177
2019-04-09,177
2019-04-10,177
2019-04-11,177
2019-04-12,177
2019-04-13,175
2019-04-14,176
2019-04-15,175
2019-04-16,173
2019-04-17,171
2019-04-18,175
2019-04-19,176
2019-04-20,177
2019-04-21,176
2019-04-22,174
2019-04-23,175
2019-04-24,176
2019-04-25,176
2019-04-26,174
2019-04-27,173
2019-04-28,174
2019-04-29,174
2019-04-30,175
2019-05-01,175
2019-05-02,176
2019-05-03,176
2019-05-04,172
2019-05-05,174
2019-05-06,175
2019-05-07,175
2019-05-08,176
2019-05-09,176
2019-05-10,176
2019-05-11,175
2019-05-12,173
2019-05-13,174
2019-05-14,175
2019-05-15,176
2019-05-16,176
2019-05-17,176
2019-05-18,175
2019-05-19,175
2019-05-20,176
2019-05-21,176
2019-05-22,176
2019-05-23,177
2019-05-24,176
2019-05-25,174
2019-05-26,174
2019-05-27,175
2019-05-28,175
2019-05-29,176
2019-05-30,177
2019-05-31,176
2019-06-01,175
2019-06-02,177
2019-06-03,177
2019-06-04,178
2019-06-05,177
2019-06-06,177
2019-06-07,176
2019-06-08,177
2019-06-09,177
2019-06-10,177
2019-06-11,179
2019-06-12,178
2019-06-13,178
2019-06-14,175
2019-06-15,173
2019-06-16,174
2019-06-17,177
2019-06-18,177
2019-06-19,177
2019-06-20,177
2019-06-21,179
2019-06-22,178
2019-06-23,177
2019-06-24,177
2019-06-25,177
2019-06-26,177
2019-06-27,177
2019-06-28,176
2019-06-29,175
2019-06-30,177
2019-07-01,177
2019-07-02,177
2019-07-03,176
2019-07-04,176
2019-07-05,174
2019-07-06,173
2019-07-07,173
2019-07-08,176
2019-07-09,177
2019-07-10,177
2019-07-11,176
2019-07-12,177
2019-07-13,177
2019-07-14,177
2019-07-15,177
2019-07-16,176
2019-07-17,175
2019-07-18,174
2019-07-19,176
2019-07-20,175
2019-07-21,176
2019-07-22,176
2019-07-23,177
2019-07-24,176
2019-07-25,177
2019-07-26,177
2019-07-27,175
2019-07-28,174
2019-07-29,174
2019-07-30,176
2019-07-31,177
2019-08-01,178
2019-08-02,177
2019-08-03,178
2019-08-04,176
2019-08-05,176
2019-08-06,177
2019-08-07,178
2019-08-08,177
2019-08-09,177
2019-08-10,174
2019-08-11,174
2019-08-12,175
2019-08-13,175
2019-08-14,175
2019-08-15,176
2019-08-16,176
2019-08-17,176
2019-08-18,177
2019-08-19,177
2019-08-20,177
2019-08-21,177
2019-08-22,179
2019-08-23,177
2019-08-24,176
2019-08-24,176
2019-08-25,176
2019-08-25,176
2019-08-26,176
2019-08-26,176
2019-08-27,176
2019-08-27,176
2019-08-28,176
2019-08-29,177
2019-08-30,177
2019-08-31,176
2019-09-01,178
2019-09-02,177
2019-09-03,176
2019-09-04,174
2019-09-05,174
2019-09-06,173
2019-09-07,172
2019-09-08,171
2019-09-09,174
2019-09-10,176
2019-09-11,175
2019-09-12,173
2019-09-13,172
2019-09-14,173
2019-09-15,173
2019-09-16,175
2019-09-17,175
2019-09-18,177
2019-09-19,177
2019-09-20,175
2019-09-21,175
2019-09-22,173
2019-09-23,175
2019-09-24,175
2019-09-25,176
2019-09-26,175
2019-09-27,174
2019-09-28,172
2019-09-29,167
2019-09-30,169
2019-10-01,173
2019-10-02,175
2019-10-03,176
2019-10-04,178
2019-10-05,177
2019-10-06,175
2019-10-07,175
2019-10-08,176
2019-10-09,178
2019-10-10,178
2019-10-11,173
2019-10-12,174
2019-10-13,175
2019-10-14,176
2019-10-15,176
2019-10-16,175
2019-10-17,175
2019-10-18,176
2019-10-19,175
2019-10-20,175
2019-10-21,175
2019-10-22,175
2019-10-23,175
2019-10-24,176
2019-10-25,175
2019-10-26,175
2019-10-27,175
2019-10-28,175
2019-10-29,175
2019-10-30,176
2019-10-31,176
2019-11-01,175
2019-11-02,175
2019-11-03,175
2019-11-04,175
2019-11-05,175
2019-11-06,175
2019-11-07,175
2019-11-08,175
2019-11-09,175
2019-11-10,175
2019-11-11,176
2019-11-12,176
2019-11-13,176
2019-11-14,176
2019-11-15,176
2019-11-16,176
2019-11-17,176
2019-11-18,176
2019-11-19,176
2019-11-20,176
2019-11-21,175
2019-11-22,176
2019-11-23,176
2019-11-24,176
2019-11-25,176
2019-11-26,176
2019-11-27,175
2019-11-28,173
2019-11-29,172
2019-11-30,171
2019-12-01,172
2019-12-02,174
2019-12-03,175
2019-12-04,177
2019-12-05,175
2019-12-06,175
2019-12-07,175
2019-12-08,174
2019-12-09,174
2019-12-10,174
2019-12-11,174
2019-12-12,173
2019-12-13,172
2019-12-14,171
2019-12-15,171
2019-12-16,174
2019-12-17,175
2019-12-18,175
2019-12-19,174
2019-12-20,174
2019-12-21,175
2019-12-22,175
2019-12-23,174
2019-12-24,174
2019-12-25,175
2019-12-26,176
2019-12-27,176
2019-12-28,175
2019-12-29,175
2019-12-30,174
2019-12-31,174
2020-01-01,174
2020-01-02,174
2020-01-03,174
2020-01-04,174
2020-01-05,175
2020-01-06,175
2020-01-07,175
2020-01-08,173
2020-01-09,173
2020-01-10,172
2020-01-11,170
2020-01-12,171
2020-01-13,172
2020-01-14,173
2020-01-15,173
2020-01-16,173
2020-01-17,173
2020-01-18,173
2020-01-19,174
2020-01-20,174
2020-01-21,174
2020-01-22,173
2020-01-23,172
2020-01-24,172
2020-01-25,172
2020-01-26,172
2020-01-27,172
2020-01-28,173
2020-01-29,174
2020-01-30,174
2020-01-31,174
2020-02-01,174
2020-02-02,175
2020-02-03,175
2020-02-04,175
2020-02-05,174
2020-02-06,168
2020-02-07,164
2020-02-08,164
2020-02-09,166
2020-02-10,171
2020-02-11,175
2020-02-12,174
2020-02-13,173
2020-02-14,173
2020-02-15,173
2020-02-16,173
2020-02-17,176
2020-02-18,176
2020-02-19,175
