date_obj,Arcane%20spirit%20shield price
2015-10-13,80771755
2015-10-14,80649485
2015-10-15,80296982
2015-10-16,79536913
2015-10-17,79536913
2015-10-18,78436394
2015-10-19,77286254
2015-10-20,77121443
2015-10-22,77198346
2015-10-23,76937228
2015-10-24,76742221
2015-10-25,76530526
2015-10-26,75374406
2015-10-27,74510377
2015-10-28,74101153
2015-10-29,71382860
2015-10-30,69741798
2015-10-31,70778608
2015-11-01,70572930
2015-11-02,70483905
2015-11-03,69544491
2015-11-04,68924021
2015-11-05,68017257
2015-11-06,67662831
2015-11-07,66901336
2015-11-08,66542205
2015-11-09,66737410
2015-11-10,66966461
2015-11-11,66718829
2015-11-12,66617653
2015-11-13,66850671
2015-11-14,68041578
2015-11-15,70135656
2015-11-16,71927820
2015-11-17,71908406
2015-11-18,71922254
2015-11-19,72067512
2015-11-20,73093641
2015-11-21,74009286
2015-11-22,74485454
2015-11-23,74485454
2015-11-24,72416379
2015-11-25,70603839
2015-11-26,70452580
2015-11-27,71174362
2015-11-28,71881260
2015-11-29,71427712
2015-11-30,71236357
2015-12-01,71599888
2015-12-02,71986354
2015-12-03,72421727
2015-12-04,72698674
2015-12-05,72674094
2015-12-06,72848424
2015-12-07,73664056
2015-12-08,74379592
2015-12-09,75757215
2015-12-10,76512798
2015-12-11,77946923
2015-12-12,78328100
2015-12-13,79279621
2015-12-14,79204983
2015-12-15,78044492
2015-12-16,77486965
2015-12-17,76899033
2015-12-18,76433338
2015-12-19,77153874
2015-12-20,77164783
2015-12-21,75404964
2015-12-22,75532977
2015-12-23,75917777
2015-12-24,76477492
2015-12-25,76753838
2015-12-26,77478177
2015-12-27,78042746
2015-12-28,78534002
2015-12-29,77671239
2015-12-30,77130064
2015-12-31,79145282
2016-01-01,78610826
2016-01-02,78253738
2016-01-03,79199033
2016-01-04,78810700
2016-01-05,78703385
2016-01-06,78824412
2016-01-07,78647064
2016-01-08,78874808
2016-01-09,78679782
2016-01-10,78632410
2016-01-11,78369248
2016-01-12,77908101
2016-01-13,77544978
2016-01-14,76600775
2016-01-15,76414136
2016-01-16,76203993
2016-01-17,76254171
2016-01-18,76678162
2016-01-19,77387126
2016-01-20,76844310
2016-01-21,75721148
2016-01-22,75449744
2016-01-23,75437453
2016-01-24,75567981
2016-01-25,75829703
2016-01-26,75813177
2016-01-27,75810790
2016-01-28,76264342
2016-01-29,77252223
2016-01-30,78289254
2016-01-31,78190269
2016-02-01,77663442
2016-02-02,77036641
2016-02-03,76934382
2016-02-04,77194867
2016-02-05,77214018
2016-02-06,77080062
2016-02-07,77146989
2016-02-08,76921562
2016-02-09,76797534
2016-02-10,76915658
2016-02-11,76957069
2016-02-12,77383254
2016-02-13,77652253
2016-02-14,77773194
2016-02-15,77706462
2016-02-16,77829530
2016-02-17,77668771
2016-02-18,77454293
2016-02-19,77070234
2016-02-20,76127293
2016-02-21,74279559
2016-02-22,72612945
2016-02-23,71251671
2016-02-24,72183027
2016-02-25,74116932
2016-02-26,74205755
2016-02-27,74435472
2016-02-28,73905670
2016-02-29,73349110
2016-03-01,73439154
2016-03-02,73497851
2016-03-03,74178984
2016-03-04,74261975
2016-03-05,74414386
2016-03-06,74065362
2016-03-07,74366255
2016-03-08,74486597
2016-03-09,74842757
2016-03-10,74652923
2016-03-11,74506830
2016-03-12,74319890
2016-03-13,74057420
2016-03-14,74143043
2016-03-15,74492097
2016-03-16,74809175
2016-03-17,74935465
2016-03-18,75015962
2016-03-19,74437158
2016-03-20,74462652
2016-03-21,74049709
2016-03-22,73357868
2016-03-23,73365837
2016-03-24,73382503
2016-03-25,73474613
2016-03-26,73940060
2016-03-27,74158545
2016-03-28,73911985
2016-03-29,73220296
2016-03-30,72843147
2016-03-31,70126054
2016-04-01,69321715
2016-04-02,70750990
2016-04-03,71935672
2016-04-04,72105111
2016-04-05,72757255
2016-04-06,72176882
2016-04-07,71414058
2016-04-08,70979975
2016-04-09,70363589
2016-04-10,69962195
2016-04-11,69504927
2016-04-12,69811441
2016-04-13,70374931
2016-04-14,70637858
2016-04-15,71349827
2016-04-16,71454931
2016-04-17,71122450
2016-04-18,70976469
2016-04-19,70930643
2016-04-20,70956615
2016-04-21,71187651
2016-04-22,71547461
2016-04-23,72426149
2016-04-24,72506508
2016-04-25,72676219
2016-04-26,72621567
2016-04-27,72427256
2016-04-28,72210109
2016-04-29,72043057
2016-04-30,71884529
2016-05-01,71980457
2016-05-02,72750676
2016-05-03,73571064
2016-05-04,73710159
2016-05-05,73456691
2016-05-06,73350093
2016-05-07,72381289
2016-05-08,71708848
2016-05-09,71262999
2016-05-10,71587702
2016-05-11,72298982
2016-05-12,72654469
2016-05-13,72698769
2016-05-14,72080241
2016-05-15,71845616
2016-05-16,71705465
2016-05-17,72201033
2016-05-18,72898178
2016-05-19,73343944
2016-05-22,74409047
2016-05-23,74824948
2016-05-24,74784355
2016-05-25,74110365
2016-05-26,73197401
2016-05-27,72365906
2016-05-28,72658685
2016-05-29,73336134
2016-05-30,73339289
2016-05-31,73519182
2016-06-01,73852754
2016-06-02,74121112
2016-06-03,73926869
2016-06-04,73928563
2016-06-05,73905882
2016-06-06,73909718
2016-06-07,73889629
2016-06-08,73793921
2016-06-09,74222519
2016-06-10,74265442
2016-06-11,74389163
2016-06-12,74351361
2016-06-13,74307619
2016-06-14,74184086
2016-06-15,73801942
2016-06-16,73274916
2016-06-17,72860719
2016-06-18,72865224
2016-06-19,72991567
2016-06-20,73167918
2016-06-21,73405816
2016-06-22,73527082
2016-06-23,73865353
2016-06-24,73717016
2016-06-25,73874066
2016-06-26,73727457
2016-06-27,73455493
2016-06-28,72873061
2016-06-29,72485485
2016-06-30,72524991
2016-07-01,72353583
2016-07-02,72430642
2016-07-03,72697346
2016-07-04,73330609
2016-07-05,73838502
2016-07-06,74348287
2016-07-07,75122736
2016-07-08,75775910
2016-07-09,76717733
2016-07-10,77270174
2016-07-11,77767604
2016-07-12,77971616
2016-07-13,78288118
2016-07-14,78113604
2016-07-15,77594303
2016-07-16,77837714
2016-07-17,77973262
2016-07-18,78682382
2016-07-23,79818099
2016-07-24,80489748
2016-07-25,81399668
2016-07-26,81757325
2016-07-27,81795555
2016-07-28,80732680
2016-07-29,81108273
2016-07-30,80959789
2016-07-31,81454936
2016-08-01,82682381
2016-08-02,82775738
2016-08-03,84282898
2016-08-04,86088168
2016-08-05,84933176
2016-08-06,84130416
2016-08-07,84285213
2016-08-08,85642047
2016-08-09,86167914
2016-08-10,86945447
2016-08-11,87065616
2016-08-12,87932668
2016-08-13,89358061
2016-08-14,90333172
2016-08-15,87652025
2016-08-16,83320756
2016-08-17,79942884
2016-08-18,78264397
2016-08-19,81135932
2016-08-20,83741103
2016-08-21,85043132
2016-08-22,85315754
2016-08-23,81993838
2016-08-24,82118288
2016-08-25,83651083
2016-08-26,83408024
2016-08-28,84024767
2016-08-31,83746087
2016-09-01,83789837
2016-09-02,84088178
2016-09-03,84010842
2016-09-04,83466540
2016-09-05,81642998
2016-09-06,81273271
2016-09-07,81098795
2016-09-08,81336998
2016-09-09,81540895
2016-09-10,80993803
2016-09-11,80562006
2016-09-12,80060991
2016-09-13,79533931
2016-09-14,79238883
2016-09-15,78369815
2016-09-16,76525546
2016-09-17,74528001
2016-09-18,74055042
2016-09-19,75919828
2016-09-20,78060953
2016-09-21,78397662
2016-09-22,77631390
2016-09-23,76957265
2016-09-24,76853701
2016-09-25,76601370
2016-09-26,75611684
2016-09-27,76371414
2016-09-28,75720306
2016-09-29,74564180
2016-09-30,74640458
2016-10-01,75056768
2016-10-02,74738321
2016-10-03,74347898
2016-10-04,74013969
2016-10-05,74300983
2016-10-06,75274113
2016-10-07,75356179
2016-10-08,75646780
2016-10-09,75404912
2016-10-10,75454405
2016-10-11,75668255
2016-10-12,76007935
2016-10-13,75829403
2016-10-14,75835689
2016-10-15,76117235
2016-10-16,76416970
2016-10-17,76264406
2016-10-18,76543471
2016-10-19,76815710
2016-10-20,76667559
2016-10-21,76834960
2016-10-22,77120279
2016-10-23,76883007
2016-10-24,76323206
2016-10-25,76426953
2016-10-26,76796508
2016-10-27,77101476
2016-10-28,76894502
2016-10-29,77195875
2016-10-30,76914258
2016-10-31,76653351
2016-11-01,76574625
2016-11-02,76315840
2016-11-03,75873298
2016-11-04,76348407
2016-11-05,76469105
2016-11-06,76357445
2016-11-07,76482914
2016-11-08,75882318
2016-11-09,75695015
2016-11-10,75220640
2016-11-11,74515593
2016-11-12,73617978
2016-11-13,74601226
2016-11-14,74898636
2016-11-15,75060381
2016-12-07,75279967
2016-12-08,75288122
2016-12-09,74984453
2016-12-10,74929087
2016-12-11,75122067
2016-12-12,75033137
2016-12-13,74747771
2016-12-14,74895481
2016-12-15,75096315
2016-12-16,75157234
2016-12-17,76081804
2016-12-18,76463038
2016-12-19,77721779
2016-12-20,78080328
2016-12-21,77909842
2016-12-22,78128521
2016-12-23,77823832
2016-12-24,77415429
2016-12-25,77229165
2016-12-26,77058581
2016-12-27,77108356
2016-12-28,76699570
2016-12-29,76305590
2016-12-30,75974195
2016-12-31,76012153
2017-01-01,76465716
2017-01-02,76340135
2017-01-03,75777211
2017-01-04,74244721
2017-01-05,71426205
2017-01-06,72680952
2017-01-07,75980194
2017-01-08,79472239
2017-01-09,81726867
2017-01-10,85303575
2017-01-11,85802406
2017-01-12,87880895
2017-01-13,89987343
2017-01-14,87775677
2017-01-15,86385375
2017-01-16,88790414
2017-01-17,89784566
2017-01-18,90980125
2017-01-19,91082879
2017-01-20,92836774
2017-01-21,93766035
2017-01-22,95051639
2017-01-23,92360245
2017-01-27,93628657
2017-01-28,94371080
2017-01-29,94647883
2017-01-30,95492320
2017-01-31,97699021
2017-02-01,97513214
2017-02-02,98226446
2017-02-03,100958588
2017-02-04,101690837
2017-02-05,104149444
2017-02-06,105077435
2017-02-07,109381834
2017-02-08,109941354
2017-02-09,104444286
2017-02-10,101333339
2017-02-11,102041855
2017-02-12,105068500
2017-02-13,106180342
2017-02-14,108865184
2017-02-15,109102362
2017-02-16,110088602
2017-02-18,112859081
2017-02-19,114623743
2017-02-20,117742975
2017-02-21,120907346
2017-02-22,125326194
2017-02-23,129445058
2017-02-24,135816257
2017-02-25,141514886
2017-02-26,145379246
2017-02-27,147955038
2017-02-28,148408610
2017-03-01,140989516
2017-03-02,134000387
2017-03-03,127554595
2017-03-04,123516852
2017-03-05,117631699
2017-03-06,116236783
2017-03-07,120851444
2017-03-08,120168700
2017-03-09,122232898
2017-03-10,127612464
2017-03-11,132152345
2017-03-12,127421634
2017-03-13,122145099
2017-03-14,120906837
2017-03-15,122940454
2017-03-16,124672818
2017-03-17,121822283
2017-03-18,118137094
2017-03-19,114464978
2017-03-20,108815301
2017-03-21,112058649
2017-03-22,116818862
2017-03-23,118859173
2017-03-24,117318303
2017-03-25,117041029
2017-03-26,117237185
2017-03-27,117375700
2017-03-28,117787993
2017-03-29,117451396
2017-03-30,118782456
2017-03-31,121111515
2017-04-01,121617074
2017-04-02,122412018
2017-04-03,123226514
2017-04-04,124459221
2017-04-05,123280344
2017-04-12,120512879
2017-04-13,114802827
2017-04-14,109886292
2017-04-15,114553527
2017-04-16,117443139
2017-04-17,115092132
2017-04-18,114364631
2017-04-19,114716423
2017-04-20,117300856
2017-04-21,118758211
2017-04-22,118955196
2017-04-23,118922411
2017-04-24,119133147
2017-04-25,118632802
2017-04-26,119586843
2017-04-27,121116633
2017-04-28,122279250
2017-04-29,123353441
2017-04-30,122483167
2017-05-01,121421961
2017-05-02,120560794
2017-05-03,121494125
2017-05-04,121938570
2017-05-05,121877042
2017-05-06,122876767
2017-05-07,123910094
2017-05-08,124137904
2017-05-09,125340930
2017-05-10,125619328
2017-05-11,125611762
2017-05-12,125874666
2017-05-13,126301409
2017-05-14,126145893
2017-05-15,127016284
2017-05-16,128359806
2017-05-17,130094677
2017-05-18,131672778
2017-05-19,134585534
2017-05-20,132242145
2017-05-21,132571089
2017-05-22,132300613
2017-05-23,131402654
2017-05-24,128286325
2017-05-25,121872008
2017-05-26,115790663
2017-05-27,114178356
2017-05-28,113128914
2017-05-29,112431166
2017-05-30,113249288
2017-05-31,117990660
2017-06-01,115226351
2017-06-02,113331315
2017-06-03,112711204
2017-06-04,113810494
2017-06-05,114165640
2017-06-06,114587489
2017-06-07,114548948
2017-06-08,113756868
2017-06-09,110830089
2017-06-10,105335458
2017-06-11,100068685
2017-06-12,97218034
2017-06-13,102010935
2017-06-14,104394218
2017-06-15,106740258
2017-06-16,108739392
2017-06-17,108509458
2017-06-18,105261324
2017-06-19,103575288
2017-06-20,102145789
2017-06-21,98361527
2017-06-22,100231304
2017-06-23,101806660
2017-06-24,101079857
2017-06-25,100074796
2017-06-26,97584945
2017-06-27,94981920
2017-06-28,97216803
2017-06-29,98581917
2017-06-30,97868302
2017-07-01,97018532
2017-07-02,96369249
2017-07-03,95926970
2017-07-04,97105383
2017-07-05,95073294
2017-07-06,95634132
2017-07-07,95420616
2017-07-08,94701041
2017-07-09,95126766
2017-07-13,88386666
2017-07-14,87715738
2017-07-15,89606740
2017-07-16,89266368
2017-07-17,91500708
2017-07-18,90380746
2017-07-19,90217435
2017-07-20,91167006
2017-07-21,91665681
2017-07-22,91721981
2017-07-23,91786051
2017-07-24,91313685
2017-07-25,91498009
2017-07-26,91144558
2017-07-27,89295727
2017-07-28,87933640
2017-07-29,87532374
2017-07-30,86422892
2017-07-31,86808539
2017-08-01,88478872
2017-08-02,88146876
2017-08-03,87949567
2017-08-04,87706650
2017-08-05,88244538
2017-08-06,88686044
2017-08-07,88912156
2017-08-08,88457009
2017-08-09,87460440
2017-08-10,87992039
2017-08-11,88709682
2017-08-12,88924787
2017-08-13,89206319
2017-08-14,89324266
2017-08-15,88881511
2017-08-16,89093771
2017-08-17,89266601
2017-08-18,89914192
2017-08-19,91213181
2017-08-20,91675585
2017-08-21,91257380
2017-08-22,91144899
2017-08-23,90540138
2017-08-24,90163677
2017-08-25,89444405
2017-08-26,89691380
2017-08-27,90531133
2017-08-28,90296627
2017-08-29,89937893
2017-08-30,88139931
2017-08-31,87005140
2017-09-01,87529731
2017-09-02,87509584
2017-09-03,87451915
2017-09-04,88010286
2017-09-05,87835885
2017-09-06,87603348
2017-09-07,88251509
2017-09-08,91553039
2017-09-09,90405374
2017-09-10,89612534
2017-09-11,88817796
2017-09-12,89227313
2017-09-13,88696531
2017-09-14,88794482
2017-09-15,89157017
2017-09-16,89445798
2017-09-17,89326221
2017-09-18,89055406
2017-09-19,89151161
2017-09-20,89181633
2017-09-22,90388857
2017-09-23,90441910
2017-09-24,90597361
2017-09-25,90640207
2017-09-26,90558443
2017-09-27,90556374
2017-09-28,91100906
2017-09-29,91862976
2017-09-30,93504930
2017-10-01,93723355
2017-10-02,93279083
2017-10-03,92606368
2017-10-04,92217223
2017-10-05,91759524
2017-10-06,91237505
2017-10-07,92113661
2017-10-08,91913124
2017-10-09,91862102
2017-10-10,92306755
2017-10-11,92058103
2017-10-12,92035696
2017-10-13,92086686
2017-10-14,92564421
2017-10-15,92638211
2017-10-16,92069953
2017-10-17,91908015
2017-10-18,91945516
2017-10-19,91948927
2017-10-20,91453909
2017-10-21,91556571
2017-10-22,90914445
2017-10-23,90289212
2017-10-24,90825025
2017-10-25,90890164
2017-10-26,90027047
2017-10-27,89572361
2017-10-28,89987773
2017-10-29,89667095
2017-10-30,89653663
2017-10-31,90840840
2017-11-01,91896032
2017-11-02,91573981
2017-11-03,91856787
2017-11-04,91658634
2017-11-05,91492023
2017-11-06,91581063
2017-11-07,92127033
2017-11-08,92563168
2017-11-09,92387475
2017-11-10,92748475
2017-11-11,92953077
2017-11-12,93217662
2017-11-13,94723796
2017-11-14,95276863
2017-11-15,94687684
2017-11-16,94544798
2017-11-17,95741899
2017-11-18,96145070
2017-11-19,96051651
2017-11-20,95678341
2017-11-21,95378751
2017-11-22,95045979
2017-11-23,95695488
2017-11-24,97256374
2017-11-25,98862507
2017-11-26,99023490
2017-11-27,99075186
2017-11-28,99354742
2017-11-29,98886776
2017-11-30,98678272
2017-12-01,99139843
2017-12-02,99125270
2017-12-03,99063982
2017-12-04,98760243
2017-12-05,99215749
2017-12-06,100043729
2017-12-07,100034905
2017-12-08,100814012
2017-12-09,102407746
2017-12-10,104625202
2017-12-11,104157872
2017-12-12,103206238
2017-12-13,101123321
2017-12-14,99325283
2017-12-15,101798948
2017-12-16,102238773
2017-12-17,102509638
2017-12-18,103055522
2017-12-19,102861089
2017-12-20,102543267
2017-12-21,102513625
2017-12-22,103290815
2017-12-23,104062139
2017-12-24,105239965
2017-12-25,104420542
2017-12-26,103649537
2017-12-27,103667602
2017-12-28,104691992
2017-12-29,105225121
2017-12-30,105535987
2017-12-31,106576613
2018-01-01,105502927
2018-01-02,105969792
2018-01-03,107365618
2018-01-04,102611893
2018-01-05,99980332
2018-01-06,100258468
2018-01-07,101616571
2018-01-08,101707706
2018-01-09,101889771
2018-01-10,102416338
2018-01-11,103331558
2018-01-12,103661635
2018-01-13,103394667
2018-01-14,102291768
2018-01-15,102190099
2018-01-16,102037026
2018-01-17,100799391
2018-01-18,100443288
2018-01-19,101235452
2018-01-20,102627578
2018-01-21,103685474
2018-01-22,104004280
2018-01-23,103239501
2018-01-24,102731853
2018-01-25,103125307
2018-01-26,103755239
2018-01-27,105754833
2018-01-28,106153616
2018-01-29,105739054
2018-01-30,105302312
2018-01-31,104582193
2018-02-01,104341336
2018-02-02,104216912
2018-02-03,104754483
2018-02-04,105015029
2018-02-05,105374998
2018-02-06,105260727
2018-02-07,105052016
2018-02-08,105792344
2018-02-09,106339349
2018-02-10,106310799
2018-02-11,107150736
2018-02-12,106465485
2018-02-13,105205875
2018-02-14,105296368
2018-02-15,106193779
2018-02-16,106762287
2018-02-17,107180759
2018-02-18,107347693
2018-02-19,106613035
2018-02-20,106957083
2018-02-21,108466334
2018-02-22,108677560
2018-02-23,111512630
2018-02-24,113678914
2018-02-25,115513186
2018-02-26,115866514
2018-02-27,116631762
2018-02-28,116012737
2018-03-01,117197374
2018-03-02,118206296
2018-03-03,119309534
2018-03-04,121515274
2018-03-05,119610847
2018-03-06,116830902
2018-03-07,115821930
2018-03-08,117108315
2018-03-09,117617654
2018-03-10,117767019
2018-03-11,117611865
2018-03-12,117556504
2018-03-13,117420963
2018-03-14,117289605
2018-03-15,117339207
2018-03-16,118285552
2018-03-17,119618787
2018-03-18,120094731
2018-03-20,121969518
2018-03-22,123831647
2018-03-23,127050957
2018-03-24,130040644
2018-03-25,131165327
2018-03-26,128518160
2018-03-27,122990189
2018-03-28,121977839
2018-03-29,123429452
2018-03-30,123098911
2018-03-31,123820992
2018-04-01,123437168
2018-04-02,124324488
2018-04-03,125900280
2018-04-04,127645671
2018-04-05,128269342
2018-04-06,129695518
2018-04-07,130574723
2018-04-08,131447659
2018-04-09,131471008
2018-04-10,131519355
2018-04-11,131034024
2018-04-12,133120675
2018-04-13,134322586
2018-04-14,135606614
2018-04-15,136527794
2018-04-16,139201385
2018-04-17,140699649
2018-04-18,144993447
2018-04-19,147658123
2018-04-20,150539597
2018-04-21,148297075
2018-04-22,144731586
2018-04-23,138070612
2018-04-24,136769216
2018-04-25,138230420
2018-04-26,139202113
2018-04-27,142649933
2018-04-28,144406228
2018-04-29,143540938
2018-04-30,144404458
2018-05-01,145425330
2018-05-02,144970610
2018-05-03,145696222
2018-05-04,145961287
2018-05-05,147250562
2018-05-06,147118116
2018-05-07,146738868
2018-05-08,147187760
2018-05-09,143817505
2018-05-10,136626629
2018-05-11,133085354
2018-05-12,138210245
2018-05-13,139792510
2018-05-14,140129970
2018-05-15,139780406
2018-05-16,141041188
2018-05-17,142667037
2018-05-18,143555403
2018-05-19,146173499
2018-05-20,147855219
2018-05-21,146880234
2018-05-22,147260299
2018-05-23,144896993
2018-05-24,144758836
2018-05-25,146128272
2018-05-26,148238981
2018-05-27,147922594
2018-05-28,148199702
2018-05-29,147164431
2018-05-30,145825233
2018-05-31,142327575
2018-06-01,145002405
2018-06-02,146411194
2018-06-03,145410199
2018-06-04,144751018
2018-06-05,145349532
2018-06-06,143902219
2018-06-07,137027383
2018-06-08,134109054
2018-06-09,131081735
2018-06-10,125327989
2018-06-11,119061589
2018-06-12,113143560
2018-06-13,115220301
2018-06-14,120863525
2018-06-15,124033222
2018-06-16,127686532
2018-06-17,129854891
2018-06-18,132523432
2018-06-19,130419367
2018-06-20,128484165
2018-06-21,123939212
2018-06-22,122906897
2018-06-23,123157497
2018-06-24,122742765
2018-06-25,122494269
2018-06-26,122216018
2018-06-27,121951584
2018-06-28,121006515
2018-06-29,122057587
2018-06-30,124203726
2018-07-01,124109330
2018-07-02,123721886
2018-07-03,123756194
2018-07-04,123676252
2018-07-05,123511562
2018-07-06,123171464
2018-07-07,123964751
2018-07-08,123250664
2018-07-09,122030563
2018-07-10,121689771
2018-07-11,121371870
2018-07-12,119146425
2018-07-13,120347510
2018-07-14,121600547
2018-07-15,122123195
2018-07-16,123659446
2018-07-17,125884409
2018-07-18,125644706
2018-07-19,128077324
2018-07-20,128498385
2018-07-21,129186101
2018-07-22,131243568
2018-07-23,129734255
2018-07-24,127449433
2018-07-25,126787715
2018-07-26,126886322
2018-07-27,125187249
2018-07-28,125471892
2018-07-29,125460669
2018-07-30,125381381
2018-07-31,125630452
2018-08-01,125756578
2018-08-02,126937112
2018-08-03,127753613
2018-08-04,127041449
2018-08-05,125819551
2018-08-06,125610555
2018-08-07,124240774
2018-08-08,120700810
2018-08-09,119941008
2018-08-10,118620999
2018-08-11,118878280
2018-08-12,120303349
2018-08-14,117923940
2018-08-16,115090927
2018-08-17,118416012
2018-08-18,120056670
2018-08-19,121824450
2018-08-20,122563370
2018-08-21,123121673
2018-08-22,123205678
2018-08-23,122532985
2018-08-24,121628200
2018-08-25,122748845
2018-08-26,122633728
2018-08-27,122609812
2018-08-28,123921001
2018-08-29,124475017
2018-08-30,125139735
2018-08-31,126684901
2018-09-01,126240298
2018-09-02,125632706
2018-09-03,124004376
2018-09-04,122083192
2018-09-05,122878899
2018-09-06,122625337
2018-09-07,123022969
2018-09-08,122369839
2018-09-09,121083277
2018-09-10,119534899
2018-09-11,119225453
2018-09-12,119779865
2018-09-13,121019988
2018-09-14,122339997
2018-09-15,124183991
2018-09-16,122593210
2018-09-17,122993128
2018-09-18,122855104
2018-09-19,122852091
2018-09-20,124605124
2018-09-21,124935419
2018-09-22,125152379
2018-09-23,125025063
2018-09-24,124657189
2018-09-25,124508015
2018-09-26,124004048
2018-09-27,123867273
2018-09-28,124229842
2018-09-29,123388082
2018-09-30,124269166
2018-10-01,124694346
2018-10-02,124249871
2018-10-03,124721261
2018-10-04,126013818
2018-10-05,127946916
2018-10-06,129685808
2018-10-07,126711223
2018-10-08,126640770
2018-10-09,126466927
2018-10-10,127745813
2018-10-11,128104027
2018-10-12,128187718
2018-10-13,129740721
2018-10-14,131379165
2018-10-15,130462332
2018-10-16,132477370
2018-10-17,131027133
2018-10-18,129941990
2018-10-19,128318067
2018-10-20,128910730
2018-10-21,129820956
2018-10-22,131032955
2018-10-23,130267022
2018-10-24,131604782
2018-10-25,132600459
2018-10-26,133805912
2018-10-27,137624512
2018-10-28,136139401
2018-10-29,135419058
2018-10-30,134999018
2018-10-31,133005045
2018-11-01,132771608
2018-11-03,135568094
2018-11-04,135286972
2018-11-05,136766093
2018-11-06,137392260
2018-11-07,136830392
2018-11-08,137018161
