date_obj,Rune%20kiteshield price
2019-03-30,32183
2019-03-31,32196
2019-04-01,32191
2019-04-02,32180
2019-04-03,32201
2019-04-04,32171
2019-04-05,32170
2019-04-06,32165
2019-04-07,32170
2019-04-08,32180
2019-04-09,32178
2019-04-10,32197
2019-04-11,32126
2019-04-12,32114
2019-04-13,32147
2019-04-14,32146
2019-04-15,32163
2019-04-16,32179
2019-04-17,32196
2019-04-18,32215
2019-04-19,32251
2019-04-20,32251
2019-04-21,32248
2019-04-22,32269
2019-04-23,32185
2019-04-24,32156
2019-04-25,32169
2019-04-26,32165
2019-04-27,32180
2019-04-28,32168
2019-04-29,32157
2019-04-30,32159
2019-05-01,32179
2019-05-02,32180
2019-05-03,32187
2019-05-04,32186
2019-05-05,32188
2019-05-06,32184
2019-05-07,32186
2019-05-08,32195
2019-05-09,32206
2019-05-10,32182
2019-05-11,32181
2019-05-12,32183
2019-05-13,32184
2019-05-14,32178
2019-05-15,32196
2019-05-16,32201
2019-05-17,32191
2019-05-18,32180
2019-05-19,32172
2019-05-20,32104
2019-05-21,32149
2019-05-22,32161
2019-05-23,32180
2019-05-24,32178
2019-05-25,32154
2019-05-26,32169
2019-05-27,32153
2019-05-28,32183
2019-05-29,32186
2019-05-30,32195
2019-05-31,32155
2019-06-01,32145
2019-06-02,32157
2019-06-03,32158
2019-06-04,32183
2019-06-05,32193
2019-06-06,32180
2019-06-07,32182
2019-06-08,32166
2019-06-09,32181
2019-06-10,32163
2019-06-11,32161
2019-06-12,32175
2019-06-13,32204
2019-06-14,32180
2019-06-15,32182
2019-06-16,32181
2019-06-17,32167
2019-06-18,32166
2019-06-19,32125
2019-06-20,32155
2019-06-21,32161
2019-06-22,32161
2019-06-23,32103
2019-06-24,32136
2019-06-25,32148
2019-06-26,32152
2019-06-27,32172
2019-06-28,32176
2019-06-29,32184
2019-06-30,32190
2019-07-01,32194
2019-07-02,32148
2019-07-03,32153
2019-07-04,32159
2019-07-05,32144
2019-07-06,32132
2019-07-07,32155
2019-07-08,32166
2019-07-09,32175
2019-07-10,32174
2019-07-11,32195
2019-07-12,32188
2019-07-13,32179
2019-07-14,32178
2019-07-15,32190
2019-07-16,32194
2019-07-17,32198
2019-07-18,32193
2019-07-19,32116
2019-07-20,32147
2019-07-21,32144
2019-07-22,32135
2019-07-23,32151
2019-07-24,32142
2019-07-25,32156
2019-07-26,32126
2019-07-27,32102
2019-07-28,32090
2019-07-29,32053
2019-07-30,32088
2019-07-31,32105
2019-08-01,32110
2019-08-02,32066
2019-08-03,32096
2019-08-04,32086
2019-08-05,32063
2019-08-06,32093
2019-08-07,32093
2019-08-08,32099
2019-08-09,32091
2019-08-10,32017
2019-08-11,32061
2019-08-12,32050
2019-08-13,32067
2019-08-14,32100
2019-08-15,32128
2019-08-16,32122
2019-08-17,32094
2019-08-18,32124
2019-08-19,32133
2019-08-20,32143
2019-08-21,32141
2019-08-22,32126
2019-08-23,32129
2019-08-24,32134
2019-08-24,32134
2019-08-25,32113
2019-08-25,32113
2019-08-26,32110
2019-08-26,32110
2019-08-27,32142
2019-08-27,32142
2019-08-28,32169
2019-08-29,32201
2019-08-30,32126
2019-08-31,32096
2019-09-01,32099
2019-09-02,32127
2019-09-03,32173
2019-09-04,32165
2019-09-05,32176
2019-09-06,32129
2019-09-07,32094
2019-09-08,32135
2019-09-09,32146
2019-09-10,32185
2019-09-11,32180
2019-09-12,32195
2019-09-13,32148
2019-09-14,32102
2019-09-15,32133
2019-09-16,32113
2019-09-17,32140
2019-09-18,32150
2019-09-19,32173
2019-09-20,32140
2019-09-21,32097
2019-09-22,32048
2019-09-23,32080
2019-09-24,32095
2019-09-25,32127
2019-09-26,32127
2019-09-27,31998
2019-09-28,32057
2019-09-29,32085
2019-09-30,32078
2019-10-01,32096
2019-10-02,32103
2019-10-03,32089
2019-10-04,32019
2019-10-05,32025
2019-10-06,32032
2019-10-07,32076
2019-10-08,32088
2019-10-09,32096
2019-10-10,32074
2019-10-11,32040
2019-10-12,32045
2019-10-13,32041
2019-10-14,32065
2019-10-15,32092
2019-10-16,32102
2019-10-17,32102
2019-10-18,32085
2019-10-19,32058
2019-10-20,32074
2019-10-21,32104
2019-10-22,32115
2019-10-23,32101
2019-10-24,32040
2019-10-25,32085
2019-10-26,32110
2019-10-27,32184
2019-10-28,32099
2019-10-29,32110
2019-10-30,32127
2019-10-31,32161
2019-11-01,32094
2019-11-02,32101
2019-11-03,32093
2019-11-04,32091
2019-11-05,32035
2019-11-06,32079
2019-11-07,32076
2019-11-08,32068
2019-11-09,32054
2019-11-10,32087
2019-11-11,32097
2019-11-12,32090
2019-11-13,32078
2019-11-14,32102
2019-11-15,32109
2019-11-16,32083
2019-11-17,32078
2019-11-18,32115
2019-11-19,32117
2019-11-20,32097
2019-11-21,32111
2019-11-22,32068
2019-11-23,32085
2019-11-24,32085
2019-11-25,32089
2019-11-26,32085
2019-11-27,32105
2019-11-28,32053
2019-11-29,32056
2019-11-30,32004
2019-12-01,32032
2019-12-02,32006
2019-12-03,32021
2019-12-04,32042
2019-12-05,32068
2019-12-06,32012
2019-12-07,32059
2019-12-08,32080
2019-12-09,32056
2019-12-10,32057
2019-12-11,32039
2019-12-12,32073
2019-12-13,32075
2019-12-14,32021
2019-12-15,32067
2019-12-16,32061
2019-12-17,32061
2019-12-18,32088
2019-12-19,32094
2019-12-20,32100
2019-12-21,32087
2019-12-22,32055
2019-12-23,32039
2019-12-24,32091
2019-12-25,32015
2019-12-26,32109
2019-12-27,32089
2019-12-28,32022
2019-12-29,32065
2019-12-30,32061
2019-12-31,32090
2020-01-01,32085
2020-01-02,32041
2020-01-03,31988
2020-01-04,32005
2020-01-05,32014
2020-01-06,32020
2020-01-07,32068
2020-01-08,32085
2020-01-09,32083
2020-01-10,32065
2020-01-11,32093
2020-01-12,32107
2020-01-13,32108
2020-01-14,32071
2020-01-15,32070
2020-01-16,32061
2020-01-17,32036
2020-01-18,32089
2020-01-19,32089
2020-01-20,32083
2020-01-21,32093
2020-01-22,32085
2020-01-23,32083
2020-01-24,32054
2020-01-25,32007
2020-01-26,32013
2020-01-27,32048
2020-01-28,32072
2020-01-29,32086
2020-01-30,32087
2020-01-31,32090
2020-02-01,32071
2020-02-02,32041
2020-02-03,32074
2020-02-04,32053
2020-02-05,31899
2020-02-06,31938
2020-02-07,31996
2020-02-08,31991
2020-02-09,32009
2020-02-10,32007
2020-02-11,32021
2020-02-12,32021
2020-02-13,32041
2020-02-14,32049
2020-02-15,32070
2020-02-16,32073
2020-02-17,32057
2020-02-18,32033
2020-02-19,32035
2020-02-20,32079
2020-02-21,32136
2020-02-22,32026
2020-02-23,32036
2020-02-24,32074
2020-02-25,32091
2020-02-26,32069
2020-02-27,32061
2020-02-28,32074
2020-02-29,32078
2020-03-01,32050
2020-03-02,32033
2020-03-03,32080
2020-03-04,32041
2020-03-05,32060
2020-03-06,32078
2020-03-07,32098
2020-03-08,32100
2020-03-09,32097
2020-03-10,32113
2020-03-11,32055
2020-03-12,32108
2020-03-13,32092
2020-03-14,32099
2020-03-15,32111
2020-03-16,32105
2020-03-17,32143
2020-03-18,32123
2020-03-19,32024
2020-03-20,32062
2020-03-21,32126
2020-03-22,32112
2020-03-23,32019
2020-03-24,32056
2020-03-25,32077
2020-03-26,32106
2020-03-27,32086
2020-03-28,32081
2020-03-29,32094
2020-03-30,32122
2020-03-31,32138
2020-04-01,32101
2020-04-02,32113
2020-04-03,32125
2020-04-04,32095
2020-04-05,32076
2020-04-06,32097
2020-04-07,32116
2020-04-08,32101
2020-04-09,32105
2020-04-10,32121
2020-04-11,32105
2020-04-12,32082
2020-04-13,32091
2020-04-14,32095
2020-04-15,32090
2020-04-16,32071
2020-04-17,32094
2020-04-18,32113
2020-04-19,32123
2020-04-20,32087
2020-04-21,32119
2020-04-22,32152
2020-04-23,32142
2020-04-24,32062
2020-04-25,32069
2020-04-26,32119
2020-04-27,32117
2020-04-28,32076
2020-04-29,32033
2020-04-30,32083
2020-05-01,32113
2020-05-02,32089
2020-05-03,32087
2020-05-04,32109
2020-05-05,32113
2020-05-06,32116
2020-05-07,32115
2020-05-08,32085
2020-05-09,32104
2020-05-10,32122
2020-05-11,32076
2020-05-12,32112
2020-05-13,32126
